fsclr,rgnlprgrm(mrkr),prjctbrwsrcntrd,cntrrgnd,cdbsnssdlvrmdl(ld),fndcntrd,mntspnt,sctnd,dsrtfctn(mrkr),prjctnmbr,nvrmntlsstnblt(mrkr),prtcptrdvlpmntndgdgvrnnc,dsbltsss(mrkr),rgnstnnm,cntnntd,bdvrst(mrkr),rbnsss(mrkr),chldrnsss(mrkr),thsss(mrkr),ndgnssss(mrkr),ctstlfrdvlpmnt(mrkr),knwldgfrdvlpmnt(mrkr),gndrqlt(mrkr),rgnstnd,rgnstntp,rgnstnclss,rgnstnsb-clss,cntnntnm,cntrrgnnm,cntrrgnprcnt,sctrd,sctrnm,sctrprcnt
2009/2010,0,LK,5,Core Funding,5293,28860.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,3,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Commonwealth,0.0222,24010,Financial policy and administrative management,0.1
2009/2010,0,LK,5,Core Funding,5293,28860.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,3,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Commonwealth,0.0222,31110,Agricultural policy and administrative management,0.1
2009/2010,0,LK,5,Core Funding,5293,57720.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,3,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Commonwealth,0.0222,33110,Trade policy and administrative management,0.2
2009/2010,0,LS,5,Core Funding,5293,14430.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,11330,Vocational training,0.05
2009/2010,0,LS,5,Core Funding,5293,115440.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,15110,Public sector policy and administrative management,0.4
2009/2010,0,LS,5,Core Funding,5293,28860.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,15130,Legal and judicial development,0.1
2009/2010,0,LS,5,Core Funding,5293,14430.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,15160,Human rights,0.05
2009/2010,0,LS,5,Core Funding,5293,28860.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,24010,Financial policy and administrative management,0.1
2009/2010,0,LS,5,Core Funding,5293,28860.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,31110,Agricultural policy and administrative management,0.1
2009/2010,0,LS,5,Core Funding,5293,57720.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,33110,Trade policy and administrative management,0.2
2009/2010,0,MU,5,Core Funding,5293,14430.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,11330,Vocational training,0.05
2009/2010,0,MU,5,Core Funding,5293,115440.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,15110,Public sector policy and administrative management,0.4
2009/2010,0,MU,5,Core Funding,5293,28860.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,15130,Legal and judicial development,0.1
2009/2010,0,MU,5,Core Funding,5293,14430.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,15160,Human rights,0.05
2009/2010,0,MU,5,Core Funding,5293,28860.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,24010,Financial policy and administrative management,0.1
2009/2010,0,MU,5,Core Funding,5293,28860.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,31110,Agricultural policy and administrative management,0.1
2009/2010,0,MU,5,Core Funding,5293,57720.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,33110,Trade policy and administrative management,0.2
2009/2010,0,MV,5,Core Funding,5293,14430.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,3,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Commonwealth,0.0222,11330,Vocational training,0.05
2009/2010,0,MV,5,Core Funding,5293,115440.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,3,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Commonwealth,0.0222,15110,Public sector policy and administrative management,0.4
2009/2010,0,MV,5,Core Funding,5293,28860.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,3,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Commonwealth,0.0222,15130,Legal and judicial development,0.1
2009/2010,0,MV,5,Core Funding,5293,14430.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,3,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Commonwealth,0.0222,15160,Human rights,0.05
2009/2010,0,MV,5,Core Funding,5293,28860.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,3,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Commonwealth,0.0222,24010,Financial policy and administrative management,0.1
2009/2010,0,MV,5,Core Funding,5293,28860.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,3,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Commonwealth,0.0222,31110,Agricultural policy and administrative management,0.1
2009/2010,0,MV,5,Core Funding,5293,57720.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,3,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Commonwealth,0.0222,33110,Trade policy and administrative management,0.2
2009/2010,0,MW,5,Core Funding,5293,14430.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,11330,Vocational training,0.05
2009/2010,0,MW,5,Core Funding,5293,115440.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,15110,Public sector policy and administrative management,0.4
2009/2010,0,MW,5,Core Funding,5293,28860.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,15130,Legal and judicial development,0.1
2009/2010,0,MW,5,Core Funding,5293,14430.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,15160,Human rights,0.05
2009/2010,0,MW,5,Core Funding,5293,28860.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,24010,Financial policy and administrative management,0.1
2009/2010,0,MW,5,Core Funding,5293,28860.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,31110,Agricultural policy and administrative management,0.1
2009/2010,0,MW,5,Core Funding,5293,57720.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,33110,Trade policy and administrative management,0.2
2009/2010,0,MY,5,Core Funding,5293,14430.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,3,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Commonwealth,0.0222,11330,Vocational training,0.05
2009/2010,0,MY,5,Core Funding,5293,115440.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,3,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Commonwealth,0.0222,15110,Public sector policy and administrative management,0.4
2009/2010,0,MY,5,Core Funding,5293,28860.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,3,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Commonwealth,0.0222,15130,Legal and judicial development,0.1
2009/2010,0,MY,5,Core Funding,5293,14430.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,3,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Commonwealth,0.0222,15160,Human rights,0.05
2009/2010,0,MY,5,Core Funding,5293,28860.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,3,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Commonwealth,0.0222,24010,Financial policy and administrative management,0.1
2009/2010,0,MY,5,Core Funding,5293,28860.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,3,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Commonwealth,0.0222,31110,Agricultural policy and administrative management,0.1
2009/2010,0,MY,5,Core Funding,5293,57720.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,3,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Commonwealth,0.0222,33110,Trade policy and administrative management,0.2
2009/2010,0,MZ,5,Core Funding,5293,14430.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,11330,Vocational training,0.05
2009/2010,0,MZ,5,Core Funding,5293,115440.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,15110,Public sector policy and administrative management,0.4
2009/2010,0,MZ,5,Core Funding,5293,28860.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,15130,Legal and judicial development,0.1
2009/2010,0,MZ,5,Core Funding,5293,14430.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,15160,Human rights,0.05
2009/2010,0,MZ,5,Core Funding,5293,28860.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,24010,Financial policy and administrative management,0.1
2009/2010,0,MZ,5,Core Funding,5293,28860.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,31110,Agricultural policy and administrative management,0.1
2009/2010,0,MZ,5,Core Funding,5293,57720.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,33110,Trade policy and administrative management,0.2
2009/2010,0,,5,Core Funding,5293,14430.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,11330,Vocational training,0.05
2009/2010,0,,5,Core Funding,5293,115440.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,15110,Public sector policy and administrative management,0.4
2009/2010,0,,5,Core Funding,5293,28860.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,15130,Legal and judicial development,0.1
2009/2010,0,,5,Core Funding,5293,14430.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,15160,Human rights,0.05
2009/2010,0,,5,Core Funding,5293,28860.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,24010,Financial policy and administrative management,0.1
2009/2010,0,,5,Core Funding,5293,28860.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,31110,Agricultural policy and administrative management,0.1
2009/2010,0,,5,Core Funding,5293,57720.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,33110,Trade policy and administrative management,0.2
2009/2010,0,NG,5,Core Funding,5293,14430.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,11330,Vocational training,0.05
2009/2010,0,NG,5,Core Funding,5293,115440.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,15110,Public sector policy and administrative management,0.4
2009/2010,0,NG,5,Core Funding,5293,28860.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,15130,Legal and judicial development,0.1
2009/2010,0,NG,5,Core Funding,5293,14430.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,15160,Human rights,0.05
2009/2010,0,NG,5,Core Funding,5293,28860.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,24010,Financial policy and administrative management,0.1
2009/2010,0,NG,5,Core Funding,5293,28860.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,31110,Agricultural policy and administrative management,0.1
2009/2010,0,NG,5,Core Funding,5293,57720.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,2,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Africa,Commonwealth,0.0222,33110,Trade policy and administrative management,0.2
2009/2010,0,NR,5,Core Funding,5293,14430.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,4,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Oceania,Commonwealth,0.0222,11330,Vocational training,0.05
2009/2010,0,NR,5,Core Funding,5293,115440.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,4,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Oceania,Commonwealth,0.0222,15110,Public sector policy and administrative management,0.4
2009/2010,0,NR,5,Core Funding,5293,28860.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,4,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Oceania,Commonwealth,0.0222,15130,Legal and judicial development,0.1
2009/2010,0,NR,5,Core Funding,5293,14430.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,4,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Oceania,Commonwealth,0.0222,15160,Human rights,0.05
2009/2010,0,NR,5,Core Funding,5293,28860.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,4,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Oceania,Commonwealth,0.0222,24010,Financial policy and administrative management,0.1
2009/2010,0,NR,5,Core Funding,5293,28860.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,4,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Oceania,Commonwealth,0.0222,31110,Agricultural policy and administrative management,0.1
2009/2010,0,NR,5,Core Funding,5293,57720.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,4,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Oceania,Commonwealth,0.0222,33110,Trade policy and administrative management,0.2
2009/2010,0,PG,5,Core Funding,5293,14430.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,4,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Oceania,Commonwealth,0.0222,11330,Vocational training,0.05
2009/2010,0,PG,5,Core Funding,5293,115440.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,4,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Oceania,Commonwealth,0.0222,15110,Public sector policy and administrative management,0.4
2009/2010,0,PG,5,Core Funding,5293,28860.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,4,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Oceania,Commonwealth,0.0222,15130,Legal and judicial development,0.1
2009/2010,0,PG,5,Core Funding,5293,14430.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,4,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Oceania,Commonwealth,0.0222,15160,Human rights,0.05
2009/2010,0,PG,5,Core Funding,5293,28860.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,4,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Oceania,Commonwealth,0.0222,24010,Financial policy and administrative management,0.1
2009/2010,0,PG,5,Core Funding,5293,28860.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,4,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Oceania,Commonwealth,0.0222,31110,Agricultural policy and administrative management,0.1
2009/2010,0,PG,5,Core Funding,5293,57720.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,4,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Oceania,Commonwealth,0.0222,33110,Trade policy and administrative management,0.2
2009/2010,0,PK,5,Core Funding,5293,14430.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,3,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Commonwealth,0.0222,11330,Vocational training,0.05
2009/2010,0,PK,5,Core Funding,5293,115440.0,S5601,0,M013275001,1,1,0,CFTC - Commonwealth Fund for Technical Cooperation,3,0,0,0,1,0,0,0,2,1001627,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Asia,Commonwealth,0.0222,15110,Public sector policy and administrative management,0.4
