geniusNameLabel,websiteLabel,familyNameLabel,motherLabel,birthDate,givenNameLabel,numberOfChildren,recordLabelLabel,cityLabel,musicianLabel,genreLabel,activityStart,religionLabel,fatherLabel,partner,musician,genderLabel,ethnicityLabel,residenceLabel,twitterNameLabel
Richie-havens,http://www.richiehavens.com/,Havens,,1941-01-21T00:00:00Z,Richie,,Epic,Brooklyn,Richie Havens,soul music,1965-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q505285,male,African Americans,,
,http://www.tonyvisconti.com/,Visconti,,1944-04-24T00:00:00Z,Tony,,,Brooklyn,Tony Visconti,art rock,1967-01-01T00:00:00Z,,,Mary Hopkin,http://www.wikidata.org/entity/Q505994,male,,,
,,Blane,,1944-05-21T00:00:00Z,Marcie,,,Brooklyn,Marcie Blane,pop music,,,,,http://www.wikidata.org/entity/Q517305,female,,,
,,Somers,,1924-07-11T00:00:00Z,Brett,,,Saint John,Brett Somers,,1955-01-01T00:00:00Z,,,Jack Klugman,http://www.wikidata.org/entity/Q518948,female,,,
,,Vega,,1957-07-13T00:00:00Z,Tony,,RMM Records & Video,Salinas,Tony Vega,,,,,,http://www.wikidata.org/entity/Q514496,male,,,
Carlene-carter,,Carter,June Carter Cash,1955-09-26T00:00:00Z,Carlene,,Reprise Records,Nashville,Carlene Carter,country music,1972-01-01T00:00:00Z,,Carl Smith,Joseph Breen,http://www.wikidata.org/entity/Q508212,female,,,CarlooneyCarter
,,Blatz,,1987-06-16T00:00:00Z,Kelly,,,Burbank,Kelly Blatz,,,,,,http://www.wikidata.org/entity/Q513432,male,,California,itskellyblatz
,http://www.deftones.com/,Moreno,,1973-06-20T00:00:00Z,,,Warner Bros. Records,Sacramento,Chino Moreno,alternative metal,1988-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q507734,male,,,
,http://www.gretchenparlato.com,Parlato,,1976-02-11T00:00:00Z,Gretchen,,ObliqSound,Los Angeles,Gretchen Parlato,jazz,2003-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q514437,female,,,
,http://www.judithhill.com,Hill,,1984-05-06T00:00:00Z,Judith,,Sony Music,Los Angeles,Judith Hill,pop music,2007-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q516110,female,African Americans,,
,,Sage,,1993-05-10T00:00:00Z,Halston,,,Los Angeles,Halston Sage,,2011-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q513169,female,,,halstonsage
Ann-richards,,Richards,,1935-10-01T00:00:00Z,Ann,,Atco Records,San Diego,Ann Richards,pop music,1954-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q515735,female,,,
Gwen-verdon,,Verdon,,1925-01-13T00:00:00Z,Evelyn,2.0,,Culver City,Gwen Verdon,,1936-01-01T00:00:00Z,,,Bob Fosse,http://www.wikidata.org/entity/Q508843,female,,,
,http://sharlenetaule.com/,,,1982-05-11T00:00:00Z,,,Universal Music Group,Santo Domingo,Sharlene Taulé,pop music,,,,,http://www.wikidata.org/entity/Q511507,female,,Los Angeles,SharleneTaule
,,Ware,,1994-09-17T00:00:00Z,Taylor,,,Franklin,Taylor Ware,country music,2003-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q517414,female,,,TaylorWareYodel
The-rocket-summer,http://www.therocketsummer.com/,,,1982-12-31T00:00:00Z,,,The Militia Group,Texas,The Rocket Summer,alternative rock,1999-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q506127,male,,,TheRocketSummer
,http://www.lizemusic.com/,Santana,,1980-09-20T00:00:00Z,,,,Boston,Lizé Santana,folk rock,2009-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q509274,female,,,lizemusic
,http://www.consmusic.com/,,,1977-06-14T00:00:00Z,,,Columbia Records,Queens,Consequence,hip hop music,1993-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q517448,male,African Americans,,
,,MacMahon,,1982-09-03T00:00:00Z,Andrew,,Vanguard Records,Concord,Andrew McMahon,pop music,1998-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q506288,male,,,
,,,,1910-05-23T00:00:00Z,,,Challenge,Indiana,Scatman Crothers,,,,,,http://www.wikidata.org/entity/Q501996,male,African Americans,,
Johnny-van-zant,,,,1959-02-27T00:00:00Z,Johnny,,,Jacksonville,Johnny Van Zant,Southern rock,1976-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q516342,male,,,
Colin-meloy,http://colinmeloy.com,Meloy,,1974-10-05T00:00:00Z,Colin,,Kill Rock Stars,Helena,Colin Meloy,indie rock,1990-01-01T00:00:00Z,,,Carson Ellis,http://www.wikidata.org/entity/Q505568,male,,,colinmeloy
,http://www.lilgreenwood.net/index.php,Greenwood,,1924-11-18T00:00:00Z,,,Modern Records,Prichard,Lil Greenwood,rhythm and blues,,,,,http://www.wikidata.org/entity/Q513171,female,African Americans,,
,http://www.grandmasterflash.com,,,1958-01-01T00:00:00Z,,,Fury Records,Bridgetown,Grandmaster Flash,hip hop music,1978-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q506900,male,Barbadian American,,DJFlash4eva
Vicki-sue-robinson,,Robinson,,1954-05-31T00:00:00Z,Vicki,,RSO Records,Harlem,Vicki Sue Robinson,soul music,1970-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q518336,female,African Americans,,
,http://hueylewisandthenews.com/,Lewis,,1950-07-05T00:00:00Z,,,Chrysalis Records,New York City,Huey Lewis,soul music,1967-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q504458,male,,,
,,Kallen,,1921-05-25T00:00:00Z,Kitty,,Decca,Philadelphia,Kitty Kallen,pop music,1939-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q508305,female,,,
,http://www.donaldfagen.com/,Fagen,,1948-01-10T00:00:00Z,Donald Jay,,ABC Records,Passaic,Donald Fagen,rock music,1965-01-01T00:00:00Z,atheism,,,http://www.wikidata.org/entity/Q506554,male,American Jews,,
,,Curtin,,1921-12-03T00:00:00Z,Phyllis,,,Clarksburg,Phyllis Curtin,,,,,,http://www.wikidata.org/entity/Q513677,female,,,
Annette-peacock,http://www.annettepeacock.com,Peacock,,1941-01-01T00:00:00Z,Annette,,ECM Records,New York City,Annette Peacock,electronic music,,,,Paul Bley,http://www.wikidata.org/entity/Q510855,female,,,
,http://rosigolan.com,Golan,,1981-05-09T00:00:00Z,Rosi,,,Netanya,Rosi Golan,folk music,2005-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q509181,female,,,rosigolan
,http://www.jaceeverett.com,Everett,,1972-05-27T00:00:00Z,,,Epic,Evansville,Jace Everett,country music,2005-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q509451,male,,,
,http://www.immahogg.com/,,,1980-09-08T00:00:00Z,,,Swishahouse,Houston,Slim Thug,hip hop music,1998-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q512592,male,,,slimthugga
,http://al-jourgensen.squarespace.com/,,,1958-10-09T00:00:00Z,Al,,Arista,Havana,Al Jourgensen,industrial metal,1978-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q713807,male,,,
,,Cheng,,1969-08-15T00:00:00Z,Kevin,,,San Francisco,Kevin Cheng,,1993-01-01T00:00:00Z,,,Grace Chan,http://www.wikidata.org/entity/Q713928,male,,,
,http://www.dwele.com,Gardner,,1978-02-14T00:00:00Z,,,Virgin Records,Detroit,Dwele,soul music,2000-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q712624,male,African Americans,,THEREALDWELE
,,Chatmon,,1897-01-10T00:00:00Z,Sam,,,Bolton,Sam Chatmon,blues,,,,,http://www.wikidata.org/entity/Q711936,male,,,
Kevjumba,http://www.kevjumba.com/,,,1990-06-12T00:00:00Z,Kevin,,,Houston,KevJumba,,,,,,http://www.wikidata.org/entity/Q717527,male,Taiwanese people,Sugar Land,kevjumba
,,,,1968-03-02T00:00:00Z,,,Chrysalis Records,San Francisco,Rappin' 4-Tay,hip hop music,1988-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q711710,male,African Americans,,rappin_4tay
,http://www.ikewillis.com,Willis,,1955-11-12T00:00:00Z,Ike,,Barking Pumpkin Records,St. Louis,Ike Willis,rock music,1978-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q712319,male,African Americans,,
,http://www.thejeffreylewissite.com/,Lewis,,1975-11-20T00:00:00Z,Jeffrey,,Rough Trade Records,New York City,Jeffrey Lewis,anti-folk,1997-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q712910,male,,,
,,Battle,,1956-11-29T00:00:00Z,Hinton,,,Hoppstädten-Weiersbach,Hinton Battle,,,,,,http://www.wikidata.org/entity/Q711711,male,African Americans,,
,http://www.porterwagoner.com/,Wagoner,,1927-08-12T00:00:00Z,Porter,,RCA,West Plains,Porter Wagoner,country music,1951-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q712139,male,,,
Evan-taubenfeld,http://www.evantaubenfeld.com,Taubenfeld,,1983-06-27T00:00:00Z,David,,Sire,Baltimore,Evan Taubenfeld,pop punk,2002-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q712873,male,,,EvanT
,,He,,1975-09-13T00:00:00Z,Peter,,,United States of America,Peter Ho,mandopop,1994-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q717095,male,,,
,,Lacey,,1978-07-10T00:00:00Z,Jesse,,,Long Island,Jesse Lacey,alternative rock,1999-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q716298,male,,,
Jenni-rivera,http://www.jenniriveramusic.com/,,,1969-07-02T00:00:00Z,Jenni,5.0,Fonovisa Records,Long Beach,Jenni Rivera,pop music,1992-01-01T00:00:00Z,,,Esteban Loaiza,http://www.wikidata.org/entity/Q714185,female,,,jennirivera
Dwight-yoakam,http://www.dwightyoakam.com/,Yoakam,,1956-10-23T00:00:00Z,Dwight,,Reprise Records,Pikeville,Dwight Yoakam,country music,1984-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q713099,male,,,DwightYoakam
,,Hubbard,,1937-03-20T00:00:00Z,Jerry,,Capitol Records,Atlanta,Jerry Reed,country music,1956-01-01T00:00:00Z,,,Priscilla Mitchell,http://www.wikidata.org/entity/Q712914,male,,,
Buck-owens,http://www.buckowens.com,Owens,,1929-08-12T00:00:00Z,Buck,,Capitol Records,Sherman,Buck Owens,country music,1945-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q712353,male,,,
,,Dawson,,1945-06-16T00:00:00Z,John,,,Detroit,John Dawson,country rock,1964-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q713620,male,,,
Chris-tomlin,http://www.christomlin.com/,Tomlin,,1972-05-04T00:00:00Z,Chris,,Passion Conferences,Grand Saline,Chris Tomlin,Christian rock,1993-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q714033,male,,,christomlin
,,Gray,,1906-01-28T00:00:00Z,,,,Texas,Arvella Gray,,,,,,http://www.wikidata.org/entity/Q717059,male,African Americans,,
,,Tunçboyacıyan,,1957-08-04T00:00:00Z,Arto,,Columbia Records,Istanbul,Arto Tunçboyacıyan,avant-garde music,1968-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q713757,male,Armenians,,
Tim-hardin,http://www.mathie.demon.co.uk/th/index.html,Hardin,,1941-12-23T00:00:00Z,James Timothy,,Columbia Records,Eugene,Tim Hardin,folk music,1964-01-01T00:00:00Z,,,Susan Yardley Morss,http://www.wikidata.org/entity/Q711806,male,,,
,,Link,,1974-12-18T00:00:00Z,,,Atlantic Records,Havana,Cuban Link,hip hop music,1995-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q711923,male,,,cubanlinkclk
,,Liang,,1988-05-02T00:00:00Z,Lara,,,California,Lara Veronin,pop music,2004-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q715420,female,,,
,,Johnson,,1897-01-22T00:00:00Z,,,Columbia Records,"Pendleton\, Texas",Blind Willie Johnson,blues,1945-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q712586,male,African Americans,,
Damien-jurado,http://www.damienjurado.com/,Jurado,,1972-11-12T00:00:00Z,Damien,,Secretly Canadian,Seattle,Damien Jurado,indie rock,1995-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q713835,male,,,damienjurado
,,Patrick,,1968-05-10T00:00:00Z,Richard,,Reprise Records,Needham,Richard Patrick,alternative rock,1986-01-01T00:00:00Z,atheism,,,http://www.wikidata.org/entity/Q715404,male,,,RichardPatrick
,http://www.garyjules.com/,Jules,,1969-03-19T00:00:00Z,Gary,,,Fresno,Gary Jules,pop music,1998-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q714504,male,,,
,,Lloyd,,1980-08-20T00:00:00Z,James,,International Rock Star Records,Brooklyn,Lil' Cease,hip hop music,1993-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q713964,male,African Americans,,lilcease
,http://www.artiekornfeld-woodstock.com,Kornfeld,,1942-09-09T00:00:00Z,Avraham,,,Brooklyn,Artie Kornfeld,,,,,,http://www.wikidata.org/entity/Q712448,male,Jewish people,,
,http://www.mikeness.com,Ness,,1962-04-03T00:00:00Z,Mike,,Time Bomb Recordings,Lynn,Mike Ness,punk rock,1978-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q713521,male,,,
Floyd-council,,Council,,1911-09-02T00:00:00Z,Floyd,,Columbia Records,Chapel Hill,Floyd Council,blues,,,,,http://www.wikidata.org/entity/Q714602,male,African Americans,,
Roger-miller,http://www.rogermiller.com/,Miller,,1936-01-02T00:00:00Z,Roger,8.0,Columbia Records,Fort Worth,Roger Miller,country music,1957-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q712359,male,,,
Little-brother-montgomery,,,,1906-04-18T00:00:00Z,,,Delmark Records,Kentwood,Little Brother Montgomery,jazz,,,,,http://www.wikidata.org/entity/Q715915,male,African Americans,,
Grant-gustin,,Gustin,,1990-01-14T00:00:00Z,Antonio,,,Norfolk,Grant Gustin,,2000-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q713820,male,,,grantgust
,,Foster,,1985-03-04T00:00:00Z,Scott,,,Winfield,Scott Michael Foster,,,,,,http://www.wikidata.org/entity/Q717295,male,,,scottmfoster
,,Barlow,,1970-03-10T00:00:00Z,Matt,,,Biloxi,Matt Barlow,heavy metal,1992-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q711884,male,,,
,http://www.richardtee.com,,,1943-11-24T00:00:00Z,Richard,,Warner Bros. Records,Brooklyn,Richard Tee,jazz,1967-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q712959,male,African Americans,,
,,Pritchard,,1972-05-04T00:00:00Z,Mike,,Reprise Records,Berkeley,Mike Dirnt,alternative rock,1986-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q713286,male,,,
,,Freeman,,1940-06-13T00:00:00Z,Bobby,,Dootsie Williams,San Francisco,Bobby Freeman,soul music,1958-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q713351,male,African Americans,,
Mance-lipscomb,,,,1895-04-09T00:00:00Z,,,,Navasota,Mance Lipscomb,blues,1960-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q715345,male,African Americans,,
,,Fuqua,,1929-07-27T00:00:00Z,Harvey,,Chess Records,Louisville,Harvey Fuqua,rhythm and blues,1951-01-01T00:00:00Z,,,Gwen Gordy Fuqua,http://www.wikidata.org/entity/Q711874,male,African Americans,,
,,Armstrong,,1972-02-17T00:00:00Z,Joe,,Reprise Records,Oakland,Billie Joe Armstrong,new wave,1977-01-01T00:00:00Z,,,Adrienne Armstrong,http://www.wikidata.org/entity/Q712592,male,,,billiejoe
,,,,1970-02-19T00:00:00Z,Robert,,Wild Pitch Records,The Bronx,Lord Finesse,hip hop music,1989-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q711978,male,African Americans,,
,,,,1905-05-11T00:00:00Z,Joe,,Columbia Records,Jackson,Kansas Joe McCoy,blues,,,,,http://www.wikidata.org/entity/Q713859,male,African Americans,,
Bobby-pickett,,Pickett,,1938-02-11T00:00:00Z,Bobby,,Garpax Records,Massachusetts,Bobby Pickett,rock music,1959-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q715842,male,,,
,http://www.stayhuman.org/,,,1966-04-21T00:00:00Z,Michael,,Capitol Records,Oakland,Michael Franti,hip hop music,1986-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q715181,male,,,michaelfranti
Sly-stone,http://www.slystonemusic.com,Stone,,1943-03-15T00:00:00Z,Sly,,Epic,Denton,Sly Stone,rock music,1952-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q713829,male,African Americans,,
Wesley-willis,http://www.alternativetentacles.com/bandinfo.php?band=wesleywillis,Willis,,1963-05-31T00:00:00Z,Wesley,,Alternative Tentacles,Chicago,Wesley Willis,outsider music,1976-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q715265,male,African Americans,,
,http://www.davidallencoe.net/,Coe,,1939-09-06T00:00:00Z,David,,Columbia Records,Akron,David Allan Coe,country music,1956-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q711892,male,,,
Eric-andersen,,Andersen,,1943-02-14T00:00:00Z,Eric,,Fast Folk,Pittsburgh,Eric Andersen,folk music,1963-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q712090,male,,,
,http://www.jonathanrotem.com,,,1975-09-01T00:00:00Z,Jonathan,,Beluga Heights Records,Johannesburg,J.R. Rotem,pop music,2001-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q716053,male,,,
,,McCrary,,1976-05-01T00:00:00Z,Darius,,,Walnut,Darius McCrary,,,,,Karrine Steffans,http://www.wikidata.org/entity/Q712964,male,African Americans,,DariusMccrary
,,Andriano,,1977-06-27T00:00:00Z,Dan,,Epic,Elgin,Dan Andriano,punk rock,1993-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q714201,male,,,
,http://www.static-x.com/,Campos,,1973-03-08T00:00:00Z,Tony,,Warner Bros. Records,Los Angeles,Tony Campos,industrial metal,1994-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q713854,male,,,
,http://www.jormakaukonen.com,Kaukonen,,1940-12-23T00:00:00Z,Jorma,,Relix,"Washington\, D.C.",Jorma Kaukonen,psychedelic rock,1964-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q713183,male,,,
,http://www.carrottop.com,Thompson,,1965-02-25T00:00:00Z,Scott,,,Rockledge,Carrot Top,,,,,,http://www.wikidata.org/entity/Q559081,male,,,RealCarrotTop
,http://www.jakobdylan.com/,Dylan,Sara Dylan,1969-12-09T00:00:00Z,Luke,,Columbia Records,New York City,Jakob Dylan,country music,1987-01-01T00:00:00Z,,Bob Dylan,Paige Dylan,http://www.wikidata.org/entity/Q555426,male,,,
,http://www.johnreedfamily.com/~leeofthed/index.htm,Reed,,1967-12-13T00:00:00Z,JR,,,Corvallis,JR Reed,,1991-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q556170,male,,Los Angeles,
Richard-white,,White,,1953-08-04T00:00:00Z,Richard,,,Oak Ridge,Richard White,,,,,,http://www.wikidata.org/entity/Q585604,male,,,
,http://www.turbob.info/,,,1967-04-30T00:00:00Z,,,,Pittsburgh,Turbo B,hip hop music,1990-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q592878,male,,,
,http://www.butchwalker.com,Walker,,1969-11-14T00:00:00Z,Butch,,Dangerbird Records,Rome,Butch Walker,glam metal,1985-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q589781,male,,,butchwalker
,,Walsh,,1951-06-15T00:00:00Z,Steve,,,St. Louis,Steve Walsh,rock music,1974-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q583470,male,,,
,,,,1982-11-13T00:00:00Z,Michael,,,Chesapeake,Michael Copon,,2001-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q561324,male,,,michaelcopon
David-edwards,http://www.davidhoneyboyedwards.com/,Edwards,,1915-06-28T00:00:00Z,David,,Earwig Music Company,Shaw,David Edwards,blues,2011-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q560354,male,African Americans,,
,http://www.stevegoodman.net/,Goodman,,1948-07-25T00:00:00Z,Steve,,Buddah Records,Chicago,Steve Goodman,contemporary folk music,1968-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q585159,male,,,
,,Kenney,,1977-03-12T00:00:00Z,Ben,,,Brielle,Ben Kenney,alternative rock,1994-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q582446,male,,,
Alex-newell,http://thealexnewell.com/,Newell,,1992-08-20T00:00:00Z,Alex,,Atlantic Records,Lynn,Alex Newell,contemporary R&B,2010-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q578403,male,African Americans,,anew92
,,,,1985-01-01T00:00:00Z,,,,Loíza,La Sista,,2006-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q576186,female,,,
,,Cornell,,1919-04-21T00:00:00Z,Don,,Jubilee Records,The Bronx,Don Cornell,jazz,,,,,http://www.wikidata.org/entity/Q558602,male,,,
,,Souza,,1964-03-24T00:00:00Z,Steve,,,United States of America,Steve Souza,heavy metal,1982-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q578303,male,,,
,,Brock,,1975-07-09T00:00:00Z,Isaac,,Epic,Helena,Isaac Brock,alternative rock,1993-01-01T00:00:00Z,atheism,,,http://www.wikidata.org/entity/Q580169,male,,,
,,Corley,,1956-05-22T00:00:00Z,Al,,,Wichita,Al Corley,pop music,1979-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q578612,male,,,
Rachel-haden,,Haden,,1971-10-11T00:00:00Z,Rachel,,,New York City,Rachel Haden,,,,Charlie Haden,,http://www.wikidata.org/entity/Q584724,female,,,
,,Rose,,1898-08-24T00:00:00Z,Fred,,,Evansville,Fred Rose,country music,,,,,http://www.wikidata.org/entity/Q563287,male,,,
,http://www.anthonyburger.com/,Burger,,1961-06-05T00:00:00Z,Anthony,,,Cleveland,Anthony Burger,,1975-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q572933,male,,,
,http://www.sethriggs.com/,Riggs,,1930-09-19T00:00:00Z,Seth,,,United States of America,Seth Riggs,,,,,,http://www.wikidata.org/entity/Q578620,male,,,
,,Pop,,1972-08-27T00:00:00Z,Jimmy,,,Trappe,Jimmy Pop,rock music,1988-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q572608,male,,,JIDoubleMYPopGo
,http://www.joshkelley.com/,Kelley,,1980-01-30T00:00:00Z,Josh,,Hollywood Records,Augusta,Josh Kelley,country music,2001-01-01T00:00:00Z,,,Katherine Heigl,http://www.wikidata.org/entity/Q574885,male,,,
,,Landsburg,,1958-08-12T00:00:00Z,Valerie,,,New York City,Valerie Landsburg,,1976-01-01T00:00:00Z,,Alan Landsburg,,http://www.wikidata.org/entity/Q589306,female,,,
,http://www.royayers.com,Ayers,,1940-09-10T00:00:00Z,Roy,,Atlantic Records,Los Angeles,Roy Ayers,jazz,1962-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q588551,male,African Americans,,
,,Cohan,,1878-07-03T00:00:00Z,George,,,Providence,George M. Cohan,,,,,,http://www.wikidata.org/entity/Q563017,male,,,
Eamon,http://www.eamonmusic.com/,Doyle,,1984-09-19T00:00:00Z,Eamon,,Jive,Staten Island,Eamon,contemporary R&B,2003-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q577925,male,,,EamonOfficial
Nelson-eddy,,Eddy,,1901-06-29T00:00:00Z,Nelson,,,Providence,Nelson Eddy,,,,,,http://www.wikidata.org/entity/Q562641,male,,,
Edgar-winter,http://www.edgarwinter.com,Winter,,1946-12-28T00:00:00Z,Edgar,,Epic,Beaumont,Edgar Winter,blues,1969-01-01T00:00:00Z,Scientology,,,http://www.wikidata.org/entity/Q559349,male,,,
,,Jones,,1953-10-05T00:00:00Z,,,,New York City,Puma Jones,reggae,1975-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q586918,female,African Americans,,
,http://www.lougramm.com/,Gramm,,1950-05-02T00:00:00Z,Lou,,Atlantic Records,Rochester,Lou Gramm,rock music,1967-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q579845,male,,,
,http://www.officialdavidvincent.com/,Vincent,,1965-04-22T00:00:00Z,David,,,Charlotte,David Vincent,death metal,1986-01-01T00:00:00Z,,,Gen-XX,http://www.wikidata.org/entity/Q569122,male,,,
,,Fang,Lin Feng-jiao,1982-12-03T00:00:00Z,,,,Los Angeles,Jaycee Chan,,2004-01-01T00:00:00Z,,Jackie Chan,,http://www.wikidata.org/entity/Q561310,male,,,jcjayceechan
,http://www.deicide.com/,Benton,,1967-09-21T00:00:00Z,Glen,,Earache Records,Tampa,Glen Benton,K-pop,1985-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q559273,male,,,
