Fiscal year,Organisation ID,Urban issues (marker),Trade development (marker),IRTC percent,Status,Children issues (marker),Project number,Organisation sub-class,Fund centre ID,Desertification (marker),Gender equality (marker),Section name,Amount spent,Biodiversity (marker),Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Division name,Section ID,Regional program (marker),Fund centre name,Untied amount(Project-level budget),FSTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker)
2009/2010,1003347,1,0,0.0,Closed,0,A032226001,NGO,4310,0,0,Gulf of Guinea Program,3944.673,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,Information not available,1,0,0.0,Closed,0,A032226001,CONSULTANT,4310,0,0,Gulf of Guinea Program,172.5466,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,10050,1,0,0.0,Closed,0,A032226001,FEDERAL,4310,0,0,Gulf of Guinea Program,32.871,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,1003347,1,0,0.0,Closed,0,A032226001,NGO,4310,0,0,Gulf of Guinea Program,3944.673,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,Information not available,1,0,0.0,Closed,0,A032226001,CONSULTANT,4310,0,0,Gulf of Guinea Program,172.5466,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,10050,1,0,0.0,Closed,0,A032226001,FEDERAL,4310,0,0,Gulf of Guinea Program,32.871,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,1003347,1,0,0.0,Closed,0,A032226001,NGO,4310,0,0,Gulf of Guinea Program,3944.673,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,Information not available,1,0,0.0,Closed,0,A032226001,CONSULTANT,4310,0,0,Gulf of Guinea Program,172.5466,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,10050,1,0,0.0,Closed,0,A032226001,FEDERAL,4310,0,0,Gulf of Guinea Program,32.871,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,1003347,1,0,0.0,Closed,0,A032226001,NGO,4310,0,0,Gulf of Guinea Program,3944.673,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,Information not available,1,0,0.0,Closed,0,A032226001,CONSULTANT,4310,0,0,Gulf of Guinea Program,172.5466,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,10050,1,0,0.0,Closed,0,A032226001,FEDERAL,4310,0,0,Gulf of Guinea Program,32.871,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,1003347,1,0,0.0,Closed,0,A032226001,NGO,4310,0,0,Gulf of Guinea Program,3944.673,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,Information not available,1,0,0.0,Closed,0,A032226001,CONSULTANT,4310,0,0,Gulf of Guinea Program,172.5466,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,10050,1,0,0.0,Closed,0,A032226001,FEDERAL,4310,0,0,Gulf of Guinea Program,32.871,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,1003347,1,0,0.0,Closed,0,A032226001,NGO,4310,0,0,Gulf of Guinea Program,3944.673,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,Information not available,1,0,0.0,Closed,0,A032226001,CONSULTANT,4310,0,0,Gulf of Guinea Program,172.5466,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,10050,1,0,0.0,Closed,0,A032226001,FEDERAL,4310,0,0,Gulf of Guinea Program,32.871,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,1003347,1,0,0.0,Closed,0,A032226001,NGO,4310,0,0,Gulf of Guinea Program,3944.673,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,Information not available,1,0,0.0,Closed,0,A032226001,CONSULTANT,4310,0,0,Gulf of Guinea Program,172.5466,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,10050,1,0,0.0,Closed,0,A032226001,FEDERAL,4310,0,0,Gulf of Guinea Program,32.871,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,1003347,1,0,0.0,Closed,0,A032226001,NGO,4310,0,0,Gulf of Guinea Program,3944.673,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,Information not available,1,0,0.0,Closed,0,A032226001,CONSULTANT,4310,0,0,Gulf of Guinea Program,172.5466,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,10050,1,0,0.0,Closed,0,A032226001,FEDERAL,4310,0,0,Gulf of Guinea Program,32.871,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,1003347,1,0,0.0,Closed,0,A032226001,NGO,4310,0,0,Gulf of Guinea Program,3944.673,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,Information not available,1,0,0.0,Closed,0,A032226001,CONSULTANT,4310,0,0,Gulf of Guinea Program,172.5466,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,10050,1,0,0.0,Closed,0,A032226001,FEDERAL,4310,0,0,Gulf of Guinea Program,32.871,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,1003347,1,0,0.0,Closed,0,A032226001,NGO,4310,0,0,Gulf of Guinea Program,3944.673,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,Information not available,1,0,0.0,Closed,0,A032226001,CONSULTANT,4310,0,0,Gulf of Guinea Program,172.5466,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,10050,1,0,0.0,Closed,0,A032226001,FEDERAL,4310,0,0,Gulf of Guinea Program,32.871,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,1003347,1,0,0.0,Closed,0,A032226001,NGO,4310,0,0,Gulf of Guinea Program,3944.673,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,Information not available,1,0,0.0,Closed,0,A032226001,CONSULTANT,4310,0,0,Gulf of Guinea Program,172.5466,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,10050,1,0,0.0,Closed,0,A032226001,FEDERAL,4310,0,0,Gulf of Guinea Program,32.871,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,1003347,1,0,0.0,Closed,0,A032226001,NGO,4310,0,0,Gulf of Guinea Program,3944.673,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,Information not available,1,0,0.0,Closed,0,A032226001,CONSULTANT,4310,0,0,Gulf of Guinea Program,172.5466,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,10050,1,0,0.0,Closed,0,A032226001,FEDERAL,4310,0,0,Gulf of Guinea Program,32.871,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,1003347,1,0,0.0,Closed,0,A032226001,NGO,4310,0,0,Gulf of Guinea Program,3944.673,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,Information not available,1,0,0.0,Closed,0,A032226001,CONSULTANT,4310,0,0,Gulf of Guinea Program,172.5466,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,10050,1,0,0.0,Closed,0,A032226001,FEDERAL,4310,0,0,Gulf of Guinea Program,32.871,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,1003347,1,0,0.0,Closed,0,A032226001,NGO,4310,0,0,Gulf of Guinea Program,3944.673,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,Information not available,1,0,0.0,Closed,0,A032226001,CONSULTANT,4310,0,0,Gulf of Guinea Program,172.5466,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,10050,1,0,0.0,Closed,0,A032226001,FEDERAL,4310,0,0,Gulf of Guinea Program,32.871,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,1003347,1,0,0.0,Closed,0,A032226001,NGO,4310,0,0,Gulf of Guinea Program,3944.673,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,Information not available,1,0,0.0,Closed,0,A032226001,CONSULTANT,4310,0,0,Gulf of Guinea Program,172.5466,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,10050,1,0,0.0,Closed,0,A032226001,FEDERAL,4310,0,0,Gulf of Guinea Program,32.871,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,1003347,1,0,0.0,Closed,0,A032226001,NGO,4310,0,0,Gulf of Guinea Program,3944.673,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,Information not available,1,0,0.0,Closed,0,A032226001,CONSULTANT,4310,0,0,Gulf of Guinea Program,172.5466,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,10050,1,0,0.0,Closed,0,A032226001,FEDERAL,4310,0,0,Gulf of Guinea Program,32.871,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,1003347,1,0,0.0,Closed,0,A032226001,NGO,4310,0,0,Gulf of Guinea Program,3944.673,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,Information not available,1,0,0.0,Closed,0,A032226001,CONSULTANT,4310,0,0,Gulf of Guinea Program,172.5466,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,10050,1,0,0.0,Closed,0,A032226001,FEDERAL,4310,0,0,Gulf of Guinea Program,32.871,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,1003347,1,0,0.0,Closed,0,A032226001,NGO,4310,0,0,Gulf of Guinea Program,3944.673,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,Information not available,1,0,0.0,Closed,0,A032226001,CONSULTANT,4310,0,0,Gulf of Guinea Program,172.5466,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,10050,1,0,0.0,Closed,0,A032226001,FEDERAL,4310,0,0,Gulf of Guinea Program,32.871,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,1003347,1,0,0.0,Closed,0,A032226001,NGO,4310,0,0,Gulf of Guinea Program,3944.673,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,Information not available,1,0,0.0,Closed,0,A032226001,CONSULTANT,4310,0,0,Gulf of Guinea Program,172.5466,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,10050,1,0,0.0,Closed,0,A032226001,FEDERAL,4310,0,0,Gulf of Guinea Program,32.871,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,1003347,1,0,0.0,Closed,0,A032226001,NGO,4310,0,0,Gulf of Guinea Program,3944.673,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,Information not available,1,0,0.0,Closed,0,A032226001,CONSULTANT,4310,0,0,Gulf of Guinea Program,172.5466,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,10050,1,0,0.0,Closed,0,A032226001,FEDERAL,4310,0,0,Gulf of Guinea Program,32.871,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,1003347,1,0,0.0,Closed,0,A032226001,NGO,4310,0,0,Gulf of Guinea Program,3944.673,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,Information not available,1,0,0.0,Closed,0,A032226001,CONSULTANT,4310,0,0,Gulf of Guinea Program,172.5466,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,10050,1,0,0.0,Closed,0,A032226001,FEDERAL,4310,0,0,Gulf of Guinea Program,32.871,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,1003347,1,0,0.0,Closed,0,A032226001,NGO,4310,0,0,Gulf of Guinea Program,3944.673,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,Information not available,1,0,0.0,Closed,0,A032226001,CONSULTANT,4310,0,0,Gulf of Guinea Program,172.5466,0,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,Central & West Africa Regional Program,3867664.46,1.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009/2010,10050,0,0,0.0,Closed,2,A032227001,FEDERAL,4274,0,2,Mozambique Program,101491.17,0,7705752.58,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4271,0,Mozambique,7705752.58,0.0,0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,0,0,0
2009/2010,1009855,0,0,0.0,Closed,0,A032229002,OTHER MULTILATERAL,4315,0,2,"AHSI, Extractives, Special Initiatives",15355.5,0,24100562.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4281,1,Canada Fund for Africa Secretariat,24100562.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2009/2010,1009855,0,0,0.0,Closed,0,A032229002,OTHER MULTILATERAL,4315,0,2,"AHSI, Extractives, Special Initiatives",30711.0,0,24100562.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4281,1,Canada Fund for Africa Secretariat,24100562.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2009/2010,1009855,0,0,0.0,Closed,0,A032229002,OTHER MULTILATERAL,4315,0,2,"AHSI, Extractives, Special Initiatives",92133.0,0,24100562.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4281,1,Canada Fund for Africa Secretariat,24100562.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2009/2010,1009855,0,0,0.0,Closed,0,A032229002,OTHER MULTILATERAL,4315,0,2,"AHSI, Extractives, Special Initiatives",15355.5,0,24100562.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4281,1,Canada Fund for Africa Secretariat,24100562.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2009/2010,1009855,0,0,0.0,Closed,0,A032229002,OTHER MULTILATERAL,4315,0,2,"AHSI, Extractives, Special Initiatives",21750.0,0,24100562.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4281,1,Canada Fund for Africa Secretariat,24100562.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2009/2010,1009855,0,0,0.0,Closed,0,A032229002,OTHER MULTILATERAL,4315,0,2,"AHSI, Extractives, Special Initiatives",43500.0,0,24100562.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4281,1,Canada Fund for Africa Secretariat,24100562.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2009/2010,1009855,0,0,0.0,Closed,0,A032229002,OTHER MULTILATERAL,4315,0,2,"AHSI, Extractives, Special Initiatives",130500.0,0,24100562.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4281,1,Canada Fund for Africa Secretariat,24100562.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2009/2010,1009855,0,0,0.0,Closed,0,A032229002,OTHER MULTILATERAL,4315,0,2,"AHSI, Extractives, Special Initiatives",21750.0,0,24100562.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4281,1,Canada Fund for Africa Secretariat,24100562.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2009/2010,1009855,0,0,0.0,Closed,0,A032229002,OTHER MULTILATERAL,4315,0,2,"AHSI, Extractives, Special Initiatives",21750.0,0,24100562.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4281,1,Canada Fund for Africa Secretariat,24100562.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2009/2010,1009855,0,0,0.0,Closed,0,A032229002,OTHER MULTILATERAL,4315,0,2,"AHSI, Extractives, Special Initiatives",43500.0,0,24100562.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4281,1,Canada Fund for Africa Secretariat,24100562.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
