assays_Des,assays_ASCETY,assays_CONFSCO,assays_CHI,assays_CURB,assays_SASI,assays_CI,assays_ASTY,assays_RELTY,assays_SI,assays_ASSI,assays_TISI,assays_ASSOR,assays_ASSTET,assays_ASSSTR,assays_T,assays_VARII,assays_DOI,assays_ASSTAI,assays_ASSCATE,assays_ASSTIS,assays_BFOR,assays_ASSUBCELFR
Half life measured in rat plasma,,1,CHEMBL627897,Intermediate,,,A,N,1,9441,1969.0,Rattus norvegicus,,,50597,,6080,10116.0,,Plasma,BAO_0000218,
Half life recorded in rats,,1,CHEMBL627898,Intermediate,,,A,N,1,9442,,Rattus norvegicus,,,50597,,4449,10116.0,,,BAO_0000218,
Half life was calculated,,1,CHEMBL627899,Intermediate,,,A,N,1,9443,,Rattus norvegicus,,,50597,,6057,10116.0,,,BAO_0000218,
Half life was calculated in rat,,1,CHEMBL873823,Intermediate,,,A,N,1,9444,,Rattus norvegicus,,,50597,,6057,10116.0,,,BAO_0000218,
Half life was determined,,1,CHEMBL627900,Intermediate,,,A,N,1,9445,,Rattus norvegicus,,,50597,,3747,10116.0,,,BAO_0000218,
Half life after 10 mg/kg oral administration in rat,,1,CHEMBL627901,Intermediate,,,A,N,1,9446,,Rattus norvegicus,In vivo,,50597,,17858,10116.0,,,BAO_0000218,
Half life after administering orally a dose of 10 mg/kg to a fasting rat,,1,CHEMBL627902,Intermediate,,,A,N,1,9447,,Rattus norvegicus,In vivo,,50597,,16365,10116.0,,,BAO_0000218,
Half life after administering orally a dose of 30 mg/kg,,1,CHEMBL627903,Intermediate,,,A,N,1,9448,,Rattus norvegicus,In vivo,,50597,,16365,10116.0,,,BAO_0000218,
Area under the curve (Concentration) was determined for the compound as AUC with limits 0-8 after i.v. administration in rats,,1,CHEMBL627904,Intermediate,,,A,N,1,9449,,Rattus norvegicus,,,50597,,5031,10116.0,,,BAO_0000218,
Area under the curve determined under pharmacokinetic behavior of the 10 mg/kg oral dose of compound for 0-6 hours,,1,CHEMBL627905,Intermediate,,,A,N,1,9450,,Rattus norvegicus,,,50597,,4722,10116.0,,,BAO_0000218,
Area under the curve for the compound calculated from 0-24 hr after intravenous administration at a dose of 10 mg/kg in rat,,1,CHEMBL627906,Intermediate,,,A,N,1,9451,,Rattus norvegicus,,,50597,,6078,10116.0,,,BAO_0000218,
Area under the curve for the compound calculated from 0-24 hr after oral administration at a dose of 10 mg/kg in rat,,1,CHEMBL627907,Intermediate,,,A,N,1,9452,,Rattus norvegicus,,,50597,,6078,10116.0,,,BAO_0000218,
Area under the curve for the compound calculated from 0-6 hr after oral administration at a dose of 10 mg/kg,,1,CHEMBL876783,Intermediate,,,A,N,1,9453,,Rattus norvegicus,,,50597,,6078,10116.0,,,BAO_0000218,
Area under the curve for the compound calculated from 0-6 hr after oral administration at a dose of 10 mg/kg; activity was not determined,,1,CHEMBL627908,Intermediate,,,A,N,1,9454,,Rattus norvegicus,,,50597,,6078,10116.0,,,BAO_0000218,
Area under the curve measured after intravenous bolus administration of 50 mg/kg of compound to rats,,1,CHEMBL627909,Intermediate,,,A,N,1,9455,,Rattus norvegicus,,,50597,,17065,10116.0,,,BAO_0000218,
Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats,,1,CHEMBL627910,Intermediate,,,A,N,1,9456,,Rattus norvegicus,,,50597,,1353,10116.0,,,BAO_0000218,
Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats(0-1),,1,CHEMBL627911,Intermediate,,,A,N,1,9457,,Rattus norvegicus,,,50597,,1353,10116.0,,,BAO_0000218,
Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats(0-2),,1,CHEMBL627912,Intermediate,,,A,N,1,9458,,Rattus norvegicus,,,50597,,1353,10116.0,,,BAO_0000218,
Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats(0-5),,1,CHEMBL627913,Intermediate,,,A,N,1,9459,,Rattus norvegicus,,,50597,,1353,10116.0,,,BAO_0000218,
Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats(5-10),,1,CHEMBL627914,Intermediate,,,A,N,1,9460,,Rattus norvegicus,,,50597,,1353,10116.0,,,BAO_0000218,
Area under the curve was evaluated after 10 uM/kg of intra arterial administration,,1,CHEMBL627915,Intermediate,,,A,N,1,9461,,Rattus norvegicus,,,50597,,16423,10116.0,,,BAO_0000218,
Area under the curve was evaluated after 20 uM/kg of peroral administration,,1,CHEMBL627916,Intermediate,,,A,N,1,9462,,Rattus norvegicus,,,50597,,16423,10116.0,,,BAO_0000218,
Area under the curve was measured in rat after an iv dose of 1 mg/kg,,1,CHEMBL627917,Intermediate,,,A,N,1,9463,,Rattus norvegicus,,,50597,,6062,10116.0,,,BAO_0000218,
Area under the curve was calculated for the compound at a single intravenous administration of 20 mg/kg in rat,,1,CHEMBL627918,Intermediate,,,A,N,1,9464,,Rattus norvegicus,,,50597,,6056,10116.0,,,BAO_0000218,
Area under the curve was determined by administering the compound at a dose of 1 mg/kg intravenously in male wistar rat,,1,CHEMBL627919,Intermediate,,,A,N,1,9465,,Rattus norvegicus,,,50597,,5182,10116.0,,,BAO_0000218,
Area under the curve was evaluated at an intravenous dose of 3 mg/kg,,1,CHEMBL627920,Intermediate,,,A,N,1,9466,,Rattus norvegicus,,,50597,,6410,10116.0,,,BAO_0000218,
Area under the curve was evaluated at an oral dose of 30 mg/kg,,1,CHEMBL627921,Intermediate,,,A,N,1,9467,,Rattus norvegicus,,,50597,,6410,10116.0,,,BAO_0000218,
Area under the effect time curves from time 0-24 hr determined after 0.3 mg/kg oral administration in potassium oxonate treated rats,,1,CHEMBL627922,Intermediate,,,A,N,1,9468,,Rattus norvegicus,,,50597,,4723,10116.0,,,BAO_0000218,
Area under the effect time curves from time 0-24 hr determined after 3 mg/kg oral administration in potassium oxonate treated rats,,1,CHEMBL876784,Intermediate,,,A,N,1,9469,,Rattus norvegicus,,,50597,,4723,10116.0,,,BAO_0000218,
Area under the effect time curves from time 0-6 hr determined after 0.3 mg/kg oral administration in potassium oxonate treated rats,,1,CHEMBL627923,Intermediate,,,A,N,1,9470,,Rattus norvegicus,,,50597,,4723,10116.0,,,BAO_0000218,
Area under the effect time curves from time 0-6 hr determined after 3 mg/kg oral administration in potassium oxonate treated rats,,1,CHEMBL626208,Intermediate,,,A,N,1,9471,,Rattus norvegicus,,,50597,,4723,10116.0,,,BAO_0000218,
Area under the effect time curves from time 0-infinity hr determined after 0.3 mg/kg oral administration in potassium oxonate treated rats,,1,CHEMBL626209,Intermediate,,,A,N,1,9472,,Rattus norvegicus,,,50597,,4723,10116.0,,,BAO_0000218,
Area under the effect time curves from time 0-infinity hr determined after 3 mg/kg oral administration in potassium oxonate treated rats,,1,CHEMBL626210,Intermediate,,,A,N,1,9473,,Rattus norvegicus,,,50597,,4723,10116.0,,,BAO_0000218,
Area under the plasma concentration curve was evaluated in vivo in rat at a dose of 5 mg/kg by oral administration,,1,CHEMBL627994,Intermediate,,,A,N,1,9474,1969.0,Rattus norvegicus,,,50597,,2463,10116.0,,Plasma,BAO_0000218,
Bioavailability from area under the curve at time 0 to infinity after intravenous administration of 1 mg/kg in rat,,1,CHEMBL627995,Intermediate,,,A,N,1,9475,,Rattus norvegicus,,,50597,,4709,10116.0,,,BAO_0000218,
Blood level after a 10 mg/kg oral dose in rat expressed as AUC was determined,,1,CHEMBL627996,Intermediate,,,A,N,1,9476,,Rattus norvegicus,,,50597,,4075,10116.0,,,BAO_0000218,
Compound at a dose 10 mg/kg was administered orally to rat and the pharmacokinetic parameter area under curve (AUC) was measured,,1,CHEMBL627997,Intermediate,,,A,N,1,9477,,Rattus norvegicus,,,50597,,5394,10116.0,,,BAO_0000218,
Compound was evaluated for AUC after treatment with iv dose of 1 mgkg to female wistar rats,,1,CHEMBL627998,Intermediate,,,A,N,1,9478,,Rattus norvegicus,,,50597,,2661,10116.0,,,BAO_0000218,
Compound was evaluated for AUC after treatment with iv dose of 1 mgkg to male wistar rats,,1,CHEMBL628640,Intermediate,,,A,N,1,9479,,Rattus norvegicus,,,50597,,2661,10116.0,,,BAO_0000218,
Compound was evaluated for AUC after treatment with oral dose of 2 mgkg to female wistar rats,,1,CHEMBL628641,Intermediate,,,A,N,1,9480,,Rattus norvegicus,,,50597,,2661,10116.0,,,BAO_0000218,
Compound was evaluated for AUC after treatment with oral dose of 2 mgkg to male wistar rats,,1,CHEMBL628642,Intermediate,,,A,N,1,9481,,Rattus norvegicus,,,50597,,2661,10116.0,,,BAO_0000218,
Compound was evaluated for area under the curve expressed as (h*ug/ml),,1,CHEMBL628643,Intermediate,,,A,N,1,9482,,Rattus norvegicus,,,50597,,17791,10116.0,,,BAO_0000218,
Compound was tested for area under curve in rat,,1,CHEMBL628644,Intermediate,,,A,N,1,9483,,Rattus norvegicus,,,50597,,2591,10116.0,,,BAO_0000218,
Concentration in rat plasma after 5 mg/kg oral gavage for 8 hours,,1,CHEMBL628645,Intermediate,,,A,N,1,9484,,Rattus norvegicus,,,50597,,6567,10116.0,,,BAO_0000218,
Dose-normalized AUC was determined by po administration (10 mg/kg) in fasted male Sprague-Dawley rats,,1,CHEMBL628646,Intermediate,,,A,N,1,9485,,Rattus norvegicus,,,50597,,6211,10116.0,,,BAO_0000218,
Dose-normalized AUC was determined in rat after peroral administration (2 mg/kg),,1,CHEMBL628647,Intermediate,,,A,N,1,9486,,Rattus norvegicus,,,50597,,5529,10116.0,,,BAO_0000218,
Evaluated for AUC after iv administration of 1 mg/kg to male Sprague-Dawley rats in brain; not determined,,1,CHEMBL628648,Intermediate,,,A,N,1,9487,,Rattus norvegicus,,,50597,,5408,10116.0,,,BAO_0000218,
Evaluated for AUC after iv administration of 1 mg/kg to male Sprague-Dawley rats in plasma,,1,CHEMBL625358,Intermediate,,,A,N,1,9488,,Rattus norvegicus,,,50597,,5408,10116.0,,,BAO_0000218,
Evaluated for AUC after iv administration of 5 mg/kg to male Sprague-Dawley rats in brain,,1,CHEMBL625359,Intermediate,,,A,N,1,9489,,Rattus norvegicus,,,50597,,5408,10116.0,,,BAO_0000218,
Evaluated for AUC after iv administration of 5 mg/kg to male Sprague-Dawley rats in plasma,,1,CHEMBL625360,Intermediate,,,A,N,1,9490,,Rattus norvegicus,,,50597,,5408,10116.0,,,BAO_0000218,
Evaluated for pharmacokinetic parameter area under curve in rat at the dose 50 mg/kg ( 0-8 hr ),,1,CHEMBL625361,Intermediate,,,A,N,1,9491,,Rattus norvegicus,,,50597,,429,10116.0,,,BAO_0000218,
Evaluated for pharmacokinetic parameter area under curve in rat at the dose 50 mg/kg (0-8 hr ),,1,CHEMBL625362,Intermediate,,,A,N,1,9492,,Rattus norvegicus,,,50597,,429,10116.0,,,BAO_0000218,
Evaluated for pharmacokinetic parameter area under curve in rat at the dose 50 mg/kg (0-8 hr),,1,CHEMBL625363,Intermediate,,,A,N,1,9493,,Rattus norvegicus,,,50597,,429,10116.0,,,BAO_0000218,
Hepatic portal AUC was determined by pharmacokinetic study conducted in portal vein cannulated rats,,1,CHEMBL625364,Intermediate,,,A,N,1,9494,,Rattus norvegicus,,,50597,,4796,10116.0,,,BAO_0000218,
In vivo Area under curve (AUC) was determined after intravenous administration of compound (158.5+/-2 mg/kg) in male Sprague-Dawley rat,,1,CHEMBL625365,Intermediate,,,A,N,1,9495,,Rattus norvegicus,,,50597,,5974,10116.0,,,BAO_0000218,
In vivo Area under curve (AUC) was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,,1,CHEMBL625366,Intermediate,,,A,N,1,9496,,Rattus norvegicus,,,50597,,5974,10116.0,,,BAO_0000218,
In vivo Area under curve (AUC) was determined after peroral administration of compound (19.01+/-0.31 mg/kg) in male Sprague-Dawley rat,,1,CHEMBL625367,Intermediate,,,A,N,1,9497,,Rattus norvegicus,,,50597,,5974,10116.0,,,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in kidney of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 1.98-2.56 % dose/g",,1,CHEMBL625368,Intermediate,,,A,N,1,9498,2113.0,Rattus norvegicus,,,50597,,11450,10116.0,,Kidney,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in kidney of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.15-1.43 % dose/g",,1,CHEMBL625369,Intermediate,,,A,N,1,9499,2113.0,Rattus norvegicus,,,50597,,11450,10116.0,,Kidney,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in kidney of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 3.43-4.52 % dose/g",,1,CHEMBL625370,Intermediate,,,A,N,1,9500,2113.0,Rattus norvegicus,,,50597,,11450,10116.0,,Kidney,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in kidney of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 2.12-3.14 % dose/g",,1,CHEMBL625371,Intermediate,,,A,N,1,9501,2113.0,Rattus norvegicus,,,50597,,11450,10116.0,,Kidney,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in kidney of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 1.40-1.60 % dose/g",,1,CHEMBL625372,Intermediate,,,A,N,1,9502,2113.0,Rattus norvegicus,,,50597,,11450,10116.0,,Kidney,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in kidney of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.74-0.85 % dose/g",,1,CHEMBL625373,Intermediate,,,A,N,1,9503,2113.0,Rattus norvegicus,,,50597,,11450,10116.0,,Kidney,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in liver of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 1.31-1.45 % dose/g",,1,CHEMBL625374,Intermediate,,,A,N,1,9504,2107.0,Rattus norvegicus,,,50597,,11450,10116.0,,Liver,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in liver of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.08-0.90 % dose/g",,1,CHEMBL877593,Intermediate,,,A,N,1,9505,2107.0,Rattus norvegicus,,,50597,,11450,10116.0,,Liver,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in liver of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 2.02-2.78 % dose/g",,1,CHEMBL625375,Intermediate,,,A,N,1,9506,2107.0,Rattus norvegicus,,,50597,,11450,10116.0,,Liver,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in liver of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 1.64-2.38 % dose/g",,1,CHEMBL625376,Intermediate,,,A,N,1,9507,2107.0,Rattus norvegicus,,,50597,,11450,10116.0,,Liver,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in liver of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.95-1.07 % dose/g",,1,CHEMBL621973,Intermediate,,,A,N,1,9508,2107.0,Rattus norvegicus,,,50597,,11450,10116.0,,Liver,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in liver of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.61-0.81 % dose/g",,1,CHEMBL621974,Intermediate,,,A,N,1,9509,2107.0,Rattus norvegicus,,,50597,,11450,10116.0,,Liver,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in lungs of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 5.01-7.13 % dose/g",,1,CHEMBL621975,Intermediate,,,A,N,1,9510,2048.0,Rattus norvegicus,,,50597,,11450,10116.0,,Lung,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in lungs of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.51-3.71 % dose/g",,1,CHEMBL622166,Intermediate,,,A,N,1,9511,2048.0,Rattus norvegicus,,,50597,,11450,10116.0,,Lung,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in lungs of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 10.84-13.77 % dose/g",,1,CHEMBL622167,Intermediate,,,A,N,1,9512,2048.0,Rattus norvegicus,,,50597,,11450,10116.0,,Lung,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in lungs of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 5.92-8.51% dose/g",,1,CHEMBL622168,Intermediate,,,A,N,1,9513,2048.0,Rattus norvegicus,,,50597,,11450,10116.0,,Lung,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in lungs of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 3.37-3.94 % dose/g",,1,CHEMBL622169,Intermediate,,,A,N,1,9514,2048.0,Rattus norvegicus,,,50597,,11450,10116.0,,Lung,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in lungs of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 1.87-2.12 % dose/g",,1,CHEMBL622170,Intermediate,,,A,N,1,9515,2048.0,Rattus norvegicus,,,50597,,11450,10116.0,,Lung,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in thyroid of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 37.97-75.23 % dose/g",,1,CHEMBL622171,Intermediate,,,A,N,1,9516,2046.0,Rattus norvegicus,,,50597,,11450,10116.0,,Thyroid gland,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in thyroid of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 5.03-36.88 % dose/g",,1,CHEMBL622172,Intermediate,,,A,N,1,9517,2046.0,Rattus norvegicus,,,50597,,11450,10116.0,,Thyroid gland,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in thyroid of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 13.20-17.31 % dose/g",,1,CHEMBL622173,Intermediate,,,A,N,1,9518,2046.0,Rattus norvegicus,,,50597,,11450,10116.0,,Thyroid gland,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in thyroid of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 7.87-16.51 % dose/g",,1,CHEMBL622174,Intermediate,,,A,N,1,9519,2046.0,Rattus norvegicus,,,50597,,11450,10116.0,,Thyroid gland,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in thyroid of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 81.37-166.09 % dose/g",,1,CHEMBL622175,Intermediate,,,A,N,1,9520,2046.0,Rattus norvegicus,,,50597,,11450,10116.0,,Thyroid gland,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in thyroid of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 31.90-39.98 % dose/g",,1,CHEMBL622176,Intermediate,,,A,N,1,9521,2046.0,Rattus norvegicus,,,50597,,11450,10116.0,,Thyroid gland,BAO_0000218,
