assays_ASI,assays_ASCA,assays_ASTIS,assays_VAI,assays_ASSOR,assays_CHI,assays_DI,assays_ASSTR,assays_Ti,assays_CURAB,assays_ASSTAI,assays_CONFISCO,assays_SRI,assays_SRASI,assays_CEI,assays_BAFOR,assays_TII
5171,,,,Homo sapiens,CHEMBL621853,14827,,9,Expert,9606.0,9,1,,500.0,BAO_0000219,
5172,,,,,CHEMBL621854,16289,,80852,Expert,,1,1,,500.0,BAO_0000218,
5173,,,,,CHEMBL621855,16289,,80852,Expert,,1,1,,500.0,BAO_0000218,
5174,,,,,CHEMBL623724,16289,,80852,Expert,,1,1,,500.0,BAO_0000218,
5175,,,,,CHEMBL623725,16289,,80852,Expert,,1,1,,500.0,BAO_0000218,
5176,,,,,CHEMBL623726,16289,,80852,Expert,,1,1,,500.0,BAO_0000218,
5177,,,,Homo sapiens,CHEMBL623727,16289,,9,Expert,9606.0,9,1,,500.0,BAO_0000219,
5178,,,,,CHEMBL623728,16289,,9,Expert,,8,1,,500.0,BAO_0000219,
5179,,,,,CHEMBL623729,16289,,80852,Expert,,1,1,,500.0,BAO_0000218,
5180,,,,,CHEMBL623730,16289,,80852,Expert,,1,1,,500.0,BAO_0000218,
5181,,,,,CHEMBL623731,16289,,80852,Expert,,1,1,,500.0,BAO_0000218,
5182,,,,Mus musculus,CHEMBL623732,14555,,80852,Expert,10090.0,1,1,,500.0,BAO_0000218,
5183,,,,Mus musculus,CHEMBL623733,14555,,80852,Expert,10090.0,1,1,,500.0,BAO_0000218,
5184,,,,Mus musculus,CHEMBL623734,14555,,80852,Expert,10090.0,1,1,,500.0,BAO_0000218,
5185,,,,Mus musculus,CHEMBL623735,14555,,80852,Expert,10090.0,1,1,,500.0,BAO_0000218,
5186,,,,Homo sapiens,CHEMBL623736,1937,,80852,Expert,9606.0,1,1,,500.0,BAO_0000219,
5187,,,,Homo sapiens,CHEMBL623737,13739,,80852,Intermediate,9606.0,1,1,,500.0,BAO_0000219,
5188,,,,Homo sapiens,CHEMBL623738,3558,,80852,Intermediate,9606.0,1,1,,500.0,BAO_0000219,
5189,,,,Homo sapiens,CHEMBL875168,3558,,80852,Intermediate,9606.0,1,1,,500.0,BAO_0000219,
5190,,,,Homo sapiens,CHEMBL623739,17686,,80682,Expert,9606.0,1,1,,646.0,BAO_0000219,
5191,,,,Homo sapiens,CHEMBL623740,5305,,80682,Intermediate,9606.0,1,1,,646.0,BAO_0000219,
5192,,,,Homo sapiens,CHEMBL624424,3614,,80682,Intermediate,9606.0,1,1,,646.0,BAO_0000219,
5193,,,,Homo sapiens,CHEMBL624425,17229,,80021,Intermediate,9606.0,1,1,,624.0,BAO_0000219,
5194,,,,Homo sapiens,CHEMBL624426,15935,,80021,Intermediate,9606.0,1,1,,624.0,BAO_0000219,
5195,,,,Homo sapiens,CHEMBL624427,15935,,80021,Intermediate,9606.0,1,1,,624.0,BAO_0000219,
5196,,,,Homo sapiens,CHEMBL624428,15560,,80021,Intermediate,9606.0,1,1,,624.0,BAO_0000219,
5197,,,,Homo sapiens,CHEMBL624429,13891,,80021,Intermediate,9606.0,1,1,,624.0,BAO_0000219,
5198,,,,Homo sapiens,CHEMBL624620,13891,,80021,Intermediate,9606.0,1,1,,624.0,BAO_0000219,
5199,,,,Homo sapiens,CHEMBL624621,13788,,80021,Intermediate,9606.0,1,1,,624.0,BAO_0000219,
5200,,,,Homo sapiens,CHEMBL624622,15403,,80021,Intermediate,9606.0,1,1,,624.0,BAO_0000219,
5201,,,,Homo sapiens,CHEMBL624623,1009,,80021,Intermediate,9606.0,1,1,,624.0,BAO_0000219,
5202,,,,Homo sapiens,CHEMBL874365,1043,,80021,Intermediate,9606.0,1,1,,624.0,BAO_0000219,
5203,,,,Homo sapiens,CHEMBL624624,5858,,80021,Intermediate,9606.0,1,1,,624.0,BAO_0000219,
5204,,,,Homo sapiens,CHEMBL624625,5958,,80021,Intermediate,9606.0,1,1,,624.0,BAO_0000219,
5205,,,,Homo sapiens,CHEMBL624626,5506,,80021,Intermediate,9606.0,1,1,,624.0,BAO_0000219,
5206,,,,Homo sapiens,CHEMBL624627,12781,,80021,Intermediate,9606.0,1,1,,624.0,BAO_0000219,
5207,,,,Homo sapiens,CHEMBL883157,14399,,80021,Intermediate,9606.0,1,1,,624.0,BAO_0000219,
5208,,,,Homo sapiens,CHEMBL624628,5958,,80021,Expert,9606.0,1,1,,624.0,BAO_0000219,
5209,,,,beagle,CHEMBL624629,3510,,22224,Autocuration,9615.0,0,1,,,BAO_0000218,
5210,,,,Canis lupus familiaris,CHEMBL623551,3510,beagle,22224,Autocuration,9615.0,0,1,,,BAO_0000218,
5211,,,,Canis lupus familiaris,CHEMBL623552,3510,beagle,22224,Autocuration,9615.0,0,1,,,BAO_0000218,
5212,,,,Canis lupus familiaris,CHEMBL623553,3510,beagle,22224,Autocuration,9615.0,0,1,,,BAO_0000218,
5213,,,,Bos taurus,CHEMBL623554,3085,,22224,Autocuration,9913.0,0,1,,,BAO_0000019,
5214,,,,Bos taurus,CHEMBL623555,3085,,22224,Autocuration,9913.0,0,1,,,BAO_0000019,
5215,,,,Bos taurus,CHEMBL623556,3085,,22224,Autocuration,9913.0,0,1,,,BAO_0000019,
5216,,,,Bos taurus,CHEMBL623557,9372,,22224,Autocuration,9913.0,0,1,,,BAO_0000019,
5217,,,,Bos taurus,CHEMBL623558,3085,,22224,Autocuration,9913.0,0,1,,,BAO_0000019,
5218,,,,Bos taurus,CHEMBL623559,3085,,22224,Autocuration,9913.0,0,1,,,BAO_0000019,
5219,,Spleen,,Bos taurus,CHEMBL623560,1469,,22224,Autocuration,9913.0,0,1,,,BAO_0000221,2106.0
5220,,,,Bos taurus,CHEMBL623561,4297,,22224,Autocuration,9913.0,0,1,,,BAO_0000019,
5221,,,,Bos taurus,CHEMBL623562,4297,,22224,Autocuration,9913.0,0,1,,,BAO_0000019,
5222,,,,Bos taurus,CHEMBL623563,17585,,22224,Autocuration,9913.0,0,1,,,BAO_0000019,
5223,,Spleen,,Bos taurus,CHEMBL623564,1336,,22224,Autocuration,9913.0,0,1,,,BAO_0000221,2106.0
5224,,,,Bos taurus,CHEMBL873806,3085,,22224,Autocuration,9913.0,0,1,,,BAO_0000019,
5225,,,,Bos taurus,CHEMBL623565,2857,,22224,Autocuration,9913.0,0,1,,,BAO_0000019,
5226,,,,Bos taurus,CHEMBL623566,2857,,22224,Autocuration,9913.0,0,1,,,BAO_0000019,
5227,,,,Bos taurus,CHEMBL623567,2857,,22224,Autocuration,9913.0,0,1,,,BAO_0000019,
5228,,,,Bos taurus,CHEMBL623568,1540,,22224,Autocuration,9913.0,0,1,,,BAO_0000019,
5229,,Plasma,,Canis lupus familiaris,CHEMBL623569,6316,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,1969.0
5230,,Plasma,,Canis lupus familiaris,CHEMBL623570,17594,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,1969.0
5231,,Plasma,,Canis lupus familiaris,CHEMBL624254,4953,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,1969.0
5232,,Plasma,,Canis lupus familiaris,CHEMBL624255,16907,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,1969.0
5233,,Plasma,,Canis lupus familiaris,CHEMBL624256,16907,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,1969.0
5234,,Plasma,,Canis lupus familiaris,CHEMBL624257,2959,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,1969.0
5235,,Plasma,,Canis lupus familiaris,CHEMBL624258,17594,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,1969.0
5236,,,,Canis lupus familiaris,CHEMBL875277,5356,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
5237,,,,Canis lupus familiaris,CHEMBL622667,16807,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
5238,,,,Canis lupus familiaris,CHEMBL622668,4527,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
5239,,,,Canis lupus familiaris,CHEMBL622669,4527,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
5240,,,,Canis lupus familiaris,CHEMBL622670,15660,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
5241,,,,Canis lupus familiaris,CHEMBL622671,15660,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
5242,,,,Canis lupus familiaris,CHEMBL622672,5802,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
5243,,,,Canis lupus familiaris,CHEMBL622673,3598,,50588,Expert,9615.0,1,1,,,BAO_0000218,
5244,,,,Canis lupus familiaris,CHEMBL622674,3598,,50588,Expert,9615.0,1,1,,,BAO_0000218,
5245,,,,Canis lupus familiaris,CHEMBL622675,5944,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
5246,,,,Canis lupus familiaris,CHEMBL622676,5944,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
5247,,,,Canis lupus familiaris,CHEMBL622677,5944,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
5248,,,,Canis lupus familiaris,CHEMBL622678,5944,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
5249,,,,Canis lupus familiaris,CHEMBL622679,4186,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
5250,,,,Canis lupus familiaris,CHEMBL622680,5007,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
5251,,,,Canis lupus familiaris,CHEMBL622681,5668,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
5252,,,,Canis lupus familiaris,CHEMBL875278,5668,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
5253,,,,Canis lupus familiaris,CHEMBL622682,5006,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
5254,,,,Canis lupus familiaris,CHEMBL622683,5006,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
5255,,,,Canis lupus familiaris,CHEMBL622684,3771,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
5256,,,,Canis lupus familiaris,CHEMBL622685,3771,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
5257,,,,Canis lupus familiaris,CHEMBL622686,3771,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
5258,,,,Canis lupus familiaris,CHEMBL618344,1916,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
5259,,,,Canis lupus familiaris,CHEMBL875582,5302,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
5260,,,,Canis lupus familiaris,CHEMBL618345,5600,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
5261,,,,Canis lupus familiaris,CHEMBL618346,5600,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
5262,,,,Canis lupus familiaris,CHEMBL618347,17764,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
5263,,,,Canis lupus familiaris,CHEMBL618348,4368,,50588,Intermediate,9615.0,1,1,,,BAO_0000218,
5264,,,,Homo sapiens,CHEMBL618349,5318,,22224,Autocuration,9606.0,0,1,,,BAO_0000019,
5265,,,,Homo sapiens,CHEMBL618350,5318,,22224,Autocuration,9606.0,0,1,,,BAO_0000019,
5266,,,,Homo sapiens,CHEMBL618351,5318,,22224,Autocuration,9606.0,0,1,,,BAO_0000019,
5267,,,,Homo sapiens,CHEMBL618352,5318,,22224,Autocuration,9606.0,0,1,,,BAO_0000019,
5268,,Blood,,Homo sapiens,CHEMBL873494,14518,,22224,Autocuration,9606.0,0,1,,,BAO_0000221,178.0
5269,,Plasma,,Homo sapiens,CHEMBL618353,2209,,22224,Autocuration,9606.0,0,1,,,BAO_0000366,1969.0
5270,,Plasma,,Homo sapiens,CHEMBL618354,6787,,22224,Autocuration,9606.0,0,1,,,BAO_0000366,1969.0
5271,,Plasma,,Homo sapiens,CHEMBL875583,4898,,22224,Autocuration,9606.0,0,1,,,BAO_0000366,1969.0
5272,,Serum,,Homo sapiens,CHEMBL618355,6072,,22224,Autocuration,9606.0,0,1,,,BAO_0000019,1977.0
5273,,Plasma,,Homo sapiens,CHEMBL618356,16907,,22224,Autocuration,9606.0,0,1,,,BAO_0000366,1969.0
5274,,,,Homo sapiens,CHEMBL618357,5656,,22224,Autocuration,9606.0,0,1,,,BAO_0000251,
5275,,Plasma,,Homo sapiens,CHEMBL618358,4755,,22224,Autocuration,9606.0,0,1,,,BAO_0000366,1969.0
5276,,Zone of skin,,Homo sapiens,CHEMBL618359,17503,,22224,Autocuration,9606.0,0,1,,,BAO_0000221,14.0
5277,,Plasma,,Homo sapiens,CHEMBL618360,12357,,22224,Autocuration,9606.0,0,1,,,BAO_0000366,1969.0
5278,,,,Homo sapiens,CHEMBL618361,3076,,22224,Autocuration,9606.0,0,1,,,BAO_0000019,
5279,,Liver,,Homo sapiens,CHEMBL618362,6410,,22224,Autocuration,9606.0,0,1,,,BAO_0000251,2107.0
5280,,Plasma,,Homo sapiens,CHEMBL618363,3741,,22224,Autocuration,9606.0,0,1,,,BAO_0000366,1969.0
5281,,Plasma,,Homo sapiens,CHEMBL618364,3741,,22224,Autocuration,9606.0,0,1,,,BAO_0000366,1969.0
5282,,Plasma,,Homo sapiens,CHEMBL875584,3741,,22224,Autocuration,9606.0,0,1,,,BAO_0000366,1969.0
5283,,,,Homo sapiens,CHEMBL618365,1540,,22224,Autocuration,9606.0,0,1,,,BAO_0000019,
5284,,Plasma,,Homo sapiens,CHEMBL873495,2905,,22224,Autocuration,9606.0,0,1,,,BAO_0000366,1969.0
5285,,Plasma,,Homo sapiens,CHEMBL618366,2905,,22224,Autocuration,9606.0,0,1,,,BAO_0000366,1969.0
5286,,,,Homo sapiens,CHEMBL618367,5523,,22224,Autocuration,9606.0,0,1,,,BAO_0000019,
5287,,Blood,,Homo sapiens,CHEMBL618368,1499,,22224,Autocuration,9606.0,0,1,,,BAO_0000221,178.0
5288,,Blood,,Homo sapiens,CHEMBL618369,1499,,22224,Autocuration,9606.0,0,1,,,BAO_0000221,178.0
5289,,Plasma,,Homo sapiens,CHEMBL618370,17065,,22224,Autocuration,9606.0,0,1,,,BAO_0000366,1969.0
5290,,,,Homo sapiens,CHEMBL618371,6861,,22224,Autocuration,9606.0,0,1,,,BAO_0000019,
5291,,Blood,,Homo sapiens,CHEMBL618372,1499,,22224,Autocuration,9606.0,0,1,,,BAO_0000221,178.0
5292,,Plasma,,Homo sapiens,CHEMBL618373,530,,22224,Autocuration,9606.0,0,1,,,BAO_0000366,1969.0
5293,,Plasma,,Homo sapiens,CHEMBL618374,1116,,22224,Autocuration,9606.0,0,1,,,BAO_0000366,1969.0
5294,,Plasma,,Homo sapiens,CHEMBL618375,6695,,22224,Autocuration,9606.0,0,1,,,BAO_0000366,1969.0
5295,,Plasma,,Homo sapiens,CHEMBL618376,6695,,22224,Autocuration,9606.0,0,1,,,BAO_0000366,1969.0
5296,,Liver,,Homo sapiens,CHEMBL618377,10,,22224,Autocuration,9606.0,0,1,,,BAO_0000251,2107.0
5297,,Plasma,,Homo sapiens,CHEMBL618378,993,,22224,Autocuration,9606.0,0,1,,,BAO_0000366,1969.0
5298,,Plasma,,Homo sapiens,CHEMBL618379,15429,,22224,Autocuration,9606.0,0,1,,,BAO_0000366,1969.0
5299,,Plasma,,Homo sapiens,CHEMBL618380,1675,,22224,Autocuration,9606.0,0,1,,,BAO_0000366,1969.0
5300,,Plasma,,Homo sapiens,CHEMBL618381,2209,,22224,Autocuration,9606.0,0,1,,,BAO_0000366,1969.0
5301,,Plasma,,Homo sapiens,CHEMBL618382,2209,,22224,Autocuration,9606.0,0,1,,,BAO_0000366,1969.0
5302,,,,Homo sapiens,CHEMBL618383,5318,,22224,Autocuration,9606.0,0,1,,,BAO_0000019,
5303,,,,Homo sapiens,CHEMBL618384,2412,,22224,Autocuration,9606.0,0,1,,,BAO_0000019,
5304,,,,Homo sapiens,CHEMBL618385,2412,,22224,Autocuration,9606.0,0,1,,,BAO_0000019,
5305,,Plasma,,Homo sapiens,CHEMBL619099,2906,,22224,Autocuration,9606.0,0,1,,,BAO_0000366,1969.0
5306,,Plasma,,Homo sapiens,CHEMBL619100,2906,,22224,Autocuration,9606.0,0,1,,,BAO_0000366,1969.0
5307,,,,Homo sapiens,CHEMBL619101,5495,,22224,Autocuration,9606.0,0,1,,,BAO_0000019,
5308,,,,Homo sapiens,CHEMBL619102,5495,,22224,Autocuration,9606.0,0,1,,,BAO_0000019,
5309,,Liver,,Homo sapiens,CHEMBL619103,4397,,22224,Autocuration,9606.0,0,1,,,BAO_0000251,2107.0
5310,,,,Mus sp.,CHEMBL619268,2413,,22224,Autocuration,10095.0,0,1,,,BAO_0000218,
5311,,,,Mus sp.,CHEMBL619269,2413,,22224,Autocuration,10095.0,0,1,,,BAO_0000218,
5312,,,,Mus sp.,CHEMBL619270,2413,,22224,Autocuration,10095.0,0,1,,,BAO_0000218,
5313,,,,Mus sp.,CHEMBL619271,2413,,22224,Autocuration,10095.0,0,1,,,BAO_0000218,
5314,,,,Mus sp.,CHEMBL875585,2413,,22224,Autocuration,10095.0,0,1,,,BAO_0000218,
5315,,,,Mus sp.,CHEMBL619272,2413,,22224,Autocuration,10095.0,0,1,,,BAO_0000218,
5316,,,,Homo sapiens,CHEMBL619273,6058,,80640,Intermediate,9606.0,1,1,,391.0,BAO_0000219,
5317,,,,Homo sapiens,CHEMBL619274,17708,,80640,Intermediate,9606.0,1,1,,391.0,BAO_0000219,
5318,,,,Homo sapiens,CHEMBL619275,14017,,80640,Expert,9606.0,1,1,,391.0,BAO_0000219,
5319,,,,Homo sapiens,CHEMBL619276,16818,,80640,Intermediate,9606.0,1,1,,391.0,BAO_0000219,
5320,,,,Homo sapiens,CHEMBL619277,16818,,80640,Intermediate,9606.0,1,1,,391.0,BAO_0000219,
5321,,,,Homo sapiens,CHEMBL619278,16818,,80640,Intermediate,9606.0,1,1,,391.0,BAO_0000219,
5322,,,,Homo sapiens,CHEMBL619279,11970,,80640,Intermediate,9606.0,1,1,,391.0,BAO_0000219,
5323,,,,Homo sapiens,CHEMBL858458,12400,,80640,Intermediate,9606.0,1,1,,391.0,BAO_0000219,
5324,,,,Homo sapiens,CHEMBL619280,12888,,80640,Expert,9606.0,1,1,,391.0,BAO_0000219,
5325,,,,Homo sapiens,CHEMBL619281,15300,,80640,Intermediate,9606.0,1,1,,391.0,BAO_0000219,
5326,,,,Homo sapiens,CHEMBL619282,14769,,80640,Intermediate,9606.0,1,1,,391.0,BAO_0000219,
5327,,,,Homo sapiens,CHEMBL619283,15895,,80640,Intermediate,9606.0,1,1,,391.0,BAO_0000219,
5328,,,,Homo sapiens,CHEMBL619284,17376,,80640,Intermediate,9606.0,1,1,,391.0,BAO_0000219,
5329,,,,Homo sapiens,CHEMBL619285,14882,,80640,Intermediate,9606.0,1,1,,391.0,BAO_0000219,
5330,,,,Homo sapiens,CHEMBL619286,14882,,80640,Intermediate,9606.0,1,1,,391.0,BAO_0000219,
5331,,,,Homo sapiens,CHEMBL619287,15176,,80640,Intermediate,9606.0,1,1,,391.0,BAO_0000219,
5332,,,,Homo sapiens,CHEMBL857455,12696,,80640,Intermediate,9606.0,1,1,,391.0,BAO_0000219,
5333,,,,Homo sapiens,CHEMBL883801,2496,,80640,Intermediate,9606.0,1,1,,391.0,BAO_0000219,
5334,,,,Homo sapiens,CHEMBL619288,11831,,80641,Intermediate,9606.0,1,1,,972.0,BAO_0000219,
5335,,,,Homo sapiens,CHEMBL619289,11831,,80641,Intermediate,9606.0,1,1,,972.0,BAO_0000219,
5336,,,,Homo sapiens,CHEMBL619290,11831,,80641,Intermediate,9606.0,1,1,,972.0,BAO_0000219,
5337,,,,Homo sapiens,CHEMBL619291,11831,,80641,Intermediate,9606.0,1,1,,972.0,BAO_0000219,
5338,,,,Homo sapiens,CHEMBL619292,11831,,80641,Intermediate,9606.0,1,1,,972.0,BAO_0000219,
5339,,,,Homo sapiens,CHEMBL619293,11831,,80641,Intermediate,9606.0,1,1,,972.0,BAO_0000219,
5340,,,,Homo sapiens,CHEMBL619294,11831,,80641,Intermediate,9606.0,1,1,,972.0,BAO_0000219,
5341,,,,Homo sapiens,CHEMBL619295,11831,,80641,Intermediate,9606.0,1,1,,972.0,BAO_0000219,
5342,,,,Homo sapiens,CHEMBL619296,11831,,80641,Intermediate,9606.0,1,1,,972.0,BAO_0000219,
5343,,,,Homo sapiens,CHEMBL619297,11831,,80641,Intermediate,9606.0,1,1,,972.0,BAO_0000219,
5344,,,,Homo sapiens,CHEMBL619298,12782,,80640,Intermediate,9606.0,1,1,,391.0,BAO_0000219,
5345,,,,,CHEMBL619299,1229,,22226,Intermediate,,0,1,,,BAO_0000019,
5346,,,,Homo sapiens,CHEMBL619300,15313,,80433,Expert,9606.0,1,1,,741.0,BAO_0000219,
5347,,,,Homo sapiens,CHEMBL619301,15313,,80433,Expert,9606.0,1,1,,741.0,BAO_0000219,
5348,,,,Homo sapiens,CHEMBL619302,11544,,80433,Intermediate,9606.0,1,1,,741.0,BAO_0000219,
5349,,,,Homo sapiens,CHEMBL619303,9424,,80433,Intermediate,9606.0,1,1,,741.0,BAO_0000219,
5350,,,,Homo sapiens,CHEMBL619304,9424,,80433,Intermediate,9606.0,1,1,,741.0,BAO_0000219,
5351,,,,Homo sapiens,CHEMBL857706,9424,,80433,Intermediate,9606.0,1,1,,741.0,BAO_0000219,
5352,,,,Homo sapiens,CHEMBL619305,9424,,80433,Intermediate,9606.0,1,1,,741.0,BAO_0000219,
5353,,,,Homo sapiens,CHEMBL619306,9424,,80433,Intermediate,9606.0,1,1,,741.0,BAO_0000219,
5354,,,,Homo sapiens,CHEMBL619307,9424,,80433,Intermediate,9606.0,1,1,,741.0,BAO_0000219,
5355,,,,Homo sapiens,CHEMBL619308,9424,,80433,Intermediate,9606.0,1,1,,741.0,BAO_0000219,
5356,,,,Homo sapiens,CHEMBL619309,9424,,80433,Intermediate,9606.0,1,1,,741.0,BAO_0000219,
5357,,,,Homo sapiens,CHEMBL619310,9424,,80433,Intermediate,9606.0,1,1,,741.0,BAO_0000219,
5358,,,,Homo sapiens,CHEMBL619311,14769,,80021,Intermediate,9606.0,1,1,,624.0,BAO_0000219,
5359,,,,Homo sapiens,CHEMBL619312,15354,,80021,Intermediate,9606.0,1,1,,624.0,BAO_0000219,
5360,,,,Homo sapiens,CHEMBL619313,17445,,80021,Intermediate,9606.0,1,1,,624.0,BAO_0000219,
5361,,,,Homo sapiens,CHEMBL619314,4337,,80021,Intermediate,9606.0,1,1,,624.0,BAO_0000219,
5362,,,,Homo sapiens,CHEMBL619959,15277,,80021,Intermediate,9606.0,1,1,,624.0,BAO_0000219,
5363,,,,Homo sapiens,CHEMBL619960,4812,,80021,Intermediate,9606.0,1,1,,624.0,BAO_0000219,
5364,,,,Homo sapiens,CHEMBL619961,4812,,80021,Intermediate,9606.0,1,1,,624.0,BAO_0000219,
5365,,,,Homo sapiens,CHEMBL619962,4995,,80021,Intermediate,9606.0,1,1,,624.0,BAO_0000219,
5366,,,,Homo sapiens,CHEMBL875586,5847,,80021,Intermediate,9606.0,1,1,,624.0,BAO_0000219,
5367,,,,Homo sapiens,CHEMBL619963,6557,,80021,Intermediate,9606.0,1,1,,624.0,BAO_0000219,
5368,,,,Homo sapiens,CHEMBL619964,2597,,80021,Intermediate,9606.0,1,1,,624.0,BAO_0000219,
5369,,,,Homo sapiens,CHEMBL620108,6058,,80021,Intermediate,9606.0,1,1,,624.0,BAO_0000219,
5370,,,,Homo sapiens,CHEMBL620109,17708,,80021,Intermediate,9606.0,1,1,,624.0,BAO_0000219,
5371,,,,Homo sapiens,CHEMBL620110,15176,,80021,Intermediate,9606.0,1,1,,624.0,BAO_0000219,
5372,,,,Homo sapiens,CHEMBL620111,15300,,80021,Intermediate,9606.0,1,1,,624.0,BAO_0000219,
5373,,,,Homo sapiens,CHEMBL620112,11970,,80021,Intermediate,9606.0,1,1,,624.0,BAO_0000219,
5374,,,,Homo sapiens,CHEMBL620113,12400,,80021,Intermediate,9606.0,1,1,,624.0,BAO_0000219,
5375,,,,Homo sapiens,CHEMBL620114,12888,,80021,Expert,9606.0,1,1,,624.0,BAO_0000219,
5376,,,,Homo sapiens,CHEMBL620115,3030,,80021,Intermediate,9606.0,1,1,,624.0,BAO_0000219,
5377,,,,Homo sapiens,CHEMBL620116,14769,,80021,Intermediate,9606.0,1,1,,624.0,BAO_0000219,
5378,,,,Homo sapiens,CHEMBL620117,17376,,80021,Intermediate,9606.0,1,1,,624.0,BAO_0000219,
5379,,,,Homo sapiens,CHEMBL620118,16558,,80021,Intermediate,9606.0,1,1,,624.0,BAO_0000219,
5380,,,,Homo sapiens,CHEMBL620119,5194,,80021,Intermediate,9606.0,1,1,,624.0,BAO_0000219,
5381,,,,Homo sapiens,CHEMBL620120,10708,,80021,Intermediate,9606.0,1,1,,624.0,BAO_0000219,
5382,,,,Homo sapiens,CHEMBL620121,16880,,80682,Expert,9606.0,1,1,,646.0,BAO_0000219,
5383,,,,Homo sapiens,CHEMBL620122,10196,,80682,Intermediate,9606.0,1,1,,646.0,BAO_0000219,
5384,,,,Homo sapiens,CHEMBL620123,10196,,80682,Intermediate,9606.0,1,1,,646.0,BAO_0000219,
5385,,,,Homo sapiens,CHEMBL620124,10196,,80682,Intermediate,9606.0,1,1,,646.0,BAO_0000219,
5386,,,,Homo sapiens,CHEMBL620125,12083,,80682,Intermediate,9606.0,1,1,,646.0,BAO_0000219,
5387,,,,Homo sapiens,CHEMBL620126,16464,,80682,Expert,9606.0,1,1,,646.0,BAO_0000219,
5388,,,,Homo sapiens,CHEMBL883027,16464,,80682,Intermediate,9606.0,1,1,,646.0,BAO_0000219,
5389,,,,Homo sapiens,CHEMBL620127,16470,,80682,Expert,9606.0,1,1,,646.0,BAO_0000219,
5390,,,,Homo sapiens,CHEMBL620128,16470,,80682,Intermediate,9606.0,1,1,,646.0,BAO_0000219,
5391,,,,Homo sapiens,CHEMBL620129,16470,,80682,Intermediate,9606.0,1,1,,646.0,BAO_0000219,
5392,,,,Homo sapiens,CHEMBL620130,16470,,80682,Intermediate,9606.0,1,1,,646.0,BAO_0000219,
5393,,,,Homo sapiens,CHEMBL620131,16582,,80682,Expert,9606.0,1,1,,646.0,BAO_0000219,
5394,,,,Homo sapiens,CHEMBL620132,15935,,80682,Intermediate,9606.0,1,1,,646.0,BAO_0000219,
5395,,,,Homo sapiens,CHEMBL620133,15935,,80682,Intermediate,9606.0,1,1,,646.0,BAO_0000219,
5396,,,,Homo sapiens,CHEMBL620134,16597,,80682,Expert,9606.0,1,1,,646.0,BAO_0000219,
5397,,,,Homo sapiens,CHEMBL620135,17376,,80682,Intermediate,9606.0,1,1,,646.0,BAO_0000219,
5398,,,,Homo sapiens,CHEMBL620136,16496,,80682,Intermediate,9606.0,1,1,,646.0,BAO_0000219,
5399,,,,Homo sapiens,CHEMBL620137,16152,,80682,Intermediate,9606.0,1,1,,646.0,BAO_0000219,
5400,,,,Homo sapiens,CHEMBL620268,16152,,80682,Intermediate,9606.0,1,1,,646.0,BAO_0000219,
5401,,,,Homo sapiens,CHEMBL620269,16464,,80682,Intermediate,9606.0,1,1,,646.0,BAO_0000219,
5402,,,,Homo sapiens,CHEMBL620270,2288,,80682,Intermediate,9606.0,1,1,,646.0,BAO_0000219,
5403,,,,Homo sapiens,CHEMBL620271,17350,,80682,Intermediate,9606.0,1,1,,646.0,BAO_0000219,
5404,,,,Homo sapiens,CHEMBL620272,4090,,80682,Expert,9606.0,1,1,,646.0,BAO_0000219,
5405,,,,Homo sapiens,CHEMBL620273,4090,,80682,Expert,9606.0,1,1,,646.0,BAO_0000219,
5406,,,,Homo sapiens,CHEMBL620274,17350,,80682,Intermediate,9606.0,1,1,,646.0,BAO_0000219,
