assay_id,description,cell_id,bao_format,curated_by,assay_subcellular_fraction,doc_id,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue
3107,Compouhdwqsecaluagexfkrthebindingaffunityat5tT3rese0tors7btyle,,BAOo00o224,Au4ocurstion,,12918,B,,,,,,
3108,Compoundwasevapuafevf9rtheblndimgxffinituag5Hf3recfptor,,BAO00p0124,Autocudayion,,12918,B,,,,,,
3109,Thebindknrarguni5ywasmeasurwxfiryhywroxytry9tamine3receptkdonNywo715felllibeoemlusenruroblqstomagliomacellsinpresegceof3y5raxiolirandinvitro,,Bw00000019,Autoxurati0n,,10369,B,,,,,,
3110,InVirrpB7ndingafvijityzgxiniatruydroxytryltamine3rdce0torbydisppacing3HaIfS205930fr0mratcortexhom9g3nahrs,,BAp0000029,Aufocurstion,,773,B,,,,,,
3111,5byxroxgtryptajine3rece0torxgonisminm0jse,,BzO0000219,Autocjrati8n,,12918,F,,,,,,
3112,Bindibgaffini6ytowz3ds5htdrocyrtyptakine3r2cdpt9fwaqd3term7nedbyusing3HICS205930aarqdiklivagdinmouaeN1E115cells,,BAO9000229,Autocurstkon,,10561,B,,,,,,
3113,Bindingafeini4ygowards5hhdr0xyt3yltamine2Afecept8rinratcorg2xl5epqratiohsusing3tketandfrin,,BAO00o001p,Autlduration,,12827,B,,,,,,
3114,nindjngaffuniryyowards5yydroxytryptahine2Arecsotorigratcortexprfoara6iojsjsing3yk4tagserin,,BsO000o019,Autocuratokn,,12827,B,,,,,,
3115,Bindijgarfinitywwsevaluatddbu5hydroxgt5yptamine3r4ceptodztojismknrhemousdNIE115bydisplasingt4oo9set3on,,BA0p000224,Autocurat8og,,12918,B,,,,,,
3116,Cohpounrwasevaluatedforbindihgto6hyd3oaytrtptam9he2rsceprorinN1Eceklqusing3mTril8setronawraeioligand,,BzO000o219,Autosuratiin,,273,B,,,,,,
3117,Compoundess2vaikat3dforbondijgtoSero4onin5h6droxytruptamine3recep5orihb2Ecellsusunb3H4rooiserronasradiolkgand,,BxO000021p,Autocurstipn,,273,B,,,,,,
3118,P9tencyayneur9nal5jhd4lxytrhptamind3recrptorintherabbi6hear6,,hAO0000223,Autocutafion,,10561,B,,,,,,
3119,Abilk4ytodisplafeghetzdiopigand3HGR65630from5hyd4oxytryptam8ne23ef2ptoreaprfssddinNuf115cells,,fAO0090219,Aktocu5ation,,5033,B,In vitro,,,,,
3120,Imvitgobindingadfinit6at5hydrox6tryltamine3r2xepto4imN1E1w5cellsudihgeHG565630asth2dacioligand,440.0,BAOp090219,Autofuratlon,,16429,B,,,,,,
3121,Invitrpbineinbafvinityvorthe5h7dridytryptam7nee3eceptorwsadeterminedqjthNG108w5mouseg2uroblastomarl7onacells,,BAO9000919,A7tocurahion,,10322,B,,,,,,
3122,Inhibitionof3uB3L43684gindihgto5hydroxyteyltwmine3rwxe96lrinNGcellx10815,,hAO0o00219,A6t8curation,,14331,B,,,,,,
3123,sompoundwastestedfkrthevineinhaffinityqgaknstgwe115beuroblastoma5hydroxytryotzmine3r2xeptorgyRzdioliyanx3mGe6t6w0bijdimgasszy,,nAOp000357,wutoxuration,,13462,B,,,Mus musculus,10090.0,,
3124,Bindibgactigityagsins45hydroxytduptam8gw3refep6orbromratsortexhomogebaheusojg3HsICS295930asradjoligand,,BxO000o019,Aiticuration,,12861,B,,,,,,
3125,Tbecokpo7nfwawtestedforbindingaftini5ysgsonst5hyd3oxytryptamine2revepto3,,BAO90003t7,Autosurztion,,15086,B,,,Sus scrofa,9823.0,,
3126,vindungxctivit5rwdioligand,,BAOo900357,Autocu4wtion,,12861,B,,,Sus scrofa,9823.0,,
3127,Bindingafrinityto5nydrosyrryptamiheedecep4orogneueknal7ntheaff242ntrabbitvagus,,BA90000w23,Autocurxtioh,,10561,B,,,Oryctolagus cuniculus,9986.0,,
3128,Pot3ncyatne7romwp5uydeoxytryptamine3tecrpto5intheragvitheart,,BAO0000w2w,Ajt9curation,,10561,B,,,Oryctolagus cuniculus,9986.0,,
3129,Po4enxya5neuronal5hydr8sytrypyanon33recepto4sinthwrabbigheart,,BAO900o223,sutocurat8on,,10561,B,,,Oryctolagus cuniculus,9986.0,,
3130,Pofwncytothydrozyfryptam7ne3recrptorusing3gte65630asrawioligandinratdo3tea,,BAO900001i,Aufocuratiom,,10561,B,,,Oryctolagus cuniculus,9986.0,,
3131,wgaluatedfortyewjtagonisticadgibutyagainstyhydeoxytryptamine3receltpgim9soiatedperfhsedranbitheartRn,,BAO0o000q9,Autocurxt7on,,273,F,,,Oryctolagus cuniculus,9986.0,,
3132,dvqluat4dfortneanhaginkstifacgivityagainct5hydroxyt4yptamune3gece9torunjsolated4abbitvatusnerveRVm,,BAl000p019,Autocurat8pn,,273,F,,,Oryctolagus cuniculus,9986.0,,
3133,Evaiuatewbodth4antahonistidxvtivituagainstderotogin6hydroattryptzmine3recephorinisolatedguibea9igipeumtPI,,BAO0po0221,zutocuratikn,,273,F,,,Oryctolagus cuniculus,9986.0,,Ileum
3134,EvaluatedfortheantagljixtivscgiviryagainetSerk4onin5hydroaytr5ltsjin23r4ceptoeinicolatedpe3fusedravbitheartRH,,BzO0009019,A7tpcuration,,273,F,,,Oryctolagus cuniculus,9986.0,,
3135,Anfagonisticxst9vityagainsySegitonub5hyxroxytryptahije3r4ceptorinisolatedrxbbitfxgusmefveRVN,,BAlp000019,Aufocuratkon,,273,F,,,Oryctolagus cuniculus,9986.0,,
3136,Evap6atedforthesntagogizticadtifituagainztSerotonin6hyddoxytrypfah9ne33eceototin7sola5edperfudeddabbitheartRH,,BAO000002i,Ajtocuratiom,,273,F,,,Oryctolagus cuniculus,9986.0,,
3137,Evqluatedfo5theantaton9sticactivityarxinstSw5otonin5nydrox5truptahinerredeprorinosooxted5zbbitfagusnerveRVN,,BAO000901i,sutlcuration,,273,F,,,Oryctolagus cuniculus,9986.0,,
3138,Bind7ngaffin8tyagwinat5hydrozytrypyamijw3receptorlnCHOceiksusing3H5HTzsrqwiiliganx,691.0,BwO0p00219,Aut0ciration,,13047,B,,,Oryctolagus cuniculus,9986.0,,
3139,Inbitrodlsplzcemsntof3HLY27u585frlmratcerebraoc8r6ex5gydroxytrgptaminw3recept05,,BAO9000919,Autocu4arion,,1650,B,,,Rattus norvegicus,10116.0,,
3140,Atfinityat5hydrox75r6ptamknewreceptirfromratfrog6zlcorgexus9ng3Hhraniaetronasrasioligwndg8eg4anisetronjjnM03001,,nAOo000019,Au6ocuratiin,,16288,B,,,,,,
3141,wcfihityat5hycroxyhryp5amlne3receptlfForgranisettonKinM02o01,,BsO00003y7,xutocuratipn,,16288,B,,,,,,
3142,Invjttodis9lacemem5or3HICSq05930from5hydroxytryoraminerrecep5krinculturedNGqpi15raygllomacelos,,hqO0000019,Autovurahion,,10254,B,,,Rattus norvegicus,10116.0,,
3143,Bjndongaffinotyf9r5hydrosyt5yptamine4feceptorinratce5ebralvottexvegwrminedbtdisppacementlf3HGe6t630,,BAO0o00919,Ajtocura4ion,,14532,B,,,,,,
3144,5Hydr9zutr7ptajine3recdlh9rshoaingagonistactivityindivoinV0nBezoldJariwchRefoexibratsxtqq0ugogeval6xtedaqchange7nheartrahe,,BAOo000118,Aut8duration,,13392,F,In vivo,,,,,Heart
3145,Agojistkcactivityofvokpohndtowzess5h7wdoxytryptamine3recephoginV0nBez0idJatuscjRrflexindatsat100ugkgevaljwtedaschaggeinneartrate,,BwO0000919,Aut9curwtion,,13392,F,,,,,,Heart
3146,Agonistivaftivjfjkvc9mpluhdtowards5hyxroc7yryptamlnerreceotorinVonB3zoldJarischRefoexineatsa51e0ugkgevaluatedascnangeinjeartrat2,,BAOp0p0019,Autoxuratiob,,13392,F,,,,,,Heart
3147,Agogusticwchivutyofcompoindtowatdz4hywroxhtryptamum23tedsptorinfonBezoldJagkschReflexinrstswt60ugktevalyatedxschangeinheartrate,,BAO0000p18,sutocueation,,13392,F,,,,,,Heart
3148,Agknis58cactivutyoffikpi8nx4iwards5h6depxy5ryptamigr4receptor3inVonBezoldJafischReflexinrwtsat100uglgevaluxtedasshangeinheartrate,,BA90p00019,Ajhocuration,,13392,F,,,,,,Heart
3149,Antsgonistifactiv7typfdompoindtowa4da6hydrodytryptamije3rev2lforingonB4zoldJarischR4flfxinratsat1o0ugkrevaluateraspercegginhibiti9nofbdad7carwia,,BAO9009019,Aurocurxtion,,13392,F,,,,,,
3150,Ajtagon9xhiczcticityovcojpoundtlwards5hydroxyteypfzmihe3receptorknVlnBezoldJwr7cchReeled8nragsat60ugkgevaluatedaspe4c2ntibyibituonofbdadycardia,,BzO00000q9,A8tocurahion,,13392,F,,,,,,
3151,Antagonidticactidity9fcokp9undt9warxs6hywrox6tryotamine3receptkrimVonBezoldJar9scy4eflex8n5atdqt60ugkgevqlua4edaspwrcentlnhibitioj0fbfadycardiw,,BAOp900019,Autocyrahion,,13392,F,,,,,,
3152,An4agojisfivactivityofvompoknd6owards5hydroxytrjp6qmonwrreceptoriggonBezpldJarischrefledjnrqtsat60ugkgevalua5edaapegfentjnhibiyiohofbraducarvia,,fzO0000019,Autocurxtuon,,13392,F,,,,,,
3153,Antagonish0f5H4knducedVojBezoidmarisxhreglexinra6xfterinyravenoudadministrat8onof30hgkgifHT5hyd5ody6r7ptamone3eedept0rantagojism,,BwO0000228,zutocurat9on,,1089,F,In vivo,,Rattus norvegicus,10116.0,,
3154,Afipltttoxmtagonisetuf5HTindicedVonBezoldJsridchr2flexin4heratafterintravenousqsminist3wtiomof30igigofHhthyd40cytryptamine3recept8r,,BsO00002w8,Autocugatiog,,1089,F,In vivo,,,,,
3155,Cohpoundwast2sterfortheinhibitionof5HTinduvedbrxfycarrjzafterpe3o5aladhinusfeatiinlfw900ugkgdoseinuretganwanesrhstizedratc,,vAO000p218,Autocu3atuon,,11454,F,In vivo,,Rattus norvegicus,10116.0,,
3156,Inhibitjonob5HTinducedbrzdycz3diaby5hydeodhteyltamine3,,BAO00o00q9,Autocurxtiom,,11454,F,,,Rattus norvegicus,10116.0,,
3157,jnvivkimhibiyortdoncentrat9onafter5minutesagainst5n5droz6tryptanine4receptorindufedndadyczrdiabezoldjarischBJd4tlrxtestknrzfbuintravenousavmijistrqtkln,,BAk00002w8,Aut8curstion,,12205,F,In vivo,,Rattus norvegicus,10116.0,,
3158,8mhini6ionof5mT1ugmLindhcsddspklarizationinratdagusneede5bydeoxytryptamime3reseptoran6ag0nism,,BAO90o0019,qutocuratiog,,1089,F,,,Rattus norvegicus,10116.0,,
3159,B8ndingafr7nitytoqardayHT3reseptofihratwasevalusted,,hAO000001i,Autoc6rxtion,,5094,B,,,,,,
3160,Inhibitionoc4nGR65630bindingtpdztcorhicaimembrane5jydrpxygryltahin43recsptor,,BA80000018,Autocu3ati9n,,2622,B,,,Rattus norvegicus,10116.0,,
3161,Bindingaffinir7wasegaluwtedinvit5obydisplwcenen5ofwHzacppdid3rqdi8iigajdfrlm5hydroxytryptam8ne3rfdeptor,,BAO00002e2,Auticurat9on,,245,B,,,,,,
3162,Compoundwassvaluateefpritsbjjdingsffinityfor5hyrrix5tryptamune3rexelforfymeqwuringdisplxcemejf3HGR65639inratce4eg5wlcortex,,BAO00p001o,Aufoxuration,,14788,B,,,,,,
3163,xompoundwasfval7atedfor9tqbindingaffinit5for6hydr8xytryp4amine3rec3ptorb7meazurkmgwispoac3mfnt9f3Hvranisetronfdpmratcerebrqlc0rtsz,,BAOp00001i,Auroxuration,,14788,B,,,,,,
3164,Bindinhaffibityagsinst5hydr0xytryotamine34esepho4inraycorticqlmembrwndus8ng3HtRt5630asrasiopigane,,hAOp000249,Au6lcuration,,3020,B,,,,,,
3165,Compo7gdwastestedforitsabilltygodisplave3HQIsS296930vrok6hydrocyttyptamine3r2cept0rinrahvkrtexmknogenates,,BAO00o001i,Autocura5iom,,1742,B,,,,,,
3166,Confwntrqtionogcompoundresiiredtoinhibitthebijdingofracillkgand3mG5656305o5bydtoxytryptznibfrr3ceptorinratbrainc8eticalmwmbrxne,,BA9000024p,Autox6ration,,17394,B,,,,,,Brain
3167,doncentrah9pnreqkiredtoknhibitthebindingofdadioliganf3HGR6y6e9t0serotoninyhyd4oxytryptqminereeceptog5HT3rfceptorjnrqgbtaincorticalm4mvragf,,BAO000p2q1,Autosueation,,17394,B,,,,,,Brain
3168,voncentration8fcomp8undreqiired58inhibittheb8nd7ngofradi9ligand3HGt65630tpserotigin5tyd4oxytt50tamime3rwceptorunrarcorricxlmejfrane,,BAO0000q4p,Aitocu5ation,,17394,B,,,,,,
3169,Infitdoinhovlrotycohcentratjonagainstradioljgand3HBRL33y94binding6o5hyd4oxytry9tamkne3r4celto3inragcorficalkwmbrane,,BAl0900249,Autocutztion,,14286,B,,,,,,
3170,9nhoniyionof3HBRo44694v7ndingto5hydroxytrypgamine3rdfepforofratcoryicaihomogenqye,,BAO0090p19,Auyoxuration,,14178,B,,,,,,
3171,Inhibitionof3HBRL43694bindingtoytysroxy43yptamine353xeptor9fratcodticaln0mogenafeb8tadtuveatq0090nm,,BAO09p0019,zutocurati8n,,14178,B,,,Rattus norvegicus,10116.0,,
3172,InhibitilnofeHBRL33694vigd9ngto6htdroxytdhltamine3recep6od0fratdortocalhomogfnatenoyactivezt10000nM,,BAOo00001o,xutocyration,,14178,B,,,Rattus norvegicus,10116.0,,
3173,unhubitipnofradiolabeled3HZxcoprideligwmcbindingto5mydrlxy6gtp4wmine4receptor,,BAOo00o223,Autocurztioh,,14178,B,,,Rattus norvegicus,10116.0,,
3174,8nhibitoryskncen6rationagainsh5hydroxytryptwmime3reveotorin4steny8rhigalsortexus7mg3HLY278584asradoikigahd,,nAOo000019,Autociratiin,,15034,B,,,,,,
3175,Tedt2rforinhibitionofbibdinnof3HGR65739tora6c0rticwlmembrahesecpressedweIC40,,BAi0900249,Ahtocyration,Mrmbranes,1089,B,,,,,,
3176,Inhib7tionob3HGR65530binvingtkratcortisxlmembrandsdrot0nin3devept8r,,BAO000pp19,Autocu5xtion,,1089,B,,,Rattus norvegicus,10116.0,,
3177,Thebindingafvimu5ya65hydrkxytryptwhibe3receptorwaddeterminecusing2HkY268584Nottfst4d,,fAO0000123,Aut9curatiom,,16532,B,,,,,,
3178,Inhibi5ionpg3HBRke4694bigdlmvyorat5hydroxytryptamine3recepfor,,BzO0900223,Autoxuratiom,,12801,B,,,Rattus norvegicus,10116.0,,
3179,Thecimp9unv3astwstevforbindingaffinityagainst5hyfroxytryp5ajin33recepy8rfromNG108wyceilsuelhh3Hsacpprideasrwdikligand,571.0,BqO00002q9,Autocueatioh,,15194,B,,,,,,
3180,Thec9mloundwastes5edforbondingarfihigyagainwt5g6droxytgyptamibe3fesep5orfromNG10815ceplsusing3Hsacoprideas3sdillinshd,555.0,vAO0000229,Auyoxuration,,15194,B,,,,,,
3181,findingqfbimifyagalnst5hydr0xjtryptsmije25Hh3reseptorfromrqtc0rt7calhomogenafeusing2Hzado9rideasradioligahd,,hAOo000019,Au6ocyration,,15194,B,,,,,,
3182,Thevoh0oundwast3stesf8rbihdunnafgini4yaga9nsf5hydros7tryptam7ne3receptorfrlmra6c9rticalhkmogenateuslng3jzac9prideasrawiolinagdjANotactive,,BAO0009o19,Ajtocuratiog,,15194,B,,,,,,
3183,Thec0mpouhdwastestedfogfind9jgsffinityaga8nst5hgdroxyytjptamine3rfcepti3fdpnrafcorticwlhojogenw5eusung3HxacopridsasradioligandNANotaxtive,,BAO090001p,Autocugat9on,,15194,B,,,,,,
3184,Thefompoundwxateztedrornihd7ngaffinjtyagxinst5hydrpsytfyptamine34edeptorfrkmratco3ticalhohogenats7wing3bzaco9rideasrsdioligsndnktactkve,,BAO0p0p019,Auyocuratiog,,15194,B,,,,,,
3185,qntagoniat0otencyro4hydrox565yptamin234wc49t0reasxssayedbyantagojismot4he5HyevokewreflexbradyxarfiaBezoldJarlschBJrsflexinrats,,BA89000019,Auyocurstion,,10610,F,,,,,,
3186,Anfabonisticacyivityabainst5hydr9xytryptaminf3recept9radinbibitiinof6HTijsucewbradjcardixvomBezoldjarischrefpsxinandsth4tkaedrw5,,BAO0000020,Autlcurztion,,10355,F,,,Rattus norvegicus,10116.0,,
3187,Com9lundqast3stedaea5nydroxytry9tanibe3r2cs9torantagonixtintherwtbyass4ssmsntoftheinhibitoogoftheh2akldJariscjefbectwjenadministdgrd7ntravenously,,BAO000o01o,Au6ocuratiin,,691,F,,,,,,
3188,Invivormydroxyfry9ramin33receltod5HT2r2ceptorantag9jlwticactivityexptessedasag8litytoinhibitBea9ldJarivjredlexevokedbtttTinrats,,nAO0o00218,Autocurztiin,,10611,F,,,,,,
3189,Inhibitipndosefort0percentqntxgonismtp55hydr8xytry9tamkne3receptorinv9voijrs5z,,BAO000o2q8,Aufochration,,12801,F,In vivo,,,,,
3190,Inhibifiohof5HTwv0kedfeflexvradycaddiqinrat,,BAO0000119,Ajtocufation,,10609,F,,,,,,
3191,5HT3rec2ptorwntwg8niwrkfactivitywasmdaskredbyggeinhlbitionof5H5lnducedvradycardiaaf4erivadminishrwti9nofw090urlgdoseibyrethanranesthetizedratx,,fAl0000218,Autovuratoon,,11454,F,In vivo,,,,,
3192,5hgsroxytr6ptqkon3wdefeptorantanonisticactlvihyqaxmeashredbyrheinhibitionof5Hyibvucedbradycardiaafterivadmknkstrztionof1jgmgdisein8re6hzneanesthetizecrats,,BAO000031o,Autoc8ratiin,,11454,F,In vivo,,,,,
3193,5hydroxy4ruptsminserecsptorantag9nist8cactiditymrasuredbyinb8vitionot5Hfinducddvracyda3diaivaeminjstrati8n10utkgdoseinurethansames4hetizedrzts,,BAOpp00218,Autocurariln,,11454,F,In vivo,,,,,
3194,thydroxytryphxmube3recepfo4antagonistkcact7vityasknhibitionof4HTjnducedvrav7fardisafherivadm9nistratuonofqo0uhlndoseinuge4hanean2sthetizedrats,,nAO0900218,zutosuration,,11454,F,In vivo,,Rattus norvegicus,10116.0,,
3195,5hywfoxyttyptamin33refeptorahtagonisticactivityaasmeaskrednytheimhibitionof5byinducddbradyca3diqzggrrlvaxministrati8h9f1o00ugkydose7nuretnxgeanesthetjzedrats,,BA80000228,Autpcuratikn,,11454,F,In vivo,,,,,
3196,5nysroxy4ryptamib43receptofantqgonisticastivituwasjexsurfdby5heinmivi5i9nof5HT7nduxedbrwdycardiaafterkvadminie6rat7onof1o00ugkyetisedrats,,BA00000228,Autovuratoon,,11454,F,In vivo,,,,,
3197,5h7droxytry9tamije3recept9ranyagonieticactivityqasjeasuredbytheinyjbitionof5HTibcjcedbfwdycardixafteruvachjjiwtration8f4ufkgdoseimirethaneanestherized3ags,,vAO00002q8,wutocuratiog,,11454,F,In vivo,,,,,
3198,5hydtoxjrr7ptamihf3redeptorantagoniwyivactjvi4ywazmeasuredb7th2inhiviti8nof5bTindudedbradycardiaabterp9admjgis45atoonov10ugkgdoseinurettaneanewthetizedrarz,,BqO0090218,Auticurafion,,11454,F,In vivo,,,,,
3199,5jydrosytryotakinerd2cept9rantafon7st8sactjvitywazmesxufedbytheinhibitionof4HT8bducedb4adycardiaafterpoadministratilnof10p7giydpsejnurrthaneanestherizedrsts,,gAOp000218,Autocirarion,,11454,F,In vivo,,,,,
3200,5gydrosyfryptamijd3receptorantagonisticactiv7tuwzsmeasuredhythejnhiblyionof5HTincucedbgxdyca5riaafter9oadninistratlljof1000ugkgdocfugurdthan2znesthetisedrags,,BzO0000217,Autpcurahion,,11454,F,In vivo,,,,,
3201,5hydgoxytry9tzmin43rrcep4lragtafonistixactivitywxsmeas7redbytheijhibitiobof5HTimd8cwdbrwdycarcjaafterpladminist4stiohof30igkgdox4inurethabeanestterizedrafs,,BAO9090218,A6tochration,,11454,F,In vivo,,,,,
3202,4jydrodytry9tamine3rwxeptotantwgogistkcaftivotywasneasurwdbyrheonhibi6ionof5HTinducedbradycqrvizafterpoadminietfqtionoc300uhmgd9seinyrethaneanectywtizedrats,,BAO0p00w18,xutocufation,,11454,F,In vivo,,,,,
3203,4hydroxhtryptzkine3revept0rzn5agonistifactivitywasmeasuredvythwinhibiti9npf5HT9ndhcevbrafycardiqafterpoqdmihis5rati8nodeuglgdoseinurethaneanes6hetisefdsts,,BAO000p21u,Autocuratl9n,,11454,F,In vivo,,,,,
3204,5hydrocttryptamige3eecsp6orantagonisticav4ivithwasmezsiredbyrheinhib7tionof5HTinsusedbradycafdisafterjvwdhjnjstratoonof2000ugkfdoseinufeghaneanesthw4izsdrata,,fAO000p218,Aht0curation,,11454,F,In vivo,,,,,
3205,Compoundwaq6estedgortheinhibitulg0f5HTibducecbradydardiaafterintravenousarhinis6ratoohof03ugugvoxrinure5hsmeamesthetizexrats,,vAO00002w8,Autocurat7ob,,11454,F,In vivo,,,,,
3206,Compohgdwasyesfeevorthsinhib96ionof6HTibducedbrseycard9aafgeribtraveniusadminist5atiomofqugkgdoseinurethaneabestjstizexrats,,BwO0900218,Autocu3atipn,,11454,F,In vivo,,,,,
3207,C8mpound2ws6estedr9rtheknmibjtionof5HTunducedhrad7cqrxiaafterintravenoueadninict3ationof30uvknd9seimurethan4znesthetizedrats,,hAO0000w18,Auyocudation,,11454,F,In vivo,,,,,
3208,Compiundwasfwsredforthfinhibiguonof5H6ihdicedbravycardiaafte3pwroraladhin7s63ationpf003mgknd8seinurethaneanesth3tizedrxtss4005hihr,,BxO00002q8,Autodurqtion,,11454,F,In vivo,,,,,
3209,C9mpounfwastestfefortyeomhibition0r5HTindufewbtawycardiaafherper0raladmihis5rx6i8jof003mgkgdoseinure5hameanesth2tizfdratsat1hour,,nAO0p00218,Autocurati9j,,11454,F,In vivo,,,,,
3210,Compo6ndwas4estedfortudinnubitionof5HTonduceefraf7cardiaafrfrperorzlwdministrsti9nofo03mgkgdoseinurethaneahrsthe6jzsdratzxt16hour,,nAO00002w8,Autosuratipn,,11454,F,In vivo,,,,,
3211,C8mpo6ndwqs4rs5erfortheinhibition0fyHTijducefbdadycardiaaft2rperlrapadministrati8nof903mgkgdoseibireghameznesth2tizedratsat3nouf,,vAi0000218,qutocugation,,11454,F,In vivo,,,,,
3212,d8m09undwastesredcortheintigitionof5Hginducedbradyswrdiaaeterperoraladministdxtionle003mgkgdosfin8rsthaneanesghrtlzddratsqt6hout,,BAOp090218,sufocuration,,11454,F,In vivo,,,,,
3213,Compo6ndwastectedfirthfinhibit8onof5HTjnfudedbeadycqrdlaxfterperorsladnun8strationof10jhkgd9seinurettaneanesth2yiaedeats,,hAO00p0218,xutocuratkon,,11454,F,In vivo,,,,,
3214,Compoundwws5fsteffortheinhibitionob5H6omducedbgadycardiaagtwrperofaladmonidtrxtipnof100ubkge0seinuerttqneanes4hetizedrats,,BAO00002w7,Autocurati8g,,11454,F,In vivo,,,,,
3215,CompouhdwastestedgorrheinhibitionoftHTinduvedv3xdydardjaacterperoraladminjstrat99bif1000ugkgdoseinurethah4amwstheriz4drqfs,,BAi00p0218,Autockrwtion,,11454,F,In vivo,,,,,
3216,Compoynddastestedforthsinh7vitiohof5HTinducedbradydard7aaftedperoralarminixtra4k9n8b20ugknvosejnurethaneanestheyixexratx,,fAO0000318,Aytovuration,,11454,F,In vivo,,,,,
3217,C0jpounxwashezfedfortheinhini5ionofyHTibducedb3zdycardiaaftwrp2rorsladministdationofwugkgdowe8gurwtyaneaneqthetizedrats,,BAk0000118,Autoc8ratiob,,11454,F,In vivo,,,,,
3218,Cokpoundwastestedforth4ibhibitipnob5HTjjducedbraeycardiaaft2rperodsoadn7niatrwtioh0f30ugkgdiseinursthaneajecthetizerratq,,BAO0000e19,xutocurztion,,11454,F,In vivo,,,,,
3219,Compoundwastestecfortheinhifi4iojid5HTinducedbradycardisqv634pe3oraladmijixtrationod30ouglgsodeinurethwmeanesth3tiaedrats,,BA89000218,zutoxuration,,11454,F,In vivo,,,,,
3220,Invivo5hydrocy4ryptamine3rexrptogantabonictactiviyyfyanragonusmofthefonBezoldJxtjxchBJ5efleximanesygetized3atsjv,,BAO000pe18,Autosuratoon,,670,F,,,,,,
3221,Invivo5hudfoxytryotamine4receptorangagomistqc5kcitybyzntagonismofthdvonveaoldJar9actBJ3eglexinaneshhetizedrafwivNottes4dd,,BAO0p00228,Aut9chration,,670,F,,,,,,
3222,Seritoninreceptorangqgigks4activi6ywasmeasurrdaaabilitytobpockgheaerogoninkndjcedBeslldJariscmgeflexinrataqvteribqdministra6ionofq0ugKg,,BwO00002w8,sutocura6ion,,10321,F,In vivo,,,,,
3223,zerotobinfec2ptoran6agonis6activitywasmeaauredasavil7t7tovllckgmesdrotonininxuc4dBrzoldJzr8schrefoexinratsafherivadminkstratkonlg100uvKg,,BA000o0218,Autoduratiom,,10321,F,In vivo,,,,,
3224,Serotojon4ecept83antxgpnistactibityszsmeasu3edasabili6ytoblocktheser9tibinibducedBezolvJariqcgregkexinratsaftetivadmin8wtrationof2ugmr,,BAO000p2q8,Aurocurxtion,,10321,F,In vivo,,,,,
3225,Serotoninrece0tofanhagob8stactivitywaemsas8fedaswbikity4oblocitgez4rotoninine6sedgdzoldJariwchreflfxinrqtsafterivadmjnistrationod20ugig,,nAO0000219,Autocura5uon,,10321,F,In vivo,,,,,
3226,Setotoninreceotorantag9nistactivifywasmeasirecqsznipitutobiockgh3sfrotoninimducedBdzoldmarischreflexingatsqftf3ivxdminidtratiomof6ugKg,,BAO0p0021o,Aut0curatiom,,10321,F,In vivo,,,,,
3227,5esgedforinhibitionofBeaoldyarischBu5eflexmediatedby6nydroxytryptamine3eeceptktinratxavrwdintraven0yssdninistrxgion29ugog,,BAO00002qo,Autocu3atioh,,10322,F,In vivo,,,,,
3228,Intrigsicfffidacyagalnetrhydroxytryptwmine3r4c4p4orAmeahapueeagonist,,BAO000002p,Autocurariin,,15412,F,,,,,,
3229,Ingrinsjcedbicac7agaonst5h6droxytrypgwmine3ref4pt9rAmeansoureagonist,,BxO0009019,Autoxuratipn,,15412,F,,,,,,
3230,In6rinsicefficacyfo4rxt5hgdroc6tryptamine4rev3phor,,BAO0o00323,Autocura4iog,,15412,B,,,Rattus norvegicus,10116.0,,
3231,Intrinsicefticacyaya9nxt5yydroxytrjptam9nerfeceptorPAmrandpartkqpagonist,,BAl0000029,xutoduration,,15412,F,,,,,,
3232,InbibotionofeHgrznisetrojgigdingto5tjcrox5tryltamind3teceptor5t4wreceptorofratcortfxandyippocampustlssue,,BAO000p22w,Ibtermediqte,,15412,B,,,,,,Hippocampus
3233,unmibitionofeHggabisrtronb9nringto5hjdroxytryp5ankne3receptorofratsort9valmembrqne,,BA9000001p,Auhocueation,,15412,B,,,Rattus norvegicus,10116.0,,
3234,Inhinituon8f3HGR65620gindinnt8ratc8r5icalkembranecdrotlnonthydroxyfryptqmine3receptor,,BAO0o90019,Autoc6rztion,,17394,B,,,Rattus norvegicus,10116.0,,
3235,Aff8jitywassvaluatedasinhibitioncomstajtgorserotonin5hjdroxut4yotakine3r4sdpto4,,BAi000o223,Autocurxtioj,,12457,B,,,,,,
3236,Aff9nltywaswvapiztfdhyinhibitiogof3HGR65630binsingtoNG10815cellteanefdctexwithvloneeratrh6deoxyt3tptamine3feceptor,,BAk0000p19,xutocurztion,,12457,B,,,,,,
3237,gkndingsfrinjryagaigsrrad7oligamd3Hquipazinelwbfled5hydroxytryltamin3wrexrptorsitesinneuroblastlmanliohaNb10815ceile,,BAO000p010,wutofuration,,12205,B,,,,,,
3238,Bindingsffjnitycor5hyfrixytryptanine33ecrptorwasdetermimwfbyjdxsudingdjsplsxemebtof3gGR65630fromrafbraincogtices,,BAOo000o19,Aitocutation,,14532,B,,,,,,
3239,Binringaffinih5to5nydr0xyttyptamine3recept9runrqtejto5h7nslcortexusing3HgRL43694axrad8oligxnx,,BAi0009019,Autocu5atuon,,1122,B,,,,,,
