ss_tst_tp,vrnt_d,ss_tp,src_ss_d,crtd_b,cnfdnc_scr,ss_ctgr,td,chmbl_d,tss_d,ss_d,ss_rgnsm,ss_cll_tp,ss_tx_d,rltnshp_tp,ss_tss,src_d,cll_d,dscrptn,ss_sbclllr_frctn,b_frmt,dc_d,ss_strn
,,A,,Intermediate,1,,50597,CHEMBL626983,178.0,9328,Rattus norvegicus,,10116.0,N,Blood,1,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in blood of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.40-0.55 % dose/g",,BAO_0000218,11450,
,,A,,Intermediate,1,,50597,CHEMBL622522,178.0,9329,Rattus norvegicus,,10116.0,N,Blood,1,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in blood of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.28-0.37% dose/g",,BAO_0000218,11450,
,,A,,Intermediate,1,,50597,CHEMBL622523,178.0,9330,Rattus norvegicus,,10116.0,N,Blood,1,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in blood of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.56-0.74 % dose/g",,BAO_0000218,11450,
,,A,,Intermediate,1,,50597,CHEMBL622524,178.0,9331,Rattus norvegicus,,10116.0,N,Blood,1,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in blood of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from % dose/g",,BAO_0000218,11450,
,,A,,Intermediate,1,,50597,CHEMBL622525,955.0,9332,Rattus norvegicus,,10116.0,N,Brain,1,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in brain of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 2.20-2.85 % dose/g",,BAO_0000218,11450,
,,A,,Intermediate,1,,50597,CHEMBL622526,955.0,9333,Rattus norvegicus,,10116.0,N,Brain,1,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in brain of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.16-1.76 % dose/g",,BAO_0000218,11450,
,,A,,Intermediate,1,,50597,CHEMBL619849,955.0,9334,Rattus norvegicus,,10116.0,N,Brain,1,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in brain of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 1.96-3.72 % dose/g",,BAO_0000218,11450,
,,A,,Intermediate,1,,50597,CHEMBL619850,955.0,9335,Rattus norvegicus,,10116.0,N,Brain,1,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in brain of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 2.57-3.59 % dose/g",,BAO_0000218,11450,
,,A,,Intermediate,1,,50597,CHEMBL623864,955.0,9336,Rattus norvegicus,,10116.0,N,Brain,1,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in brain of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 1.36-1.53 % dose/g",,BAO_0000218,11450,
,,A,,Intermediate,1,,50597,CHEMBL623865,955.0,9337,Rattus norvegicus,,10116.0,N,Brain,1,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in brain of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.81-1.08 % dose/g",,BAO_0000218,11450,
,,A,,Intermediate,1,,50597,CHEMBL623866,948.0,9338,Rattus norvegicus,,10116.0,N,Heart,1,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in heart of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.84-0.98 % dose/g",,BAO_0000218,11450,
,,A,,Intermediate,1,,50597,CHEMBL623867,948.0,9339,Rattus norvegicus,,10116.0,N,Heart,1,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in heart of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.06-0.53 % dose/g",,BAO_0000218,11450,
,,A,,Intermediate,1,,50597,CHEMBL877615,948.0,9340,Rattus norvegicus,,10116.0,N,Heart,1,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in heart of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 1.22-1.48 % dose/g",,BAO_0000218,11450,
,,A,,Intermediate,1,,50597,CHEMBL623868,948.0,9341,Rattus norvegicus,,10116.0,N,Heart,1,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in heart of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.85-1.13 % dose/g",,BAO_0000218,11450,
,,A,,Intermediate,1,,50597,CHEMBL623869,948.0,9342,Rattus norvegicus,,10116.0,N,Heart,1,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in heart of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.55-0.63 % dose/g",,BAO_0000218,11450,
,,A,,Intermediate,1,,50597,CHEMBL623870,948.0,9343,Rattus norvegicus,,10116.0,N,Heart,1,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in heart of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.33-0.42 % dose/g",,BAO_0000218,11450,
,,A,,Intermediate,1,,50597,CHEMBL623871,2048.0,9344,Rattus norvegicus,,10116.0,N,Lung,1,,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 5 min,,BAO_0000218,16434,
,,A,,Intermediate,1,,50597,CHEMBL623872,2048.0,9345,Rattus norvegicus,,10116.0,N,Lung,1,,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,,BAO_0000218,16434,
,,A,,Intermediate,1,,50597,CHEMBL622129,2048.0,9346,Rattus norvegicus,,10116.0,N,Lung,1,,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,,BAO_0000218,16435,
,,A,,Intermediate,1,,50597,CHEMBL622130,2048.0,9347,Rattus norvegicus,,10116.0,N,Lung,1,,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,,BAO_0000218,16435,
,,A,,Intermediate,1,,50597,CHEMBL622131,2048.0,9348,Rattus norvegicus,,10116.0,N,Lung,1,,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,,BAO_0000218,16435,
,,A,,Intermediate,1,,50597,CHEMBL622132,2048.0,9349,Rattus norvegicus,,10116.0,N,Lung,1,,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,,BAO_0000218,16435,
,,A,,Intermediate,1,,50597,CHEMBL622133,2048.0,9350,Rattus norvegicus,,10116.0,N,Lung,1,,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,,BAO_0000218,16435,
,,A,,Intermediate,1,,50597,CHEMBL622134,2048.0,9351,Rattus norvegicus,,10116.0,N,Lung,1,,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,,BAO_0000218,16435,
,,A,,Intermediate,1,,50597,CHEMBL622135,2048.0,9352,Rattus norvegicus,,10116.0,N,Lung,1,,Radioactivity distribution in lungs of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,,BAO_0000218,16435,
,,A,,Intermediate,1,,50597,CHEMBL622136,2048.0,9353,Rattus norvegicus,,10116.0,N,Lung,1,,Radioactivity distribution in lungs of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,,BAO_0000218,16435,
,,A,,Intermediate,1,,50597,CHEMBL622137,2385.0,9354,Rattus norvegicus,,10116.0,N,Muscle tissue,1,,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,,BAO_0000218,16434,
,,A,,Intermediate,1,,50597,CHEMBL622138,2385.0,9355,Rattus norvegicus,,10116.0,N,Muscle tissue,1,,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,,BAO_0000218,16434,
,,A,,Intermediate,1,,50597,CHEMBL623017,2385.0,9356,Rattus norvegicus,,10116.0,N,Muscle tissue,1,,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,,BAO_0000218,16434,
,,A,,Intermediate,1,,50597,CHEMBL623018,2385.0,9357,Rattus norvegicus,,10116.0,N,Muscle tissue,1,,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,,BAO_0000218,16434,
,,A,,Intermediate,1,,50597,CHEMBL623019,2385.0,9358,Rattus norvegicus,,10116.0,N,Muscle tissue,1,,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,,BAO_0000218,16434,
,,A,,Intermediate,1,,50597,CHEMBL623020,2385.0,9359,Rattus norvegicus,,10116.0,N,Muscle tissue,1,,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,,BAO_0000218,16434,
,,A,,Intermediate,1,,50597,CHEMBL623021,2385.0,9360,Rattus norvegicus,,10116.0,N,Muscle tissue,1,,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 5 min.,,BAO_0000218,16434,
,,A,,Intermediate,1,,50597,CHEMBL623022,2385.0,9361,Rattus norvegicus,,10116.0,N,Muscle tissue,1,,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 60 min.,,BAO_0000218,16434,
,,A,,Intermediate,1,,50597,CHEMBL623023,2385.0,9362,Rattus norvegicus,,10116.0,N,Muscle tissue,1,,Radioactivity distribution in muscle of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,,BAO_0000218,16435,
,,A,,Intermediate,1,,50597,CHEMBL623024,2385.0,9363,Rattus norvegicus,,10116.0,N,Muscle tissue,1,,Radioactivity distribution in muscle of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,,BAO_0000218,16435,
,,A,,Intermediate,1,,50597,CHEMBL623025,2385.0,9364,Rattus norvegicus,,10116.0,N,Muscle tissue,1,,Radioactivity distribution in muscle of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,,BAO_0000218,16435,
,,A,,Intermediate,1,,50597,CHEMBL620545,2385.0,9365,Rattus norvegicus,,10116.0,N,Muscle tissue,1,,Radioactivity distribution in muscle of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,,BAO_0000218,16435,
,,A,,Intermediate,1,,50597,CHEMBL620546,2385.0,9366,Rattus norvegicus,,10116.0,N,Muscle tissue,1,,Radioactivity distribution in muscle of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,,BAO_0000218,16435,
,,A,,Intermediate,1,,50597,CHEMBL620547,2385.0,9367,Rattus norvegicus,,10116.0,N,Muscle tissue,1,,Radioactivity distribution in muscle of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,,BAO_0000218,16435,
,,A,,Intermediate,1,,50597,CHEMBL620548,2385.0,9368,Rattus norvegicus,,10116.0,N,Muscle tissue,1,,Radioactivity distribution in muscle of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,,BAO_0000218,16435,
,,A,,Intermediate,1,,50597,CHEMBL620549,2385.0,9369,Rattus norvegicus,,10116.0,N,Muscle tissue,1,,Radioactivity distribution in muscle of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,,BAO_0000218,16435,
,,A,,Intermediate,1,,50597,CHEMBL620550,2385.0,9370,Rattus norvegicus,,10116.0,N,Muscle tissue,1,,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,,BAO_0000218,16434,
,,A,,Intermediate,1,,50597,CHEMBL620551,2385.0,9371,Rattus norvegicus,,10116.0,N,Muscle tissue,1,,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 5 min,,BAO_0000218,16434,
,,A,,Intermediate,1,,50597,CHEMBL620552,2385.0,9372,Rattus norvegicus,,10116.0,N,Muscle tissue,1,,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,,BAO_0000218,16434,
,,A,,Intermediate,1,,50597,CHEMBL620553,2385.0,9373,Rattus norvegicus,,10116.0,N,Muscle tissue,1,,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,,BAO_0000218,16435,
,,A,,Intermediate,1,,50597,CHEMBL620554,2385.0,9374,Rattus norvegicus,,10116.0,N,Muscle tissue,1,,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,,BAO_0000218,16435,
,,A,,Intermediate,1,,50597,CHEMBL875845,2385.0,9375,Rattus norvegicus,,10116.0,N,Muscle tissue,1,,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,,BAO_0000218,16435,
,,A,,Intermediate,1,,50597,CHEMBL620555,2385.0,9376,Rattus norvegicus,,10116.0,N,Muscle tissue,1,,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,,BAO_0000218,16435,
,,A,,Intermediate,1,,50597,CHEMBL620556,2385.0,9377,Rattus norvegicus,,10116.0,N,Muscle tissue,1,,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,,BAO_0000218,16435,
,,A,,Intermediate,1,,50597,CHEMBL620557,2385.0,9378,Rattus norvegicus,,10116.0,N,Muscle tissue,1,,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,,BAO_0000218,16435,
,,A,,Intermediate,1,,50597,CHEMBL620558,,9379,Rattus norvegicus,,10116.0,N,,1,,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,,BAO_0000218,16434,
,,A,,Intermediate,1,,50597,CHEMBL620559,,9380,Rattus norvegicus,,10116.0,N,,1,,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,,BAO_0000218,16434,
,,A,,Intermediate,1,,50597,CHEMBL622939,,9381,Rattus norvegicus,,10116.0,N,,1,,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,,BAO_0000218,16434,
,,A,,Intermediate,1,,50597,CHEMBL622940,,9382,Rattus norvegicus,,10116.0,N,,1,,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,,BAO_0000218,16434,
,,A,,Intermediate,1,,50597,CHEMBL622941,,9383,Rattus norvegicus,,10116.0,N,,1,,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,,BAO_0000218,16434,
,,A,,Intermediate,1,,50597,CHEMBL622942,,9384,Rattus norvegicus,,10116.0,N,,1,,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,,BAO_0000218,16434,
,,A,,Intermediate,1,,50597,CHEMBL622943,,9385,Rattus norvegicus,,10116.0,N,,1,,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,,BAO_0000218,16434,
,,A,,Intermediate,1,,50597,CHEMBL622944,,9386,Rattus norvegicus,,10116.0,N,,1,,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min.,,BAO_0000218,16434,
,,A,,Intermediate,1,,50597,CHEMBL622945,,9387,Rattus norvegicus,,10116.0,N,,1,,Radioactivity distribution in pancreas of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,,BAO_0000218,16435,
,,A,,Intermediate,1,,50597,CHEMBL622946,,9388,Rattus norvegicus,,10116.0,N,,1,,Radioactivity distribution in pancreas of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,,BAO_0000218,16435,
,,A,,Intermediate,1,,50597,CHEMBL622947,,9389,Rattus norvegicus,,10116.0,N,,1,,Compound was evaluated for terminal half life in rat,,BAO_0000218,3341,
In vivo,,A,,Intermediate,1,,50597,CHEMBL622948,1969.0,9390,Rattus norvegicus,,10116.0,N,Plasma,1,,Compound was evaluated in vivo in rat for the plasma half-life at a iv dose of 3 mg/kg and oral dose of 10 mg/kg and experiment by using concentration vs time curve,,BAO_0000218,3634,
In vivo,,A,,Intermediate,1,,50597,CHEMBL622949,1969.0,9391,Rattus norvegicus,,10116.0,N,Plasma,1,,Compound was evaluated in vivo in rat for the plasma half-life at a oral dose of 20 mg/kg experiment by using concentration vs time curve,,BAO_0000218,3634,
,,A,,Intermediate,1,,50597,CHEMBL622950,,9392,Rattus norvegicus,,10116.0,N,,1,,Compound was tested for its half life in rat,,BAO_0000218,4839,
In vivo,,A,,Intermediate,0,,22224,CHEMBL622951,1969.0,9393,Macaca mulatta,,9544.0,U,Plasma,1,,Compound was tested for its plasma half life in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po; ND is not determined.,,BAO_0000218,5005,
,,A,,Intermediate,0,,22224,CHEMBL622952,1969.0,9394,Rattus norvegicus,,10116.0,U,Plasma,1,,Compound was tested for its plasma half life in Sprague Dawley rats,,BAO_0000366,5005,
,,A,,Intermediate,0,,22224,CHEMBL622953,1969.0,9395,Rattus norvegicus,,10116.0,U,Plasma,1,,Compound was tested for its plasma half life in Sprague Dawley rats; ND is not determined,,BAO_0000366,5005,
,,A,,Intermediate,1,,50597,CHEMBL873818,1969.0,9396,Rattus norvegicus,,10116.0,N,Plasma,1,,Compound was tested for plasma half-life period in rat,,BAO_0000218,1094,
In vivo,,A,,Intermediate,1,,50597,CHEMBL622954,,9397,Rattus norvegicus,,10116.0,N,,1,,Elimination half life after i.v. administration of compound in rats,,BAO_0000218,5031,
In vivo,,A,,Intermediate,1,,50597,CHEMBL622955,,9398,Rattus norvegicus,,10116.0,N,,1,,Elimination half-life after IV dosing at 0.5 mg/kg in rat,,BAO_0000218,6518,
In vivo,,A,,Intermediate,1,,50597,CHEMBL875229,,9399,Rattus norvegicus,,10116.0,N,,1,,Elimination half-life after IV dosing at 1 mg/kg in rat,,BAO_0000218,6518,
In vivo,,A,,Intermediate,1,,50597,CHEMBL622956,,9400,Rattus norvegicus,,10116.0,N,,1,,Elimination half-life after oral administration at a dose of 2 mg/kg in rat,,BAO_0000218,6518,
In vivo,,A,,Intermediate,1,,50597,CHEMBL622957,,9401,Rattus norvegicus,,10116.0,N,,1,,Elimination half-life after oral administration at a dose of 4 mg/kg in rat,,BAO_0000218,6518,
In vivo,,A,,Intermediate,1,,50597,CHEMBL622958,955.0,9402,Rattus norvegicus,,10116.0,N,Brain,1,,Evaluated for half-life after iv administration of 1 mg/kg to male Sprague-Dawley rats in brain; not determined,,BAO_0000218,5408,
In vivo,,A,,Intermediate,1,,50597,CHEMBL622959,1969.0,9403,Rattus norvegicus,,10116.0,N,Plasma,1,,Evaluated for half-life after iv administration of 1 mg/kg to male Sprague-Dawley rats in plasma,,BAO_0000218,5408,
In vivo,,A,,Intermediate,1,,50597,CHEMBL622960,955.0,9404,Rattus norvegicus,,10116.0,N,Brain,1,,Evaluated for half-life after iv administration of 5 mg/kg to male Sprague-Dawley rats in brain,,BAO_0000218,5408,
In vivo,,A,,Intermediate,1,,50597,CHEMBL622961,1969.0,9405,Rattus norvegicus,,10116.0,N,Plasma,1,,Evaluated for half-life after iv administration of 5 mg/kg to male Sprague-Dawley rats in plasma,,BAO_0000218,5408,
In vivo,,A,,Intermediate,1,,50597,CHEMBL622962,,9406,Rattus norvegicus,,10116.0,N,,1,,Evaluated for the half life in rat (in vivo),,BAO_0000218,4687,
,,A,,Intermediate,1,,50597,CHEMBL622963,,9407,Rattus norvegicus,,10116.0,N,,1,,Hafl life in rat,,BAO_0000218,6640,
,,A,,Intermediate,1,,50597,CHEMBL622964,,9408,Rattus norvegicus,,10116.0,N,,1,,Hafl life rat,,BAO_0000218,6640,
,,A,,Intermediate,1,,50597,CHEMBL622965,,9409,Rattus norvegicus,,10116.0,N,,1,,Hafl life rat,,BAO_0000218,6641,
,,A,,Intermediate,1,,50597,CHEMBL622966,,9410,Rattus norvegicus,,10116.0,N,,1,,Hafl life rat; Not determined,,BAO_0000218,6640,
