assay_id,variant_id,src_id,assay_subcellular_fraction,assay_organism,cell_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_tax_id,assay_strain,assay_tissue
4500,,1,,Cavia porcellus,,5689,Distribution in brain expressed as [18F]- organ uptake in % of injected activity/gram,A,,,10141.0,,Brain
4501,,1,,Cavia porcellus,,5689,Distribution in heart expressed as [18F]- organ uptake in % of injected activity/gram,A,,,10141.0,,
4502,,1,,Cavia porcellus,,5689,Distribution in intestine expressed as [18F]- organ uptake in % of injected activity/gram,A,,,10141.0,,Intestine
4503,,1,,Cavia porcellus,,5689,Distribution in kidney expressed as [18F]- organ uptake in % of injected activity/gram,A,,,10141.0,,Kidney
4504,,1,,Cavia porcellus,,5689,Distribution in liver expressed as [18F]- organ uptake in % of injected activity/gram,A,,,10141.0,,Liver
4505,,1,,Cavia porcellus,,5689,Distribution in lung expressed as [18F]- organ uptake in % of injected activity/gram,A,,,10141.0,,
4506,,1,,Cavia porcellus,,5689,Distribution in spleen expressed as [18F]- organ uptake in % of injected activity/gram,A,,,10141.0,,Spleen
4507,,1,,Cavia porcellus,,14465,Elimination T1/2 in Guinea pig (PO dose),A,In vivo,,10141.0,,
4508,,1,,Cavia porcellus,,5689,Partition coefficient was measured as -log (counts per min ),A,,,10141.0,,
4509,,1,,Cavia porcellus,,611,Biological half life when administered at 0.1 umol/kg intravenously to guinea pig in GR-64349 antagonism,A,In vivo,,10141.0,,
4510,,1,,Cavia porcellus,,611,Biological half life when administered at 5 umol/kg intravenously to guinea pig in GR-64349 antagonism,A,In vivo,,10141.0,,
4511,,1,,Cavia porcellus,,14465,Elimination T1/2 in Guinea pig (PO dose),A,In vivo,,10141.0,,
4512,,1,,Cavia porcellus,,4876,"Tested for the half life period of the compound, intravenously",A,In vivo,,10141.0,,
4513,,1,,Cavia porcellus,,5689,Half-life was measured,A,,,10141.0,,
4514,,1,,Cavia porcellus,,7515,The time required for onset of inotropy after addition of a single dose of delta F75,A,,,10141.0,,
4515,,1,,Cavia porcellus,,17667,Bioavailability of compound at 10 mg/kg in guinea pig after i.v. administration,A,In vivo,,10141.0,,
4516,,1,,Cavia porcellus,,17667,Bioavailability of compound at 3 mg/kg in guinea pig after i.v. administration,A,In vivo,,10141.0,,
4517,,1,,Cricetulus griseus,,4727,Plasma clearance was measured in hamster at the dose of 10 mg/kg by peroral administration,A,In vivo,,10029.0,,
4518,,1,,Mus musculus,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,In vivo,,10090.0,,
4519,,1,,Mus musculus,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,A,In vivo,,10090.0,,
4520,,1,,Mus musculus,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,In vivo,,10090.0,,
4521,,1,,Mus musculus,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,In vivo,,10090.0,,
4522,,1,,Mus musculus,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hr,A,In vivo,,10090.0,,
4523,,1,,Mus musculus,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,In vivo,,10090.0,,
4524,,1,,Mus musculus,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,In vivo,,10090.0,,
4525,,1,,Mus musculus,,3655,Biodistribution of the injected compound in blood of female BALB/C mice for 0.5 hours,A,In vivo,,10090.0,,Blood
4526,,1,,Mus musculus,,3655,Biodistribution of the injected compound in blood of female BALB/C mice for 2.5 hours,A,In vivo,,10090.0,,Blood
4527,,1,,Mus musculus,,3655,Biodistribution of the injected compound in blood of female BALB/C mice for 5 hours,A,In vivo,,10090.0,,Blood
4528,,1,,Mus musculus,,3655,Biodistribution of the injected compound in bone of female BALB/C mice for 0.5 hours,A,In vivo,,10090.0,,Bone
4529,,1,,Mus musculus,,3655,Biodistribution of the injected compound in bone of female BALB/C mice for 2.5 hours,A,In vivo,,10090.0,,Bone
4530,,1,,Mus musculus,,3655,Biodistribution of the injected compound in bone of female BALB/C mice for 5 hours,A,In vivo,,10090.0,,Bone
4531,,1,,Mus musculus,,3655,Biodistribution of the injected compound in brain of female BALB/C mice for 0.5 hours,A,In vivo,,10090.0,,Brain
4532,,1,,Mus musculus,,3655,Biodistribution of the injected compound in brain of female BALB/C mice for 2.5 hours,A,In vivo,,10090.0,,Brain
4533,,1,,Mus musculus,,3655,Biodistribution of the injected compound in brain of female BALB/C mice for 5 hours,A,In vivo,,10090.0,,Brain
4534,,1,,Mus musculus,,3655,Biodistribution of the injected compound in heart of female BALB/C mice for 0.5 hours,A,In vivo,,10090.0,,Heart
4535,,1,,Mus musculus,,3655,Biodistribution of the injected compound in heart of female BALB/C mice for 2.5 hours,A,In vivo,,10090.0,,Heart
4536,,1,,Mus musculus,,3655,Biodistribution of the injected compound in heart of female BALB/C mice for 5 hours,A,In vivo,,10090.0,,Heart
4537,,1,,Mus musculus,,3655,Biodistribution of the injected compound in intestines of female BALB/C mice for 0.5 hours,A,In vivo,,10090.0,,Intestine
4538,,1,,Mus musculus,,3655,Biodistribution of the injected compound in intestines of female BALB/C mice for 2.5 hours,A,In vivo,,10090.0,,Intestine
4539,,1,,Mus musculus,,3655,Biodistribution of the injected compound in intestines of female BALB/C mice for 5 hours,A,In vivo,,10090.0,,Intestine
4540,,1,,Mus musculus,,3655,Biodistribution of the injected compound in kidneys of female BALB/C mice for 0.5 hours,A,In vivo,,10090.0,,Kidney
4541,,1,,Mus musculus,,3655,Biodistribution of the injected compound in kidneys of female BALB/C mice for 2.5 hours,A,In vivo,,10090.0,,Kidney
4542,,1,,Mus musculus,,3655,Biodistribution of the injected compound in kidneys of female BALB/C mice for 5 hours,A,In vivo,,10090.0,,Kidney
4543,,1,,Mus musculus,,3655,Biodistribution of the injected compound in liver of female BALB/C mice for 0.5 hours,A,In vivo,,10090.0,,Liver
4544,,1,,Mus musculus,,3655,Biodistribution of the injected compound in liver of female BALB/C mice for 2.5 hours,A,In vivo,,10090.0,,Liver
4545,,1,,Mus musculus,,3655,Biodistribution of the injected compound in liver of female BALB/C mice for 5 hours,A,In vivo,,10090.0,,Liver
4546,,1,,Mus musculus,,3655,Biodistribution of the injected compound in lung of female BALB/C mice for 0.5 hours,A,In vivo,,10090.0,,Lung
4547,,1,,Mus musculus,,3655,Biodistribution of the injected compound in lung of female BALB/C mice for 2.5 hours,A,In vivo,,10090.0,,Lung
4548,,1,,Mus musculus,,3655,Biodistribution of the injected compound in lung of female BALB/C mice for 5 hours,A,In vivo,,10090.0,,Lung
4549,,1,,Mus musculus,,3655,Biodistribution of the injected compound in muscle of female BALB/C mice for 0.5 hours,A,In vivo,,10090.0,,Muscle tissue
4550,,1,,Mus musculus,,3655,Biodistribution of the injected compound in muscle of female BALB/C mice for 2.5 hours,A,In vivo,,10090.0,,Muscle tissue
4551,,1,,Mus musculus,,3655,Biodistribution of the injected compound in muscle of female BALB/C mice for 5 hours,A,In vivo,,10090.0,,Muscle tissue
4552,,1,,Mus musculus,,3655,Biodistribution of the injected compound in spleen of female BALB/C mice for 0.5 hours,A,In vivo,,10090.0,,Spleen
4553,,1,,Mus musculus,,3655,Biodistribution of the injected compound in spleen of female BALB/C mice for 2.5 hours,A,In vivo,,10090.0,,Spleen
4554,,1,,Mus musculus,,3655,Biodistribution of the injected compound in spleen of female BALB/C mice for 5 hours,A,In vivo,,10090.0,,Spleen
4555,,1,,Mus musculus,,3655,Biodistribution of the injected compound in stomach of female BALB/C mice for 0.5 hours,A,In vivo,,10090.0,,Stomach
4556,,1,,Mus musculus,,3655,Biodistribution of the injected compound in stomach of female BALB/C mice for 2.5 hours,A,In vivo,,10090.0,,Stomach
4557,,1,,Mus musculus,,3655,Biodistribution of the injected compound in stomach of female BALB/C mice for 5 hours,A,In vivo,,10090.0,,Stomach
4558,,1,,Mus musculus,,16597,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for MRT,A,In vivo,,10090.0,,
4559,,1,,Mus musculus,,16597,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for MRT,F,In vivo,,10090.0,,
4560,,1,,Mus musculus,,16597,MRT value at a dose of 10 mg/kg intravenous administration in mice.,A,In vivo,,10090.0,,
4561,,1,,Mus musculus,,16597,MRT value at a dose of 10 mg/kg peroral administration in mice.,A,In vivo,,10090.0,,
4562,,1,,Mus musculus,,17764,Mean-residence time of compound after intravenous administration in mice at 24 uM/kg,A,In vivo,,10090.0,,
4563,,1,,Mus musculus,,17764,Mean-residence time was determined for compound after intraperitoneal administration in mice at 18 uM/kg,F,In vivo,,10090.0,,
4564,,1,,Homo sapiens,478.0,3830,In vitro cytotoxicity of compound was determined against A2780 cell lines (cisplatin resistant) at 37 degree C after 96 hr,F,,,9606.0,,
4565,,1,,Homo sapiens,478.0,3829,In vitro cytotoxicity of compound was determined against A2780 cell lines (cisplatin resistant) at 37 degree C for 96 hr,F,,,9606.0,,
4566,,1,,Homo sapiens,478.0,2040,Compound was evaluated for cytotoxicity against A2780 cell lines.,F,,,9606.0,,
4567,,1,,Homo sapiens,478.0,15684,Potentiation of growth inhibition of A2780 by compound alone in experiment 1,F,,,9606.0,,
4568,,1,,Homo sapiens,478.0,15684,Potentiation of growth inhibition of A2780 cells by compound alone in experiment 2,F,,,9606.0,,
4569,,1,,Homo sapiens,478.0,15684,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 1,F,,,9606.0,,
4570,,1,,Homo sapiens,478.0,15684,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 2,F,,,9606.0,,
4571,,1,,Homo sapiens,478.0,15684,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 1,F,,,9606.0,,
4572,,1,,Homo sapiens,478.0,15684,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 2,F,,,9606.0,,
4573,,1,,Homo sapiens,478.0,2859,Compound was evaluated for cytotoxicity against A2780 cell line,F,,,9606.0,,
4574,,1,,Homo sapiens,478.0,5618,In vitro inhibitory activity against human tumor cell line A2780,F,,,9606.0,,
4575,,1,,Homo sapiens,478.0,15684,Potentiation of growth inhibition of A2780 cells by compound alone in experiment 1,F,,,9606.0,,
4576,,1,,Homo sapiens,478.0,15684,Potentiation of growth inhibition of A2780 cells by compound alone in experiment 2,F,,,9606.0,,
4577,,1,,Homo sapiens,478.0,15684,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 1,F,,,9606.0,,
4578,,1,,Homo sapiens,478.0,15684,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 2,F,,,9606.0,,
4579,,1,,Homo sapiens,478.0,2113,The compound was tested for cytotoxic potency against A2780 human tumor cell lines,F,,,9606.0,,
4580,,1,,Homo sapiens,478.0,2113,The compound was tested for cytotoxic potency against A2780 human tumor cell lines.,F,,,9606.0,,
4581,,1,,Homo sapiens,478.0,16745,cytotoxicity against A2780 cells incubated for 24 hr in MTT assay.,F,,,9606.0,,
4582,,1,,Homo sapiens,478.0,16597,In vitro antitumor activity against A2780 human ovarian carcinoma at 7.5 mg/kg i.p. /qd x7,F,,,9606.0,,
4583,,1,,Homo sapiens,478.0,15684,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 1,F,,,9606.0,,
4584,,1,,Homo sapiens,478.0,15684,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 2,F,,,9606.0,,
4585,,1,,Homo sapiens,478.0,2040,Compound was evaluated for cytotoxicity against A2780 cis cell lines.,F,,,9606.0,,
4586,,1,,Homo sapiens,478.0,2040,Relative resistance factor in A2780 cisplatin-resistant line,F,,,9606.0,,
4587,,1,,Homo sapiens,478.0,16165,Concentration required to inhibit 50% growth of A2780 human ovarian cancer cells,F,,,9606.0,,
4588,,1,,Homo sapiens,478.0,16165,Concentration required to inhibit 50% growth of A2780 human ovarian cancer cells.,F,,,9606.0,,
4589,,1,,Homo sapiens,478.0,16597,In vitro antitumor activity against A2780 human ovarian carcinoma at 7.5 mg/kg i.p. /qd x7,F,,,9606.0,,
4590,,1,,Homo sapiens,478.0,16597,In vitro antitumor activity against A2780 human ovarian carcinoma at 7.5 mg/kg i.p. /qd x7,F,,,9606.0,,
4591,,1,,Homo sapiens,478.0,3992,Cytotoxicity against A2780 ovarian carcinoma cells was evaluated using standard sulforhodamine 96h assay test,F,,,9606.0,,
4592,,1,,Homo sapiens,478.0,10553,In vitro cytotoxicity was determined against A2780 human ovarian cell line using NCI screen,F,,,9606.0,,
4593,,1,,Homo sapiens,478.0,15608,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin,F,,,9606.0,,
4594,,1,,Homo sapiens,478.0,15608,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 1,F,,,9606.0,,
4595,,1,,Homo sapiens,478.0,15608,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 2,F,,,9606.0,,
4596,,1,,Homo sapiens,478.0,15608,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 3,F,,,9606.0,,
4597,,1,,Homo sapiens,478.0,15608,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 5,F,,,9606.0,,
4598,,1,,Homo sapiens,478.0,15608,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 8,F,,,9606.0,,
4599,,1,,Homo sapiens,478.0,15569,Cytotoxic activity in a panel of Human ovarian tumor A2780/CDDP cell line after 96h of drug exposure,F,,,9606.0,,
4600,,1,,Homo sapiens,478.0,17420,Antiproliferative effect of compound on A2780/DX cell line,F,,,9606.0,,
4601,,1,,Homo sapiens,478.0,17420,Antiproliferative effect of compound on A2780/DX cell line; n.d. indicates not determined,F,,,9606.0,,
4602,,1,,Homo sapiens,478.0,15099,In vitro Cytotoxic activity of compound in comparison with reference compounds in human cell line A2780/DX(RI),F,,,9606.0,,
4603,,1,,Homo sapiens,478.0,15099,In vitro Cytotoxic activity of compound in comparison with reference compounds in human cell line A2780/Dx(RI),F,,,9606.0,,
4604,,1,,Homo sapiens,478.0,17672,Cytotoxicity against ovarian carcinoma A2780/cis tumor cell lines,F,,,9606.0,,
4605,,1,,Homo sapiens,478.0,17672,Cytotoxicity against ovarian carcinoma A2780/cis90 tumor cell lines,F,,,9606.0,,
4606,,1,,Homo sapiens,478.0,17270,In vitro cytotoxicity against A2780ADR cell line,F,,,9606.0,,
4607,,1,,Homo sapiens,478.0,17270,In vitro cytotoxicity against A2780CIS cell line,F,,,9606.0,,
4608,,1,,Homo sapiens,478.0,5574,In vitro cytotoxic activity against human tumor cell line A2780CisR after incubation for 96 hours,F,,,9606.0,,
4609,,1,,Homo sapiens,478.0,2113,The compound was tested for cytotoxic potency against A2780R human tumor cell lines.,F,,,9606.0,,
4610,,1,,Homo sapiens,478.0,16913,"Inhibitory effect of Gold(III) complex, 2,2' bipy on growth of cisplatin-resistant A2780/R human tumor cell lines",F,,,9606.0,,
4611,,1,,Homo sapiens,478.0,16913,"Inhibitory effect of Gold(III) complex, CDDP on growth of cisplatin-resistant A2780/R human tumor cell lines",F,,,9606.0,,
4612,,1,,Macaca mulatta,,17839,Oral bioavailability of compound in rhesus macaques,A,In vivo,,9544.0,,
4613,,1,,monkey,,6821,Oral bioavailability in monkey,A,In vivo,,9443.0,,
4614,,1,,monkey,,6078,Oral bioavailability evaluated in monkey,A,In vivo,,9443.0,,
4615,,1,,monkey,,6535,Oral bioavailability in monkey (dose 1 mg/kg p.o.),A,In vivo,,9443.0,,
4616,,1,,Macaca mulatta,,4449,Oral bioavailability in Rhesus monkey,A,In vivo,,9544.0,,
4617,,1,,Macaca mulatta,,6057,Oral bioavailability was calculated in rhesus monkey,A,In vivo,,9544.0,,
4618,,1,,Macaca fascicularis,,5922,Oral bioavailability in cynomolgus monkey,A,In vivo,,9541.0,,
4619,,1,,monkey,,5940,Oral bioavailability in monkey,A,In vivo,,9443.0,,
4620,,1,,monkey,,6265,Oral bioavailability in monkey,A,In vivo,,9443.0,,
4621,,1,,monkey,,6265,Oral bioavailability in monkey (dose 1 mg/kg),A,In vivo,,9443.0,,
4622,,1,,monkey,,6265,Oral bioavailability in monkey (dose 5 mg/kg),A,In vivo,,9443.0,,
4623,,1,,monkey,,5940,Oral bioavailability in monkey,A,In vivo,,9443.0,,
4624,,1,,monkey,,5940,Oral bioavailability in monkey,A,In vivo,,9443.0,,
4625,,1,,Macaca mulatta,,4514,Oral bioavailability in rhesus monkey,A,In vivo,,9544.0,,
4626,,1,,Macaca mulatta,,5546,Oral bioavailability in rhesus monkey at a dose of 2 mg/kg by po administration,A,In vivo,,9544.0,,
4627,,1,,Saimiri sciureus,,5553,Oral bioavailability in squirrel monkey at a dose of 10 mg/kg,A,In vivo,,9521.0,,
4628,,1,,monkey,,6641,Oral bioavailability in monkey (dosed at 0.5 mpk iv and 2.0 mpk orally),A,In vivo,,9443.0,,
4629,,1,,Macaca mulatta,,5472,Oral bioavailability in Rhesus monkey,A,In vivo,,9544.0,,
4630,,1,,Macaca mulatta,,5668,Oral bioavailability in Rhesus monkey (dose 10 mg/kg p.o.),A,In vivo,,9544.0,,
4631,,1,,monkey,,5711,Oral bioavailability in monkey at 10 mg/kg of the compound,A,In vivo,,9443.0,,
4632,,1,,Macaca mulatta,,5145,Bioavailability in Rhesus monkey,A,In vivo,,9544.0,,
4633,,1,,Cercopithecidae,,3443,Glomerular Filtration Rate(GFR) evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,A,,,9527.0,,
4634,,1,,Cercopithecidae,,3443,Glomerular Filtration Rate(GFR)of the compound compared to Cilastatin evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,A,,,9527.0,,
