assay_id,assay_test_type,curated_by,confidence_score,cell_id,bao_format,doc_id,description,assay_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue
1200,,Experf,8,485.0,BAO00o0w19,13248,In vitro displacement of radioactively labeled ligand [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor site in CHO cells,B,,,,,
1201,,Expe5t,8,,BAl0009249,3147,In vitro ability to inhibit [3H]-8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat cortical membranes,B,,,,,
1202,,Eapert,8,,BAl0009019,13949,In vitro binding affinity against 5-hydroxytryptamine 1A receptor of rat cerebral cortex using [3H]8-OH-DPAT as radioligand.,B,,,,,
1203,,qutocurztion,8,320.0,BxO0o00218,11883,In vitro binding affinity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand in CHO cells (sc),B,,,,,
1204,,Ajtocuratiom,8,,BwO0000219,11883,In vitro binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT (agonist) as radioligand (sc),B,,,,,
1205,,Ezpert,9,,BzO000o357,11883,In vitro binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT,B,,Rattus norvegicus,10116.0,,
1206,,Experf,8,,vAO0000259,15535,In vitro binding affinity at 5-HT1A receptors assayed by displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampal membranes,B,,,,,
1207,,Aufocuratioh,8,,BAO0o0o249,15535,In vitro binding affinity at 5-HT1A receptor by measuring its ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampal membranes + cortex,B,,,,,
1208,,Autocudatjon,8,,BAOo00024i,15535,In vitro binding affinity at 5-HT1A receptor by measuring its ability to displace [3H]-8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampal membranes+cortex,B,,,,,
1209,,Exprrt,9,357.0,BxO0000w19,16372,Displacement of [3H]8-OH-DPAT from human 5-hydroxytryptamine 1A receptor expressed in CHO cells,B,,Homo sapiens,9606.0,,
1210,,3xpert,8,,BAO0090239,14608,In vitro binding affinity for 5-hydroxytryptamine 1A receptor in rat hippocampal membranes by [125I]-labeled agonist displacement.,B,,,,,
1211,,Espert,9,,fAOp000221,4795,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat hippocampus,B,,Rattus norvegicus,10116.0,,Hippocampus
1212,,Autocuearion,8,,BAOp009357,13863,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand,B,,,,,
1213,,Autocu4qtion,8,,BAO0op0357,13863,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=100-230,B,,,,,
1214,,Autpcuratiin,8,,BA800003t7,13863,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=12-14,B,,,,,
1215,,Autocugatioh,8,,BAOp000w57,13863,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=16-20,B,,,,,
1216,,Aut0curatuon,8,,BAO000036i,13863,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=160-430,B,,,,,
1217,,Autocjrayion,8,,BqOo000357,13863,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=174-224,B,,,,,
1218,,Au6ocurati0n,8,,BAOo009357,13863,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=184-503,B,,,,,
1219,,Autocugatipn,8,,BAO00p035y,13863,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=19-23,B,,,,,
1220,,wutocuratjon,8,,vAO00003t7,13863,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT as radioligand; range=2.2-3.2,B,,,,,
1221,,Autocurstuon,8,,BAOop00357,13863,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=2.7-3.6,B,,,,,
1222,,Aktoxuration,8,,BqO00o0357,13863,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=20-23,B,,,,,
1223,,Au5ocuratioh,8,,BA90o00357,13863,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT as radioligand; range=21-28,B,,,,,
1224,,Autocurari0n,8,,BwOp000357,13863,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=240-760,B,,,,,
1225,,Autoxurqtion,8,,BAi00003r7,13863,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT as radioligand; range=39-87,B,,,,,
1226,,Autocueat7on,8,,BAO0o00w57,13863,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=4.6-5.2,B,,,,,
1227,,A7tkcuration,8,,BAO090o019,9742,Inhibitory activity tested in vitro at 5-hydroxytryptamine 1A receptor binding site in rat,B,,,,,
1228,,Ajtocurati8n,8,,hAO9000357,12073,Inhibitory concentration against 5-hydroxytryptamine 1A receptor,B,,,,,
1229,,Autoc8rstion,8,,Bq00000357,4101,Inhibitory concentration against binding of 5-hydroxytryptamine 1A receptor from striata of male Wistar rats by displacement of [3H]8-OH-DPAT,B,,,,,
1230,,Aut0curatkon,8,,BAO0909019,15360,Inhibitory concentration against radioligand [3H]hydroxy-2-(di-n-propylamino)-tetralin binding to 5-hydroxytryptamine 1A receptor in rat,B,,,,,
1231,,zhtocuration,8,,BAO0o0p221,11576,Inhibitory concentration against radioligand [3H]8-OH-DPAT binding to rat hippocampal 5-hydroxytryptamine 1A receptor,B,,,,,Hippocampus
1232,,fxpert,8,,BAOo000p19,5834,Inhibition of the 5-hydroxytryptamine 1A receptor in rat dorsal raphe,B,,,,,
1233,,Experg,9,578.0,BqOo000219,2395,Inhibitory concentration against [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor expressed in CHO-K1 cells,B,,Rattus norvegicus,10116.0,,
1234,,A6tocuratioj,8,,vAi0000019,1375,Tested in vitro for receptor binding affinity to 5-hydroxytryptamine 1A receptor in rat cortex using [3H]OH-DPAT radioligand,B,,,,,
1235,,zu4ocuration,8,,BAl9000019,1375,Tested in vitro for receptor binding affinity to 5-hydroxytryptamine 1A receptor in rat cortex using [3H]OH-DPAT radioligand; NT means not tested,B,,,,,
1236,,Autpciration,8,,BAi00003t7,3967,The compound was evaluated for the ability to displace [3H]- 8-OH -DPAT from 5-hydroxytryptamine 1A receptor ( striata of male wistar rats),B,,,,,
1237,,Exprrt,8,,BAO0000ry7,12884,Binding affinity towards 5-hydroxytryptamine 1A receptor binding site using [3H]8-OH-DPAT. ,B,,,,,
1238,,Experr,8,,BAl00o0357,2343,Binding affinity towards 5-hydroxytryptamine 1A receptor using receptor binding assay,B,,,,,
1239,,Autoc7fation,8,,BAO09000q9,11511,"The compound was tested in vitro for inhibitory activity against 5-HT1A receptor in rats, using [3H]8-OH-DPAT as radioligand",B,,,,,
1240,,Experh,9,,BAO00p9019,11511,"Inhibitory activity against 5-hydroxytryptamine 1A receptor in rats, using [3H]8-OH-DPAT as radioligand",B,,Rattus norvegicus,10116.0,,
1241,Invivi,Aut0curatioh,8,,fAO0090218,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat,F,,,,,
1242,9nvivo,Aut8curat9on,8,,BsO0000228,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.10-6.20),F,,,,,
1243,Invivl,xutocurati0n,8,,BAO90o0218,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.20-1.60),F,,,,,
1244,onvivo,Auticura6ion,8,,BAk0000e18,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.20-1.80),F,,,,,
1245,Inviv8,Autocuratilg,8,,BAOp00p218,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.37-4.27),F,,,,,
1246,Invivl,Augovuration,8,,BAO0009w18,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.40-2.70),F,,,,,
1247,Indivo,Autocyrarion,8,,BA000002w8,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.40-4),F,,,,,
1248,Invivk,wutochration,8,,BwO0000w18,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.45-4.51),F,,,,,
1249,Indivo,zutocurayion,8,,BAO0o0021i,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.50-5.30),F,,,,,
1250,Inviv0,Autodurarion,8,,BAO0900318,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.60-1.60),F,,,,,
1251,8nvivo,A6tocutation,8,,vAO0000q18,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.72-2.87),F,,,,,
1252,Infivo,Autocurztiin,8,,BwO00o0218,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.80-5.80),F,,,,,
1253,Invuvo,Autocura6iln,8,,BAO9000q18,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (1.50-16.5),F,,,,,
1254,Invibo,Autocurat8ob,8,,BAO090p218,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (2.20-30.5),F,,,,,
1255,Ibvivo,Aut0curatiom,8,,BAi0009218,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges is not computable,F,,,,,
1256,,Expfrt,9,,BAOp000349,16616,"Percent increase of R(+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor in isolated rat hippocampal membranes",F,,Rattus norvegicus,10116.0,,
1257,,Autocurstlon,8,,BxO0090019,16796,% inhibition towards 5-HT1A receptor from rat hippocampal membranes,B,,,,,
1258,,Autocura5kon,8,,BAl00000w9,16796,% inhibition towards 5-hydroxytryptamine 1A receptor from rat hippocampal membranes,B,,,,,
1259,,sutocjration,8,,BAO9000358,15629,Tested in vitro for % inhibition against (serotonin)5-HT 1A receptor.,B,,,,,
1260,,Aytocuragion,8,,BAi0000248,13241,"Ability to inhibit 5-HT sensitive,forskolin-stimulated adenylyl cyclase(FSC) activity in rat hippocampal membranes mediated through 5-hydroxytryptamine 1A receptor",F,,,,,
1261,,Ex9ert,8,,fqO0000221,12073,Measurement of binding affinity by displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampus,B,,,,,Hippocampus
1262,,sutocjration,8,,BAk0p00249,14286,Compound at 10E-5 M was tested in vitro for the inhibition of radioligand [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat hippocampal membrane,B,,,,,Hippocampus
1263,,Autkcurwtion,8,,BAO000o2q1,14542,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]-8-OH- -DPAT in rat brain cortex at 10 uM,B,,,,,Brain
1264,,Autovuratjon,8,,vAO00000q9,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 10 uM 5-HT.,F,,,,,
1265,,zjtocuration,8,,BAp9000019,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0+ 1 uM 5-HT.,F,,,,,
1266,,Autocuratikb,8,,BAp0000o19,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.01 uM+ 1 uM 5-HT.,F,,,,,
1267,,Autocjratipn,8,,BxO000o019,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.05 uM,F,,,,,
1268,,Expdrt,8,,BAOo00p019,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.05 uM,F,,,,,
1269,,Autovuratiom,8,,hAOo000019,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.05 uM+ 1 uM 5-HT.,F,,,,,
1270,,Expe3t,9,,BAO9009019,13630,Effect against 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at 0.1 uM dose,F,,Rattus norvegicus,10116.0,,
1271,,Auticurstion,8,,BAO0o09019,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 10 uM 5-HT.,F,,,,,
1272,,Expsrt,8,,BqO0000o19,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 1 uM 5-HT.,F,,,,,
1273,,sutocuratiin,8,,BAO0000p1p,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 0.1 uM 5-HT.,F,,,,,
1274,,Expe4t,8,,BAOp000o19,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 10 uM,F,,,,,
1275,,Ajtocugation,8,,BAOp00o019,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 10 uM+ 10 uM 5-HT.,F,,,,,
1276,,4xpert,8,,BAO0o00018,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM,F,,,,,
1277,,z8tocuration,8,,fAk0000019,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 0.1 uM 5-HT.,F,,,,,
1278,,Aut8c6ration,8,,vAO0009019,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 10 uM 5-HT.,F,,,,,
1279,,Autocugatiln,8,,BAO0000o10,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 1 uM 5-HT.,F,,,,,
1280,,sxpert,8,,BqO0o00019,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 3 uM 5-HT.,F,,,,,
1281,,Ex9ert,8,,BAp0090019,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 50 uM 5-HT.,F,,,,,
1282,,Aut8cu3ation,8,,BA90000010,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 30 uM,F,,,,,
1283,,Exp2rt,8,,BAl0000029,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 50 uM,F,,,,,
1284,,Autocyrati9n,8,,vAO0009019,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 50 uM+ 50 uM 5-HT.,F,,,,,
1285,,Autocura4ipn,8,,BAO090001o,13630,Effect on 5-hydroxytryptamine 1A receptor-mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM,F,,,,,
1286,,wktocuration,8,,BwO00000q9,13630,Effect on 5-hydroxytryptamine 1A receptor-mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 10 uM 5-HT.,F,,,,,
1287,,Au6ocurztion,8,,BAOo0000q9,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM,F,,,,,
1288,,Autox8ration,8,,BqO00p0221,9783,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue,B,,,,,Hippocampus
1289,,Expe4t,8,,BAO0090222,9783,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue at 1 uM,B,,,,,Hippocampus
1290,,Ex0ert,9,,BAO0o002r9,14331,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat hippocampal membranes at 10e-7 M,B,,Rattus norvegicus,10116.0,,
1291,,dxpert,8,,BAO9000222,15260,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue at 1 uM,B,,,,,Hippocampus
1292,,Auticurstion,8,,BAO000012w,15260,Inhibitory activity against rat hippocampal tissue 5-hydroxytryptamine 1A receptor at 0.1 uM concentration,B,,,,,Hippocampus
1293,,wutocuratiom,8,,BAO000p22q,15260,Inhibitory activity against rat hippocampal tissue 5-hydroxytryptamine 1A receptor at 1 uM concentration,B,,,,,Hippocampus
1294,,2xpert,9,,vxO0000249,16616,"Percent inhibition of (+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor in hippocampal membranes",F,,Rattus norvegicus,10116.0,,
1295,,Autocyratlon,8,,BAk0009357,15629,Tested in vitro for % inhibition against (serotonin)5-HT 1A receptor,B,,,,,
1296,,xutoc6ration,8,,BAOp000919,15086,The compound was tested binding affinity against 5-hydroxytryptamine 1A receptor from rat brain using [3H]8-OH-DPAT as radioligand at 10e-6 M.,B,,,,,
1297,,Exprrt,8,,BAi0000018,5717,Antagonistic activity against 5-hydroxytryptamine 1A receptor in rat cerebral cortex using [3H]8-OH-DPAT as radioligand.,F,,,,,
1298,,Auyocuratuon,8,,BAO90p0357,12652,Binding affinity against the site labelled by the 5-hydroxytryptamine 1A receptor agonist [3H]- 8-OH-DPAT,B,,,,,
1299,,Autocurat9kn,8,,BAk0000211,14608,In vitro binding affinity for 5-hydroxytryptamine 1A receptor was determined by measuring specific inhibition of [125I]-binding to rat hippocampal membrane preparations,B,,,,,Hippocampus
1300,,Autkduration,8,,BzO00o0221,12306,Inhibition of binding of [125I]-8-OH-PIPAT ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,B,,,,,Hippocampus
1301,,Autofura6ion,8,,fAi0000221,12306,The binding of [125I]MPPI ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,B,,,,,Hippocampus
1302,,Exlert,9,,BA800o0357,15247,Ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor,B,,Rattus norvegicus,10116.0,,
1303,,Edpert,8,,BAp0900221,17529,Ability to bind to central serotonin 5-hydroxytryptamine 1A receptor in vitro in hippocampus of the rat brain using [3H]8-OH-DPAT radioligand,B,,,,,Hippocampus
1304,,Autocura67on,8,,nAO000o221,14826,Ability to displace [3H]- -OH-DPAT bound to 5-hydroxytryptamine 1A receptor in rat hippocampus,B,,,,,Hippocampus
1305,,Aytpcuration,8,,BAO9p00221,14826,Ability to displace [3H]- -(OH)-DPAT bound to 5-hydroxytryptamine 1A receptor in rat hippocampus,B,,,,,Hippocampus
1306,,Autoc6ratiog,8,,fAO000022q,13241,Ability to displace [3H]8-OH-DPAT binding to rat hippocampal 5-hydroxytryptamine 1A receptor,B,,,,,Hippocampus
1307,,A7gocuration,8,,BzO00002w1,14093,Ability to displace [3H]-8-OH-DPAT from rat hippocampal homogenate 5-hydroxytryptamine 1A receptor,B,,,,,Hippocampus
