assays_ASSI,assays_CEI,assays_ASORG,assays_BFO,assays_ASCT,assays_SI,assays_AST,assays_CURAB,assays_ASTET,assays_CONSCO,assays_Des,assays_T,assays_RELTY,assays_SASSI,assays_CHEI,assays_TISI,assays_VARI
4832,,Cercopithecidae,BAO_0000218,,1,A,Autocuration,In vivo,0,Compound was evaluated for volume of distribution (steady state) after treatment with iv dose of 1 mgkg to female cynomolgus monkey,22224,U,,CHEMBL876399,,
4833,,Cercopithecidae,BAO_0000218,,1,A,Autocuration,In vivo,0,Volume distribution in monkey after administration of 1 mg/kg iv,22224,U,,CHEMBL621069,,
4834,,Cercopithecidae,BAO_0000218,,1,A,Autocuration,In vivo,0,Volume distribution was determined in monkey after (iv) administration of a dose of 13 (uM/kg),22224,U,,CHEMBL621070,,
4835,,Cercopithecidae,BAO_0000218,,1,A,Autocuration,In vivo,0,Volume of distribution was measured in monkey after an iv dose of 1 mg/kg,22224,U,,CHEMBL621071,,
4836,,Cercopithecidae,BAO_0000218,,1,A,Autocuration,In vivo,0,Half life evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,22224,U,,CHEMBL621072,,
4837,,Cercopithecidae,BAO_0000218,,1,A,Autocuration,In vivo,0,Oral systemic bioavailability upon iv administration to african green monkey,22224,U,,CHEMBL618209,,
4838,,Cercopithecidae,BAO_0000218,,1,A,Autocuration,In vivo,0,Plasma clearance was determined in monkey after (iv) administration of a dose of 13 (uM/kg),22224,U,,CHEMBL618210,,
4839,,Cercopithecidae,BAO_0000019,,1,A,Autocuration,,0,Baboon plasma free fraction. ,22224,U,,CHEMBL618211,,
4840,,Cercopithecidae,BAO_0000218,,1,A,Autocuration,,0,Area under the curve was calculated in rhesus monkey after iv administration,22224,U,,CHEMBL618212,,
4841,,Cercopithecidae,BAO_0000019,,1,A,Autocuration,,0,Area under the curve was calculated in rhesus monkey after peroral administration,22224,U,,CHEMBL618213,,
4842,,Cercopithecidae,BAO_0000019,,1,A,Autocuration,,0,Dose-normalized area under curve in monkey (p.o.) at 2.0 mpk,22224,U,,CHEMBL618214,,
4843,,Cercopithecidae,BAO_0000218,,1,A,Autocuration,In vivo,0,Half life period in monkey after 5 mg/kg dose,22224,U,,CHEMBL873492,,
4844,,Cercopithecidae,BAO_0000218,,1,A,Autocuration,In vivo,0,Half-life was determined in monkey after 3 mg/kg of i.v. dose,22224,U,,CHEMBL618272,,
4845,,Cercopithecidae,BAO_0000218,,1,A,Autocuration,In vivo,0,Half-life was determined in monkey after 3 mg/kg of i.v. dose; Not determined,22224,U,,CHEMBL618273,,
4846,,Cercopithecidae,BAO_0000218,,1,A,Autocuration,In vivo,0,Apparent Half life was determined from the linear portion of the log plasma concentration-time profile after oral administration of compound 18 at a dose of 1 mg/kg to rhesus monkey,22224,U,,CHEMBL618274,1969.0,
4847,,Cercopithecidae,BAO_0000218,,1,A,Autocuration,In vivo,0,Compound at a dose 3 mg/kg was administered to monkey and was evaluated for half life after administration into monkey at 3 mg/kg,22224,U,,CHEMBL618275,,
4848,,Cercopithecidae,BAO_0000218,,1,A,Autocuration,In vivo,0,Compound was evaluated for half-life after treatment with iv dose of 1 mgkg to female cynomolgus monkey,22224,U,,CHEMBL618276,,
4849,,Cercopithecidae,BAO_0000019,,1,A,Autocuration,,0,Compound was evaluated for terminal half life in monkey,22224,U,,CHEMBL618277,,
4850,,Cercopithecidae,BAO_0000218,,1,A,Autocuration,In vivo,0,Compound was evaluated for the half life period after iv administration in cynomolgus monkey,22224,U,,CHEMBL618278,,
4851,,Macaca mulatta,BAO_0000218,,1,A,Autocuration,In vivo,0,Compound was tested for its plasma half life in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po,22224,U,,CHEMBL618279,1969.0,
4852,,Cercopithecidae,BAO_0000019,,1,A,Autocuration,,0,Half life of compound was determined in squirrel monkey,22224,U,,CHEMBL618280,,
4853,,Macaca fascicularis,BAO_0000218,,1,A,Autocuration,In vivo,0,Half life after iv administration in cynomolgus monkey,22224,U,,CHEMBL618281,,
4854,,Cercopithecidae,BAO_0000218,,1,A,Autocuration,In vivo,0,Half life in monkey plasma after administration of 1 mg/kg iv,22224,U,,CHEMBL618282,1969.0,
4855,,Cercopithecidae,BAO_0000019,,1,A,Autocuration,,0,Half life was calculated in rhesus monkey,22224,U,,CHEMBL618283,,
4856,,Cercopithecidae,BAO_0000019,,1,A,Autocuration,,0,Half life in monkey,22224,U,,CHEMBL618284,,
4857,,Cercopithecidae,BAO_0000218,,1,A,Autocuration,In vivo,0,Half life in monkey (dosed at 0.5 mpk iv and 2.0 mpk orally),22224,U,,CHEMBL618285,,
4858,,Cercopithecidae,BAO_0000019,,1,A,Autocuration,,0,Half life was evaluated in rhesus,22224,U,,CHEMBL618286,,
4859,,Cercopithecidae,BAO_0000218,,1,A,Autocuration,In vivo,0,Half life period after oral administration (2.5 mg/kg) in monkey was determined,22224,U,,CHEMBL618287,,
4860,,Cercopithecidae,BAO_0000218,,1,A,Autocuration,In vivo,0,Half life period was determine after peroral administration at 10 mpk in Rhesus,22224,U,,CHEMBL618288,,
4861,,Cercopithecidae,BAO_0000218,,1,A,Autocuration,In vivo,0,Half life period was determined in monkey after (iv) administration of a dose of 13 (uM/kg),22224,U,,CHEMBL876393,,
4862,,Cercopithecidae,BAO_0000218,,1,A,Autocuration,In vivo,0,Half life period was determined in rhesus monkey at a dose of 1 mg/kg by iv administration,22224,U,,CHEMBL618289,,
4863,,Cercopithecidae,BAO_0000218,,1,A,Autocuration,In vivo,0,Half life period was determined in squirrel monkey after iv administration at a dose of 5 mg/kg,22224,U,,CHEMBL618290,,
4864,,Cercopithecidae,BAO_0000019,,1,A,Autocuration,,0,Half-life was calculated in monkey,22224,U,,CHEMBL618291,,
4865,,Cercopithecidae,BAO_0000019,,1,A,Autocuration,,0,Half-life in Squirrel monkey,22224,U,,CHEMBL618292,,
4866,,Cercopithecidae,BAO_0000019,,1,A,Autocuration,,0,Half-life in rhesus monkey,22224,U,,CHEMBL618293,,
4867,,Cercopithecidae,BAO_0000218,,1,A,Autocuration,In vivo,0,Half-life was measured in monkey after an iv dose of 1 mg/kg,22224,U,,CHEMBL618294,,
4868,,Cercopithecidae,BAO_0000218,,1,A,Autocuration,In vivo,0,Half-life period after intravenous administration in cynomolgus monkeys,22224,U,,CHEMBL618295,,
4869,,Cercopithecidae,BAO_0000218,,1,A,Autocuration,In vivo,0,Half-life period after oral administration in cynomolgus monkeys,22224,U,,CHEMBL618296,,
4870,,Cercopithecidae,BAO_0000218,,1,A,Autocuration,In vivo,0,Half-life period after oral administration in cynomolgus monkeys; ND meansn Not determined,22224,U,,CHEMBL618297,,
4871,,Homo sapiens,BAO_0000019,,1,A,Autocuration,,0,Portion of holoxan excreted in the form of the metabolite from 1500 mL of urine on day 9 was determined in embryonal rhabdomyosarcoma patients treated with ifosfamide,22224,U,,CHEMBL618298,1088.0,
4872,,Homo sapiens,BAO_0000019,,1,A,Autocuration,,0,Portion of holoxan excreted in the form of the metabolite from 1600 mL of urine on day 10 was determined in embryonal rhabdomyosarcoma patients treated with ifosfamide,22224,U,,CHEMBL618299,1088.0,
4873,,Homo sapiens,BAO_0000019,,1,A,Autocuration,,0,Portion of holoxan excreted in the form of the metabolite from 1700 mL of urine on day 5 was determined in embryonal rhabdomyosarcoma patients treated with ifosfamide,22224,U,,CHEMBL618300,1088.0,
4874,,Homo sapiens,BAO_0000019,,1,A,Autocuration,,0,Portion of holoxan excreted in the form of the metabolite from 2310 mL of urine on day 4 was determined in embryonal rhabdomyosarcoma patients treated with ifosfamide,22224,U,,CHEMBL618301,1088.0,
4875,,Homo sapiens,BAO_0000019,,1,A,Autocuration,,0,Percent ratio of the enantiomeric form (+)R extracted from the urine of alveolar rhabdomyosarcoma patients was determined,22224,U,,CHEMBL618302,1088.0,
4876,,Homo sapiens,BAO_0000019,,1,A,Autocuration,,0,Percent ratio of the enantiomeric form (+)R extracted from the urine of embryonal rhabdomyosarcoma patients was determined,22224,U,,CHEMBL876394,1088.0,
4877,,Homo sapiens,BAO_0000019,,1,A,Autocuration,,0,Percent ratio of the enantiomeric form (-)S extracted from the urine of alveolar rhabdomyosarcoma patients was determined,22224,U,,CHEMBL618303,1088.0,
4878,,Homo sapiens,BAO_0000019,,1,A,Autocuration,,0,Percent ratio of the enantiomeric form (-)S extracted from the urine of embryonal rhabdomyosarcoma patients was determined,22224,U,,CHEMBL618304,1088.0,
4879,,Homo sapiens,BAO_0000218,,1,A,Autocuration,In vivo,0,Bioavailability was evaluated in man at a dose of 10 mg/kg after po administration; not determined,22224,U,,CHEMBL618305,,
4880,,Homo sapiens,BAO_0000218,,1,A,Autocuration,In vivo,0,Oral bioavailability in human,22224,U,,CHEMBL618306,,
4881,,Homo sapiens,BAO_0000019,,1,A,Autocuration,,0,Compound was tested for human plasma protein binding,22224,U,,CHEMBL618307,,
4882,,Homo sapiens,BAO_0000019,,1,A,Autocuration,,0,Compound was tested for human plasma protein binding; Not determined,22224,U,,CHEMBL618308,,
4883,,Homo sapiens,BAO_0000019,,1,A,Autocuration,,0,Protein binding activity of compound in human plasma; % Free,22224,U,,CHEMBL618309,,
4884,,Homo sapiens,BAO_0000019,,1,A,Autocuration,,0,Unbound fraction (plasma),22224,U,,CHEMBL618310,,
4885,,Homo sapiens,BAO_0000366,,1,A,Autocuration,,0,Half life for the hydrolysis of compound in human blood serum,22224,U,,CHEMBL873353,1969.0,
4886,,Homo sapiens,BAO_0000366,,1,A,Autocuration,,0,Half life period in human plasma using phosphate buffer (0.08 M),22224,U,,CHEMBL618311,1969.0,
4887,,Homo sapiens,BAO_0000366,,1,A,Autocuration,,0,Half life period in human plasma using phosphate buffer (0.1 M),22224,U,,CHEMBL618312,1969.0,
4888,,Homo sapiens,BAO_0000366,,1,A,Autocuration,,0,Half-life in human plasma was determined,22224,U,,CHEMBL618313,1969.0,
4889,,Homo sapiens,BAO_0000019,,1,A,Autocuration,,0,Concentration required for 50% toxicity in metastatic lung carcinoma (MV522) cells.,22224,U,,CHEMBL618314,,
4890,,Homo sapiens,BAO_0000019,,1,A,Autocuration,,0,Effect of compound on gelation time of human serum induced by dithiothreitol (DTT),22224,U,,CHEMBL618315,,
4891,,Homo sapiens,BAO_0000019,,1,A,Autocuration,,0,"Rate constant in chemical and enzymatic hydrolysis to form L-DOPA, in 80% human plasma",22224,U,,CHEMBL618316,,
4892,,Homo sapiens,BAO_0000019,,1,A,Autocuration,,0,"Rate constant in chemical and enzymatic hydrolysis to form another compound (8)*, in 80% human plasma (experiment 1)",22224,U,,CHEMBL618317,,
4893,,Homo sapiens,BAO_0000019,,1,A,Autocuration,,0,"Rate constant in chemical and enzymatic hydrolysis to form another compound (8)*, in 80% human plasma (experiment 2)",22224,U,,CHEMBL620138,,
4894,,Homo sapiens,BAO_0000019,,1,A,Autocuration,,0,Partition coefficient (logP),22224,U,,CHEMBL858280,,
4895,,Homo sapiens,BAO_0000019,,1,A,Autocuration,,0,In vitro metabolic stability in human was measured as pmol/min/mg/protein,22224,U,,CHEMBL620139,,
4896,,Homo sapiens,BAO_0000251,,1,A,Autocuration,,0,In vitro metabolic stability determined after 30 min of incubation in human hepatic microsomes,22224,U,,CHEMBL620140,,
4897,,Homo sapiens,BAO_0000019,,1,A,Autocuration,,0,Metabolism of compound in human liver slices (male) ('+''indicates <20% largest observed peak),22224,U,,CHEMBL620141,,
4898,,Homo sapiens,BAO_0000019,,1,A,Autocuration,,0,Metabolism of compound in human liver slices (male) ('++''indicates 20-50% largest observed peak),22224,U,,CHEMBL620142,,
4899,,Homo sapiens,BAO_0000019,,1,A,Autocuration,,0,Metabolism of compound in human liver slices (male) ('++++' indicates largest observed peak),22224,U,,CHEMBL620143,,
4900,,Homo sapiens,BAO_0000251,,1,A,Autocuration,,0,Metabolism of compound in human microsomes ('+''indicates <20% largest observed peak),22224,U,,CHEMBL620144,,
4901,,Homo sapiens,BAO_0000251,,1,A,Autocuration,,0,Metabolism of compound in human microsomes ('++++' indicates largest observed peak),22224,U,,CHEMBL620145,,
4902,,Homo sapiens,BAO_0000251,,1,A,Autocuration,,0,Metabolism of compound in human microsomes; Trace,22224,U,,CHEMBL620146,,
4903,,Homo sapiens,BAO_0000251,,1,A,Autocuration,,0,Percent of compound remaining after 120 min of Metabolization upon incubation with human liver microsomes,22224,U,,CHEMBL620147,2107.0,
4904,,Homo sapiens,BAO_0000251,,1,A,Autocuration,,0,Percent metabolized in an in vitro human liver microsomal incubation assay after 60 min,22224,U,,CHEMBL620148,,
4905,,Homo sapiens,BAO_0000251,,1,A,Autocuration,,0,In vitro metabolic potential in human liver microsomes,22224,U,,CHEMBL620149,2107.0,
4906,,Homo sapiens,BAO_0000019,,1,A,Autocuration,,0,Metabolism by recombinant human NAD(P)H:quinone oxidoreductase (NQO1) was evaluated,22224,U,,CHEMBL876412,,
4907,,Homo sapiens,BAO_0000019,,1,A,Autocuration,,0,Tested for human plasma protein binding of the compound; Not tested,22224,U,,CHEMBL619352,,
4908,,Homo sapiens,BAO_0000019,,1,A,Autocuration,,0,Compound was tested for percent protein binding (PB) in human,22224,U,,CHEMBL619353,,
4909,,Homo sapiens,BAO_0000019,,1,A,Autocuration,,0,Protein binding in human plasma,22224,U,,CHEMBL619354,1969.0,
4910,,Homo sapiens,BAO_0000019,,1,A,Autocuration,,0,Permeability coefficient (B to A) in Caco-2 cell,22224,U,,CHEMBL619355,,
4911,,Homo sapiens,BAO_0000019,,1,A,Autocuration,,0,Permeability directional ratio (PB-A/PA-B) in Caco-2 cell,22224,U,,CHEMBL619356,,
4912,,Homo sapiens,BAO_0000019,,1,A,Autocuration,,0,Apparent permeability coefficient (Papp) was determined in human Caco-2 cell monolayer (n = 3),22224,U,,CHEMBL619357,,
4913,,Homo sapiens,BAO_0000019,,1,A,Autocuration,,0,In vitro rate of absorption observed as Caco-2 permeability in humans,22224,U,,CHEMBL619358,,
4914,495.0,Homo sapiens,BAO_0000219,Caco-2,1,A,Autocuration,,0,Cellular permeability of compound was determined in Caco-2 cells; High,22224,U,,CHEMBL619359,,
4915,495.0,Homo sapiens,BAO_0000219,Caco-2,1,A,Autocuration,,0,Permeability in Caco-2 cells of compound,22224,U,,CHEMBL619360,,
4916,,Homo sapiens,BAO_0000019,,1,A,Autocuration,,0,Permeability coefficient (A to B) in Caco-2 cell,22224,U,,CHEMBL619361,,
4917,,Homo sapiens,BAO_0000019,,1,A,Autocuration,,0,Permeability coefficient (B to A) in Caco-2 cell,22224,U,,CHEMBL619362,,
4918,,Homo sapiens,BAO_0000019,,1,A,Autocuration,,0,Permeability coefficient (Papp) (Caco-2 cell monolayer),22224,U,,CHEMBL619363,,
4919,,Homo sapiens,BAO_0000019,,1,A,Autocuration,,0,Compound was measured for binding rate for human serum at a carbapenem concentration of 10 ug/mL,22224,U,,CHEMBL618942,,
4920,,Homo sapiens,BAO_0000019,,1,A,Autocuration,,0,Compound was tested for protein binding in human plasma,22224,U,,CHEMBL618943,,
4921,,Homo sapiens,BAO_0000019,,1,A,Autocuration,,0,Transcellular permeability of the [(PA-B+PB-A)/2)] compound was determined in Caco-2 cell,22224,U,,CHEMBL618944,,
4922,,Homo sapiens,BAO_0000019,,1,A,Autocuration,,0,Quantity of the metabolite found in the urine of the embryonal rhabdomyosarcoma patients treated with ifosfamide from 1200 mL of urine tested on day 3,22224,U,,CHEMBL618945,1088.0,
4923,,Mus musculus,BAO_0000218,,1,A,Intermediate,In vivo,1,In vivo Tmax was determined in murine septicemia at dose of 50 mg/kg,50594,N,,CHEMBL618946,,
4924,,Mus musculus,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximum time was determined in mice at a single subcutaneous administration of 40 mg/kg (n=4),50594,N,,CHEMBL876413,,
4925,,Mus musculus,BAO_0000218,,1,A,Intermediate,In vivo,1,Tested for Tmax value at the dose of 10 mg/kg when administered perorally in mouse,50594,N,,CHEMBL618947,,
4926,,Mus musculus,BAO_0000218,,1,A,Intermediate,In vivo,1,Time taken to reach maximum concentration in plasma upon oral administration in mouse,50594,N,,CHEMBL618948,1969.0,
4927,,Mus musculus,BAO_0000218,,1,A,Intermediate,In vivo,1,Time to reach maximum plasma concentration was determined in mouse after 5 mg/kg (i.v.) and 6 mg/kg (p.o.) administration,50594,N,,CHEMBL618949,1969.0,
4928,,Mus musculus,BAO_0000218,,1,F,Intermediate,In vivo,1,Tmax after intraperitoneal administration in mice at 23 uM/kg,50594,N,,CHEMBL618950,,
4929,,Mus musculus,BAO_0000218,,1,A,Intermediate,In vivo,1,Tmax after oral administration at 30 mg/kg in ICR mouse,50594,N,,CHEMBL618951,,
4930,,Mus musculus,BAO_0000218,,1,A,Intermediate,In vivo,1,Tmax after peroral administration in mice at 2.4 uM/kg,50594,N,,CHEMBL618952,,
4931,,Mus musculus,BAO_0000218,,1,A,Intermediate,In vivo,1,Tmax at a single subcutaneous administration of 40 mg/kg in mice,50594,N,,CHEMBL618953,,
4932,,Mus musculus,BAO_0000218,,1,A,Intermediate,In vivo,1,Tmax in brain of mice at the oral dose of 50 mg/kg,50594,N,,CHEMBL618954,955.0,
4933,,Mus musculus,BAO_0000218,,1,A,Intermediate,In vivo,1,Tmax in kidney of mice at the oral dose of 50 mg/kg,50594,N,,CHEMBL618955,2113.0,
4934,,Mus musculus,BAO_0000218,,1,A,Intermediate,In vivo,1,Tmax in liver of mice at the oral dose of 50 mg/kg,50594,N,,CHEMBL618956,2107.0,
4935,,Mus musculus,BAO_0000218,,1,A,Intermediate,In vivo,1,Tmax in lungs of mice at the oral dose of 50 mg/kg,50594,N,,CHEMBL618957,2048.0,
4936,,Mus musculus,BAO_0000218,,1,F,Intermediate,In vivo,1,Tmax in mice at 18 uM/kg i.p. administration,50594,N,,CHEMBL618958,,
4937,,Mus musculus,BAO_0000218,,1,F,Intermediate,In vivo,1,Tmax in mice at 23 uM/kg i.v. administration,50594,N,,CHEMBL618959,,
4938,,Mus musculus,BAO_0000218,,1,F,Intermediate,In vivo,1,Tmax in mice at 25 uM/kg i.p. administration,50594,N,,CHEMBL618960,,
4939,,Mus musculus,BAO_0000218,,1,F,Intermediate,In vivo,1,Tmax in mice at 26 uM/kg i.p. administration,50594,N,,CHEMBL876723,,
4940,,Mus musculus,BAO_0000218,,1,A,Intermediate,In vivo,1,Tmax in spleen of mice at the oral dose of 50 mg/kg,50594,N,,CHEMBL618961,2106.0,
4941,,Mus musculus,BAO_0000218,,1,A,Intermediate,In vivo,1,Tmax value at a dose of 10 mg/kg intravenous administration in mice.,50594,N,,CHEMBL618962,,
4942,,Mus musculus,BAO_0000218,,1,A,Intermediate,In vivo,1,Tmax value at a dose of 10 mg/kg peroral administration in mice.,50594,N,,CHEMBL618963,,
4943,,Mus musculus,BAO_0000218,,1,A,Intermediate,,1,Tmax value in IRC mice,50594,N,,CHEMBL618964,,
4944,,Mus musculus,BAO_0000218,,1,A,Intermediate,In vivo,1,Tmax value was determined at a dose of 100 mg/kg (i.p.) in Mice,50594,N,,CHEMBL618965,,
4945,,Mus musculus,BAO_0000218,,1,A,Intermediate,In vivo,1,Tmax value was determined at a dose of 200 mg/kg (i.p.) in Mice,50594,N,,CHEMBL618966,,
4946,,Mus musculus,BAO_0000218,,1,A,Intermediate,,1,Evaluated for pharmacokinetic parameter urine recovery in mouse at the dose 20 mg/kg ( 0-24 hr ),50594,N,,CHEMBL618967,1088.0,
4947,,Mus musculus,BAO_0000218,,1,A,Intermediate,,1,Evaluated for pharmacokinetic parameter urine recovery in mouse at the dose 20 mg/kg (0-24 hr),50594,N,,CHEMBL618968,1088.0,
4948,,Mus musculus,BAO_0000218,,1,A,Intermediate,,1,Urinary recovery by disk method using Streptococcus pyogenes (0-24 h),50594,N,,CHEMBL618969,1088.0,
4949,,Mus musculus,BAO_0000218,,1,A,Intermediate,,1,The first compartment constitutes the majority of the volume of distribution after intraperitoneal administration of 100 mg/kg in mice,50594,N,,CHEMBL618970,,
4950,,Mus musculus,BAO_0000218,,1,A,Intermediate,,1,The second majority of the volume of distribution after intraperitoneal administration of 100 mg/kg in mice,50594,N,,CHEMBL618971,,
