assay_tissue,bao_format,assay_id,relationship_type,description,curated_by,cell_id,tid,variant_id,doc_id,tissue_id,assay_tax_id,assay_organism,assay_category,chembl_id,assay_cell_type,src_assay_id,assay_test_type,assay_subcellular_fraction,assay_type,src_id,confidence_score,assay_strain
,BAO_0000219,1003,H,Binding affinity against human 5-hydroxytryptamine 1A receptors HEK 293 cell membranes using [35S]GTP gamma-S,Autocuration,722.0,51,,17296,,,,,CHEMBL616046,HEK293,,,,F,1,8,
,BAO_0000219,1004,H,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor expressed in CHO cells (experiment 2),Autocuration,449.0,51,,2759,,,,,CHEMBL616047,CHO,,,,F,1,8,
,BAO_0000219,1005,H,Compound was tested for its potency against human 5-hydroxytryptamine 1A receptor expressed in CHO cells,Autocuration,449.0,51,,2759,,,,,CHEMBL616048,CHO,,,,F,1,8,
,BAO_0000219,1006,D,Potency against human 5-hydroxytryptamine 1A receptor expressed in CHO cells (experiment 1),Expert,449.0,51,,2759,,9606.0,Homo sapiens,,CHEMBL616049,CHO,,,,F,1,9,
,BAO_0000219,1007,H,Compound was tested for its potency against human 5-hydroxytryptamine 1A receptor expressed in CHO cells (experiment 2),Autocuration,449.0,51,,2759,,,,,CHEMBL616050,CHO,,,,F,1,8,
,BAO_0000219,1008,H,In vitro effective concentration required to inhibit forskolin-stimulated cAMP levels in HA7 cells expressing human 5-HT1A receptor,Expert,,51,,15419,,,,,CHEMBL616051,,,,,F,1,8,
,BAO_0000219,1009,H,In vitro effective concentration required to inhibit forskolin-stimulated cAMP levels in HA7 cells expressing human 5-HT1A receptor; Not tested,Autocuration,,51,,15419,,,,,CHEMBL616212,,,,,F,1,8,
,BAO_0000019,1010,H,"ability to influence the binding of [35S]GTP-gamma-S, to HeLa cell membranes expressing the human 5-hydroxytryptamine 1A receptor",Autocuration,,51,,16026,,,,,CHEMBL616213,,,,,F,1,8,
,BAO_0000219,1011,H,Ability to bind to 5-hydroxytryptamine 1A receptor from cloned human expressed in Ha7 cells,Expert,,51,,1414,,,,,CHEMBL616214,,,In vitro,,B,1,8,
,BAO_0000219,1012,H,Ability to bind to 5-hydroxytryptamine 1A receptor subtype from cloned human expressed in Ha7 cells,Expert,,51,,1414,,,,,CHEMBL616215,,,In vitro,,B,1,8,
,BAO_0000357,1013,H,Binding activity radioligand.,Autocuration,,51,,12861,,,,,CHEMBL616216,,,,,B,1,8,
,BAO_0000019,1014,H,Binding activity against 5-hydroxytryptamine 3 receptor from rat cortex homogenate using [3H]-Q-ICS 205-930 as radioligand.,Autocuration,,51,,12861,,,,,CHEMBL616217,,,,,B,1,8,
,BAO_0000357,1015,H,Binding affinity for human cloned 5-hydroxytryptamine 1A receptor,Autocuration,,51,,5104,,,,,CHEMBL616218,,,,,B,1,8,
,BAO_0000357,1016,H,Binding affinity for human cloned 5-hydroxytryptamine 1A receptor,Autocuration,,51,,5105,,,,,CHEMBL616219,,,,,B,1,8,
,BAO_0000357,1017,H,binding affinity towards human recombinant 5-hydroxytryptamine 1A receptor,Autocuration,,51,,16312,,,,,CHEMBL616220,,,,,B,1,8,
,BAO_0000357,1018,D,Displacement of [3H]8-hydroxy-2-(di-n-propylamino)tetralin from human 5-hydroxytryptamine 1A receptor,Expert,,51,,15180,,9606.0,Homo sapiens,,CHEMBL833493,,,,,B,1,9,
,BAO_0000357,1019,H,Ability to displace the radioligand [3H]-8-OH-DPAT from human 5-hydroxytryptamine 1A receptor,Autocuration,,51,,5033,,,,,CHEMBL616221,,,,,B,1,8,
,BAO_0000219,1020,D,Affinity constant on CHO cells expressing Human recombinant 5-hydroxytryptamine receptor 1A,Expert,449.0,51,,16909,,9606.0,Homo sapiens,,CHEMBL616222,CHO,,,,B,1,9,
,BAO_0000019,1021,H,Antagonistic affinity against cloned human 5-hydroxytryptamine 1A receptor,Autocuration,,51,,2590,,,,,CHEMBL616223,,,,,F,1,8,
,BAO_0000019,1022,H,Antagonistic affinity against cloned human 5-hydroxytryptamine 1A receptor; Not determined,Autocuration,,51,,2590,,,,,CHEMBL616224,,,,,F,1,8,
,BAO_0000019,1023,H,Binding affinity at human 5-hydroxytryptamine 1A receptor by inhibition of [3H]8-OH-DPAT binding in Chinese hamster ovary cell line,Expert,,51,,16394,,,,,CHEMBL616225,,,,,B,1,8,
,BAO_0000219,1024,D,Binding affinity to human cloned 5-hydroxytryptamine 1A receptor in HEK 293 cells using [3H]-8-OH- DPAT as radioligand,Expert,722.0,51,,4540,,9606.0,Homo sapiens,,CHEMBL616226,HEK293,,,,B,1,9,
,BAO_0000219,1025,H,Binding affinity against 5-hydroxytryptamine 1A human cloned receptors in HEK293 cells,Autocuration,722.0,51,,17296,,,,,CHEMBL616227,HEK293,,,,B,1,8,
,BAO_0000219,1026,H,Binding affinity against 5-hydroxytryptamine 1A human cloned receptors in HEK293 cells using [3H]8-OH-DPAT as radioligand,Autocuration,722.0,51,,17296,,,,,CHEMBL616228,HEK293,,,,B,1,8,
,BAO_0000219,1027,H,Binding affinity towards 5-hydroxytryptamine 1A receptor (human cloned receptor) in HEK293 cells using [3H]8-OH-DPAT as radioligand;,Autocuration,722.0,51,,15779,,,,,CHEMBL616229,HEK293,,,,B,1,8,
,BAO_0000219,1028,H,Binding affinity towards 5-hydroxytryptamine 1A receptor (human cloned receptor) in HEK293 cells using [3H]8-OH-DPAT as radioligand; ND means no data,Autocuration,722.0,51,,15779,,,,,CHEMBL616230,HEK293,,,,B,1,8,
,BAO_0000219,1029,H,Binding affinity towards 5-hydroxytryptamine 1A receptor (human cloned receptor) in HEK293 cells using [3H]8-OH-DPAT as radioligand;ND means no data.,Autocuration,722.0,51,,15779,,,,,CHEMBL616231,HEK293,,,,B,1,8,
,BAO_0000357,1030,H,Binding affinity towards 5-hydroxytryptamine 1A receptor in human using [3H]8-OH-DPAT as radioligand,Autocuration,,51,,6166,,,,,CHEMBL616232,,,,,B,1,8,
,BAO_0000219,1031,H,Binding affinity towards 5-hydroxytryptamine 1A receptor (human cloned receptor) in HEK293 cells using [3H]8-OH-DPAT as radioligand;,Autocuration,722.0,51,,15779,,,,,CHEMBL616233,HEK293,,,,B,1,8,
,BAO_0000219,1032,H,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1A receptor in HEK 293 cells using [3H]8-OH-DPAT as the radioligand,Autocuration,722.0,51,,4199,,,,,CHEMBL857973,HEK293,,,,B,1,8,
,BAO_0000219,1033,H,Compound was evaluated for its ability to displace [3H]8-OH-DPAT binding from human 5-hydroxytryptamine 1A receptor in mammalian cells,Autocuration,,51,,15316,,,,,CHEMBL616234,,,,,B,1,8,
,BAO_0000357,1034,H,Compound was tested for binding affinity against human 5-hydroxytryptamine 1A receptor,Autocuration,,51,,14875,,,,,CHEMBL616235,,,,,B,1,8,
,BAO_0000219,1035,H,Binding affinity at human cloned 5-hydroxytryptamine 1A receptor expressed in HeLa cells by [3H]8-hydroxy-2-(di-n-propylamino)tetraline displacement.,Expert,308.0,51,,14727,,,,,CHEMBL616236,HeLa,,,,B,1,8,
,BAO_0000019,1036,H,Binding affinity at native 5-hydroxytryptamine 1A receptor in rat by [3H]8-hydroxy-2-(di-n-propylamino)tetraline displacement.,Expert,,51,,14727,,,,,CHEMBL616237,,,,,B,1,8,
,BAO_0000219,1037,H,Compound was tested for its binding affinity against 5-hydroxytryptamine 1A receptor in human cloned receptors in HEK 293 cells using [3H]8-OH-DPAT,Autocuration,722.0,51,,15146,,,,,CHEMBL616238,HEK293,,,,B,1,8,
,BAO_0000219,1038,H,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1A receptor in HEK 293 using [3H]5-CT as a radioligand,Autocuration,722.0,51,,5213,,,,,CHEMBL616239,HEK293,,,,B,1,8,
,BAO_0000219,1039,H,In vitro binding affinity at human recombinant 5-hydroxytryptamine 1A receptor in mammalian cells using 3[H]8-OH-DPAT as the radioligand,Autocuration,,51,,16429,,,,,CHEMBL616240,,,,,B,1,8,
,BAO_0000219,1040,D,The binding affinity was evaluated on cloned human 5-hydroxytryptamine 1A receptor expressed in HeLa cells by using DPAT as radioligand.,Expert,308.0,51,,15042,,9606.0,Homo sapiens,,CHEMBL616241,HeLa,,,,B,1,9,
,BAO_0000219,1041,H,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1A receptor in HEK 293 cells using [3H]8-OH-DPAT.,Autocuration,722.0,51,,14818,,,,,CHEMBL616242,HEK293,,,,B,1,8,
,BAO_0000219,1042,H,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1A receptor in HEK293 cells, using [3H]8-OH-DPAT as radioligand",Autocuration,722.0,51,,4829,,,,,CHEMBL616243,HEK293,,,,B,1,8,
,BAO_0000357,1043,D,In vitro inhibitory concentration required against [3H]8-OH-DPAT binding to cloned human 5-hydroxytryptamine 1A receptor,Expert,,51,,17200,,,,,CHEMBL616244,,,,,B,1,9,
,BAO_0000357,1044,D,The compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1A receptor,Autocuration,,51,,13051,,9606.0,Homo sapiens,,CHEMBL616245,,,,,B,1,9,
,BAO_0000357,1045,H,Binding affinity towards 5-HT1B receptor by the displacement of [3H]-5-CT] in human recombinant receptors in mammalian cell,Autocuration,,106,,5486,,,,,CHEMBL616246,,,,,B,1,8,
,BAO_0000357,1046,H,Binding affinity against 5-HT1D receptor,Autocuration,,105,,5254,,,,,CHEMBL616247,,,,,B,1,8,
,BAO_0000357,1047,H,Binding affinity against 5-hydroxytryptamine 1A receptor,Autocuration,,105,,5254,,,,,CHEMBL616248,,,,,B,1,8,
,BAO_0000357,1048,H,Affinity of compound towards 5-hydroxytryptamine 1A receptor was evaluated using radioligand binding technique,Autocuration,,107,,15331,,,,,CHEMBL616249,,,,,B,1,8,
,BAO_0000357,1049,H,Binding affinity against serotonin 5-hydroxytryptamine 1A receptor using radioligand [3H]8-OH-DPAT binding assay,Autocuration,,10576,,13506,,9606.0,Homo sapiens,,CHEMBL616250,,,,,B,1,8,
,BAO_0000357,1050,H,Inhibition of [3H]- 8-OH-DAPT binding against human recombinant 5-hydroxytryptamine 1A receptor,Autocuration,,51,,15267,,,,,CHEMBL616251,,,,,B,1,8,
,BAO_0000218,1051,H,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice 15 min after administration of the compound,Autocuration,,11863,,16616,,,,,CHEMBL616252,,,In vivo,,F,1,8,
,BAO_0000218,1052,H,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice 30 min after administration of the compound,Autocuration,,11863,,16616,,,,,CHEMBL616253,,,In vivo,,F,1,8,
,BAO_0000218,1053,H,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice 60 min after administration of the compound,Autocuration,,11863,,16616,,,,,CHEMBL616254,,,In vivo,,F,1,8,
,BAO_0000218,1054,D,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 10 mg/kg after 15 min,Expert,,11863,,16616,,10090.0,Mus musculus,,CHEMBL616255,,,,,F,1,9,
,BAO_0000218,1055,D,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 10 mg/kg after 30 min,Expert,,11863,,16616,,10090.0,Mus musculus,,CHEMBL832872,,,,,F,1,9,
,BAO_0000218,1056,D,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 10 mg/kg after 60 min,Expert,,11863,,16616,,10090.0,Mus musculus,,CHEMBL616256,,,,,F,1,9,
,BAO_0000218,1057,D,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 1 mg/kg after 15 min,Expert,,11863,,16616,,10090.0,Mus musculus,,CHEMBL616257,,,,,F,1,9,
,BAO_0000218,1058,D,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 1 mg/kg after 30 min,Expert,,11863,,16616,,10090.0,Mus musculus,,CHEMBL616258,,,,,F,1,9,
,BAO_0000218,1059,D,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 1 mg/kg after 60 min,Expert,,11863,,16616,,10090.0,Mus musculus,,CHEMBL616384,,,,,F,1,9,
Hippocampus,BAO_0000221,1060,H,Hill number was determined for inhibition of of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in mouse hippocampus,Autocuration,,11863,,10297,10000000.0,,,,CHEMBL616385,,,,,B,1,8,
,BAO_0000357,1061,H,Inhibitory activity against serotonin 5-hydroxytryptamine 1A receptor from mice.,Expert,,11863,,13704,,,,,CHEMBL616386,,,,,B,1,8,
Hippocampus,BAO_0000221,1062,D,Inhibitory activity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in mouse hippocampus,Expert,,11863,,10297,10000000.0,10090.0,Mus musculus,,CHEMBL616387,,,,,B,1,9,
Hippocampus,BAO_0000221,1063,H,Binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in mouse hippocampus; Not determined,Autocuration,,11863,,10297,10000000.0,,,,CHEMBL616388,,,,,B,1,8,
Hippocampus,BAO_0000221,1064,D,Binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in mouse hippocampus,Expert,,11863,,10297,10000000.0,10090.0,Mus musculus,,CHEMBL616389,,,,,B,1,9,
Hippocampus,BAO_0000221,1065,H,Binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in mouse hippocampus; Not determined,Autocuration,,11863,,10297,10000000.0,,,,CHEMBL616390,,,,,B,1,8,
,BAO_0000357,1066,H,Compound was tested for binding affinity to 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as a radioligand,Autocuration,,11863,,217,,,,,CHEMBL616391,,,,,B,1,8,
Hippocampus,BAO_0000221,1067,D,Hill number was determined for inhibition of of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in mouse hippocampus,Expert,,11863,,10297,10000000.0,10090.0,Mus musculus,,CHEMBL616392,,,,,B,1,9,
,BAO_0000357,1068,H,Ability to displace [3H]8-OH-DPAT radioligand from porcine 5-hydroxytryptamine 1A receptor,Autocuration,,51,,4921,,9823.0,Sus scrofa,,CHEMBL616393,,,,,B,1,8,
,BAO_0000357,1069,H,Ability to displace [3H]8-OH-DPAT radioligand from porcine 5-hydroxytryptamine 1A receptor; ND denotes not determined,Autocuration,,51,,4921,,9823.0,Sus scrofa,,CHEMBL616394,,,,,B,1,8,
,BAO_0000019,1070,H,Binding affinity of compound measured for 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT-labeled porcine brain homogenates,Autocuration,,51,,4996,,9823.0,Sus scrofa,,CHEMBL616395,,,,,B,1,8,
,BAO_0000357,1071,H,Compound was evaluated for the binding affinity at 5- HT1A receptor,Autocuration,,51,,12918,,9823.0,Sus scrofa,,CHEMBL616396,,,,,B,1,8,
,BAO_0000019,1072,H,Compound was tested in vitro for its ability to compete with [3H]8-OH-DPAT at 5-hydroxytryptamine 1A receptor in porcine brain homogenate,Autocuration,,51,,5333,,9823.0,Sus scrofa,,CHEMBL872907,,,,,B,1,8,
,BAO_0000019,1073,H,In vitro for its ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in porcine brain homogenate,Autocuration,,51,,4437,,9823.0,Sus scrofa,,CHEMBL616397,,,,,B,1,8,
,BAO_0000019,1074,H,Compound was tested for its ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in pig cortex,Autocuration,,51,,1742,,9823.0,Sus scrofa,,CHEMBL616398,,,,,B,1,8,
,BAO_0000357,1075,H,Displacement of [3H]- 8-OH-DPAT from porcine 5-hydroxytryptamine 1A receptor,Expert,,51,,16688,,9823.0,Sus scrofa,,CHEMBL616399,,,,,B,1,8,
,BAO_0000357,1076,H,Binding activity radioligand.,Autocuration,,51,,12861,,9823.0,Sus scrofa,,CHEMBL857065,,,,,B,1,8,
,BAO_0000019,1077,H,Binding activity against 5-hydroxytryptamine 1A receptor from pig cortex membrane using [3H]8-OH-DPAT-HT as radioligand.,Expert,,51,,12861,,9823.0,Sus scrofa,,CHEMBL616400,,,,,B,1,8,
,BAO_0000019,1078,H,Binding activity against 5-hydroxytryptamine 1A receptor from pig cortex membrane using [3H]8-OH-DPAT-HT as radioligand.,Autocuration,,51,,12861,,9823.0,Sus scrofa,,CHEMBL616401,,,,,B,1,8,
,BAO_0000019,1079,H,Displacement of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor from pig cortex,Expert,,10624,,12490,,,,,CHEMBL616402,,,,,B,1,8,
,BAO_0000019,1080,H,Displacement of [3H]8-OH-DPAT from pig cortex 5-hydroxytryptamine 1A receptor,Expert,,51,,11828,,9823.0,Sus scrofa,,CHEMBL616403,,,,,B,1,8,
Hippocampus,BAO_0000221,1081,H,Binding affinity for 5-hydroxytryptamine 1A receptor in piglet hippocampus using [3H]8-OH-DPAT,Autocuration,,51,,11866,10000000.0,9823.0,Sus scrofa,,CHEMBL616404,,,,,B,1,8,
,BAO_0000249,1082,H,Binding affinity towards 5-hydroxytryptamine 1A receptor in pig frontal cortex membranes using [8H]-OH-DPAT,Autocuration,,51,,12827,,9823.0,Sus scrofa,,CHEMBL616405,,,,,B,1,8,
,BAO_0000019,1083,H,Binding affinity was evaluated by 5-hydroxytryptamine 1A receptor agonism in the pig cortex by displacing 8-OH-DPAT,Autocuration,,51,,12918,,9823.0,Sus scrofa,,CHEMBL616406,,,,,B,1,8,
,BAO_0000019,1084,H,Agonistic activity against 5-hydroxytryptamine 1A receptor in pig cortex using [3H]8-OH-DPAT,Expert,,51,,12919,,9823.0,Sus scrofa,,CHEMBL616407,,,,,F,1,8,
,BAO_0000019,1085,H,Binding affinity against 5-hydroxytryptamine 1 receptor using rabbit jugular vein assay in the presence of endothelium,Autocuration,,51,,13047,,9986.0,Oryctolagus cuniculus,,CHEMBL616408,,,,,B,1,8,
,BAO_0000249,1086,D,Inhibition activity against 5-hydroxytryptamine 1A receptor in rat hippocampus membranes using radio binding assays,Expert,,10576,,15796,,10116.0,Rattus norvegicus,,CHEMBL616409,,,,,B,1,9,
Hippocampus,BAO_0000221,1087,D,"Inhibition of [3H]8-hydroxy-2-dipropylamino-1,2,3,4-tetrahydronaphthalene binding to 5-hydroxytryptamine 1A receptor in hippocampus region of rat brain; Less active",Expert,,10576,,3651,10000000.0,10116.0,Rattus norvegicus,,CHEMBL616410,,,,,B,1,9,
,BAO_0000357,1088,H,Tested for the effect on binding at 5-hydroxytryptamine 1A receptor; No activity,Autocuration,,10576,,188,,,,,CHEMBL616411,,,,,B,1,8,
,BAO_0000249,1089,D,"Antagonist activity to stimulate binding of [35S]GTP-gamma-S, to 5-hydroxytryptamine 1A receptor in isolated rat hippocampal membranes",Expert,,10576,,16616,,10116.0,Rattus norvegicus,,CHEMBL616412,,,,Membranes,F,1,9,
Hippocampus,BAO_0000249,1090,D,"Inhibition of (+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding in rat hippocampal membranes",Expert,,10576,,16616,10000000.0,10116.0,Rattus norvegicus,,CHEMBL616413,,,,Membranes,F,1,9,
Hippocampus,BAO_0000221,1091,H,The binding of [125I]MPPI ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,Autocuration,,10576,,12306,10000000.0,,,,CHEMBL616414,,,,,B,1,8,
Hippocampus,BAO_0000221,1092,D,Binding affinity for rat hippocampus 5-hydroxytryptamine 1A receptor by inhibition of [3H]8-OH-DPAT binding,Expert,,10576,,17167,10000000.0,10116.0,Rattus norvegicus,,CHEMBL616415,,,,,B,1,9,
,BAO_0000019,1093,H,Binding affinity measured at the 5-hydroxytryptamine 1A receptor by the inhibition of [3H]8-OH-DPAT binding to rat cortex using unlabeled buspirone for nonspecific binding.,Autocuration,,10576,,14776,,,,,CHEMBL616416,,,,,B,1,8,
,BAO_0000357,1094,H,Binding affinity of 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand.,Expert,,10576,,12158,,,,,CHEMBL616417,,,,,B,1,8,
,BAO_0000357,1095,H,Binding affinity of [3H]- -8-OH-DPAT labelled towards Rat Hippocampal 5-hydroxytryptamine 1A receptor using radioligand binding assay,Autocuration,,10576,,13481,,,,,CHEMBL616418,,,,,B,1,8,
,BAO_0000219,1096,H,Binding affinity of [3H]-8-OH-DPAT towards 5-hydroxytryptamine 1A receptor in cloned mammalian receptor expressed in cultured cells or from rat whole brain.,Autocuration,,10576,,13427,,,,,CHEMBL616419,,,In vitro,,B,1,8,
,BAO_0000357,1097,H,Binding affinity of compound against 5-hydroxytryptamine 1A receptor binding site using radioligand [3H]8-OH-DPAT,Autocuration,,10576,,10210,,,,,CHEMBL616420,,,,,B,1,8,
,BAO_0000249,1098,H,Binding affinity of compound towards 5-HT 1A receptor by measuring ability to displace [3H]OH-DPAT from 5-hydroxytryptamine 1A receptor in rat striatal membranes,Autocuration,,10576,,10205,,,,,CHEMBL616421,,,,Membranes,B,1,8,
,BAO_0000249,1099,H,Binding affinity of compound towards 5-HT 1A receptor by measuring ability to displace [3H]OH-DPAT from 5-hydroxytryptamine 1A receptor in rat striatal membranes,Autocuration,,10576,,10205,,,,,CHEMBL616422,,,,Membranes,B,1,8,
,BAO_0000249,1100,H,Binding affinity of compound towards 5-hydroxytryptamine 1A receptor in rat striatal membranes by [3H]OH-DPAT displacement.,Expert,,10576,,10205,,,,,CHEMBL616423,,,,Membranes,B,1,8,
,BAO_0000357,1101,D,Binding affinity for 5-hydroxytryptamine 1A receptor with [3H]5-HT,Expert,,10576,,12280,,10116.0,Rattus norvegicus,,CHEMBL616424,,,,,B,1,9,
,BAO_0000357,1102,H,Binding affinity to the rat 5-hydroxytryptamine 1A receptor,Expert,,10576,,17386,,,,,CHEMBL616425,,,,,B,1,8,
,BAO_0000357,1103,H,Binding affinity was tested on 5-hydroxytryptamine 1A receptor using radioligand [3H]5-HT binding assay.,Expert,,10576,,13654,,,,,CHEMBL616426,,,,,B,1,8,
Hippocampus,BAO_0000221,1104,H,Binding affinity against 5-hydroxytryptamine 1A receptor from rat hippocampus using [3H]8-OH-DPAT as the radioligand.,Autocuration,,10576,,14423,10000000.0,,,,CHEMBL616427,,,,,B,1,8,
Hippocampus,BAO_0000221,1105,H,Binding affinity against 5-hydroxytryptamine 1A receptor of rat hippocampus tissue.,Autocuration,,10576,,15412,10000000.0,,,,CHEMBL616428,,,,,B,1,8,
Hippocampus,BAO_0000221,1106,H,Binding affinity by measuring displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampus,Autocuration,,10576,,12073,10000000.0,,,,CHEMBL616290,,,,,B,1,8,
