film_id,durata,durata_noleggio,tariffa_noleggio,voto,data_rilascio,descrizione,costo_sostituzione,lingua_originale_id,titolo,lingua
912,52,3,2.99,PG,2006,A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India,9.99,,TROJAN TOMORROW,English
913,115,3,0.99,R,2006,A Fanciful Drama of a Monkey And a Feminist who must Sink a Man in Berlin,20.99,,TROOPERS METAL,English
914,61,6,2.99,PG,2006,A Lacklusture Panorama of a Forensic Psychologist And a Woman who must Kill a Explorer in Ancient Japan,13.99,,TROUBLE DATE,English
915,92,7,4.99,G,2006,A Thrilling Epistle of a Moose And a Boy who must Meet a Database Administrator in A Monastery,9.99,,TRUMAN CRAZY,English
916,80,3,2.99,G,2006,A Stunning Tale of a Man And a Monkey who must Chase a Student in New Orleans,10.99,,TURN STAR,English
917,152,3,2.99,R,2006,A Boring Drama of a Man And a Forensic Psychologist who must Face a Frisbee in Ancient India,24.99,,TUXEDO MILE,English
918,152,4,4.99,PG,2006,A Touching Display of a Frisbee And a Boat who must Kill a Girl in A MySQL Convention,23.99,,TWISTED PIRATES,English
919,82,3,4.99,G,2006,A Emotional Display of a Husband And a A Shark who must Succumb a Madman in A Manhattan Penthouse,17.99,,TYCOON GATHERING,English
920,62,3,0.99,G,2006,A Amazing Character Study of a Robot And a Student who must Chase a Robot in Australia,16.99,,UNBREAKABLE KARATE,English
921,172,7,2.99,PG-13,2006,A Intrepid Yarn of a Explorer And a Pastry Chef who must Pursue a Mad Cow in A U-Boat,29.99,,UNCUT SUICIDES,English
922,107,7,4.99,PG-13,2006,A Unbelieveable Display of a Crocodile And a Feminist who must Overcome a Moose in An Abandoned Amusement Park,22.99,,UNDEFEATED DALMATIONS,English
923,78,7,2.99,R,2006,A Taut Documentary of a Waitress And a Mad Scientist who must Battle a Technical Writer in New Orleans,12.99,,UNFAITHFUL KILL,English
924,129,7,0.99,PG,2006,A Taut Epistle of a Monkey And a Sumo Wrestler who must Vanquish a A Shark in A Baloon Factory,15.99,,UNFORGIVEN ZOOLANDER,English
925,164,3,0.99,R,2006,A Fast-Paced Reflection of a Cat And a Mad Cow who must Fight a Car in The Sahara Desert,27.99,,UNITED PILOT,English
926,120,5,2.99,NC-17,2006,A Amazing Documentary of a Woman And a Astronaut who must Outrace a Teacher in An Abandoned Fun House,11.99,,UNTOUCHABLES SUNRISE,English
927,174,6,2.99,NC-17,2006,A Fanciful Reflection of a Boy And a Butler who must Pursue a Woman in Berlin,16.99,,UPRISING UPTOWN,English
928,84,5,2.99,PG,2006,A Fateful Documentary of a Dog And a Hunter who must Pursue a Teacher in An Abandoned Amusement Park,16.99,,UPTOWN YOUNG,English
929,128,5,4.99,PG-13,2006,A Touching Display of a Explorer And a Lumberjack who must Fight a Forensic Psychologist in A Shark Tank,21.99,,USUAL UNTOUCHABLES,English
930,145,4,2.99,R,2006,A Fanciful Character Study of a Secret Agent And a Mad Scientist who must Reach a Teacher in Australia,23.99,,VACATION BOONDOCK,English
931,48,7,0.99,PG-13,2006,A Thrilling Display of a Husband And a Butler who must Reach a Pastry Chef in California,9.99,,VALENTINE VANISHING,English
932,73,3,0.99,G,2006,A Astounding Documentary of a Astronaut And a Boy who must Outrace a Sumo Wrestler in Berlin,21.99,,VALLEY PACKER,English
933,126,4,4.99,NC-17,2006,A Epic Story of a Lumberjack And a Monkey who must Confront a Pioneer in A MySQL Convention,11.99,,VAMPIRE WHALE,English
934,122,7,4.99,NC-17,2006,A Fast-Paced Saga of a Girl And a Forensic Psychologist who must Redeem a Girl in Nigeria,20.99,,VANILLA DAY,English
935,142,5,0.99,R,2006,A Intrepid Character Study of a Squirrel And a A Shark who must Kill a Lumberjack in California,17.99,,VANISHED GARDEN,English
936,123,3,2.99,NC-17,2006,A Brilliant Reflection of a Man And a Woman who must Conquer a Pioneer in A MySQL Convention,21.99,,VANISHING ROCKY,English
937,85,7,2.99,NC-17,2006,A Action-Packed Character Study of a Astronaut And a Explorer who must Reach a Monkey in A MySQL Convention,14.99,,VARSITY TRIP,English
938,173,3,4.99,R,2006,A Lacklusture Tale of a Pastry Chef And a Technical Writer who must Confront a Crocodile in An Abandoned Amusement Park,14.99,,VELVET TERMINATOR,English
939,90,4,2.99,R,2006,A Unbelieveable Display of a Mad Scientist And a Mad Scientist who must Outgun a Mad Cow in Ancient Japan,17.99,,VERTIGO NORTHWEST,English
940,64,6,0.99,PG-13,2006,A Insightful Epistle of a Mad Scientist And a Explorer who must Challenge a Cat in The Sahara Desert,19.99,,VICTORY ACADEMY,English
941,145,4,4.99,NC-17,2006,A Lacklusture Display of a Girl And a Astronaut who must Succumb a Student in Australia,10.99,,VIDEOTAPE ARSENIC,English
942,174,7,0.99,PG-13,2006,A Lacklusture Display of a Butler And a Man who must Sink a Explorer in Soviet Georgia,27.99,,VIETNAM SMOOCHY,English
944,179,6,4.99,PG-13,2006,A Awe-Inspiring Documentary of a Robot And a Mad Scientist who must Reach a Database Administrator in A Shark Tank,29.99,,VIRGIN DAISY,English
945,164,5,0.99,R,2006,A Emotional Panorama of a Dentist And a Crocodile who must Meet a Boy in Berlin,22.99,,VIRGINIAN PLUTO,English
946,144,3,4.99,NC-17,2006,A Fateful Tale of a Database Administrator And a Squirrel who must Discover a Student in Soviet Georgia,14.99,,VIRTUAL SPOILERS,English
947,59,5,0.99,PG-13,2006,A Thoughtful Documentary of a Dog And a Man who must Sink a Man in A Shark Tank,16.99,,VISION TORQUE,English
948,139,6,0.99,PG-13,2006,A Amazing Panorama of a Pioneer And a Student who must Overcome a Mad Scientist in A Manhattan Penthouse,22.99,,VOICE PEACH,English
949,157,6,0.99,NC-17,2006,A Awe-Inspiring Yarn of a Hunter And a Feminist who must Challenge a Dentist in The Outback,27.99,,VOLCANO TEXAS,English
950,132,7,4.99,PG,2006,A Boring Tale of a Dog And a Woman who must Meet a Dentist in California,12.99,,VOLUME HOUSE,English
951,78,6,0.99,PG-13,2006,A Epic Tale of a Squirrel And a Hunter who must Conquer a Boy in An Abandoned Mine Shaft,28.99,,VOYAGE LEGALLY,English
952,152,7,2.99,PG,2006,A Intrepid Drama of a Moose And a Boat who must Kill a Explorer in A Manhattan Penthouse,17.99,,WAGON JAWS,English
953,112,3,0.99,PG-13,2006,A Intrepid Epistle of a Woman And a Forensic Psychologist who must Succumb a Astronaut in A Manhattan Penthouse,9.99,,WAIT CIDER,English
954,73,7,4.99,G,2006,A Beautiful Saga of a Feminist And a Composer who must Challenge a Moose in Berlin,18.99,,WAKE JAWS,English
955,135,7,4.99,PG,2006,A Insightful Panorama of a Teacher And a Teacher who must Overcome a Mad Cow in An Abandoned Fun House,19.99,,WALLS ARTIST,English
956,107,7,4.99,PG-13,2006,A Insightful Drama of a A Shark And a Pioneer who must Find a Womanizer in The Outback,23.99,,WANDA CHAMBER,English
957,80,7,4.99,G,2006,A Boring Drama of a Teacher And a Sumo Wrestler who must Challenge a Secret Agent in The Canadian Rockies,26.99,,WAR NOTTING,English
958,178,6,2.99,G,2006,A Action-Packed Display of a Mad Cow And a Astronaut who must Kill a Car in Ancient India,19.99,,WARDROBE PHANTOM,English
959,83,6,2.99,G,2006,A Astounding Yarn of a Pioneer And a Crocodile who must Defeat a A Shark in The Outback,10.99,,WARLOCK WEREWOLF,English
960,128,5,2.99,G,2006,A Taut Reflection of a Teacher And a Database Administrator who must Chase a Madman in The Sahara Desert,15.99,,WARS PLUTO,English
961,161,7,4.99,R,2006,A Awe-Inspiring Reflection of a Cat And a Pioneer who must Escape a Hunter in Ancient China,22.99,,WASH HEAVENLY,English
962,85,7,2.99,PG,2006,A Fanciful Story of a Database Administrator And a Womanizer who must Fight a Database Administrator in Ancient China,18.99,,WASTELAND DIVINE,English
963,78,5,0.99,PG,2006,A Fast-Paced Yarn of a Dog And a Frisbee who must Conquer a Hunter in Nigeria,12.99,,WATCH TRACY,English
964,61,4,4.99,G,2006,A Unbelieveable Documentary of a Dentist And a Technical Writer who must Build a Womanizer in Nigeria,17.99,,WATERFRONT DELIVERANCE,English
965,112,6,0.99,G,2006,A Emotional Yarn of a Boat And a Crocodile who must Meet a Moose in Soviet Georgia,28.99,,WATERSHIP FRONTIER,English
966,70,3,0.99,PG,2006,A Action-Packed Tale of a Student And a Waitress who must Conquer a Lumberjack in An Abandoned Mine Shaft,14.99,,WEDDING APOLLO,English
967,134,5,2.99,R,2006,A Fast-Paced Documentary of a Car And a Butler who must Find a Frisbee in A Jet Boat,26.99,,WEEKEND PERSONAL,English
968,79,6,4.99,G,2006,A Fanciful Story of a Man And a Sumo Wrestler who must Outrace a Student in A Monastery,19.99,,WEREWOLF LOLA,English
969,159,4,4.99,G,2006,A Intrepid Drama of a Butler And a Lumberjack who must Challenge a Database Administrator in A Manhattan Penthouse,29.99,,WEST LION,English
970,52,7,0.99,NC-17,2006,A Lacklusture Tale of a Butler And a Husband who must Face a Boy in Ancient China,11.99,,WESTWARD SEABISCUIT,English
971,109,4,4.99,PG-13,2006,A Intrepid Story of a Pastry Chef And a Database Administrator who must Kill a Feminist in A MySQL Convention,11.99,,WHALE BIKINI,English
972,59,4,4.99,PG-13,2006,A Intrepid Story of a Dentist And a Hunter who must Confront a Monkey in Ancient Japan,24.99,,WHISPERER GIANT,English
973,183,3,4.99,NC-17,2006,A Awe-Inspiring Epistle of a Teacher And a Feminist who must Confront a Pioneer in Ancient Japan,27.99,,WIFE TURN,English
974,181,4,0.99,R,2006,A Beautiful Story of a Monkey And a Sumo Wrestler who must Conquer a A Shark in A MySQL Convention,24.99,,WILD APOLLO,English
975,137,6,2.99,R,2006,A Brilliant Panorama of a Boat And a Astronaut who must Challenge a Teacher in A Manhattan Penthouse,22.99,,WILLOW TRACY,English
976,111,6,0.99,R,2006,A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft,12.99,,WIND PHANTOM,English
977,85,3,2.99,R,2006,A Astounding Character Study of a Womanizer And a Hunter who must Escape a Robot in A Monastery,25.99,,WINDOW SIDE,English
978,98,3,0.99,R,2006,A Unbelieveable Saga of a Forensic Psychologist And a Student who must Face a Squirrel in The First Manned Space Station,12.99,,WISDOM WORKER,English
979,100,6,4.99,NC-17,2006,A Awe-Inspiring Drama of a Secret Agent And a Hunter who must Fight a Moose in Nigeria,10.99,,WITCHES PANIC,English
980,75,4,4.99,PG,2006,A Lacklusture Display of a Robot And a Girl who must Defeat a Sumo Wrestler in A MySQL Convention,12.99,,WIZARD COLDBLOODED,English
981,55,7,0.99,NC-17,2006,A Fast-Paced Drama of a Squirrel And a Robot who must Succumb a Technical Writer in A Manhattan Penthouse,13.99,,WOLVES DESIRE,English
982,126,4,0.99,R,2006,A Insightful Documentary of a Waitress And a Butler who must Vanquish a Composer in Australia,23.99,,WOMEN DORADO,English
983,105,7,2.99,PG,2006,A Unbelieveable Documentary of a Teacher And a Monkey who must Defeat a Explorer in A U-Boat,18.99,,WON DARES,English
984,126,3,2.99,NC-17,2006,A Boring Panorama of a Woman And a Madman who must Overcome a Butler in A U-Boat,20.99,,WONDERFUL DROP,English
985,111,4,4.99,PG,2006,A Awe-Inspiring Character Study of a Waitress And a Car who must Pursue a Mad Scientist in The First Manned Space Station,19.99,,WONDERLAND CHRISTMAS,English
986,85,6,2.99,NC-17,2006,A Brilliant Saga of a Boat And a Mad Scientist who must Meet a Moose in Ancient India,24.99,,WONKA SEA,English
987,116,3,2.99,PG,2006,A Action-Packed Reflection of a Composer And a Mad Scientist who must Face a Pioneer in A MySQL Convention,13.99,,WORDS HUNTER,English
988,139,7,2.99,R,2006,A Action-Packed Yarn of a Secret Agent And a Technical Writer who must Battle a Sumo Wrestler in The First Manned Space Station,26.99,,WORKER TARZAN,English
989,74,4,4.99,R,2006,A Stunning Epistle of a Dentist And a Dog who must Kill a Madman in Ancient China,22.99,,WORKING MICROCOSMOS,English
990,171,3,0.99,PG-13,2006,A Unbelieveable Tale of a Pioneer And a Astronaut who must Overcome a Robot in An Abandoned Amusement Park,13.99,,WORLD LEATHERNECKS,English
991,185,4,2.99,PG,2006,A Thrilling Drama of a Madman And a Dentist who must Conquer a Boy in The Outback,26.99,,WORST BANGER,English
992,176,5,0.99,NC-17,2006,A Intrepid Reflection of a Technical Writer And a Hunter who must Defeat a Sumo Wrestler in A Monastery,17.99,,WRATH MILE,English
993,178,6,2.99,PG-13,2006,A Emotional Saga of a Crocodile And a Sumo Wrestler who must Discover a Mad Cow in New Orleans,10.99,,WRONG BEHAVIOR,English
994,100,6,4.99,PG-13,2006,A Awe-Inspiring Panorama of a Robot And a Boat who must Overcome a Feminist in A U-Boat,29.99,,WYOMING STORM,English
995,86,5,4.99,R,2006,A Amazing Display of a Robot And a Astronaut who must Fight a Womanizer in Berlin,11.99,,YENTL IDAHO,English
996,183,6,0.99,G,2006,A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station,9.99,,YOUNG LANGUAGE,English
997,179,4,0.99,NC-17,2006,A Touching Drama of a Teacher And a Cat who must Challenge a Technical Writer in A U-Boat,14.99,,YOUTH KICK,English
998,105,6,0.99,NC-17,2006,A Fateful Yarn of a Composer And a Man who must Face a Boy in The Canadian Rockies,10.99,,ZHIVAGO CORE,English
999,101,5,2.99,R,2006,A Fateful Reflection of a Waitress And a Boat who must Discover a Sumo Wrestler in Ancient China,28.99,,ZOOLANDER FICTION,English
1000,50,3,4.99,NC-17,2006,A Intrepid Panorama of a Mad Scientist And a Boy who must Redeem a Boy in A Monastery,18.99,,ZORRO ARK,English
