miller2_fsclr,miller2_brnchd,miller2_rgnstnsb-clss,miller2_cntnntd,miller2_sctrprcnt,miller2_sctrnm,miller2_stts,miller2_prjctnmbr,miller2_clmtchngmtgtn(mrkr),miller2_gndrqlt(mrkr),miller2_prtcptrdvlpmntndgdgvrnnc,miller2_mxmmcdcntrbtn(prjct-lvl),miller2_rgnlprgrm(mrkr),miller2_sctnd,miller2_ntdmnt(prjct-lvlbdgt),miller2_rbnsss(mrkr),miller2_chldrnsss(mrkr),miller2_thsss(mrkr),miller2_ndgnssss(mrkr),miller2_dsbltsss(mrkr),miller2_ctstlfrdvlpmnt(mrkr),miller2_knwldgfrdvlpmnt(mrkr),miller2_rgnstnd,miller2_rgnstnnm,miller2_rgnstntp,miller2_rgnstnclss,miller2_cntnntnm,miller2_prjctbrwsrcntrd,miller2_cntrrgnd,miller2_cntrrgnnm,miller2_cntrrgnprcnt,miller2_sctrd,miller2_mntspnt
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.02,Medical education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,PY,PY,Paraguay,0.0081,12181,694.908558
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.01,Basic health care,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,PY,PY,Paraguay,0.0081,12220,347.454279
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.01,Basic nutrition,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,PY,PY,Paraguay,0.0081,12240,347.454279
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.03,Health education,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,PY,PY,Paraguay,0.0081,12261,1042.362837
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.04,Health personnel development,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,PY,PY,Paraguay,0.0081,12281,1389.817116
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.15,Agricultural education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,PY,PY,Paraguay,0.0081,31181,5211.814185
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.05,Environmental education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,PY,PY,Paraguay,0.0081,41081,1737.271395
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.05,Teacher training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,RW,RW,Rwanda,0.0121,11130,2595.183195
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.63,Vocational training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,RW,RW,Rwanda,0.0121,11330,32699.30826
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.01,Health policy and administrative management,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,RW,RW,Rwanda,0.0121,12110,519.0366389999999
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.02,Medical education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,RW,RW,Rwanda,0.0121,12181,1038.0732779999998
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.01,Basic health care,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,RW,RW,Rwanda,0.0121,12220,519.0366389999999
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.01,Basic nutrition,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,RW,RW,Rwanda,0.0121,12240,519.0366389999999
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.03,Health education,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,RW,RW,Rwanda,0.0121,12261,1557.109917
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.04,Health personnel development,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,RW,RW,Rwanda,0.0121,12281,2076.1465559999997
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.15,Agricultural education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,RW,RW,Rwanda,0.0121,31181,7785.549585
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.05,Environmental education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,RW,RW,Rwanda,0.0121,41081,2595.183195
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.05,Teacher training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,SN,SN,Senegal,0.1047,11130,22455.84137
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.63,Vocational training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,SN,SN,Senegal,0.1047,11330,282943.6012
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.01,Health policy and administrative management,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,SN,SN,Senegal,0.1047,12110,4491.168272999999
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.02,Medical education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,SN,SN,Senegal,0.1047,12181,8982.336545999999
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.01,Basic health care,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,SN,SN,Senegal,0.1047,12220,4491.168272999999
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.01,Basic nutrition,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,SN,SN,Senegal,0.1047,12240,4491.168272999999
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.03,Health education,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,SN,SN,Senegal,0.1047,12261,13473.504819999998
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.04,Health personnel development,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,SN,SN,Senegal,0.1047,12281,17964.67309
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.15,Agricultural education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,SN,SN,Senegal,0.1047,31181,67367.5241
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.05,Environmental education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,SN,SN,Senegal,0.1047,41081,22455.84137
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.05,Teacher training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,TD,TD,Chad,0.0082,11130,1758.7191899999998
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.63,Vocational training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,TD,TD,Chad,0.0082,11330,22159.86179
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.01,Health policy and administrative management,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,TD,TD,Chad,0.0082,12110,351.743838
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.02,Medical education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,TD,TD,Chad,0.0082,12181,703.487676
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.01,Basic health care,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,TD,TD,Chad,0.0082,12220,351.743838
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.01,Basic nutrition,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,TD,TD,Chad,0.0082,12240,351.743838
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.03,Health education,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,TD,TD,Chad,0.0082,12261,1055.231514
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.04,Health personnel development,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,TD,TD,Chad,0.0082,12281,1406.975352
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.15,Agricultural education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,TD,TD,Chad,0.0082,31181,5276.15757
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.05,Environmental education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,TD,TD,Chad,0.0082,41081,1758.7191899999998
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.05,Teacher training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,TH,TH,Thailand,0.0011,11130,235.925745
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.63,Vocational training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,TH,TH,Thailand,0.0011,11330,2972.6643870000003
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.01,Health policy and administrative management,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,TH,TH,Thailand,0.0011,12110,47.185148999999996
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.02,Medical education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,TH,TH,Thailand,0.0011,12181,94.37029799999999
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.01,Basic health care,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,TH,TH,Thailand,0.0011,12220,47.185148999999996
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.01,Basic nutrition,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,TH,TH,Thailand,0.0011,12240,47.185148999999996
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.03,Health education,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,TH,TH,Thailand,0.0011,12261,141.555447
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.04,Health personnel development,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,TH,TH,Thailand,0.0011,12281,188.74059599999998
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.15,Agricultural education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,TH,TH,Thailand,0.0011,31181,707.777235
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.05,Environmental education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,TH,TH,Thailand,0.0011,41081,235.925745
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.05,Teacher training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,TN,TN,Tunisia,0.0128,11130,2745.3177600000004
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.63,Vocational training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,TN,TN,Tunisia,0.0128,11330,34591.00378
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.01,Health policy and administrative management,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,TN,TN,Tunisia,0.0128,12110,549.063552
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.02,Medical education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,TN,TN,Tunisia,0.0128,12181,1098.127104
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.01,Basic health care,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,TN,TN,Tunisia,0.0128,12220,549.063552
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.01,Basic nutrition,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,TN,TN,Tunisia,0.0128,12240,549.063552
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.03,Health education,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,TN,TN,Tunisia,0.0128,12261,1647.190656
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.04,Health personnel development,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,TN,TN,Tunisia,0.0128,12281,2196.254208
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.15,Agricultural education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,TN,TN,Tunisia,0.0128,31181,8235.95328
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.05,Environmental education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,TN,TN,Tunisia,0.0128,41081,2745.3177600000004
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.05,Teacher training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,TZ,TZ,"Tanzania,Un Rep",0.0274,11130,5876.69583
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.63,Vocational training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,TZ,TZ,"Tanzania,Un Rep",0.0274,11330,74046.36746000001
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.01,Health policy and administrative management,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,TZ,TZ,"Tanzania,Un Rep",0.0274,12110,1175.339166
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.02,Medical education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,TZ,TZ,"Tanzania,Un Rep",0.0274,12181,2350.678332
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.01,Basic health care,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,TZ,TZ,"Tanzania,Un Rep",0.0274,12220,1175.339166
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.01,Basic nutrition,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,TZ,TZ,"Tanzania,Un Rep",0.0274,12240,1175.339166
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.03,Health education,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,TZ,TZ,"Tanzania,Un Rep",0.0274,12261,3526.0174979999997
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.04,Health personnel development,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,TZ,TZ,"Tanzania,Un Rep",0.0274,12281,4701.356664
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.15,Agricultural education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,TZ,TZ,"Tanzania,Un Rep",0.0274,31181,17630.08749
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.05,Environmental education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,TZ,TZ,"Tanzania,Un Rep",0.0274,41081,5876.69583
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.05,Teacher training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,VN,VN,Viet Nam,0.0357,11130,7656.862815
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.63,Vocational training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,VN,VN,Viet Nam,0.0357,11330,96476.47147
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.01,Health policy and administrative management,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,VN,VN,Viet Nam,0.0357,12110,1531.3725630000001
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.02,Medical education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,VN,VN,Viet Nam,0.0357,12181,3062.7451260000003
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.01,Basic health care,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,VN,VN,Viet Nam,0.0357,12220,1531.3725630000001
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.01,Basic nutrition,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,VN,VN,Viet Nam,0.0357,12240,1531.3725630000001
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.03,Health education,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,VN,VN,Viet Nam,0.0357,12261,4594.117689
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.04,Health personnel development,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,VN,VN,Viet Nam,0.0357,12281,6125.4902520000005
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.15,Agricultural education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,VN,VN,Viet Nam,0.0357,31181,22970.58845
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.05,Environmental education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,VN,VN,Viet Nam,0.0357,41081,7656.862815
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.05,Teacher training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,ZA,ZA,South Africa,0.0395,11130,8471.879025
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.63,Vocational training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,ZA,ZA,South Africa,0.0395,11330,106745.6757
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.01,Health policy and administrative management,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,ZA,ZA,South Africa,0.0395,12110,1694.3758050000001
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.02,Medical education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,ZA,ZA,South Africa,0.0395,12181,3388.7516100000003
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.01,Basic health care,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,ZA,ZA,South Africa,0.0395,12220,1694.3758050000001
