variant_id,relationship_type,bao_format,assay_category,description,assay_id,curated_by,tissue_id,confidence_score,assay_subcellular_fraction,assay_test_type,cell_id,src_assay_id,assay_tax_id,src_id,assay_cell_type,tid,assay_type,assay_organism,assay_strain,chembl_id,doc_id,assay_tissue
,N,BAO_0000218,,Time for esterases in unfractionated mouse serum to reduce the concentration due to thio ester deacylation,4760,Intermediate,,1,,,,,10090.0,1,,50594,A,Mus musculus,,CHEMBL619364,8999,
,N,BAO_0000218,,Time for esterases in unfractionated mouse serum to reduce the concentration due to thio ester deacylation; 10 % hydrolysis at 60 mins,4761,Intermediate,,1,,,,,10090.0,1,,50594,A,Mus musculus,,CHEMBL619365,8999,
,N,BAO_0000218,,T2 in brain of mice at the oral dose of 50 mg/kg,4762,Intermediate,955.0,1,,,,,10090.0,1,,50594,A,Mus musculus,,CHEMBL619366,17641,Brain
,N,BAO_0000218,,T2 in kidney of mice at the oral dose of 50 mg/kg,4763,Intermediate,2113.0,1,,,,,10090.0,1,,50594,A,Mus musculus,,CHEMBL619367,17641,Kidney
,N,BAO_0000218,,T2 in liver of mice at the oral dose of 50 mg/kg,4764,Intermediate,2107.0,1,,,,,10090.0,1,,50594,A,Mus musculus,,CHEMBL619368,17641,Liver
,N,BAO_0000218,,T2 in lungs of mice at the oral dose of 50 mg/kg,4765,Intermediate,2048.0,1,,,,,10090.0,1,,50594,A,Mus musculus,,CHEMBL619369,17641,Lung
,N,BAO_0000218,,T2 in spleen of mice at the oral dose of 50 mg/kg,4766,Intermediate,2106.0,1,,,,,10090.0,1,,50594,A,Mus musculus,,CHEMBL876729,17641,Spleen
,N,BAO_0000218,,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for T max,4767,Intermediate,,1,,In vivo,,,10090.0,1,,50594,A,Mus musculus,,CHEMBL619370,16597,
,N,BAO_0000218,,"Compound was evaluated for the pharmacokinetic parameter, maximum time constant",4768,Intermediate,,1,,In vivo,,,10090.0,1,,50594,A,Mus musculus,,CHEMBL619371,4890,
,N,BAO_0000218,,Evaluated for pharmacokinetic parameter tmax in mouse at the dose 20 mg/kg,4769,Intermediate,,1,,In vivo,,,10090.0,1,,50594,A,Mus musculus,,CHEMBL619372,429,
,N,BAO_0000218,,Evaluated for pharmacokinetic parameter tmax in mouse at the dose 20 mg/kg was determined,4770,Intermediate,,1,,In vivo,,,10090.0,1,,50594,A,Mus musculus,,CHEMBL620012,429,
,N,BAO_0000218,,In vivo Tmax was determined in murine septicemia at dose of 100 mg/kg,4771,Intermediate,,1,,In vivo,,,10090.0,1,,50594,A,Mus musculus,,CHEMBL620013,5969,
,N,BAO_0000219,,"Inhibitory effect of Gold(III) complex, [Au(bipy)-(OH)2]-[PF6] on growth of cisplatin-resistant A2780/R human tumor cell lines",4772,Intermediate,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL620014,16913,
,N,BAO_0000219,,"Inhibitory effect of Gold(III) complex, [Au(bipy-H)(OH)]-[PF6] on growth of cisplatin-resistant A2780/R human tumor cell lines",4773,Intermediate,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL620015,16913,
,N,BAO_0000219,,"Inhibitory effect of Gold(III) complex, 2,2' bipy on growth of cisplatin-sensitive A2780/S human tumor cell lines",4774,Intermediate,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL621010,16913,
,N,BAO_0000219,,"Inhibitory effect of Gold(III) complex, CDDP on growth of cisplatin-sensitive A2780/S human tumor cell lines",4775,Intermediate,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL621011,16913,
,N,BAO_0000219,,"Inhibitory effect of Gold(III) complex, [Au(bipy)-(OH)2]-[PF6] on growth of cisplatin-sensitive A2780/S human tumor cell lines",4776,Intermediate,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL621012,16913,
,N,BAO_0000219,,"Inhibitory effect of Gold(III) complex, [Au(bipy-H)(OH)]-[PF6] on growth of cisplatin-sensitive A2780/S human tumor cell lines",4777,Intermediate,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL621013,16913,
,N,BAO_0000219,,In vitro cytotoxicity against A2780TAX cell line,4778,Intermediate,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL621014,17270,
,N,BAO_0000219,,In vitro inhibitory activity against human tumor cell line A2780cis,4779,Intermediate,,1,,,481.0,,9606.0,1,A2780cisR,80017,F,Homo sapiens,,CHEMBL618154,5618,
,N,BAO_0000219,,Growth inhibition against A2780 cisplatin resistant wild-type ovarian cell lines,4780,Expert,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL618155,17777,
,N,BAO_0000219,,Antitumor activity of compound for 96-h exposure in A2780cisR (acquired resistance to cisplatin) human ovarian cell line,4781,Intermediate,,1,,,481.0,,9606.0,1,A2780cisR,80017,F,Homo sapiens,,CHEMBL618156,16112,
,N,BAO_0000219,,The compound was tested for cytotoxic activity against A2780cisR cell line(human ovarian carcinoma ),4782,Intermediate,,1,,,481.0,,9606.0,1,A2780cisR,80017,F,Homo sapiens,,CHEMBL618157,15748,
,N,BAO_0000219,,Concentration required to inhibit A2780cisR cell growth when compared with control after incubation for 96 h at 37 C,4783,Intermediate,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL618328,6633,
,N,BAO_0000219,,Compound was evaluated against human Ovarian carcinoma cell line A2780cisR,4784,Intermediate,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL618329,16930,
,N,BAO_0000219,,Cytotoxicity against human ovarian carcinoma A2780cisR cell line,4785,Intermediate,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL618330,17496,
,N,BAO_0000219,,In vitro antitumor activity against A2780cisR cell line.,4786,Expert,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL618331,12989,
,N,BAO_0000219,,Tested for the cytotoxicity in A2780cisR ovarian cell line (cisR denotes resistance to cisplatin),4787,Intermediate,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL618332,4840,
,N,BAO_0000219,,Resistant factor determined between IC50 of resistant line to that of A2780cisR cell line,4788,Expert,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL618333,12989,
,N,BAO_0000219,,cytotoxicity against A2780cisR cells incubated for 24 hr in MTT assay,4789,Intermediate,,1,,,481.0,,9606.0,1,A2780cisR,80017,F,Homo sapiens,,CHEMBL618334,16745,
,N,BAO_0000219,,Inhibition of A2780 / DDP-S human ovarian carcinoma cell proliferation,4790,Expert,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL618335,16597,
,D,BAO_0000019,,Inhibition against A2A-Adenosine Receptor of rat PC12 cell membranes,4791,Expert,,9,,,,,10116.0,1,,11736,B,Rattus norvegicus,,CHEMBL618336,16547,
,H,BAO_0000019,,Inhibition against A2A-Adenosine Receptor of rat PC12 cell membranes (functional antagonist activity),4792,Expert,,8,,,,,,1,,11736,F,,,CHEMBL618337,16547,
,D,BAO_0000019,,Inhibition against A2A-Adenosine Receptor of rat PC12 cell membranes (functional antagonist activity),4793,Expert,,9,,,,,10116.0,1,,11736,F,Rattus norvegicus,,CHEMBL618338,16547,
,D,BAO_0000219,,Antagonist activity against human A2B adenosine receptor expressed in HEK293 cells uisng [3H]ZM-241385 or [125I]-IABOPX,4794,Expert,,9,,,722.0,,9606.0,1,HEK293,278,F,Homo sapiens,,CHEMBL618339,15856,
,D,BAO_0000219,,Antagonist activity against human A2B adenosine receptor expressed in HEK293 cells using [3H]ZM-241385 (or) [125 I]IABOPX at 10e-5 M,4795,Expert,,9,,,722.0,,9606.0,1,HEK293,278,F,Homo sapiens,,CHEMBL618340,15856,
,D,BAO_0000019,,Inhibition against A2B-Adenosine Receptor in mouse NIH 3T3 fibroblast cell membranes,4796,Expert,,9,,,,,10090.0,1,,11831,B,Mus musculus,,CHEMBL618341,16547,
,H,BAO_0000019,,Inhibition against A2B-Adenosine Receptor in mouse NIH 3T3 fibroblast cell membranes (functional antagonist activity),4797,Expert,,8,,,,,,1,,11831,F,,,CHEMBL618342,16547,
,D,BAO_0000019,,Inhibition against A2B-Adenosine Receptor in mouse NIH 3T3 fibroblast cell membranes (functional antagonist activity),4798,Expert,,9,,,,,10090.0,1,,11831,F,Mus musculus,,CHEMBL618343,16547,
,H,BAO_0000357,,Ability to displace the binding of [3H]-MRE 3008-F20 to the ligand binding site of CHO:hA3 (human Adenosine receptor) at concentration of 10 uM,4799,Expert,,8,,,,,,1,,280,B,,,CHEMBL621038,17402,
,U,BAO_0000219,,Compound was tested in vitro for inhibition of cytopathogenicity of LAV(IIIB) in CD4+ T-cells (A3.01),4800,Autocuration,,0,,,574.0,,9606.0,1,T-cells,22226,F,Homo sapiens,,CHEMBL621039,11746,
,U,BAO_0000219,,Compound was tested in vitro for inhibition of cytopathogenicity of LAV(IIIB) in CD4+ T-cells (A3.01); Not active,4801,Autocuration,,0,,,574.0,,9606.0,1,T-cells,22226,F,Homo sapiens,,CHEMBL621040,11746,
,N,BAO_0000219,,Compound was evaluated for cytotoxic activity against human melanoma cell line A375,4802,Intermediate,,1,,,455.0,,9606.0,1,A-375,80018,F,Homo sapiens,,CHEMBL621041,5455,
,N,BAO_0000219,,In vitro antitumor activity against A375 (melanoma) human tumor cell lines.,4803,Intermediate,,1,,,455.0,,9606.0,1,A-375,80018,F,Homo sapiens,,CHEMBL621042,2068,
,N,BAO_0000219,,In vitro antitumor activity against A375cell line extracted form melanoma,4804,Intermediate,,1,,,455.0,,9606.0,1,A-375,80018,F,Homo sapiens,,CHEMBL621043,2683,
,N,BAO_0000219,,Inhibition of cell growth in (A375) melan cell line,4805,Expert,,1,,,455.0,,9606.0,1,A-375,80018,F,Homo sapiens,,CHEMBL621044,15313,
,N,BAO_0000219,,In vitro tumor cell growth inhibitory activity against Human melanoma cell lines A375,4806,Intermediate,,1,,,455.0,,9606.0,1,A-375,80018,F,Homo sapiens,,CHEMBL621045,13739,
,N,BAO_0000219,,In vitro tumor cell growth inhibitory activity against Human melanoma cell lines. A375,4807,Intermediate,,1,,,455.0,,9606.0,1,A-375,80018,F,Homo sapiens,,CHEMBL621046,13739,
,N,BAO_0000219,,Compound was tested in vitro for cytotoxicity against A375 cell lines from melanoma.,4808,Intermediate,,1,,,455.0,,9606.0,1,A-375,80018,F,Homo sapiens,,CHEMBL621047,14750,
,N,BAO_0000219,,Antiproliferative activity measured against A427 human lung carcinoma,4809,Intermediate,,1,,,797.0,,9606.0,1,A-427,80019,F,Homo sapiens,,CHEMBL621048,14777,
,N,BAO_0000219,,Antiproliferative activity measured against A427 human lung carcinoma,4810,Intermediate,,1,,,797.0,,9606.0,1,A-427,80019,F,Homo sapiens,,CHEMBL883798,14777,
,N,BAO_0000219,,Cytotoxicity against lung carcinoma A427 tumor cell lines,4811,Intermediate,,1,,,797.0,,9606.0,1,A-427,80019,F,Homo sapiens,,CHEMBL621049,17672,
,N,BAO_0000219,,Inhibition of large cell lung carcinoma (A427),4812,Intermediate,,1,,,797.0,,9606.0,1,A-427,80019,F,Homo sapiens,,CHEMBL621050,14368,
,N,BAO_0000219,,Inhibition of large cell lung carcinoma (A427) after 48-h treatment,4813,Intermediate,,1,,,797.0,,9606.0,1,A-427,80019,F,Homo sapiens,,CHEMBL621051,14368,
,N,BAO_0000219,,Inhibitory activity against A427 epithelial Cancer cell line at the concentration 0-30 uM for 48 hr,4814,Intermediate,,1,,,797.0,,9606.0,1,A-427,80019,F,Homo sapiens,,CHEMBL621052,13866,
,N,BAO_0000219,,Inhibitory concentration in human lung carcinoma A427 cell line,4815,Intermediate,,1,,,797.0,,9606.0,1,A-427,80019,F,Homo sapiens,,CHEMBL621053,2545,
,N,BAO_0000219,,Inhibitory concentration in human lung carcinoma A427/VCR cell line,4816,Intermediate,,1,,,797.0,,9606.0,1,A-427,80019,F,Homo sapiens,,CHEMBL621054,2545,
,U,BAO_0000218,,Terminal phase volume of distribution was measured in monkey after an iv dose of 1 mg/kg,4817,Autocuration,,0,,In vivo,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL621055,6062,
,U,BAO_0000218,,Tested for volume of distribution upon iv administration to african green monkey,4818,Autocuration,,0,,In vivo,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL876398,4578,
,U,BAO_0000218,,Volume of distribution in monkey,4819,Autocuration,,0,,In vivo,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL621056,17592,
,U,BAO_0000218,,Compound was tested for its plasma volume distribution in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po,4820,Autocuration,,0,,In vivo,,,9544.0,1,,22224,A,Macaca mulatta,,CHEMBL621057,5005,
,U,BAO_0000218,,Compound was tested for its plasma volume distribution in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po; ND is not determined.,4821,Autocuration,,0,,In vivo,,,9544.0,1,,22224,A,Macaca mulatta,,CHEMBL621058,5005,
,U,BAO_0000218,,Pharmacokinetic property(Vdss) in cynomolgus monkey,4822,Autocuration,,0,,In vivo,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL621059,5922,
,U,BAO_0000218,,The distribution volume after intravenous administration in cynomolgus monkeys,4823,Autocuration,,0,,In vivo,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL621060,5355,
,U,BAO_0000218,,The distribution volume after oral administration in cynomolgus monkeys; NA means Not applicable,4824,Autocuration,,0,,In vivo,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL621061,5355,
,U,BAO_0000218,,The distribution volume after oral administration in cynomolgus monkeys; NA means not applicable,4825,Autocuration,,0,,In vivo,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL621062,5355,
,U,BAO_0000218,,Volume displacement was calculated in rhesus monkey,4826,Autocuration,,0,,In vivo,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL621063,6057,
,U,BAO_0000218,,Volume of distribution in steady state was determined in rhesus monkey,4827,Autocuration,,0,,In vivo,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL621064,5145,
,U,BAO_0000218,,Volume of distribution of compound was determined in monkey,4828,Autocuration,,0,,In vivo,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL621065,6821,
,U,BAO_0000218,,Volume of distribution was reported after intravenous administration at a dose of 1 mg/kg in Rhesus monkey (male),4829,Autocuration,,0,,In vivo,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL621066,5334,
,U,BAO_0000218,,Volume of distribution was reported after oral administration at a dose of 2 mg/kg in Rhesus monkey (male),4830,Autocuration,,0,,In vivo,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL621067,5334,
,U,BAO_0000218,,Volumes of distribution in monkey (dosed at 0.5 mpk iv and 2.0 mpk orally),4831,Autocuration,,0,,In vivo,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL621068,6641,
,U,BAO_0000218,,Compound was evaluated for volume of distribution (steady state) after treatment with iv dose of 1 mgkg to female cynomolgus monkey,4832,Autocuration,,0,,In vivo,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL876399,2661,
,U,BAO_0000218,,Volume distribution in monkey after administration of 1 mg/kg iv,4833,Autocuration,,0,,In vivo,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL621069,6535,
,U,BAO_0000218,,Volume distribution was determined in monkey after (iv) administration of a dose of 13 (uM/kg),4834,Autocuration,,0,,In vivo,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL621070,4809,
,U,BAO_0000218,,Volume of distribution was measured in monkey after an iv dose of 1 mg/kg,4835,Autocuration,,0,,In vivo,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL621071,6062,
,U,BAO_0000218,,Half life evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,4836,Autocuration,,0,,In vivo,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL621072,3443,
,U,BAO_0000218,,Oral systemic bioavailability upon iv administration to african green monkey,4837,Autocuration,,0,,In vivo,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL618209,4578,
,U,BAO_0000218,,Plasma clearance was determined in monkey after (iv) administration of a dose of 13 (uM/kg),4838,Autocuration,,0,,In vivo,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL618210,4809,
,U,BAO_0000019,,Baboon plasma free fraction. ,4839,Autocuration,,0,,,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL618211,11271,
,U,BAO_0000218,,Area under the curve was calculated in rhesus monkey after iv administration,4840,Autocuration,,0,,,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL618212,6057,
,U,BAO_0000019,,Area under the curve was calculated in rhesus monkey after peroral administration,4841,Autocuration,,0,,,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL618213,6057,
,U,BAO_0000019,,Dose-normalized area under curve in monkey (p.o.) at 2.0 mpk,4842,Autocuration,,0,,,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL618214,17853,
,U,BAO_0000218,,Half life period in monkey after 5 mg/kg dose,4843,Autocuration,,0,,In vivo,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL873492,5302,
,U,BAO_0000218,,Half-life was determined in monkey after 3 mg/kg of i.v. dose,4844,Autocuration,,0,,In vivo,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL618272,4257,
,U,BAO_0000218,,Half-life was determined in monkey after 3 mg/kg of i.v. dose; Not determined,4845,Autocuration,,0,,In vivo,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL618273,4257,
,U,BAO_0000218,,Apparent Half life was determined from the linear portion of the log plasma concentration-time profile after oral administration of compound 18 at a dose of 1 mg/kg to rhesus monkey,4846,Autocuration,1969.0,0,,In vivo,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL618274,13501,Plasma
,U,BAO_0000218,,Compound at a dose 3 mg/kg was administered to monkey and was evaluated for half life after administration into monkey at 3 mg/kg,4847,Autocuration,,0,,In vivo,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL618275,5394,
,U,BAO_0000218,,Compound was evaluated for half-life after treatment with iv dose of 1 mgkg to female cynomolgus monkey,4848,Autocuration,,0,,In vivo,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL618276,2661,
,U,BAO_0000019,,Compound was evaluated for terminal half life in monkey,4849,Autocuration,,0,,,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL618277,3341,
,U,BAO_0000218,,Compound was evaluated for the half life period after iv administration in cynomolgus monkey,4850,Autocuration,,0,,In vivo,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL618278,3045,
,U,BAO_0000218,,Compound was tested for its plasma half life in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po,4851,Autocuration,1969.0,0,,In vivo,,,9544.0,1,,22224,A,Macaca mulatta,,CHEMBL618279,5005,Plasma
,U,BAO_0000019,,Half life of compound was determined in squirrel monkey,4852,Autocuration,,0,,,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL618280,4847,
,U,BAO_0000218,,Half life after iv administration in cynomolgus monkey,4853,Autocuration,,0,,In vivo,,,9541.0,1,,22224,A,Macaca fascicularis,,CHEMBL618281,4256,
,U,BAO_0000218,,Half life in monkey plasma after administration of 1 mg/kg iv,4854,Autocuration,1969.0,0,,In vivo,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL618282,6535,Plasma
,U,BAO_0000019,,Half life was calculated in rhesus monkey,4855,Autocuration,,0,,,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL618283,6057,
,U,BAO_0000019,,Half life in monkey,4856,Autocuration,,0,,,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL618284,17592,
,U,BAO_0000218,,Half life in monkey (dosed at 0.5 mpk iv and 2.0 mpk orally),4857,Autocuration,,0,,In vivo,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL618285,6641,
,U,BAO_0000019,,Half life was evaluated in rhesus,4858,Autocuration,,0,,,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL618286,5472,
,U,BAO_0000218,,Half life period after oral administration (2.5 mg/kg) in monkey was determined,4859,Autocuration,,0,,In vivo,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL618287,6221,
,U,BAO_0000218,,Half life period was determine after peroral administration at 10 mpk in Rhesus,4860,Autocuration,,0,,In vivo,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL618288,5668,
,U,BAO_0000218,,Half life period was determined in monkey after (iv) administration of a dose of 13 (uM/kg),4861,Autocuration,,0,,In vivo,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL876393,4809,
,U,BAO_0000218,,Half life period was determined in rhesus monkey at a dose of 1 mg/kg by iv administration,4862,Autocuration,,0,,In vivo,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL618289,5546,
,U,BAO_0000218,,Half life period was determined in squirrel monkey after iv administration at a dose of 5 mg/kg,4863,Autocuration,,0,,In vivo,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL618290,5553,
,U,BAO_0000019,,Half-life was calculated in monkey,4864,Autocuration,,0,,,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL618291,6078,
,U,BAO_0000019,,Half-life in Squirrel monkey,4865,Autocuration,,0,,,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL618292,5147,
,U,BAO_0000019,,Half-life in rhesus monkey,4866,Autocuration,,0,,,,,9527.0,1,,22224,A,Cercopithecidae,,CHEMBL618293,5145,
