assay_id,assay_subcellular_fraction,assay_cell_type,assay_type,confidence_score,curated_by,assay_test_type,doc_id,assay_organism,bao_format,cell_id,assay_tissue,assay_category,variant_id,tid,src_id,description,assay_tax_id,assay_strain
704,,,F,0,Autocuration,In vivo,12058,Rattus norvegicus,BAO_0000218,,,,,22226,1,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain limbic area by sc administration; partial response at the highest dose tested,10116.0,
705,,,F,0,Autocuration,In vivo,12058,Rattus norvegicus,BAO_0000218,,,,,22226,1,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by po administration,10116.0,
706,,,F,0,Autocuration,In vivo,12058,Rattus norvegicus,BAO_0000218,,,,,22226,1,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by po administration; Inactive,10116.0,
707,,,F,0,Autocuration,In vivo,12058,Rattus norvegicus,BAO_0000218,,,,,22226,1,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by po administration; Partial response at the highest dose tested,10116.0,
708,,,F,0,Autocuration,In vivo,12058,Rattus norvegicus,BAO_0000218,,,,,22226,1,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by sc administration,10116.0,
709,,,F,0,Autocuration,In vivo,12058,Rattus norvegicus,BAO_0000218,,,,,22226,1,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by sc administration; Inactive,10116.0,
710,,,F,0,Autocuration,In vivo,12058,Rattus norvegicus,BAO_0000218,,,,,22226,1,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by sc administration; Partial response at the highest dose tested,10116.0,
711,,,F,0,Autocuration,In vivo,12058,Rattus norvegicus,BAO_0000218,,,,,22226,1,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by sc administration; partial response at the highest dose tested,10116.0,
712,,,F,0,Autocuration,In vivo,12058,Rattus norvegicus,BAO_0000218,,,,,22226,1,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by po administration,10116.0,
713,,,B,4,Autocuration,,11440,,BAO_0000019,,,,,105093,1,Affinity in displacing [125I](R)-DOI from rat cortical homogenate 5-HT2 receptor.,,
714,,,B,8,Autocuration,,6238,,BAO_0000249,,Hypothalamus,,,11923,1,Binding affinity towards 5-HT 7 receptor in rat hypothalamus membranes using [3H]5-CT as radioligand,,
715,,,B,8,Autocuration,,10046,,BAO_0000019,,,,,10577,1,Inhibitory activity against 5-HT1B receptor of rat striatal membrane homogenate using [3H]5-HT as the radioligand; nd is No Data,,
716,,,B,8,Autocuration,,10046,,BAO_0000019,,,,,10577,1,Inhibitory activity against 5-hydroxytryptamine 1B receptor of rat striatal membrane homogenate using [3H]5-HT as the radioligand; nd is No Data.,,
717,,,B,8,Expert,,10046,,BAO_0000019,,,,,10577,1,Inhibitory activity against 5-hydroxytryptamine 1B receptor of rat striatal membrane homogenate using [3H]5-HT as the radioligand.,,
718,,,B,8,Autocuration,,167,,BAO_0000357,,,,,55,1,"Inhibitory activity against human whole blood, LTB4 5-lipoxygenase was evaluated",,
719,,,B,8,Autocuration,,167,,BAO_0000357,,,,,55,1,"Inhibitory activity against intact human PMNL, LTB4 5-lipoxygenase was evaluated",,
720,,,F,8,Autocuration,,11520,,BAO_0000019,,,,,12166,1,Compound was evaluated for the inhibition of 5-LO (lipoxygenase),,
721,,,F,8,Autocuration,,11520,,BAO_0000019,,,,,12166,1,Compound was evaluated for the inhibition of 5-LO (5-lipoxygenase).,,
722,,,F,8,Autocuration,,11520,,BAO_0000019,,,,,12166,1,Compound was evaluated for the inhibition of 5-LO (5-lipoxygenase).,,
723,,,F,8,Autocuration,,11520,,BAO_0000019,,,,,12166,1,Compound was evaluated for the inhibition of 5-LO (5-lipoxygenase).,,
724,,,F,8,Autocuration,,135,Cavia porcellus,BAO_0000019,,,,,55,1,Inhibition of [14C]arachidonic acid conversion to 5-HETE by broken cell 5-LO isolated from guinea pig PMN,10141.0,
725,,,F,8,Autocuration,,135,Cavia porcellus,BAO_0000019,,,,,55,1,Inhibition of [14C]arachidonic acid conversion to 5-HETE by broken cell 5-LO isolated from guinea pig PMN; not active at the highest concentration (3 ug/mL) tested; No activity,10141.0,
726,,,B,8,Autocuration,,11311,Cavia porcellus,BAO_0000019,,,,,55,1,The compound was tested for inhibitory activity against 5-Lipoxygenase in guinea pig polymorphonuclear leukocytes,10141.0,
727,,,B,8,Autocuration,,10193,Cavia porcellus,BAO_0000357,,,,,55,1,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase using guinea pig supernatant at 10 uM,10141.0,
728,,,B,9,Expert,,12281,Homo sapiens,BAO_0000357,,,,,55,1,Inhibitory concentration against 5-lipoxygenase from human whole blood,9606.0,
729,,,B,8,Autocuration,,11311,,BAO_0000219,,,,,55,1,The compound was tested for inhibitory activity against 5-Lipoxygenase in human polymorphonuclear leukocytes[PMNS],,
730,,,F,8,Autocuration,,12576,,BAO_0000218,,,,,17087,1,In vivo inhibition of 5-lipoxygenase (LTC4) in the mouse zymosan peritonitis assay at an oral dose of 30 mg/Kg,,
731,,,B,8,Autocuration,,12281,,BAO_0000357,,,,,17087,1,Inhibitory concentration against 5-lipoxygenase from mouse macrophage,,
732,,,F,8,Autocuration,,12576,,BAO_0000218,,,,,17087,1,In vivo inhibition of 5-lipoxygenase (LTC4) in the mouse zymosan peritonitis assay at an oral dose of 30 mg/Kg,,
733,,,B,8,Expert,,11089,Sus scrofa,BAO_0000019,,,,,55,1,Inhibition of arachidonate 5-lipoxygenase purified from porcine leukocytes.,9823.0,
734,,,B,8,Expert,,11006,,BAO_0000357,,,,,12166,1,In vitro inhibition of rat 5-Lipoxygenase,,
735,,,B,9,Expert,,11481,Rattus norvegicus,BAO_0000357,,,,,12166,1,Inhibitory activity against 5-Lipoxygenase,10116.0,
736,,RBL-1,B,8,Expert,,10864,,BAO_0000219,702.0,,,,12166,1,Inhibitory activity against 5-lipoxygenase in rat basophilic leukemia cells,,
737,,RBL-1,B,8,Autocuration,,3595,,BAO_0000219,702.0,,,,12166,1,Inhibitory activity against 5-lipoxygenase (5-LO) in intact rat barophilic leukemia cells (RBL-1),,
738,,RBL-1,B,8,Autocuration,,11311,,BAO_0000219,702.0,,,,12166,1,The compound was tested for inhibitory activity against 5-Lipoxygenase in rat RBL-1,,
739,,,B,8,Autocuration,,11311,,BAO_0000019,,,,,12166,1,The compound was tested for inhibitory activity against 5-Lipoxygenase in rat blood,,
740,,,B,8,Autocuration,,11311,,BAO_0000219,,,,,12166,1,The compound was tested for inhibitory activity against 5-Lipoxygenase receptor in rat polymorphonuclear leukocytes[PMNS],,
741,,,B,8,Autocuration,,11006,,BAO_0000357,,,,,12166,1,Compound was evaluated for the inhibition of 5-Lipoxygenase (5-LO) in vitro at 1 uM,,
742,,RBL-1,B,8,Autocuration,,3595,,BAO_0000219,702.0,,,,12166,1,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1)at 10 uM,,
743,,,B,8,Autocuration,,11311,,BAO_0000357,,,,,12166,1,The compound was tested for inhibition of isolated 5-Lipoxygenase,,
744,,,B,0,Autocuration,,11481,Rattus norvegicus,BAO_0000019,,,,,22226,1,Ratio of IC50 against 5-LO and COX,10116.0,
745,,,B,8,Autocuration,,11006,,BAO_0000357,,,,,12166,1,Compound was evaluated for the inhibition of 5-Lipoxygenase (5-LO) in vitro at 1 uM,,
746,,,B,8,Autocuration,,11006,,BAO_0000357,,,,,12166,1,Compound was evaluated for the inhibition of 5-Lipoxygenase (5-LO) in vitro at 1 uM; range is 20-35%,,
747,,,B,8,Autocuration,,11311,,BAO_0000219,,,,,12166,1,The compound was tested for inhibition against 5-Lipoxygenase in rat polymorphonuclear leukocytes at 10 uM concentration,,
748,,,F,8,Autocuration,,11006,,BAO_0000019,,,,,12166,1,Compound was evaluated for the inhibition of 5-Lipoxygenase (5-LO) ex vivo,,
749,,,B,8,Autocuration,,4288,,BAO_0000357,,Prostate gland,,,120,1,Compound was tested for the inhibition of type 2 5-alpha-reductase of human prostates,,
750,,,B,0,Autocuration,,7587,Columba livia,BAO_0000019,,,,,22226,1,Percent inhibition was measured against 5-amino-4-imidazolecarboxamide ribotide transformylase(pigeon liver) enzyme at 10E-4 M inhibitory concentration,8932.0,
751,,,B,0,Autocuration,,7587,Columba livia,BAO_0000019,,,,,22226,1,Percent inhibition was measured against 5-amino-4-imidazolecarboxamide ribotide transformylase(pigeon liver) enzyme at 10E-5 M inhibitory concentration,8932.0,
752,,,B,0,Autocuration,,7587,Columba livia,BAO_0000019,,,,,22226,1,Percent inhibition was measured against 5-amino-4-imidazolecarboxamide ribotide transformylase(pigeon liver) enzyme.,8932.0,
753,,,B,8,Autocuration,,11249,,BAO_0000357,,,,,10732,1,Compound was evaluated for the inhibition of 5-aminoimidazole-4-carboxamide ribonucleotide transformylase obtained from human at 100 uM,,
754,,,F,9,Expert,,8003,Rattus norvegicus,BAO_0000019,,,,,12198,1,Effect on synaptosomal uptake inhibition of 5-hydroxytryptamine (5-HT); NT = Not Tested,10116.0,
755,,,F,9,Expert,,8003,Rattus norvegicus,BAO_0000019,,,,,12198,1,Effect on synaptosomal uptake inhibition of 5-hydroxytryptamine (5-HT),10116.0,
756,,,F,9,Expert,,8003,Rattus norvegicus,BAO_0000019,,,,,12198,1,Effect on synaptosomal uptake inhibition of 5-hydroxytryptamine (5-HT),10116.0,
757,,,B,8,Expert,,12416,,BAO_0000221,,Hippocampus,,,10576,1,In vitro affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in hippocampus,,
758,,,B,8,Autocuration,,16293,,BAO_0000357,,,,,51,1,Binding affinity towards human 5-hydroxytryptamine 1 receptor,,
759,,,B,0,Autocuration,,13047,Oryctolagus cuniculus,BAO_0000019,,,,,22226,1,Intrinsic activity against 5-hydroxytryptamine 1 receptor using rabbit saphenous vein assay.,9986.0,
760,,,B,0,Autocuration,,13047,Oryctolagus cuniculus,BAO_0000019,,,,,22226,1,Binding affinity against 5-hydroxytryptamine 1 receptor using rabbit saphenous vein assay.,9986.0,
761,,,B,0,Autocuration,,13047,Oryctolagus cuniculus,BAO_0000019,,,,,22226,1,Binding affinity against 5-hydroxytryptamine 1D receptor using rabbit saphenous vein assay.,9986.0,
762,,,B,0,Autocuration,,13047,Oryctolagus cuniculus,BAO_0000019,,,,,22226,1,Binding affinity against 5-hydroxytryptamine 4 receptor using rabbit saphenous vein assay.,9986.0,
763,,,B,4,Autocuration,,10085,,BAO_0000221,,Hippocampus,,,104744,1,Ability to bind at 5-hydroxytryptamine 1 receptor of rat hippocampus by displacing [3H]5-HT,,
764,,,B,4,Autocuration,,10085,,BAO_0000221,,Hippocampus,,,104744,1,Ability to bind at 5-hydroxytryptamine 1 receptor of rat hippocampus by displacing [3H]5-HT,,
765,,,B,4,Autocuration,,10085,,BAO_0000221,,Hippocampus,,,104744,1,Ability to bind at serotonin 5-hydroxytryptamine 1 receptor of rat hippocampus by displacing [3H]5-HT,,
766,Membranes,,B,4,Autocuration,,9841,,BAO_0000249,,,,,104744,1,Ability to inhibit binding of titreated serotonin to the 5-hydroxytryptamine 1 receptor in rat brain frontal cortex membranes,,
767,,,B,5,Autocuration,,8822,Rattus norvegicus,BAO_0000249,,,,,104744,1,Binding affinity towards 5-hydroxytryptamine 1 receptor in brain cortical membranes of rat,10116.0,
768,,,B,5,Autocuration,,9806,Rattus norvegicus,BAO_0000019,,,,,104744,1,Binding affinity towards 5-hydroxytryptamine 1 receptor in rat frontal cortex homogenates using [3H]5-HT as a radioligand,10116.0,
769,,,B,5,Autocuration,,9806,Rattus norvegicus,BAO_0000019,,,,,104744,1,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as a radioligand from rat frontal cortex homogenates,10116.0,
770,,,B,4,Autocuration,,8868,,BAO_0000224,,,,,104744,1,Binding affinity towards 5-hydroxytryptamine 1 receptor was measured using radioligand ([3H]5-HT) binding assay,,
771,,,B,4,Autocuration,,9036,,BAO_0000221,,Hippocampus,,,104744,1,Binding affinity towards hippocampus 5-hydroxytryptamine 1 receptor was measured using radioligand [3H]5-HT,,
772,,,B,4,Autocuration,,11374,,BAO_0000221,,Hippocampus,,,104744,1,Compound was evaluated for the inhibition of [3H]5-HT (concentration of 12 nM) specific binding to rat hippocampus,,
773,,,B,4,Autocuration,,10881,,BAO_0000224,,,,,104744,1,Inhibitory activity against 5-hydroxytryptamine 1 receptor by 3H ligand binding experiments.,,
774,,,B,4,Autocuration,,8822,,BAO_0000019,,,,,104744,1,Tested for its binding affinity towards 5-hydroxytryptamine 1 receptor in rat,,
775,,,B,5,Autocuration,,9806,Rattus norvegicus,BAO_0000249,,,,,104744,1,Tested for its binding affinity towards 5-hydroxytryptamine 1 receptor in rat cortical membrane homogenates using radioligand ([3H]5-HT) binding assay.,10116.0,
776,,,B,4,Autocuration,,15463,,BAO_0000019,,,,,104744,1,Compound at 1 uM was tested for the inhibition of radioligand [3H]5-HT binding to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,,
777,,,B,4,Autocuration,,15463,,BAO_0000019,,,,,104744,1,Compound at 1 uM was tested for the inhibition of radioligand [3H]5-HT binding to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,,
778,,,B,4,Autocuration,,14542,,BAO_0000221,,Brain,,,104744,1,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT in rat brain cortex at 10 uM,,
779,,,B,4,Autocuration,,14542,,BAO_0000221,,Brain,,,104744,1,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT in rat brain cortex at 10 uM,,
780,,,B,4,Autocuration,,8569,,BAO_0000019,,,,,104744,1,Percent inhibition of 5-hydroxytryptamine 1 receptor from rat cortex membrane using [3H]- serotonin as radioligand at 33 uM,,
781,,,B,5,Autocuration,,10062,Rattus norvegicus,BAO_0000224,,,,,104744,1,Inhibition of [3H]5-HT radioligand binding against 5-hydroxytryptamine 1 receptor,10116.0,
782,,,B,4,Autocuration,,4771,,BAO_0000224,,,,,104744,1,Ancillary Binding affinity towards rat 5-hydroxytryptamine 1 receptor,,
783,,,B,4,Autocuration,,10062,,BAO_0000224,,,,,104744,1,Binding affinity determined in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 1 receptor,,
784,,,B,4,Autocuration,,10062,,BAO_0000224,,,,,104744,1,Binding affinity in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 1 receptor,,
785,,,B,4,Autocuration,,10062,,BAO_0000224,,,,,104744,1,Binding affinity in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 1 receptor,,
786,,,B,4,Autocuration,,15463,,BAO_0000019,,,,,104744,1,Binding affinity towards 5-hydroxytryptamine 1 receptor was determined in rat cerebral cortex using [3H]5-HT as radioligand,,
787,,,B,4,Autocuration,,15463,,BAO_0000019,,,,,104744,1,Binding affinity towards central 5-hydroxytryptamine 1 receptor was determined in rat cerebral cortex using [3H]5-HT as radioligand,,
788,,,B,4,Autocuration,,9098,,BAO_0000224,,,,,104744,1,Binding affinity towards 5-hydroxytryptamine 1 receptor was determined,,
789,,,B,0,Autocuration,,3070,Rattus norvegicus,BAO_0000019,,,,,22226,1,Affinity for 5-hydroxytryptamine 1 receptor,10116.0,
790,,,B,4,Autocuration,,14542,,BAO_0000221,,Brain,,,104744,1,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT in rat brain cortex,,
791,,,B,4,Autocuration,,14542,,BAO_0000221,,Brain,,,104744,1,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT in rat brain cortex at 10 uM,,
792,,,B,4,Autocuration,,6398,,BAO_0000224,,,,,104744,1,Compound was evaluated for 5-hydroxytryptamine 1 receptor binding,,
793,,,B,4,Autocuration,,1344,,BAO_0000221,,Brain,,,104744,1,Compound was evaluated for its binding affinity to 5-hydroxytryptamine 1 receptor in rat brain using [3H]HT radioligand assay,,
794,,,B,4,Autocuration,,11963,,BAO_0000019,,,,,104744,1,Displacement of binding of [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,,
795,,,B,0,Autocuration,,8908,Rattus norvegicus,BAO_0000019,,,,,22226,1,Displacement of [3H]spiperone from 5-hydroxytryptamine 1 receptor of rat cortex,10116.0,
796,,,B,4,Autocuration,,9098,,BAO_0000019,,,,,104744,1,Evaluated for binding affinity towards rat cortical membranes at 5-hydroxytryptamine 1 receptor binding site by using [3H]-5-HT as a radioligand.,,
797,,,B,5,Autocuration,,8841,Rattus norvegicus,BAO_0000019,,,,,104744,1,Binding affinity for 5-hydroxytryptamine 1 receptor of rat prefrontal cortex,10116.0,
798,,,B,0,Autocuration,,8814,Rattus norvegicus,BAO_0000019,,,,,22226,1,Displacement of [3H]5-HT from 5-hydroxytryptamine 1 receptor of rat cortical membrane homogenates,10116.0,
799,,,B,4,Autocuration,,11752,,BAO_0000019,,,,,104744,1,The ability to inhibit [3H]5-HT binding to 5-hydroxytryptamine 1 receptor in rat cortex,,
800,,,B,4,Autocuration,,11642,,BAO_0000221,,Brain,,,104744,1,The binding affinity was measured on serotonin 5-hydroxytryptamine 1 receptor in rat brain tissue,,
801,,,B,4,Autocuration,,11642,,BAO_0000019,,,,,104744,1,The compound was tested for its binding affinity towards 5-hydroxytryptamine 1 receptor by displacing [3H]5-HT radioligand in rat cerebral cortex,,
802,,,B,4,Autocuration,,9231,,BAO_0000220,,Brain,,,104744,1,Tested for 5-hydroxytryptamine 1 receptor binding ability by displacement of [3H]5-HT from rat brain synaptosomes,,
803,,,B,4,Autocuration,,11351,,BAO_0000221,,Brain,,,104744,1,Inhibition constant (1 uM) was measured on 5-hydroxytryptamine 1 receptor/uptake using [3H]- serotonin as radioligand in rat brain cortex.,,
804,,,B,0,Autocuration,,4639,,BAO_0000019,,,,,22226,1,Compound was tested for binding affinity against 5-HT1 receptor,,
805,,,B,0,Autocuration,,1205,,BAO_0000019,,,,,22226,1,Inhibitory concentration against 5-hydroxytryptamine 1 receptor,,
806,,,B,8,Expert,,10025,,BAO_0000357,,,,,10576,1,Concentration necessary to achieve half maximal inhibition of [3H]8-Hydroxy-2-(di-n-propylamino)tetralin binding to 5-hydroxytryptamine 1A receptor at 1 uM,,
807,,,F,8,Autocuration,,13241,,BAO_0000249,,,,,10576,1,"Ability to inhibit 5-HT sensitive,forskolin-stimulated adenylyl cyclase(FSC) activity in rat hippocampal membranes mediated through 5-hydroxytryptamine 1A receptor",,
808,,,F,8,Autocuration,In vivo,16245,,BAO_0000218,,,,,10576,1,Agonistic activity (induction of forepaw treading in rats)on postsynaptic 5-hydroxytryptamine 1A receptor while iv administration,,
809,,,F,8,Autocuration,In vivo,16245,,BAO_0000218,,,,,10576,1,Agonistic activity (induction of forepaw treading in rats)on postsynaptic 5-hydroxytryptamine 1A receptor while subcutaneous administration,,
810,,,F,8,Autocuration,,12438,,BAO_0000019,,,,,10576,1,Inhibition of forskolin stimulated adenylate cyclase at 5-hydroxytryptamine 1A receptor,,
811,,,F,8,Autocuration,In vivo,16245,,BAO_0000218,,,,,10576,1,Agonistic activity (induction of forepaw treading in rats)on postsynaptic 5-hydroxytryptamine 1A receptor while iv administration,,
