assays_assay_id,assays_src_id,assays_description,assays_assay_tissue,assays_bao_format,assays_src_assay_id,assays_assay_organism,assays_assay_category,assays_curated_by,assays_doc_id,assays_assay_test_type,assays_relationship_type,assays_confidence_score,assays_chembl_id,assays_cell_id,assays_tissue_id,assays_variant_id
3694,1,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 7 receptor,,BAO_0000357,,,,Autocuration,3935,,H,8,CHEMBL620828,,,
3695,1,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 7 receptor,,BAO_0000357,,,,Autocuration,15818,,H,8,CHEMBL620829,,,
3696,1,Binding affinity towards human 5-hydroxytryptamine 7 receptor on HEK293 cells using radioligand [3H]LSD,,BAO_0000219,,,,Expert,5014,,H,8,CHEMBL620830,722.0,,
3697,1,Tested on cell membranes from transfected cells selectively expressing human 5-hydroxytryptamine 7 receptor incubated with 1 nM [3H]LSD,,BAO_0000019,,,,Expert,16441,,H,8,CHEMBL620831,,,
3698,1,Tested on cell membranes from transfected cells selectively expressing human 5-hydroxytryptamine 7 receptor incubated with 1 nM [3H]LSD; ND is No Data.,,BAO_0000019,,,,Expert,16441,,H,8,CHEMBL620832,,,
3699,1,In vitro binding affinity to human 5-hydroxytryptamine 7 receptor,,BAO_0000357,,Homo sapiens,,Expert,4234,,D,9,CHEMBL621548,,,
3700,1,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 7 receptor,,BAO_0000019,,,,Autocuration,17085,,H,8,CHEMBL621549,,,
3701,1,Inhibitory constant against human 5-hydroxytryptamine 7 receptor using [3H]LSD radioligand,,BAO_0000357,,,,Autocuration,17200,,H,8,CHEMBL621550,,,
3702,1,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 7 receptor expressed in CHO cells using [3H]-LSD as radioligand; Not determined,,BAO_0000219,,,,Autocuration,17451,,H,8,CHEMBL621551,449.0,,
3703,1,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 7 receptor; ND means not determined,,BAO_0000019,,,,Autocuration,17085,,H,8,CHEMBL621552,,,
3704,1,Binding affinity for human cloned 5-hydroxytryptamine 7 receptor,,BAO_0000357,,,,Autocuration,5104,,H,8,CHEMBL857077,,,
3705,1,Binding affinity for human cloned 5-hydroxytryptamine 7 receptor; Not tested,,BAO_0000357,,,,Autocuration,5104,,H,8,CHEMBL618158,,,
3706,1,Ability to displace the radioligand [3H]5-carboxyamidotryptamine ([3H]5-CT) from human 5-hydroxytryptamine 7 receptor expressed in COS-7 cells,,BAO_0000219,,Homo sapiens,,Expert,5033,,D,9,CHEMBL618159,643.0,,
3707,1,Ability to displace the radioligand [3H]5-carboximidotryptamine ([3H]-5-CT) from cloned human 5-hydroxytryptamine 7 receptor expressed in COS-7 cells,,BAO_0000219,,,,Autocuration,5486,,H,8,CHEMBL875101,643.0,,
3708,1,Binding affinity to human cloned 5-hydroxytryptamine 7 receptor in HEK 293 cells using [3H]-5-CT as radioligand,,BAO_0000219,,Homo sapiens,,Expert,4540,,D,9,CHEMBL618160,722.0,,
3709,1,Binding affinity at human cloned 5-hydroxytryptamine 7 receptor.,,BAO_0000357,,,,Expert,6166,,H,8,CHEMBL618161,,,
3710,1,Binding affinity towards cloned human 5-hydroxytryptamine 7 receptor was determined in HEK293 cells using [3H]5-CT as radioligand,,BAO_0000219,,,,Expert,17342,,H,8,CHEMBL618162,722.0,,
3711,1,Binding affinity towards human recombinant 5-hydroxytryptamine 7 receptor was determined using [3H]5-CT as radioligand,,BAO_0000357,,,,Expert,17342,,H,8,CHEMBL618163,,,
3712,1,Binding affinity against 5-hydroxytryptamine 7 human receptors,,BAO_0000357,,,,Autocuration,17296,,H,8,CHEMBL618164,,,
3713,1,Binding affinity to human recombinant 5-hydroxytryptamine 7 receptor in mammalian cells using [3H]5-CT as radioligand,,BAO_0000219,,,,Expert,16429,,H,8,CHEMBL618165,,,
3714,1,Binding affinity toward 5-hydroxytryptamine 7 receptor (human cloned receptor) in HEK 293 cells using [3H]-5-CT as radioligand.,,BAO_0000219,,,,Autocuration,15779,,H,8,CHEMBL618166,722.0,,
3715,1,Binding affinity towards 5-hydroxytryptamine 7 receptor (a) (human cloned receptor) in HEK 293 cells using [3H]5-CT as radioligand.,,BAO_0000219,,,,Autocuration,15779,,H,8,CHEMBL857989,722.0,,
3716,1,Binding affinity towards 5-hydroxytryptamine 7 receptor (human cloned receptor) in HEK 293 cells using [3H]5-CT as radioligand.,,BAO_0000219,,,,Autocuration,15779,,H,8,CHEMBL619888,722.0,,
3717,1,Binding affinity towards 5-hydroxytryptamine 7 receptor (human cloned receptor) in HEK 293 cells using [3H]5-CT as radioligand.,,BAO_0000219,,,,Autocuration,15779,,H,8,CHEMBL619889,722.0,,
3718,1,Binding affinity towards 5-hydroxytryptamine 7 receptor 7(a) (human cloned receptor in HEK 293 cells using [3H]5-CT as radioligand.,,BAO_0000219,,,,Autocuration,15779,,H,8,CHEMBL619890,722.0,,
3719,1,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 7 receptor expressed in CHO cells using [3H]LSD as radioligand,,BAO_0000219,,,,Autocuration,17451,,H,8,CHEMBL619891,449.0,,
3720,1,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 7 receptor in HEK 293 cells using [3H]5-CT as the radioligand (n=3),,BAO_0000219,,,,Autocuration,4199,,H,8,CHEMBL619892,722.0,,
3721,1,Displacement of [3H]-5-CT from human 5-hydroxytryptamine 7 receptor expressed in HEK-293 cells,,BAO_0000219,,,,Expert,4199,,D,9,CHEMBL619893,722.0,,
3722,1,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 7 receptor in HEK 293 cells using [3H]5-CT as the radioligand(n=6),,BAO_0000219,,,,Autocuration,4199,,H,8,CHEMBL619894,722.0,,
3723,1,Binding affinity towards cloned human 5-hydroxytryptamine 7 receptor in HEK 293 cells,,BAO_0000219,,,,Intermediate,3680,,D,9,CHEMBL619895,722.0,,
3724,1,Binding affinity towards human recombinant 5-hydroxytryptamine 7 receptor using [3H]5-CT as radioligand,,BAO_0000357,,,,Intermediate,3680,,D,9,CHEMBL619896,,,
3725,1,Compound was evaluated for its ability to displace [3H]5-CT binding from cloned human 5-hydroxytryptamine 7 receptor expressed in COS-7 cells.,,BAO_0000219,,,,Autocuration,15316,,H,8,CHEMBL619897,643.0,,
3726,1,Compound was tested for its binding affinity against human cloned 5-hydroxytryptamine 7 receptor in HEK 293 cells using [3H]5-CT,,BAO_0000219,,,,Autocuration,15146,,H,8,CHEMBL619898,722.0,,
3727,1,Binding affinity for human cloned 5-hydroxytryptamine 7 receptor in HEK 293 using [3H]5-CT as a radioligand,,BAO_0000219,,,,Expert,5213,,H,8,CHEMBL619899,722.0,,
3728,1,Compound was tested for its binding affinity in 5-hydroxytryptamine 7 receptor (using human cloned receptors in HEK 293 and [3H]5-CT as a radioligand ),,BAO_0000219,,,,Autocuration,5213,,H,8,CHEMBL619900,722.0,,
3729,1,Binding affinity towards cloned human 5-hydroxytryptamine 7 receptor expressed in HEK 293 cells using [3H]5-CT,,BAO_0000219,,Homo sapiens,,Expert,14818,,D,9,CHEMBL619901,722.0,,
3730,1,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 7 receptor expressed in HEK 293 cells using [3H]5-CT. ,,BAO_0000219,,,,Autocuration,14818,,H,8,CHEMBL620580,722.0,,
3731,1,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 7 receptor in HEK 293 cells using [3H]5-CT.,,BAO_0000219,,,,Autocuration,14818,,H,8,CHEMBL620581,722.0,,
3732,1,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 7 receptor in HEK293 cells, using [3H]5-CT as radioligand",,BAO_0000219,,,,Autocuration,4829,,H,8,CHEMBL620733,722.0,,
3733,1,Inhibitory constant against human 5-hydroxytryptamine 7 receptor using [3H]-LSD radioligand; Not determined,,BAO_0000357,,Homo sapiens,,Autocuration,17200,,D,9,CHEMBL620734,,,
3734,1,Binding affinity towards mouse 5-hydroxytryptamine 7 receptor was evaluated using [3H]5-HT as radioligand,,BAO_0000357,,Mus musculus,,Expert,17066,,D,9,CHEMBL620735,,,
3735,1,The dissociation equilibrium constant (pKB=-log KB) of compound was determined against the vascular 5-hydroxytryptamine 7 receptor in the endothelium denuded rabbit jugular vein.,,BAO_0000019,,Oryctolagus cuniculus,,Autocuration,14025,,H,8,CHEMBL620736,,,
3736,1,Compound was tested for the displacement of [3H]5-HT binding to cloned rat 5-hydroxytryptamine 7 receptor stably expressed in CHO cells,,BAO_0000219,,,,Autocuration,15250,,H,8,CHEMBL620737,449.0,,
3737,1,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors at a concentration of 10000 nM,,BAO_0000219,,,,Autocuration,16372,,H,8,CHEMBL620738,449.0,,
3738,1,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors at a concentration of 100 nM,,BAO_0000219,,,,Autocuration,16372,,H,8,CHEMBL620739,449.0,,
3739,1,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors at a concentration of 1 nM,,BAO_0000219,,,,Autocuration,16372,,H,8,CHEMBL620740,449.0,,
3740,1,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors by 10000 nM 5-HT.,,BAO_0000219,,,,Autocuration,16372,,H,8,CHEMBL620741,449.0,,
3741,1,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors by 100 nM 5-HT.,,BAO_0000219,,,,Autocuration,16372,,H,8,CHEMBL620742,449.0,,
3742,1,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors by 1 nM 5-HT,,BAO_0000219,,,,Autocuration,16372,,H,8,CHEMBL620743,449.0,,
3743,1,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors at a concentration of 10000 nM,,BAO_0000219,,,,Autocuration,16372,,H,8,CHEMBL620744,449.0,,
3744,1,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors at a concentration of 100 nM,,BAO_0000219,,,,Autocuration,16372,,H,8,CHEMBL620745,449.0,,
3745,1,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors at a concentration of 1 nM,,BAO_0000219,,,,Autocuration,16372,,H,8,CHEMBL620746,449.0,,
3746,1,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors by 10000 nM 5-HT.,,BAO_0000219,,,,Autocuration,16372,,H,8,CHEMBL620747,449.0,,
3747,1,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors by 100 nM 5-HT.,,BAO_0000219,,,,Autocuration,16372,,H,8,CHEMBL620748,449.0,,
3748,1,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors by 1 nM 5-HT.,,BAO_0000219,,,,Autocuration,16372,,H,8,CHEMBL620749,449.0,,
3749,1,Binding affinity towards rat 5-hydroxytryptamine 7 receptor,,BAO_0000357,,,,Expert,17066,,H,8,CHEMBL620750,,,
3750,1,Binding affinity towards rat 5-hydroxytryptamine 7 receptor was evaluated using [3H]5-HT as radioligand,,BAO_0000357,,Rattus norvegicus,,Expert,17066,,D,9,CHEMBL620751,,,
3751,1,Binding affinity to the rat 5-hydroxytryptamine 7 receptor,,BAO_0000357,,,,Expert,17386,,H,8,CHEMBL620752,,,
3752,1,Binding affinity against 5-hydroxytryptamine 7 receptor using from CHO cell membranes [3H]5-HT as the radioligand.,,BAO_0000019,,,,Autocuration,14423,,H,8,CHEMBL872929,,,
3753,1,Binding affinity against Rat 5-hydroxytryptamine 7 receptor using [3H]5-HT,,BAO_0000357,,Rattus norvegicus,,Expert,15874,,D,9,CHEMBL620753,,,
3754,1,Displacement of [3H]5-HT from over-expressed rat 5-hydroxytryptamine 7 receptor,,BAO_0000357,,Rattus norvegicus,,Expert,15874,,D,9,CHEMBL620754,,,
3755,1,Displacement of [3H]5-HT from rat 5-hydroxytryptamine 7 receptor expressed in CHO cells,,BAO_0000219,,Rattus norvegicus,,Expert,16372,,D,9,CHEMBL620755,449.0,,
3756,1,In vitro binding affinity towards cloned rat 5-hydroxytryptamine 7 receptor using [3H]5-HT as radioligand,,BAO_0000357,,,,Autocuration,4622,,H,8,CHEMBL620756,,,
3757,1,The compound was tested for binding affinity against 5-hydroxytryptamine 7 receptor,,BAO_0000357,,,,Autocuration,15086,,H,8,CHEMBL620757,,,
3758,1,"Effect of compound on stimulation of cAMP production in CHO cells expressing rat 5-HT7 receptors at 1, 10, 100 1000 and 10000 nM conc; Not tested",,BAO_0000219,,,,Autocuration,16372,,H,8,CHEMBL620758,449.0,,
3759,1,"Effect of compound on stimulation of cAMP production in CHO cells expressing rat 5-HT7 receptors at 1, 10, 100 1000 and 10000 nM conc; not tested",,BAO_0000219,,,,Autocuration,16372,,H,8,CHEMBL620759,449.0,,
3760,1,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors at a concentration of 1 nM; not tested,,BAO_0000219,,,,Autocuration,16372,,H,8,CHEMBL620760,449.0,,
3761,1,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors by 1 nM 5-HT; Not tested,,BAO_0000219,,,,Autocuration,16372,,H,8,CHEMBL620761,449.0,,
3762,1,Maximal relaxation effect induced by 3 uM compound on substance P stimulated guinea pig ileum with 5-hydroxytryptamine 7 receptor desensitization,Ileum,BAO_0000221,,,,Autocuration,17386,,H,8,CHEMBL620762,,2116.0,
3763,1,Maximal relaxation effect induced by 3 uM compound on substance P stimulated guinea pig ileum with 5-hydroxytryptamine 7 receptor nondesensitization,Ileum,BAO_0000221,,,,Autocuration,17386,,H,8,CHEMBL620763,,2116.0,
3764,1,Maximal relaxation effect induced by 3 uM compound on substance P stimulated guinea pig ileum with 5-hydroxytryptamine receptor desensitization,Ileum,BAO_0000221,,,,Autocuration,17386,,H,8,CHEMBL620764,,2116.0,
3765,1,Inhibition of [3H]-5-CT binding to 5-hydroxytryptamine 7 receptor of rat cortical membranes,,BAO_0000249,,Rattus norvegicus,,Expert,5831,,D,9,CHEMBL857990,,,
3766,1,Binding affinity of compound towards serotonin 5-hydroxytryptamine 7 receptor was determined,,BAO_0000357,,,,Autocuration,4342,,H,8,CHEMBL620765,,,
3767,1,Binding affinity at rat 5-hydroxytryptamine 7 receptor.,,BAO_0000357,,,,Expert,17319,,H,8,CHEMBL620766,,,
3768,1,Binding affinity towards 5-hydroxytryptamine receptor 7 on rat hypothalamus membranes using [3H]5-CT as radioligand.,Hypothalamus,BAO_0000019,,,,Expert,17342,,H,8,CHEMBL620767,,1898.0,
3769,1,Binding affinity towards cloned rat 5-hydroxytryptamine 7 receptor was determined using [3H]5-HT as radioligand,,BAO_0000357,,,,Autocuration,17342,,H,8,CHEMBL620768,,,
3770,1,Binding affinity against 5-hydroxytryptamine 7 receptor using [3H]-5-CT in rat hypothalamus membranes,Hypothalamus,BAO_0000249,,,,Expert,3680,,H,8,CHEMBL619051,,1898.0,
3771,1,Binding affinity towards 5-hydroxytryptamine 7 receptor,,BAO_0000357,,,,Expert,3680,,H,8,CHEMBL619052,,,
3772,1,Agonistic activity against rat 5-HT7 adenyl cyclase expressed by HEK293 cells,,BAO_0000219,,Rattus norvegicus,,Expert,17319,,D,9,CHEMBL619053,722.0,,
3773,1,Agonistic activity against rat 5-HT7 adenyl cyclase expressed in HEK293 cells; Active,,BAO_0000219,,Rattus norvegicus,,Expert,17319,,D,9,CHEMBL619703,722.0,,
3774,1,Agonistic activity against rat 5-HT7-adenyl cyclase expressed by HEK293 cells; Active,,BAO_0000219,,Rattus norvegicus,,Autocuration,17319,,D,9,CHEMBL619704,722.0,,
3775,1,Binding affinity towards 5-hydroxytryptamine 7 receptor,,BAO_0000357,,,,Expert,4820,,H,8,CHEMBL619851,,,
3776,1,Percentage of displacement at 5-hydroxytryptamine 7 receptor at 10e-8 M,,BAO_0000357,,,,Autocuration,4639,,H,8,CHEMBL619852,,,
3777,1,Inhibition of binding towards 5-hydroxytryptamine 7 receptor at 100 nM concentration,,BAO_0000357,,,,Autocuration,6011,,H,8,CHEMBL619853,,,
3778,1,Binding affinity towards human 5-hydroxytryptamine 7 receptor,,BAO_0000357,,Homo sapiens,,Expert,17066,,D,9,CHEMBL619854,,,
3779,1,Binding affinity of compound towards rodent 5-hydroxytryptamine 7 receptor,,BAO_0000357,,,,Expert,17066,,H,8,CHEMBL619855,,,
3780,1,Binding affinity of compound towards serotonin 5-hydroxytryptamine 7 receptor; inactive at 10 uM,,BAO_0000357,,,,Autocuration,17515,,H,8,CHEMBL619856,,,
3781,1,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 7 receptor was determined,,BAO_0000357,,,,Autocuration,4373,,H,8,CHEMBL619857,,,
3782,1,Antagonistic activity towards 5-hydroxytryptamine 7 receptor was evaluated by cAMP assay,,BAO_0000019,,,,Expert,17066,,H,8,CHEMBL619858,,,
3783,1,Binding affinity for 5-hydroxytryptamine 7 receptor was determined,,BAO_0000357,,,,Autocuration,4373,,H,8,CHEMBL619859,,,
3784,1,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 7 receptor was determined,,BAO_0000357,,,,Autocuration,4373,,H,8,CHEMBL619860,,,
3785,1,Evaluated for the binding affinity to 5-hydroxytryptamine 7 receptor,,BAO_0000357,,,,Autocuration,4687,,H,8,CHEMBL619861,,,
3786,1,Non-selective inhibitory activity was determined against 5-hydroxytryptamine 7 receptor,,BAO_0000357,,,,Expert,17342,,H,8,CHEMBL619862,,,
3787,1,Ability to displace [125I]LSD 113808 from 5-hydroxytryptamine 7 receptor at concentration of 10e-6 M,,BAO_0000357,,,,Autocuration,16946,,H,8,CHEMBL619863,,,
3788,1,Ability to displace [125I]LSD 113808 from 5-hydroxytryptamine 7 receptor at concentration of 10e-8 M,,BAO_0000357,,,,Autocuration,16946,,H,8,CHEMBL619864,,,
3789,1,Binding affinities against 5-hydroxytryptamine 7 receptor,,BAO_0000357,,,,Autocuration,16633,,H,8,CHEMBL872928,,,
3790,1,Binding affinities towards 5-hydroxytryptamine 7 receptor,,BAO_0000357,,,,Autocuration,16633,,H,8,CHEMBL619865,,,
3791,1,Binding affinity towards rodent 5-hydroxytryptamine 7 receptor,,BAO_0000357,,,,Expert,17066,,H,8,CHEMBL619866,,,
3792,1,The binding affinity towards 5-hydroxytryptamine 7 receptor; No affinity,,BAO_0000357,,,,Autocuration,16700,,H,8,CHEMBL619867,,,
3793,1,Maximal relaxation effect induced by 3 uM compound on substance P stimulated guinea pig ileum with 5-hydroxytryptamine 7 receptor desensitization,Ileum,BAO_0000221,,,,Autocuration,17386,,H,8,CHEMBL619868,,2116.0,
3794,1,Compound was evaluated for the potency to inhibit oxidation of arachidonic acid by human recombinant 5-Lipoxygenase using a spectrophotometric assay,,BAO_0000019,,,,Autocuration,14080,,H,8,CHEMBL619869,,,
3795,1,Inhibition of oxidation of arachidonic acid by human 5-Lipoxygenase using spectrophotometric assay,,BAO_0000019,,Homo sapiens,,Expert,14080,,D,9,CHEMBL619870,,,
3796,1,In vitro inhibition of human recombinant 5-lipoxygenase enzyme,,BAO_0000357,,,,Autocuration,409,,H,8,CHEMBL619871,,,
3797,1,In vitro inhibition of human recombinant lipoxygenase enzyme,,BAO_0000357,,,,Autocuration,409,,H,8,CHEMBL619872,,,
3798,1,In vitro inhibition of human recombinant lipoxygenase enzyme; No inhibition,,BAO_0000357,,,,Autocuration,409,,H,8,CHEMBL619873,,,
3799,1,Inhibition of 5-lipoxygenase in human whole blood.,Blood,BAO_0000357,,,,Expert,11090,,H,8,CHEMBL619874,,178.0,
3800,1,Inhibition of 5-lipoxygenase in human whole blood.,Blood,BAO_0000357,,,,Expert,11090,,H,8,CHEMBL619875,,178.0,
3801,1,Compound was tested for the inhibition of 5-lipoxygenase of human PMN stimulated by calcium ionophore A-23187 for the formation of 5-HETE,,BAO_0000357,,,,Autocuration,948,,H,8,CHEMBL619876,,,
3802,1,Compound was tested for the inhibition of 5-lipoxygenase of human PMN stimulated by calcium ionophore A-23187 for the formation of leukotriene B4 (LTB4),,BAO_0000357,,,,Autocuration,948,,H,8,CHEMBL619877,,,
3803,1,In vitro 5-lipoxygenase inhibitory activity against calcium ionophore (A23187) induced LTB4 formation in human polymorphonuclear leukocytes.,,BAO_0000219,,,,Expert,13622,,H,8,CHEMBL619878,,,
3804,1,In vitro 5-lipoxygenase inhibitory activity against calcium ionophore (A23187) induced LTB4 formation in human whole blood,Blood,BAO_0000019,,,,Autocuration,13622,,H,8,CHEMBL619879,,178.0,
3805,1,In vitro inhibition of 5-lipoxygenase from human polymorphs,,BAO_0000357,,,,Autocuration,9637,,H,8,CHEMBL619880,,,
