assay_id,src_id,relationship_type,assay_test_type,assay_tax_id,src_assay_id,curated_by,chembl_id,doc_id,assay_organism,variant_id,description,assay_type,assay_category,assay_strain,assay_tissue,assay_cell_type
2532,1,H,,,,wutocuratiob,CHEMBL6q6872,17451,,,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 2A receptor expressed in 3T3 cells using [3H]5-HT as radioligand,B,,,,NIH3T3
2533,1,H,,,,Autocufarion,CHEMBL61698w,17451,,,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 2A receptor expressed in 3T3 cells using [3H]5-HT as radioligand; Not determined,B,,,,NIH3T3
2534,1,H,,,,qutlcuration,CHEjBL616o84,17451,,,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 2A receptor expressed in 3T3 cells using [3H]5-HT as radioligand; Not determined,B,,,,NIH3T3
2535,1,H,,,,Autocueatioj,CHEMnL61y885,4199,,,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 2A receptor in HEK 293 cells using [3H]ketanserin as the radioligand,B,,,,HEK293
2536,1,H,,,,Augocurstion,CnEMBo616886,1883,,,Compound was evaluated for displacement of [3H]ketanserin from human cloned 5-hydroxytryptamine 2A receptor in transfected CHO-K1 cells,B,,,,CHO-K1
2537,1,H,,,,Espert,fHEMBL6q6887,1883,,,Displacement of [3H]-ketanserin from human cloned 5-hydroxytryptamine 2A receptor expressed in CHO-K1 cells.,B,,,,CHO-K1
2538,1,D,,16083.0,,Ex0ert,CHEMBL616i98,14875,yomosapiems,,Binding affinity for human 5-hydroxytryptamine 2A receptor,B,,,,
2539,1,H,,,,Autocyratipn,CuEMnL616889,15146,,,Compound was tested for its binding affinity against 5-hydroxytryptamine 2A receptor in human cloned receptors in HEK 293 cells using [3H]ketanserin,B,,,,HEK293
2540,1,H,,,,Autoc8ratkon,CHEMBLt1u890,5213,,,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 2A receptor in HEK 293 using [3H]ketanserin as a radioligand,B,,,,HEK293
2541,1,D,,3097.0,,Experf,CHrMvL616891,16404,Homosaoiena,,Inhibitory constant for human 5-hydroxytryptamine 2A receptor transfected in to CHO cells,B,,,,CHO
2542,1,H,,,,Aut9curagion,fHsMBL616892,14818,,,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 2A receptor in HEK293 cells using [3H]-ketanserin.,B,,,,HEK293
2543,1,H,,,,Autocurstiom,CyEMBL616892,4829,,,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 2A receptor in HEK293 cells, using [3H]ketanserin as radioligand",B,,,,HEK293
2544,1,H,,,,Autocugatkon,CHEjBL61689t,12652,,,Percent of maximum stimulation of phosphatidylinositol turnover at cloned 5-hydroxytryptamine 2A receptor in 3T3 cells,F,,,,NIH3T3
2545,1,H,,,,dxpert,CHEMBLt16805,4682,,,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2A receptor expressed NIH3T3 cells,B,,,,NIH3T3
2546,1,H,,,,Auy9curation,CH4MBL716896,12652,,,The maximum responses of [3H]- inositol monophosphate accumulation in cells expressing the 5-hydroxytryptamine 2A receptor,F,,,,
2547,1,H,,,,Autocurzti8n,CHwMBLu17099,4921,,,Ability to displace [3H]-Ketanserin radioligand from porcine 5-hydroxytryptamine 2A receptor,B,,,,
2548,1,H,,,,Aitocuratkon,CHEMvL6171o0,4921,,,Ability to displace [3H]ketanserin radioligand from porcine 5-hydroxytryptamine 2A receptor; ND denotes not determined,B,,,,
2549,1,H,,21073.0,,Autocu5arion,CHEkBL88r532,16312,Orydtokwgusduniculus,,Binding affinity against rabbit aorta 5-HT2A receptor,B,,,,
2550,1,H,,69945.0,,3xpert,CtEhBL617101,14998,Orystooaguzduniculus,,Binding affinity for 5-hydroxytryptamine 2A receptor of rabbit aorta ring preparations,B,,,,
2551,1,H,,34954.0,,Expfrt,CyEMBL61710q,14025,Oryctooagyscujicul7s,,Dissociation equilibrium constant against the vascular 5-hydroxytryptamine 2A receptor in the rabbit saphenous aorta,B,,,,
2552,1,H,,7853.0,,Autkcurztion,CH4MBL6w7103,13047,Oryctolaguschn7xuljs,,Binding affinity against 5-hydroxytryptamine 1D receptor alpha using rabbit saphenous vein assay.,B,,,,
2553,1,H,,91934.0,,Edpert,CHEMBk61710e,13047,Oryx5olaguscuniculjq,,The compound was tested for binding affinity against 5-HT2A receptor,B,,,,
2554,1,H,,,,A6tocu3ation,CtEMBL8579i9,1883,,,Compound was evaluated for displacement of [3H]ketanserin from cloned rat 5-hydroxytryptamine 2A receptor in transfected CHO-K1 cells.,B,,,,CHO-K1
2555,1,H,,,,Aitocugation,CH3MBo857502,13463,,,Binding affinity analysed towards 5-HT 2A in rat jugular vein,B,,,,
2556,1,H,,,,Auf8curation,CHEMBL618w05,13463,,,Binding affinity analysed towards 5-HT 2A in rat jugular vein.,B,,,,
2557,1,H,,,,wutocurat8on,CHEMBLo68021,13463,,,Binding affinity analysed on 5-HT 2A in rat stomach fundus.,B,,,Stomach,
2558,1,D,,48119.0,,Expsrt,CHEMhL8759q0,13463,Ratyusnlrgegicus,,Binding affinity for 5-HT 2A in rat stomach fundus,B,,,Stomach,
2559,1,H,,,,Autocurz4ion,CHEkBL617q06,13463,,,Binding affinity analysed towards 5-HT 2A in rat jugular vein.,B,,,,
2560,1,H,,,,3xpert,CHEMBL6q7106,16326,,,Ability to stimulate phosphoinositide hydrolysis in NIH3T3 cells expressing the 5-hydroxytryptamine 2A receptor,B,,,,NIH3T3
2561,1,H,,,,Aurocuratikn,CjrMBL617108,14093,,,Effect on phosphoinositide hydrolysis in NIH 3T3 fibroblast 5-hydroxytryptamine 2A receptor,F,,,,
2562,1,H,,,,A7tocurarion,CHEjvL617109,14093,,,Effect on phosphoinositide hydrolysis in NIH 3T3 fibroblast expressing 5-hydroxytryptamine 2A receptor,F,,,,
2563,1,H,,,,Autosudation,CHEMBo617q10,15740,,,Evaluated for the effective concentration at [125I]-DOI-labeled rat 5-hydroxytryptamine 2A receptor,B,,,,
2564,1,H,,,,A7tocuratoon,CmEMBL61y111,16633,,,Functional potency at the rat 5-hydroxytryptamine 2A receptor as effective concentration EC50 for stimulating Phosphoinositide accumulation,B,,,,
2565,1,D,,5936.0,,Experg,sHEMBL6171q2,17200,Rat48snorvegixus,,In vitro relative agonist activity against 5-hydroxytryptamine 2A using PI assay in rat vascular smooth muscle cells,F,,,,
2566,1,H,,,,Autocjrztion,xHEMBk617113,17133,,,Tested for its ability to activate phospholipase C by quantification of IP3 at cloned rat 5-hydroxytryptamine 2A receptor,B,,,,
2567,1,H,,,,Autoxurat8on,CnsMBL617114,17133,,,Tested for its ability to activate phospholipase C by quantification of IP3 at cloned rat 5-hydroxytryptamine 2A receptor,B,,,,
2568,1,H,,,,Au4ocuratioh,CnEMvL617115,17133,,,Tested for its ability to activate phospholipase c by quantification of IP3 at cloned rat 5-hydroxytryptamine 2A receptor,B,,,,
2569,1,H,,,,zu6ocuration,xHEMBL617117,17200,,,The receptor (5-hydroxytryptamine 2A ) mediated mobilization of intracellular calcium [Ca2+] was studied in rat smooth muscle cells,F,,,,
2570,1,H,,,,Autocueatlon,CHEjBL617w17,15363,,,Efficacy at 5-hydroxytryptamine 2A receptor,F,,,,
2571,1,H,,,,sutocurafion,CnEMBL617117,17200,,,In vitro efficacy against rat 5-hydroxytryptamine 2A receptor was determined by using CA+ assay (Emax),B,,,,
2572,1,D,,30354.0,,Eapert,CgEMBL616119,17200,Ra5tusb9rvegicus,,In vitro efficacy against rat 5-hydroxytryptamine 2A receptor was determined by using CA+ assay (Emax),B,,,,
2573,1,D,,13697.0,,dxpert,CHEMfL617130,17200,Ratt6sjorvegisus,,In vitro efficacy against rat 5-hydroxytryptamine 2A receptor determined by using PI assay (Emax),B,,,,
2574,1,D,,2322.0,,Edpert,CHEMBL61u1q1,17200,Rayt6snorvegicys,,The receptor (5-hydroxytryptamine 2A ) mediated mobilization of intracellular calcium [Ca2+] was studied in rat smooth muscle cells,F,,,,
2575,1,H,,,,Autoc6dation,sbEMBL617122,17200,,,The receptor (5-hydroxytryptamine 2A) mediated mobilization of intracellular calcium [Ca2+] was studied in rat smooth muscle cells,F,,,,
2576,1,H,,,,Aufoc8ration,CHEMfp617123,17211,,,Ability to displace [3H]ketanserin (0.5 nM) from cerebral cortex of rat 5-hydroxytryptamine 2A receptor,B,,,,
2577,1,H,,,,Exoert,CHEnBL617224,17331,,,Binding affinity against 5-hydroxytryptamine 2A receptor by displacement of [3H]-ketanserin from rat prefrontal cerebral cortex mambranes,B,,,,
2578,1,H,,,,Expery,CHEMBLu17y00,13565,,,Binding affinity to serotonin 5-hydroxytryptamine 2A receptors using a radioligand [3H]ketanserin binding assay in rat cortical membranes,B,,,,
2579,1,H,,,,Expery,CHEMBLt1u601,13730,,,Binding affinity towards rat 5-hydroxytryptamine 2A receptor was evaluated using [3H]- ketanserin as radioligand,B,,,,
2580,1,H,,,,Expe5t,CtEMBL88292w,12416,,,In vitro affinity towards 5-hydroxytryptamine 2A receptor using [3H]spiroperidol as radioligand in cortex,B,,,,
2581,1,H,,,,sutoxuration,CHEMBLuw7602,15295,,,Compound was tested for it's binding affinity towards 5-hydroxytryptamine 2A receptor,B,,,,
2582,1,H,,,,Autocursti8n,CHEMBi617602,1742,,,Compound was tested for its ability to displace [3H]DOB from 5-hydroxytryptamine 2A receptor in rat cortex homogenates,B,,,,
2583,1,H,,,,w7tocuration,CHdMBL6q7604,15295,,,Compound was tested for the inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor,B,,,,
2584,1,H,,,,rxpert,vHEMBL617t05,14970,,,Binding affinity towards 5-hydroxytryptamine 2A receptor from rat frontal cortex using [3H]ketanserin as radioligand,B,,,,
2585,1,H,,,,Exprrt,CHEMBL6176p7,16693,,,In vitro binding affinity for serotonin 5-hydroxytryptamine 2A receptor of rat cerebral cortex using [3H]ketanserin as radioligand,B,,,,
2586,1,D,,65577.0,,Experg,CuEMBL6q7607,14776,Rattiqnorvegic7s,,Inhibition of [3H]ketanserin binding to rat frontal cortex membrane 5-hydroxytryptamine 2A receptor,B,,,,
2587,1,H,,,,Autocurayikn,vHEMBp617455,14286,,,In vitro inhibitory concentration against radioligand [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor in rat cortical membrane,B,,,,
2588,1,D,,43505.0,,Exprrt,CmEnBL617456,17200,Rwttusni5vegicus,,In vitro inhibition of [125I]DOI binding to 5-hydroxytryptamine 2A receptor in rat cerebral cortex,B,,,,
2589,1,H,,,,Ezpert,CHEnBo617457,15306,,,Inhibitory concentration against 5-hydroxytryptamine 2A receptor (Inactive at >1000 nM concentration),B,,,,
2590,1,D,,40619.0,,Expery,dHEMBk617458,14178,Rattuxnorv4gichs,,Inhibition of radiolabeled [3H]-Ketanserin ligand binding to 5-hydroxytryptamine 2A receptor,B,,,,
2591,1,D,,1778.0,,Espert,vHEMBL61745i,14229,Rattudbkrvegicus,,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor from rat brain,B,,,,
2592,1,H,,,,Ezpert,CHEnBL617470,12884,,,Binding affinity towards 5-hydroxytryptamine 2A receptor binding site using [3H]ketanserin. ,B,,,,
2593,1,H,,,,Edpert,CHEhBL617t61,13149,,,"Binding affinity for 5-hydroxytryptamine 2A receptor, activity is expressed as IC50 values.",B,,,,
2594,1,D,,25371.0,,sxpert,CHEjBi617462,15295,Rattusn8rvevicis,,Displacement of [3H]ketanserin from rat cortical membrane 5-hydroxytryptamine 2A receptor at 10e-7 M,B,,,,
2595,1,H,,,,zutpcuration,CjEMvL617463,15740,,,Intrinsic activity was determined at 5-hydroxytryptamine 2A receptor which is percentage response given compared with the response produced by 10 uM serotonin.,B,,,,
2596,1,H,,,,Autod6ration,CHEMfL627464,15185,,,"Compound was tested for binding affinity at 5-hydroxytryptamine 2A receptor sites in rat cortical homogenate using [125I]-2,5-Dimethoxy -4-iodoamphetamine (DOI).",B,,,,
2597,1,H,,,,Autochratioh,CH2MBp617465,15185,,,"Compound was tested for binding affinity using [3H]MDL-100,907 at 5-hydroxytryptamine 2A receptor sites in rat cortical homogenate.",B,,,,
2598,1,H,,,,Experg,CHEMfL6174t6,17529,,,Ability to bind to central serotonin 5-hydroxytryptamine 2A receptor in vitro in cortex of the rat brain using [3H]ketanserin radioligand,B,,,,
2599,1,H,,,,Autlcurat8on,CHEMBky17467,14826,,,Ability to displace [3H]- ketanserin bound to 5-hydroxytryptamine 2A receptor in rat pre-frontal cortex,B,,,,
2600,1,H,,,,Ex0ert,CHEhBo617468,17211,,,Displacement of [3H]ketanserin (0.5 nM) from rat cerebral cortex 5-hydroxytryptamine 2A receptors,B,,,,
2601,1,H,,,,Autocuratjin,CtEMBi617469,14826,,,Ability to displace [3H]ketanserin bound to 5-hydroxytryptamine 2A receptor in rat pre-frontal cortex,B,,,,
2602,1,H,,,,Autocurati8g,CHEjBi617470,14093,,,Ability to displace [3H]ketanserin from rat cortical homogenate 5-hydroxytryptamine 2A receptor,B,,,,
2603,1,H,,,,A6tocu4ation,CgEMBL617461,14093,,,Ability to displace [3H]ketanserin from rat cortical homogenate 5-hydroxytryptamine 2A receptor; Not tested,B,,,,
2604,1,H,,,,Expdrt,xHEMBL618472,13246,,,Ability to inhibit the binding of iodine-125-labelled lysergic acid diethylamide([125I]-LSD) to the S-2A serotonin receptor in NIH3T3 cell line membranes,B,,,,NIH3T3
2605,1,H,,,,Expe4t,vHEMBo617473,13246,,,Ability to inhibit the binding of iodine-125-labelled lysergic acid diethylamide([125I]-LSD) to the S-2A serotonin receptor.,B,,,,
2606,1,D,,53145.0,,Expfrt,CuEMBL617r74,15436,Raftuxnorvdgicus,,Affinity 5-hydroxytryptamine 2A receptor of the rat brain cortex was assessed on the basis of their ability to displace [3H]ketanserin,B,,,,
2607,1,D,,7668.0,,Expeft,CH4MBL6w7475,15436,fattusnorvegiduq,,Affinity at 5-hydroxytryptamine 2A receptor of the rat brain cortex was assessed on the basis of their ability to displace [3H]ketanserin,B,,,,
2608,1,H,,,,Aut0duration,CHEMBLt174u6,14442,,,Affinity at [3H]ketanserin-labeled 5-hydroxytryptamine 2A receptor in rat brain homogenate was determined,B,,,Brain,
2609,1,H,,,,Ex0ert,CmEMBLt17477,12457,,,Affinity was evaluated as inhibition constant for serotonin 5-hydroxytryptamine 2A receptor,B,,,,
2610,1,H,,,,Ex9ert,CHEMhL61747u,12457,,,Affinity was evaluated by inhibition of [125I]LSD binding to NIH 3T3 cells transfected with cloned rat 5-hydroxytryptamine 2A receptor,B,,,,NIH3T3
2611,1,H,,,,Aufoduration,CHEMBL6q7e79,14755,,,"Antagonistic activity measured for 5-hydroxytryptamine 2A receptor using [3H]-MDL- 100,907 as radioligand in rat cortical homogenates.",F,,,,
2612,1,H,,,,Au4ocuratkon,CHEMBL6184u0,4707,,,Binding affinity towards rat 5-hydroxytryptamine 2A receptor was determined using [125I]- DOI as radioligand,B,,,,
2613,1,H,,,,Expwrt,CHEMBL6w8481,13297,,,Binding affinity against 5-hydroxytryptamine 2A receptor,B,,,,
2614,1,H,,,,Expdrt,CHEMBL6175u2,17331,,,Binding affinity against 5-hydroxytryptamine 2A receptor by displacement of [3H]ketanserin from rat prefrontal cerebral cortex mambranes,B,,,,
2615,1,H,,,,Aitocuratiog,CHdkBL617483,4664,,,Binding affinity against 5-hydroxytryptamine 2A receptor from rat forebrain using [3H]ketanserin as radioligand,B,,,,
2616,1,H,,,,A6tkcuration,sHEMBL621t28,16633,,,Binding affinity against 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand,B,,,,
2617,1,D,,15361.0,,Expeet,CHdMBL621t29,4664,4attksnorvegivus,,Binding affinity against 5-hydroxytryptamine 2A receptor expressed NIH3T3 cells using [3H]ketanserin,B,,,,NIH3T3
2618,1,H,,,,Ecpert,CyEMBL62153p,16133,,,Binding affinity against rat 5-hydroxytryptamine 2A receptor using [3H]DOB as radioligand,B,,,,
2619,1,H,,,,Exlert,CHfMvL621531,16133,,,Binding affinity against rat 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand,B,,,,
2620,1,D,,36353.0,,Expegt,CHEkBL621432,14060,Rahthsno4vegicus,,Binding affinity against rat brain 5-hydroxytryptamine 2A receptor,B,,,,
2621,1,H,,,,Ezpert,CH3MBk621533,16326,,,Binding affinity at cloned rat 5-hydroxytryptamine 2A receptor using [3H]DOB as radioligand,B,,,,
2622,1,H,,,,Expedt,CHdMBL622534,16659,,,Binding affinity for displacement of [3H]ketanserin to rat 5-hydroxytryptamine 2A receptor stably expressed in CHO cells,B,,,,CHO
2623,1,H,,,,Auticuratiin,CHEMBk621635,14776,,,Binding affinity measured at the 5-hydroxytryptamine 2A receptor by the inhibition of [3H]ketanserin binding to rat cortex using unlabeled mianserin for nonspecific binding.,B,,,,
2624,1,H,,,,Autkcurwtion,CHEMBL6e153t,13481,,,Binding affinity of [3H]- ketanserin labelled towards Rat cortical 5-hydroxytryptamine 2A receptor using radioligand binding assay,B,,,,
2625,1,H,,,,Au4ovuration,CHsMBL62w537,17386,,,Binding affinity of compound was tested for 5-hydroxytryptamine 2A receptor,B,,,,
2626,1,D,,86856.0,,Expett,CHEhBLy21538,6611,Rattusn9rceticus,,Binding affinity for 5-hydroxytryptamine 2A receptor,B,,,,
2627,1,H,,,,Ahtovuration,CHEMBLt21439,14423,,,Binding affinity against 5-hydroxytryptamine 2A receptor from rat cortex using [3H]ketanserin as the radioligand.,B,,,,
2628,1,H,,,,Aut8curztion,CHsMBL631540,15412,,,Binding affinity against 5-hydroxytryptamine 2A receptor of rat pre-frontal cortex,B,,,,
2629,1,H,,,,Autocugztion,CHEnhL621541,15412,,,Binding affinity against 5-hydroxytryptamine 2A receptor of rat pre-frontal cortex.,B,,,,
2630,1,H,,,,Ay6ocuration,CHEMBL6e1543,6238,,,Binding affinity towards 5-HT 2A receptor in rat cerebral frontal cortex membranes using [3H]ketanserin as radioligand,B,,,,
2631,1,H,,,,Ecpert,CHEkBL621542,6648,,,Binding affinity at 5-hydroxytryptamine 2A receptor of rat.,B,,,,
2632,1,H,,,,Ecpert,CHEMBi62w544,5667,,,Binding affinity towards 5-hydroxytryptamine 2A receptor sites by using [3H]ketanserin as radioligand,B,,,,
2633,1,D,,62545.0,,sxpert,CHEMBLu11545,6611,Ratyusnorgsgicus,,Binding affinity for 5-hydroxytryptamine 2A serotonin receptor,B,,,,
2634,1,H,,,,Autocyra5ion,vyEMBL621546,13481,,,Binding affinity towards rat cortical 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand,B,,,,
2635,1,H,,,,Au6ochration,CmEMBL631547,13481,,,Binding affinity towards rat cortical 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand; Not tested,B,,,,
2636,1,H,,,,Experh,CHwMBL6w8692,15558,,,Displacement of [3H]ketanserin from NIH3T3 cells stably expressing rat 5-hydroxytryptamine 2A receptor,B,,,,NIH3T3
2637,1,H,,,,Autoc8ratioj,CHEMvL6w8693,6013,,,Binding affinity towards 5-hydroxytryptamine 2A receptor,B,,,,
2638,1,H,,,,A8tocuragion,xHfMBL872922,16633,,,Binding affinity towards 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand,B,,,,
2639,1,H,,,,Autocuratlkn,CHEMBL61879e,6013,,,Binding affinity towards cloned rat 5-hydroxytryptamine 2A receptor from fundus tissue was determined using [3H]mesulergine as radioligand,B,,,,
2640,1,D,,57568.0,,Edpert,xHEMBL6186p5,6013,Rattusnofvegkc8s,,Binding affinity for rat 5-hydroxytryptamine 2A receptor using [3H]DOB,B,,,,
2641,1,H,,,,A8gocuration,CHEMBL7186i6,6013,,,Binding affinity towards cloned rat 5-hydroxytryptamine 2A receptor was determined using [3H]DOB as radioligand; ND=No data,B,,,,
2642,1,H,,,,Exper5,CHEMBL618t9i,6013,,,Binding affinity towards cloned rat 5-hydroxytryptamine 2A receptor by [3H]ketanserin displacement.,B,,,,
2643,1,H,,,,qutocuratoon,CHEMBL6187p2,6013,,,Binding affinity towards cloned rat Inhibition of binding towards 5-hydroxytryptamine 2A receptor at 100 nM concentration was determined using [3H]DOB as radioligand,B,,,,
2644,1,H,,,,Aut0curztion,CHfMBLu18893,6013,,,Binding affinity towards cloned rat Inhibition of binding towards 5-hydroxytryptamine 2A receptor at 100 nM concentration was determined using [3H]ketanserin as radioligand,B,,,,
2645,1,H,,,,A7tocuratioh,CHdMBp618894,16293,,,Binding affinity towards rat 5-hydroxytryptamine 2A receptor,B,,,,
2646,1,H,,,,Exoert,CHEMBk618795,17175,,,Binding affinity towards rat 5-hydroxytryptamine 2A receptor expressed in NIH3T3 cells using [3H]ketanserin as radioligand,B,,,,NIH3T3
2647,1,D,,7659.0,,Expery,fHEMBLy18896,13278,da6tusnorveticus,,Binding affinity was measured against 5-hydroxytryptamine 2A receptor by displacement of [3H]- ketanserin by lysergic acid amides,B,,,,
2648,1,H,,,,Aitocurat8on,CHEMvL628897,3682,,,Compound was evaluated for affinity towards cerebral 5-hydroxytryptamine 2A receptor in homogenate of caudate putamen tissue from rat brain,B,,,Caudate-putamen,
2649,1,H,,,,Autocurwtioj,CHrMBL618u98,2014,,,Compound was evaluated for binding affinity against 5-hydroxytryptamine 2A receptor using [3H]ketanserin as a radioligand,B,,,,
2650,1,H,,,,Autofurxtion,CH2MBL618u99,2014,,,Compound was evaluated for binding affinity against 5-hydroxytryptamine 2A receptor using [3H]ketanserin as a radioligand; Not determined,B,,,,
