Fiscal year,Children issues (marker),Organisation ID,IRTC percent,Sector percent,Organisation name,Enviromental sustainability (marker),Continent ID,FSTC percent,Project number,Urban issues (marker),PBA type,CountryRegion ID,Continent name,Branch ID,Maximum CIDA contribution (project-level),Climate change adaptation (marker),Project Browser country ID,Sector name,Trade development (marker),Fund centre ID,Programming process (new),Disability issues (marker),Gender equality (marker),Climate change mitigation (marker),Status,Branch name,Division ID,Division name,Section ID,Section name,Regional program (marker),Fund centre name,Untied amount(Project-level budget),CFLI (marker),CIDA business delivery model (old),Bilateral aid (international marker),Desertification (marker)
2009/2010,0,1000973,0.0,0.25,CECI Centre d'�tude et de coop�ration,1,3,1.0,A031053001,0,Not PBA,NP,Asia,B4100,4851296.59,0,NP,Health policy and administrative management,0,4117,Uncoded: Pre-APP,0,2,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4130,Philippines and Mongolia,0,Nepal,4851296.59,0,Responsive,1,0
2009/2010,0,1000973,0.0,0.5,CECI Centre d'�tude et de coop�ration,1,3,1.0,A031053001,0,Not PBA,NP,Asia,B4100,4851296.59,0,NP,Democratic participation and civil society,0,4117,Uncoded: Pre-APP,0,2,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4130,Philippines and Mongolia,0,Nepal,4851296.59,0,Responsive,1,0
2009/2010,0,1000973,0.0,0.25,CECI Centre d'�tude et de coop�ration,1,3,1.0,A031053001,0,Not PBA,NP,Asia,B4100,4851296.59,0,NP,Agricultural policy and administrative management,0,4117,Uncoded: Pre-APP,0,2,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4130,Philippines and Mongolia,0,Nepal,4851296.59,0,Responsive,1,0
2009/2010,0,10050,0.0,1.0,Department of Foreign Affairs and International Trade,0,2,1.0,A031054001,0,Not PBA,GH,Africa,B4200,649748.16,0,GH,Agricultural policy and administrative management,0,4254,Uncoded: Pre-APP,0,2,0,Closed,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,Ghana,649748.16,0,Directive,1,0
2009/2010,0,1003803,0.0,1.0,UNFPA - United Nations Population Fund,0,3,0.0,A031068001,0,Not PBA,BD,Asia,B4100,19044717.07,0,BD,Reproductive health care,0,4122,Uncoded: Pre-APP,0,2,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4122,Bangladesh Section,0,Bangladesh,19044717.07,0,Directive,1,0
2009/2010,0,1000335,0.0,0.4,Cowater International Inc.,0,3,1.0,A031069001,0,Not PBA,BD,Asia,B4100,10419379.17,0,BD,Public sector policy and administrative management,0,4122,Uncoded: Pre-APP,0,3,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4122,Bangladesh Section,0,Bangladesh,10419379.17,0,Directive,1,0
2009/2010,0,1000335,0.0,0.2,Cowater International Inc.,0,3,1.0,A031069001,0,Not PBA,BD,Asia,B4100,10419379.17,0,BD,Democratic participation and civil society,0,4122,Uncoded: Pre-APP,0,3,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4122,Bangladesh Section,0,Bangladesh,10419379.17,0,Directive,1,0
2009/2010,0,1000335,0.0,0.2,Cowater International Inc.,0,3,1.0,A031069001,0,Not PBA,BD,Asia,B4100,10419379.17,0,BD,Media and free flow of information,0,4122,Uncoded: Pre-APP,0,3,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4122,Bangladesh Section,0,Bangladesh,10419379.17,0,Directive,1,0
2009/2010,0,1000335,0.0,0.2,Cowater International Inc.,0,3,1.0,A031069001,0,Not PBA,BD,Asia,B4100,10419379.17,0,BD,Human rights,0,4122,Uncoded: Pre-APP,0,3,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4122,Bangladesh Section,0,Bangladesh,10419379.17,0,Directive,1,0
2009/2010,0,1000601,0.0,1.0,Agriteam Canada,0,2,1.0,A031081001,0,Not PBA,EG,Africa,B3100,14147304.85,0,EG,Primary education,0,4263,Uncoded: Pre-APP,0,1,0,Closed,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,0,Egypt,14147304.85,0,Directive,1,0
2009/2010,1,1000524,0.0,0.5,Salasan Consulting Inc.,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,TL,Legal and judicial development,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,Information not available,0.0,0.5,Information not available,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,TL,Legal and judicial development,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,1000524,0.0,0.4,Salasan Consulting Inc.,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,TL,Democratic participation and civil society,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,Information not available,0.0,0.4,Information not available,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,TL,Democratic participation and civil society,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,1000524,0.0,0.1,Salasan Consulting Inc.,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,TL,Human rights,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,Information not available,0.0,0.1,Information not available,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,TL,Human rights,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,1000524,0.0,0.5,Salasan Consulting Inc.,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,LA,Legal and judicial development,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,Information not available,0.0,0.5,Information not available,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,LA,Legal and judicial development,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,1000524,0.0,0.4,Salasan Consulting Inc.,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,LA,Democratic participation and civil society,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,Information not available,0.0,0.4,Information not available,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,LA,Democratic participation and civil society,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,1000524,0.0,0.1,Salasan Consulting Inc.,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,LA,Human rights,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,Information not available,0.0,0.1,Information not available,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,LA,Human rights,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,1000524,0.0,0.5,Salasan Consulting Inc.,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,KH,Legal and judicial development,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,Information not available,0.0,0.5,Information not available,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,KH,Legal and judicial development,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,1000524,0.0,0.4,Salasan Consulting Inc.,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,KH,Democratic participation and civil society,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,Information not available,0.0,0.4,Information not available,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,KH,Democratic participation and civil society,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,1000524,0.0,0.1,Salasan Consulting Inc.,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,KH,Human rights,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,Information not available,0.0,0.1,Information not available,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,KH,Human rights,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,1000524,0.0,0.5,Salasan Consulting Inc.,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,TH,Legal and judicial development,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,Information not available,0.0,0.5,Information not available,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,TH,Legal and judicial development,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,1000524,0.0,0.4,Salasan Consulting Inc.,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,TH,Democratic participation and civil society,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,Information not available,0.0,0.4,Information not available,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,TH,Democratic participation and civil society,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,1000524,0.0,0.1,Salasan Consulting Inc.,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,TH,Human rights,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,Information not available,0.0,0.1,Information not available,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,TH,Human rights,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,1000524,0.0,0.5,Salasan Consulting Inc.,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,VN,Legal and judicial development,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,Information not available,0.0,0.5,Information not available,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,VN,Legal and judicial development,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,1000524,0.0,0.4,Salasan Consulting Inc.,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,VN,Democratic participation and civil society,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,Information not available,0.0,0.4,Information not available,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,VN,Democratic participation and civil society,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,1000524,0.0,0.1,Salasan Consulting Inc.,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,VN,Human rights,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,Information not available,0.0,0.1,Information not available,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,VN,Human rights,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,1000524,0.0,0.5,Salasan Consulting Inc.,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,ID,Legal and judicial development,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,Information not available,0.0,0.5,Information not available,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,ID,Legal and judicial development,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,1000524,0.0,0.4,Salasan Consulting Inc.,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,ID,Democratic participation and civil society,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,Information not available,0.0,0.4,Information not available,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,ID,Democratic participation and civil society,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,1000524,0.0,0.1,Salasan Consulting Inc.,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,ID,Human rights,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,Information not available,0.0,0.1,Information not available,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,ID,Human rights,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,1000524,0.0,0.5,Salasan Consulting Inc.,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,PH,Legal and judicial development,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,Information not available,0.0,0.5,Information not available,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,PH,Legal and judicial development,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,1000524,0.0,0.4,Salasan Consulting Inc.,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,PH,Democratic participation and civil society,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,Information not available,0.0,0.4,Information not available,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,PH,Democratic participation and civil society,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,1000524,0.0,0.1,Salasan Consulting Inc.,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,PH,Human rights,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,1,Information not available,0.0,0.1,Information not available,0,3,1.0,A031101001,0,Not PBA,170,Asia,B4100,10596841.9,0,PH,Human rights,0,4105,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,1,SEA Regional,10596841.9,0,Directive,1,0
2009/2010,0,10050,0.0,1.0,Department of Foreign Affairs and International Trade,0,3,1.0,A031102001,0,Not PBA,PH,Asia,B4100,6638554.49,0,PH,Legal and judicial development,0,4128,Uncoded: Pre-APP,0,1,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4130,Philippines and Mongolia,0,Philippines,6638554.49,0,Directive,1,0
2009/2010,0,1000929,0.0,0.5,D�veloppement international Desjardins,0,2,1.0,A031111001,0,Not PBA,RW,Africa,B4200,4565415.22,0,RW,Financial policy and administrative management,0,4302,Uncoded: Pre-APP,0,2,0,Closed,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,Rwanda,0.0,0,Responsive,1,0
2009/2010,0,1000929,0.0,0.5,D�veloppement international Desjardins,0,2,1.0,A031111001,0,Not PBA,RW,Africa,B4200,4565415.22,0,RW,Formal sector financial intermediaries,0,4302,Uncoded: Pre-APP,0,2,0,Closed,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,Rwanda,0.0,0,Responsive,1,0
2009/2010,0,10050,0.0,1.0,Department of Foreign Affairs and International Trade,0,1,1.0,A031116001,0,Not PBA,GY,America,B4400,5000000.0,0,GY,Public sector policy and administrative management,0,4438,Uncoded: Pre-APP,0,0,0,Operational,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,0,Caribbean Regional - Guyana,5000000.0,0,Directive,1,0
2009/2010,0,1012182,0.0,1.0,New Era Consulting,0,1,1.0,A031116001,0,Not PBA,GY,America,B4400,5000000.0,0,GY,Public sector policy and administrative management,0,4438,Uncoded: Pre-APP,0,0,0,Operational,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,0,Caribbean Regional - Guyana,5000000.0,0,Directive,1,0
2009/2010,0,Information not available,0.0,1.0,Information not available,0,1,1.0,A031116001,0,Not PBA,GY,America,B4400,5000000.0,0,GY,Public sector policy and administrative management,0,4438,Uncoded: Pre-APP,0,0,0,Operational,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,0,Caribbean Regional - Guyana,5000000.0,0,Directive,1,0
2009/2010,1,1000136,0.0,0.1,Foundation for International Training,0,2,1.0,A031124001,0,Not PBA,EG,Africa,B3100,4825980.75,0,EG,Public sector policy and administrative management,0,4263,Uncoded: Pre-APP,0,1,0,Terminating,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,0,Egypt,4825980.75,0,Directive,1,0
2009/2010,1,1000136,0.0,0.9,Foundation for International Training,0,2,1.0,A031124001,0,Not PBA,EG,Africa,B3100,4825980.75,0,EG,Democratic participation and civil society,0,4263,Uncoded: Pre-APP,0,1,0,Terminating,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,0,Egypt,4825980.75,0,Directive,1,0
2009/2010,0,1002420,0.0,0.5,CDB - Caribbean Development Bank,0,1,1.0,A031129001,0,Pooled funding,30,America,B4400,37750230.09,0,BZ,Primary education,0,4434,Uncoded: Pre-APP,0,2,0,Operational,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,Caribbean Region,37750230.09,0,Responsive,1,0
2009/2010,0,1002420,0.0,0.05,CDB - Caribbean Development Bank,0,1,1.0,A031129001,0,Pooled funding,30,America,B4400,37750230.09,0,BZ,Secondary education,0,4434,Uncoded: Pre-APP,0,2,0,Operational,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,Caribbean Region,37750230.09,0,Responsive,1,0
2009/2010,0,1002420,0.0,0.1,CDB - Caribbean Development Bank,0,1,1.0,A031129001,0,Pooled funding,30,America,B4400,37750230.09,0,BZ,Basic health infrastructure,0,4434,Uncoded: Pre-APP,0,2,0,Operational,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,Caribbean Region,37750230.09,0,Responsive,1,0
2009/2010,0,1002420,0.0,0.15,CDB - Caribbean Development Bank,0,1,1.0,A031129001,0,Pooled funding,30,America,B4400,37750230.09,0,BZ,Basic drinking water supply,0,4434,Uncoded: Pre-APP,0,2,0,Operational,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,Caribbean Region,37750230.09,0,Responsive,1,0
2009/2010,0,1002420,0.0,0.15,CDB - Caribbean Development Bank,0,1,1.0,A031129001,0,Pooled funding,30,America,B4400,37750230.09,0,BZ,Basic sanitation,0,4434,Uncoded: Pre-APP,0,2,0,Operational,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,Caribbean Region,37750230.09,0,Responsive,1,0
2009/2010,0,1002420,0.0,0.05,CDB - Caribbean Development Bank,0,1,1.0,A031129001,0,Pooled funding,30,America,B4400,37750230.09,0,BZ,Road transport,0,4434,Uncoded: Pre-APP,0,2,0,Operational,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,Caribbean Region,37750230.09,0,Responsive,1,0
2009/2010,0,1002420,0.0,0.5,CDB - Caribbean Development Bank,0,1,1.0,A031129001,0,Pooled funding,40,America,B4400,37750230.09,0,KN,Primary education,0,4434,Uncoded: Pre-APP,0,2,0,Operational,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,Caribbean Region,37750230.09,0,Responsive,1,0
