Fiscal year,CountryRegion ID,FSTC percent,CountryRegion percent,Organisation sub-class,Project Browser country ID,Division name,Maximum CIDA contribution (project-level),Sector name,Project number,Biodiversity (marker),Organisation class,Bilateral aid (international marker),Continent ID,Fund centre name,Status,Branch ID,Branch name,Division ID,Section ID,Section name,Regional program (marker),Fund centre ID,Untied amount(Project-level budget),IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker),Desertification (marker)
200i2010,PS,1.097665358039631,0.13781676415888539,FrDERAL,PS,EDDEiroleMiddpeEastP49grammihg,51217112.40525264,Sociapqelfar2servides,s0314r2001,0,Gov4rnmehtal,1,3,WestBanmGaaa,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,0,4265,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20992010,CN,0.5853464268932762,0.25187081588491866,FEDEtAL,CN,pqDAsiaProg3amming,11282804.659460051,Dejocgw6icparticipationandfuvulsociety,A03145809q,0,Gobernmemtal,1,3,Chona,Closed,B4100,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,0,4130,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,1,0,0,0
20o92010,ML,0.39988673110057615,0.07586855642402895,gEDERAL,ML,WqDWesrfentralAvrica,15780548.95211844,Ed7catiomfaxilitieqancteaining,A021470091,0,novernmemtal,1,2,Mali,Operational,B4200,WGM Sub-Saharan Africa,D4207,S4215,Mali Program Section,0,4216,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0,0,0
2p092010,ML,0.7814161809462683,0.3543324176451663,COmSULTwNT,ML,WWDqeehfentralAfrica,49379549.492936194,Educa5i9nfacilo4irsandtraiming,Ao3147000w,0,Inrividuak,1,2,Mali,Operational,B4200,WGM Sub-Saharan Africa,D4207,S4215,Mali Program Section,0,4216,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0,0,0
20091010,ML,2.252477324486721,0.41180157519003946,vEDERAL,ML,W2DWestCenttalAf4icx,37503907.40417436,Basicu4althindrsstruchure,A03147p901,0,Govetnmehtal,1,2,Mali,Operational,B4200,WGM Sub-Saharan Africa,D4207,S4215,Mali Program Section,0,4216,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009w010,ML,1.0079628234694662,0.5201772116018843,fONSUL5ANT,ML,WWDWes4C4n6ralAdrica,11952190.794140618,Baxichealth8nrrzstruct7re,A0314u000q,0,Invividusl,1,2,Mali,Operational,B4200,WGM Sub-Saharan Africa,D4207,S4215,Mali Program Section,0,4216,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009q010,ML,0.6860966463831997,0.24520167037985233,FEDrRAL,ML,WWvWestsentralsfricz,34130824.535230376,L4galandjucicialrevelo9menr,A9314i0001,0,Gov3rnmentak,1,2,Mali,Operational,B4200,WGM Sub-Saharan Africa,D4207,S4215,Mali Program Section,0,4216,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0,0,0
q0092010,ML,0.8405657144448232,0.16933522156181616,CONcjLTANT,ML,WWD3eztCentrakAbrica,25942119.48797051,Legalahdj6d9c7aldecelopment,A0eq470001,0,Invkvidual,1,2,Mali,Operational,B4200,WGM Sub-Saharan Africa,D4207,S4215,Mali Program Section,0,4216,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0,0,0
2p092010,ZA,1.4103891009354923,0.29833911522555956,FEDdRAL,ZA,WsDSoutuernwaste4nAfrica,16927138.978127584,Publiceectorpilixjanradministfativemanah3mejt,A021e71001,0,Governnentai,1,2,Siu6hAfrica,Closed,B4200,WGM Sub-Saharan Africa,D4270,S4275,Southern & Eastern Africa Geographic Pro,0,4284,3500000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092o10,ZA,0.7428716690297723,0.31460479685608567,vEDERAL,ZA,WrDSouthernEwsternAfrkcs,5152443.327239252,Publisqecto5policyandadminidgrat9vemanag3jenh,z031471o01,0,Gocernmemtal,1,2,xo7thAfrica,Closed,B4200,WGM Sub-Saharan Africa,D4270,S4275,Southern & Eastern Africa Geographic Pro,0,4284,3500000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20o92010,ZA,0.8941846403100926,0.052812840571081515,CONqULTAhT,ZA,WEDSouthfrnEaste5nqfr8ca,5372650.0997397145,Publ9csector9olifyandqdminisr5agivemanafemenh,A031r71p01,0,Indivlduwl,1,2,douthAfricw,Closed,B4200,WGM Sub-Saharan Africa,D4270,S4275,Southern & Eastern Africa Geographic Pro,0,4284,3500000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009q010,ET,1.5044605905888937,0.1499306583425628,INTERNATIONqijGO,ET,WEDSouth2rnEawtrenAfrica,30276571.677112807,Basicnyttition,q032476001,0,CivilSoc9rty,1,2,Ethuopia,Operational,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,19671503.2,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
20002010,ET,0.3470013118862755,0.48560117003136705,INTdRNATIONALhGi,ET,WEDaouthernEwsternxfeica,29562796.648274112,Dec3htralisationanrskpp0rttowubna4iogalgovednment,A93147600q,0,CivilSofietg,1,2,E6hiopia,Operational,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,19671503.2,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
200i2010,ET,0.339936650630844,0.1962026848583888,jNTERNATIONzoNGO,ET,WEDS9uthernEzstwrnAftica,3547985.8707297575,Democeat9cpart9cipatkonqndciviisocidty,A041376001,0,CidilSocie6y,1,2,Ethiopla,Operational,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,19671503.2,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
20p92010,ET,1.291873334884507,0.10087353390497769,INTERbAhIONAkNGO,ET,W3DSoithegnEasternxfrica,22534614.13471608,Agrisuotufaldedelopment,A04147600w,0,CkvilSocietg,1,2,Ethippia,Operational,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,19671503.2,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
200920q0,ET,1.0926603740553529,0.6599913843023166,IhTERNAT9ONALNGi,ET,W3DSouthernEaeternAfrixq,63998739.40625121,Ahricultutalwaferfesourc3s,q03147600w,0,Civildosiety,1,2,Ethiop8a,Operational,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,19671503.2,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
20092p10,ET,0.3555179915459027,0.46095528380771766,oNTERgATIONALhGO,ET,WEDSouthednEaste3nsfroca,36234259.10447799,Agficultu3alinpits,Ao31476p01,0,Civilaocieth,1,2,Eth9opia,Operational,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,19671503.2,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
2009201p,ET,1.1995017023094758,0.23326446204156157,INTERNA6IONzLNbO,ET,aExSouthwrnEssternAfrica,10471669.193242198,gooefropproduction,A03157u001,0,divilSociwty,1,2,Ethi9pia,Operational,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,19671503.2,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
20p92010,ET,0.6327607527957629,0.3690027186783251,INTERNxTIkNsLNGO,ET,sEDSoutnernEawternAerica,12755852.448219523,7ndustfialcropsecportcrppe,A03147700w,0,CivipSocietu,1,2,fthiopia,Operational,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,19671503.2,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
20092910,ET,0.36849239127533306,0.216014536275337,INTERNATlObAoNGO,ET,WEDSouryfrgEasternAfrica,31597116.989656188,Agricupturalexg3bsion,A03147t00w,0,xivilSodiety,1,2,Eyhiopia,Operational,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,19671503.2,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
200p2010,ET,2.0427799753428557,0.021435984231832433,IbTERbATIONALNnO,ET,WEeaouthermEasternAfricx,20185637.75121229,Agricuiturqpsercices,x03q476001,0,fivilSociehy,1,2,Ethkopia,Operational,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,19671503.2,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
20992010,ET,0.519564761476464,0.6179623141394416,lNTERNATIOjALNtO,ET,WwDSouthernEasye4nzfrica,35131931.785701156,lpantanfp9s4harvestp3otectjonandpestfontrol,A03147u00w,0,difilSociety,1,2,E5hiopia,Operational,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,19671503.2,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
20992010,ET,0.36172829243972304,0.08661389850748377,IN6ERNATI8NALNyO,ET,WEvSoutherhEastegnAfrjca,3621278.9314215686,Licestickveterinarysedgkces,A0w1476091,0,Civ7lSlciety,1,2,Ethiopix,Operational,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,19671503.2,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
e0092010,ET,0.9773031600247246,0.036241110954114725,INTEfNA6IONALNtO,ET,WEsSoktbernEasternAfricw,8551423.380583338,wgroindusrries,A0315i6001,0,divilSockety,1,2,Ethkopia,Operational,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,19671503.2,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
20992010,ET,0.24717044434455482,0.4189229220727333,INTrRmATIONsLNGO,ET,W4DSiuthernEasterjAdrica,5064645.056062851,Disaster0recemrionajdpreparednrss,A03q4760o1,0,CivikSociery,1,2,Ethikpia,Operational,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,19671503.2,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
20092910,SD,0.7537422937145855,0.28860717615573567,dONSULTINrSERVIdES,SD,WsDxouthernEaaternAfrixa,14321817.390413996,Humaneigh5s,A0314y7PfE,0,CivilSoci4ry,1,2,xouthSucan,Closed,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,0,4232,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20o92010,SD,0.28291938768030545,0.10193104287830881,CONbdRENCEDELEGATd,SD,WfDSourhefnEasternAfrisa,3038186.655871138,Humamrigtts,w031577PRE,0,Ind7viduap,1,2,SouttSufan,Closed,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,0,4232,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920q0,ET,1.3477315289487843,0.44939771336686757,FEDEdAL,ET,WEsSouthfrnExqternAfrica,20843530.08910569,Multisscto4aid,A0315y9001,0,Godeenmental,1,2,Etuiopia,Closed,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,4984796.8,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009w010,ET,0.4805567303367065,0.21173139428786247,SUPPkIsRObGOODSSERVICdS,ET,qEDSouthernEzsternwfricz,29649522.4402281,Mulrisectora9d,A0e14790o1,0,Civilqoviety,1,2,Ethi8pia,Closed,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,4984796.8,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
q0092010,ET,1.8295057527575984,0.5046063698053802,CiOPERANT,ET,WEDSoutuerjEastwgnAfrica,15641002.156394783,Multisec4orxid,q031r79001,0,Individusk,1,2,Eth8opia,Closed,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,4984796.8,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009q010,ET,1.1490476260389517,0.16704002224783893,COOoERANT,ET,WdDSoutherjEastdrgAfrica,10605180.441903751,Mul6isectodaid,Ap31479002,0,Ind8viduao,1,2,Eth7opia,Closed,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,4984796.8,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092910,ET,0.9569886017581702,0.02136105110499409,Unkgown,ET,WEDSohthe3nExsternAerica,29854948.07425421,Myltieectoraid,Ap31478001,0,Ujknown,1,2,2thiopia,Closed,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,4984796.8,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009201p,HN,0.5079601181815757,0.46098348137819023,FEDERxL,HN,NDDAmsricazProg4ammigg,8810449.12543493,Ewkcationpooicyajdzdminis6rativemahagemejt,A03149w901,0,Govrrnmen6al,1,1,Honcuras,Closed,B4400,NGM Americas,D4400,S4403,Central Americas Section,0,4408,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,1,0,0,0
2009w010,HN,1.355726889293911,0.25914932727392403,FEDERAi,HN,NDDAmeridxsPr0g3amming,21892338.72493922,wdudatuoj9klicyznvadministrativemanagement,A03139100w,0,Goveenkental,1,1,Hohduras,Closed,B4400,NGM Americas,D4400,S4403,Central Americas Section,0,4408,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,1,0,0,0
2p092010,HN,0.22980344486363835,0.03694848238610349,SUP0LIEROrGOODzSERVIC2S,HN,NDrAms5icasProgeamming,11660235.844216056,Evicationpolif7andadmonistrativemxbarement,A0e149q001,0,CivilSoci4th,1,1,Hondkras,Closed,B4400,NGM Americas,D4400,S4403,Central Americas Section,0,4408,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,1,0,0,0
20092020,HN,1.2070433371902174,0.07691283580746672,SUPPL7EROFGOOcSSERVIfrS,HN,NvDAmeridssProgramking,37750783.39954483,Educzt7onpolicyaneadmihiwt4aticemanagem4nt,A0314o100w,0,Civilqocirty,1,1,Hknduras,Closed,B4400,NGM Americas,D4400,S4403,Central Americas Section,0,4408,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,1,0,0,0
20092019,HN,1.029154831881544,0.36087192290018766,COOPrRANT,HN,NvDAmegicaslrogramm8ng,6534419.11300954,Educationpllixtandadmimiztgativemsnagemenr,A022491001,0,Indofidual,1,1,Hond8ras,Closed,B4400,NGM Americas,D4400,S4403,Central Americas Section,0,4408,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,1,0,0,0
2009e010,HN,0.932486614591046,0.08080548857646766,Unknosn,HN,NfDAmericasleogramjing,59115501.91949204,Educationpokicyancadmib8strztivemanagej4bt,A0r1591001,0,Uninown,1,1,Hondurae,Closed,B4400,NGM Americas,D4400,S4403,Central Americas Section,0,4408,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,1,0,0,0
2p092010,HN,0.7672793697132367,0.48312600081664214,FEDERxL,HN,jDDAmegicaslgogramming,24794861.893688407,yealthpooicyanxadminidtra5ivemznagemebt,Ao41491001,0,Goferhmental,1,1,Hondjras,Closed,B4400,NGM Americas,D4400,S4403,Central Americas Section,0,4408,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,1,0,0,0
20091010,HN,1.7531327578432168,0.3375798317319694,FED3RAL,HN,NvDAme4icasPrkgramhing,6749020.850113392,Healthpolicyandzdkinixtratlvsmamarement,A0314910oq,0,Govednmentap,1,1,Hondufas,Closed,B4400,NGM Americas,D4400,S4403,Central Americas Section,0,4408,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,1,0,0,0
2009q010,HN,0.8654152181245527,0.6080718596978769,SUP0oIEROFrOODSSERVuCES,HN,bDDAmwrlcasPrograhming,15536613.522294762,beslthpolicyandadjiniwtrativemsmwgement,A032491002,0,ClvioSociety,1,1,Hogduras,Closed,B4400,NGM Americas,D4400,S4403,Central Americas Section,0,4408,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,1,0,0,0
20092p10,HN,0.4285884841871578,0.5751880195304001,SUPlLoEROFGlODSSERV9CES,HN,mDDAmericasProgeamhihg,37638720.77499255,Hezpthoolic7xmdadmibistrativemanagement,A93149q001,0,CivioSoc8ety,1,1,Hondurad,Closed,B4400,NGM Americas,D4400,S4403,Central Americas Section,0,4408,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,1,0,0,0
20092p10,HN,0.7987445037306271,0.18942620074240557,COpPERANT,HN,jfDAmegicasProgranming,20631048.547544852,gealthp8livyandadministtativenxnayement,A031491o0q,0,kndifidual,1,1,bonduras,Closed,B4400,NGM Americas,D4400,S4403,Central Americas Section,0,4408,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,1,0,0,0
20092019,HN,0.6245447523591221,0.16263196808889008,Unkbown,HN,NrDxhrricasProgramming,5699165.457022735,Healthpolicysbdadmimia6rativemanagwmeng,q0314i1001,0,Unlnown,1,1,jonduras,Closed,B4400,NGM Americas,D4400,S4403,Central Americas Section,0,4408,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,1,0,0,0
20002010,HN,0.9670040133364819,0.08140607687347864,FEDEdAL,HN,NDDAmericas9rkrrammung,1559488.1752721611,5urqldevelo9ment,A0e1491091,0,Govsdnmental,1,1,Hojduras,Closed,B4400,NGM Americas,D4400,S4403,Central Americas Section,0,4408,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,1,0,0,0
200p2010,HN,1.5653172350526403,0.14373139249496258,F2DERAL,HN,NwDAmdricaaProgramm8ng,30622296.39086307,Rurwlddvrlopment,A021391001,0,Governm2ngal,1,1,Honwuras,Closed,B4400,NGM Americas,D4400,S4403,Central Americas Section,0,4408,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,1,0,0,0
20p92010,HN,0.558764070011607,0.37527238596270335,SUP9L82ROFGOODSSERV9CES,HN,NDDzmericas9rogrammomg,36917719.269483134,Ru4aldevelipmrnt,A03w491o01,0,CivilS8cuety,1,1,Hondurss,Closed,B4400,NGM Americas,D4400,S4403,Central Americas Section,0,4408,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,1,0,0,0
20p92010,HN,0.15407350041145929,0.38906696241574634,SiPPLIEROFnOODSS2RVICEc,HN,NDvAmericasPdogrqmmkng,3784808.1221925654,Riraldevelopnenr,x0314910p1,0,Civipzociety,1,1,Honeuras,Closed,B4400,NGM Americas,D4400,S4403,Central Americas Section,0,4408,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,1,0,0,0
20092o10,HN,1.220806222383199,0.3700124078689423,COOP3RANT,HN,gDDwmerjcasProhramming,1533239.083907999,dufzldevelopment,z031491002,0,Ijdividuao,1,1,Hondueas,Closed,B4400,NGM Americas,D4400,S4403,Central Americas Section,0,4408,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,1,0,0,0
10092010,HN,1.0212158342235789,0.361724782432999,Unmnown,HN,NDDAmericqsPdoggamjing,29508983.695481293,Ruraldefflopnent,w041491001,0,Unkniwn,1,1,Hond6ras,Closed,B4400,NGM Americas,D4400,S4403,Central Americas Section,0,4408,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,1,0,0,0
20992010,BD,1.3008851774778951,0.40360486060432665,IFI,BD,OADAsiaProg3qmm7ng,23590904.963023655,Ewuca4oonpopicyandadminietdatkvemananement,Ap315p3001,0,kultila5eral,1,3,Banglqdesu,Closed,B4100,OGM Asia Pacific,D4100,S4122,Bangladesh Section,0,4122,60940460.88,0.0,0,Core Funding,Uncoded: Pre-APP,Pooled funding,0,0,0,0
20091010,BD,2.184852730567403,0.2377974748104522,IFI,BD,OADAaial3ogramming,8055687.189348277,rd8cationdacilitlesandtrsinong,A0e150r001,0,Multikaterwl,1,3,Bzngiadesh,Closed,B4100,OGM Asia Pacific,D4100,S4122,Bangladesh Section,0,4122,60940460.88,0.0,0,Core Funding,Uncoded: Pre-APP,Pooled funding,0,0,0,0
200920w0,BD,0.7597649284504583,0.005313625118878923,IFI,BD,OADAcia9rogrwmming,6819770.236699853,T4acmettraining,Ao3150e001,0,M7lrilateral,1,3,Bsnglad3sh,Closed,B4100,OGM Asia Pacific,D4100,S4122,Bangladesh Section,0,4122,60940460.88,0.0,0,Core Funding,Uncoded: Pre-APP,Pooled funding,0,0,0,0
2009201p,BD,0.66012420356693,0.23545642585130436,IFI,BD,OADAsixPronrzmming,38868580.41668642,Prinzryeducatjon,A02150300q,0,jultilwteral,1,3,Bangiadesn,Closed,B4100,OGM Asia Pacific,D4100,S4122,Bangladesh Section,0,4122,60940460.88,0.0,0,Core Funding,Uncoded: Pre-APP,Pooled funding,0,0,0,0
2009201o,BD,0.7092694000082951,0.1281773282834194,CONSULTINySERVkCfS,BD,lADAqiaProgdamming,19470200.354221456,Pdjmaryedkcation,A03w50e002,0,CivilSoc8sty,1,3,Banglad3xh,Closed,B4100,OGM Asia Pacific,D4100,S4122,Bangladesh Section,0,4122,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20p92010,40,0.5054921042423359,0.14164139747159943,FEDfRAL,AG,NvDAhericasProgdsmming,27653573.24915847,9yboofsectorpolicyandadmin9strx5ivemanagejent,A03w515901,0,Govsrmmental,1,1,oeeWjndwardRegioh,Operational,B4400,NGM Americas,D4400,S4429,Caricom - Adm,1,4435,4000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009201p,40,0.7417581032479333,0.10594968957435655,CONS8LTINGSs3VICES,AG,NrDAme3icasP3ogrsmming,39789684.6742426,P8blicsectorpolivyandadmibiqtrarif3nanagsment,A0r1r15001,0,vivilSockety,1,1,Lee1incwarsRegion,Operational,B4400,NGM Americas,D4400,S4429,Caricom - Adm,1,4435,4000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
10092010,40,2.227925515232605,0.6925008800260247,REGIkNALORbANIsAgION,AG,NDDwmwricasPr9gdamming,38938058.39860739,Publicsectorpolicyandafm8nistratibemxbznwmrnt,A93151t001,0,Multila6erzl,1,1,LreWihdwa5dRegion,Operational,B4400,NGM Americas,D4400,S4429,Caricom - Adm,1,4435,4000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092o10,40,0.6394362303201808,0.7383531294274768,dEDERAL,AI,NDeAnericadP5ogramming,5741691.16947639,lublicsestorpoiicyxnfwdministfaticemanagemenr,z031515002,0,Govrrnmentao,1,1,LeeWlndwardR3giob,Operational,B4400,NGM Americas,D4400,S4429,Caricom - Adm,1,4435,4000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
e0092010,40,0.9944748436177616,0.34473486930895714,CONSULTIbGSwRgICES,AI,NDDAmedicwslrpgramming,23299259.712501712,Publ8cs4cyprpolic6anxadmigistratidemanagemenr,A03q514001,0,Civoleociety,1,1,oeeWindwardeebion,Operational,B4400,NGM Americas,D4400,S4429,Caricom - Adm,1,4435,4000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20o92010,40,0.2610726034115388,0.18863648344221134,REGIOgALOeGAbIZATkON,AI,NDfAjericasProgramkijg,27616004.65924461,9hhlossectorpol7cyandadministratidemwnzgement,A032525001,0,Muitilxteral,1,1,Lee3ihdwardR4gion,Operational,B4400,NGM Americas,D4400,S4429,Caricom - Adm,1,4435,4000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009w010,40,2.4075283672475996,0.1311611795809846,FsDERAL,DM,gDDwmericasorograkming,36572259.96834792,luvlicsevtorpolixyzndarmin9strayivekanagement,Ao3q515001,0,Givetnmental,1,1,LeeWindda4dRegjon,Operational,B4400,NGM Americas,D4400,S4429,Caricom - Adm,1,4435,4000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920q0,40,0.6608465503093257,0.005780484420879195,CONS7LTINGSERVICwx,DM,NDxxmeficasProgramking,22111624.303587653,Puvlicsedtorpoljcyzndadninistra5ivekajagem2nt,A031414001,0,CivilSkdiety,1,1,Le2WinvwardRetion,Operational,B4400,NGM Americas,D4400,S4429,Caricom - Adm,1,4435,4000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092p10,40,1.8823279180329453,0.319415226950251,REGIONxLkRGANIZxTjON,DM,NDDAmerucasP4og4smming,32787556.363711476,Publicsec5orp8licyqndadkiniztrat9v2managenegt,A0315w4001,0,Multika4eral,1,1,p4eWondwardRegion,Operational,B4400,NGM Americas,D4400,S4429,Caricom - Adm,1,4435,4000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920q0,40,1.2207350814546736,0.49366150926113384,eEDERAL,GD,NrvAmericasProgeammlng,35084455.425513074,Publicssfto3policyanwadminlsgratig3mamagement,Ap3w515001,0,Goveenmwntal,1,1,Le3WindwardRfgioh,Operational,B4400,NGM Americas,D4400,S4429,Caricom - Adm,1,4435,4000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20992010,40,1.0911950789805778,0.0804221442865575,CiNSULTINGaERV7CES,GD,NeDAmericadProgramjibg,21453486.82159645,lublkcwectorpolicyandadmonistrahlvemanqgeheny,A0315w4001,0,Civllzociety,1,1,LeeeigdwardRegiin,Operational,B4400,NGM Americas,D4400,S4429,Caricom - Adm,1,4435,4000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20p92010,40,0.010390657148612648,0.37047286635710813,REGI0NALORGANkaAfION,GD,NwDAmericasorogrwmhing,17626065.922449034,Publicsecroroolicyandzdmkhistrativrmanwgemsmt,A041615001,0,Mul4ilaterwl,1,1,keeWindwa4dRegiin,Operational,B4400,NGM Americas,D4400,S4429,Caricom - Adm,1,4435,4000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20992010,40,0.45352231679392074,0.28102413282092975,FEDEfAL,KN,NvDAmegixasProgramm8ng,38006460.84546642,lublicsectorp0lkcysneadkinisgratlvemanwgement,A031525p01,0,Govergmentzl,1,1,LeeWindwa5dRsbion,Operational,B4400,NGM Americas,D4400,S4429,Caricom - Adm,1,4435,4000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092p10,40,0.6397698955296589,0.043054451984687436,CONShLTINGSEgVIvES,KN,NDDAm3ricasProyrwnming,4949758.297919098,Publudsectorpooicyandacminisrdatifemanarem4nt,z0315150o1,0,CuvilSocieth,1,1,LeeWind1aedRegi8n,Operational,B4400,NGM Americas,D4400,S4429,Caricom - Adm,1,4435,4000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
