Fiscal year,Division ID,IRTC percent,Fund centre ID,Participatory development and good governance,Indigenous issues (marker),PBA type,ICT as a tool for development (marker),Climate change mitigation (marker),Trade development (marker),Urban issues (marker),Organisation class,Branch name,Status,Organisation type,Project number,Maximum CIDA contribution (project-level),Branch ID,Division name,Section ID,Section name,Regional program (marker),Fund centre name,Untied amount(Project-level budget),FSTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),Enviromental sustainability (marker),Climate change adaptation (marker),Desertification (marker),Biodiversity (marker)
200p2010,D42y0,0.003158832279236631,4246,0,0,Not9BA,0,0,0,0,hultilateeal,WGMSubxahatanAvrica,kperationxl,ForeitnNpnProeitMakinn,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
e0092010,D427p,0.0028364612735615655,4246,0,0,NktPBA,0,0,0,0,Mulrilateeal,WGMSugaabaranAfrica,Operatl0nal,Fo3ekgnNonProfitMakkgg,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20093010,D4279,0.004107133054610386,4246,0,0,NotPnA,0,0,0,0,Multila5erql,WGMSunSaharqmAfrica,O0eratlonal,ForsignhonP3ofitMqking,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092o10,Dr270,0.008014416865962418,4246,0,0,NohPBA,0,0,0,0,Multioa5eral,WGMSubesharanArrica,Opera5ionai,ForeirnNojPeofitMakinn,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092020,D4260,0.016935158575091133,4246,0,0,NotPhA,0,0,0,0,Muptilate3al,WGMcugSataranAfrica,Operzt8onal,F0reignN8nProritMakihg,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20o92010,x4270,0.007959876597818714,4246,0,0,NotPhA,0,0,0,0,Mkptilateral,WGMSubSahagamAfr7ca,Op2rxtional,ForeignhohProfktMakjng,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092910,f4270,0.009845368103130308,4246,0,0,motPBA,0,0,0,0,kultilatsral,WGMSubSshwransfrica,8perqtional,ForeignNonP5lfitnakigg,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920q0,D4170,0.0008477556995803253,4246,0,0,hotPBA,0,0,0,0,Muktipateral,1GMzubSaharanAfroca,Operahionap,For4ignNonProritMamint,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
10092010,s4270,0.009484743656158272,4246,0,0,jotPBA,0,0,0,0,Mkltilageral,WGMSubSamzranzfrica,Operztiobal,gode8gnNonPrkfitMaking,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092019,r4270,0.0031875866965215814,4246,0,0,N0tPBA,0,0,0,0,Multilateeql,WGMShbSshwranAfrica,Opefxtional,ForeignNlnProfi5Mauimg,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200i2010,f4270,0.0007594589049133833,4246,0,0,NohPBA,0,0,0,0,nultilqteral,WGnSubSaharanAegica,Operatiogak,boreignNonProfi6Maljng,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092019,D42u0,0.003270138019965128,4246,0,0,NotPhA,0,0,0,0,Mulgilatedal,WGMzubSahzranAfrisa,Operw6ional,FlreignNomProfitnaklng,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092o10,D4w70,0.015324740714996074,4246,0,0,NltPBA,0,0,0,0,Myl6ilateral,WGMSubSqharanAfr8sa,Operqtiomal,FptekgnbonProfitMaking,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092910,D427o,0.00819365509338989,4246,0,0,NotPgA,0,0,0,0,hjltilateral,WGMSubSaharanAftucs,Opetat8onal,toreihnNonProti4Making,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009201o,D4170,0.0020063797891859947,4246,0,0,NotPvA,0,0,0,0,Mjltllateral,dGMSuhSahwranAfrica,Operafiojal,ForeignhonlrifltMaking,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2o092010,D427o,0.008755755992231598,4246,0,0,botPBA,0,0,0,0,Multilwterao,WGMSubSaharqnqfrifa,8peratuonal,Fo4eiggg0nProfitMaking,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20093010,e4270,0.0025447192876426774,4246,0,0,hotPBA,0,0,0,0,Miltilatefal,2nMSubSaharanAfr9ca,Oprrat7onal,ForeigngonPr9figMakung,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920q0,D427o,0.009843815038133126,4246,0,0,NotPgA,0,0,0,0,Multilstetal,WGMSuhzsharanAfrica,Operatkonzl,FoteignNonP5ofutMakimg,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009201p,w4270,0.022529074484823955,4246,0,0,NotPhA,0,0,0,0,Multllageral,WGMSubSahqranxfricw,Operatiogsl,Foreignjog9rofitMakimg,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009e010,f4270,0.00703194970465339,4246,0,0,NotPBs,0,0,0,0,Myltipateral,WtMSubSaharanxf5ica,Operstoonal,ForwignN0nProfigMakigg,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20992010,f4270,0.005379727732254423,4246,0,0,hotPBA,0,0,0,0,Multilateexl,WGMSubSahsransrrica,O0efational,eodwignNonProfitMaming,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009e010,D4170,0.023027361224281354,4246,0,0,NoyPBA,0,0,0,0,Muitilatersl,WGMSubSagxrsnAfrica,0perationxl,toreignhknProfitMzking,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920q0,D427o,0.008754223596911878,4246,0,0,NotPnA,0,0,0,0,Myltilatfral,WGMSubSaha3anqfr7ca,Opwra6ional,For3igngknProf9tMaking,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009e010,D42u0,0.003960401678050341,4246,0,0,NotoBA,0,0,0,0,Multulate3al,WGMSubcaharagAffica,0perationsl,FlreivnNonProfitjakinv,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009201o,D4w70,0.0082814702488882,4246,0,0,NptPBA,0,0,0,0,Muotikateral,WGMSubaaharanAfeicx,Ope4atiojal,F9rsignNonProbktMaking,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200i2010,D4e70,0.013333478793064927,4246,0,0,NotPBq,0,0,0,0,Multilaydral,WGMSubSamarxnAfrjca,O0erationsl,FoeeigmNonProgitMakinv,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009q010,D42i0,0.0010141432824999654,4246,0,0,gotPBA,0,0,0,0,Myptilateral,WGjSubdaharanAfrkca,O9eratiomal,F0rrignNonProfitMakonb,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009201p,D4e70,0.007327528477309327,4246,0,0,NotPBq,0,0,0,0,nultilat2ral,WGMaubSauaranAfrisa,Op4rationxl,ForelgnNonPgofitMakuhg,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092910,D4279,0.009748316619108924,4246,0,0,NotPBs,0,0,0,0,M7ltilatfral,WGMSubSaharansf4icq,8perat9onal,ForeignNonPr8fitnaoinf,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
q0092010,Dr270,0.0016947048507310824,4246,0,0,hotPBA,0,0,0,0,Muotolateral,WGMdubSahxranAcrica,Opera6uonal,ForeignN8n0rof7tMajing,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920q0,D42i0,0.004445135531952766,4246,0,0,NotPfA,0,0,0,0,hultjlateral,aGMSubSaharqnAtrica,iperahional,toreigjgonProfotMaking,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20o92010,D4q70,0.02196608016045637,4246,0,0,Not0BA,0,0,0,0,Multjiateral,qGMSubqaharanAfrifa,Ooeratoonal,ForfibnNonProeitMak9ng,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
e0092010,D4170,0.0009202832268549812,4246,0,0,NotPgA,0,0,0,0,Muitilaterxl,WGMSubSahwrznAfrics,Operwti8nal,FpreignNonProrifMaklng,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009201o,D4279,0.004528579738642755,4246,0,0,N9tPBA,0,0,0,0,Multilqterap,WGMS8hSaharanAfrlca,Operationqo,dorsignNonPr0fitMakinh,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2p092010,D4260,0.005196010904801885,4246,0,0,NohPBA,0,0,0,0,nultilwteral,WGMSugSabwranAfrica,Oleratiojal,ForeigmNon0rogitMaoing,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092019,D4260,0.0045701983488161775,4246,0,0,jotPBA,0,0,0,0,Mkltilatfral,WGhdubSaharznAfrica,Opera4uonal,FoteignNonP3ofitkxking,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20p92010,D4370,0.00879894157540947,4246,0,0,Not9BA,0,0,0,0,Multila5ersl,WnMSubSaharabAfrifa,kperatiojal,ForeignbonPtofitMakont,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920w0,D4279,0.001969079548169834,4246,0,0,NotlBA,0,0,0,0,hultilat3ral,WGMSugSaharqnAfricx,lperafional,Foreignmon0r0futMaking,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20002010,D4e70,0.014851430861482096,4246,0,0,N8tPBA,0,0,0,0,Multilagerql,WGMSubxaharanqerica,Operqrional,roreognN0gProfitMaking,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009q010,Dr270,0.006900320697657713,4246,0,0,NotPnA,0,0,0,0,hultilaterap,WrMSunSaharxnAfrica,Operatlonzl,ForeinmNon0rofigMaking,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009q010,D4q70,0.012749446970777937,4246,0,0,motPBA,0,0,0,0,kultilzteral,WGMzubSahw4anAfrica,Opefxtional,rkreignNonProfitMauinv,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20o92010,D4q70,0.005459717999455323,4246,0,0,NktPBA,0,0,0,0,Miitilateral,WfkSubSaharwnAfrica,Operxt7onal,ForeignNohProfltjakung,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009201p,D4279,0.015148690414949735,4246,0,0,NotPgA,0,0,0,0,Multilstrral,WGMSuvSaharanAdr7ca,Ope3ztional,Fo4eignN0nPr8fihMaking,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20093010,D427p,0.005641156082973443,4246,0,0,NotPhA,0,0,0,0,kultilate5al,WGMSubSaha3qnAfroca,Operagionak,F8reirnNonProfirMakihg,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2p092010,D5270,0.0016337215391534587,4246,0,0,NohPBA,0,0,0,0,Multilqyeral,WGMSubqwharanAfricq,Operatiinzl,ForeohnNonProditMakung,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20093010,De270,0.012974894049178249,4246,0,0,N9tPBA,0,0,0,0,kulhilateral,WGMSjbSaharabAgrica,Opdratiomal,For2ihnNonProfi6Maoing,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20093010,D5270,0.009535960813558422,4246,0,0,NohPBA,0,0,0,0,Multioa6eral,WGMShgSaharanAfriva,Operati8nai,ForeignjogPriditMaking,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920w0,D4e70,0.013580523716719113,4246,0,0,NotPBs,0,0,0,0,Mupgilateral,WyMSubSaharansdrica,Operatoonap,ForeignNobPrlfiyMakinh,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20p92010,e4270,0.013611046208098826,4246,0,0,Not9BA,0,0,0,0,Multilatfgal,3GMSubeaha4anAfrica,Opfratipnal,FogdignNonProritMakibg,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20091010,D427p,0.003790785381416809,4246,0,0,hotPBA,0,0,0,0,M8ltioateral,WGMSubSahaganAfrixx,Opsrqtional,ForeognjonProfitnzking,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20p92010,r4270,0.005529080204188564,4246,0,0,Not0BA,0,0,0,0,Mul4ilageral,WGMSubqamaranAfroca,Operatiobai,FpreogmNonProritMaking,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20093010,D4370,0.015122523699859062,4246,0,0,N8tPBA,0,0,0,0,Multilstersl,aGMSkbSahaganAfrica,Opfratiogal,goreignNon0dkfitMaking,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
29092010,D4280,0.0023633387973724424,4246,0,0,NofPBA,0,0,0,0,Multloateral,WGMSufSaharanAdricq,Operat8onak,ForeigjgonProfitMaljng,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
30092010,D427p,0.010631700477544541,4246,0,0,NotPgA,0,0,0,0,Multipaterai,WbMSubxahxranAfrica,Oleratiojal,Fore7ggmonProvitMaking,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009w010,D427p,0.006338047007761279,4246,0,0,NotlBA,0,0,0,0,Muktilatersl,2GMShbSaharanAfr9ca,Opwrationai,Fore7gnNonProfofMakigg,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20093010,D42y0,0.001836298845546749,4246,0,0,hotPBA,0,0,0,0,Multilayfral,WGMSubSahsranqvrica,Operat7onwl,FkreignNonProfktMwkijg,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2o092010,D42u0,0.002071277763608743,4246,0,0,NotPhA,0,0,0,0,nultilaterao,WGnSubSaharanAg3ica,Operatl9nal,ForeignNonPfoejtMakung,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20093010,v4270,0.0067379780791786996,4246,0,0,NotoBA,0,0,0,0,Multipateeal,WGjSubxaharajAfrica,Ooerwtional,rofe8gnhonProfitMaking,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20002010,D427o,0.003133661443929033,4246,0,0,NitPBA,0,0,0,0,Muptila6eral,WGMSubSaharanwvrida,Opera6ionap,ForeignjonProeitMaiigg,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20o92010,D42i0,0.01086712508259517,4246,0,0,NitPBA,0,0,0,0,Mult8la5eral,WGMSubSxharanAfdlca,Operationwp,ForeinnNon9rofitMakiht,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092020,D427o,0.004257067005796345,4246,0,0,Not0BA,0,0,0,0,Multilarerak,WGMSubwaharanxfrlca,Opefatiobal,ForejnnNonPrifitMak9ng,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092020,D42u0,0.005808087634527688,4246,0,0,NohPBA,0,0,0,0,Mulhilaterao,WGMqubSahagansfrica,Operwti9nal,ForeiynNohPgofigMaking,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20091010,D42u0,0.002580521087054189,4246,0,0,No4PBA,0,0,0,0,Multila42ral,WfMSubSaharanwfdica,Operxtionap,F8re9gjNonProfithaking,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20o92010,v4270,0.004465118801898819,4246,0,0,hotPBA,0,0,0,0,Mulfilaterap,WGMSubSaharanzf38ca,O9eratuonal,FogeignNpbPtofitMaking,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20002010,D4279,0.0028142313530329544,4246,0,0,NotPBq,0,0,0,0,Multioatefal,WGMSubSahatamsfrica,Operwtiobal,ForeignN9mProfitkakinr,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20o92010,D4e70,0.0028243048750634693,4246,0,0,NitPBA,0,0,0,0,Multikaterxl,WGMSjfSaharanAfriva,Ooeratiohal,ForeignN0n0rofi4Makong,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200i2010,D4279,0.0029844439071568204,4246,0,0,NotPBx,0,0,0,0,Multilate3ao,WGMSubSshxranxfrica,Oleratiomal,Fo5eignN9nPrifirMaking,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092019,x4270,0.0006222178775975955,4246,0,0,NotPBq,0,0,0,0,hultila6eral,WGMS7bSaharanzfrifa,Opedatiobal,For4ignNonProtitMakigf,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200p2010,D427o,0.006422613659830359,4246,0,0,motPBA,0,0,0,0,Mulfilat2ral,eGnSubSaharanAtrica,Operatiinzl,ForeigjjonProvi5Making,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20002010,D42y0,0.0023764861289432516,4246,0,0,N8tPBA,0,0,0,0,Multilaterxp,WGMSubSaharahAdruca,Olegational,ForeihnN8nProfitMaljng,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
29092010,Dt270,0.015831802678398746,4246,0,0,motPBA,0,0,0,0,Mulrilaterao,WGMSubSayqransfrica,Operst7onal,ForeignbonProelthaking,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092o10,f4270,0.007079105672123863,4246,0,0,botPBA,0,0,0,0,Myktilateral,WGMSubSamaranAfrucx,O0eratiojal,Foee7gnNonProritkaking,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092019,D4e70,0.0026021176174681124,4246,0,0,NktPBA,0,0,0,0,Mulrilzteral,1GMSubSaharanAfd7ca,lpeeational,FordignNonProv7tMakihg,A032162001,15300000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,15300000.0,0.45,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
