ss_d,ss_sbclllr_frctn,cnfdnc_scr,tss_d,vrnt_d,rltnshp_tp,ss_tss,ss_cll_tp,td,crtd_b,src_d,src_ss_d,chmbl_d,cll_d,b_frmt
3590,,9,,,D,,,10625,Expert,1,,CHEMBL618076,,BAO_0000357
3591,,9,,,D,,,10625,Expert,1,,CHEMBL618077,,BAO_0000357
3592,,9,,,D,,,10625,Expert,1,,CHEMBL618078,,BAO_0000357
3593,,9,,,D,,,10625,Expert,1,,CHEMBL881821,,BAO_0000357
3594,,9,,,D,,,10625,Expert,1,,CHEMBL618079,,BAO_0000357
3595,,8,,,H,,,10625,Expert,1,,CHEMBL618080,,BAO_0000357
3596,,8,,,H,,HEK293,10576,Autocuration,1,,CHEMBL618081,722.0,BAO_0000219
3597,,8,,,H,,HEK293,10626,Autocuration,1,,CHEMBL618082,722.0,BAO_0000219
3598,,8,,,H,,,10624,Expert,1,,CHEMBL618083,,BAO_0000357
3599,,9,,,D,,,10624,Expert,1,,CHEMBL618084,,BAO_0000357
3600,,8,,,H,,,10624,Expert,1,,CHEMBL618085,,BAO_0000357
3601,,8,,,H,,,10624,Expert,1,,CHEMBL618086,,BAO_0000357
3602,,8,,,H,,,10624,Autocuration,1,,CHEMBL875092,,BAO_0000357
3603,,8,,,H,,,10624,Autocuration,1,,CHEMBL618087,,BAO_0000357
3604,,8,,,H,,,10624,Autocuration,1,,CHEMBL872926,,BAO_0000357
3605,,4,,,H,,,104714,Autocuration,1,,CHEMBL618088,,BAO_0000019
3606,,4,,,H,,,104714,Autocuration,1,,CHEMBL618089,,BAO_0000223
3607,,9,,,D,,,10627,Expert,1,,CHEMBL618090,,BAO_0000357
3608,,9,,,D,,,10627,Expert,1,,CHEMBL618091,,BAO_0000357
3609,,8,,,H,,,10627,Autocuration,1,,CHEMBL618092,,BAO_0000357
3610,,9,,,D,,,10627,Expert,1,,CHEMBL618093,,BAO_0000357
3611,,8,,,H,,HeLa,10627,Expert,1,,CHEMBL618094,308.0,BAO_0000219
3612,,9,,,D,,,10627,Expert,1,,CHEMBL618095,,BAO_0000357
3613,,9,,,D,,,10627,Expert,1,,CHEMBL875093,,BAO_0000357
3614,,9,,,D,,,10627,Expert,1,,CHEMBL618096,,BAO_0000357
3615,,9,,,D,,,10627,Expert,1,,CHEMBL618118,,BAO_0000357
3616,,9,,,D,,,10627,Expert,1,,CHEMBL618119,,BAO_0000357
3617,,8,,,H,,,10627,Expert,1,,CHEMBL618120,,BAO_0000357
3618,,8,,,H,,,10627,Autocuration,1,,CHEMBL618121,,BAO_0000357
3619,,8,,,H,,HEK293,10627,Expert,1,,CHEMBL618122,722.0,BAO_0000219
3620,,8,,,H,,,10627,Autocuration,1,,CHEMBL618123,,BAO_0000357
3621,,8,,,H,,HEK293,10627,Expert,1,,CHEMBL618124,722.0,BAO_0000219
3622,,8,,,H,,,10627,Autocuration,1,,CHEMBL618125,,BAO_0000357
3623,,9,,,D,,HEK293,10627,Expert,1,,CHEMBL618126,722.0,BAO_0000219
3624,,8,,,H,,,10627,Expert,1,,CHEMBL618236,,BAO_0000019
3625,,8,,,H,,,10627,Expert,1,,CHEMBL618237,,BAO_0000019
3626,,8,,,H,,COS-7,10627,Expert,1,,CHEMBL618238,643.0,BAO_0000219
3627,,9,,,D,,,10627,Expert,1,,CHEMBL618239,,BAO_0000357
3628,,8,,,H,,,10627,Autocuration,1,,CHEMBL618240,,BAO_0000019
3629,,8,,,H,,,10627,Autocuration,1,,CHEMBL618241,,BAO_0000357
3630,,8,,,H,,HEK293,10627,Autocuration,1,,CHEMBL859399,722.0,BAO_0000219
3631,,8,,,H,,,10627,Autocuration,1,,CHEMBL618242,,BAO_0000019
3632,,8,,,H,,,10627,Autocuration,1,,CHEMBL857991,,BAO_0000357
3633,,8,,,H,,,10627,Expert,1,,CHEMBL619951,,BAO_0000357
3634,,9,,,D,,HeLa,10627,Expert,1,,CHEMBL619952,308.0,BAO_0000219
3635,,9,,,D,,HeLa,10627,Expert,1,,CHEMBL619953,308.0,BAO_0000219
3636,,8,,,H,,HeLa,10627,Autocuration,1,,CHEMBL619954,308.0,BAO_0000219
3637,,8,,,H,,HeLa,10627,Autocuration,1,,CHEMBL619955,308.0,BAO_0000219
3638,,8,,,H,,HeLa,10627,Autocuration,1,,CHEMBL619956,308.0,BAO_0000219
3639,,8,,,H,,CHO,10627,Autocuration,1,,CHEMBL619957,449.0,BAO_0000219
3640,,8,,,H,,HEK293,10627,Autocuration,1,,CHEMBL619958,722.0,BAO_0000219
3641,,8,,,H,,HEK293,10627,Autocuration,1,,CHEMBL620627,722.0,BAO_0000219
3642,,8,,,H,,HEK293,10627,Autocuration,1,,CHEMBL620628,722.0,BAO_0000219
3643,,8,,,H,,HeLa,10627,Autocuration,1,,CHEMBL620629,308.0,BAO_0000219
3644,,8,,,H,,,10627,Autocuration,1,,CHEMBL620630,,BAO_0000357
3645,,8,,,H,,HeLa,10627,Autocuration,1,,CHEMBL620782,308.0,BAO_0000219
3646,,8,,,H,,,10627,Autocuration,1,,CHEMBL620783,,BAO_0000357
3647,,8,,,H,,,10627,Expert,1,,CHEMBL620784,,BAO_0000357
3648,,8,,,H,,HeLa,10627,Expert,1,,CHEMBL620785,308.0,BAO_0000219
3649,,8,,,H,,,10627,Autocuration,1,,CHEMBL857992,,BAO_0000357
3650,,8,,,H,,,10627,Autocuration,1,,CHEMBL620786,,BAO_0000219
3651,,8,,,H,,HeLa,10627,Autocuration,1,,CHEMBL620787,308.0,BAO_0000219
3652,,8,,,H,,HeLa,10627,Autocuration,1,,CHEMBL620788,308.0,BAO_0000219
3653,,8,,,H,,HeLa,10627,Autocuration,1,,CHEMBL620789,308.0,BAO_0000219
3654,,8,,,H,,HeLa,10627,Autocuration,1,,CHEMBL620790,308.0,BAO_0000219
3655,,8,,,H,,CHO,10628,Autocuration,1,,CHEMBL620791,449.0,BAO_0000219
3656,,8,,,H,,,10628,Autocuration,1,,CHEMBL620792,,BAO_0000019
3657,,8,,,H,,,10628,Autocuration,1,,CHEMBL620793,,BAO_0000357
3658,,8,,,H,,,10628,Autocuration,1,,CHEMBL620794,,BAO_0000357
3659,,9,,,D,,HeLa,10627,Autocuration,1,,CHEMBL620795,308.0,BAO_0000219
3660,,8,,,H,,,10627,Expert,1,,CHEMBL620796,,BAO_0000357
3661,,8,,,H,,,10627,Autocuration,1,,CHEMBL620797,,BAO_0000357
3662,,9,,,D,,,10627,Expert,1,,CHEMBL620798,,BAO_0000019
3663,,8,,,H,,,10627,Autocuration,1,,CHEMBL620799,,BAO_0000357
3664,,8,,,H,,,10627,Expert,1,,CHEMBL620800,,BAO_0000357
3665,,8,,,H,,,10627,Autocuration,1,,CHEMBL620801,,BAO_0000357
3666,,8,,,H,,,10627,Autocuration,1,,CHEMBL875100,,BAO_0000357
3667,,8,,,H,,,10627,Autocuration,1,,CHEMBL620802,,BAO_0000357
3668,,8,,,H,,,10627,Expert,1,,CHEMBL620803,,BAO_0000019
3669,,8,,,H,,,10627,Expert,1,,CHEMBL620804,,BAO_0000019
3670,,8,,,H,,,10627,Autocuration,1,,CHEMBL620805,,BAO_0000357
3671,,8,,,H,,,10627,Autocuration,1,,CHEMBL620806,,BAO_0000357
3672,,8,,,H,,,10627,Autocuration,1,,CHEMBL620807,,BAO_0000357
3673,,8,,,H,,,10627,Autocuration,1,,CHEMBL620808,,BAO_0000357
3674,,8,,,H,,,10627,Autocuration,1,,CHEMBL620809,,BAO_0000357
3675,,8,,,H,,,10627,Autocuration,1,,CHEMBL620810,,BAO_0000357
3676,,9,,,D,,,10627,Expert,1,,CHEMBL620811,,BAO_0000357
3677,,8,,,H,,,10627,Autocuration,1,,CHEMBL620812,,BAO_0000357
3678,,8,,,H,,,10627,Autocuration,1,,CHEMBL620813,,BAO_0000357
3679,,8,,,H,,,10627,Autocuration,1,,CHEMBL620814,,BAO_0000357
3680,,9,,,D,,,10209,Expert,1,,CHEMBL620815,,BAO_0000357
3681,,8,,,H,,HEK293,10209,Autocuration,1,,CHEMBL620816,722.0,BAO_0000219
3682,,8,,,H,,,10209,Autocuration,1,,CHEMBL620817,,BAO_0000357
3683,,8,,,H,,,10209,Autocuration,1,,CHEMBL620818,,BAO_0000357
3684,,8,,,H,,HEK293,10209,Expert,1,,CHEMBL620819,722.0,BAO_0000219
3685,,9,,,D,,,10209,Expert,1,,CHEMBL620820,,BAO_0000357
3686,,8,,,H,,CHO,10209,Autocuration,1,,CHEMBL620821,449.0,BAO_0000219
3687,,9,,,D,,,10209,Expert,1,,CHEMBL620822,,BAO_0000357
3688,,9,,,D,,,10209,Expert,1,,CHEMBL620823,,BAO_0000357
3689,,9,,,D,,,10209,Expert,1,,CHEMBL620824,,BAO_0000357
3690,,8,,,H,,CHO,10209,Expert,1,,CHEMBL620825,449.0,BAO_0000219
3691,,8,,,H,,,10209,Autocuration,1,,CHEMBL872930,,BAO_0000357
3692,,8,,,H,,,10209,Autocuration,1,,CHEMBL620826,,BAO_0000357
3693,,8,,,H,,,10209,Autocuration,1,,CHEMBL620827,,BAO_0000357
3694,,8,,,H,,,10209,Autocuration,1,,CHEMBL620828,,BAO_0000357
3695,,8,,,H,,,10209,Autocuration,1,,CHEMBL620829,,BAO_0000357
3696,,8,,,H,,HEK293,10209,Expert,1,,CHEMBL620830,722.0,BAO_0000219
3697,,8,,,H,,,10209,Expert,1,,CHEMBL620831,,BAO_0000019
3698,,8,,,H,,,10209,Expert,1,,CHEMBL620832,,BAO_0000019
3699,,9,,,D,,,10209,Expert,1,,CHEMBL621548,,BAO_0000357
3700,,8,,,H,,,10209,Autocuration,1,,CHEMBL621549,,BAO_0000019
3701,,8,,,H,,,10209,Autocuration,1,,CHEMBL621550,,BAO_0000357
3702,,8,,,H,,CHO,10209,Autocuration,1,,CHEMBL621551,449.0,BAO_0000219
3703,,8,,,H,,,10209,Autocuration,1,,CHEMBL621552,,BAO_0000019
3704,,8,,,H,,,10209,Autocuration,1,,CHEMBL857077,,BAO_0000357
3705,,8,,,H,,,10209,Autocuration,1,,CHEMBL618158,,BAO_0000357
3706,,9,,,D,,COS-7,10209,Expert,1,,CHEMBL618159,643.0,BAO_0000219
3707,,8,,,H,,COS-7,10209,Autocuration,1,,CHEMBL875101,643.0,BAO_0000219
3708,,9,,,D,,HEK293,10209,Expert,1,,CHEMBL618160,722.0,BAO_0000219
3709,,8,,,H,,,10209,Expert,1,,CHEMBL618161,,BAO_0000357
3710,,8,,,H,,HEK293,10209,Expert,1,,CHEMBL618162,722.0,BAO_0000219
3711,,8,,,H,,,10209,Expert,1,,CHEMBL618163,,BAO_0000357
3712,,8,,,H,,,10209,Autocuration,1,,CHEMBL618164,,BAO_0000357
3713,,8,,,H,,,10209,Expert,1,,CHEMBL618165,,BAO_0000219
3714,,8,,,H,,HEK293,10209,Autocuration,1,,CHEMBL618166,722.0,BAO_0000219
3715,,8,,,H,,HEK293,10209,Autocuration,1,,CHEMBL857989,722.0,BAO_0000219
3716,,8,,,H,,HEK293,10209,Autocuration,1,,CHEMBL619888,722.0,BAO_0000219
3717,,8,,,H,,HEK293,10209,Autocuration,1,,CHEMBL619889,722.0,BAO_0000219
3718,,8,,,H,,HEK293,10209,Autocuration,1,,CHEMBL619890,722.0,BAO_0000219
3719,,8,,,H,,CHO,10209,Autocuration,1,,CHEMBL619891,449.0,BAO_0000219
3720,,8,,,H,,HEK293,10209,Autocuration,1,,CHEMBL619892,722.0,BAO_0000219
3721,,9,,,D,,HEK293,10209,Expert,1,,CHEMBL619893,722.0,BAO_0000219
3722,,8,,,H,,HEK293,10209,Autocuration,1,,CHEMBL619894,722.0,BAO_0000219
3723,,9,,,D,,HEK293,10209,Intermediate,1,,CHEMBL619895,722.0,BAO_0000219
3724,,9,,,D,,,10209,Intermediate,1,,CHEMBL619896,,BAO_0000357
3725,,8,,,H,,COS-7,10209,Autocuration,1,,CHEMBL619897,643.0,BAO_0000219
3726,,8,,,H,,HEK293,10209,Autocuration,1,,CHEMBL619898,722.0,BAO_0000219
3727,,8,,,H,,HEK293,10209,Expert,1,,CHEMBL619899,722.0,BAO_0000219
3728,,8,,,H,,HEK293,10209,Autocuration,1,,CHEMBL619900,722.0,BAO_0000219
3729,,9,,,D,,HEK293,10209,Expert,1,,CHEMBL619901,722.0,BAO_0000219
3730,,8,,,H,,HEK293,10209,Autocuration,1,,CHEMBL620580,722.0,BAO_0000219
3731,,8,,,H,,HEK293,10209,Autocuration,1,,CHEMBL620581,722.0,BAO_0000219
3732,,8,,,H,,HEK293,10209,Autocuration,1,,CHEMBL620733,722.0,BAO_0000219
3733,,9,,,D,,,10209,Autocuration,1,,CHEMBL620734,,BAO_0000357
3734,,9,,,D,,,10022,Expert,1,,CHEMBL620735,,BAO_0000357
3735,,8,,,H,,,10209,Autocuration,1,,CHEMBL620736,,BAO_0000019
3736,,8,,,H,,CHO,11923,Autocuration,1,,CHEMBL620737,449.0,BAO_0000219
3737,,8,,,H,,CHO,11923,Autocuration,1,,CHEMBL620738,449.0,BAO_0000219
3738,,8,,,H,,CHO,11923,Autocuration,1,,CHEMBL620739,449.0,BAO_0000219
3739,,8,,,H,,CHO,11923,Autocuration,1,,CHEMBL620740,449.0,BAO_0000219
3740,,8,,,H,,CHO,11923,Autocuration,1,,CHEMBL620741,449.0,BAO_0000219
3741,,8,,,H,,CHO,11923,Autocuration,1,,CHEMBL620742,449.0,BAO_0000219
3742,,8,,,H,,CHO,11923,Autocuration,1,,CHEMBL620743,449.0,BAO_0000219
3743,,8,,,H,,CHO,11923,Autocuration,1,,CHEMBL620744,449.0,BAO_0000219
3744,,8,,,H,,CHO,11923,Autocuration,1,,CHEMBL620745,449.0,BAO_0000219
3745,,8,,,H,,CHO,11923,Autocuration,1,,CHEMBL620746,449.0,BAO_0000219
3746,,8,,,H,,CHO,11923,Autocuration,1,,CHEMBL620747,449.0,BAO_0000219
3747,,8,,,H,,CHO,11923,Autocuration,1,,CHEMBL620748,449.0,BAO_0000219
3748,,8,,,H,,CHO,11923,Autocuration,1,,CHEMBL620749,449.0,BAO_0000219
3749,,8,,,H,,,11923,Expert,1,,CHEMBL620750,,BAO_0000357
3750,,9,,,D,,,11923,Expert,1,,CHEMBL620751,,BAO_0000357
3751,,8,,,H,,,11923,Expert,1,,CHEMBL620752,,BAO_0000357
3752,,8,,,H,,,11923,Autocuration,1,,CHEMBL872929,,BAO_0000019
3753,,9,,,D,,,11923,Expert,1,,CHEMBL620753,,BAO_0000357
3754,,9,,,D,,,11923,Expert,1,,CHEMBL620754,,BAO_0000357
3755,,9,,,D,,CHO,11923,Expert,1,,CHEMBL620755,449.0,BAO_0000219
3756,,8,,,H,,,11923,Autocuration,1,,CHEMBL620756,,BAO_0000357
3757,,8,,,H,,,11923,Autocuration,1,,CHEMBL620757,,BAO_0000357
3758,,8,,,H,,CHO,11923,Autocuration,1,,CHEMBL620758,449.0,BAO_0000219
3759,,8,,,H,,CHO,11923,Autocuration,1,,CHEMBL620759,449.0,BAO_0000219
3760,,8,,,H,,CHO,11923,Autocuration,1,,CHEMBL620760,449.0,BAO_0000219
3761,,8,,,H,,CHO,11923,Autocuration,1,,CHEMBL620761,449.0,BAO_0000219
3762,,8,2116.0,,H,Ileum,,11923,Autocuration,1,,CHEMBL620762,,BAO_0000221
3763,,8,2116.0,,H,Ileum,,11923,Autocuration,1,,CHEMBL620763,,BAO_0000221
3764,,8,2116.0,,H,Ileum,,11923,Autocuration,1,,CHEMBL620764,,BAO_0000221
3765,Membranes,9,,,D,,,11923,Expert,1,,CHEMBL857990,,BAO_0000249
3766,,8,,,H,,,11923,Autocuration,1,,CHEMBL620765,,BAO_0000357
3767,,8,,,H,,,11923,Expert,1,,CHEMBL620766,,BAO_0000357
3768,,8,1898.0,,H,Hypothalamus,,11923,Expert,1,,CHEMBL620767,,BAO_0000019
3769,,8,,,H,,,11923,Autocuration,1,,CHEMBL620768,,BAO_0000357
3770,,8,1898.0,,H,Hypothalamus,,11923,Expert,1,,CHEMBL619051,,BAO_0000249
3771,,8,,,H,,,11923,Expert,1,,CHEMBL619052,,BAO_0000357
3772,,9,,,D,,HEK293,11923,Expert,1,,CHEMBL619053,722.0,BAO_0000219
3773,,9,,,D,,HEK293,11923,Expert,1,,CHEMBL619703,722.0,BAO_0000219
3774,,9,,,D,,HEK293,11923,Autocuration,1,,CHEMBL619704,722.0,BAO_0000219
3775,,8,,,H,,,10209,Expert,1,,CHEMBL619851,,BAO_0000357
3776,,8,,,H,,,10209,Autocuration,1,,CHEMBL619852,,BAO_0000357
3777,,8,,,H,,,10209,Autocuration,1,,CHEMBL619853,,BAO_0000357
3778,,9,,,D,,,10209,Expert,1,,CHEMBL619854,,BAO_0000357
3779,,8,,,H,,,10209,Expert,1,,CHEMBL619855,,BAO_0000357
3780,,8,,,H,,,10209,Autocuration,1,,CHEMBL619856,,BAO_0000357
3781,,8,,,H,,,10209,Autocuration,1,,CHEMBL619857,,BAO_0000357
3782,,8,,,H,,,10209,Expert,1,,CHEMBL619858,,BAO_0000019
3783,,8,,,H,,,10209,Autocuration,1,,CHEMBL619859,,BAO_0000357
3784,,8,,,H,,,10209,Autocuration,1,,CHEMBL619860,,BAO_0000357
3785,,8,,,H,,,10209,Autocuration,1,,CHEMBL619861,,BAO_0000357
3786,,8,,,H,,,10209,Expert,1,,CHEMBL619862,,BAO_0000357
3787,,8,,,H,,,10209,Autocuration,1,,CHEMBL619863,,BAO_0000357
3788,,8,,,H,,,10209,Autocuration,1,,CHEMBL619864,,BAO_0000357
3789,,8,,,H,,,10209,Autocuration,1,,CHEMBL872928,,BAO_0000357
3790,,8,,,H,,,10209,Autocuration,1,,CHEMBL619865,,BAO_0000357
3791,,8,,,H,,,10209,Expert,1,,CHEMBL619866,,BAO_0000357
3792,,8,,,H,,,10209,Autocuration,1,,CHEMBL619867,,BAO_0000357
3793,,8,2116.0,,H,Ileum,,10209,Autocuration,1,,CHEMBL619868,,BAO_0000221
3794,,8,,,H,,,55,Autocuration,1,,CHEMBL619869,,BAO_0000019
3795,,9,,,D,,,55,Expert,1,,CHEMBL619870,,BAO_0000019
3796,,8,,,H,,,55,Autocuration,1,,CHEMBL619871,,BAO_0000357
3797,,8,,,H,,,55,Autocuration,1,,CHEMBL619872,,BAO_0000357
3798,,8,,,H,,,55,Autocuration,1,,CHEMBL619873,,BAO_0000357
3799,,8,178.0,,H,Blood,,55,Expert,1,,CHEMBL619874,,BAO_0000357
3800,,8,178.0,,H,Blood,,55,Expert,1,,CHEMBL619875,,BAO_0000357
3801,,8,,,H,,,55,Autocuration,1,,CHEMBL619876,,BAO_0000357
3802,,8,,,H,,,55,Autocuration,1,,CHEMBL619877,,BAO_0000357
3803,,8,,,H,,,55,Expert,1,,CHEMBL619878,,BAO_0000219
3804,,8,178.0,,H,Blood,,55,Autocuration,1,,CHEMBL619879,,BAO_0000019
3805,,8,,,H,,,55,Autocuration,1,,CHEMBL619880,,BAO_0000357
3806,,8,,,H,,,55,Autocuration,1,,CHEMBL619881,,BAO_0000357
3807,,8,,,H,,,55,Expert,1,,CHEMBL619882,,BAO_0000357
3808,,8,,,H,,,55,Autocuration,1,,CHEMBL619883,,BAO_0000357
3809,,9,178.0,,D,Blood,,55,Expert,1,,CHEMBL619884,,BAO_0000357
3810,,8,,,H,,,55,Autocuration,1,,CHEMBL619885,,BAO_0000357
3811,,9,,,D,,,55,Expert,1,,CHEMBL619886,,BAO_0000019
3812,,8,178.0,,H,Blood,,55,Autocuration,1,,CHEMBL619887,,BAO_0000019
3813,,8,,,H,,,55,Autocuration,1,,CHEMBL875097,,BAO_0000019
3814,,8,,,H,,,55,Autocuration,1,,CHEMBL618001,,BAO_0000219
3815,,8,,,H,,,55,Autocuration,1,,CHEMBL618002,,BAO_0000219
3816,,8,,,H,,,55,Autocuration,1,,CHEMBL618003,,BAO_0000219
3817,,8,,,H,,,55,Autocuration,1,,CHEMBL618004,,BAO_0000219
3818,,8,,,H,,,55,Autocuration,1,,CHEMBL618005,,BAO_0000219
3819,,8,,,H,,,55,Expert,1,,CHEMBL618006,,BAO_0000357
3820,,8,,,H,,,55,Autocuration,1,,CHEMBL875086,,BAO_0000019
3821,,8,178.0,,H,Blood,,55,Expert,1,,CHEMBL618007,,BAO_0000357
3822,,8,,,H,,,55,Autocuration,1,,CHEMBL618008,,BAO_0000357
3823,,8,,,H,,,55,Autocuration,1,,CHEMBL618009,,BAO_0000219
3824,,8,,,H,,,55,Expert,1,,CHEMBL618010,,BAO_0000357
3825,,8,,,H,,,55,Autocuration,1,,CHEMBL618011,,BAO_0000357
3826,,8,,,H,,,55,Expert,1,,CHEMBL618012,,BAO_0000357
3827,,8,,,H,,,55,Autocuration,1,,CHEMBL882927,,BAO_0000357
3828,,8,,,H,,,55,Autocuration,1,,CHEMBL618013,,BAO_0000357
3829,,8,,,H,,,55,Autocuration,1,,CHEMBL618014,,BAO_0000357
3830,,8,,,H,,,55,Autocuration,1,,CHEMBL618015,,BAO_0000357
3831,,8,,,H,,,55,Autocuration,1,,CHEMBL618016,,BAO_0000019
3832,,8,,,H,,,55,Expert,1,,CHEMBL618017,,BAO_0000357
3833,,8,,,H,,,55,Autocuration,1,,CHEMBL618018,,BAO_0000019
3834,,8,,,H,,,55,Autocuration,1,,CHEMBL875087,,BAO_0000219
3835,,8,,,H,,,55,Autocuration,1,,CHEMBL618019,,BAO_0000219
3836,,8,,,H,,,55,Autocuration,1,,CHEMBL618020,,BAO_0000019
3837,,8,,,H,,,55,Autocuration,1,,CHEMBL618021,,BAO_0000019
3838,,8,178.0,,H,Blood,,55,Autocuration,1,,CHEMBL618022,,BAO_0000357
3839,,8,,,H,,,55,Autocuration,1,,CHEMBL618023,,BAO_0000357
3840,,8,,,H,,,55,Autocuration,1,,CHEMBL618024,,BAO_0000357
3841,,8,,,H,,,55,Expert,1,,CHEMBL873950,,BAO_0000019
3842,,8,,,H,,,55,Autocuration,1,,CHEMBL618025,,BAO_0000357
3843,,8,,,H,,,55,Autocuration,1,,CHEMBL618026,,BAO_0000219
3844,,8,,,H,,,55,Autocuration,1,,CHEMBL618027,,BAO_0000219
3845,,8,,,H,,,55,Autocuration,1,,CHEMBL618028,,BAO_0000219
3846,,8,,,H,,,55,Autocuration,1,,CHEMBL618029,,BAO_0000219
3847,,8,,,H,,,55,Expert,1,,CHEMBL618030,,BAO_0000357
3848,,8,,,H,,,55,Expert,1,,CHEMBL618031,,BAO_0000357
3849,,8,,,H,,,55,Autocuration,1,,CHEMBL618032,,BAO_0000357
3850,,8,,,H,,,55,Autocuration,1,,CHEMBL618033,,BAO_0000357
3851,,8,,,H,,,55,Autocuration,1,,CHEMBL618034,,BAO_0000357
3852,,8,,,H,,,55,Autocuration,1,,CHEMBL875088,,BAO_0000357
3853,,8,,,H,,,55,Autocuration,1,,CHEMBL618035,,BAO_0000019
3854,,8,,,H,,,55,Autocuration,1,,CHEMBL618036,,BAO_0000019
3855,,8,,,H,,,55,Expert,1,,CHEMBL618037,,BAO_0000357
3856,,8,,,H,,,55,Expert,1,,CHEMBL618038,,BAO_0000357
3857,,8,,,H,,,55,Autocuration,1,,CHEMBL618761,,BAO_0000019
3858,,8,,,H,,,55,Expert,1,,CHEMBL618762,,BAO_0000357
3859,,8,,,H,,,55,Expert,1,,CHEMBL618763,,BAO_0000357
3860,,8,,,H,,,55,Autocuration,1,,CHEMBL618764,,BAO_0000357
3861,,9,,,D,,,55,Expert,1,,CHEMBL618765,,BAO_0000357
3862,,8,,,H,,,17087,Expert,1,,CHEMBL618766,,BAO_0000357
3863,,8,,,H,,,17087,Expert,1,,CHEMBL618767,,BAO_0000357
3864,,8,,,H,,,17087,Autocuration,1,,CHEMBL619380,,BAO_0000357
3865,,8,,,H,,,17087,Expert,1,,CHEMBL619381,,BAO_0000357
3866,,9,,,D,,,17087,Expert,1,,CHEMBL619382,,BAO_0000357
3867,,8,,,H,,,17087,Autocuration,1,,CHEMBL619383,,BAO_0000357
3868,,8,,,H,,,55,Autocuration,1,,CHEMBL619384,,BAO_0000019
3869,,8,,,H,,,55,Autocuration,1,,CHEMBL619385,,BAO_0000019
3870,,8,,,H,,,55,Autocuration,1,,CHEMBL882928,,BAO_0000019
3871,,9,,,D,,,12166,Expert,1,,CHEMBL619386,,BAO_0000019
3872,,8,,,H,,,12166,Autocuration,1,,CHEMBL619387,,BAO_0000019
3873,,8,,,H,,,12166,Autocuration,1,,CHEMBL619388,,BAO_0000019
3874,,8,,,H,,,12166,Autocuration,1,,CHEMBL619389,,BAO_0000019
3875,,8,,,H,,,12166,Expert,1,,CHEMBL619390,,BAO_0000019
3876,,8,,,H,,,12166,Expert,1,,CHEMBL619391,,BAO_0000019
3877,,8,,,H,,,12166,Autocuration,1,,CHEMBL619392,,BAO_0000019
3878,,8,,,H,,,12166,Autocuration,1,,CHEMBL619393,,BAO_0000019
3879,,8,,,H,,,12166,Autocuration,1,,CHEMBL619394,,BAO_0000019
3880,,8,,,H,,RBL-1,12166,Autocuration,1,,CHEMBL619395,702.0,BAO_0000219
3881,,8,,,H,,RBL-1,12166,Autocuration,1,,CHEMBL619396,702.0,BAO_0000219
3882,,8,,,H,,,12166,Autocuration,1,,CHEMBL619397,,BAO_0000357
3883,,8,,,H,,,12166,Autocuration,1,,CHEMBL619398,,BAO_0000357
3884,,8,,,H,,,12166,Autocuration,1,,CHEMBL619399,,BAO_0000357
3885,,8,,,H,,,12166,Autocuration,1,,CHEMBL619400,,BAO_0000357
3886,,8,,,H,,,12166,Autocuration,1,,CHEMBL619401,,BAO_0000019
3887,,8,,,H,,,12166,Autocuration,1,,CHEMBL619402,,BAO_0000019
3888,,9,,,D,,RBL-2H3,12166,Expert,1,,CHEMBL619403,663.0,BAO_0000219
3889,,8,,,H,,,12166,Autocuration,1,,CHEMBL619404,,BAO_0000357
3890,,8,,,H,,,12166,Autocuration,1,,CHEMBL619405,,BAO_0000357
3891,,8,,,H,,RBL-1,12166,Expert,1,,CHEMBL619406,702.0,BAO_0000219
3892,,9,,,D,,RBL-1,12166,Expert,1,,CHEMBL619407,702.0,BAO_0000219
3893,,8,,,H,,,12166,Autocuration,1,,CHEMBL619408,,BAO_0000357
3894,,8,,,H,,RBL-1,12166,Autocuration,1,,CHEMBL619409,702.0,BAO_0000219
3895,,8,,,H,,RBL-1,12166,Expert,1,,CHEMBL619410,702.0,BAO_0000219
3896,,8,,,H,,RBL-1,12166,Autocuration,1,,CHEMBL619753,702.0,BAO_0000219
3897,,8,,,H,,RBL-1,12166,Autocuration,1,,CHEMBL619754,702.0,BAO_0000219
3898,,8,,,H,,,12166,Expert,1,,CHEMBL619903,,BAO_0000357
3899,,8,,,H,,,12166,Expert,1,,CHEMBL619904,,BAO_0000357
3900,,8,,,H,,,12166,Expert,1,,CHEMBL619905,,BAO_0000357
3901,,8,,,H,,,12166,Autocuration,1,,CHEMBL619906,,BAO_0000019
3902,,8,,,H,,,12166,Autocuration,1,,CHEMBL619907,,BAO_0000019
3903,,8,,,H,,,12166,Autocuration,1,,CHEMBL619908,,BAO_0000019
3904,,8,,,H,,,12166,Autocuration,1,,CHEMBL619909,,BAO_0000019
3905,,8,,,H,,RBL-1,12166,Expert,1,,CHEMBL619910,702.0,BAO_0000219
3906,,8,,,H,,RBL-1,12166,Expert,1,,CHEMBL882929,702.0,BAO_0000219
3907,,8,,,H,,RBL-1,12166,Expert,1,,CHEMBL619911,702.0,BAO_0000219
3908,,8,,,H,,,12166,Autocuration,1,,CHEMBL619912,,BAO_0000019
3909,,9,,,D,,,12166,Expert,1,,CHEMBL619913,,BAO_0000357
3910,,8,,,H,,RBL-1,12166,Expert,1,,CHEMBL619914,702.0,BAO_0000219
