assay_id,assay_strain,variant_id,assay_tissue,tid,src_assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_cell_type
2538,,,,107,,14875,Binding affinity for human 5-hydroxytryptamine 2A receptor,B,,,Homo sapiens,9606.0,
2539,,,,107,,15146,Compound was tested for its binding affinity against 5-hydroxytryptamine 2A receptor in human cloned receptors in HEK 293 cells using [3H]ketanserin,B,,,,,HEK293
2540,,,,107,,5213,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 2A receptor in HEK 293 using [3H]ketanserin as a radioligand,B,,,,,HEK293
2541,,,,107,,16404,Inhibitory constant for human 5-hydroxytryptamine 2A receptor transfected in to CHO cells,B,,,Homo sapiens,9606.0,CHO
2542,,,,107,,14818,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 2A receptor in HEK293 cells using [3H]-ketanserin.,B,,,,,HEK293
2543,,,,107,,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 2A receptor in HEK293 cells, using [3H]ketanserin as radioligand",B,,,,,HEK293
2544,,,,10620,,12652,Percent of maximum stimulation of phosphatidylinositol turnover at cloned 5-hydroxytryptamine 2A receptor in 3T3 cells,F,,,,,NIH3T3
2545,,,,107,,4682,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2A receptor expressed NIH3T3 cells,B,,,,,NIH3T3
2546,,,,10620,,12652,The maximum responses of [3H]- inositol monophosphate accumulation in cells expressing the 5-hydroxytryptamine 2A receptor,F,,,,,
2547,,,,10621,,4921,Ability to displace [3H]-Ketanserin radioligand from porcine 5-hydroxytryptamine 2A receptor,B,,,,,
2548,,,,10621,,4921,Ability to displace [3H]ketanserin radioligand from porcine 5-hydroxytryptamine 2A receptor; ND denotes not determined,B,,,,,
2549,,,,107,,16312,Binding affinity against rabbit aorta 5-HT2A receptor,B,,,Oryctolagus cuniculus,9986.0,
2550,,,,107,,14998,Binding affinity for 5-hydroxytryptamine 2A receptor of rabbit aorta ring preparations,B,,,Oryctolagus cuniculus,9986.0,
2551,,,,107,,14025,Dissociation equilibrium constant against the vascular 5-hydroxytryptamine 2A receptor in the rabbit saphenous aorta,B,,,Oryctolagus cuniculus,9986.0,
2552,,,,107,,13047,Binding affinity against 5-hydroxytryptamine 1D receptor alpha using rabbit saphenous vein assay.,B,,,Oryctolagus cuniculus,9986.0,
2553,,,,107,,13047,The compound was tested for binding affinity against 5-HT2A receptor,B,,,Oryctolagus cuniculus,9986.0,
2554,,,,10576,,1883,Compound was evaluated for displacement of [3H]ketanserin from cloned rat 5-hydroxytryptamine 2A receptor in transfected CHO-K1 cells.,B,,,,,CHO-K1
2555,,,,12687,,13463,Binding affinity analysed towards 5-HT 2A in rat jugular vein,B,,,,,
2556,,,,12687,,13463,Binding affinity analysed towards 5-HT 2A in rat jugular vein.,B,,,,,
2557,,,Stomwch,12687,,13463,Binding affinity analysed on 5-HT 2A in rat stomach fundus.,B,,,,,
2558,,,Stomash,12687,,13463,Binding affinity for 5-HT 2A in rat stomach fundus,B,,,Rattus norvegicus,10116.0,
2559,,,,12687,,13463,Binding affinity analysed towards 5-HT 2A in rat jugular vein.,B,,,,,
2560,,,,12687,,16326,Ability to stimulate phosphoinositide hydrolysis in NIH3T3 cells expressing the 5-hydroxytryptamine 2A receptor,B,,,,,NIH3T3
2561,,,,12687,,14093,Effect on phosphoinositide hydrolysis in NIH 3T3 fibroblast 5-hydroxytryptamine 2A receptor,F,,,,,
2562,,,,12687,,14093,Effect on phosphoinositide hydrolysis in NIH 3T3 fibroblast expressing 5-hydroxytryptamine 2A receptor,F,,,,,
2563,,,,12687,,15740,Evaluated for the effective concentration at [125I]-DOI-labeled rat 5-hydroxytryptamine 2A receptor,B,,,,,
2564,,,,12687,,16633,Functional potency at the rat 5-hydroxytryptamine 2A receptor as effective concentration EC50 for stimulating Phosphoinositide accumulation,B,,,,,
2565,,,,12687,,17200,In vitro relative agonist activity against 5-hydroxytryptamine 2A using PI assay in rat vascular smooth muscle cells,F,,,Rattus norvegicus,10116.0,
2566,,,,12687,,17133,Tested for its ability to activate phospholipase C by quantification of IP3 at cloned rat 5-hydroxytryptamine 2A receptor,B,,,,,
2567,,,,12687,,17133,Tested for its ability to activate phospholipase C by quantification of IP3 at cloned rat 5-hydroxytryptamine 2A receptor,B,,,,,
2568,,,,12687,,17133,Tested for its ability to activate phospholipase c by quantification of IP3 at cloned rat 5-hydroxytryptamine 2A receptor,B,,,,,
2569,,,,12687,,17200,The receptor (5-hydroxytryptamine 2A ) mediated mobilization of intracellular calcium [Ca2+] was studied in rat smooth muscle cells,F,,,,,
2570,,,,12687,,15363,Efficacy at 5-hydroxytryptamine 2A receptor,F,,,,,
2571,,,,12687,,17200,In vitro efficacy against rat 5-hydroxytryptamine 2A receptor was determined by using CA+ assay (Emax),B,,,,,
2572,,,,12687,,17200,In vitro efficacy against rat 5-hydroxytryptamine 2A receptor was determined by using CA+ assay (Emax),B,,,Rattus norvegicus,10116.0,
2573,,,,12687,,17200,In vitro efficacy against rat 5-hydroxytryptamine 2A receptor determined by using PI assay (Emax),B,,,Rattus norvegicus,10116.0,
2574,,,,12687,,17200,The receptor (5-hydroxytryptamine 2A ) mediated mobilization of intracellular calcium [Ca2+] was studied in rat smooth muscle cells,F,,,Rattus norvegicus,10116.0,
2575,,,,12687,,17200,The receptor (5-hydroxytryptamine 2A) mediated mobilization of intracellular calcium [Ca2+] was studied in rat smooth muscle cells,F,,,,,
2576,,,,12687,,17211,Ability to displace [3H]ketanserin (0.5 nM) from cerebral cortex of rat 5-hydroxytryptamine 2A receptor,B,,,,,
2577,,,,12687,,17331,Binding affinity against 5-hydroxytryptamine 2A receptor by displacement of [3H]-ketanserin from rat prefrontal cerebral cortex mambranes,B,,,,,
2578,,,,12687,,13565,Binding affinity to serotonin 5-hydroxytryptamine 2A receptors using a radioligand [3H]ketanserin binding assay in rat cortical membranes,B,,,,,
2579,,,,12687,,13730,Binding affinity towards rat 5-hydroxytryptamine 2A receptor was evaluated using [3H]- ketanserin as radioligand,B,,,,,
2580,,,,12687,,12416,In vitro affinity towards 5-hydroxytryptamine 2A receptor using [3H]spiroperidol as radioligand in cortex,B,,,,,
2581,,,,12687,,15295,Compound was tested for it's binding affinity towards 5-hydroxytryptamine 2A receptor,B,,,,,
2582,,,,12687,,1742,Compound was tested for its ability to displace [3H]DOB from 5-hydroxytryptamine 2A receptor in rat cortex homogenates,B,,,,,
2583,,,,12687,,15295,Compound was tested for the inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor,B,,,,,
2584,,,,12687,,14970,Binding affinity towards 5-hydroxytryptamine 2A receptor from rat frontal cortex using [3H]ketanserin as radioligand,B,,,,,
2585,,,,12687,,16693,In vitro binding affinity for serotonin 5-hydroxytryptamine 2A receptor of rat cerebral cortex using [3H]ketanserin as radioligand,B,,,,,
2586,,,,12687,,14776,Inhibition of [3H]ketanserin binding to rat frontal cortex membrane 5-hydroxytryptamine 2A receptor,B,,,Rattus norvegicus,10116.0,
2587,,,,12687,,14286,In vitro inhibitory concentration against radioligand [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor in rat cortical membrane,B,,,,,
2588,,,,12687,,17200,In vitro inhibition of [125I]DOI binding to 5-hydroxytryptamine 2A receptor in rat cerebral cortex,B,,,Rattus norvegicus,10116.0,
2589,,,,12687,,15306,Inhibitory concentration against 5-hydroxytryptamine 2A receptor (Inactive at >1000 nM concentration),B,,,,,
2590,,,,12687,,14178,Inhibition of radiolabeled [3H]-Ketanserin ligand binding to 5-hydroxytryptamine 2A receptor,B,,,Rattus norvegicus,10116.0,
2591,,,,12687,,14229,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor from rat brain,B,,,Rattus norvegicus,10116.0,
2592,,,,12687,,12884,Binding affinity towards 5-hydroxytryptamine 2A receptor binding site using [3H]ketanserin. ,B,,,,,
2593,,,,12687,,13149,"Binding affinity for 5-hydroxytryptamine 2A receptor, activity is expressed as IC50 values.",B,,,,,
2594,,,,12687,,15295,Displacement of [3H]ketanserin from rat cortical membrane 5-hydroxytryptamine 2A receptor at 10e-7 M,B,,,Rattus norvegicus,10116.0,
2595,,,,12687,,15740,Intrinsic activity was determined at 5-hydroxytryptamine 2A receptor which is percentage response given compared with the response produced by 10 uM serotonin.,B,,,,,
2596,,,,12687,,15185,"Compound was tested for binding affinity at 5-hydroxytryptamine 2A receptor sites in rat cortical homogenate using [125I]-2,5-Dimethoxy -4-iodoamphetamine (DOI).",B,,,,,
2597,,,,12687,,15185,"Compound was tested for binding affinity using [3H]MDL-100,907 at 5-hydroxytryptamine 2A receptor sites in rat cortical homogenate.",B,,,,,
2598,,,,12687,,17529,Ability to bind to central serotonin 5-hydroxytryptamine 2A receptor in vitro in cortex of the rat brain using [3H]ketanserin radioligand,B,,,,,
2599,,,,12687,,14826,Ability to displace [3H]- ketanserin bound to 5-hydroxytryptamine 2A receptor in rat pre-frontal cortex,B,,,,,
2600,,,,12687,,17211,Displacement of [3H]ketanserin (0.5 nM) from rat cerebral cortex 5-hydroxytryptamine 2A receptors,B,,,,,
2601,,,,12687,,14826,Ability to displace [3H]ketanserin bound to 5-hydroxytryptamine 2A receptor in rat pre-frontal cortex,B,,,,,
2602,,,,12687,,14093,Ability to displace [3H]ketanserin from rat cortical homogenate 5-hydroxytryptamine 2A receptor,B,,,,,
2603,,,,12687,,14093,Ability to displace [3H]ketanserin from rat cortical homogenate 5-hydroxytryptamine 2A receptor; Not tested,B,,,,,
2604,,,,12687,,13246,Ability to inhibit the binding of iodine-125-labelled lysergic acid diethylamide([125I]-LSD) to the S-2A serotonin receptor in NIH3T3 cell line membranes,B,,,,,NIH3T3
2605,,,,12687,,13246,Ability to inhibit the binding of iodine-125-labelled lysergic acid diethylamide([125I]-LSD) to the S-2A serotonin receptor.,B,,,,,
2606,,,,12687,,15436,Affinity 5-hydroxytryptamine 2A receptor of the rat brain cortex was assessed on the basis of their ability to displace [3H]ketanserin,B,,,Rattus norvegicus,10116.0,
2607,,,,12687,,15436,Affinity at 5-hydroxytryptamine 2A receptor of the rat brain cortex was assessed on the basis of their ability to displace [3H]ketanserin,B,,,Rattus norvegicus,10116.0,
2608,,,Bgain,12687,,14442,Affinity at [3H]ketanserin-labeled 5-hydroxytryptamine 2A receptor in rat brain homogenate was determined,B,,,,,
2609,,,,12687,,12457,Affinity was evaluated as inhibition constant for serotonin 5-hydroxytryptamine 2A receptor,B,,,,,
2610,,,,12687,,12457,Affinity was evaluated by inhibition of [125I]LSD binding to NIH 3T3 cells transfected with cloned rat 5-hydroxytryptamine 2A receptor,B,,,,,NIH3T3
2611,,,,12687,,14755,"Antagonistic activity measured for 5-hydroxytryptamine 2A receptor using [3H]-MDL- 100,907 as radioligand in rat cortical homogenates.",F,,,,,
2612,,,,12687,,4707,Binding affinity towards rat 5-hydroxytryptamine 2A receptor was determined using [125I]- DOI as radioligand,B,,,,,
2613,,,,12687,,13297,Binding affinity against 5-hydroxytryptamine 2A receptor,B,,,,,
2614,,,,12687,,17331,Binding affinity against 5-hydroxytryptamine 2A receptor by displacement of [3H]ketanserin from rat prefrontal cerebral cortex mambranes,B,,,,,
2615,,,,12687,,4664,Binding affinity against 5-hydroxytryptamine 2A receptor from rat forebrain using [3H]ketanserin as radioligand,B,,,,,
2616,,,,12687,,16633,Binding affinity against 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand,B,,,,,
2617,,,,12687,,4664,Binding affinity against 5-hydroxytryptamine 2A receptor expressed NIH3T3 cells using [3H]ketanserin,B,,,Rattus norvegicus,10116.0,NIH3T3
2618,,,,12687,,16133,Binding affinity against rat 5-hydroxytryptamine 2A receptor using [3H]DOB as radioligand,B,,,,,
2619,,,,12687,,16133,Binding affinity against rat 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand,B,,,,,
2620,,,,12687,,14060,Binding affinity against rat brain 5-hydroxytryptamine 2A receptor,B,,,Rattus norvegicus,10116.0,
2621,,,,12687,,16326,Binding affinity at cloned rat 5-hydroxytryptamine 2A receptor using [3H]DOB as radioligand,B,,,,,
2622,,,,12687,,16659,Binding affinity for displacement of [3H]ketanserin to rat 5-hydroxytryptamine 2A receptor stably expressed in CHO cells,B,,,,,CHO
2623,,,,12687,,14776,Binding affinity measured at the 5-hydroxytryptamine 2A receptor by the inhibition of [3H]ketanserin binding to rat cortex using unlabeled mianserin for nonspecific binding.,B,,,,,
2624,,,,12687,,13481,Binding affinity of [3H]- ketanserin labelled towards Rat cortical 5-hydroxytryptamine 2A receptor using radioligand binding assay,B,,,,,
2625,,,,12687,,17386,Binding affinity of compound was tested for 5-hydroxytryptamine 2A receptor,B,,,,,
2626,,,,12687,,6611,Binding affinity for 5-hydroxytryptamine 2A receptor,B,,,Rattus norvegicus,10116.0,
2627,,,,12687,,14423,Binding affinity against 5-hydroxytryptamine 2A receptor from rat cortex using [3H]ketanserin as the radioligand.,B,,,,,
2628,,,,12687,,15412,Binding affinity against 5-hydroxytryptamine 2A receptor of rat pre-frontal cortex,B,,,,,
2629,,,,12687,,15412,Binding affinity against 5-hydroxytryptamine 2A receptor of rat pre-frontal cortex.,B,,,,,
2630,,,,12687,,6238,Binding affinity towards 5-HT 2A receptor in rat cerebral frontal cortex membranes using [3H]ketanserin as radioligand,B,,,,,
2631,,,,12687,,6648,Binding affinity at 5-hydroxytryptamine 2A receptor of rat.,B,,,,,
2632,,,,12687,,5667,Binding affinity towards 5-hydroxytryptamine 2A receptor sites by using [3H]ketanserin as radioligand,B,,,,,
2633,,,,12687,,6611,Binding affinity for 5-hydroxytryptamine 2A serotonin receptor,B,,,Rattus norvegicus,10116.0,
2634,,,,12687,,13481,Binding affinity towards rat cortical 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand,B,,,,,
2635,,,,12687,,13481,Binding affinity towards rat cortical 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand; Not tested,B,,,,,
2636,,,,12687,,15558,Displacement of [3H]ketanserin from NIH3T3 cells stably expressing rat 5-hydroxytryptamine 2A receptor,B,,,,,NIH3T3
2637,,,,12687,,6013,Binding affinity towards 5-hydroxytryptamine 2A receptor,B,,,,,
2638,,,,12687,,16633,Binding affinity towards 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand,B,,,,,
2639,,,,12687,,6013,Binding affinity towards cloned rat 5-hydroxytryptamine 2A receptor from fundus tissue was determined using [3H]mesulergine as radioligand,B,,,,,
2640,,,,12687,,6013,Binding affinity for rat 5-hydroxytryptamine 2A receptor using [3H]DOB,B,,,Rattus norvegicus,10116.0,
2641,,,,12687,,6013,Binding affinity towards cloned rat 5-hydroxytryptamine 2A receptor was determined using [3H]DOB as radioligand; ND=No data,B,,,,,
2642,,,,12687,,6013,Binding affinity towards cloned rat 5-hydroxytryptamine 2A receptor by [3H]ketanserin displacement.,B,,,,,
2643,,,,12687,,6013,Binding affinity towards cloned rat Inhibition of binding towards 5-hydroxytryptamine 2A receptor at 100 nM concentration was determined using [3H]DOB as radioligand,B,,,,,
2644,,,,12687,,6013,Binding affinity towards cloned rat Inhibition of binding towards 5-hydroxytryptamine 2A receptor at 100 nM concentration was determined using [3H]ketanserin as radioligand,B,,,,,
2645,,,,12687,,16293,Binding affinity towards rat 5-hydroxytryptamine 2A receptor,B,,,,,
2646,,,,12687,,17175,Binding affinity towards rat 5-hydroxytryptamine 2A receptor expressed in NIH3T3 cells using [3H]ketanserin as radioligand,B,,,,,NIH3T3
2647,,,,12687,,13278,Binding affinity was measured against 5-hydroxytryptamine 2A receptor by displacement of [3H]- ketanserin by lysergic acid amides,B,,,Rattus norvegicus,10116.0,
2648,,,Caudatep7tamej,12687,,3682,Compound was evaluated for affinity towards cerebral 5-hydroxytryptamine 2A receptor in homogenate of caudate putamen tissue from rat brain,B,,,,,
2649,,,,12687,,2014,Compound was evaluated for binding affinity against 5-hydroxytryptamine 2A receptor using [3H]ketanserin as a radioligand,B,,,,,
2650,,,,12687,,2014,Compound was evaluated for binding affinity against 5-hydroxytryptamine 2A receptor using [3H]ketanserin as a radioligand; Not determined,B,,,,,
2651,,,,12687,,4932,Compound was evaluated for its ability to displace (+/-)[125I]-DOI from 5-hydroxytryptamine 2A receptor in cloned rat cell culture,B,,,,,
2652,,,,12687,,4932,Compound was evaluated for its ability to displace [125I](R)-DOI from 5-hydroxytryptamine 2A receptor in cloned rat prefrontal cortex homogenate,B,,,,,
2653,,,,12687,,3935,Compound was evaluated for its binding affinity for rat 5-hydroxytryptamine 2A receptor,B,,,,,
2654,,,H7p0ocampus,12687,,5432,Displacement of [3H]8-OH-DPAT from rat hippocampus membrane 5-hydroxytryptamine 2A receptor,B,,,Rattus norvegicus,10116.0,
2655,,,,12687,,15818,Compound was evaluated for its binding affinity towards rat 5-hydroxytryptamine 2A receptor,B,,,,,
2656,,,,12687,,13672,Compound was evaluated for the binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]ketanserin radioligand.,B,,,,,
2657,,,,12687,,13672,Compound was evaluated for the binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]-ketanserin radioligand.,B,,,,,
2658,,,,12687,,14749,Binding affinity against rat 5-hydroxytryptamine 2A receptor in NIH3T3 cells.,B,,,,,NIH3T3
