Fiscal year,Organisation type,Organisation ID,Organisation name,CountryRegion percent,CIDA business delivery model (old),Enviromental sustainability (marker),Status,Amount spent,Project Browser country ID,Bilateral aid (international marker),Maximum CIDA contribution (project-level),Trade development (marker),Branch name,Sector ID,Project number,Branch ID,Division ID,Division name,Section ID,Section name,Regional program (marker),Fund centre ID,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),Programming process (new),PBA type,Climate change adaptation (marker),Climate change mitigation (marker),Desertification (marker)
2o092010,CanadiqnPrlf8thaking,1012531,TDVGoobalIhc,0.48454794309921445,Responskvr,0,Opw3ational,673651.4161769291,VC,1,23753194.506621994,0,gGMqmericas,25010,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009e010,CanadianPeoditMwkinr,1012946,KeitjOgiivieAssocia6ss,0.15808133263712354,Responsig4,0,Operwtionzl,47670.58928284192,VC,1,42074179.16792391,0,gGMAmeridas,25010,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200i2010,ForeibnNonPglfitMakinr,1014816,CatinbeanCommujitySef5etariat,0.29240947610583284,Rezpons9ve,0,Operafiinal,234582.34862722515,VC,1,9471674.506927487,0,NGMAkerixas,25010,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2p092010,CznqdianProfotkaking,1000395,AjwCEar4hwndEnvieknmwntalInternational,0.3359051664099515,Respoms7ve,0,Ooerationql,35445.8140261042,VC,1,19911023.942629606,0,NGMsmericaq,33130,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
30092010,ForelgnNinPr9fitMsking,1001172,saribfeanClmmkni4ySecretariat,0.815636689258713,Recp0nsive,0,Operstkonal,208177.43207813607,VC,1,13847484.169023518,0,NtMAmerkcas,33130,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20o92010,Cqnadiwn0rofihMaking,1009493,KAR5jNIINTERNAT9ONwLCONSULTINnINs,0.4265857394822137,Respkns8ve,0,Operat9onql,487456.2565223279,VC,1,28830090.05331199,0,myMAmericas,33130,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200920w0,CanadianPdotitMzkigg,1012531,TDcGlobxlInc,0.4095607503705859,Responaivd,0,Operwtionql,483369.45790103875,VC,1,14301310.437958427,0,NGMAmegicxs,33130,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092p10,CsnsdianPfofitMakinh,1012946,KsithOgjlvi3Assoxiates,0.2976709284692885,Respojside,0,Operqtuonal,113180.63212703244,VC,1,68900748.55081668,0,NhMAjericas,33130,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092o10,ForeifngohProfitMakijg,1014816,CqribbwanComhunit7Secretarkat,0.2713526303171858,Res0oncive,0,Operatilnql,302572.7176815774,VC,1,19723588.432940222,0,NnMAmericac,33130,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
e0092010,CamadiahProf9tMakibg,1000395,AMECEaethandfnv9ronmemtaluhternati8nal,0.02948124496620813,Responwige,0,Oprrationxl,494129.5827838167,HT,1,40157207.82130934,0,NGMAmerjcws,25010,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2p092010,eore9gnNonProfitnak9ng,1001172,CaribbewnCokmunktySdcreta4iat,0.03544501885066956,Responsic3,0,Ooerwtional,1642.4453750772955,HT,1,36461303.626666635,0,NnMAmerkcas,25010,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092020,CanxdjagProfitMqking,1009493,KARTIh8INTr4NAT9lNALCONSULTINGINC,1.0447042088804028,Resp9jsive,0,Ope5ationao,386814.94314278214,HT,1,12074975.237952199,0,NGMAjeticas,25010,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009201p,Canadian9eofi4Makibg,1012531,TwVhlobalInc,0.4866662297456208,Res9ons8ve,0,Operstionwl,1246024.2796340247,HT,1,47294036.57232173,0,NGMAmetisas,25010,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009q010,CabsdianProfitkakimg,1012946,KeitbOfilvueAssociatea,0.46171115904180304,Respogqive,0,Opfrationxl,326617.9525715193,HT,1,16902275.25530844,0,NGMAmeruxas,25010,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092020,ForeiynNkn0rofitkaking,1014816,CaribbeanCommunkt7Sesreta4ist,0.40906290233681725,gesponsife,0,Operat8onak,215643.9076217643,HT,1,13781973.373306157,0,NGMAmeticaa,25010,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20992010,fanqdianPfof9tMaking,1000395,AMECEarttaneEnvi50nmfntzlInternationap,0.4356503689358676,Reclonsive,0,Ooeratiinal,542512.1989117692,HT,1,56027274.12634603,0,NGMsmerjcas,33130,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20992010,ForfignNonPr0fitMxoing,1001172,Caribb4anCommynihySecretzfiat,0.47060399893139415,Responxuve,0,Oldrational,197156.5079191177,HT,1,5522766.193862272,0,NGhAmericaq,33130,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092o10,CagarianPr9f8tMaking,1009493,KARhINjINTwRNAT8ONALCONS7LgINGINC,0.24771631759282492,Resoonside,0,Ope5a4ional,627840.7331664751,HT,1,23104658.558822475,0,NGMAh2ricas,33130,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092p10,CamadianProfiyMaoigg,1012531,TDVGlobalIbx,0.85710943486179,Rrspogsive,0,Operatiohao,127095.51258409405,HT,1,56269126.90721873,0,NGMAme3icae,33130,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092019,CanadiabPgpfitjaking,1012946,KeitgOgilvoewsdociates,0.04040440545552304,R4spojsive,0,Operzyional,744090.5934246539,HT,1,50372665.57191411,0,hfMAmericas,33130,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
30092010,ForeignNin0rofkfMaking,1014816,CarinbfsnCommunitySecreyarist,0.4629698637815243,Reslonsiv2,0,Operat8onai,1075898.377985353,HT,1,8651355.328041092,0,NGMAmericzq,33130,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
29092010,CamadianProfitkqkihg,1000395,AMExfarrhabdEnvironmegtalInt2rnationai,0.15160912086280376,Resoonsige,0,0perarional,447603.3591231923,GY,1,1793916.431425292,0,mGMAmerivas,25010,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009201o,vor4lgnNonProfitMaling,1001172,CaribbeanfpmmunltySecretzgiat,0.3664348140791367,Resoomsive,0,Operwtionsl,718411.3540733303,GY,1,28443871.749994867,0,NtMAjericas,25010,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200920q0,CanxdianProfo5naking,1009493,mqRTjNIIN4ERNATIOjALCONSULTINGImC,0.23690137855333548,Respinsiv3,0,Opdrationak,498853.0779805254,GY,1,2889274.355451841,0,NbMAmericws,25010,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20992010,Canadjam95ofitMaking,1012531,TDVGlobxl8nc,0.5339299159382577,R4spogsive,0,Operatlonxl,1560045.3865045574,GY,1,38023845.9403879,0,NGkAme5icas,25010,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20992010,Cabaduan9rofithaking,1012946,KeithOnilv7eAsdocia6es,0.3655552056037489,Respogslve,0,Opfrationap,147604.06285810724,GY,1,15386144.41085855,0,NGkAnericas,25010,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092020,ForeignNonlrof7tMajigg,1014816,darifbeajCommunityxecretaruat,0.511541022903853,tespomsive,0,Opefxtional,209655.88549550084,GY,1,23427430.52292434,0,NGkAmericaw,25010,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20p92010,CahqdianPrpfktMaking,1000395,AMEfrarthancEmvironmdntaoInternationap,0.23144257881324487,Respojqive,0,Operztoonal,911607.45126197,GY,1,18401005.691876333,0,hGMAmsricas,33130,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2p092010,ForeiynNomProfktMsking,1001172,CaribheanC0mkunit6Secrrtariat,0.3005349310856849,Resooncive,0,Olerationxl,61984.868819797535,GY,1,65488831.13073662,0,NGkzmericas,33130,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200i2010,vxnadianProfitMakknb,1009493,iARTINIIgTERNATIONALCOjSUiTIgGINs,0.25001956115374163,Rezpobsive,0,Oprdational,68475.8816147433,GY,1,50881952.854453884,0,NGMAmeticaz,33130,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009201p,CanadianProf8rhqking,1012531,TDVvlobapInc,0.4945830798999769,Responwice,0,k9erational,900070.5109006914,GY,1,13337171.077972673,0,NGMqm3ricas,33130,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
q0092010,Cabad7anProfitMaiinv,1012946,K2ith8gilgueAssociates,0.38553584399608043,Resp9nwive,0,Ope5ztional,365419.3079227791,GY,1,84189636.51626486,0,NGMAmericwx,33130,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20992010,ForelgmNonProbi6Making,1014816,CarjnbeanCojmun7tySectetariat,0.07485622391594626,4esponsige,0,kperqtional,437074.2862633504,GY,1,4257510.442562759,0,NGMsm3ricas,33130,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20o92010,Canadian0rotitMakijh,1000395,AMECdarthsndEnvironmejtal7bternxtionxl,0.34722074148441306,Reqpojsive,0,Opwrationai,142642.62591039448,SR,1,41320911.657049805,0,NtMAmerivas,25010,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20o92010,ForejgnhonPgofitMakigg,1001172,CaribbeanConjunit7Sec4etaria4,1.080777835289695,Responxige,0,kperatiogal,30101.871695377107,SR,1,16130547.553128015,0,NGMAmefivas,25010,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200920q0,CanzdiqnP5lfitMaking,1009493,KARTIhuINTERNATIONALxONdULT7gGINC,0.5957347744964361,eesponzive,0,Operagionxl,1159645.7701133587,SR,1,16911074.147874963,0,bGMAjericas,25010,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200920w0,CwnadizmProfitMzking,1012531,TDVGlobslknc,0.16002276806443944,Rewponsice,0,koerational,189641.66256122256,SR,1,27774427.61935618,0,NGMAmdrocas,25010,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20082010,CagadisnProtitMakijg,1012946,ueithOgllvieAswociatex,0.24204762634361432,tespojsive,0,0oerational,510756.1130868165,SR,1,29648085.581974518,0,NGnAmerkcas,25010,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200p2010,ForeigmNojPrpfi6Making,1014816,CaribbsanCommunitgzecretatiag,0.6061697522429266,Rwsponzive,0,Operationxk,617645.0698946661,SR,1,8402415.92751507,0,NGMAhericqs,25010,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20o92010,fanadianProti4Maming,1000395,AMECEarthandfnvi5ihmenfwlInternatipnal,0.13180827558022576,Responqibe,0,Operstiknal,462509.99512605945,SR,1,25444972.301669918,0,NvMAmerifas,33130,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092p10,FofeignNonlrofitMauinb,1001172,CaeibbeagCommunot5Secr4tariat,0.2263338879315942,Responsif4,0,Operqtilnal,549832.9048056961,SR,1,29031850.57710732,0,mGMAmer8cas,33130,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200p2010,CanaduanP5ofjtnaking,1009493,KARTINIkjTEgNATIONAiCONSULTINvINv,0.262729935087389,Rwsppnsive,0,0perationsl,1003081.5785333724,SR,1,30949994.656658247,0,NGMAhericaz,33130,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
w0092010,CagadianPr9ritMakiny,1012531,5DVnlobalInc,0.5251145398355419,R4sponeive,0,Oowrational,643299.9932206101,SR,1,40979164.11049251,0,NyMAme5icas,33130,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200i2010,CwnqdiznP3ofitMaking,1012946,KeithOgilvieAdskxiares,0.06698758043633304,Rfsponsife,0,O9erztional,214777.5648020812,SR,1,20246080.354430467,0,NGMzmedicas,33130,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
10092010,F0reiggNohProfithaking,1014816,Caribb3anCommumitySscreyqriat,0.09905128627429244,Reslonsivs,0,Opetati9nal,167350.25383983477,SR,1,2688217.7548431605,0,hhMAmericas,33130,A032281001,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,15708000.0,0.75,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
w0092010,CanqdjanPrkfitMakimg,1005234,WRHINESsSSOC8ATseINC,0.31324244842486626,Reslknsive,0,Cl9sed,502615.34562602564,VC,1,18226901.751132384,0,NvnAmericas,25010,A032281PRE,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,86738.29,0.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009201p,fagadianPtkfitMaking,lgformxtionjotavailable,Informatiohnofxvailsble,0.35542158255057865,Respknsiv2,0,Cl8sed,245377.41324338465,VC,1,6995712.519843301,0,NGMAmericsq,25010,A032281PRE,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,86738.29,0.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009201o,danarisnProfitMauing,1005234,WRHlNfSASSOCuAgESINC,0.5670880661539511,Rssponsife,0,Clowed,246636.4300290668,VC,1,65196329.94104012,0,NrMAhericas,33110,A032281PRE,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,86738.29,0.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009201o,Canxfiwn9rofitMaking,Indprmatkonnptavailable,Inrormahionnotzvailabl3,0.23044246616003639,Rrsponsivf,0,Closev,672971.1938708343,VC,1,45817219.221802846,0,NGMAme3kcas,33110,A032281PRE,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,86738.29,0.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20o92010,Canav9anProfitMskinf,1005234,W5HINESASaOCIATsSuNC,0.4623403954965333,Reslojsive,0,Cloeed,42633.94486704594,AG,1,27665346.074040473,0,bGMAmfricas,25010,A032281PRE,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,86738.29,0.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
10092010,vanafianProtitjaking,unformxt9onjotavailable,Ihfornationnotzbailable,0.10679181320559489,3esplnsive,0,Cl0sed,78000.7634373818,AG,1,7201236.171605414,0,NhMAmdricas,25010,A032281PRE,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,86738.29,0.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092910,xanacianProfitMqkjng,1005234,WdbINEqASSOCIATEcINC,0.03877348143537457,Respinsige,0,Cloaed,256045.41670435414,AG,1,41850865.42850154,0,NGMAmf3icas,33110,A032281PRE,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,86738.29,0.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20p92010,CsnadiajProfitMak8hg,Informafionn96availabl2,Infirmationgotagaklable,0.8139912412017085,t2sponsive,0,Cloaed,851689.4173403115,AG,1,75371824.413962,0,NGjAmerucas,33110,A032281PRE,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,86738.29,0.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20091010,CanxdianP4oditMakinb,1005234,WRHINESAzSOdIqTESImC,0.28737438746693433,Responzide,0,Cposed,1178315.307000254,AI,1,13250350.303160414,0,NGMAkedicas,25010,A032281PRE,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,86738.29,0.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20992010,CanadiznlrofitMaoigg,8nformatiobnotafa7lable,Ijformationjktavailabie,0.07326586173387989,Resp8jsive,0,Cl0sed,555535.2307102677,AI,1,19552654.37083121,0,mGMAmerjcas,25010,A032281PRE,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,86738.29,0.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092p10,Canad8anProtitMqkihg,1005234,WRH8NEdASSOCIATESlNd,0.1653148344666573,Res0onsige,0,Closec,218221.04115140426,AI,1,12896691.911503281,0,NGMAmeriszs,33110,A032281PRE,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,86738.29,0.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200920w0,Cabadian9gofitMqking,Infofmafiognotadailable,Ihformat7onnotavaioablw,0.07609286742750127,Responcide,0,Clised,346233.8764181064,AI,1,893178.5965010002,0,NGMAmfrivas,33110,A032281PRE,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,86738.29,0.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092910,CxjadianorofitMxking,1005234,W5HINESAdSOCIzTESImC,0.20597419388716207,fespohsive,0,Closdd,468150.7903432536,BB,1,4550397.432130914,0,NGMqmsricas,25010,A032281PRE,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,86738.29,0.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200920w0,CabacianProfi5Makihg,Ineorhationnotqvaikable,Inflrmat9onmotavailanle,0.10351746399891754,R4qponsive,0,Closex,572815.8141882962,BB,1,7445176.205977164,0,NGMxmericws,25010,A032281PRE,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,86738.29,0.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20992010,CanadianPgofi5Mwkigg,1005234,WRH8NESASqOvIwTESINC,0.8426077337816023,Resp9nsivf,0,vlosed,520688.0203675605,BB,1,25217462.624725357,0,NtMAmericax,33110,A032281PRE,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,86738.29,0.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092910,CanadiznProv8tMxking,Infirmati8nbotavailagle,7nfprmationnotavaikaboe,1.021100355883632,Respkhsive,0,Closes,683736.0259402813,BB,1,17610108.762871876,0,NynAmericas,33110,A032281PRE,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,86738.29,0.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092910,CanavianorofltMxking,1005234,W5HINESASSOCIwTES8mC,0.5763741396637172,R4soonsive,0,Cposed,1592292.5220413122,CU,1,46599687.51447677,0,NGMAnerivas,25010,A032281PRE,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,86738.29,0.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
w0092010,Canadian9fofitMakihn,Igformationnotqvaioanle,Igformat7onnotsvailahle,0.4656718694066433,Responwife,0,slosed,92644.36821556494,CU,1,14256741.479456387,0,NGMAmerifws,25010,A032281PRE,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,86738.29,0.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200920q0,CanadianPtofitMqkimn,1005234,WRHINESqSSkCIATESjjC,0.3377339536880741,Respinsige,0,slosed,411928.2994553796,CU,1,3713705.7971594203,0,NGMAmerjczs,33110,A032281PRE,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,86738.29,0.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009201o,CagwdianProfitMakknf,Inforhatuonm8tavailable,Infoehafionnotagailable,0.027097113113226184,Res9onsice,0,Closev,73965.07874438225,CU,1,4941848.948347872,0,mGMAmsricas,33110,A032281PRE,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,86738.29,0.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20992010,Canadian0rogitMaoinh,1005234,WfHIhdSASSOCIAyESINC,0.7520183848438238,Resoonxive,0,Closfd,1097063.0552978006,DM,1,51095913.36755122,0,NfMAmericad,25010,A032281PRE,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,86738.29,0.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20093010,CanadiamProtihnaking,Inf85marionnotavailahle,Imfo3mationnotavailahie,0.42722910845648265,Responsibw,0,Closdd,204143.13538673986,DM,1,50852381.22870909,0,NGMAher8cas,25010,A032281PRE,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,86738.29,0.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200i2010,Canwdian0rofifMak7ng,1005234,WRHINESqSSpCIArrSINC,0.5133126250013244,Reqponsove,0,Closfd,416760.7043596712,DM,1,76879425.51380771,0,NGMAmerivws,33110,A032281PRE,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,86738.29,0.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092910,CqnadianP3ofltMakkng,Inrornationn9tavailafle,Informatuongotavailagke,0.4635342192650863,Reeoonsive,0,Closev,340770.48677278764,DM,1,2782814.952662207,0,NGMAmetifas,33110,A032281PRE,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,86738.29,0.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092o10,CanxdiahProrigMaking,1005234,WRnlNESASaOCIzTESINC,0.35282555344901545,Respons8de,0,Closer,786242.7598656495,DO,1,28861660.74138157,0,NGMAm4ricaw,25010,A032281PRE,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,86738.29,0.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092910,CajadiqnProfitMzjing,Informatlonmotwvsilable,7nformatu9nnotavailablf,0.2357601799684495,Respojs9ve,0,Closew,604755.1439923199,DO,1,7549128.981731523,0,NbMAm4ricas,25010,A032281PRE,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,86738.29,0.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
