assay_strain,src_assay_id,description,cell_id,tid,assay_organism,curated_by,tissue_id,assay_tax_id,assay_id,assay_test_type,assay_cell_type,variant_id,assay_category,assay_tissue,assay_type,src_id,bao_format,doc_id,confidence_score,chembl_id,assay_subcellular_fraction,relationship_type
,,Compound was tested for the displacement of [3H]5-HT binding to cloned human 5-hydroxytryptamine 1F receptor stably expressed in CHO cells,449.0,279,,Autocuration,,,2079,,CHO,,,,B,1,BAO_0000219,15250,8,CHEMBL616722,,H
,,In vitro binding affinity against human 5-hydroxytryptamine 1F receptor at a concentration of 100 (nM),,279,,Autocuration,,,2080,,,,,,B,1,BAO_0000357,3805,8,CHEMBL616723,,H
,,Binding affinity against 5-hydroxytryptamine 1F receptor in CHO cells using [3H]5-HT radioligand,449.0,279,,Autocuration,,,2081,,CHO,,,,B,1,BAO_0000219,16190,8,CHEMBL616724,,H
,,Binding affinity against 5-hydroxytryptamine 1F receptor in CHO using [3H]5-HT radioligand,,279,,Autocuration,,,2082,,,,,,B,1,BAO_0000357,16190,8,CHEMBL616725,,H
,,Binding affinity towards human 5-hydroxytryptamine 1F receptor,,279,,Autocuration,,,2083,,,,,,B,1,BAO_0000357,16209,8,CHEMBL616726,,H
,,Binding affinity towards human 5-hydroxytryptamine 1F receptor was determined,,279,,Autocuration,,,2084,,,,,,B,1,BAO_0000357,16209,8,CHEMBL616727,,H
,,Binding affinity towards human 5-hydroxytryptamine 1F receptor using [3H]-5-HT radioligand,,279,,Autocuration,,,2085,,,,,,B,1,BAO_0000357,16209,8,CHEMBL616728,,H
,,In vitro binding affinity for human 5-hydroxytryptamine 1F receptor,,279,,Autocuration,,,2086,,,,,,B,1,BAO_0000357,6866,8,CHEMBL616729,,H
,,In vitro binding affinity was determined by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1F receptor,,279,,Expert,,,2087,,,,,,B,1,BAO_0000019,17085,8,CHEMBL616730,,H
,,Binding affinity towards human recombinant 5-hydroxytryptamine 1F receptor,,279,,Autocuration,,,2088,,,,,,B,1,BAO_0000357,16312,8,CHEMBL617125,,H
,,Binding affinity towards cloned human 5-hydroxytryptamine 1F receptor was determined,,279,,Autocuration,,,2089,,,,,,B,1,BAO_0000357,6166,8,CHEMBL857977,,H
,,Binding affinity towards 5-hydroxytryptamine 1F receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,449.0,279,,Autocuration,,,2090,,CHO,,,,B,1,BAO_0000219,15779,8,CHEMBL617126,,H
,,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1F receptor in CHO cells using [3H]-5-HT as the radioligand,449.0,279,,Autocuration,,,2091,,CHO,,,,B,1,BAO_0000219,4199,8,CHEMBL617127,,H
,,Compound was tested for binding affinity against human 5-hydroxytryptamine 1F receptor,,279,,Autocuration,,,2092,,,,,,B,1,BAO_0000357,14875,8,CHEMBL617128,,H
,,Compound was tested for its binding affinity against 5-hydroxytryptamine 1F receptor in human cloned receptors in CHO cells using [3H]5-HT,449.0,279,,Autocuration,,,2093,,CHO,,,,B,1,BAO_0000219,15146,8,CHEMBL617129,,H
,,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1F receptor in CHO using [3H]5-HT as a radioligand,,279,,Autocuration,,,2094,,,,,,B,1,BAO_0000357,5213,8,CHEMBL617130,,H
,,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1F receptor in CHO cells using [3H]5-HT.,449.0,279,,Autocuration,,,2095,,CHO,,,,B,1,BAO_0000219,14818,8,CHEMBL617131,,H
,,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1F receptor in CHO cells, using [3H]5-HT as radioligand",449.0,279,,Autocuration,,,2096,,CHO,,,,B,1,BAO_0000219,4829,8,CHEMBL617132,,H
,,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1F receptor in CHO cells, using [3H]5-HT as radioligand",449.0,279,,Autocuration,,,2097,,CHO,,,,B,1,BAO_0000219,4829,8,CHEMBL617133,,H
,,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 1F receptor was determined,,279,,Autocuration,,,2098,,,,,,B,1,BAO_0000357,4373,8,CHEMBL617134,,H
,,Binding affinity for 5-hydroxytryptamine 1F receptor was determined,,279,,Autocuration,,,2099,,,,,,B,1,BAO_0000357,4373,8,CHEMBL617135,,H
,,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 1F receptor,,279,,Autocuration,,,2100,,,,,,B,1,BAO_0000357,5014,8,CHEMBL617136,,H
,,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 (5-hydroxytryptamine-2) receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]-ketanserin as radioligand",,104686,,Autocuration,,,2101,,,,,,B,1,BAO_0000019,11662,4,CHEMBL617137,,H
,,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand",,104686,,Autocuration,,,2102,,,,,,B,1,BAO_0000019,11662,4,CHEMBL617138,,H
,,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 (5-hydroxytryptamine-2) receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand; Not Determined",,104686,,Autocuration,,,2103,,,,,,B,1,BAO_0000019,11662,4,CHEMBL617139,,H
,,Ability to displace [3H]ketanserin from rat cortical homogenate 5-hydroxytryptamine 2A receptor,,12687,,Autocuration,,,2104,,,,,,B,1,BAO_0000019,14093,8,CHEMBL617140,,H
,,"In vivo inhibitory activity of 10 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-HT2 receptor 1 hr after oral administration",,104686,,Autocuration,,,2105,In vivo,,,,,F,1,BAO_0000218,11200,4,CHEMBL617141,,H
,,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,,104686,,Autocuration,,,2106,,,,,,F,1,BAO_0000019,11200,4,CHEMBL858112,,H
,,Binding affinity towards 5-hydroxytryptamine 2 receptor in calf frontal cortex,,17005,,Intermediate,,,2107,,,,,,B,1,BAO_0000019,12352,8,CHEMBL617142,,H
,,"Binding affinity to 5-hydroxytryptamine 2 receptor using calf frontal cortex, [3H]- ketanserin, and spiperone for NSB",,22226,Bos taurus,Autocuration,,9913.0,2108,,,,,,B,1,BAO_0000019,13657,0,CHEMBL617143,,U
,,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of bovine frontal cortex at 10e-7 M,,22226,Bos taurus,Autocuration,,9913.0,2109,,,,,,B,1,BAO_0000019,14331,0,CHEMBL617144,,U
,,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of bovine frontal cortex,,22226,Bos taurus,Autocuration,,9913.0,2110,,,,,,B,1,BAO_0000019,14331,0,CHEMBL617145,,U
,,Binding affinity of compound towards 5-hydroxytryptamine 2 receptor using [3H]ketanserin (0.8 nM) ligand in frontal cortex bovine was determined,,22226,,Autocuration,,,2111,,,,,,B,1,BAO_0000019,14331,0,CHEMBL617146,,U
,,Binding affinity for serotonin 5-hydroxytryptamine 2 receptor using [3H]ketanserin in guinea pig frontal cortex,,104784,Cavia porcellus,Autocuration,,10141.0,2112,,,,,,B,1,BAO_0000019,12685,4,CHEMBL617147,,H
,,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of guinea pig frontal cortex membranes,,104784,Cavia porcellus,Autocuration,,10141.0,2113,,,,,,B,1,BAO_0000019,14389,4,CHEMBL617148,,H
,,Compound was tested for its binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]ketanserin from guinea pig frontal cortex,,104784,Cavia porcellus,Autocuration,,10141.0,2114,,,,,,B,1,BAO_0000019,14386,4,CHEMBL617149,,H
,,Binding affinity towards cloned human 5-hydroxytryptamine 2 receptor was determined,,104784,,Autocuration,,,2115,,,,,,B,1,BAO_0000224,5732,4,CHEMBL617150,,H
,,Binding affinity towards 5-hydroxytryptamine 2 receptor was determined,,104784,,Autocuration,,,2116,,,,,,B,1,BAO_0000224,16293,4,CHEMBL617151,,H
,,In vitro binding affinity of compound against neuronal 5-hydroxytryptamine 2 receptor,,104784,,Autocuration,,,2117,,,,,,B,1,BAO_0000224,2078,4,CHEMBL617201,,H
,,Binding affinity towards 5-HT7 receptor by the displacement of [3H]-5-CT] in human recombinant receptors in mammalian cell,,10209,,Autocuration,,,2118,,,,,,B,1,BAO_0000357,5486,8,CHEMBL617202,,H
,,Effective dose through peroral route for in vivo inhibition against 5-hydroxytryptamine 2 receptor in male CF-1 mice by using radioligand [3H]ketanserin,,104826,,Autocuration,,,2119,In vivo,,,,,B,1,BAO_0000218,11820,4,CHEMBL617203,,H
,,Hill number was determined for inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in mouse cerebral cortex,,104826,,Autocuration,,,2120,,,,,,B,1,BAO_0000019,10297,4,CHEMBL617204,,H
,,Inhibitory activity against serotonin 5-hydroxytryptamine 2 receptor from mice.,,104826,,Autocuration,,,2121,,,,,,B,1,BAO_0000224,13704,4,CHEMBL617205,,H
,,Inhibitory activity towards 5-hydroxytryptamine 2 receptor by the displacement of [3H]ketanserin in mouse cerebral cortex,,104826,Mus musculus,Autocuration,,10090.0,2122,,,,,,B,1,BAO_0000019,10297,5,CHEMBL617206,,D
,,Effective dose through peroral route for in vivo inhibition against 5-hydroxytryptamine 2 receptor in male CF-1 mice by using radioligand [3H]ketanserin,,104826,,Autocuration,,,2123,In vivo,,,,,B,1,BAO_0000218,11820,4,CHEMBL617207,,H
,,Binding affinity towards 5-hydroxytryptamine 2 receptor by the displacement of [3H]-ketanserin in mouse cerebral cortex,,104826,Mus musculus,Autocuration,,10090.0,2124,,,,,,B,1,BAO_0000019,10297,5,CHEMBL617208,,D
,,The compound was tested in vitro for its binding affinity towards 5-hydroxytryptamine 2 receptor,,104826,,Autocuration,,,2125,,,,,,B,1,BAO_0000224,11555,4,CHEMBL617209,,H
,,In vitro binding affinity for serotonin 5-hydroxytryptamine (5-HT) 2 receptors,,104826,,Autocuration,,,2126,,,,,,B,1,BAO_0000224,11555,4,CHEMBL617210,,H
,,The compound was tested in vitro for its binding affinity towards serotonin 5-hydroxytryptamine 2 receptor; nd = no data,,104826,,Autocuration,,,2127,,,,,,B,1,BAO_0000224,11555,4,CHEMBL617211,,H
,,Hill number was determined for inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in mouse cerebral cortex,,104826,Mus musculus,Autocuration,,10090.0,2128,,,,,,B,1,BAO_0000019,10297,5,CHEMBL617212,,D
,,Binding affinity for porcine 5-hydroxytryptamine 2 receptor using [3H]- ketanserin,,104784,Sus scrofa,Autocuration,,9823.0,2129,,,,,,B,1,BAO_0000224,16688,4,CHEMBL617213,,H
,,Binding affinity for porcine 5-hydroxytryptamine 2 receptor using [3H]- ketanserin with 10 uM prazosin,,104784,Sus scrofa,Autocuration,,9823.0,2130,,,,,,B,1,BAO_0000224,16688,4,CHEMBL617214,,H
,,Compound was tested in vitro for its ability to compete with [3H]-ketanserin at 5-hydroxytryptamine 2 receptor in porcine brain homogenate,,22226,,Autocuration,,,2131,,,,,,B,1,BAO_0000221,5333,0,CHEMBL617215,,U
,,In vitro for its ability to displace [3H]- ketanserin from 5-hydroxytryptamine 2 receptor in porcine brain homogenate,,22226,,Autocuration,,,2132,,,,,,B,1,BAO_0000221,4437,0,CHEMBL617216,,U
,,Ability to displace the radioligand [3H]mesulergine from pig choroid plexus 5-hydroxytryptamine 2 receptor,,17005,Sus scrofa,Autocuration,,9823.0,2133,,,,,,B,1,BAO_0000357,5033,8,CHEMBL617217,,H
,,Inhibition of [3H]- Ketanserin binding against rat brain 5-hydroxytryptamine 2 receptor,,104686,,Autocuration,,,2134,,,,,,B,1,BAO_0000019,15267,4,CHEMBL617218,,H
,,Inhibition of [3H]- Ketanserin binding against rat brain 5-hydroxytryptamine 2 receptor,,104686,,Autocuration,,,2135,,,,,,B,1,BAO_0000019,15267,4,CHEMBL872913,,H
,,Binding affinity against 5-hydroxytryptamine 2 receptor from rat cortical synaptosomal membrane using radioligand [3H]ketanserin.,,104826,,Autocuration,,,2136,,,,,,B,1,BAO_0000019,11820,4,CHEMBL617219,,H
,,Evaluated for binding activity against [3H]ketanserin as radioligand for 5-hydroxytryptamine 2 receptor,,104686,,Autocuration,,,2137,,,,,,B,1,BAO_0000224,9069,4,CHEMBL873482,,H
,,Affinity towards 5-hydroxytryptamine 2 receptor by measuring its ability to antagonize serotonin-induced contractions in the rat jugular vein; ND means no data,,104686,Rattus norvegicus,Autocuration,,10116.0,2138,,,,,,B,1,BAO_0000019,9162,5,CHEMBL617220,,D
,,Affinity towards 5-hydroxytryptamine 2 receptor by measuring its ability to antagonize serotonin-induced contractions in the rat jugular vein.,,104686,,Autocuration,,,2139,,,,,,B,1,BAO_0000019,9162,4,CHEMBL617221,,H
,,Affinity towards 5-hydroxytryptamine 2 receptor by measuring its ability to antagonize serotonin-induced contractions in the rat jugular vein; no appreciable 5-HT2 receptor affinity,,104686,,Autocuration,,,2140,,,,,,B,1,BAO_0000019,9162,4,CHEMBL617222,,H
,,Antagonistic activity against (5-hydroxytryptamine 2 receptor) serotonin-induced contractions in the rat jugular vein,,104686,,Autocuration,,,2141,,,,,,F,1,BAO_0000019,10428,4,CHEMBL875906,,H
,,Binding affinity to the 5-hydroxytryptamine 2 receptor assayed by antagonism of serotonin-induced contractions in the rat jugular vein,,104686,,Autocuration,,,2142,,,,,,B,1,BAO_0000019,9628,4,CHEMBL617223,,H
,,Binding affinity against serotonin 5-hydroxytryptamine 2 receptor,,104686,,Autocuration,,,2143,,,,,,B,1,BAO_0000224,12704,4,CHEMBL617224,,H
,,Percent decrease in 5-hydroxytryptamine 2 receptor binding using ketanserin,,104686,Rattus norvegicus,Autocuration,,10116.0,2144,,,,,,B,1,BAO_0000224,15453,5,CHEMBL617225,,D
,,Tested for the effect on binding at 5-hydroxytryptamine 2 receptor; No activity,,104686,,Autocuration,,,2145,,,,,,B,1,BAO_0000224,188,4,CHEMBL617226,,H
,,Effect of 2 week administration of compound on 5-hydroxytryptamine 2 receptor binding by using 0.4 nM dose of [3H]- spiperone as a radioligand.,,104686,,Autocuration,,,2146,,,,,,B,1,BAO_0000224,10349,4,CHEMBL617227,,H
,,Effect of 2 week administration of compound on 5-hydroxytryptamine 2 receptor binding by using 0.6 nM dose of [3H]- spiperone as a radioligand.,,104686,,Autocuration,,,2147,,,,,,B,1,BAO_0000224,10349,4,CHEMBL617228,,H
,,Compound was tested for its effect on 5-hydroxytryptamine 2 receptor saturation analysis,,104686,,Autocuration,,,2148,,,,,,B,1,BAO_0000224,8868,4,CHEMBL617229,,H
,,Concentration necessary to achieve half maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor at 1 uM,,104686,,Autocuration,,,2149,,,,,,B,1,BAO_0000224,10025,4,CHEMBL617230,,H
,,"Concentration necessary to achieve half maximal inhibition of [3H]ketanserin, binds to 5-hydroxytryptamine 2 receptor at 1 uM",,104686,,Autocuration,,,2150,,,,,,B,1,BAO_0000224,10025,4,CHEMBL617231,,H
,,Compound was tested for the inhibition of quipazine binding at 5-HT2 receptor,,104686,,Autocuration,,,2151,,,,,,B,1,BAO_0000224,11702,4,CHEMBL617232,,H
,,Compound was tested for the inhibition of quipazine binding at 5-hydroxytryptamine 2 receptor,,104686,,Autocuration,,,2152,,,,,,B,1,BAO_0000224,11702,4,CHEMBL617233,,H
,,Compound was tested for the inhibition of quipazine binding at 5-hydroxytryptamine 2 receptor; NT=Not tested,,104686,,Autocuration,,,2153,,,,,,B,1,BAO_0000224,11702,4,CHEMBL617234,,H
,,Compound was tested for the inhibition of quipazine induced head twitches in rats,,104686,,Autocuration,,,2154,,,,,,F,1,BAO_0000019,11702,4,CHEMBL617235,,H
,,Compound was tested for the inhibition of quipazine induced head twitches in rats; NT=Not tested,,104686,,Autocuration,,,2155,,,,,,F,1,BAO_0000019,11702,4,CHEMBL617236,,H
,,Ability to bind at 5-hydroxytryptamine 2 receptor of rat hippocampus by displacing [3H]spiperone,,104686,,Autocuration,10000000.0,,2156,,,,,Hippocampus,B,1,BAO_0000221,10085,4,CHEMBL617237,,H
,,Ability to bind at serotonin 5-hydroxytryptamine 2 receptors of rat hippocampus by displacing [3H]spiperone,,104686,,Autocuration,10000000.0,,2157,,,,,Hippocampus,B,1,BAO_0000221,10085,4,CHEMBL617238,,H
,,Displacement of [3H]spiroperidol from 5-hydroxytryptamine 2 receptor in rat brain,,104686,Rattus norvegicus,Autocuration,955.0,10116.0,2158,,,,,Brain,B,1,BAO_0000221,9630,5,CHEMBL617239,,D
,,Ability to inhibit binding of [3H]KET to 5-hydroxytryptamine 2 receptor in rat cortex,,104686,,Autocuration,,,2159,,,,,,B,1,BAO_0000019,11070,4,CHEMBL617240,,H
,,Ability to inhibit binding of titreated spiperone to 5-hydroxytryptamine 2 receptor in rat brain frontal cortex membranes,,104686,,Autocuration,,,2160,,,,,,B,1,BAO_0000249,9841,4,CHEMBL617241,Membranes,H
,,Ability to inhibit binding of titreated spiperone to the 5-hydroxytryptamine 2 receptor in rat brain frontal cortex membranes,,104686,,Autocuration,,,2161,,,,,,B,1,BAO_0000249,9841,4,CHEMBL875907,Membranes,H
,,Affinity for 5-hydroxytryptamine 2 receptor binding sites by its ability to displace [3H]spiperone from rat frontal cortex.,,104686,,Autocuration,,,2162,,,,,,B,1,BAO_0000019,13291,4,CHEMBL617242,,H
,,Antagonistic activity against 5-hydroxytryptamine 2 receptor on rat frontal cortex membrane.,,104686,,Autocuration,,,2163,,,,,,F,1,BAO_0000019,10590,4,CHEMBL617152,,H
,,Binding affinity against serotonin-2 receptor in rat brain using [3H]spiroperidol,,104686,Rattus norvegicus,Autocuration,955.0,10116.0,2164,,,,,Brain,B,1,BAO_0000221,9064,5,CHEMBL617153,,D
,,Binding affinity at 5-hydroxytryptamine 2 receptor by the inhibition of binding to [3H]ketanserin in rat cortical membranes,,104686,Rattus norvegicus,Autocuration,,10116.0,2165,,,,,,B,1,BAO_0000249,12268,5,CHEMBL617154,Membranes,D
,,Binding affinity against 5-hydroxytryptamine 2 receptor in rat brain using [3H]ketanserin as radioligand,,104686,,Autocuration,955.0,,2166,,,,,Brain,B,1,BAO_0000221,13508,4,CHEMBL617155,,H
,,5-hydroxytryptamine 2 receptor antagonistic activity on the rat tail artery determined by Schild plot.,,104686,,Autocuration,,,2167,,,,,,F,1,BAO_0000019,11279,4,CHEMBL617156,,H
,,In vitro antagonistic activity against the contraction induced by 5-HT through 5-HT2 receptor in rat thoracic aortic strips,,104686,,Autocuration,,,2168,,,,,,F,1,BAO_0000019,11200,4,CHEMBL617157,,H
,,In vitro antagonistic activity tested against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,,104686,,Autocuration,,,2169,,,,,,F,1,BAO_0000019,11200,4,CHEMBL617158,,H
,,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips; NC=non competitive antagonism,,104686,,Autocuration,,,2170,,,,,,F,1,BAO_0000019,11200,4,CHEMBL617159,,H
,,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips; NC=non competitive antagonism,,104686,,Autocuration,,,2171,,,,,,F,1,BAO_0000019,11200,4,CHEMBL617160,,H
,,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,,104686,,Autocuration,,,2172,,,,,,F,1,BAO_0000019,11200,4,CHEMBL858113,,H
,,Tested for 5-hydroxytryptamine 2 receptor binding ability by displacement of [3H]spiperone from rat brain frontal cortex synaptosomes,,104686,,Autocuration,955.0,,2173,,,,,Brain,B,1,BAO_0000220,9231,4,CHEMBL617247,,H
,,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat frontal cortex using [3H]ketanserin as radioligand,,104686,,Autocuration,,,2174,,,,,,B,1,BAO_0000019,9737,4,CHEMBL617248,,H
,,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat brain membrane using [3H]8-OH-DPAT as a selective ligand.,,104686,,Autocuration,955.0,,2175,,,,,Brain,B,1,BAO_0000249,9737,4,CHEMBL617249,,H
,,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat frontal cortex,,104686,,Autocuration,,,2176,,,,,,B,1,BAO_0000019,9737,4,CHEMBL617250,,H
,,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat frontal cortex using [3H]ketanserin as radioligand,,104686,,Autocuration,,,2177,,,,,,B,1,BAO_0000019,9737,4,CHEMBL617251,,H
,,isplacement of [3H]DOB from rat cortex homogenate 5-hydroxytryptamine 2 receptor,,104686,Rattus norvegicus,Autocuration,,10116.0,2178,,,,,,B,1,BAO_0000019,11828,5,CHEMBL617252,,D
,,Binding affinity of 5-hydroxytryptamine 2 receptor using [3H]- ketanserin in rat frontal cortex,,104686,,Autocuration,,,2179,,,,,,B,1,BAO_0000019,12253,4,CHEMBL617006,,H
