assay_id,assay_organism,tid,chembl_id,variant_id,src_id,bao_format,assay_type,assay_tax_id,relationship_type,curated_by,doc_id,description,assay_test_type,assay_category,assay_strain,assay_tissue
2360,,104686,CHEMBL617434,,1,BAO_0000224,B,,H,Autocuration,1185,Compound was evaluated for its ability to displace [3H]ketanserin from serotonergic 5-hydroxytryptamine 2 receptor,,,,
2361,Rattus norvegicus,104686,CHEMBL617435,,1,BAO_0000224,B,10116.0,D,Autocuration,11624,Binding affinity against 5-Hydroxy tryptamine 2 (5-hydroxytryptamine 2)receptor,,,,
2362,,104686,CHEMBL617436,,1,BAO_0000019,B,,H,Autocuration,1344,Compound was evaluated for its binding affinity to 5-hydroxytryptamine 2 receptor in rat cortex using [3H]ketanserin radioligand assay,,,,
2363,Rattus norvegicus,104686,CHEMBL617437,,1,BAO_0000019,B,10116.0,D,Autocuration,15453,Binding affinity against 5-hydroxytryptamine 2 receptor in rat striatum using [3H]-RP62203,,,,Striatum
2364,,104686,CHEMBL617438,,1,BAO_0000019,B,,H,Autocuration,11662,"Binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand",,,,
2365,,104686,CHEMBL617439,,1,BAO_0000019,B,,H,Autocuration,11662,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand; Not Determined",,,,
2366,,104686,CHEMBL617440,,1,BAO_0000224,B,,H,Autocuration,10796,Compound was tested in vitro for binding affinity for 5-hydroxytryptamine 2 receptor,,,,
2367,,104686,CHEMBL617441,,1,BAO_0000224,B,,H,Autocuration,9069,Evaluated for binding activity against [3H]ketanserin as radioligand for 5-hydroxytryptamine 2 receptor,,,,
2368,Rattus norvegicus,104686,CHEMBL872918,,1,BAO_0000019,B,10116.0,D,Autocuration,8814,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor of rat cortical membrane homogenates,,,,
2369,Rattus norvegicus,104686,CHEMBL617442,,1,BAO_0000019,B,10116.0,D,Autocuration,8908,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor of rat cortex,,,,
2370,,104686,CHEMBL617443,,1,BAO_0000019,B,,H,Autocuration,9098,Evaluated for the binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand; ND means no data.,,,,
2371,,104686,CHEMBL617444,,1,BAO_0000019,B,,H,Autocuration,9098,Binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 (5-HT2) receptor using [3H]KET as a radioligand,,,,
2372,,104686,CHEMBL617445,,1,BAO_0000019,B,,H,Autocuration,9098,Evaluated for the binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand; ND means no data.,,,,
2373,,104686,CHEMBL617446,,1,BAO_0000019,B,,H,Autocuration,9098,Evaluated for the binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand.,,,,
2374,,104686,CHEMBL617447,,1,BAO_0000249,B,,H,Autocuration,9098,Binding affinity to 5-hydroxytryptamine 2 receptor in rat frontal cortical membranes by [3H]- KET displacement.,,,,
2375,,104686,CHEMBL617448,,1,BAO_0000019,B,,H,Autocuration,9098,Evaluated for the binding affinity to rat frontal cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand.;ND is not determined,,,,
2376,,104686,CHEMBL617449,,1,BAO_0000019,B,,H,Autocuration,9098,Evaluated for the binding affinity to rat frontal cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand;ND means no data,,,,
2377,,104686,CHEMBL617450,,1,BAO_0000019,B,,H,Autocuration,9161,In vitro binding affinity at 5-hydroxytryptamine 2 receptor in rat cortical tissue by [3H]spiperone displacement; No data.,,,,
2378,,104686,CHEMBL617451,,1,BAO_0000019,B,,H,Autocuration,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 165 to 263,,,,
2379,,104686,CHEMBL617452,,1,BAO_0000019,B,,H,Autocuration,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 2.4 to 5.3,,,,
2380,,104686,CHEMBL617453,,1,BAO_0000019,B,,H,Autocuration,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]-Spiperone as the radioligand in rat cortical tissue.,,,,
2381,,104686,CHEMBL617660,,1,BAO_0000019,B,,H,Autocuration,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue.; value may range from 140 to 980,,,,
2382,,104686,CHEMBL617661,,1,BAO_0000019,B,,H,Autocuration,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue.; value may range from 76 to 299,,,,
2383,,104686,CHEMBL617662,,1,BAO_0000019,B,,H,Autocuration,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]-Spiperone as the radioligand in rat cortical tissue; value may range from 12 to 66,,,,
2384,,104686,CHEMBL872919,,1,BAO_0000019,B,,H,Autocuration,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 136 to 220,,,,
2385,,104686,CHEMBL617663,,1,BAO_0000019,B,,H,Autocuration,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 197 to 341,,,,
2386,,104686,CHEMBL617664,,1,BAO_0000019,B,,H,Autocuration,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 23 to 187,,,,
2387,,104686,CHEMBL617665,,1,BAO_0000019,B,,H,Autocuration,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 29 to 132,,,,
2388,,104686,CHEMBL617666,,1,BAO_0000019,B,,H,Autocuration,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 6 to 75,,,,
2389,,104686,CHEMBL617667,,1,BAO_0000019,B,,H,Autocuration,12094,In vitro binding affinity on 5-hydroxytryptamine 2 receptor is inhibition of binding of [125I]- I-LSD to P11 cells,,,,
2390,,104686,CHEMBL617668,,1,BAO_0000249,B,,H,Autocuration,12018,In vitro binding affinity towards 5-hydroxytryptamine 2 receptor in rat striatal membranes by [3H]ketanserin displacement.,,,,
2391,,104686,CHEMBL617669,,1,BAO_0000249,B,,H,Autocuration,10394,Inhibitory activity against 5-hydroxytryptamine 2 receptor in rat cortical membranes using [3H]ketanserin as a radioligand,,,,
2392,,104686,CHEMBL617670,,1,BAO_0000224,B,,H,Autocuration,15260,Inhibitory activity against rat cortical 5-hydroxytryptamine 2 receptor,,,,
2393,Rattus norvegicus,104686,CHEMBL617671,,1,BAO_0000224,B,10116.0,D,Autocuration,11624,Inhibitory constant against 5-hydroxytryptamine 2 receptor,,,,
2394,,104686,CHEMBL617672,,1,BAO_0000224,B,,H,Autocuration,13654,Percentage specific displacement of radioligand [3H]-ketanserin from 5-hydroxytryptamine 2 receptor,,,,
2395,,104686,CHEMBL617673,,1,BAO_0000019,B,,H,Autocuration,9541,Potency to displace [3H]- Spiperone from 5-hydroxytryptamine 2 receptor in rat striatum,,,,
2396,,104686,CHEMBL617674,,1,BAO_0000224,B,,H,Autocuration,11933,Tested for binding affinity against 5-hydroxytryptamine 2 receptor from rat frontal cortical regions using [3H]ketanserin as radioligand,,,,
2397,,104686,CHEMBL617675,,1,BAO_0000019,B,,H,Autocuration,15538,Tested for binding affinity by measuring displacement of [3H]ketanserin from rat serotonin 5-hydroxytryptamine 2 receptor in rat cortex,,,,
2398,,104686,CHEMBL617676,,1,BAO_0000019,B,,H,Autocuration,15538,Tested for binding affinity by measuring displacement of [3H]ketanserin from rat serotonin 5-hydroxytryptamine 2 receptor in rat cortex; NA means Not Active,,,,
2399,,104686,CHEMBL617677,,1,BAO_0000019,B,,H,Autocuration,15538,Tested for binding affinity by measuring displacement of [3H]ketanserin from rat serotonin 5-hydroxytryptamine 2 receptor in rat cortex; not determined,,,,
2400,,104686,CHEMBL617678,,1,BAO_0000019,B,,D,Autocuration,8841,Displacement of [3H]ketanserin from rat prefrontal cortex 5-hydroxytryptamine 2 receptor,,,,
2401,,104686,CHEMBL617679,,1,BAO_0000224,B,,H,Autocuration,1455,Binding affinity to 5-hydroxytryptamine 2 receptor using [3H]ketanserin radioligand assay.,,,,
2402,,104686,CHEMBL617680,,1,BAO_0000224,B,,H,Autocuration,1455,Tested for its binding affinity to Tested for its binding affinity to 5-hydroxytryptamine 2 receptor using [3H]-ketanserin radioligand assay using [3H]-ketanserin radioligand assay,,,,
2403,,104686,CHEMBL617681,,1,BAO_0000019,B,,H,Autocuration,11752,The ability to inhibit [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in rat whole brain,,,,
2404,,104686,CHEMBL617682,,1,BAO_0000221,B,,H,Autocuration,11642,The binding affinity was measured on 5-hydroxytryptamine 2 receptor in rat brain tissue,,,,Brain
2405,,104686,CHEMBL617683,,1,BAO_0000224,B,,H,Autocuration,12092,The binding affinity was measured on 5-hydroxytryptamine 2 receptor using [3H]- spiperone as radioligand.,,,,
2406,,104686,CHEMBL617684,,1,BAO_0000224,B,,H,Autocuration,3967,Binding affinity at 5-hydroxytryptamine 2 receptor from striata wistar rats by [3H]ketanserin displacement.,,,,
2407,Rattus norvegicus,104686,CHEMBL617685,,1,BAO_0000224,B,10116.0,D,Autocuration,12771,Binding affinity towards 5-hydroxytryptamine 2 receptor,,,,
2408,,104686,CHEMBL617686,,1,BAO_0000019,B,,H,Autocuration,11642,The compound was tested for its binding affinity towards 5-hydroxytryptamine 2 receptor by displacing [3H]ketanserin radioligand in rat cerebral cortex,,,,
2409,,104686,CHEMBL617687,,1,BAO_0000224,B,,H,Autocuration,11628,The compound was tested in vitro for binding affinity towards 5-hydroxytryptamine 2 receptor by displacing [125]I-LSD radioligand,,,,
2410,,104686,CHEMBL617688,,1,BAO_0000224,B,,H,Autocuration,13654,Percentage specific displacement of radioligand [3H]ketanserin from 5-hydroxytryptamine 2 receptor,,,,
2411,,104686,CHEMBL617689,,1,BAO_0000019,F,,H,Autocuration,11200,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,,,,
2412,,104686,CHEMBL617690,,1,BAO_0000019,F,,H,Autocuration,11200,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,,,,
2413,,104686,CHEMBL617691,,1,BAO_0000218,F,,H,Autocuration,11200,"In vivo inhibitory activity of 10 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-hydroxytryptamine 2 receptor 1 hr after oral administration",In vivo,,,
2414,,104686,CHEMBL617692,,1,BAO_0000218,F,,H,Autocuration,11200,"In vivo inhibitory activity of 10 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-hydroxytryptamine 2 receptor 3h after oral administration",In vivo,,,
2415,,104686,CHEMBL617693,,1,BAO_0000218,F,,H,Autocuration,11200,"In vivo inhibitory activity of 3 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-hydroxytryptamine 2 receptor 1 hr after oral administration",In vivo,,,
2416,,104686,CHEMBL617694,,1,BAO_0000218,F,,H,Autocuration,11200,"In vivo inhibitory activity of 3 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-hydroxytryptamine 2 receptor 3h after oral administration",In vivo,,,
2417,,12687,CHEMBL857985,,1,BAO_0000221,B,,H,Expert,15436,Affinity for 5-hydroxytryptamine 2A receptor in rat brain cortex by ability to displace [3H]ketanserin,,,,Brain
2418,Rattus norvegicus,12687,CHEMBL617695,,1,BAO_0000019,B,10116.0,D,Expert,15436,Affinity at 5-hydroxytryptamine 2A receptor of the rat brain cortex was assessed on the basis of their ability to displace [3H]ketanserin,,,,
2419,,12687,CHEMBL617696,,1,BAO_0000019,B,,H,Autocuration,14025,Affinity pKi for 5-hydroxytryptamine 2A receptor was measured in rat cortex homogenates,,,,
2420,,12687,CHEMBL617697,,1,BAO_0000357,B,,H,Autocuration,4342,Binding affinity of compound towards serotonin 5-hydroxytryptamine 2A receptor was determined,,,,
2421,Rattus norvegicus,12687,CHEMBL617257,,1,BAO_0000019,B,10116.0,D,Expert,13735,Displacement of [3H]ketanserin from 5-HT2A receptor of rat frontal cortex,,,,
2422,Rattus norvegicus,12687,CHEMBL617258,,1,BAO_0000357,B,10116.0,D,Expert,5816,Binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]ketanserin,,,,
2423,,12687,CHEMBL617259,,1,BAO_0000019,B,,H,Expert,14287,Binding affinity was evaluated in vitro by displacement of [3H]ketanserin from 5-hydroxytryptamine 2A receptor on rat cortical membrane,,,,
2424,,12687,CHEMBL617260,,1,BAO_0000357,B,,H,Autocuration,15738,In vitro affinity against serotonin ( 5-hydroxytryptamine 2A receptor ) receptor,,,,
2425,Rattus norvegicus,12687,CHEMBL617261,,1,BAO_0000357,B,10116.0,D,Expert,15738,In vitro affinity against serotonin 5-hydroxytryptamine 2A receptor,,,,
2426,,12687,CHEMBL617262,,1,BAO_0000019,B,,H,Autocuration,15026,Compound was tested in vitro for its binding affinity towards 5-hydroxytryptamine 2A receptor from rat frontal cortex using [3H]-ketanserin as radioligand,,,,
2427,,12687,CHEMBL617263,,1,BAO_0000019,B,,H,Expert,16647,Half-maximal inhibition of [3H]- Ketanserin binding to 5-hydroxytryptamine 2A receptor in rat cerebral cortex homogenate,,,,
2428,,12687,CHEMBL617264,,1,BAO_0000019,B,,H,Autocuration,16647,Half-maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor in rat tissue homogenate,,,,
2429,Rattus norvegicus,12687,CHEMBL617265,,1,BAO_0000019,B,10116.0,D,Expert,13345,Displacement of [3H]-ketanserin from rat brain 5-hydroxytryptamine 2A receptor,,,,
2430,,12687,CHEMBL617266,,1,BAO_0000249,B,,H,Autocuration,1543,Inhibition constant for in vitro inhibition of [3H]ketanserin binding to rat frontal cortex membranes 5-hydroxytryptamine 2A receptor,,,,
2431,,12687,CHEMBL617267,,1,BAO_0000019,B,,H,Autocuration,12444,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor rat frontal cortex membrane,,,,
2432,,12687,CHEMBL617268,,1,BAO_0000019,B,,H,Expert,16404,Inhibitory constant on 5-hydroxytryptamine 2A receptor of Rat frontal cortex,,,,
2433,,12687,CHEMBL617269,,1,BAO_0000219,B,,H,Autocuration,16404,Inhibitory constant on human 5-hydroxytryptamine 2A receptor transfected in to CHO cells,,,,
2434,,12687,CHEMBL617323,,1,BAO_0000357,B,,H,Expert,15577,Kinetic inhibition constant evaluated by measuring serotonergic activity,,,,
2435,,12687,CHEMBL617324,,1,BAO_0000357,B,,H,Autocuration,15577,Serotonergic activity of the compound.,,,,
2436,,12687,CHEMBL617325,,1,BAO_0000249,B,,H,Autocuration,2495,Tested in vitro for its ability to inhibit [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor in rat frontal cortex membranes,,,,
2437,Rattus norvegicus,12687,CHEMBL617326,,1,BAO_0000019,B,10116.0,D,Expert,15042,The binding affinity was evaluated on 5-hydroxytryptamine 2A receptor expressed in rat cortex by using [3H]ketanserin as radioligand.,,,,
2438,,12687,CHEMBL617327,,1,BAO_0000249,B,,H,Expert,15026,In vitro ability to displace [3H]ketanserin binding from 5-hydroxytryptamine 2A receptor in rat striatal membrane.,,,,
2439,Rattus norvegicus,12687,CHEMBL617328,,1,BAO_0000019,F,10116.0,D,Expert,12919,Agonistic activity against 5-hydroxytryptamine 2A receptor in rat cortex using [3H]ketanserin,,,,
2440,Rattus norvegicus,12687,CHEMBL617329,,1,BAO_0000019,F,10116.0,D,Expert,12919,Agonistic activity against 5-hydroxytryptamine 2A receptor in rat cortex using [3H]ketanserin,,,,
2441,Rattus norvegicus,12687,CHEMBL617330,,1,BAO_0000019,F,10116.0,D,Expert,12919,Agonistic activity against 5-hydroxytryptamine 2A receptor in rat cortex using [3H]ketanserin,,,,
2442,,12687,CHEMBL617331,,1,BAO_0000357,B,,H,Autocuration,15194,The compound was tested for the binding affinity against 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand,,,,
2443,,12687,CHEMBL617332,,1,BAO_0000357,B,,H,Autocuration,15194,The compound was tested for the binding affinity against 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand.,,,,
2444,,107,CHEMBL617333,,1,BAO_0000357,B,,H,Expert,4820,Binding affinity towards 5-hydroxytryptamine 2A receptor,,,,
2445,,107,CHEMBL617334,,1,BAO_0000357,B,,H,Autocuration,6736,Binding affinity against serotonin 5-hydroxytryptamine 2A receptor was determined using human [125I]-eotaxin,,,,
2446,,107,CHEMBL617335,,1,BAO_0000357,B,,H,Autocuration,5163,Binding affinity towards 5-hydroxytryptamine 2A receptor was determined at a concentration of 0.000001 mol/L,,,,
2447,,107,CHEMBL617336,,1,BAO_0000357,B,,H,Autocuration,5163,Binding affinity towards 5-hydroxytryptamine 2A receptor was determined at a concentration of 0.00001 mol/L,,,,
2448,,107,CHEMBL617337,,1,BAO_0000357,B,,H,Autocuration,6011,Inhibition of binding towards 5-hydroxytryptamine 2A receptor at 100 nM concentration,,,,
2449,Homo sapiens,107,CHEMBL617338,,1,BAO_0000357,B,9606.0,D,Expert,14294,Percent inhibition against 5-hydroxytryptamine 2A receptor using [3H]ketanserin at 1 uM,,,,
2450,,107,CHEMBL617339,,1,BAO_0000357,B,,H,Autocuration,5014,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 2A receptor,,,,
2451,,107,CHEMBL617340,,1,BAO_0000357,B,,H,Expert,17066,Binding affinity towards 5-hydroxytryptamine 2A receptor,,,,
2452,,107,CHEMBL617341,,1,BAO_0000357,B,,H,Autocuration,17515,Binding affinity of compound towards serotonin 5-hydroxytryptamine 2A receptor; inactive at 10 uM,,,,
2453,,107,CHEMBL617342,,1,BAO_0000357,B,,H,Expert,6736,Inhibition of [125I]-eotaxin binding to serotonin 5-hydroxytryptamine 2A receptor,,,,
2454,,107,CHEMBL617343,,1,BAO_0000357,B,,H,Expert,5163,Affinity for 5-hydroxytryptamine 2A receptor,,,,
2455,,107,CHEMBL617344,,1,BAO_0000219,B,,H,Expert,16911,Binding affinity was performed using [3H]ketanserin as the radioligand and stably transfected NIH3T3 cells expressing the 5-hydroxytryptamine 2A receptor (GF-62 cells).,,,,
2456,,107,CHEMBL617345,,1,BAO_0000357,B,,H,Expert,6841,Binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]ketanserin,,,,
2457,,107,CHEMBL617346,,1,BAO_0000357,B,,H,Expert,6119,Binding affinity towards 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand.,,,,
2458,,107,CHEMBL617347,,1,BAO_0000357,B,,H,Autocuration,3962,Compound was evaluated for its binding against 5-hydroxytryptamine 2A receptor,,,,
2459,,107,CHEMBL617348,,1,BAO_0000357,B,,H,Autocuration,4373,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 2A receptor was determined,,,,
2460,,107,CHEMBL617349,,1,BAO_0000357,B,,H,Autocuration,4373,Binding affinity relative to indolopiperidine (compound 1)for 5-hydroxytryptamine 2A receptor was determined,,,,
