assay_id,assay_organism,tid,tissue_id,assay_category,src_id,assay_test_type,src_assay_id,curated_by,doc_id,description,assay_subcellular_fraction,relationship_type,assay_cell_type,assay_type,assay_strain,assay_tax_id,assay_tissue,confidence_score
666,,51,,,1,,,Expert,5640,"Inhibition of 5-HT induced [35S]GTP-gamma-S, binding at human cloned 5-HT 1A receptors.",,H,,F,,,,8
667,,51,,,1,,,Autocuration,5640,"5-hydroxytryptamine 1A receptor antagonism was evaluated by the ability to inhibit [35S]GTP-gamma-S, binding that was induced by 5-HT; Emin (%): not determined",,H,,F,,,,8
668,,51,,,1,,,Autocuration,14509,Antagonist activity was measured against CHO cells expressing the human 5-hydroxytryptamine 1A receptor in a forskolin stimulated adenylate cyclase (FSC) assay,,H,CHO,F,,,,8
669,,51,,,1,,,Expert,14509,Antagonist activity against CHO cells expressing the human 5-hydroxytryptamine 1A receptor in a forskolin stimulated adenylate cyclase (FSC) assay.,,H,CHO,F,,,,8
670,,51,,,1,,,Autocuration,15331,Affinity of compound towards 5-hydroxytryptamine 1A receptor was evaluated using radioligand binding technique,,H,,B,,,,8
671,,51,,,1,,,Autocuration,15331,Affinity of compound towards 5-hydroxytryptamine 1A receptor was evaluated using radioligand binding technique,,H,,B,,,,8
672,,51,,,1,,,Autocuration,6563,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",,H,,F,,,,8
673,,51,,,1,,,Autocuration,6563,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay; NA indicates not available",,H,,F,,,,8
674,,51,,,1,,,Autocuration,6563,Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by forskolin stimulated cAMP assay,,H,,F,,,,8
675,Homo sapiens,51,,,1,,,Expert,6563,Forskolin stimulated cAMP assessment of agonist activity for 5-hydroxytryptamine 1A receptor,,D,,F,,9606.0,,9
676,,51,,,1,,,Autocuration,6563,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",,H,,F,,,,8
677,Homo sapiens,51,,,1,,,Expert,5272,Antagonism of 5-hydroxytryptamine 1A receptor determined in vitro,,D,,F,,9606.0,,9
678,Homo sapiens,51,,,1,,,Expert,5272,"Antagonism of 5-hydroxytryptamine 1A receptor was determined in vitro using a [35S]GTP-gamma-S,",,D,,F,,9606.0,,9
679,Homo sapiens,51,,,1,,,Expert,5272,"Antagonism at the 5-hydroxytryptamine 1A receptor determined in vitro using a [35S]GTP-gamma-S, No data",,D,,F,,9606.0,,9
680,Homo sapiens,51,,,1,,,Expert,5272,Antagonism at the 5-hydroxytryptamine 1A receptor was determined in vitro; No data,,D,,F,,9606.0,,9
681,Homo sapiens,51,,,1,,,Expert,5272,Antagonism at the 5-hydroxytryptamine 1A receptor in vitro,,D,,F,,9606.0,,9
682,Homo sapiens,51,,,1,,,Expert,5272,"Antagonism at the 5-hydroxytryptamine 1A receptor was determined in vitro using a [35S]GTP-gamma-S,",,D,,F,,9606.0,,9
683,Homo sapiens,51,,,1,,,Expert,5272,"Antagonism at the 5-hydroxytryptamine 1A receptor determined in vitro using a [35S]GTP-gamma-S, No data",,D,,F,,9606.0,,9
684,Homo sapiens,51,,,1,,,Expert,5272,Antagonism at the 5-hydroxytryptamine 1A receptor determined in vitro; No data,,D,,F,,9606.0,,9
685,Homo sapiens,51,,,1,,,Expert,16146,Inhibition of human 5-hydroxytryptamine 1A receptor,,D,,B,,9606.0,,9
686,,51,,,1,,,Autocuration,17624,Binding affinity against 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,,H,CHO,B,,,,8
687,,105,,,1,,,Expert,13706,Displacement of [3H]-5-HT from human 5-hydroxytryptamine 1D receptor alpha expressed in HEK 293 cells,,D,HEK293,B,,,,9
688,,51,,,1,,,Autocuration,15250,Compound was tested for the displacement of [3H]5-HT binding to cloned 5-hydroxytryptamine 1A receptor stably expressed in CHO cells,,H,CHO,B,,,,8
689,,51,,,1,,,Autocuration,17624,Effective concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing 5-hydroxytryptamine 1A receptor,,H,CHO,F,,,,8
690,,51,,,1,,,Expert,6861,In vitro binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in human CYP3A4 assay,,H,,B,,,,8
691,Homo sapiens,51,,,1,,,Expert,17200,In vitro inhibitory concentration required against [3H]8-OH-DPAT binding to cloned human 5-hydroxytryptamine 1A receptor,,D,,B,,9606.0,,9
692,,51,,,1,,,Autocuration,17624,Inhibition concentration against 5-HT 1A receptor using cAMP as radioligand in CHO cells,,H,CHO,B,,,,8
693,,51,,,1,,,Autocuration,17624,Inhibition concentration against 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,,H,CHO,B,,,,8
694,Rattus norvegicus,22226,,,1,In vivo,,Autocuration,12058,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by po administration,,U,,F,,10116.0,,0
695,Rattus norvegicus,22226,,,1,In vivo,,Autocuration,12058,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by po administration; Inactive,,U,,F,,10116.0,,0
696,Rattus norvegicus,22226,,,1,In vivo,,Autocuration,12058,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by sc administration,,U,,F,,10116.0,,0
697,Rattus norvegicus,22226,,,1,In vivo,,Autocuration,12058,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by sc administration; Inactive,,U,,F,,10116.0,,0
698,Rattus norvegicus,22226,,,1,In vivo,,Autocuration,12058,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by sc administration; Partial response at the highest dose tested,,U,,F,,10116.0,,0
699,Rattus norvegicus,22226,,,1,In vivo,,Autocuration,12058,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by sc administration; Inactive,,U,,F,,10116.0,,0
700,Rattus norvegicus,22226,,,1,In vivo,,Autocuration,12058,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain limbic area by po administration,,U,,F,,10116.0,,0
701,Rattus norvegicus,22226,,,1,In vivo,,Autocuration,12058,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain limbic area by po administration; Inactive,,U,,F,,10116.0,,0
702,Rattus norvegicus,22226,,,1,In vivo,,Autocuration,12058,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain limbic area by sc administration,,U,,F,,10116.0,,0
703,Rattus norvegicus,22226,,,1,In vivo,,Autocuration,12058,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain limbic area by sc administration; Inactive,,U,,F,,10116.0,,0
704,Rattus norvegicus,22226,,,1,In vivo,,Autocuration,12058,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain limbic area by sc administration; partial response at the highest dose tested,,U,,F,,10116.0,,0
705,Rattus norvegicus,22226,,,1,In vivo,,Autocuration,12058,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by po administration,,U,,F,,10116.0,,0
706,Rattus norvegicus,22226,,,1,In vivo,,Autocuration,12058,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by po administration; Inactive,,U,,F,,10116.0,,0
707,Rattus norvegicus,22226,,,1,In vivo,,Autocuration,12058,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by po administration; Partial response at the highest dose tested,,U,,F,,10116.0,,0
708,Rattus norvegicus,22226,,,1,In vivo,,Autocuration,12058,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by sc administration,,U,,F,,10116.0,,0
709,Rattus norvegicus,22226,,,1,In vivo,,Autocuration,12058,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by sc administration; Inactive,,U,,F,,10116.0,,0
710,Rattus norvegicus,22226,,,1,In vivo,,Autocuration,12058,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by sc administration; Partial response at the highest dose tested,,U,,F,,10116.0,,0
711,Rattus norvegicus,22226,,,1,In vivo,,Autocuration,12058,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by sc administration; partial response at the highest dose tested,,U,,F,,10116.0,,0
712,Rattus norvegicus,22226,,,1,In vivo,,Autocuration,12058,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by po administration,,U,,F,,10116.0,,0
713,,105093,,,1,,,Autocuration,11440,Affinity in displacing [125I](R)-DOI from rat cortical homogenate 5-HT2 receptor.,,H,,B,,,,4
714,,11923,1898.0,,1,,,Autocuration,6238,Binding affinity towards 5-HT 7 receptor in rat hypothalamus membranes using [3H]5-CT as radioligand,,H,,B,,,Hypothalamus,8
715,,10577,,,1,,,Autocuration,10046,Inhibitory activity against 5-HT1B receptor of rat striatal membrane homogenate using [3H]5-HT as the radioligand; nd is No Data,,H,,B,,,,8
716,,10577,,,1,,,Autocuration,10046,Inhibitory activity against 5-hydroxytryptamine 1B receptor of rat striatal membrane homogenate using [3H]5-HT as the radioligand; nd is No Data.,,H,,B,,,,8
717,,10577,,,1,,,Expert,10046,Inhibitory activity against 5-hydroxytryptamine 1B receptor of rat striatal membrane homogenate using [3H]5-HT as the radioligand.,,H,,B,,,,8
718,,55,,,1,,,Autocuration,167,"Inhibitory activity against human whole blood, LTB4 5-lipoxygenase was evaluated",,H,,B,,,,8
719,,55,,,1,,,Autocuration,167,"Inhibitory activity against intact human PMNL, LTB4 5-lipoxygenase was evaluated",,H,,B,,,,8
720,,12166,,,1,,,Autocuration,11520,Compound was evaluated for the inhibition of 5-LO (lipoxygenase),,H,,F,,,,8
721,,12166,,,1,,,Autocuration,11520,Compound was evaluated for the inhibition of 5-LO (5-lipoxygenase).,,H,,F,,,,8
722,,12166,,,1,,,Autocuration,11520,Compound was evaluated for the inhibition of 5-LO (5-lipoxygenase).,,H,,F,,,,8
723,,12166,,,1,,,Autocuration,11520,Compound was evaluated for the inhibition of 5-LO (5-lipoxygenase).,,H,,F,,,,8
724,Cavia porcellus,55,,,1,,,Autocuration,135,Inhibition of [14C]arachidonic acid conversion to 5-HETE by broken cell 5-LO isolated from guinea pig PMN,,H,,F,,10141.0,,8
725,Cavia porcellus,55,,,1,,,Autocuration,135,Inhibition of [14C]arachidonic acid conversion to 5-HETE by broken cell 5-LO isolated from guinea pig PMN; not active at the highest concentration (3 ug/mL) tested; No activity,,H,,F,,10141.0,,8
726,Cavia porcellus,55,,,1,,,Autocuration,11311,The compound was tested for inhibitory activity against 5-Lipoxygenase in guinea pig polymorphonuclear leukocytes,,H,,B,,10141.0,,8
727,Cavia porcellus,55,,,1,,,Autocuration,10193,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase using guinea pig supernatant at 10 uM,,H,,B,,10141.0,,8
728,Homo sapiens,55,,,1,,,Expert,12281,Inhibitory concentration against 5-lipoxygenase from human whole blood,,D,,B,,9606.0,,9
729,,55,,,1,,,Autocuration,11311,The compound was tested for inhibitory activity against 5-Lipoxygenase in human polymorphonuclear leukocytes[PMNS],,H,,B,,,,8
730,,17087,,,1,,,Autocuration,12576,In vivo inhibition of 5-lipoxygenase (LTC4) in the mouse zymosan peritonitis assay at an oral dose of 30 mg/Kg,,H,,F,,,,8
731,,17087,,,1,,,Autocuration,12281,Inhibitory concentration against 5-lipoxygenase from mouse macrophage,,H,,B,,,,8
732,,17087,,,1,,,Autocuration,12576,In vivo inhibition of 5-lipoxygenase (LTC4) in the mouse zymosan peritonitis assay at an oral dose of 30 mg/Kg,,H,,F,,,,8
733,Sus scrofa,55,,,1,,,Expert,11089,Inhibition of arachidonate 5-lipoxygenase purified from porcine leukocytes.,,H,,B,,9823.0,,8
734,,12166,,,1,,,Expert,11006,In vitro inhibition of rat 5-Lipoxygenase,,H,,B,,,,8
735,Rattus norvegicus,12166,,,1,,,Expert,11481,Inhibitory activity against 5-Lipoxygenase,,D,,B,,10116.0,,9
736,,12166,,,1,,,Expert,10864,Inhibitory activity against 5-lipoxygenase in rat basophilic leukemia cells,,H,RBL-1,B,,,,8
737,,12166,,,1,,,Autocuration,3595,Inhibitory activity against 5-lipoxygenase (5-LO) in intact rat barophilic leukemia cells (RBL-1),,H,RBL-1,B,,,,8
738,,12166,,,1,,,Autocuration,11311,The compound was tested for inhibitory activity against 5-Lipoxygenase in rat RBL-1,,H,RBL-1,B,,,,8
739,,12166,,,1,,,Autocuration,11311,The compound was tested for inhibitory activity against 5-Lipoxygenase in rat blood,,H,,B,,,,8
740,,12166,,,1,,,Autocuration,11311,The compound was tested for inhibitory activity against 5-Lipoxygenase receptor in rat polymorphonuclear leukocytes[PMNS],,H,,B,,,,8
741,,12166,,,1,,,Autocuration,11006,Compound was evaluated for the inhibition of 5-Lipoxygenase (5-LO) in vitro at 1 uM,,H,,B,,,,8
742,,12166,,,1,,,Autocuration,3595,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1)at 10 uM,,H,RBL-1,B,,,,8
743,,12166,,,1,,,Autocuration,11311,The compound was tested for inhibition of isolated 5-Lipoxygenase,,H,,B,,,,8
744,Rattus norvegicus,22226,,,1,,,Autocuration,11481,Ratio of IC50 against 5-LO and COX,,U,,B,,10116.0,,0
745,,12166,,,1,,,Autocuration,11006,Compound was evaluated for the inhibition of 5-Lipoxygenase (5-LO) in vitro at 1 uM,,H,,B,,,,8
746,,12166,,,1,,,Autocuration,11006,Compound was evaluated for the inhibition of 5-Lipoxygenase (5-LO) in vitro at 1 uM; range is 20-35%,,H,,B,,,,8
747,,12166,,,1,,,Autocuration,11311,The compound was tested for inhibition against 5-Lipoxygenase in rat polymorphonuclear leukocytes at 10 uM concentration,,H,,B,,,,8
748,,12166,,,1,,,Autocuration,11006,Compound was evaluated for the inhibition of 5-Lipoxygenase (5-LO) ex vivo,,H,,F,,,,8
749,,120,2367.0,,1,,,Autocuration,4288,Compound was tested for the inhibition of type 2 5-alpha-reductase of human prostates,,H,,B,,,Prostate gland,8
750,Columba livia,22226,,,1,,,Autocuration,7587,Percent inhibition was measured against 5-amino-4-imidazolecarboxamide ribotide transformylase(pigeon liver) enzyme at 10E-4 M inhibitory concentration,,U,,B,,8932.0,,0
751,Columba livia,22226,,,1,,,Autocuration,7587,Percent inhibition was measured against 5-amino-4-imidazolecarboxamide ribotide transformylase(pigeon liver) enzyme at 10E-5 M inhibitory concentration,,U,,B,,8932.0,,0
752,Columba livia,22226,,,1,,,Autocuration,7587,Percent inhibition was measured against 5-amino-4-imidazolecarboxamide ribotide transformylase(pigeon liver) enzyme.,,U,,B,,8932.0,,0
753,,10732,,,1,,,Autocuration,11249,Compound was evaluated for the inhibition of 5-aminoimidazole-4-carboxamide ribonucleotide transformylase obtained from human at 100 uM,,H,,B,,,,8
754,Rattus norvegicus,12198,,,1,,,Expert,8003,Effect on synaptosomal uptake inhibition of 5-hydroxytryptamine (5-HT); NT = Not Tested,,D,,F,,10116.0,,9
755,Rattus norvegicus,12198,,,1,,,Expert,8003,Effect on synaptosomal uptake inhibition of 5-hydroxytryptamine (5-HT),,D,,F,,10116.0,,9
756,Rattus norvegicus,12198,,,1,,,Expert,8003,Effect on synaptosomal uptake inhibition of 5-hydroxytryptamine (5-HT),,D,,F,,10116.0,,9
757,,10576,10000000.0,,1,,,Expert,12416,In vitro affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in hippocampus,,H,,B,,,Hippocampus,8
758,,51,,,1,,,Autocuration,16293,Binding affinity towards human 5-hydroxytryptamine 1 receptor,,H,,B,,,,8
759,Oryctolagus cuniculus,22226,,,1,,,Autocuration,13047,Intrinsic activity against 5-hydroxytryptamine 1 receptor using rabbit saphenous vein assay.,,U,,B,,9986.0,,0
760,Oryctolagus cuniculus,22226,,,1,,,Autocuration,13047,Binding affinity against 5-hydroxytryptamine 1 receptor using rabbit saphenous vein assay.,,U,,B,,9986.0,,0
761,Oryctolagus cuniculus,22226,,,1,,,Autocuration,13047,Binding affinity against 5-hydroxytryptamine 1D receptor using rabbit saphenous vein assay.,,U,,B,,9986.0,,0
762,Oryctolagus cuniculus,22226,,,1,,,Autocuration,13047,Binding affinity against 5-hydroxytryptamine 4 receptor using rabbit saphenous vein assay.,,U,,B,,9986.0,,0
763,,104744,10000000.0,,1,,,Autocuration,10085,Ability to bind at 5-hydroxytryptamine 1 receptor of rat hippocampus by displacing [3H]5-HT,,H,,B,,,Hippocampus,4
764,,104744,10000000.0,,1,,,Autocuration,10085,Ability to bind at 5-hydroxytryptamine 1 receptor of rat hippocampus by displacing [3H]5-HT,,H,,B,,,Hippocampus,4
765,,104744,10000000.0,,1,,,Autocuration,10085,Ability to bind at serotonin 5-hydroxytryptamine 1 receptor of rat hippocampus by displacing [3H]5-HT,,H,,B,,,Hippocampus,4
766,,104744,,,1,,,Autocuration,9841,Ability to inhibit binding of titreated serotonin to the 5-hydroxytryptamine 1 receptor in rat brain frontal cortex membranes,Membranes,H,,B,,,,4
767,Rattus norvegicus,104744,,,1,,,Autocuration,8822,Binding affinity towards 5-hydroxytryptamine 1 receptor in brain cortical membranes of rat,,D,,B,,10116.0,,5
768,Rattus norvegicus,104744,,,1,,,Autocuration,9806,Binding affinity towards 5-hydroxytryptamine 1 receptor in rat frontal cortex homogenates using [3H]5-HT as a radioligand,,D,,B,,10116.0,,5
769,Rattus norvegicus,104744,,,1,,,Autocuration,9806,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as a radioligand from rat frontal cortex homogenates,,D,,B,,10116.0,,5
770,,104744,,,1,,,Autocuration,8868,Binding affinity towards 5-hydroxytryptamine 1 receptor was measured using radioligand ([3H]5-HT) binding assay,,H,,B,,,,4
771,,104744,10000000.0,,1,,,Autocuration,9036,Binding affinity towards hippocampus 5-hydroxytryptamine 1 receptor was measured using radioligand [3H]5-HT,,H,,B,,,Hippocampus,4
772,,104744,10000000.0,,1,,,Autocuration,11374,Compound was evaluated for the inhibition of [3H]5-HT (concentration of 12 nM) specific binding to rat hippocampus,,H,,B,,,Hippocampus,4
773,,104744,,,1,,,Autocuration,10881,Inhibitory activity against 5-hydroxytryptamine 1 receptor by 3H ligand binding experiments.,,H,,B,,,,4
774,,104744,,,1,,,Autocuration,8822,Tested for its binding affinity towards 5-hydroxytryptamine 1 receptor in rat,,H,,B,,,,4
775,Rattus norvegicus,104744,,,1,,,Autocuration,9806,Tested for its binding affinity towards 5-hydroxytryptamine 1 receptor in rat cortical membrane homogenates using radioligand ([3H]5-HT) binding assay.,,D,,B,,10116.0,,5
776,,104744,,,1,,,Autocuration,15463,Compound at 1 uM was tested for the inhibition of radioligand [3H]5-HT binding to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,,H,,B,,,,4
