ss_d,cnfdnc_scr,ss_rgnsm,dscrptn,ss_tp,ss_tx_d,ss_tss,ss_sbclllr_frctn,ss_ctgr,chmbl_d,dc_d,rltnshp_tp,b_frmt,src_d,tss_d,ss_tst_tp,crtd_b,src_ss_d,cll_d,vrnt_d
8285,1,Macaca fascicularis,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as the micronised free base in corn oil, iv and the total drug exposure was determined. (0-8 hr)",A,9541.0,,,,CHEMBL623531,14839,N,BAO_0000218,1,,,Intermediate,,,
8286,1,Macaca fascicularis,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as the micronised free base in corn oil, perorally and the total drug exposure was determined (0-8 hr)",A,9541.0,,,,CHEMBL623532,14839,N,BAO_0000218,1,,,Intermediate,,,
8287,1,Macaca fascicularis,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 5 mg/kg, as HCl salt in saline solution, intravenously and the total drug exposure was determined (0-8 hr)",A,9541.0,,,,CHEMBL623533,14839,N,BAO_0000218,1,,,Intermediate,,,
8288,1,Macaca fascicularis,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 5 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-8 hr)",A,9541.0,,,,CHEMBL623534,14839,N,BAO_0000218,1,,,Intermediate,,,
8289,1,Mus musculus,In vivo antitumor efficacy in nude mice 0-24 hr after intravenous dose of 25 mg/kg expressed as Area under the curve,A,10090.0,,,,CHEMBL623535,14839,N,BAO_0000218,1,,,Intermediate,,,
8290,1,Mus musculus,In vivo antitumor efficacy in nude mice 0-24 hr after iperoral dose of 25 mg/kg expressed as Area under the curve,A,10090.0,,,,CHEMBL623536,14839,N,BAO_0000218,1,,,Intermediate,,,
8291,1,Mus musculus,In vivo antitumor efficacy in nude mice 0-24 hr after iv dose of 25 mg/kg expressed as Area under the curve,A,10090.0,,,,CHEMBL623537,14839,N,BAO_0000218,1,,,Intermediate,,,
8292,1,Mus musculus,In vivo antitumor efficacy in nude mice 0-24 hr after peroral dose of 25 mg/kg expressed as Area under the curve,A,10090.0,,,,CHEMBL623538,14839,N,BAO_0000218,1,,,Intermediate,,,
8293,1,Mus musculus,In vivo antitumor efficacy in nude mice after peroral dose of 10 mg/kg expressed as Area under the curve,A,10090.0,,,,CHEMBL623539,14839,N,BAO_0000218,1,,,Intermediate,,,
8294,1,Mus musculus,In vivo antitumor efficacy in nude mice after peroral dose of 25 mg/kg expressed as Area under the curve,A,10090.0,,,,CHEMBL623540,14839,N,BAO_0000218,1,,,Intermediate,,,
8295,1,Mus musculus,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined.",A,10090.0,,,,CHEMBL623541,14839,N,BAO_0000218,1,,,Intermediate,,,
8296,1,Mus musculus,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined. (0-24hr)",A,10090.0,,,,CHEMBL623542,14839,N,BAO_0000218,1,,,Intermediate,,,
8297,1,Mus musculus,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined. (0-4 hr)",A,10090.0,,,,CHEMBL623543,14839,N,BAO_0000218,1,,,Intermediate,,,
8298,1,Mus musculus,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined",A,10090.0,,,,CHEMBL623544,14839,N,BAO_0000218,1,,,Intermediate,,,
8299,1,Mus musculus,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-24hr)",A,10090.0,,,,CHEMBL623545,14839,N,BAO_0000218,1,,,Intermediate,,,
8300,1,Mus musculus,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-4 hr)",A,10090.0,,,,CHEMBL623546,14839,N,BAO_0000218,1,,,Intermediate,,,
8301,1,Rattus norvegicus,Evaluated for plasma clearance after iv administration of 5 mg/kg to male Sprague-Dawley rats,A,10116.0,Plasma,,,CHEMBL623547,5408,N,BAO_0000218,1,1969.0,In vivo,Intermediate,,,
8302,1,Rattus norvegicus,High i.v. clearance in Dawley rats,A,10116.0,,,,CHEMBL623548,6827,N,BAO_0000218,1,,In vivo,Intermediate,,,
8303,1,Rattus norvegicus,In vitro clearance in rat liver microsomes,A,10116.0,Liver,Microsomes,,CHEMBL623549,17538,N,BAO_0000218,1,2107.0,In vitro,Intermediate,,,
8304,1,Rattus norvegicus,Intrinsic clearance in rat liver microsomes was determined,A,10116.0,Liver,Microsomes,,CHEMBL623550,6331,N,BAO_0000218,1,2107.0,In vitro,Intermediate,,,
8305,1,Rattus norvegicus,Intrinsic clearance in rat hepatocytes was determined,A,10116.0,Liver,,,CHEMBL875276,5948,N,BAO_0000218,1,2107.0,In vitro,Intermediate,,401.0,
8306,1,Rattus norvegicus,Plasma Clearance was determined,A,10116.0,,,,CHEMBL621872,4026,N,BAO_0000218,1,,In vivo,Intermediate,,,
8307,1,Rattus norvegicus,Plasma clearance after intravenous administration of 0.4 mg/kg of dose in rats was determined,A,10116.0,,,,CHEMBL621873,6647,N,BAO_0000218,1,,In vivo,Intermediate,,,
8308,1,Rattus norvegicus,Plasma clearance in rat.,A,10116.0,,,,CHEMBL621874,1696,N,BAO_0000218,1,,In vivo,Intermediate,,,
8309,1,Rattus norvegicus,Plasma clearance in rats,A,10116.0,,,,CHEMBL621875,6597,N,BAO_0000218,1,,In vivo,Intermediate,,,
8310,1,Rattus norvegicus,Plasma clearance was estimated from the AUC after 5 mg/kg intravenous dosing in rats,A,10116.0,,,,CHEMBL621876,347,N,BAO_0000218,1,,In vivo,Intermediate,,,
8311,1,Rattus norvegicus,Plasma clearance was evaluated after 10 uM/kg of intra arterial administration,A,10116.0,,,,CHEMBL621877,16423,N,BAO_0000218,1,,In vivo,Intermediate,,,
8312,1,Rattus norvegicus,Plasma clearance was measured in rat,A,10116.0,,,,CHEMBL621878,2879,N,BAO_0000218,1,,In vivo,Intermediate,,,
8313,1,Rattus norvegicus,Clearance after iv administration to Sprague-Dawley rat at dosage of 0.2 mg/kg,A,10116.0,,,,CHEMBL621879,4883,N,BAO_0000218,1,,In vivo,Intermediate,,,
8314,1,Rattus norvegicus,"Tested for the plasma clearance in Dawley rat at a dose of 1 mg/kg intravenous, 2 mg/kg orally",A,10116.0,Plasma,,,CHEMBL621880,5328,N,BAO_0000218,1,1969.0,In vivo,Intermediate,,,
8315,1,Rattus norvegicus,The clearance rate in mature male rat at a intravenous dose of 3 mg/kg,A,10116.0,,,,CHEMBL621881,5160,N,BAO_0000218,1,,In vivo,Intermediate,,,
8316,1,Rattus norvegicus,Total body clearance was evaluated for the compound after i.v. administration at a dose of 5 mg/kg was measured in rats,A,10116.0,,,,CHEMBL621882,17582,N,BAO_0000218,1,,In vivo,Intermediate,,,
8317,1,Rattus norvegicus,Total clearance at 1 mg/kg was determined in rat,A,10116.0,,,,CHEMBL875283,17651,N,BAO_0000218,1,,In vivo,Intermediate,,,
8318,1,Rattus norvegicus,Total clearance at 10 mg/kg was determined in rat,A,10116.0,,,,CHEMBL621883,17651,N,BAO_0000218,1,,In vivo,Intermediate,,,
8319,1,Rattus norvegicus,Clearance in rat,A,10116.0,,,,CHEMBL621884,6596,N,BAO_0000218,1,,In vivo,Intermediate,,,
8320,1,Rattus norvegicus,Plasma clearance rate determined in rats,A,10116.0,,,,CHEMBL621885,4796,N,BAO_0000218,1,,In vivo,Intermediate,,,
8321,1,Rattus norvegicus,Clearance of compound in rat was evaluated,A,10116.0,,,,CHEMBL621886,6850,N,BAO_0000218,1,,In vivo,Intermediate,,,
8322,1,Rattus norvegicus,Plasma concentration in rats after 7 hr at 30mg/kg oral dose,A,10116.0,Plasma,,,CHEMBL621887,5932,N,BAO_0000218,1,1969.0,In vivo,Intermediate,,,
8323,1,Rattus norvegicus,Pharmacokinetic property (blood clearance) in rat,A,10116.0,,,,CHEMBL621888,3371,N,BAO_0000218,1,,In vivo,Intermediate,,,
8324,1,Rattus norvegicus,Plasma clearance in rat,A,10116.0,,,,CHEMBL621889,2083,N,BAO_0000218,1,,In vivo,Intermediate,,,
8325,1,Rattus norvegicus,Plasma clearance in rats,A,10116.0,,,,CHEMBL621890,4942,N,BAO_0000218,1,,In vivo,Intermediate,,,
8326,1,Rattus norvegicus,Intrinsic clearance of compound against NADPH-fortified rat liver microsomes,A,10116.0,Liver,Microsomes,,CHEMBL621891,6838,N,BAO_0000218,1,2107.0,In vitro,Intermediate,,,
8327,1,Rattus norvegicus,Clearance in Dawley rat,A,10116.0,,,,CHEMBL621892,5353,N,BAO_0000218,1,,In vivo,Intermediate,,,
8328,1,Rattus norvegicus,Clearance rat,A,10116.0,,,,CHEMBL621893,6641,N,BAO_0000218,1,,In vivo,Intermediate,,,
8329,1,Rattus norvegicus,Clearance rat (dosed at 0.5 mpk IV and 2.0 mpk po.),A,10116.0,,,,CHEMBL621894,6641,N,BAO_0000218,1,,In vivo,Intermediate,,,
8330,1,Rattus norvegicus,Clearance rat; Not determined,A,10116.0,,,,CHEMBL621895,6641,N,BAO_0000218,1,,In vivo,Intermediate,,,
8331,1,Rattus norvegicus,Clearance rate was determined in rat at a dose of 1 mpk i.v.,A,10116.0,,,,CHEMBL875284,6444,N,BAO_0000218,1,,In vivo,Intermediate,,,
8332,1,Rattus norvegicus,Clearance rate was determined in rat at a dose of 1 mpk i.v.; ND means not determined,A,10116.0,,,,CHEMBL618699,6444,N,BAO_0000218,1,,In vivo,Intermediate,,,
8333,1,Rattus norvegicus,Clearance rate was determined in rat at a dose of 1 mpk i.v.; ND=not determined,A,10116.0,,,,CHEMBL618700,6444,N,BAO_0000218,1,,In vivo,Intermediate,,,
8334,1,Rattus norvegicus,Clearance was determined by iv administration (1.5 mg/kg) in fasted male Sprague-Dawley rats,A,10116.0,,,,CHEMBL618701,6211,N,BAO_0000218,1,,In vivo,Intermediate,,,
8335,1,Rattus norvegicus,"Clearance in plasma calculated from Time-Course plasma concentrations in rats at a dose of 2.5 mg/kg, iv",A,10116.0,Plasma,,,CHEMBL876600,12873,N,BAO_0000218,1,1969.0,In vivo,Intermediate,,,
8336,1,Rattus norvegicus,Clearance of compound in rat after 1 mg/kg i.v. administration,A,10116.0,,,,CHEMBL618702,6570,N,BAO_0000218,1,,In vivo,Intermediate,,,
8337,1,Rattus norvegicus,Compound was evaluated for Hepatic clearance in rat,A,10116.0,,,,CHEMBL618703,3341,N,BAO_0000218,1,,In vivo,Intermediate,,,
8338,1,Rattus norvegicus,In vivo clearance after 5 mg/kg dose,A,10116.0,,,,CHEMBL618704,4891,N,BAO_0000218,1,,In vivo,Intermediate,,,
8339,1,Rattus norvegicus,Compound was tested for plasma clearance in rats,A,10116.0,Plasma,,,CHEMBL618705,1094,N,BAO_0000218,1,1969.0,In vivo,Intermediate,,,
8340,1,Rattus norvegicus,Hepatic clearance after intravenous administration was evaluated in rat,A,10116.0,,,,CHEMBL618706,2938,N,BAO_0000218,1,,In vivo,Intermediate,,,
8341,1,Rattus norvegicus,Lower clearance in rat (i.v.) at 0.5 mpk,A,10116.0,,,,CHEMBL618707,17853,N,BAO_0000218,1,,In vivo,Intermediate,,,
8342,1,Rattus norvegicus,Pharmacokinetic parameter expressed as plasma clearance in rat,A,10116.0,Plasma,,,CHEMBL618708,6049,N,BAO_0000218,1,1969.0,In vivo,Intermediate,,,
8343,1,Rattus norvegicus,Pharmacokinetic property (Clp) in rat,A,10116.0,,,,CHEMBL618709,5789,N,BAO_0000218,1,,In vivo,Intermediate,,,
8344,1,Rattus norvegicus,Plasma clearance in Sprague-Dawley rats,A,10116.0,,,,CHEMBL618710,4514,N,BAO_0000218,1,,In vivo,Intermediate,,,
8345,1,Rattus norvegicus,Plasma clearance (Clp) in rat,A,10116.0,,,,CHEMBL618711,6448,N,BAO_0000218,1,,In vivo,Intermediate,,,
8346,1,Rattus norvegicus,Plasma clearance for the compound was measured in rat after an iv dose of 1 mg/kg,A,10116.0,,,,CHEMBL618712,6062,N,BAO_0000218,1,,In vivo,Intermediate,,,
8347,1,Rattus norvegicus,Plasma clearance in fasted male Sprague dawely rats on administration of 0.5 mg/Kg i.v. of the compound,A,10116.0,,,,CHEMBL618713,5710,N,BAO_0000218,1,,In vivo,Intermediate,,,
8348,1,Rattus norvegicus,Plasma clearance after intravenous administration of 1 mg/kg in rat,A,10116.0,,,,CHEMBL618714,4709,N,BAO_0000218,1,,In vivo,Intermediate,,,
8349,1,Rattus norvegicus,Plasma clearance in rat after 5 mg/kg by oral and 1 mg/kg by intravenous administration,A,10116.0,,,,CHEMBL618715,4521,N,BAO_0000218,1,,In vivo,Intermediate,,,
8350,1,Rattus norvegicus,Plasma clearance in rat was determined,A,10116.0,,,,CHEMBL618716,1742,N,BAO_0000218,1,,In vivo,Intermediate,,,
8351,1,Rattus norvegicus,Plasma clearance measured in rat,A,10116.0,,,,CHEMBL876601,6057,N,BAO_0000218,1,,In vivo,Intermediate,,,
8352,1,Rattus norvegicus,Plasma clearance was calculated in rat,A,10116.0,,,,CHEMBL618717,6057,N,BAO_0000218,1,,In vivo,Intermediate,,,
8353,1,Rattus norvegicus,Plasma clearance in rat,A,10116.0,,,,CHEMBL618718,5145,N,BAO_0000218,1,,In vivo,Intermediate,,,
8354,1,Rattus norvegicus,Plasma clearance in rat,A,10116.0,,,,CHEMBL618719,5833,N,BAO_0000218,1,,In vivo,Intermediate,,,
8355,1,Rattus norvegicus,Plasma clearance in rat,A,10116.0,,,,CHEMBL618720,6453,N,BAO_0000218,1,,In vivo,Intermediate,,,
8356,1,Rattus norvegicus,Plasma clearance in rat,A,10116.0,,,,CHEMBL618721,6640,N,BAO_0000218,1,,In vivo,Intermediate,,,
8357,1,Rattus norvegicus,Plasma clearance in rats,A,10116.0,,,,CHEMBL621477,6305,N,BAO_0000218,1,,In vivo,Intermediate,,,
8358,1,Rattus norvegicus,Plasma clearance in rat,A,10116.0,,,,CHEMBL621478,6642,N,BAO_0000218,1,,In vivo,Intermediate,,,
8359,1,Rattus norvegicus,Plasma clearance was evaluated in rat,A,10116.0,,,,CHEMBL621479,5472,N,BAO_0000218,1,,In vivo,Intermediate,,,
8360,1,Rattus norvegicus,Plasma clearance was evaluated in rat; Not tested,A,10116.0,,,,CHEMBL621480,5472,N,BAO_0000218,1,,In vivo,Intermediate,,,
8361,1,Rattus norvegicus,Plasma clearance rate was determined for the compound in rat,A,10116.0,,,,CHEMBL621481,5144,N,BAO_0000218,1,,In vivo,Intermediate,,,
8362,1,Rattus norvegicus,"Plasma clearance rate was determined in rats at 10mg/kg, p.o. dose; n/a: not applicable",A,10116.0,,,,CHEMBL621482,6685,N,BAO_0000218,1,,In vivo,Intermediate,,,
8363,1,Rattus norvegicus,"Plasma clearance rate was determined in rats at 20 mg/kg, i.p. dose; n/a: not applicable",A,10116.0,,,,CHEMBL621483,6685,N,BAO_0000218,1,,In vivo,Intermediate,,,
8364,1,Rattus norvegicus,"Plasma clearance rate was determined in rats at 2 mg/kg, i.v. dose",A,10116.0,,,,CHEMBL621484,6685,N,BAO_0000218,1,,In vivo,Intermediate,,,
8365,1,Rattus norvegicus,Biodistribution of [123I]-label in rat heart was reported at 24 hr post injection. Value shown is %ID/g of tissue,A,10116.0,Heart,,,CHEMBL621485,13950,N,BAO_0000218,1,948.0,In vivo,Intermediate,,,
8366,1,Rattus norvegicus,Biodistribution of [123I]-label in rat heart was reported at 4 hr post injection. Value shown is %ID/g of tissue,A,10116.0,Heart,,,CHEMBL621486,13950,N,BAO_0000218,1,948.0,In vivo,Intermediate,,,
8367,1,Rattus norvegicus,Biodistribution of [123I]-label in rat intestine was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,A,10116.0,Intestine,,,CHEMBL621487,13950,N,BAO_0000218,1,160.0,In vivo,Intermediate,,,
8368,1,Rattus norvegicus,Biodistribution of [123I]-label in rat intestine was reported at 1 hr post injection. Value shown is %ID/g of tissue,A,10116.0,Intestine,,,CHEMBL621488,13950,N,BAO_0000218,1,160.0,In vivo,Intermediate,,,
8369,1,Rattus norvegicus,Biodistribution of [123I]-label in rat intestine was reported at 2 hr post injection. Value shown is %ID/g of tissue,A,10116.0,Intestine,,,CHEMBL621489,13950,N,BAO_0000218,1,160.0,In vivo,Intermediate,,,
8370,1,Rattus norvegicus,Biodistribution of [123I]-label in rat intestine was reported at 24 hr post injection. Value shown is %ID/g of tissue,A,10116.0,Intestine,,,CHEMBL621490,13950,N,BAO_0000218,1,160.0,In vivo,Intermediate,,,
8371,1,Rattus norvegicus,Biodistribution of [123I]-label in rat intestine was reported at 4 hr post injection. Value shown is %ID/g of tissue,A,10116.0,Intestine,,,CHEMBL621491,13950,N,BAO_0000218,1,160.0,In vivo,Intermediate,,,
8372,1,Rattus norvegicus,Biodistribution of [123I]-label in rat kidneys was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,A,10116.0,Kidney,,,CHEMBL621492,13950,N,BAO_0000218,1,2113.0,In vivo,Intermediate,,,
8373,1,Rattus norvegicus,Biodistribution of [123I]-label in rat kidneys was reported at 1 h post injection. Value shown is %ID/g of tissue,A,10116.0,Kidney,,,CHEMBL621493,13950,N,BAO_0000218,1,2113.0,In vivo,Intermediate,,,
8374,1,Rattus norvegicus,Biodistribution of [123I]-label in rat kidneys was reported at 2 hr post injection. Value shown is %ID/g of tissue,A,10116.0,Kidney,,,CHEMBL621494,13950,N,BAO_0000218,1,2113.0,In vivo,Intermediate,,,
8375,1,Rattus norvegicus,Biodistribution of [123I]-label in rat kidneys was reported at 24 hr post injection. Value shown is %ID/g of tissue,A,10116.0,Kidney,,,CHEMBL621495,13950,N,BAO_0000218,1,2113.0,In vivo,Intermediate,,,
8376,1,Rattus norvegicus,Biodistribution of [123I]-label in rat kidneys was reported at 4 hr post injection. Value shown is %ID/g of tissue,A,10116.0,Kidney,,,CHEMBL621496,13950,N,BAO_0000218,1,2113.0,In vivo,Intermediate,,,
8377,1,Rattus norvegicus,Biodistribution of [123I]-label in rat liver was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,A,10116.0,Liver,,,CHEMBL621497,13950,N,BAO_0000218,1,2107.0,In vivo,Intermediate,,,
8378,1,Rattus norvegicus,Biodistribution of [123I]-label in rat liver was reported at 1 hr post injection. Value shown is %ID/g of tissue,A,10116.0,Liver,,,CHEMBL621498,13950,N,BAO_0000218,1,2107.0,In vivo,Intermediate,,,
8379,1,Rattus norvegicus,Biodistribution of [123I]-label in rat liver was reported at 2 hr post injection. Value shown is %ID/g of tissue,A,10116.0,Liver,,,CHEMBL621499,13950,N,BAO_0000218,1,2107.0,In vivo,Intermediate,,,
8380,1,Rattus norvegicus,Biodistribution of [123I]-label in rat liver was reported at 24 h post injection. Value shown is %ID/g of tissue,A,10116.0,Liver,,,CHEMBL618634,13950,N,BAO_0000218,1,2107.0,In vivo,Intermediate,,,
8381,1,Rattus norvegicus,Biodistribution of [123I]-label in rat liver was reported at 4 hr post injection. Value shown is %ID/g of tissue,A,10116.0,Liver,,,CHEMBL618635,13950,N,BAO_0000218,1,2107.0,In vivo,Intermediate,,,
8382,1,Rattus norvegicus,Biodistribution of [123I]-label in rat lung was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,A,10116.0,Lung,,,CHEMBL618636,13950,N,BAO_0000218,1,2048.0,In vivo,Intermediate,,,
8383,1,Rattus norvegicus,Biodistribution of [123I]-label in rat lung was reported at 1 hr post injection. Value shown is %ID/g of tissue,A,10116.0,Lung,,,CHEMBL619737,13950,N,BAO_0000218,1,2048.0,In vivo,Intermediate,,,
8384,1,Rattus norvegicus,Biodistribution of [123I]-label in rat lung was reported at 2 hr post injection. Value shown is %ID/g of tissue,A,10116.0,Lung,,,CHEMBL619738,13950,N,BAO_0000218,1,2048.0,In vivo,Intermediate,,,
8385,1,Rattus norvegicus,Biodistribution of [123I]-label in rat lung was reported at 24 hr post injection. Value shown is %ID/g of tissue,A,10116.0,Lung,,,CHEMBL624329,13950,N,BAO_0000218,1,2048.0,In vivo,Intermediate,,,
8386,1,Rattus norvegicus,Biodistribution of [123I]-label in rat lung was reported at 4 hr post injection. Value shown is %ID/g of tissue,A,10116.0,Lung,,,CHEMBL624330,13950,N,BAO_0000218,1,2048.0,In vivo,Intermediate,,,
8387,1,Rattus norvegicus,Biodistribution of [123I]-label in rat muscle was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,A,10116.0,Muscle tissue,,,CHEMBL624331,13950,N,BAO_0000218,1,2385.0,In vivo,Intermediate,,,
8388,1,Rattus norvegicus,Biodistribution of [123I]-label in rat muscle was reported at 1 hr post injection. Value shown is %ID/g of tissue,A,10116.0,Muscle tissue,,,CHEMBL624332,13950,N,BAO_0000218,1,2385.0,In vivo,Intermediate,,,
8389,1,Rattus norvegicus,Biodistribution of [123I]-label in rat muscle was reported at 2 hr post injection. Value shown is %ID/g of tissue,A,10116.0,Muscle tissue,,,CHEMBL624333,13950,N,BAO_0000218,1,2385.0,In vivo,Intermediate,,,
8390,1,Rattus norvegicus,Biodistribution of [123I]-label in rat muscle was reported at 24 hr post injection. Value shown is %ID/g of tissue,A,10116.0,Muscle tissue,,,CHEMBL624334,13950,N,BAO_0000218,1,2385.0,In vivo,Intermediate,,,
