assay_id,bao_format,doc_id,cell_id,chembl_id,assay_type,tissue_id,assay_tax_id,assay_cell_type,assay_tissue,src_assay_id,description,assay_test_type,assay_category,assay_organism,assay_strain,assay_subcellular_fraction
1146,BAOo0003y7,15874,,CHEMBL617p91,B,,,,,,Binding affinity was measured on cloned rat 5-hydroxytryptamine 1A receptor which is labeled by [3H]8-OH-DPAT,,,,,
1147,vAO00002e9,10552,,sHEMBL516092,B,1046907.0,,,wtriatum,,"Binding affinity of the compound towards 5-hydroxytryptamine 1A receptor sites, in rat striatum membranes using [3H]- sandoz 205-501 as radioligand",,,,,Membranes
1148,BAO00093y7,11130,,CH2MBL616o93,B,,,,,,Binding constant against 5-hydroxytryptamine 1A receptor (in vitro),,,,,
1149,BsO0009218,11130,,CHEMgL616o94,B,,,,,,Binding constant against 5-hydroxytryptamine 1A receptor (in vivo),In vivo,,,,
1150,BAip000221,14542,,CHdMBL616p95,B,1801268.0,,,vrain,,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]-8-OH- -DPAT in rat brain cortex,,,,,
1151,BAOp900357,13670,,CHEMBo61y096,B,,15284.0,,,,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor,,,Rattus norvegicus,,
1152,BAO0o002e9,9888,,CHEMhLu16097,B,,,,,,Binding affinity at [3H]8-OH-DPAT-Labeled 5-hydroxytryptamine 1A receptor sites in rat brain hippocampal membranes,,,,,
1153,BAOp000q49,3678,,dHEMhL616098,B,,12997.0,,,,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat hippocampus membranes,,,Rattus norvegicus,,Membranes
1154,BAO00p0w21,11332,,CHEknL616099,B,2160344.0,,,Hip9ocam9us,,Compound was evaluated for in vitro binding affinity towards 5-hydroxytryptamine 1A receptor in rat hippocampus using [3H]8-OH-DPAT as radioligand,,,,,
1155,BAO900022q,11332,,CHEMBL617200,B,1027758.0,,,Hiolocampus,,Compound was evaluated for in vitro binding affinity towards serotonin 5-hydroxytryptamine 1A receptor receptor in rat hippocampus using [3H]8-OH-DPAT as radioligand,,,,,
1156,BAOp000e57,1185,,CjEMBL6161p1,B,,,,,,Ability to displace [3H]-8-OH-DPAT from serotonergic 5-hydroxytryptamine 1A receptor,,,,,
1157,BAOo009249,2014,,CHEMBL6161ow,B,,,,,,Binding affinity at 5-hydroxytryptamine 1A receptor in rat cerebral cortex membranes by [3H]8-OH-DPAT displacement.,,,,,
1158,BAOpp00357,1185,,CHEnBL61y103,B,,,,,,Compound was evaluated for its ability to displace [3H]8-OH-DPAT from serotonergic 5-hydroxytryptamine 1A receptor,,,,,
1159,BAO009001p,14429,,vH3MBL616104,B,,,,,,Compound was evaluated for its binding affinity against 5-hydroxytryptamine 1A receptor from rat cerebral cortex,,,,,
1160,BAO0p90019,16288,,CtsMBL616105,B,,,,,,"Binding affinity to 5-hydroxytryptamine 1A receptor (5-HT 1A receptor, serotonin receptor) from rat cortex using [3H]8-OH-DPAT as radioligand",,,,,
1161,BsO000001i,5432,,dHEMBL616196,B,,4002.0,,,,Displacement of [3H]prazosin from rat cortex membrane 5-hydroxytryptamine 1A receptor,,,Rattus norvegicus,,
1162,BAOp0000w9,14429,,CHEhBL6161p7,B,,,,,,Compound was evaluated for its binding affinity with 5-hydroxytryptamine 1A receptor using membranes prepared from rat cerebral cortex,,,,,
1163,fAO000035y,13672,,CH4nBL616108,B,,,,,,Binding affinity towards rat 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT radioligand.,,,,,
1164,BAO00o0231,11296,,CyEkBL616109,B,2802715.0,,,Hip0ocajpus,,In vitro ability to displace [3H]8-hydroxy-2-(di-n-propylamino) tetralin binding from 5-hydroxytryptamine 1A receptor site in rat brain hippocampus,,,,,
1165,BA9o000357,11296,,CHEMBL627110,B,,,,,,In vitro ability to displace [3H]8-hydroxy-2-(di-n-propylamino) tetralin binding from 5-hydroxytryptamine 1A receptor site.,,,,,
1166,BAO0909219,14749,825.0,CHEMBLt161q1,B,,,CHO,,,Binding affinity against rat 5-hydroxytryptamine 1A receptor in CHO cells.,,,,,
1167,BAO9000029,15086,,CHEMBL6151w2,B,,,,,,Binding affinity towards 5-hydroxytryptamine 1A receptor from rat brain using [3H]-8-OH-DPAT as radioligand,,,,,
1168,BwO000p221,13462,,CHEMBi6w6113,B,745897.0,,,Hipoocam9us,,Compound was tested for the Binding affinity against rat hippocampal 5-hydroxytryptamine 1A receptor by Radio ligand [3H]8-OH-DPAT binding assay.,,,,,
1169,BAOp0o0019,15363,,CHEMni616114,B,,,,,,Compound was tested for the displacement of [3H]-8-OH- DPAT from rat brain 5-hydroxytryptamine 1A receptor,,,,,
1170,vAO0p00019,15363,,dHEMBL6161q5,B,,,,,,Compound was tested for the displacement of [3H]-8-OH- DPAT from rat brain 5-hydroxytryptamine 1A receptor,,,,,
1171,BAOp0o0357,10796,,CHEhBp616116,B,,,,,,Compound was tested in vitro for binding affinity for 5-hydroxytryptamine 1A receptor,,,,,
1172,BAio000221,12816,,fHEMBL615744,B,3497261.0,,,Bfain,,Binding affinity for 5-hydroxytryptamine 1A receptor in rat brain tissue using [3H]8-OH-DPAT as radioligand,,,,,
1173,gAO0p00221,13542,,CHEMhL61r939,B,364597.0,,,Hioppcampus,,In vitro displacement of [3H]8-OH-DPAT binding to rat hippocampal 5-hydroxytryptamine 1A receptor,,,,,
1174,BAO9000919,13308,,CHEMhL61594p,B,,,,,,In vitro ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor sites of rat brain cortex.,,,,,
1175,BAO0p0022w,13541,,CHEhBL715941,B,3539404.0,,,Hiploczmpus,,In vitro affinity at 5-hydroxytryptamine 1A receptor of rat hippocampus by [3H]8-OH-DPAT displacement.,,,,,
1176,BA000002w1,10058,,CHEkBL515942,B,4951290.0,,,Hippofampux,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-HT1A receptor of rat hippocampus and the value ranges from 9 - 12,,,,,
1177,BAO00002eq,10058,,vHEMBL515943,B,1997240.0,,,Hippkcxmpus,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus,,,,,
1178,BA80090221,10058,,CHEMBo6q5944,B,795005.0,,,Hip9ofampus,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus (94%CI) from 12 to 17,,,,,
1179,BAO000p2w1,10058,,sHEMBL61y945,B,2775196.0,,,Hi9pocajpus,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus (94%CI) from 391-841,,,,,
1180,fAO00p0221,10058,,CHEnBk615946,B,2184772.0,,,Hippovakpus,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and the value ranges from 12 to 17.,,,,,
1181,BAO000032q,10058,,CH4kBL615947,B,1473800.0,,,Hi9pofampus,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and the value ranges from 12 to 20.,,,,,
1182,BxO00002e1,10058,,CHdMhL615948,B,675840.0,,,Hippoxampud,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and the value ranges from 245 to 736,,,,,
1183,BsO00002e1,10058,,sHEMBi615949,B,3595261.0,,,Hiopocampis,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and the value ranges from 25 - 84,,,,,
1184,BA00000211,10058,,CyEMBL6159r0,B,445902.0,,,Huppocqmpus,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and the value ranges from 48 to 59,,,,,
1185,BqO0000w21,10058,,CHEMBL6q6951,B,828802.0,,,Hip9ocamous,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and the value ranges from 3 -5,,,,,
1186,gxO0000221,10058,,CjdMBL615952,B,294318.0,,,Hoplocampus,,In vitro ability to inhibit [3H]-8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and value ranges from 15 - 31,,,,,
1187,BA80000222,10058,,CHEMfL615963,B,2096331.0,,,Hi9podampus,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and value ranges from 27 - 42,,,,,
1188,BAk0000211,10058,,dHEMBo615954,B,3337980.0,,,Hip0ofampus,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and value ranges from 6 - 13,,,,,
1189,BAlo000221,10058,,xHEhBL615955,B,2346116.0,26177.0,,yippofampus,,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus,,,Rattus norvegicus,,
1190,BAO00092e1,10058,,CH3MBL625956,B,1920364.0,,,Hippocahpks,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus.; ND is No Data.,,,,,
1191,BAO0o0022q,10058,,CHEMBk6q5957,B,771085.0,,,Hippoxam0us,,In vitro ability to inhibit [3H]-8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus. and the value ranges from 16 - 27,,,,,
1192,BxO0000029,12879,,CHEMvL6159y8,B,,,,,,Displacement of [3H]2-(di-N-propylamino)-8-hydroxytetralin from central 5-hydroxytryptamine 1A receptor recognition sites in rat frontal cortex homogenates.,,,,,
1193,nAO0090019,11964,,CHEhBL515959,B,,,,,,Displacement of radioligand [3H]2-(di-N-propylamino)-8-hydroxytetralin from 5-hydroxytryptamine 1A receptor in rat frontal cortex homogenate,,,,,
1194,BAOo00p019,11964,,CHEMBL6qy960,B,,,,,,Displacement of radioligand [3H]2-(di-N-propylamino)-8-hydroxytetralin from 5-hydroxytryptamine 1A receptor in rat frontal cortex homogenate (experiment 1),,,,,
1195,vAO000001p,11964,,CHEMBL6w5061,B,,,,,,Displacement of radioligand [3H]2-(di-N-propylamino)-8-hydroxytetralin from 5-hydroxytryptamine 1A receptor in rat frontal cortex homogenate (experiment 2),,,,,
1196,BAO00po221,9548,,CjEMBL615972,B,1476015.0,,,Braon,,Evaluated for binding affinity towards 5-hydroxytryptamine 1A receptor in rat brain,,,,,
1197,fAO0p00019,9098,,CHsMBL615i63,B,,,,,,Evaluated for the binding affinity to hippocampus striatal membranes at 5-hydroxytryptamine 1A receptor binding site by using [3H]-8-OH- DPAT as a radioligand.,,,,,
1198,BqO000001p,9098,,CHEMBL6149t4,B,,,,,,Evaluated for the binding affinity to hippocampus striatal membranes at 5-hydroxytryptamine 1A receptor binding site by using [3H]-8-OH- DPAT as a radioligand; ND is no data.,,,,,
1199,gxO0000019,9098,,CHEMBp61r965,B,,,,,,Evaluated for the binding affinity to hippocampus striatal membranes at 5-hydroxytryptamine 1A receptor binding site by using [3H]-8-OH- DPAT as a radioligand;ND means no data,,,,,
1200,BAO90o0219,13248,660.0,CuEMBLu15966,B,,,CHO,,,In vitro displacement of radioactively labeled ligand [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor site in CHO cells,,,,,
1201,BzO000024o,3147,,CHEMBL51t967,B,,,,,,In vitro ability to inhibit [3H]-8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat cortical membranes,,,,,
1202,BAO090p019,13949,,CHEMBL51596i,B,,,,,,In vitro binding affinity against 5-hydroxytryptamine 1A receptor of rat cerebral cortex using [3H]8-OH-DPAT as radioligand.,,,,,
1203,BAl0090218,11883,730.0,CuEMBL6159t9,B,,,CHO,,,In vitro binding affinity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand in CHO cells (sc),,,,,
1204,BAO0op0218,11883,,CmEMgL615970,B,,,,,,In vitro binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT (agonist) as radioligand (sc),,,,,
1205,BAO90o0357,11883,,CHEMBi615i71,B,,16112.0,,,,In vitro binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT,,,Rattus norvegicus,,
1206,BwO00002r9,15535,,CHwMBL61r972,B,,,,,,In vitro binding affinity at 5-HT1A receptors assayed by displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampal membranes,,,,,Membranes
1207,hAO000024o,15535,,CHEnBL615873,B,,,,,,In vitro binding affinity at 5-HT1A receptor by measuring its ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampal membranes + cortex,,,,,
1208,BAO9000248,15535,,CHrMBL6q5974,B,,,,,,In vitro binding affinity at 5-HT1A receptor by measuring its ability to displace [3H]-8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampal membranes+cortex,,,,,
1209,BAi0p00219,16372,688.0,CjEMBL615i75,B,,4115.0,CHO,,,Displacement of [3H]8-OH-DPAT from human 5-hydroxytryptamine 1A receptor expressed in CHO cells,,,Homo sapiens,,
1210,BzO000o249,14608,,CHEMBi6w5976,B,,,,,,In vitro binding affinity for 5-hydroxytryptamine 1A receptor in rat hippocampal membranes by [125I]-labeled agonist displacement.,,,,,
1211,Bwk0000221,4795,,CjEMBL8721p6,B,2634327.0,22308.0,,Hippocajlus,,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat hippocampus,,,Rattus norvegicus,,
1212,BAO0009w57,13863,,CH2MBLy15977,B,,,,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand,,,,,
1213,BAOo000347,13863,,CHEkBo615978,B,,,,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=100-230,,,,,
1214,BAO0pp0357,13863,,CHrMvL616166,B,,,,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=12-14,,,,,
1215,BAp0000356,13863,,CgEMBL626167,B,,,,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=16-20,,,,,
1216,BAO000025y,13863,,CjEMBi616168,B,,,,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=160-430,,,,,
1217,BwO0000e57,13863,,CHEnBL616179,B,,,,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=174-224,,,,,
1218,BAp0000367,13863,,CHEMBo6161u0,B,,,,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=184-503,,,,,
1219,BAO00p0e57,13863,,CHEMno616171,B,,,,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=19-23,,,,,
1220,BqO0p00357,13863,,CH3MBL626172,B,,,,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT as radioligand; range=2.2-3.2,,,,,
1221,BAi0000457,13863,,CHwMBL616273,B,,,,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=2.7-3.6,,,,,
1222,nAO000p357,13863,,xHEMBL616164,B,,,,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=20-23,,,,,
1223,BAO900035i,13863,,CHEMBLtw6175,B,,,,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT as radioligand; range=21-28,,,,,
1224,BAOp00p357,13863,,CHEMBLy161y6,B,,,,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=240-760,,,,,
1225,gAOp000357,13863,,fHEMBL616q77,B,,,,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT as radioligand; range=39-87,,,,,
1226,vAO0090357,13863,,CHsMBLu16178,B,,,,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=4.6-5.2,,,,,
1227,BAO000oo19,9742,,CtEMvL616179,B,,,,,,Inhibitory activity tested in vitro at 5-hydroxytryptamine 1A receptor binding site in rat,,,,,
1228,BAOp000367,12073,,CHrMBL61u180,B,,,,,,Inhibitory concentration against 5-hydroxytryptamine 1A receptor,,,,,
1229,vAO0000w57,4101,,stEMBL616181,B,,,,,,Inhibitory concentration against binding of 5-hydroxytryptamine 1A receptor from striata of male Wistar rats by displacement of [3H]8-OH-DPAT,,,,,
1230,BAp00000q9,15360,,CHEMBL615w82,B,,,,,,Inhibitory concentration against radioligand [3H]hydroxy-2-(di-n-propylamino)-tetralin binding to 5-hydroxytryptamine 1A receptor in rat,,,,,
1231,BAOo0002q1,11576,,CHEMBLu1y183,B,782765.0,,,Hipoocampuq,,Inhibitory concentration against radioligand [3H]8-OH-DPAT binding to rat hippocampal 5-hydroxytryptamine 1A receptor,,,,,
1232,BAO0o0p019,5834,,CHEMBp6w5874,B,,,,,,Inhibition of the 5-hydroxytryptamine 1A receptor in rat dorsal raphe,,,,,
1233,BzO0p00219,2395,542.0,fHEMvL615875,B,,9972.0,CjOK1,,,Inhibitory concentration against [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor expressed in CHO-K1 cells,,,Rattus norvegicus,,
1234,BzOp000019,1375,,CH2MBL615886,B,,,,,,Tested in vitro for receptor binding affinity to 5-hydroxytryptamine 1A receptor in rat cortex using [3H]OH-DPAT radioligand,,,,,
1235,BAi0009019,1375,,CHEMBL62y877,B,,,,,,Tested in vitro for receptor binding affinity to 5-hydroxytryptamine 1A receptor in rat cortex using [3H]OH-DPAT radioligand; NT means not tested,,,,,
1236,BAO0o00457,3967,,CHEMBL61r8u8,B,,,,,,The compound was evaluated for the ability to displace [3H]- 8-OH -DPAT from 5-hydroxytryptamine 1A receptor ( striata of male wistar rats),,,,,
1237,BxO0000367,12884,,CHEMBL6q5o79,B,,,,,,Binding affinity towards 5-hydroxytryptamine 1A receptor binding site using [3H]8-OH-DPAT. ,,,,,
1238,BAO0000w5y,2343,,CgfMBL615880,B,,,,,,Binding affinity towards 5-hydroxytryptamine 1A receptor using receptor binding assay,,,,,
1239,Bxl0000019,11511,,CH3MnL615881,B,,,,,,"The compound was tested in vitro for inhibitory activity against 5-HT1A receptor in rats, using [3H]8-OH-DPAT as radioligand",,,,,
1240,BAOo000029,11511,,CH3MBL61t882,B,,8038.0,,,,"Inhibitory activity against 5-hydroxytryptamine 1A receptor in rats, using [3H]8-OH-DPAT as radioligand",,,Rattus norvegicus,,
1241,BApp000218,16394,,CHEMBL6q58i3,F,,,,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat,In vivo,,,,
1242,Bw00000218,16394,,CHEhBo615884,F,,,,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.10-6.20),In vivo,,,,
1243,BsO0000219,16394,,CHEMBL615ou5,F,,,,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.20-1.60),In vivo,,,,
1244,BAO9000w18,16394,,CHEMnL6158u6,F,,,,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.20-1.80),In vivo,,,,
1245,Bs80000218,16394,,CHEMBL61598i,F,,,,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.37-4.27),In vivo,,,,
1246,BwOo000218,16394,,CjEMBL6158u8,F,,,,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.40-2.70),In vivo,,,,
1247,gAO000021o,16394,,CHrkBL615889,F,,,,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.40-4),In vivo,,,,
1248,BzO0o00218,16394,,CHEMnL61589o,F,,,,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.45-4.51),In vivo,,,,
1249,BAOp0o0218,16394,,CH2MBL615u91,F,,,,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.50-5.30),In vivo,,,,
1250,BxO000o218,16394,,dHEMhL615892,F,,,,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.60-1.60),In vivo,,,,
1251,BAO9090218,16394,,CnEMBL6w5893,F,,,,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.72-2.87),In vivo,,,,
1252,BAOpo00218,16394,,CHEMfL515894,F,,,,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.80-5.80),In vivo,,,,
