assay_id,src_assay_id,description,assay_category,bao_format,chembl_id,doc_id,assay_tax_id,curated_by,src_id,cell_id,assay_type,assay_test_type,assay_organism,assay_strain,assay_tissue,assay_cell_type
2244,,In vivo binding affinity was evaluated against 5-hydroxytryptamine 2 receptor,,BAO_0000218,CHEMBL617189,2613,,Autocuration,1,,B,,,,,
2245,,Inhibitory activity against cloned human 5-HT2 receptor,,BAO_0000224,CHEMBL617190,13378,9606.0,Autocuration,1,,B,,Homo sapiens,,,
2246,,"Tested in vitro for the inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor, expressed in cloned CHO cells",,BAO_0000219,CHEMBL617191,2331,9606.0,Autocuration,1,449.0,B,,Homo sapiens,,,CHO
2247,,"Tested in vitro for the inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor, expressed in cloned CHO cells.",,BAO_0000219,CHEMBL617192,2331,9606.0,Autocuration,1,449.0,B,,Homo sapiens,,,CHO
2248,,"Tested in vitro for the inhibition of [3H]-ketanserin binding to 5-hydroxytryptamine 2 receptor, expressed in cloned CHO cells; Inactive",,BAO_0000219,CHEMBL617193,2331,9606.0,Autocuration,1,449.0,B,,Homo sapiens,,,CHO
2249,,"Tested in vitro for the inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor, expressed in cloned CHO cells; not tested",,BAO_0000219,CHEMBL617194,2331,9606.0,Autocuration,1,449.0,B,,Homo sapiens,,,CHO
2250,,Binding affinity towards 5-hydroxytryptamine 2 receptor,,BAO_0000224,CHEMBL617195,4170,,Autocuration,1,,B,,,,,
2251,,Percent decrease in 5-hydroxytryptamine 2 receptor binding using ketanserin,,BAO_0000224,CHEMBL881830,15453,,Autocuration,1,,B,,,,,
2252,,Binding affinity towards 5-hydroxytryptamine 2 receptor,,BAO_0000357,CHEMBL617196,1479,,Autocuration,1,,B,,,,,
2253,,Binding affinity towards 5-hydroxytryptamine 2- receptor using [3H]ketanserin as radioligand in competitive binding assay,,BAO_0000224,CHEMBL617197,11139,,Autocuration,1,,B,,,,,
2254,,Binding affinity against 5-hydroxytryptamine 2A receptor was measured using [3H]ketanserin as radioligand,,BAO_0000357,CHEMBL617198,13969,,Expert,1,,B,,,,,
2255,,Binding affinity towards 5-hydroxytryptamine 2A receptor,,BAO_0000357,CHEMBL873476,13392,,Expert,1,,B,,,,,
2256,,Affinity towards 5-hydroxytryptamine 2A receptor in membranes from bovine frontal cortex using [3H]ketanserin,,BAO_0000019,CHEMBL617199,14430,,Expert,1,,B,,,,,
2257,,Binding affinity was determined against 5-hydroxytryptamine 2A receptor,,BAO_0000357,CHEMBL617200,13181,10141.0,Autocuration,1,,B,,Cavia porcellus,,,
2258,,Inhibitory constant against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,,BAO_0000357,CHEMBL617484,17200,,Autocuration,1,,B,,,,,
2259,,Inhibitory constant against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,,BAO_0000357,CHEMBL617485,17200,,Autocuration,1,,B,,,,,
2260,,Inhibitory constant against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,,BAO_0000357,CHEMBL617486,17200,,Autocuration,1,,B,,,,,
2261,,Binding affinity analysed on 5-HT 2A human clone using [3H]ketanserin as radioligand,,BAO_0000357,CHEMBL858022,13463,,Autocuration,1,,B,,,,,
2262,,Effective concentration against human 5-hydroxytryptamine 2A receptor in CHO cells using 8-OH-DPA radioligand,,BAO_0000219,CHEMBL617049,6347,,Autocuration,1,449.0,B,,,,,CHO
2263,,Functional activity against human 5-hydroxytryptamine 2A receptor expressed in CHO cells using fluorometric imaging plate reader,,BAO_0000219,CHEMBL617050,6857,9606.0,Expert,1,449.0,F,,Homo sapiens,,,CHO
2264,,Functional agonist activity of compound was determined by fluorescence-based assay measuring intracellular calcium mobilization for 5-HT2a receptor cell line,,BAO_0000219,CHEMBL617051,4176,,Autocuration,1,,F,,,,,
2265,,Functional agonist activity of compound was determined by fluorescence-based assay measuring intracellular calcium mobilization for 5-HT2a receptor cell line; no data,,BAO_0000219,CHEMBL617052,4176,,Autocuration,1,,F,,,,,
2266,,Functional antagonist activity of compound was determined by fluorescence-based assay measuring intracellular calcium mobilization for 5-HT2a receptor cell line,,BAO_0000219,CHEMBL617053,4176,,Autocuration,1,,F,,,,,
2267,,"Agonistic binding affinity against human 5-hydroxytryptamine 2A receptor in CHO cells using 8-OH-DPA radioligand, expressed as Emax",,BAO_0000219,CHEMBL617054,6347,,Autocuration,1,449.0,B,,,,,CHO
2268,,"Agonistic binding affinity against human 5-hydroxytryptamine 2A receptor in CHO cells, expressed as Emax",,BAO_0000219,CHEMBL617055,6347,,Autocuration,1,449.0,B,,,,,CHO
2269,,Affinity of compound towards human 5-hydroxytryptamine 2A receptor was evaluated using radioligand binding technique,,BAO_0000357,CHEMBL882924,15331,,Autocuration,1,,B,,,,,
2270,,Inhibition of human 5-hydroxytryptamine 2A receptor,,BAO_0000357,CHEMBL617056,16146,9606.0,Expert,1,,B,,Homo sapiens,,,
2271,,Compound was tested for the displacement of [3H]5-HT binding to cloned human 5-hydroxytryptamine 2A receptor stably expressed in CHO cells,,BAO_0000219,CHEMBL617057,15250,,Autocuration,1,449.0,B,,,,,CHO
2272,,Inhibitory concentration against human 5-HT2A receptor in BEK cells,,BAO_0000219,CHEMBL617058,13631,,Expert,1,,B,,,,,
2273,,In vitro binding affinity against human 5-hydroxytryptamine 2A receptor at a concentration of 100 (nM),,BAO_0000357,CHEMBL617059,3805,,Autocuration,1,,B,,,,,
2274,,Ability to displace [3H]ketanserin from CHO cells expressing human 5-hydroxytryptamine 2A receptor was determined,,BAO_0000219,CHEMBL617060,4011,,Autocuration,1,449.0,B,,,,,CHO
2275,,Displacement of [3H]ketanserin from CHO cells expressing human 5-hydroxytryptamine 2A receptor.,,BAO_0000219,CHEMBL617061,4012,,Expert,1,449.0,B,,,,,CHO
2276,,Ability to displace [125I]R91150 from human cloned 5-hydroxytryptamine 2A receptor expressed in L929 cells,,BAO_0000219,CHEMBL617062,6366,,Expert,1,307.0,B,,,,,L929
2277,,Ability to displace [3H]ketanserin binding to human 5-hydroxytryptamine 2A receptor stably expressed in CHO cells,,BAO_0000219,CHEMBL617063,15949,,Expert,1,449.0,B,,,,,CHO
2278,,Agonist activity at cloned human 5-hydroxytryptamine 2A receptor using [125I]DOI radioligand,,BAO_0000019,CHEMBL617064,14093,,Autocuration,1,,F,,,,,
2279,,Agonistic activity at cloned human 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand,,BAO_0000019,CHEMBL617065,13481,,Autocuration,1,,F,,,,,
2280,,Agonistic binding affinity against human 5-hydroxytryptamine 2A receptor in CHO cells using 8-OH-DPA radioligand,,BAO_0000219,CHEMBL617066,6347,,Autocuration,1,449.0,B,,,,,CHO
2281,,Agonistic binding affinity against human 5-hydroxytryptamine 2A receptor in CHO cells using 8-OH-DPA radioligand; Nd means not done,,BAO_0000219,CHEMBL617067,6347,,Autocuration,1,449.0,B,,,,,CHO
2282,,Antagonist activity at cloned human 5-hydroxytryptamine 2A receptor using [3H]-Ketanserin radioligand,,BAO_0000019,CHEMBL617068,14093,,Autocuration,1,,F,,,,,
2283,,Antagonist activity at cloned human 5-hydroxytryptamine 2A receptor using [3H]ketanserin radioligand; Not tested,,BAO_0000019,CHEMBL617069,14093,,Autocuration,1,,F,,,,,
2284,,Antagonistic activity at cloned human 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand,,BAO_0000019,CHEMBL617070,13481,,Autocuration,1,,F,,,,,
2285,,Binding ability of compound at cloned human 5-hydroxytryptamine 2A receptor using [125 I]DOI as radioligand,,BAO_0000357,CHEMBL617071,14442,,Autocuration,1,,B,,,,,
2286,,Binding ability of compound at cloned human 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand,,BAO_0000357,CHEMBL872915,14442,,Autocuration,1,,B,,,,,
2287,,Binding activity against cloned human 5-hydroxytryptamine 2A receptor using [125I]DOI as the radioligand.,,BAO_0000357,CHEMBL617072,14755,,Autocuration,1,,B,,,,,
2288,,Binding affinity against 5-hydroxytryptamine 2A receptor in humans,,BAO_0000357,CHEMBL617073,16441,,Autocuration,1,,B,,,,,
2289,,Binding affinity against the cloned human 5-hydroxytryptamine 2A receptor using [125I]DOI as the radioligand,,BAO_0000357,CHEMBL617074,14744,,Autocuration,1,,B,,,,,
2290,,Binding affinity for displacement of [3H]ketanserin to human 5-hydroxytryptamine 2A receptor stably expressed in CHO cells,,BAO_0000219,CHEMBL617075,16659,,Expert,1,449.0,B,,,,,CHO
2291,,Binding affinity of compound to human 5-hydroxytryptamine 2A receptor,,BAO_0000357,CHEMBL617076,3307,,Autocuration,1,,B,,,,,
2292,,Affinity for human 5-hydroxytryptamine 2A receptor expressed in mammalian cell line,,BAO_0000019,CHEMBL617077,6857,9606.0,Expert,1,,B,,Homo sapiens,,,
2293,,Binding affinity against 5-hydroxytryptamine 2A receptor using [125I]DOI radioligand.,,BAO_0000357,CHEMBL617078,5635,,Expert,1,,B,,,,,
2294,,Binding affinity to cloned human 5-hydroxytryptamine 2A receptor,,BAO_0000357,CHEMBL617079,4234,9606.0,Expert,1,,B,,Homo sapiens,,,
2295,,Binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]5-HT as radioligand.,,BAO_0000357,CHEMBL617080,15527,,Autocuration,1,,B,,,,,
2296,,Binding affinity towards human 5-hydroxytryptamine 2A receptor by the displacement of [3H]ketanserin radioligand from the cloned receptor expressed in CHO cells,,BAO_0000219,CHEMBL617081,6588,,Expert,1,449.0,B,,,,,CHO
2297,,Binding affinity towards human 5-HT2A receptor in BEK cells,,BAO_0000219,CHEMBL617082,13631,,Expert,1,,B,,,,,
2298,,Binding affinity towards human serotonin 5-hydroxytryptamine 2A receptor,,BAO_0000357,CHEMBL617083,17723,,Autocuration,1,,B,,,,,
2299,,Binding affinity for recombinant human 5-hydroxytryptamine 2A receptor using [3H]5-HT as radioligand.,,BAO_0000357,CHEMBL617084,14770,,Autocuration,1,,B,,,,,
2300,,Binding affinity for human 5-hydroxytryptamine 2A receptor,,BAO_0000357,CHEMBL617085,16293,9606.0,Expert,1,,B,,Homo sapiens,,,
2301,,Binding affinity towards human 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand,,BAO_0000357,CHEMBL617086,16209,,Autocuration,1,,B,,,,,
2302,,Binding affinity was measured on 5-hydroxytryptamine 2A receptor in GF6 cells transfected with human 5-HT2A gene labeled with [3H]ketanserin,,BAO_0000219,CHEMBL617087,12469,,Autocuration,1,,B,,,,,
2303,,Compound was tested for the displacement of [125I]-DOI from clone human 5-hydroxytryptamine 2A receptor,,BAO_0000357,CHEMBL617088,15363,,Autocuration,1,,B,,,,,
2304,,Compound was tested for the displacement of [125I]DOI from cloned human 5-hydroxytryptamine 2A receptor,,BAO_0000357,CHEMBL617089,15363,,Autocuration,1,,B,,,,,
2305,,"Tested on genetically transfected COS7 cell membranes selectively expressing human 5-hydroxytryptamine 2A receptor, using [3H]ketanserin as radioligand",,BAO_0000019,CHEMBL617090,16441,,Expert,1,,B,,,,,
2306,,In vitro binding affinity towards 5-hydroxytryptamine 2A receptor in human using [3H]ketanserin as radioligand,,BAO_0000357,CHEMBL617513,8,,Autocuration,1,,B,,,,,
2307,,In vitro binding affinity towards human 5-hydroxytryptamine 2A receptor expressed in HEK293 cells was determined using [3H]ketanserin as radioligand,,BAO_0000219,CHEMBL617514,4176,,Autocuration,1,722.0,B,,,,,HEK293
2308,,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 2A receptor,,BAO_0000019,CHEMBL617515,17085,,Autocuration,1,,B,,,,,
2309,,Inhibitory constant against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,,BAO_0000357,CHEMBL617516,17200,,Autocuration,1,,B,,,,,
2310,,Inhibitory constant determined against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,,BAO_0000357,CHEMBL617517,17200,9606.0,Expert,1,,B,,Homo sapiens,,,
2311,,Displacement of [3H]ketanserin from human 5-hydroxytryptamine 2A receptor expressed in CHO cells,,BAO_0000219,CHEMBL617518,4013,9606.0,Expert,1,449.0,B,,Homo sapiens,,,CHO
2312,,Tested for binding affinity towards 5-hydroxytryptamine 2A receptor,,BAO_0000357,CHEMBL617519,5088,,Autocuration,1,,B,,,,,
2313,,Displacement of [3H]DOB from human 5-hydroxytryptamine 2A receptor,,BAO_0000357,CHEMBL617520,5088,9606.0,Expert,1,,B,,Homo sapiens,,,
2314,,Tested for binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]DOB as labeled ligand; binding data not obtained,,BAO_0000357,CHEMBL617521,5088,,Autocuration,1,,B,,,,,
2315,,Displacement of [3H]ketanserin from human 5-hydroxytryptamine 2A receptor,,BAO_0000357,CHEMBL617522,5088,9606.0,Expert,1,,B,,Homo sapiens,,,
2316,,Tested for binding affinity towards human 5-hydroxytryptamine 2A receptor using [3H]5-HT as radioligand,,BAO_0000357,CHEMBL617523,5088,,Autocuration,1,,B,,,,,
2317,,Tested for binding affinity towards human 5-hydroxytryptamine 2A receptor using [3H]DOB as radioligand,,BAO_0000357,CHEMBL617524,5088,,Autocuration,1,,B,,,,,
2318,,Ability to displace 0.75 nM [3H]ketanserin in 5-hydroxytryptamine 2 receptor from rat frontal cortex homogenate,,BAO_0000019,CHEMBL617525,9786,,Autocuration,1,,B,,,,,
2319,,Ability to inhibit [3H]spiperone binding to 5-hydroxytryptamine 2 receptor determined in rat,,BAO_0000019,CHEMBL617526,9205,10116.0,Autocuration,1,,B,,Rattus norvegicus,,,
2320,,Affinity on 5-hydroxytryptamine 2 receptor labeled by [125I]DOI,,BAO_0000224,CHEMBL617527,11257,,Autocuration,1,,B,,,,,
2321,,Affinity towards [3H]- DOB -labeled 5-hydroxytryptamine 2 receptor sites in rat cortical homogenates,,BAO_0000019,CHEMBL617528,9362,,Autocuration,1,,B,,,,,
2322,,Affinity towards [3H]- ketanserin-labeled 5-hydroxytryptamine 2 receptor sites in rat cortical homogenates,,BAO_0000019,CHEMBL617529,9362,,Autocuration,1,,B,,,,,
2323,,Inhibition of 5-hydroxytryptamine 2 induced vasoconstriction of rat caudal artery.,,BAO_0000224,CHEMBL617530,10590,,Autocuration,1,,B,,,,,
2324,,Binding affinity against 5-hydroxytryptamine 2 receptor of rat frontal cortex using [3H]ketanserin radioligand,,BAO_0000019,CHEMBL617531,10468,,Autocuration,1,,B,,,,,
2325,,Binding affinity against 5-hydroxytryptamine 2 receptor from rat frontal cortex using [125]-(R)-DOI as radioligand,,BAO_0000019,CHEMBL617532,13050,,Autocuration,1,,B,,,,,
2326,,Binding affinity against 5-hydroxytryptamine 2 receptor in rat using [3H]ketanserin as radioligand,,BAO_0000019,CHEMBL617533,11624,,Autocuration,1,,B,,,,,
2327,,Binding affinity against 5-hydroxytryptamine 2 receptor of rat frontal cortex using [3H]ketanserin radioligand,,BAO_0000019,CHEMBL617534,10468,,Autocuration,1,,B,,,,,
2328,,Binding affinity against 5-hydroxytryptamine 2 receptor using [3H]ketanserin as radioligand,,BAO_0000224,CHEMBL617535,10330,,Autocuration,1,,B,,,,,
2329,,Binding affinity at rat 5-hydroxytryptamine 2 receptor by [3H]ketanserin displacement.,,BAO_0000224,CHEMBL617536,10062,,Autocuration,1,,B,,,,,
2330,,Binding affinity determined in radioreceptor binding assay by using [3H]ketanserin radioligand against 5-hydroxytryptamine 2 receptor,,BAO_0000224,CHEMBL617537,11642,,Autocuration,1,,B,,,,,
2331,,Binding affinity determined in radioreceptor binding assay by using [3H]ketanserin radioligand against 5-hydroxytryptamine 2 receptor,,BAO_0000224,CHEMBL617538,10062,,Autocuration,1,,B,,,,,
2332,,Binding affinity of [3H]ketanserin towards 5-hydroxytryptamine 2 receptor in cloned mammalian receptor expressed in cultured cells or from rat whole brain.,,BAO_0000219,CHEMBL617539,13427,,Autocuration,1,,B,In vitro,,,,
2333,,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor,,BAO_0000224,CHEMBL617540,12280,10116.0,Autocuration,1,,B,,Rattus norvegicus,,,
2334,,Binding affinity for 5-hydroxytryptamine 2 receptor from striata of male Wistar rats by displacement of [3H]ketanserin,,BAO_0000224,CHEMBL617541,4101,10116.0,Autocuration,1,,B,,Rattus norvegicus,,,
2335,,Binding affinity in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 2 receptor,,BAO_0000224,CHEMBL617542,10062,,Autocuration,1,,B,,,,,
2336,,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]DOB as,,BAO_0000224,CHEMBL617543,11147,,Autocuration,1,,B,,,,,
2337,,Binding affinity against [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor expressed in CHO-K1 cells,,BAO_0000219,CHEMBL617544,2395,10116.0,Autocuration,1,485.0,B,,Rattus norvegicus,,,CHO-K1
2338,,Binding affinity against [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor expressed in CHO-K1 cells,,BAO_0000219,CHEMBL617545,2395,10116.0,Autocuration,1,485.0,B,,Rattus norvegicus,,,CHO-K1
2339,,Binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- DOB as a radioligand,,BAO_0000019,CHEMBL617413,9098,10116.0,Autocuration,1,,B,,Rattus norvegicus,,,
2340,,Binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- DOB as a radioligand.,,BAO_0000019,CHEMBL617414,9098,,Autocuration,1,,B,,,,,
2341,,Binding affinity to 5-hydroxytryptamine 2 receptor of rat cortical membranes using [3H]- DOB; ND means no data.,,BAO_0000019,CHEMBL617415,9098,10116.0,Autocuration,1,,B,,Rattus norvegicus,,,
2342,,Binding affinity towards 5-hydroxytryptamine 2 receptor,,BAO_0000224,CHEMBL617416,9443,,Autocuration,1,,B,,,,,
2343,,Binding affinity towards 5-hydroxytryptamine 2 receptor at 1.0 uM concentration,,BAO_0000224,CHEMBL617417,9443,,Autocuration,1,,B,,,,,
2344,,"Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- 1-(4-bromo-2,5-dimethoxy-phenyl)-2-aminopropane (D) as radioligand in rat frontal cortex",,BAO_0000019,CHEMBL617418,9699,,Autocuration,1,,B,,,,,
2345,,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- ketanserin as radioligand in rat frontal cortex,,BAO_0000019,CHEMBL617419,9699,,Autocuration,1,,B,,,,,
2346,,Binding affinity towards 5-hydroxytryptamine 2 receptor was determined,,BAO_0000224,CHEMBL617420,9098,,Autocuration,1,,B,,,,,
2347,,Affinity for 5-hydroxytryptamine 2 receptor,,BAO_0000224,CHEMBL617421,3070,10116.0,Autocuration,1,,B,,Rattus norvegicus,,,
2348,,Binding affinity towards serotonin 5-hydroxytryptamine 2 receptor of rat determined using 0.5 nM of [3H]ketanserin in binding assay,,BAO_0000224,CHEMBL617422,9547,,Autocuration,1,,B,,,,,
2349,,Binding affinity was determined against 5-hydroxytryptamine 2 receptor from male Sprague-Dawley rat brain.,,BAO_0000019,CHEMBL617423,10444,,Autocuration,1,,B,,,,,
2350,,Binding affinity which represents concentration giving half-maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor from rat tissue homogenate,,BAO_0000019,CHEMBL617424,14617,,Autocuration,1,,B,,,,,
2351,,Binding affinity which represents concentration giving half-maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor rat tissue homogenate,,BAO_0000019,CHEMBL617425,14617,,Autocuration,1,,B,,,,,
2352,,Binding constant against 5-hydroxytryptamine 2 receptor (in vitro),,BAO_0000224,CHEMBL617426,11130,,Autocuration,1,,B,,,,,
2353,,Binding constant against 5-hydroxytryptamine 2 receptor (in vivo),,BAO_0000218,CHEMBL617427,11130,,Autocuration,1,,B,In vivo,,,,
