title,film_id,rental_duration,language,original_language_id,length,description,replacement_cost,rental_rate,release_year,rating
TRAMP OTHERS,906,4,English,,171,A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India,27.99,0.99,2006,PG
TRANSLATION SUMMER,907,4,English,,168,A Touching Reflection of a Man And a Monkey who must Pursue a Womanizer in A MySQL Convention,10.99,0.99,2006,PG-13
TRAP GUYS,908,3,English,,110,A Unbelieveable Story of a Boy And a Mad Cow who must Challenge a Database Administrator in The Sahara Desert,11.99,4.99,2006,G
TREASURE COMMAND,909,3,English,,102,A Emotional Saga of a Car And a Madman who must Discover a Pioneer in California,28.99,0.99,2006,PG-13
TREATMENT JEKYLL,910,3,English,,87,A Boring Story of a Teacher And a Student who must Outgun a Cat in An Abandoned Mine Shaft,19.99,0.99,2006,PG
TRIP NEWTON,911,7,English,,64,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,14.99,4.99,2006,PG-13
TROJAN TOMORROW,912,3,English,,52,A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India,9.99,2.99,2006,PG
TROOPERS METAL,913,3,English,,115,A Fanciful Drama of a Monkey And a Feminist who must Sink a Man in Berlin,20.99,0.99,2006,R
TROUBLE DATE,914,6,English,,61,A Lacklusture Panorama of a Forensic Psychologist And a Woman who must Kill a Explorer in Ancient Japan,13.99,2.99,2006,PG
TRUMAN CRAZY,915,7,English,,92,A Thrilling Epistle of a Moose And a Boy who must Meet a Database Administrator in A Monastery,9.99,4.99,2006,G
TURN STAR,916,3,English,,80,A Stunning Tale of a Man And a Monkey who must Chase a Student in New Orleans,10.99,2.99,2006,G
TUXEDO MILE,917,3,English,,152,A Boring Drama of a Man And a Forensic Psychologist who must Face a Frisbee in Ancient India,24.99,2.99,2006,R
TWISTED PIRATES,918,4,English,,152,A Touching Display of a Frisbee And a Boat who must Kill a Girl in A MySQL Convention,23.99,4.99,2006,PG
TYCOON GATHERING,919,3,English,,82,A Emotional Display of a Husband And a A Shark who must Succumb a Madman in A Manhattan Penthouse,17.99,4.99,2006,G
UNBREAKABLE KARATE,920,3,English,,62,A Amazing Character Study of a Robot And a Student who must Chase a Robot in Australia,16.99,0.99,2006,G
UNCUT SUICIDES,921,7,English,,172,A Intrepid Yarn of a Explorer And a Pastry Chef who must Pursue a Mad Cow in A U-Boat,29.99,2.99,2006,PG-13
UNDEFEATED DALMATIONS,922,7,English,,107,A Unbelieveable Display of a Crocodile And a Feminist who must Overcome a Moose in An Abandoned Amusement Park,22.99,4.99,2006,PG-13
UNFAITHFUL KILL,923,7,English,,78,A Taut Documentary of a Waitress And a Mad Scientist who must Battle a Technical Writer in New Orleans,12.99,2.99,2006,R
UNFORGIVEN ZOOLANDER,924,7,English,,129,A Taut Epistle of a Monkey And a Sumo Wrestler who must Vanquish a A Shark in A Baloon Factory,15.99,0.99,2006,PG
UNITED PILOT,925,3,English,,164,A Fast-Paced Reflection of a Cat And a Mad Cow who must Fight a Car in The Sahara Desert,27.99,0.99,2006,R
UNTOUCHABLES SUNRISE,926,5,English,,120,A Amazing Documentary of a Woman And a Astronaut who must Outrace a Teacher in An Abandoned Fun House,11.99,2.99,2006,NC-17
UPRISING UPTOWN,927,6,English,,174,A Fanciful Reflection of a Boy And a Butler who must Pursue a Woman in Berlin,16.99,2.99,2006,NC-17
UPTOWN YOUNG,928,5,English,,84,A Fateful Documentary of a Dog And a Hunter who must Pursue a Teacher in An Abandoned Amusement Park,16.99,2.99,2006,PG
USUAL UNTOUCHABLES,929,5,English,,128,A Touching Display of a Explorer And a Lumberjack who must Fight a Forensic Psychologist in A Shark Tank,21.99,4.99,2006,PG-13
VACATION BOONDOCK,930,4,English,,145,A Fanciful Character Study of a Secret Agent And a Mad Scientist who must Reach a Teacher in Australia,23.99,2.99,2006,R
VALENTINE VANISHING,931,7,English,,48,A Thrilling Display of a Husband And a Butler who must Reach a Pastry Chef in California,9.99,0.99,2006,PG-13
VALLEY PACKER,932,3,English,,73,A Astounding Documentary of a Astronaut And a Boy who must Outrace a Sumo Wrestler in Berlin,21.99,0.99,2006,G
VAMPIRE WHALE,933,4,English,,126,A Epic Story of a Lumberjack And a Monkey who must Confront a Pioneer in A MySQL Convention,11.99,4.99,2006,NC-17
VANILLA DAY,934,7,English,,122,A Fast-Paced Saga of a Girl And a Forensic Psychologist who must Redeem a Girl in Nigeria,20.99,4.99,2006,NC-17
VANISHED GARDEN,935,5,English,,142,A Intrepid Character Study of a Squirrel And a A Shark who must Kill a Lumberjack in California,17.99,0.99,2006,R
VANISHING ROCKY,936,3,English,,123,A Brilliant Reflection of a Man And a Woman who must Conquer a Pioneer in A MySQL Convention,21.99,2.99,2006,NC-17
VARSITY TRIP,937,7,English,,85,A Action-Packed Character Study of a Astronaut And a Explorer who must Reach a Monkey in A MySQL Convention,14.99,2.99,2006,NC-17
VELVET TERMINATOR,938,3,English,,173,A Lacklusture Tale of a Pastry Chef And a Technical Writer who must Confront a Crocodile in An Abandoned Amusement Park,14.99,4.99,2006,R
VERTIGO NORTHWEST,939,4,English,,90,A Unbelieveable Display of a Mad Scientist And a Mad Scientist who must Outgun a Mad Cow in Ancient Japan,17.99,2.99,2006,R
VICTORY ACADEMY,940,6,English,,64,A Insightful Epistle of a Mad Scientist And a Explorer who must Challenge a Cat in The Sahara Desert,19.99,0.99,2006,PG-13
VIDEOTAPE ARSENIC,941,4,English,,145,A Lacklusture Display of a Girl And a Astronaut who must Succumb a Student in Australia,10.99,4.99,2006,NC-17
VIETNAM SMOOCHY,942,7,English,,174,A Lacklusture Display of a Butler And a Man who must Sink a Explorer in Soviet Georgia,27.99,0.99,2006,PG-13
VILLAIN DESPERATE,943,4,English,,76,A Boring Yarn of a Pioneer And a Feminist who must Redeem a Cat in An Abandoned Amusement Park,27.99,4.99,2006,PG-13
VIRGIN DAISY,944,6,English,,179,A Awe-Inspiring Documentary of a Robot And a Mad Scientist who must Reach a Database Administrator in A Shark Tank,29.99,4.99,2006,PG-13
VIRGINIAN PLUTO,945,5,English,,164,A Emotional Panorama of a Dentist And a Crocodile who must Meet a Boy in Berlin,22.99,0.99,2006,R
VIRTUAL SPOILERS,946,3,English,,144,A Fateful Tale of a Database Administrator And a Squirrel who must Discover a Student in Soviet Georgia,14.99,4.99,2006,NC-17
VISION TORQUE,947,5,English,,59,A Thoughtful Documentary of a Dog And a Man who must Sink a Man in A Shark Tank,16.99,0.99,2006,PG-13
VOICE PEACH,948,6,English,,139,A Amazing Panorama of a Pioneer And a Student who must Overcome a Mad Scientist in A Manhattan Penthouse,22.99,0.99,2006,PG-13
VOLCANO TEXAS,949,6,English,,157,A Awe-Inspiring Yarn of a Hunter And a Feminist who must Challenge a Dentist in The Outback,27.99,0.99,2006,NC-17
VOLUME HOUSE,950,7,English,,132,A Boring Tale of a Dog And a Woman who must Meet a Dentist in California,12.99,4.99,2006,PG
VOYAGE LEGALLY,951,6,English,,78,A Epic Tale of a Squirrel And a Hunter who must Conquer a Boy in An Abandoned Mine Shaft,28.99,0.99,2006,PG-13
WAGON JAWS,952,7,English,,152,A Intrepid Drama of a Moose And a Boat who must Kill a Explorer in A Manhattan Penthouse,17.99,2.99,2006,PG
WAIT CIDER,953,3,English,,112,A Intrepid Epistle of a Woman And a Forensic Psychologist who must Succumb a Astronaut in A Manhattan Penthouse,9.99,0.99,2006,PG-13
WAKE JAWS,954,7,English,,73,A Beautiful Saga of a Feminist And a Composer who must Challenge a Moose in Berlin,18.99,4.99,2006,G
WALLS ARTIST,955,7,English,,135,A Insightful Panorama of a Teacher And a Teacher who must Overcome a Mad Cow in An Abandoned Fun House,19.99,4.99,2006,PG
WANDA CHAMBER,956,7,English,,107,A Insightful Drama of a A Shark And a Pioneer who must Find a Womanizer in The Outback,23.99,4.99,2006,PG-13
WAR NOTTING,957,7,English,,80,A Boring Drama of a Teacher And a Sumo Wrestler who must Challenge a Secret Agent in The Canadian Rockies,26.99,4.99,2006,G
WARDROBE PHANTOM,958,6,English,,178,A Action-Packed Display of a Mad Cow And a Astronaut who must Kill a Car in Ancient India,19.99,2.99,2006,G
WARLOCK WEREWOLF,959,6,English,,83,A Astounding Yarn of a Pioneer And a Crocodile who must Defeat a A Shark in The Outback,10.99,2.99,2006,G
WARS PLUTO,960,5,English,,128,A Taut Reflection of a Teacher And a Database Administrator who must Chase a Madman in The Sahara Desert,15.99,2.99,2006,G
WASH HEAVENLY,961,7,English,,161,A Awe-Inspiring Reflection of a Cat And a Pioneer who must Escape a Hunter in Ancient China,22.99,4.99,2006,R
WASTELAND DIVINE,962,7,English,,85,A Fanciful Story of a Database Administrator And a Womanizer who must Fight a Database Administrator in Ancient China,18.99,2.99,2006,PG
WATCH TRACY,963,5,English,,78,A Fast-Paced Yarn of a Dog And a Frisbee who must Conquer a Hunter in Nigeria,12.99,0.99,2006,PG
WATERFRONT DELIVERANCE,964,4,English,,61,A Unbelieveable Documentary of a Dentist And a Technical Writer who must Build a Womanizer in Nigeria,17.99,4.99,2006,G
WATERSHIP FRONTIER,965,6,English,,112,A Emotional Yarn of a Boat And a Crocodile who must Meet a Moose in Soviet Georgia,28.99,0.99,2006,G
WEDDING APOLLO,966,3,English,,70,A Action-Packed Tale of a Student And a Waitress who must Conquer a Lumberjack in An Abandoned Mine Shaft,14.99,0.99,2006,PG
WEEKEND PERSONAL,967,5,English,,134,A Fast-Paced Documentary of a Car And a Butler who must Find a Frisbee in A Jet Boat,26.99,2.99,2006,R
WEREWOLF LOLA,968,6,English,,79,A Fanciful Story of a Man And a Sumo Wrestler who must Outrace a Student in A Monastery,19.99,4.99,2006,G
WEST LION,969,4,English,,159,A Intrepid Drama of a Butler And a Lumberjack who must Challenge a Database Administrator in A Manhattan Penthouse,29.99,4.99,2006,G
WESTWARD SEABISCUIT,970,7,English,,52,A Lacklusture Tale of a Butler And a Husband who must Face a Boy in Ancient China,11.99,0.99,2006,NC-17
WHALE BIKINI,971,4,English,,109,A Intrepid Story of a Pastry Chef And a Database Administrator who must Kill a Feminist in A MySQL Convention,11.99,4.99,2006,PG-13
WHISPERER GIANT,972,4,English,,59,A Intrepid Story of a Dentist And a Hunter who must Confront a Monkey in Ancient Japan,24.99,4.99,2006,PG-13
WIFE TURN,973,3,English,,183,A Awe-Inspiring Epistle of a Teacher And a Feminist who must Confront a Pioneer in Ancient Japan,27.99,4.99,2006,NC-17
WILD APOLLO,974,4,English,,181,A Beautiful Story of a Monkey And a Sumo Wrestler who must Conquer a A Shark in A MySQL Convention,24.99,0.99,2006,R
WILLOW TRACY,975,6,English,,137,A Brilliant Panorama of a Boat And a Astronaut who must Challenge a Teacher in A Manhattan Penthouse,22.99,2.99,2006,R
WIND PHANTOM,976,6,English,,111,A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft,12.99,0.99,2006,R
WINDOW SIDE,977,3,English,,85,A Astounding Character Study of a Womanizer And a Hunter who must Escape a Robot in A Monastery,25.99,2.99,2006,R
WISDOM WORKER,978,3,English,,98,A Unbelieveable Saga of a Forensic Psychologist And a Student who must Face a Squirrel in The First Manned Space Station,12.99,0.99,2006,R
WITCHES PANIC,979,6,English,,100,A Awe-Inspiring Drama of a Secret Agent And a Hunter who must Fight a Moose in Nigeria,10.99,4.99,2006,NC-17
WIZARD COLDBLOODED,980,4,English,,75,A Lacklusture Display of a Robot And a Girl who must Defeat a Sumo Wrestler in A MySQL Convention,12.99,4.99,2006,PG
WOLVES DESIRE,981,7,English,,55,A Fast-Paced Drama of a Squirrel And a Robot who must Succumb a Technical Writer in A Manhattan Penthouse,13.99,0.99,2006,NC-17
WOMEN DORADO,982,4,English,,126,A Insightful Documentary of a Waitress And a Butler who must Vanquish a Composer in Australia,23.99,0.99,2006,R
WON DARES,983,7,English,,105,A Unbelieveable Documentary of a Teacher And a Monkey who must Defeat a Explorer in A U-Boat,18.99,2.99,2006,PG
WONDERFUL DROP,984,3,English,,126,A Boring Panorama of a Woman And a Madman who must Overcome a Butler in A U-Boat,20.99,2.99,2006,NC-17
WONDERLAND CHRISTMAS,985,4,English,,111,A Awe-Inspiring Character Study of a Waitress And a Car who must Pursue a Mad Scientist in The First Manned Space Station,19.99,4.99,2006,PG
WONKA SEA,986,6,English,,85,A Brilliant Saga of a Boat And a Mad Scientist who must Meet a Moose in Ancient India,24.99,2.99,2006,NC-17
WORDS HUNTER,987,3,English,,116,A Action-Packed Reflection of a Composer And a Mad Scientist who must Face a Pioneer in A MySQL Convention,13.99,2.99,2006,PG
WORKER TARZAN,988,7,English,,139,A Action-Packed Yarn of a Secret Agent And a Technical Writer who must Battle a Sumo Wrestler in The First Manned Space Station,26.99,2.99,2006,R
WORKING MICROCOSMOS,989,4,English,,74,A Stunning Epistle of a Dentist And a Dog who must Kill a Madman in Ancient China,22.99,4.99,2006,R
WORLD LEATHERNECKS,990,3,English,,171,A Unbelieveable Tale of a Pioneer And a Astronaut who must Overcome a Robot in An Abandoned Amusement Park,13.99,0.99,2006,PG-13
WORST BANGER,991,4,English,,185,A Thrilling Drama of a Madman And a Dentist who must Conquer a Boy in The Outback,26.99,2.99,2006,PG
WRATH MILE,992,5,English,,176,A Intrepid Reflection of a Technical Writer And a Hunter who must Defeat a Sumo Wrestler in A Monastery,17.99,0.99,2006,NC-17
WRONG BEHAVIOR,993,6,English,,178,A Emotional Saga of a Crocodile And a Sumo Wrestler who must Discover a Mad Cow in New Orleans,10.99,2.99,2006,PG-13
WYOMING STORM,994,6,English,,100,A Awe-Inspiring Panorama of a Robot And a Boat who must Overcome a Feminist in A U-Boat,29.99,4.99,2006,PG-13
YENTL IDAHO,995,5,English,,86,A Amazing Display of a Robot And a Astronaut who must Fight a Womanizer in Berlin,11.99,4.99,2006,R
YOUNG LANGUAGE,996,6,English,,183,A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station,9.99,0.99,2006,G
YOUTH KICK,997,4,English,,179,A Touching Drama of a Teacher And a Cat who must Challenge a Technical Writer in A U-Boat,14.99,0.99,2006,NC-17
ZHIVAGO CORE,998,6,English,,105,A Fateful Yarn of a Composer And a Man who must Face a Boy in The Canadian Rockies,10.99,0.99,2006,NC-17
ZOOLANDER FICTION,999,5,English,,101,A Fateful Reflection of a Waitress And a Boat who must Discover a Sumo Wrestler in Ancient China,28.99,2.99,2006,R
ZORRO ARK,1000,3,English,,50,A Intrepid Panorama of a Mad Scientist And a Boy who must Redeem a Boy in A Monastery,18.99,4.99,2006,NC-17
