curated_by,assay_tissue,assay_id,assay_strain,src_assay_id,tid,doc_id,relationship_type,assay_category,description,assay_subcellular_fraction,bao_format,assay_type,assay_test_type,chembl_id,src_id,tissue_id,variant_id,assay_tax_id,assay_cell_type,confidence_score,cell_id,assay_organism
Autocuration,,991.0,,,51.0,15042.0,H,,Maximum binding affinity was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,,BAO_0000019,F,,CHEMBL616034,1.0,,,,,8.0,,
Autocuration,,992.0,,,51.0,15042.0,H,,Maximum binding affinity was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,,BAO_0000019,F,,CHEMBL616035,1.0,,,,,8.0,,
Autocuration,,993.0,,,51.0,15042.0,H,,Maximum binding affinity was evaluated as ([35S]GTP binding on cloned human 5-hydroxytryptamine 1A receptor,,BAO_0000019,F,,CHEMBL616036,1.0,,,,,8.0,,
Autocuration,,994.0,,,51.0,15042.0,H,,Agonist efficacy was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,,BAO_0000019,F,,CHEMBL616037,1.0,,,,,8.0,,
Autocuration,,995.0,,,51.0,15042.0,H,,Agonist efficacy was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,,BAO_0000019,F,,CHEMBL616038,1.0,,,,,8.0,,
Autocuration,,996.0,,,51.0,15042.0,H,,Agonist efficacy was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,,BAO_0000019,F,,CHEMBL616039,1.0,,,,,8.0,,
Autocuration,,997.0,,,51.0,15042.0,H,,Agonist efficacy was evaluated as [35S]GTP binding on cloned human 5-hydroxytryptamine 1A receptor,,BAO_0000019,F,,CHEMBL616040,1.0,,,,,8.0,,
Expert,,998.0,,,51.0,15180.0,D,,Concentration required to obtain 50% maximal stimulation of [35S]GTP gamma-S binding to human cloned 5-HT1A receptors of cell membranes from HeLa cells,,BAO_0000219,F,,CHEMBL616041,1.0,,,9606.0,HeLa,9.0,308.0,Homo sapiens
Expert,,999.0,,,51.0,15180.0,D,,Negative logarithm of concentration required to obtain 50% maximal stimulation of [35S]GTP gamma-S binding to human cloned 5-HT1A receptors of cell membranes from HeLa cells,,BAO_0000219,F,,CHEMBL616042,1.0,,,9606.0,HeLa,9.0,308.0,Homo sapiens
Expert,,1000.0,,,51.0,15180.0,D,,Negative logarithm of concentration required to obtain 50% maximal stimulation of [35S]GTP gamma-S binding to human cloned 5-HT1A receptors of cell membranes from HeLa cells,,BAO_0000219,F,,CHEMBL616043,1.0,,,9606.0,HeLa,9.0,308.0,Homo sapiens
Autocuration,,1001.0,,,51.0,16245.0,H,,"Potency (pD2) for the stimulation of [35S]GTP-gamma-S, binding on 5-hydroxytryptamine 1A receptor",,BAO_0000019,F,,CHEMBL616044,1.0,,,,,8.0,,
Autocuration,,1002.0,,,51.0,16026.0,H,,"Ability to influence the binding of [35S]GTP-gamma-S, to HeLa cell membranes expressing the human 5-hydroxytryptamine 1A receptor",,BAO_0000019,F,,CHEMBL616045,1.0,,,,,8.0,,
Autocuration,,1003.0,,,51.0,17296.0,H,,Binding affinity against human 5-hydroxytryptamine 1A receptors HEK 293 cell membranes using [35S]GTP gamma-S,,BAO_0000219,F,,CHEMBL616046,1.0,,,,HEK293,8.0,722.0,
Autocuration,,1004.0,,,51.0,2759.0,H,,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor expressed in CHO cells (experiment 2),,BAO_0000219,F,,CHEMBL616047,1.0,,,,CHO,8.0,449.0,
Autocuration,,1005.0,,,51.0,2759.0,H,,Compound was tested for its potency against human 5-hydroxytryptamine 1A receptor expressed in CHO cells,,BAO_0000219,F,,CHEMBL616048,1.0,,,,CHO,8.0,449.0,
Expert,,1006.0,,,51.0,2759.0,D,,Potency against human 5-hydroxytryptamine 1A receptor expressed in CHO cells (experiment 1),,BAO_0000219,F,,CHEMBL616049,1.0,,,9606.0,CHO,9.0,449.0,Homo sapiens
Autocuration,,1007.0,,,51.0,2759.0,H,,Compound was tested for its potency against human 5-hydroxytryptamine 1A receptor expressed in CHO cells (experiment 2),,BAO_0000219,F,,CHEMBL616050,1.0,,,,CHO,8.0,449.0,
Expert,,1008.0,,,51.0,15419.0,H,,In vitro effective concentration required to inhibit forskolin-stimulated cAMP levels in HA7 cells expressing human 5-HT1A receptor,,BAO_0000219,F,,CHEMBL616051,1.0,,,,,8.0,,
Autocuration,,1009.0,,,51.0,15419.0,H,,In vitro effective concentration required to inhibit forskolin-stimulated cAMP levels in HA7 cells expressing human 5-HT1A receptor; Not tested,,BAO_0000219,F,,CHEMBL616212,1.0,,,,,8.0,,
Autocuration,,1010.0,,,51.0,16026.0,H,,"ability to influence the binding of [35S]GTP-gamma-S, to HeLa cell membranes expressing the human 5-hydroxytryptamine 1A receptor",,BAO_0000019,F,,CHEMBL616213,1.0,,,,,8.0,,
Expert,,1011.0,,,51.0,1414.0,H,,Ability to bind to 5-hydroxytryptamine 1A receptor from cloned human expressed in Ha7 cells,,BAO_0000219,B,In vitro,CHEMBL616214,1.0,,,,,8.0,,
Expert,,1012.0,,,51.0,1414.0,H,,Ability to bind to 5-hydroxytryptamine 1A receptor subtype from cloned human expressed in Ha7 cells,,BAO_0000219,B,In vitro,CHEMBL616215,1.0,,,,,8.0,,
Autocuration,,1013.0,,,51.0,12861.0,H,,Binding activity radioligand.,,BAO_0000357,B,,CHEMBL616216,1.0,,,,,8.0,,
Autocuration,,1014.0,,,51.0,12861.0,H,,Binding activity against 5-hydroxytryptamine 3 receptor from rat cortex homogenate using [3H]-Q-ICS 205-930 as radioligand.,,BAO_0000019,B,,CHEMBL616217,1.0,,,,,8.0,,
Autocuration,,1015.0,,,51.0,5104.0,H,,Binding affinity for human cloned 5-hydroxytryptamine 1A receptor,,BAO_0000357,B,,CHEMBL616218,1.0,,,,,8.0,,
Autocuration,,1016.0,,,51.0,5105.0,H,,Binding affinity for human cloned 5-hydroxytryptamine 1A receptor,,BAO_0000357,B,,CHEMBL616219,1.0,,,,,8.0,,
Autocuration,,1017.0,,,51.0,16312.0,H,,binding affinity towards human recombinant 5-hydroxytryptamine 1A receptor,,BAO_0000357,B,,CHEMBL616220,1.0,,,,,8.0,,
Expert,,1018.0,,,51.0,15180.0,D,,Displacement of [3H]8-hydroxy-2-(di-n-propylamino)tetralin from human 5-hydroxytryptamine 1A receptor,,BAO_0000357,B,,CHEMBL833493,1.0,,,9606.0,,9.0,,Homo sapiens
Autocuration,,1019.0,,,51.0,5033.0,H,,Ability to displace the radioligand [3H]-8-OH-DPAT from human 5-hydroxytryptamine 1A receptor,,BAO_0000357,B,,CHEMBL616221,1.0,,,,,8.0,,
Expert,,1020.0,,,51.0,16909.0,D,,Affinity constant on CHO cells expressing Human recombinant 5-hydroxytryptamine receptor 1A,,BAO_0000219,B,,CHEMBL616222,1.0,,,9606.0,CHO,9.0,449.0,Homo sapiens
Autocuration,,1021.0,,,51.0,2590.0,H,,Antagonistic affinity against cloned human 5-hydroxytryptamine 1A receptor,,BAO_0000019,F,,CHEMBL616223,1.0,,,,,8.0,,
Autocuration,,1022.0,,,51.0,2590.0,H,,Antagonistic affinity against cloned human 5-hydroxytryptamine 1A receptor; Not determined,,BAO_0000019,F,,CHEMBL616224,1.0,,,,,8.0,,
Expert,,1023.0,,,51.0,16394.0,H,,Binding affinity at human 5-hydroxytryptamine 1A receptor by inhibition of [3H]8-OH-DPAT binding in Chinese hamster ovary cell line,,BAO_0000019,B,,CHEMBL616225,1.0,,,,,8.0,,
Expert,,1024.0,,,51.0,4540.0,D,,Binding affinity to human cloned 5-hydroxytryptamine 1A receptor in HEK 293 cells using [3H]-8-OH- DPAT as radioligand,,BAO_0000219,B,,CHEMBL616226,1.0,,,9606.0,HEK293,9.0,722.0,Homo sapiens
Autocuration,,1025.0,,,51.0,17296.0,H,,Binding affinity against 5-hydroxytryptamine 1A human cloned receptors in HEK293 cells,,BAO_0000219,B,,CHEMBL616227,1.0,,,,HEK293,8.0,722.0,
Autocuration,,1026.0,,,51.0,17296.0,H,,Binding affinity against 5-hydroxytryptamine 1A human cloned receptors in HEK293 cells using [3H]8-OH-DPAT as radioligand,,BAO_0000219,B,,CHEMBL616228,1.0,,,,HEK293,8.0,722.0,
Autocuration,,1027.0,,,51.0,15779.0,H,,Binding affinity towards 5-hydroxytryptamine 1A receptor (human cloned receptor) in HEK293 cells using [3H]8-OH-DPAT as radioligand;,,BAO_0000219,B,,CHEMBL616229,1.0,,,,HEK293,8.0,722.0,
Autocuration,,1028.0,,,51.0,15779.0,H,,Binding affinity towards 5-hydroxytryptamine 1A receptor (human cloned receptor) in HEK293 cells using [3H]8-OH-DPAT as radioligand; ND means no data,,BAO_0000219,B,,CHEMBL616230,1.0,,,,HEK293,8.0,722.0,
Autocuration,,1029.0,,,51.0,15779.0,H,,Binding affinity towards 5-hydroxytryptamine 1A receptor (human cloned receptor) in HEK293 cells using [3H]8-OH-DPAT as radioligand;ND means no data.,,BAO_0000219,B,,CHEMBL616231,1.0,,,,HEK293,8.0,722.0,
Autocuration,,1030.0,,,51.0,6166.0,H,,Binding affinity towards 5-hydroxytryptamine 1A receptor in human using [3H]8-OH-DPAT as radioligand,,BAO_0000357,B,,CHEMBL616232,1.0,,,,,8.0,,
Autocuration,,1031.0,,,51.0,15779.0,H,,Binding affinity towards 5-hydroxytryptamine 1A receptor (human cloned receptor) in HEK293 cells using [3H]8-OH-DPAT as radioligand;,,BAO_0000219,B,,CHEMBL616233,1.0,,,,HEK293,8.0,722.0,
Autocuration,,1032.0,,,51.0,4199.0,H,,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1A receptor in HEK 293 cells using [3H]8-OH-DPAT as the radioligand,,BAO_0000219,B,,CHEMBL857973,1.0,,,,HEK293,8.0,722.0,
Autocuration,,1033.0,,,51.0,15316.0,H,,Compound was evaluated for its ability to displace [3H]8-OH-DPAT binding from human 5-hydroxytryptamine 1A receptor in mammalian cells,,BAO_0000219,B,,CHEMBL616234,1.0,,,,,8.0,,
Autocuration,,1034.0,,,51.0,14875.0,H,,Compound was tested for binding affinity against human 5-hydroxytryptamine 1A receptor,,BAO_0000357,B,,CHEMBL616235,1.0,,,,,8.0,,
Expert,,1035.0,,,51.0,14727.0,H,,Binding affinity at human cloned 5-hydroxytryptamine 1A receptor expressed in HeLa cells by [3H]8-hydroxy-2-(di-n-propylamino)tetraline displacement.,,BAO_0000219,B,,CHEMBL616236,1.0,,,,HeLa,8.0,308.0,
Expert,,1036.0,,,51.0,14727.0,H,,Binding affinity at native 5-hydroxytryptamine 1A receptor in rat by [3H]8-hydroxy-2-(di-n-propylamino)tetraline displacement.,,BAO_0000019,B,,CHEMBL616237,1.0,,,,,8.0,,
Autocuration,,1037.0,,,51.0,15146.0,H,,Compound was tested for its binding affinity against 5-hydroxytryptamine 1A receptor in human cloned receptors in HEK 293 cells using [3H]8-OH-DPAT,,BAO_0000219,B,,CHEMBL616238,1.0,,,,HEK293,8.0,722.0,
Autocuration,,1038.0,,,51.0,5213.0,H,,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1A receptor in HEK 293 using [3H]5-CT as a radioligand,,BAO_0000219,B,,CHEMBL616239,1.0,,,,HEK293,8.0,722.0,
Autocuration,,1039.0,,,51.0,16429.0,H,,In vitro binding affinity at human recombinant 5-hydroxytryptamine 1A receptor in mammalian cells using 3[H]8-OH-DPAT as the radioligand,,BAO_0000219,B,,CHEMBL616240,1.0,,,,,8.0,,
Expert,,1040.0,,,51.0,15042.0,D,,The binding affinity was evaluated on cloned human 5-hydroxytryptamine 1A receptor expressed in HeLa cells by using DPAT as radioligand.,,BAO_0000219,B,,CHEMBL616241,1.0,,,9606.0,HeLa,9.0,308.0,Homo sapiens
Autocuration,,1041.0,,,51.0,14818.0,H,,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1A receptor in HEK 293 cells using [3H]8-OH-DPAT.,,BAO_0000219,B,,CHEMBL616242,1.0,,,,HEK293,8.0,722.0,
Autocuration,,1042.0,,,51.0,4829.0,H,,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1A receptor in HEK293 cells, using [3H]8-OH-DPAT as radioligand",,BAO_0000219,B,,CHEMBL616243,1.0,,,,HEK293,8.0,722.0,
Expert,,1043.0,,,51.0,17200.0,D,,In vitro inhibitory concentration required against [3H]8-OH-DPAT binding to cloned human 5-hydroxytryptamine 1A receptor,,BAO_0000357,B,,CHEMBL616244,1.0,,,,,9.0,,
Autocuration,,1044.0,,,51.0,13051.0,D,,The compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1A receptor,,BAO_0000357,B,,CHEMBL616245,1.0,,,9606.0,,9.0,,Homo sapiens
Autocuration,,1045.0,,,106.0,5486.0,H,,Binding affinity towards 5-HT1B receptor by the displacement of [3H]-5-CT] in human recombinant receptors in mammalian cell,,BAO_0000357,B,,CHEMBL616246,1.0,,,,,8.0,,
Autocuration,,1046.0,,,105.0,5254.0,H,,Binding affinity against 5-HT1D receptor,,BAO_0000357,B,,CHEMBL616247,1.0,,,,,8.0,,
Autocuration,,1047.0,,,105.0,5254.0,H,,Binding affinity against 5-hydroxytryptamine 1A receptor,,BAO_0000357,B,,CHEMBL616248,1.0,,,,,8.0,,
Autocuration,,1048.0,,,107.0,15331.0,H,,Affinity of compound towards 5-hydroxytryptamine 1A receptor was evaluated using radioligand binding technique,,BAO_0000357,B,,CHEMBL616249,1.0,,,,,8.0,,
Autocuration,,1049.0,,,10576.0,13506.0,H,,Binding affinity against serotonin 5-hydroxytryptamine 1A receptor using radioligand [3H]8-OH-DPAT binding assay,,BAO_0000357,B,,CHEMBL616250,1.0,,,9606.0,,8.0,,Homo sapiens
Autocuration,,1050.0,,,51.0,15267.0,H,,Inhibition of [3H]- 8-OH-DAPT binding against human recombinant 5-hydroxytryptamine 1A receptor,,BAO_0000357,B,,CHEMBL616251,1.0,,,,,8.0,,
Autocuration,,1051.0,,,11863.0,16616.0,H,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice 15 min after administration of the compound,,BAO_0000218,F,In vivo,CHEMBL616252,1.0,,,,,8.0,,
Autocuration,,1052.0,,,11863.0,16616.0,H,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice 30 min after administration of the compound,,BAO_0000218,F,In vivo,CHEMBL616253,1.0,,,,,8.0,,
Autocuration,,1053.0,,,11863.0,16616.0,H,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice 60 min after administration of the compound,,BAO_0000218,F,In vivo,CHEMBL616254,1.0,,,,,8.0,,
Expert,,1054.0,,,11863.0,16616.0,D,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 10 mg/kg after 15 min,,BAO_0000218,F,,CHEMBL616255,1.0,,,10090.0,,9.0,,Mus musculus
Expert,,1055.0,,,11863.0,16616.0,D,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 10 mg/kg after 30 min,,BAO_0000218,F,,CHEMBL832872,1.0,,,10090.0,,9.0,,Mus musculus
Expert,,1056.0,,,11863.0,16616.0,D,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 10 mg/kg after 60 min,,BAO_0000218,F,,CHEMBL616256,1.0,,,10090.0,,9.0,,Mus musculus
Expert,,1057.0,,,11863.0,16616.0,D,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 1 mg/kg after 15 min,,BAO_0000218,F,,CHEMBL616257,1.0,,,10090.0,,9.0,,Mus musculus
Expert,,1058.0,,,11863.0,16616.0,D,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 1 mg/kg after 30 min,,BAO_0000218,F,,CHEMBL616258,1.0,,,10090.0,,9.0,,Mus musculus
Expert,,1059.0,,,11863.0,16616.0,D,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 1 mg/kg after 60 min,,BAO_0000218,F,,CHEMBL616384,1.0,,,10090.0,,9.0,,Mus musculus
Autocuration,Hippocampus,1060.0,,,11863.0,10297.0,H,,Hill number was determined for inhibition of of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in mouse hippocampus,,BAO_0000221,B,,CHEMBL616385,1.0,10000000.0,,,,8.0,,
Expert,,1061.0,,,11863.0,13704.0,H,,Inhibitory activity against serotonin 5-hydroxytryptamine 1A receptor from mice.,,BAO_0000357,B,,CHEMBL616386,1.0,,,,,8.0,,
Expert,Hippocampus,1062.0,,,11863.0,10297.0,D,,Inhibitory activity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in mouse hippocampus,,BAO_0000221,B,,CHEMBL616387,1.0,10000000.0,,10090.0,,9.0,,Mus musculus
Autocuration,Hippocampus,1063.0,,,11863.0,10297.0,H,,Binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in mouse hippocampus; Not determined,,BAO_0000221,B,,CHEMBL616388,1.0,10000000.0,,,,8.0,,
Expert,Hippocampus,1064.0,,,11863.0,10297.0,D,,Binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in mouse hippocampus,,BAO_0000221,B,,CHEMBL616389,1.0,10000000.0,,10090.0,,9.0,,Mus musculus
Autocuration,Hippocampus,1065.0,,,11863.0,10297.0,H,,Binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in mouse hippocampus; Not determined,,BAO_0000221,B,,CHEMBL616390,1.0,10000000.0,,,,8.0,,
Autocuration,,1066.0,,,11863.0,217.0,H,,Compound was tested for binding affinity to 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as a radioligand,,BAO_0000357,B,,CHEMBL616391,1.0,,,,,8.0,,
Expert,Hippocampus,1067.0,,,11863.0,10297.0,D,,Hill number was determined for inhibition of of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in mouse hippocampus,,BAO_0000221,B,,CHEMBL616392,1.0,10000000.0,,10090.0,,9.0,,Mus musculus
Autocuration,,1068.0,,,51.0,4921.0,H,,Ability to displace [3H]8-OH-DPAT radioligand from porcine 5-hydroxytryptamine 1A receptor,,BAO_0000357,B,,CHEMBL616393,1.0,,,9823.0,,8.0,,Sus scrofa
Autocuration,,1069.0,,,51.0,4921.0,H,,Ability to displace [3H]8-OH-DPAT radioligand from porcine 5-hydroxytryptamine 1A receptor; ND denotes not determined,,BAO_0000357,B,,CHEMBL616394,1.0,,,9823.0,,8.0,,Sus scrofa
Autocuration,,1070.0,,,51.0,4996.0,H,,Binding affinity of compound measured for 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT-labeled porcine brain homogenates,,BAO_0000019,B,,CHEMBL616395,1.0,,,9823.0,,8.0,,Sus scrofa
Autocuration,,1071.0,,,51.0,12918.0,H,,Compound was evaluated for the binding affinity at 5- HT1A receptor,,BAO_0000357,B,,CHEMBL616396,1.0,,,9823.0,,8.0,,Sus scrofa
Autocuration,,1072.0,,,51.0,5333.0,H,,Compound was tested in vitro for its ability to compete with [3H]8-OH-DPAT at 5-hydroxytryptamine 1A receptor in porcine brain homogenate,,BAO_0000019,B,,CHEMBL872907,1.0,,,9823.0,,8.0,,Sus scrofa
Autocuration,,1073.0,,,51.0,4437.0,H,,In vitro for its ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in porcine brain homogenate,,BAO_0000019,B,,CHEMBL616397,1.0,,,9823.0,,8.0,,Sus scrofa
Autocuration,,1074.0,,,51.0,1742.0,H,,Compound was tested for its ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in pig cortex,,BAO_0000019,B,,CHEMBL616398,1.0,,,9823.0,,8.0,,Sus scrofa
Expert,,1075.0,,,51.0,16688.0,H,,Displacement of [3H]- 8-OH-DPAT from porcine 5-hydroxytryptamine 1A receptor,,BAO_0000357,B,,CHEMBL616399,1.0,,,9823.0,,8.0,,Sus scrofa
Autocuration,,1076.0,,,51.0,12861.0,H,,Binding activity radioligand.,,BAO_0000357,B,,CHEMBL857065,1.0,,,9823.0,,8.0,,Sus scrofa
Expert,,1077.0,,,51.0,12861.0,H,,Binding activity against 5-hydroxytryptamine 1A receptor from pig cortex membrane using [3H]8-OH-DPAT-HT as radioligand.,,BAO_0000019,B,,CHEMBL616400,1.0,,,9823.0,,8.0,,Sus scrofa
Autocuration,,1078.0,,,51.0,12861.0,H,,Binding activity against 5-hydroxytryptamine 1A receptor from pig cortex membrane using [3H]8-OH-DPAT-HT as radioligand.,,BAO_0000019,B,,CHEMBL616401,1.0,,,9823.0,,8.0,,Sus scrofa
Expert,,1079.0,,,10624.0,12490.0,H,,Displacement of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor from pig cortex,,BAO_0000019,B,,CHEMBL616402,1.0,,,,,8.0,,
Expert,,1080.0,,,51.0,11828.0,H,,Displacement of [3H]8-OH-DPAT from pig cortex 5-hydroxytryptamine 1A receptor,,BAO_0000019,B,,CHEMBL616403,1.0,,,9823.0,,8.0,,Sus scrofa
Autocuration,Hippocampus,1081.0,,,51.0,11866.0,H,,Binding affinity for 5-hydroxytryptamine 1A receptor in piglet hippocampus using [3H]8-OH-DPAT,,BAO_0000221,B,,CHEMBL616404,1.0,10000000.0,,9823.0,,8.0,,Sus scrofa
Autocuration,,1082.0,,,51.0,12827.0,H,,Binding affinity towards 5-hydroxytryptamine 1A receptor in pig frontal cortex membranes using [8H]-OH-DPAT,,BAO_0000249,B,,CHEMBL616405,1.0,,,9823.0,,8.0,,Sus scrofa
Autocuration,,1083.0,,,51.0,12918.0,H,,Binding affinity was evaluated by 5-hydroxytryptamine 1A receptor agonism in the pig cortex by displacing 8-OH-DPAT,,BAO_0000019,B,,CHEMBL616406,1.0,,,9823.0,,8.0,,Sus scrofa
Expert,,1084.0,,,51.0,12919.0,H,,Agonistic activity against 5-hydroxytryptamine 1A receptor in pig cortex using [3H]8-OH-DPAT,,BAO_0000019,F,,CHEMBL616407,1.0,,,9823.0,,8.0,,Sus scrofa
Autocuration,,1085.0,,,51.0,13047.0,H,,Binding affinity against 5-hydroxytryptamine 1 receptor using rabbit jugular vein assay in the presence of endothelium,,BAO_0000019,B,,CHEMBL616408,1.0,,,9986.0,,8.0,,Oryctolagus cuniculus
Expert,,1086.0,,,10576.0,15796.0,D,,Inhibition activity against 5-hydroxytryptamine 1A receptor in rat hippocampus membranes using radio binding assays,,BAO_0000249,B,,CHEMBL616409,1.0,,,10116.0,,9.0,,Rattus norvegicus
Expert,Hippocampus,1087.0,,,10576.0,3651.0,D,,"Inhibition of [3H]8-hydroxy-2-dipropylamino-1,2,3,4-tetrahydronaphthalene binding to 5-hydroxytryptamine 1A receptor in hippocampus region of rat brain; Less active",,BAO_0000221,B,,CHEMBL616410,1.0,10000000.0,,10116.0,,9.0,,Rattus norvegicus
Autocuration,,1088.0,,,10576.0,188.0,H,,Tested for the effect on binding at 5-hydroxytryptamine 1A receptor; No activity,,BAO_0000357,B,,CHEMBL616411,1.0,,,,,8.0,,
Expert,,1089.0,,,10576.0,16616.0,D,,"Antagonist activity to stimulate binding of [35S]GTP-gamma-S, to 5-hydroxytryptamine 1A receptor in isolated rat hippocampal membranes",Membranes,BAO_0000249,F,,CHEMBL616412,1.0,,,10116.0,,9.0,,Rattus norvegicus
Expert,Hippocampus,1090.0,,,10576.0,16616.0,D,,"Inhibition of (+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding in rat hippocampal membranes",Membranes,BAO_0000249,F,,CHEMBL616413,1.0,10000000.0,,10116.0,,9.0,,Rattus norvegicus
Autocuration,Hippocampus,1091.0,,,10576.0,12306.0,H,,The binding of [125I]MPPI ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,,BAO_0000221,B,,CHEMBL616414,1.0,10000000.0,,,,8.0,,
Expert,Hippocampus,1092.0,,,10576.0,17167.0,D,,Binding affinity for rat hippocampus 5-hydroxytryptamine 1A receptor by inhibition of [3H]8-OH-DPAT binding,,BAO_0000221,B,,CHEMBL616415,1.0,10000000.0,,10116.0,,9.0,,Rattus norvegicus
Autocuration,,1093.0,,,10576.0,14776.0,H,,Binding affinity measured at the 5-hydroxytryptamine 1A receptor by the inhibition of [3H]8-OH-DPAT binding to rat cortex using unlabeled buspirone for nonspecific binding.,,BAO_0000019,B,,CHEMBL616416,1.0,,,,,8.0,,
