assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type,assay_subcellular_fraction
2692,16633,Compound was evaluated for the percentage of rats disrupted following a dose of 0.04 mg/kg and 0.097 uM/kg,B,,,,,,,,
2693,16633,Compound was evaluated for the percentage of rats disrupted following a dose of 0.08 mg/kg and 0.194 uM/kg,B,,,,,,,,
2694,15026,Ratio of pKi of 5-HT2A to that of 5-HT2C receptor,B,,,,,,,,
2695,15026,Ratio of pKi of 5-HT2A to that of D2 receptor,B,,,,,,,,
2696,16404,Selectivity ratio towards KB of 5-hydroxytryptamine 2A receptor to 5-hydroxytryptamine 2B receptor,B,,,,,,,,
2697,16404,Selectivity ratio towards KB of 5-hydroxytryptamine 2A receptor to 5-hydroxytryptamine 2B receptor,B,,,,,,,,
2698,16404,Selectivity ratio towards Ki of 5-hydroxytryptamine 2A receptor to 5-hydroxytryptamine 2C receptor,B,,,,,,,,
2699,16404,Selectivity ratio towards Ki of 5-hydroxytryptamine 2A receptor to 5-hydroxytryptamine 2C receptor; ND is no data,B,,,,,,,,
2700,16326,Percent maximal 5-HT stimulation at cloned rat 5-hydroxytryptamine 2A receptor (phosphoinositide hydrolysis study) at a conc of 100 uM,B,,,,,,,,
2701,15847,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 2A receptor of rat,F,,,,,,,,
2702,15847,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 2A receptor of rat; ND means not done,F,,,,,,,,
2703,15329,Effectiveness of compound in blocking 5-hydroxytryptamine 2A receptor-mediated contractions of rat tail artery,F,,,,,,,,
2704,16404,Negative log concentration of antagonist on 5-hydroxytryptamine 2A receptor in rat thoracic aorta,F,,,,,,Thoracic aorta,,
2705,16404,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2A receptor of Rat thoracic aorta,F,,,,,,Thoracic aorta,,
2706,16404,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2A receptor of Rat thoracic aorta; ND is not determined.,F,,,,,,Thoracic aorta,,
2707,12861,Binding activity radioligand.,B,,,,,,,,
2708,12861,Binding activity against 5-hydroxytryptamine 2C receptor from pig cortex membrane using [3H]mesulergine as radioligand.,B,,,,,,,,
2709,12861,Binding activity against 5-hydroxytryptamine 2C receptor from pig cortex membrane using [3H]mesulergine as radioligand; NA Not Available,B,,,,,,,,
2710,12490,Displacement of [3H]DOB binding to 5-hydroxytryptamine 2A receptor from rat cortex homogenate,B,,,,,,,,
2711,12827,Binding affinity towards 5-hydroxytryptamine 3 receptor in membranes of N1E-115 neuroblastoma cells using [3H]-ICS 205-930,B,,,,,,,N1E-115,
2712,12827,Binding affinity towards 5-hydroxytryptamine 3 receptor in membranes of N1E-115 neuroblastoma cells using [3H]-ICS 205-930; Not determined,B,,,,,,,N1E-115,
2713,12918,Binding affinity was evaluated by 5-hydroxytryptamine 2A receptor agonism in the rat cortex by displacing ketanserin,B,,,,,,,,
2714,12919,Agonistic activity against 5-hydroxytryptamine 2A receptor in rat cortex using [3H]-ketanserin,F,,,Rattus norvegicus,10116.0,,,,
2715,17723,Binding affinity towards human serotonin 5-hydroxytryptamine 2C receptor,B,,,,,,,,
2716,6013,Binding affinity towards 5-hydroxytryptamine 2C receptor,B,,,,,,,,
2717,16293,Binding affinity towards human 5-hydroxytryptamine 2C receptor,B,,,,,,,,
2718,3857,Binding affinity using [125I]DOI as radioligand with membranes isolated from a CHO-k cell line expressing the human 5-hydroxytryptamine 2C receptor,B,,,,,,,,
2719,3857,Binding affinity using [125I]DOI as radioligand with membranes isolated from a CHO-k cell line expressing the human 5-hydroxytryptamine 2C receptor; Not determined,B,,,,,,,,
2720,3857,Binding affinity using [3H]mesulergine as radioligand with receptor membranes isolated from a CHO-k cell line expressing the human 5-hydroxytryptamine 2C receptor,B,,,,,,,,
2721,15363,Compound was tested for the displacement of [125I]DOI from cloned human 5-hydroxytryptamine 2C receptor,B,,,,,,,,
2722,15363,Compound was tested for the displacement of [125I]DOI from cloned human 5-hydroxytryptamine 2C receptor,B,,,,,,,,
2723,16441,Tested on transfected cell membranes selectively expressing human 5-hydroxytryptamine 2C receptor using [3H]mesulergine,B,,,,,,,,
2724,16441,Tested on transfected cell membranes selectively expressing human 5-hydroxytryptamine 2C receptor using [3H]-mesulergine; ND is No Data.,B,,,,,,,,
2725,4176,In vitro binding affinity towards human 5-hydroxytryptamine 2C receptor expressed in HEK293 cells was determined using [3H]mesulergine as radioligand,B,,,,,,,HEK293,
2726,17085,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 2C receptor,B,,,,,,,,
2727,17200,Inhibitory constant against cloned human 5-hydroxytryptamine 2C receptor using with [125I]- DOI radioligand,B,,,Homo sapiens,9606.0,,,,
2728,5088,Binding affinity towards human 5-hydroxytryptamine 2C receptor.,B,,,,,,,,
2729,5088,Tested for binding affinity towards human 5-hydroxytryptamine 2C receptor using [3H]DOB as radioligand,B,,,,,,,,
2730,5088,Tested for binding affinity towards human 5-hydroxytryptamine 2C receptor using [3H]mesulergine as radioligand,B,,,,,,,,
2731,5088,Tested for binding affinity towards human 5-hydroxytryptamine 2C receptor using [3H]5-HT as radioligand,B,,,,,,,,
2732,16659,Binding affinity for displacement of [3H]mesulergine to human 5-hydroxytryptamine 2C receptor stably expressed in CHO cells,B,,,,,,,CHO,
2733,16659,Binding affinity for displacement of [3H]mesulergine to human 5-hydroxytryptamine 2C receptor stably expressed in CHO cells; ND is no data,B,,,,,,,CHO,
2734,17451,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 2C receptor expressed in 3T3 cells using [3H]5-HT as radioligand; Not determined,B,,,,,,,NIH3T3,
2735,6857,Relative efficacy against human 5-hydroxytryptamine 2B receptor expressed in CHO cells using fluorometric imaging plate reader relative to 10 uM 5-HT,F,,,Homo sapiens,9606.0,,,CHO,
2736,3857,Inhibitory activity using [3H]mesulergine as radioligand with receptor membranes isolated from a CHO-k cell line expressing the human 5-hydroxytryptamine 2C receptor at a concentration of 1 uM,B,,,,,,,,
2737,12861,Binding activity radioligand.,B,,,,,,,,
2738,12861,Binding activity against 5-hydroxytryptamine 2C receptor from human brain cortex using [3H]mesulergine as radioligand.,B,,,,,,,,
2739,5104,Binding affinity for human cloned 5-hydroxytryptamine 2C receptor expressed in CHO cells using [3H]mesulergine as radioligand,B,,,,,,,CHO,
2740,5105,Binding affinity at human cloned 5-hydroxytryptamine 2C receptor expressed in CHO cells by [3H]mesulergine displacement.,B,,,,,,,CHO,
2741,5105,Binding affinity for human cloned 5-hydroxytryptamine 2C receptor expressed in CHO cells using [3H]mesulergine as radioligand; NT means not tested,B,,,,,,,CHO,
2742,5254,Binding affinity against 5-HT2C receptor,B,,,,,,,,
2743,13267,Antagonistic binding affinity measured against 5-hydroxytryptamine 2C receptor (human clone expressed in 293 cells) using [3H]mesulergine as radioligand,B,,,,,,,HEK293,
2744,14157,Displacement of [3H]mesulergine from 5-hydroxytryptamine 2C receptor expressed in HEK 293 cells,B,,,Homo sapiens,9606.0,,,HEK293,
2745,12936,Binding affinity against human 5-hydroxytryptamine 2C receptor expressed in 293 cells using [3H]mesulergine,B,,,Homo sapiens,9606.0,,,HEK293,
2746,14068,Binding affinity against human 5-hydroxytryptamine 2C receptor using displacement of [3H]DOB,B,,,,,,,,
2747,12936,Binding affinity against human 5-hydroxytryptamine 2C receptor expressed in 293 cells using [3H]mesulergine,B,,,Homo sapiens,9606.0,,,HEK293,
2748,4540,Binding affinity to human cloned 5-hydroxytryptamine 2C receptor in HEK 293 cells using [3H]- mesulergine as radioligand,B,,,Homo sapiens,9606.0,,,HEK293,
2749,4540,Binding affinity to human cloned 5-hydroxytryptamine 2C receptor in HEK 293 cells using [3H]- mesulergine as radioligand; Nd means not determined,B,,,Homo sapiens,9606.0,,,HEK293,
2750,6166,Binding affinity towards cloned human 5-hydroxytryptamine 2C receptor was determined,B,,,,,,,,
2751,17296,Binding affinity against 5-hydroxytryptamine 2C receptor human cloned receptors in HEK 293 cells using [3H]mesulergine as radioligand,B,,,,,,,HEK293,
2752,17296,Binding affinity against 5-hydroxytryptamine 2C receptor human cloned receptorswithouteffect in HEK 293 cells using [3H]mesulergine as radioligand,B,,,,,,,HEK293,
2753,15779,Binding affinity towards 5-HT2C (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand.,B,,,,,,,HEK293,
2754,15779,Binding affinity towards 5-hydroxytryptamine 2C receptor (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand.,B,,,,,,,HEK293,
2755,14391,Binding affinity towards cloned human 5-hydroxytryptamine 2C receptor expressed in HEK 293 cells using [3H]mesulergine as radioligand,B,,,,,,,HEK293,
2756,15779,"Binding affinity towards human cloned 5-hydroxytryptamine 2C receptor in HEK293 cells, using [3H]mesulergine as radioligand",B,,,,,,,HEK293,
2757,15851,"Binding affinity towards human cloned 5-hydroxytryptamine receptor 2C in HEK293 cells, using [3H]mesulergine as radioligand.",B,,,,,,,HEK293,
2758,15851,Displacement of [3H]mesulergine from human 5-hydroxytryptamine 2C receptor expressed in HEK293 cells; compound insoluble,B,,,Homo sapiens,9606.0,,,HEK293,
2759,15779,"Binding affinity towards human cloned 5-hydroxytryptamine 2C receptor in HEK293 cells, using [3H]mesulergine as radioligand; no data",B,,,,,,,HEK293,
2760,3832,Binding affinity towards human cloned 5-hydroxytryptamine 2C receptor of HEK293 cells by displacement of [3H]mesulergine,B,,,,,,,HEK293,
2761,3833,In vitro binding affinity at human cloned 5-hydroxytryptamine 2C receptor of HEK293 cells by [3H]mesulergine displacement.,B,,,,,,,HEK293,
2762,17451,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 2C receptor expressed in 3T3 cells using [3H]5-HT as radioligand,B,,,,,,,NIH3T3,
2763,4199,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 2C receptor in HEK 293 cells using [3H]mesulergine as the radioligand,B,,,,,,,HEK293,
2764,1883,Displacement of [3H]mesulergine from human cloned 5-hydroxytryptamine 2C receptor expressed in CHO-K1 cells,B,,,,,,,CHO-K1,
2765,4321,Binding affinity against 5-hydroxytryptamine 2C receptor,B,,,Homo sapiens,9606.0,,,,
2766,14875,Compound was tested for binding affinity against human 5-hydroxytryptamine 2C receptor,B,,,,,,,,
2767,15146,Compound was tested for its binding affinity against human cloned 5-hydroxytryptamine 2C receptor in HEK 293 cells using [3H]mesulergine,B,,,,,,,HEK293,
2768,5213,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 2C receptor in HEK 293 using [3H]mesulergine as a radioligand,B,,,,,,,HEK293,
2769,16404,Inhibitory constant on human 5-hydroxytryptamine 2C receptor transfected in to HeLa cells,B,,,,,,,HeLa,
2770,13267,Selectivity as the ratio of Ki value towards 5-hydroxytryptamine 2C receptor to that of pA2 value towards 5-hydroxytryptamine 2B receptor,F,,,,,,,,
2771,13267,The binding affinity (pKi) measured against 5-hydroxytryptamine 3 receptor of rat hippocampus and entorhinal cortex using [3H]granisetron as radioligand,F,,,,,,Hippocampus,,
2772,14818,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 2C receptor in HEK293 cells using [3H]mesulergine.,B,,,,,,,HEK293,
2773,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 2C receptor in HEK293 cells, using [3H]5-mesulergine as radioligand",B,,,,,,,HEK293,
2774,13463,Binding affinity analysed on 5-HT 2C in human clone using [3H]mesulergine as radioligand,B,,,,,,,,
2775,13463,Binding affinity analysed on 5-HT 2C in rat stomach fundus,B,,,,,,Stomach,,
2776,13463,Binding affinity analysed towards 5-HT 2C in rat stomach fundus,B,,,,,,Stomach,,
2777,12652,Percent of maximum stimulation of phosphatidylinositol turnover at cloned 5-hydroxytryptamine 2C receptor in A9 cells,F,,,,,,,A9,
2778,4682,Binding affinity to 5-hydroxytryptamine 2C receptor using [3H]Mesulergine as radioligand in stably transfected NIH3T3 cells,B,,,,,,,NIH3T3,
2779,4682,Binding affinity to 5-hydroxytryptamine 2C receptor measured using radioligand [3H]Mesulergine in stably transfected NIH3T3 cells,B,,,,,,,NIH3T3,
2780,4682,Binding affinity to 5-hydroxytryptamine 2C receptor using [3H]Mesulergine as radioligand in stably transfected NIH3T3 cells,B,,,,,,,NIH3T3,
2781,12652,The maximum responses of [3H]- inositol monophosphate accumulation in cells expressing the 5-hydroxytryptamine 2C receptor,F,,,,,,,,
2782,13463,Binding affinity analysed on 5-HT 2C in rat stomach fundus.,B,,,Mus musculus,10090.0,,Stomach,,
2783,13463,Binding affinity towards 5-HT 2C receptor in rat stomach fundus,B,,,Rattus norvegicus,10116.0,,Stomach,,
2784,13969,Binding affinity against 5-Hydroxytryptamine 2C Receptor was measured using [3H]N-methyl-mesulergine as radioligand,B,,,,,,,,
2785,13392,Binding affinity for 5-hydroxytryptamine 2C receptor,B,,,Sus scrofa,9823.0,,,,
2786,13392,Binding affinity towards 5-hydroxytryptamine 2C receptor,B,,,,,,,,
2787,14430,Affinity towards 5-hydroxytryptamine 2C receptor in membranes from pig choroid plexus using [3H]N-methyl-mesulergine,B,,,,,,,,
2788,1742,Compound was tested for its ability to displace [3H]mesulergine from 5-hydroxytryptamine 2C receptor in pig cortex,B,,,,,,,,
2789,14286,In vitro inhibitory concentration against radioligand [3H]mesulergine binding to 5-hydroxytryptamine 2C receptor in pig cortical membrane,B,,,,,,,,
2790,5619,Binding affinity towards pig 5-hydroxytryptamine 2C receptor,B,,,,,,,,
2791,15086,The compound was tested for binding affinity against 5-hydroxytryptamine 2C receptor,B,,,,,,,,
2792,12861,Binding activity radioligand.,B,,,,,,,,
2793,12861,Binding activity against 5-hydroxytryptamine 2C receptor from pig cortex membrane using [3H]mesulergine as radioligand.,B,,,,,,,,
2794,12861,Binding activity against 5-hydroxytryptamine 3 receptor from pig cortex membrane using [3H]mesulergine as radioligand; NA Not Available,B,,,,,,,,
2795,12827,Binding affinity towards 5-hydroxytryptamine 1D receptor in calf caudate membranes using [3H]5-HT,B,,,,,,,,
2796,12827,Binding affinity towards 5-hydroxytryptamine 1D receptor in calf caudate membranes using [3H]5-HT; Not determined,B,,,,,,,,
2797,12919,Agonistic activity against 5-hydroxytryptamine 2C receptor in pig choroid plexus using [3H]mesulergine,F,,,Sus scrofa,9823.0,,,,
2798,12919,Agonistic activity against 5-hydroxytryptamine 2C receptor in pig choroid plexus using [3H]mesulergine,F,,,Sus scrofa,9823.0,,,,
2799,16429,In vitro binding affinity at 5-hydroxytryptamine 2C receptor in pig choroid plexus using 3[H]mesulergine as the radioligand,B,,,Sus scrofa,9823.0,,,,
2800,773,In Vitro Binding affinity againist 5-hydroxytryptamine 2C receptor by displacing [3H]mesulergine from pig cortex,B,,,Sus scrofa,9823.0,,,,
2801,5033,Ability to displace the radioligand [3H]mesulergine from pig choroid plexus 5-hydroxytryptamine 2C receptor,B,,,Sus scrofa,9823.0,,,,
2802,12861,Binding activity against 5-hydroxytryptamine 2C receptor from pig cortex membrane using [3H]mesulergine as radioligand.,B,,,,,,,,
2803,14093,Effect on phosphoinositide hydrolysis in NIH 3T3 fibroblast 5-hydroxytryptamine 2C receptor,F,,,,,,,,
2804,14970,Binding affinity towards 5-HT2C receptor from rat using [3H]mesulergine as radioligand,B,,,,,,,,
2805,14970,Compound was tested in vitro for its binding affinity towards 5-hydroxytryptamine 2C receptor from rat using [3H]mesulergine as radioligand,B,,,,,,,,
2806,14970,Compound was tested in vitro for its binding affinity towards 5-hydroxytryptamine 2C receptor from rat using [3H]mesulergine as radioligand; Not tested,B,,,,,,,,
2807,14178,Inhibition of radiolabeled [3H]-Ketanserin ligand binding to 5-hydroxytryptamine 2C receptor,B,,,Rattus norvegicus,10116.0,,,,
2808,14178,Inhibition of radiolabeled [3H]mesulergine ligand binding to 5-hydroxytryptamine 2C receptor,B,,,Rattus norvegicus,10116.0,,,,
2809,14229,Inhibition of [3H]mesulergine binding to 5-hydroxytryptamine 2C receptor in rat brain membranes,B,,,Rattus norvegicus,10116.0,,,,Brain membranes
2810,16532,The binding affinity at 5-hydroxytryptamine 2C receptor was determined using [3H]mesulergine; Not tested,B,,,,,,,,
2811,14826,Ability to displace [3H]mesulergine bound to 5-hydroxytryptamine 2C receptor in rat cortex,B,,,,,,,,
2812,17211,Ability to displace [3H]mesulergine (0.5 nM) from SR-3T3 cells of rat 5-HT2C receptor,B,,,,,,,,
2813,17211,Displacement of [3H]mesulergine (0.5 nM) from rat 5-hydroxytryptamine 2C receptor expressed in SR-3T3 cells,B,In vitro,,,,,,,
2814,13246,Ability to inhibit the binding of iodine-125-labelled lysergic acid diethylamide([125I]-LSD) to the S-2C serotonin receptor in NIH3T3 cell line membranes,B,,,,,,,NIH3T3,
2815,13246,Ability to inhibit the binding of iodine-125-labelled lysergic acid diethylamide([125I]-LSD) to the S-2C serotonin receptor.,B,,,,,,,,
2816,12457,Affinity was evaluated as inhibition constant for serotonin 5-hydroxytryptamine 2C receptor,B,,,,,,,,
2817,12457,Affinity was evaluated by inhibition of [125I]LSD binding to NIH 3T3 cells transfected with cloned rat 5-hydroxytryptamine 2C receptor,B,,,,,,,NIH3T3,
