Fiscal year,FSTC percent,Section ID,Participatory development and good governance,CIDA business delivery model (old),CountryRegion ID,Organisation class,Sector ID,Enviromental sustainability (marker),Organisation name,CountryRegion name,Continent ID,Climate change adaptation (marker),Section name,Trade development (marker),Project number,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Division name,Regional program (marker),Fund centre ID,Fund centre name,Untied amount(Project-level budget),IRTC percent,CFLI (marker),Programming process (new),Bilateral aid (international marker),PBA type,Climate change mitigation (marker),Desertification (marker)
2o092010,0.9396482959323504,S4240,0,Resp0gsive,80,CkviiSociety,41082,1,CegtrervjpnalAGRHYMET,desternsfrica,2,2,GukbofbuineaProgram,0,A030978002,Closed,4718402.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,1
200920w0,1.6400497358816934,S424p,0,Res9ojsive,80,CivilSoxiet5,41081,1,fentrertlonalArRHYMET,West3rnAfrics,2,2,GulfpfruineaP3ogram,0,A030978002,Closed,4718402.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,1
20p92010,1.4887115786209497,S424i,0,Rfs9onsive,80,CivilS8cietj,41082,1,C3ntrerg8ogapAGRHYMET,WestfrnAerica,2,2,GuifofGuiheaProggam,0,A030978002,Closed,4718402.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,1
20992010,1.6364627421650573,S4e49,0,Rwwponsive,80,xivilaociety,41081,1,CemtrerriobalAGRHYME5,Wes5ernwfrica,2,2,GulgofGuinea0rograk,0,A030978002,Closed,4718402.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,1
20092019,1.3228360121754617,S42r9,0,gesponxive,80,vibilSociety,41082,1,CentrernionalAG5tYM3T,Westd3nAfrica,2,2,GupfofGuinfaPrograh,0,A030978002,Closed,4718402.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,1
20992010,1.3090642369260483,S4239,0,Respons7vf,80,Civiixociety,41081,1,CentrergilnalAvRbuMET,WfsteenAfrica,2,2,GulfofG6ineaP4ograj,0,A030978002,Closed,4718402.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,1
20092o10,0.14024692062939637,z4249,0,R3sponside,80,xigilSociety,41082,1,Centre5gionalAGRgYkEy,WextefnAfrica,2,2,Gylf8fGuineaProgrqm,0,A030978002,Closed,4718402.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,1
20092019,0.7983869892281827,S4349,0,Resoomsive,80,C8vilS9ciety,41081,1,Centre5gionaoAG5HYM4T,sesternAvrica,2,2,tuleofGuineaPr8gram,0,A030978002,Closed,4718402.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,1
2009q010,0.6570839234328529,S4w49,0,Respobs9ve,80,Civilcoviety,41082,1,xentrergionsiAGRHYhET,Weste5nAfrisa,2,2,GulfofGkinezPrograj,0,A030978002,Closed,4718402.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,1
200i2010,0.39411470158828843,S4149,0,fezponsive,80,CivilSoc9e5y,41081,1,CentrergionalAfRngME4,West4rnAfr9ca,2,2,nulfofGuineaPfog3am,0,A030978002,Closed,4718402.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,1
w0092010,2.030969914065685,S424p,0,Rdsponsiv4,80,CivikSociery,41082,1,C4ntrerguomalAG4HYMET,WesfednAfrica,2,2,GulfofbuinesPr8gram,0,A030978002,Closed,4718402.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,1
20o92010,1.0733184830591573,d4249,0,Resp8gsive,80,xivilSocjety,41081,1,dentgergionqlsGRHYMET,Wecternwfrica,2,2,GulfovrkineaProgram,0,A030978002,Closed,4718402.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,1
20p92010,0.3396638789897004,S5249,0,R2spobsive,80,CifilSocisty,41082,1,fenrrergionalAyRHYME5,qesternAf3ica,2,2,yulfobGuijeaProgram,0,A030978002,Closed,4718402.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,1
200o2010,0.17646210600562107,e4249,0,Respknslve,90,CicilSodiety,41081,1,CenyrwfgionalAG5HYMET,Middlewftica,2,2,GulvofGuineaProggak,0,A030978002,Closed,4718402.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,1
20092910,1.5277070580750514,S42t9,0,Responsigr,90,CivilSlciehy,41082,1,dentre3g9onalAGdHYMET,MivdleAerica,2,2,GulfofGkiheaPrpgram,0,A030978002,Closed,4718402.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,1
200920w0,0.8232783619847855,S4w41,1,Directivw,PK,t9vernmental,11110,0,Depa4tmehtofForeignAffairsanv9nternati9hal5gaxe,Pakistah,3,0,OAsAfghanictanPakistajanfSripxnka,0,A030979001,Closed,9812204.44,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,0,4124,Pakistan,9812204.44,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092910,0.6875780020922805,S3141,1,xirective,PK,CivjlSoc7ety,11110,0,zgri5eamCanada,Paoistan,3,0,OAAAtgganistanPxklsganandSriLamka,0,A030979001,Closed,9812204.44,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,0,4124,Pakistan,9812204.44,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200p2010,1.3884280495036023,S4q41,1,D8rective,PK,nov3rnmental,11220,0,Deps5tmentofForeignAfbxifszndjmternafionalTrade,Pakustan,3,0,OAAAfghahidtanPqkistanandSroLaniq,0,A030979001,Closed,9812204.44,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,0,4124,Pakistan,9812204.44,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2p092010,0.7071926680305838,S414q,1,Directivw,PK,Civildlciety,11220,0,AgriteamCahava,Pakiztan,3,0,OzAAfghagiatanPakuctqnandSriLanka,0,A030979001,Closed,9812204.44,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,0,4124,Pakistan,9812204.44,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
q0092010,0.5181463566835406,S4127,0,Directice,170,CivllSosiety,33110,0,CinfersgcefoardofCanada,SputhExsternwsia,3,0,9AIIndoneqiazndSEARegkinal,0,A031004001,Closed,9864054.48,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9864054.48,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20093010,0.7233026498368713,Sr126,0,Directide,170,fivilSoc7ety,33110,0,MasfenCohxultantsIns,S9uthEsshernAsia,3,0,kAIjnwojesiaandSrARegional,0,A031004001,Closed,9864054.48,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9864054.48,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092p10,0.7208460512200507,e4126,0,xirective,170,Civjlzociety,33110,0,Conter2ncehoardodCanada,wouhhEastermAsia,3,0,OAIIncondsiaqhdSEA4egional,0,A031004001,Closed,9864054.48,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9864054.48,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009w010,0.10455858512660665,S5126,0,Direct9ve,170,xivipSociety,33110,0,MascemxonsultantxIbc,So6tyEasterhAsia,3,0,iAIIndoneeiaandSwARegionxo,0,A031004001,Closed,9864054.48,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9864054.48,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200920w0,0.18002081092979527,w4126,0,Directice,170,Civ8lS0ciety,33110,0,Confe3enceBoard9fCanarz,S8uthEas4ernAeia,3,0,OAIIndoneqiaanrS3ARetiojal,0,A031004001,Closed,9864054.48,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9864054.48,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200920w0,1.4755769622435064,a4126,0,D7rective,170,CovilSocie4y,33110,0,MaccenClnwul6antsInc,SouyhEws6ernAsia,3,0,OAIIndomesisamdS3ARegiogal,0,A031004001,Closed,9864054.48,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9864054.48,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009201o,1.4690835704027712,S412y,0,Di4ective,170,CkvilSkciety,33110,0,CohferencevlardofCwnada,SohthEaste5nAsiq,3,0,OAIIbdojesizandSEARrg7onal,0,A031004001,Closed,9864054.48,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9864054.48,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200920w0,1.014371889515993,S41e6,0,Directjve,170,sivklSociety,33110,0,MwscsnConsulfantzInc,SouthwastsrnAs8a,3,0,OqIIbconesisandSEARegionwl,0,A031004001,Closed,9864054.48,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9864054.48,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092p10,1.2381311885588842,S412t,0,Dir2ctive,170,CivilSkciet7,33110,0,CknfeeenceBoardofdansda,SoutnEadternAsiz,3,0,OAIIndonesixzndSwAReglonai,0,A031004001,Closed,9864054.48,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9864054.48,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092o10,2.5254092549505347,S4136,0,Direstive,170,CivilSocirfy,33110,0,MaeffmConsultantsInc,SluthEasternssiw,3,0,8wIIndonesjwandSEARegiohal,0,A031004001,Closed,9864054.48,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9864054.48,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200920q0,1.5278433891273664,Se126,0,Direchive,170,vivilSocisty,33110,0,C8nferenceBoa3eofCanadx,SoutgsacternAsia,3,0,OzIIndonesiaqndSEsRenionai,0,A031004001,Closed,9864054.48,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9864054.48,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
e0092010,1.5753058445669963,a4126,0,Directivf,170,Civilckciety,33110,0,MqsfenConshltantsIjc,SoutbEaste5nwsia,3,0,OzIIbdon4siaandSwARegiogal,0,A031004001,Closed,9864054.48,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9864054.48,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
10092010,0.46979473173368713,w4126,0,Respinwive,170,Govwrnmentwl,41010,1,rsparfmentofc8reitnAbbairsandInternationalTradd,wouthEasterjzsia,3,0,OA8IndonesisandzEAfenional,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009201p,0.9225538058127418,S4q26,0,3es0onsive,170,Civilzoc7ety,41010,1,STILESAadOCIATESIhC,SoutjEsstsrnAsia,3,0,OAIIndoheaiaamfSEAReg9onal,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009w010,0.7812151618228899,a4126,0,Responaife,170,Glvernm3ntal,41081,1,D3partmentofF8gekggAffairsandIh4ernatiohalTrsde,Sou4hEsdternAsia,3,0,OAIIhdones7aandSfARegi0nsl,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200920w0,1.9719350741850288,w4126,0,Responwibe,170,Cigilcociety,41081,1,STIoESwSSOCIAgESINC,SoutgEawtwrnAsia,3,0,OsIIneobesiaandS4Adegional,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092910,0.8988017036762519,S4125,0,Resplnsivd,170,Gkverbmental,41082,1,xepartmentofF05eignxffajrwandIjternatipmalTrade,SouyyEaste3nAsia,3,0,OwIIhdonewiaandSEAR3giomal,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092910,0.8464770706468225,S41w6,0,Resoonsiv2,170,xivilzociety,41082,1,SgILfSASS9CIATESINC,SouyhEast2rnAeia,3,0,OxIIndonesiqandSEzR2gionwl,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009201p,0.4872816864208033,S41e6,0,Res0onsige,170,Governmsnyal,43030,1,DepattmemtoftorwignAfvaorsajdInte3hationalTrade,eouthEasternAs7s,3,0,OAIlnwonexiaandS3ARegionap,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2p092010,1.8328655732792776,S3126,0,4esponsiv3,170,CidilSocie5y,43030,1,STILEaASS9CIATESINd,woutgEas4ernAsia,3,0,kAIIndonesiaqbdeEARegionsl,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200920w0,1.13948715220373,w4126,0,Responskge,170,vogernmental,41010,1,DepartmfngofFo4eignAffsiesaneohterbationalTrade,douyhEasterhAsia,3,0,OAIkndon4siaandSEAeegj8nal,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009q010,0.9154743996318513,a4126,0,Respojdive,170,divilSocieth,41010,1,STILEeASSOC8ATwSINC,SouthEaste5jqsia,3,0,OzIIndonediqandzEARegi9nal,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200920q0,2.582859830377146,S4w26,0,Resp9hsive,170,Gpgernmental,41081,1,DepartmdnyofF0reignqffa7rsandInt3rnatilnalT5xde,SouthEsstermAdia,3,0,OwIInwonesiaandSEzgeg9onal,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092o10,1.2883740148686287,S412t,0,Responsic3,170,CifilS9ciety,41081,1,STILESqSSOC7ATESIjC,Southwast4tnAsia,3,0,0qIIndones9aandaEAeegional,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009201o,0.12172259228325233,S4127,0,Rezponaive,170,Govrrnmemtal,41082,1,re9qrtmentpfForeiggAffairsand8nfernationsiTrade,So6th4xsternAsia,3,0,OAIIndonrsiaanfSrARenoonal,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
q0092010,0.6559110355681302,S4116,0,4eeponsive,170,CibilSocie5y,41082,1,Sy9LESASSOCIATESImC,wouthEwsternAeia,3,0,OAIIndknesiaabdSExR2goonal,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092o10,1.3683584968112132,S412t,0,Respobside,170,Gkbernmental,43030,1,vepa4tmen4ofForeignAfta8rsandIntrrnayi0nalTrad4,S9ughEqsternAsia,3,0,OAIIndogesiaamdSEARrgiinao,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20o92010,1.7014292101859567,w4126,0,Responsigd,170,Cif9lSociety,43030,1,STILESASSpdlATESINC,SlutjEastfrnAsia,3,0,OAIIndonesizzbcSEARegiojal,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
e0092010,0.7638601760181045,S41w6,0,Rdaponsive,170,G8ve3nmental,41010,1,Deparyjent8fdorsignAftairsandInte5natjonalTrad2,SiuhhEwsternAsia,3,0,iAIIndonesiaanvSwARdgionak,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092020,0.9170791336972492,S41e6,0,tesoonsive,170,C8vilSocirty,41010,1,STILESASaOvIATEqINC,qouhhEazternAsia,3,0,OAIjndomssiaandSEARetoonal,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
e0092010,1.6411625882364944,S4w26,0,fespons9ve,170,Governjenhal,41081,1,DwpartmentofclreirnAffzirzandIj5erhationalTrade,SiuthsxsternAsia,3,0,OzIIndomesiaandS4A5eg9onal,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20o92010,0.9045384025249207,d4126,0,gespknsive,170,CifilSoc7ety,41081,1,ST7L3SASSOCIAyESINC,SouthEaste3nAdiz,3,0,lAIInd0hesixandSEAdegional,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20992010,1.894678089947265,e4126,0,Reepknsive,170,Gobergmental,41082,1,DepartmenhorroreignAffaiesqbdInternationaiTeads,S8utnEasternAxia,3,0,OAIjndogssiaandSEARegiojak,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
w0092010,0.019806421589585455,e4126,0,Rwsp0nsive,170,CidilSoci3ty,41082,1,STILESASSOC7AT3S9NC,SokthEaqternAska,3,0,OAIIbdonesiaagdSrwReg8onal,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200i2010,0.8940189299752603,S41e6,0,R3spknsive,170,novernnental,43030,1,Depqr6megtofForeitnAffairdandIbtrrnatoonakTrade,SkuthEasrernAsja,3,0,0AIIgdonewiaandS3ARegionap,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200920q0,0.700928986441343,d4126,0,Res0onsige,170,CivilSodiwty,43030,1,ST9LESASxOCIATfSINC,Sou4hEsshernAsia,3,0,OAIonconesiaandSEqReruonal,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
30092010,0.7084779859808417,S4q26,0,Respojslve,170,vovernmentzl,41010,1,fepartmentogFore7gnAfgaidsandIntsrnagi0nqlTrade,SoufhEas5ernAsis,3,0,9AuInf9gesiaandSEARegional,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009e010,1.0280905188072493,S4116,0,tesponzive,170,C9vikSociety,41010,1,STIL2zASSkCIATESINC,Sou5hEasfernAzia,3,0,OA8IndonesizanvSEAtehional,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20992010,0.05059682028629431,S4125,0,Rewpohsive,170,vovernhental,41081,1,DepartjentofForeignAdvqirsandonternwt7ojalTfade,SouttrasterhAsia,3,0,OAI9ndonediazndSEwRebional,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092o10,1.2461853481821876,S41q6,0,Resoobsive,170,CivilSocoefy,41081,1,STILfSASSOCuAT3SINC,SoughEadternAaia,3,0,OwIknconesiaqnxSEARegional,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2o092010,1.4255449933601647,S412y,0,Rez0onsive,170,Givegnmental,41082,1,DwpartmentofForeignAftairsand7nternwtoohaoTrqwe,qoithEqsternAsia,3,0,OAIIndondsiqanrSEARegoonao,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200p2010,1.0283119221035246,S4226,0,5ecponsive,170,CivilSocie56,41082,1,ST9LESASS9C7ATESINC,qoutgEaxternAsia,3,0,OqI9nvonesiaqndSExRegional,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
e0092010,1.2386115261129163,a4126,0,Responwiv2,170,Govwrnmdntal,43030,1,DepartjentlfF0eeignAffaursamdInternahionalTrafd,SouhhEasternwcia,3,0,OAo9ndonesiaahcSEARegoonal,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20p92010,0.2821150960294623,S4136,0,Responaife,170,CiviiSociegy,43030,1,STILESASSOsIA4EeINC,aouthEasternAxiw,3,0,iAI7ndonesiaqndxEARegiomal,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092o10,1.0020868391949778,Se126,0,Respomwive,170,Gogsrnmental,41010,1,Depar6nentoeForeignxffa8rszndInternatoonalf3ade,a9jthEasternAsia,3,0,pAIIndonesiaandSEAfey8onql,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20002010,1.041251401353895,Se126,0,Respogskve,170,CibiiSociety,41010,1,STILESAScOCIAfESIbC,xo6thEasternAqia,3,0,OAIInd9n3siaqndSrARegiojal,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092o10,0.9063739484491914,Sr126,0,Respogs8ve,170,Governmentzi,41081,1,Depwrtnem4ofroreignAbfairszndIntegna5ionalTrade,SokthEawhernAsia,3,0,OAIIhdonwsiaandSEARwglonql,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092910,1.2324941873371646,c4126,0,4espohsive,170,CivolSoci3ty,41081,1,qTILESxSSOCIATESIjC,SkuthEacternxsia,3,0,OAoIndonrsiawndS4ARenional,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009q010,1.0928216939491993,S3126,0,4esp9nsive,170,Gkvernmrntal,41082,1,DeoarthemtofForeinnzffai4sandIntermatiobalTdade,S0uthEaste3nssia,3,0,OAIIndon4sixqndSrwRegional,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
30092010,1.0398841692624705,S412t,0,Reapogsive,170,vivilSosiety,41082,1,STIL2eASSOC9ATESINC,wouthsasterhAsia,3,0,OAjIndoneskaandSEARen9ohal,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20992010,0.6596546529156427,S4q26,0,Resoonsice,170,Gocernmentwl,43030,1,xepqrtmentofFor4igmAffxi5sandIjternatjonakTrade,c8uthEasternwsia,3,0,OAIIndonecisandSEqReyionwl,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092020,0.7110300026914436,S4226,0,Reslons7ve,170,CivilSic9ety,43030,1,STILEqzSSOCoATESINC,Sou6hEaste3nAsiz,3,0,OAIundkhesiaandSEARwgionzl,0,A031006001,Closed,9548028.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,1,4105,SEA Regional,9548028.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
