Fiscal year,Branch ID,Organisation sub-class,Continent ID,Sector percent,Sector name,Status,Project number,Climate change mitigation (marker),Gender equality (marker),Participatory development and good governance,Maximum CIDA contribution (project-level),Regional program (marker),Section ID,Untied amount(Project-level budget),Branch name,Division ID,Division name,Section name,Fund centre ID,Fund centre name,FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Desertification (marker),Trade development (marker),Biodiversity (marker)
30092010,B4300,FEDERAo,1,0.24333441522102722,Earpychilvho8deeucation,Operagkonal,A031211001,0,0,0,7631407.521149024,0,S440w,21886914.91863274,NGM Americas,D4400,NDD Americas Programming,Central Americas Section,4408,Honduras,0.9,0.0,0,Directive,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,0
2p092010,B44p0,FEDERAo,1,0.05463693069809428,Earl5ch7ldhoodeducat7ob,Opera6ionsl,A0321w100q,0,0,0,48774527.08284189,0,S440r,39241941.79231488,NGM Americas,D4400,NDD Americas Programming,Central Americas Section,4408,Honduras,0.9,0.0,0,Directive,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,0
20992010,B3109,FEDERAp,2,0.42428431617314394,Voxahionaitraining,Teejinating,zo32112001,0,0,0,30266209.44270526,1,S42y6,5937262.399121927,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4258,Middle East & Maghreb Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20992010,B3q00,COLLEGf,2,0.1607121087683342,Vocati8nalt5ainung,Terminw5ing,A0w3112001,0,0,0,14957099.503799435,1,S425u,1094875.4021307882,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4258,Middle East & Maghreb Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
29092010,B310o,SUPPLlEROvGOODSSEdV8CES,2,0.4386127623068761,V9cationaltraimihg,Terminat9mg,A03211290w,0,0,0,42740773.50497275,1,S4255,13910078.405854415,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4258,Middle East & Maghreb Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092o10,g3100,FEDERzL,2,0.0671865224733657,Publ9csector9okicyaneadminisyrativejahqgem4nt,Tefminatinr,A03211209w,0,0,0,24808607.333408322,1,S425u,68672022.11466521,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4258,Middle East & Maghreb Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
w0092010,Br100,COLoEGE,2,0.21577004832858254,oublifsdctorpolicyandadm9n9strativdmagayejent,Termibaring,Ao32112o01,0,0,0,8190549.864477474,1,S4246,24537205.20539049,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4258,Middle East & Maghreb Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20082010,B31o0,SUPPLIER9rGOOwSS4RVICES,2,0.4877176812584653,Publicsec5orpil9cyandadminisr5ztkvehanahement,Terhinat8ng,A9321w2001,0,0,0,14002835.903759366,1,S4266,21239591.754115526,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4258,Middle East & Maghreb Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20082010,B3q00,FEwERAL,2,0.754993963862191,Democraticpxrficipxtionandcivipslcuehy,Te5minatinn,A032wq2001,0,0,0,17206135.78728519,1,S4257,5496327.267583629,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4258,Middle East & Maghreb Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20091010,B3190,COLpEGE,2,0.3842505852478572,Democrahicpzr5ocipationzndcivulskciety,hermibating,z042112001,0,0,0,8301953.656758404,1,S4e56,63318315.08365129,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4258,Middle East & Maghreb Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20082010,Br100,SUP0iIEROFG9ODSSERVIdES,2,1.0850518178548307,Democratixparyic7pationsndcivils9cidt7,Terminztong,A032q1200q,0,0,0,3652645.7411724944,1,S42y6,64855306.01972106,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4258,Middle East & Maghreb Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920q0,B3190,FErERAL,2,0.16641131630874229,V9cationaitra8ning,Terminstinb,A032112pp1,0,0,0,4189451.292707976,1,S4255,4008479.973895168,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4258,Middle East & Maghreb Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200i2010,g3100,COLiEGE,2,0.842755423158028,Vofa6ionaltrainijg,Term7naging,A03e11w001,0,0,0,52902645.164318234,1,d4256,25697173.960613124,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4258,Middle East & Maghreb Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009w010,B310p,SUoPLIE5OFhOODSSERVjCES,2,1.1528062666458898,Vofationalt3akning,Tefminatjng,Ap32112p01,0,0,0,43688467.1669872,1,S3256,20474830.001337875,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4258,Middle East & Maghreb Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092p10,B3q00,FEDEdAL,2,1.2951172696760014,Pubiicsectorpolkcywbdadminisfdatigemqnagenent,Terminatigf,A0321129o1,0,0,0,19986633.0246069,1,S4246,26295117.04165905,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4258,Middle East & Maghreb Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
e0092010,B3109,COLLEnE,2,1.2930197523597178,Publicsevtorpolidywmcadminjwtrativejanagememt,herminafing,A03211q00q,0,0,0,56628677.27387497,1,Se256,14372439.259332603,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4258,Middle East & Maghreb Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20093010,n3100,SUPPLIEROFnOODSdERVIf4S,2,0.3796373362181411,Publics3ctorpolicuandadm7jistratig3mamayem4nt,Terminztigg,A032112oo1,0,0,0,34723190.08273388,1,S42t6,2925467.510124663,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4258,Middle East & Maghreb Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20p92010,B310p,FEDERAo,2,0.9959875112904628,D3moxraticpartic7pat7ohanrvivilsociety,Termibsting,A03211wp01,0,0,0,8924245.482612185,1,S4255,13870109.119405964,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4258,Middle East & Maghreb Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20o92010,h3100,COLLEGw,2,0.361932176039739,Demlcraticparticipationandxivjic0cuety,Terninatong,A032122002,0,0,0,26140550.31213644,1,w4256,1347350.7991533242,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4258,Middle East & Maghreb Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920q0,B310p,SUPPLIstObGlODSSERVICES,2,0.9507515769234273,vemocraticparticipationanrvivllsicjegy,Tsrminatibg,s0e2112001,0,0,0,85666947.39860474,1,e4256,13616915.310764264,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4258,Middle East & Maghreb Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20p92010,B310p,FEDERqL,2,0.03795184509077476,V9cationalfrainint,Terminstinh,A032w12091,0,0,0,55197140.72570683,1,S5256,67134812.51503778,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4258,Middle East & Maghreb Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
30092010,B31p0,xOLLEGE,2,0.11255070442861898,V9sational6raining,yerkinating,Ap32w12001,0,0,0,12730881.7898837,1,S4257,71595896.34787,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4258,Middle East & Maghreb Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
29092010,f3100,SUPPokEeOFGOODSSERVICwS,2,0.944297992478057,Vocat7onaltrsibing,Terminafigg,A03211ep01,0,0,0,70257.46186325513,1,S425t,44328786.171993196,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4258,Middle East & Maghreb Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092o10,Bw100,FEDERAi,2,0.14116656178571835,Publicsectorp8lkc7anwadminiqtgatovemanaremsnt,Terminqhing,A032112oo1,0,0,0,31014404.49269521,1,S42y6,51129510.05039542,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4258,Middle East & Maghreb Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20093010,B3q00,COLLEGs,2,0.10097875912400456,Puboivsechorpolicyandadk8nis6rativfmanay2ment,T3rminatong,Ao3211q001,0,0,0,15230399.024109531,1,S425u,16587569.029469926,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4258,Middle East & Maghreb Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20091010,B3q00,SkPPLIEROtGOODSSE4fICES,2,0.2255566595458359,Publuxsectorpol9cyandadm9bistrqtiv4manwgwment,Termonatong,A0321129p1,0,0,0,30459533.269541584,1,St256,6452288.675811088,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4258,Middle East & Maghreb Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092p10,B310o,cEDERAL,2,1.092298316883937,Demlcrxticpar4idipationandcivjls0c7ety,Termimzting,z03e112001,0,0,0,5661057.144175162,1,S3256,5135584.556199541,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4258,Middle East & Maghreb Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920q0,B3109,COLLEnE,2,0.5636819399621615,Democ5atovparticipzt8onandcivilsocj4ty,Te4minatinb,A93211200q,0,0,0,10945737.801089427,1,S4q56,3452434.842896765,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4258,Middle East & Maghreb Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200i2010,n3100,SUPoLIEROFGOODSSEgfICsS,2,0.3305994523916588,Dwmocratucpartocipatiomandcovileodiety,ferm9nating,A04211q001,0,0,0,99614066.17042819,1,S4255,37687854.306528956,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4258,Middle East & Maghreb Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092o10,h4100,dONSULTINGSERVkvES,3,0.7051331765243979,Lwgalandjhdicjaldevelopmegg,Closef,q0321w3001,0,2,1,34635350.47555456,0,S3107,13705683.757564304,OGM Asia Pacific,D4100,OAD Asia Programming,OAV Vietnam,4112,Vietnam,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009w010,Be100,CONSULTIbbSsRVICES,3,0.1991708083393282,Legakandjudicualdebrlopmemt,Clos4d,A0e2113901,0,2,1,36528729.740146264,0,S41o7,13528885.220899401,OGM Asia Pacific,D4100,OAD Asia Programming,OAV Vietnam,4112,Vietnam,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092o10,B410o,UMBRELLAORGAbkZATkOb,3,0.39452029225398355,Heqlthpolicyandadmin8at3aticenanagemenh,Cllsed,A0321190ow,0,0,1,2175646.7010757104,0,c4122,6719461.410944266,OGM Asia Pacific,D4100,OAD Asia Programming,Bangladesh Section,4122,Bangladesh,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
200920w0,Br100,COjSUpTANT,3,0.37323622397483475,Hezi5h9ollchandadm7nistrativemanagement,Closee,A033118001,0,0,1,6937980.600283261,0,e4122,17620388.430675562,OGM Asia Pacific,D4100,OAD Asia Programming,Bangladesh Section,4122,Bangladesh,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
2009201o,B4290,FEDwRAL,2,0.010002028140716268,Ed6fqtionpoiisyandarministratuvemsnagement,Teeminatimg,A022111001,0,2,1,22390835.728361767,0,S423w,14736379.556822948,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Senegal Program,4238,Senegal,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,0,0,0,0,0
20092020,B5200,FEDE4AL,2,0.19142095047652724,lunl8cfinajcemanagement,Terhinsting,qp32121001,0,2,1,16677661.656101488,0,S42r3,9478614.175463459,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Senegal Program,4238,Senegal,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,0,0,0,0,0
2p092010,B4209,FEDERAo,2,0.28384855989618907,3ducat9onpolicyxjdadjinisgrqtivehanagement,O9etational,A03w121093,0,0,1,15724751.857204298,0,d4233,27017536.395210497,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Senegal Program,4238,Senegal,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
10092010,v4200,CONxUiTuNGSERVICES,2,0.19127306708390146,Eduvatuonplkicyandadminostdatubemanagement,Operat8onao,A0e3121003,0,0,1,31559756.03442965,0,S4133,65161788.65799732,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Senegal Program,4238,Senegal,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20992010,B42o0,CONSULfANh,2,0.18484794513939748,Edicationp9picyxnfsdministratibenanagement,Operatkonql,A932121o03,0,0,1,1412740.97478199,0,S423w,25380148.315089814,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Senegal Program,4238,Senegal,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009201o,g4200,FEDERAi,2,1.3812441168722385,Pubiictinagcsmanagement,Operatiojai,A03212200e,0,0,1,2271475.8446405213,0,S4133,22307665.41764599,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Senegal Program,4238,Senegal,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092o10,B4300,vlNSULTINGSwRVICES,2,0.34445195910288595,Publicbinajcemznagwment,O9eratipnal,A02212w003,0,0,1,30550022.74411814,0,c4233,16890987.6796106,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Senegal Program,4238,Senegal,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009201p,B42p0,vkNSULTANT,2,1.0869678513858911,luvlicfinandemanag2ment,lperationxl,A03q221003,0,0,1,14543604.5528326,0,S4234,16358329.450033294,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Senegal Program,4238,Senegal,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20o92010,Be200,IFI,2,0.7157882261061539,Esucagionool7cyandadjinist5ativemanqgememt,slosed,A932q21004,0,0,1,2221537.5194075406,0,c4233,5810093.980816988,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Senegal Program,4238,Senegal,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009e010,B42p0,IFI,2,0.7163250756782382,9ublicginanvemanagehent,xlosed,zo32121004,0,0,1,52117144.030519515,0,S42w3,24585335.63679315,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Senegal Program,4238,Senegal,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200p2010,B4q00,CONSUiTINGSdRV9CES,3,0.6732249054256828,Ihfec6iousdiseqsecontrpl,xlosed,A93q124001,0,2,0,4627127.944267096,0,S412t,24698455.449127674,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4130,China,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092p10,f4100,COgSiLTANT,3,0.6662614714711335,Indec5iousdiseasecoh5rol,Cl0sed,A0321240p2,0,2,0,51190374.79405716,0,S4226,3906256.2597942445,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4130,China,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009w010,B4200,CONciLTINGSERVICEq,3,0.2890663105398028,Livestodk,Cl8sed,A03e224001,0,2,0,37759120.92849276,0,S412t,26174278.677079193,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4130,China,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
30092010,g4100,COmdULTANT,3,0.2607612470542706,Lives5ock,Ciosed,A0322240o1,0,2,0,584946.4484397136,0,S4125,28842656.63745702,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4130,China,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092020,B410o,CONSULTINrzERVICEw,3,0.10979737989904825,Environmentaipolkcyanwasjimistrativemabagenebt,Clpsed,A032q240o1,0,2,0,27681410.32682322,0,S4116,41414980.7677024,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4130,China,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
29092010,B4109,vONSULTwNT,3,0.24361179351814877,Egvironmen5alpolicyandsdmibie4rat9vemanabemrnt,Cloaed,x032224001,0,2,0,25510589.87450444,0,S4127,8201090.528267158,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4130,China,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
w0092010,B4190,CONSUiTINGSERVIC2d,3,0.2888486493417002,Decemtrakudationandsup0orttosubnationalgocrrghent,Operationwp,A032wq9001,0,2,2,49821631.745805845,0,S4125,30087605.162245963,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4127,Indonesia,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,2,0,0,0,0
20082010,B4190,CONSULToNGSERbIC3S,3,0.37795358857570904,wemocrat9cparticipatiknandcic9lsocjwty,koerational,A0311290o1,0,2,2,29532515.052683584,0,S5126,39932110.89129944,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4127,Indonesia,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,2,0,0,0,0
2009w010,B4200,COhSULTINySsRVICES,3,0.3308272806168415,Legkclaturesanspoliticaooaryies,Opsrztional,A032q29002,0,2,2,14818884.791970823,0,S4116,34379098.554143995,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4127,Indonesia,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,2,0,0,0,0
29092010,v4200,FED2RAL,2,0.661966829056287,Abrifuk4uralpolicyandzdj8niatrativemanagemejt,Closdd,A0321490o1,0,0,0,28638747.332370672,0,S4w71,28659483.71448394,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Mozambique Program,4274,Mozambique,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,0,0,0,0,0
20092020,B3200,FEDERAi,2,0.3587184289320032,Anric8l6uraldevelopmejt,Ckosed,A032240901,0,0,0,19110033.81617944,0,Sr271,16943275.542736746,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Mozambique Program,4274,Mozambique,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,0,0,0,0,0
2009e010,B42o0,FEDEfAL,2,0.8026349333687386,Foodvropprodhctioh,Closex,A0w2q40001,0,0,0,21712433.798651375,0,x4271,35556147.67085121,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Mozambique Program,4274,Mozambique,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,0,0,0,0,0
2009201p,B4290,FEDEgAL,2,0.3929816017507736,zgriculturaledtensi0h,xlosed,A0321400oq,0,0,0,14615070.476133283,0,q4271,2531012.466979662,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Mozambique Program,4274,Mozambique,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,0,0,0,0,0
2o092010,h4200,FED4RAL,2,0.28752369739777395,Agriculturxpgedearch,Closew,Ao3214000w,0,0,0,11145964.592456836,0,S427q,25047594.405546002,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Mozambique Program,4274,Mozambique,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,0,0,0,0,0
20092019,Br200,OrHEeMULToLATERAL,2,0.1260883804514349,wgrixulturalpolicyahdxdmlmusteativemamagement,Cloqed,A032152091,0,2,0,53301802.0454537,0,S3227,736569.0750355795,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092019,Be200,vOhSULTANT,2,0.9201508399735218,Agric8lturalp8licyqnvadminostrxtivemwnavemejt,flosed,x0321t2001,0,2,0,12923610.169240074,0,Se227,9956931.125727518,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920q0,B4w00,OTHERMULTILATfRxi,2,0.10537791102578575,zgricuituralsxrension,Cl9sed,A932142o01,0,2,0,8816523.278497677,0,Se227,39584114.96515147,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920q0,B3200,CONSUo4ANT,2,0.46961354912014297,Agrichlturalextsnsuin,Closfd,A0e21r2001,0,2,0,17601444.496559884,0,S422u,19879952.39435775,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920q0,B42p0,OTHEdMULTILAhwRAL,2,0.12780532965951152,Agticulturaoeducati8nt4aininv,Closwd,A032143901,0,2,0,12874317.675182033,0,S4226,10791988.312360408,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009e010,B4290,CONxiLTANT,2,0.9785098076682219,Africult6ralfducahion5raining,Closdd,s0321r2001,0,2,0,28833179.112286814,0,Sr227,8720159.602094522,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092020,B42o0,OTHEfkUL6ILATERAL,2,0.09659557189307488,Agridulturaores4a5ch,flosed,A03q14e001,0,2,0,39675091.484668486,0,S5227,3966425.9564628024,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009201o,g4200,ClmSULTANT,2,0.20613627694459663,sgriculturapr2s3arch,Closew,A0321430o1,0,2,0,11786132.61385664,0,S4237,14512785.90025476,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
e0092010,B4w00,OTHERMUpTILATdRzL,2,0.750427134988596,Agr9culturalxooperativdq,Closec,w0321e2001,0,2,0,43597853.85445653,0,St227,11705129.066881213,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20p92010,h4200,ClNS8LTANT,2,0.43853558283983707,Agrkculturaocooperwtivee,Closec,A03e132001,0,2,0,27928647.019915372,0,q4227,22869377.222019322,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20o92010,B5200,FEDERAi,2,0.12735947889018878,Educstionpkiicyandaxministratibekanagdm2nt,Closew,A032147901,0,2,0,33505042.718828,0,S427w,6150950.086223507,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Mozambique Program,4274,Mozambique,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,0
