rating,release_year,language,original_language_id,replacement_cost,length,rental_rate,rental_duration,film_id,description,title
PG,2006,English,,27.99,171,0.99,4,906,A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India,TRAMP OTHERS
PG-13,2006,English,,10.99,168,0.99,4,907,A Touching Reflection of a Man And a Monkey who must Pursue a Womanizer in A MySQL Convention,TRANSLATION SUMMER
G,2006,English,,11.99,110,4.99,3,908,A Unbelieveable Story of a Boy And a Mad Cow who must Challenge a Database Administrator in The Sahara Desert,TRAP GUYS
PG-13,2006,English,,28.99,102,0.99,3,909,A Emotional Saga of a Car And a Madman who must Discover a Pioneer in California,TREASURE COMMAND
PG,2006,English,,19.99,87,0.99,3,910,A Boring Story of a Teacher And a Student who must Outgun a Cat in An Abandoned Mine Shaft,TREATMENT JEKYLL
PG-13,2006,English,,14.99,64,4.99,7,911,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,TRIP NEWTON
PG,2006,English,,9.99,52,2.99,3,912,A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India,TROJAN TOMORROW
R,2006,English,,20.99,115,0.99,3,913,A Fanciful Drama of a Monkey And a Feminist who must Sink a Man in Berlin,TROOPERS METAL
PG,2006,English,,13.99,61,2.99,6,914,A Lacklusture Panorama of a Forensic Psychologist And a Woman who must Kill a Explorer in Ancient Japan,TROUBLE DATE
G,2006,English,,9.99,92,4.99,7,915,A Thrilling Epistle of a Moose And a Boy who must Meet a Database Administrator in A Monastery,TRUMAN CRAZY
G,2006,English,,10.99,80,2.99,3,916,A Stunning Tale of a Man And a Monkey who must Chase a Student in New Orleans,TURN STAR
R,2006,English,,24.99,152,2.99,3,917,A Boring Drama of a Man And a Forensic Psychologist who must Face a Frisbee in Ancient India,TUXEDO MILE
PG,2006,English,,23.99,152,4.99,4,918,A Touching Display of a Frisbee And a Boat who must Kill a Girl in A MySQL Convention,TWISTED PIRATES
G,2006,English,,17.99,82,4.99,3,919,A Emotional Display of a Husband And a A Shark who must Succumb a Madman in A Manhattan Penthouse,TYCOON GATHERING
G,2006,English,,16.99,62,0.99,3,920,A Amazing Character Study of a Robot And a Student who must Chase a Robot in Australia,UNBREAKABLE KARATE
PG-13,2006,English,,29.99,172,2.99,7,921,A Intrepid Yarn of a Explorer And a Pastry Chef who must Pursue a Mad Cow in A U-Boat,UNCUT SUICIDES
PG-13,2006,English,,22.99,107,4.99,7,922,A Unbelieveable Display of a Crocodile And a Feminist who must Overcome a Moose in An Abandoned Amusement Park,UNDEFEATED DALMATIONS
R,2006,English,,12.99,78,2.99,7,923,A Taut Documentary of a Waitress And a Mad Scientist who must Battle a Technical Writer in New Orleans,UNFAITHFUL KILL
PG,2006,English,,15.99,129,0.99,7,924,A Taut Epistle of a Monkey And a Sumo Wrestler who must Vanquish a A Shark in A Baloon Factory,UNFORGIVEN ZOOLANDER
R,2006,English,,27.99,164,0.99,3,925,A Fast-Paced Reflection of a Cat And a Mad Cow who must Fight a Car in The Sahara Desert,UNITED PILOT
NC-17,2006,English,,11.99,120,2.99,5,926,A Amazing Documentary of a Woman And a Astronaut who must Outrace a Teacher in An Abandoned Fun House,UNTOUCHABLES SUNRISE
NC-17,2006,English,,16.99,174,2.99,6,927,A Fanciful Reflection of a Boy And a Butler who must Pursue a Woman in Berlin,UPRISING UPTOWN
PG,2006,English,,16.99,84,2.99,5,928,A Fateful Documentary of a Dog And a Hunter who must Pursue a Teacher in An Abandoned Amusement Park,UPTOWN YOUNG
PG-13,2006,English,,21.99,128,4.99,5,929,A Touching Display of a Explorer And a Lumberjack who must Fight a Forensic Psychologist in A Shark Tank,USUAL UNTOUCHABLES
R,2006,English,,23.99,145,2.99,4,930,A Fanciful Character Study of a Secret Agent And a Mad Scientist who must Reach a Teacher in Australia,VACATION BOONDOCK
PG-13,2006,English,,9.99,48,0.99,7,931,A Thrilling Display of a Husband And a Butler who must Reach a Pastry Chef in California,VALENTINE VANISHING
G,2006,English,,21.99,73,0.99,3,932,A Astounding Documentary of a Astronaut And a Boy who must Outrace a Sumo Wrestler in Berlin,VALLEY PACKER
NC-17,2006,English,,11.99,126,4.99,4,933,A Epic Story of a Lumberjack And a Monkey who must Confront a Pioneer in A MySQL Convention,VAMPIRE WHALE
NC-17,2006,English,,20.99,122,4.99,7,934,A Fast-Paced Saga of a Girl And a Forensic Psychologist who must Redeem a Girl in Nigeria,VANILLA DAY
R,2006,English,,17.99,142,0.99,5,935,A Intrepid Character Study of a Squirrel And a A Shark who must Kill a Lumberjack in California,VANISHED GARDEN
NC-17,2006,English,,21.99,123,2.99,3,936,A Brilliant Reflection of a Man And a Woman who must Conquer a Pioneer in A MySQL Convention,VANISHING ROCKY
NC-17,2006,English,,14.99,85,2.99,7,937,A Action-Packed Character Study of a Astronaut And a Explorer who must Reach a Monkey in A MySQL Convention,VARSITY TRIP
R,2006,English,,14.99,173,4.99,3,938,A Lacklusture Tale of a Pastry Chef And a Technical Writer who must Confront a Crocodile in An Abandoned Amusement Park,VELVET TERMINATOR
R,2006,English,,17.99,90,2.99,4,939,A Unbelieveable Display of a Mad Scientist And a Mad Scientist who must Outgun a Mad Cow in Ancient Japan,VERTIGO NORTHWEST
PG-13,2006,English,,19.99,64,0.99,6,940,A Insightful Epistle of a Mad Scientist And a Explorer who must Challenge a Cat in The Sahara Desert,VICTORY ACADEMY
NC-17,2006,English,,10.99,145,4.99,4,941,A Lacklusture Display of a Girl And a Astronaut who must Succumb a Student in Australia,VIDEOTAPE ARSENIC
PG-13,2006,English,,27.99,174,0.99,7,942,A Lacklusture Display of a Butler And a Man who must Sink a Explorer in Soviet Georgia,VIETNAM SMOOCHY
PG-13,2006,English,,27.99,76,4.99,4,943,A Boring Yarn of a Pioneer And a Feminist who must Redeem a Cat in An Abandoned Amusement Park,VILLAIN DESPERATE
PG-13,2006,English,,29.99,179,4.99,6,944,A Awe-Inspiring Documentary of a Robot And a Mad Scientist who must Reach a Database Administrator in A Shark Tank,VIRGIN DAISY
R,2006,English,,22.99,164,0.99,5,945,A Emotional Panorama of a Dentist And a Crocodile who must Meet a Boy in Berlin,VIRGINIAN PLUTO
NC-17,2006,English,,14.99,144,4.99,3,946,A Fateful Tale of a Database Administrator And a Squirrel who must Discover a Student in Soviet Georgia,VIRTUAL SPOILERS
PG-13,2006,English,,16.99,59,0.99,5,947,A Thoughtful Documentary of a Dog And a Man who must Sink a Man in A Shark Tank,VISION TORQUE
PG-13,2006,English,,22.99,139,0.99,6,948,A Amazing Panorama of a Pioneer And a Student who must Overcome a Mad Scientist in A Manhattan Penthouse,VOICE PEACH
NC-17,2006,English,,27.99,157,0.99,6,949,A Awe-Inspiring Yarn of a Hunter And a Feminist who must Challenge a Dentist in The Outback,VOLCANO TEXAS
PG,2006,English,,12.99,132,4.99,7,950,A Boring Tale of a Dog And a Woman who must Meet a Dentist in California,VOLUME HOUSE
PG-13,2006,English,,28.99,78,0.99,6,951,A Epic Tale of a Squirrel And a Hunter who must Conquer a Boy in An Abandoned Mine Shaft,VOYAGE LEGALLY
PG,2006,English,,17.99,152,2.99,7,952,A Intrepid Drama of a Moose And a Boat who must Kill a Explorer in A Manhattan Penthouse,WAGON JAWS
PG-13,2006,English,,9.99,112,0.99,3,953,A Intrepid Epistle of a Woman And a Forensic Psychologist who must Succumb a Astronaut in A Manhattan Penthouse,WAIT CIDER
G,2006,English,,18.99,73,4.99,7,954,A Beautiful Saga of a Feminist And a Composer who must Challenge a Moose in Berlin,WAKE JAWS
PG,2006,English,,19.99,135,4.99,7,955,A Insightful Panorama of a Teacher And a Teacher who must Overcome a Mad Cow in An Abandoned Fun House,WALLS ARTIST
PG-13,2006,English,,23.99,107,4.99,7,956,A Insightful Drama of a A Shark And a Pioneer who must Find a Womanizer in The Outback,WANDA CHAMBER
G,2006,English,,26.99,80,4.99,7,957,A Boring Drama of a Teacher And a Sumo Wrestler who must Challenge a Secret Agent in The Canadian Rockies,WAR NOTTING
G,2006,English,,19.99,178,2.99,6,958,A Action-Packed Display of a Mad Cow And a Astronaut who must Kill a Car in Ancient India,WARDROBE PHANTOM
G,2006,English,,10.99,83,2.99,6,959,A Astounding Yarn of a Pioneer And a Crocodile who must Defeat a A Shark in The Outback,WARLOCK WEREWOLF
G,2006,English,,15.99,128,2.99,5,960,A Taut Reflection of a Teacher And a Database Administrator who must Chase a Madman in The Sahara Desert,WARS PLUTO
R,2006,English,,22.99,161,4.99,7,961,A Awe-Inspiring Reflection of a Cat And a Pioneer who must Escape a Hunter in Ancient China,WASH HEAVENLY
PG,2006,English,,18.99,85,2.99,7,962,A Fanciful Story of a Database Administrator And a Womanizer who must Fight a Database Administrator in Ancient China,WASTELAND DIVINE
PG,2006,English,,12.99,78,0.99,5,963,A Fast-Paced Yarn of a Dog And a Frisbee who must Conquer a Hunter in Nigeria,WATCH TRACY
G,2006,English,,17.99,61,4.99,4,964,A Unbelieveable Documentary of a Dentist And a Technical Writer who must Build a Womanizer in Nigeria,WATERFRONT DELIVERANCE
G,2006,English,,28.99,112,0.99,6,965,A Emotional Yarn of a Boat And a Crocodile who must Meet a Moose in Soviet Georgia,WATERSHIP FRONTIER
PG,2006,English,,14.99,70,0.99,3,966,A Action-Packed Tale of a Student And a Waitress who must Conquer a Lumberjack in An Abandoned Mine Shaft,WEDDING APOLLO
R,2006,English,,26.99,134,2.99,5,967,A Fast-Paced Documentary of a Car And a Butler who must Find a Frisbee in A Jet Boat,WEEKEND PERSONAL
G,2006,English,,19.99,79,4.99,6,968,A Fanciful Story of a Man And a Sumo Wrestler who must Outrace a Student in A Monastery,WEREWOLF LOLA
G,2006,English,,29.99,159,4.99,4,969,A Intrepid Drama of a Butler And a Lumberjack who must Challenge a Database Administrator in A Manhattan Penthouse,WEST LION
NC-17,2006,English,,11.99,52,0.99,7,970,A Lacklusture Tale of a Butler And a Husband who must Face a Boy in Ancient China,WESTWARD SEABISCUIT
PG-13,2006,English,,11.99,109,4.99,4,971,A Intrepid Story of a Pastry Chef And a Database Administrator who must Kill a Feminist in A MySQL Convention,WHALE BIKINI
PG-13,2006,English,,24.99,59,4.99,4,972,A Intrepid Story of a Dentist And a Hunter who must Confront a Monkey in Ancient Japan,WHISPERER GIANT
NC-17,2006,English,,27.99,183,4.99,3,973,A Awe-Inspiring Epistle of a Teacher And a Feminist who must Confront a Pioneer in Ancient Japan,WIFE TURN
R,2006,English,,24.99,181,0.99,4,974,A Beautiful Story of a Monkey And a Sumo Wrestler who must Conquer a A Shark in A MySQL Convention,WILD APOLLO
R,2006,English,,22.99,137,2.99,6,975,A Brilliant Panorama of a Boat And a Astronaut who must Challenge a Teacher in A Manhattan Penthouse,WILLOW TRACY
R,2006,English,,12.99,111,0.99,6,976,A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft,WIND PHANTOM
R,2006,English,,25.99,85,2.99,3,977,A Astounding Character Study of a Womanizer And a Hunter who must Escape a Robot in A Monastery,WINDOW SIDE
R,2006,English,,12.99,98,0.99,3,978,A Unbelieveable Saga of a Forensic Psychologist And a Student who must Face a Squirrel in The First Manned Space Station,WISDOM WORKER
NC-17,2006,English,,10.99,100,4.99,6,979,A Awe-Inspiring Drama of a Secret Agent And a Hunter who must Fight a Moose in Nigeria,WITCHES PANIC
PG,2006,English,,12.99,75,4.99,4,980,A Lacklusture Display of a Robot And a Girl who must Defeat a Sumo Wrestler in A MySQL Convention,WIZARD COLDBLOODED
NC-17,2006,English,,13.99,55,0.99,7,981,A Fast-Paced Drama of a Squirrel And a Robot who must Succumb a Technical Writer in A Manhattan Penthouse,WOLVES DESIRE
R,2006,English,,23.99,126,0.99,4,982,A Insightful Documentary of a Waitress And a Butler who must Vanquish a Composer in Australia,WOMEN DORADO
PG,2006,English,,18.99,105,2.99,7,983,A Unbelieveable Documentary of a Teacher And a Monkey who must Defeat a Explorer in A U-Boat,WON DARES
NC-17,2006,English,,20.99,126,2.99,3,984,A Boring Panorama of a Woman And a Madman who must Overcome a Butler in A U-Boat,WONDERFUL DROP
PG,2006,English,,19.99,111,4.99,4,985,A Awe-Inspiring Character Study of a Waitress And a Car who must Pursue a Mad Scientist in The First Manned Space Station,WONDERLAND CHRISTMAS
NC-17,2006,English,,24.99,85,2.99,6,986,A Brilliant Saga of a Boat And a Mad Scientist who must Meet a Moose in Ancient India,WONKA SEA
PG,2006,English,,13.99,116,2.99,3,987,A Action-Packed Reflection of a Composer And a Mad Scientist who must Face a Pioneer in A MySQL Convention,WORDS HUNTER
R,2006,English,,26.99,139,2.99,7,988,A Action-Packed Yarn of a Secret Agent And a Technical Writer who must Battle a Sumo Wrestler in The First Manned Space Station,WORKER TARZAN
R,2006,English,,22.99,74,4.99,4,989,A Stunning Epistle of a Dentist And a Dog who must Kill a Madman in Ancient China,WORKING MICROCOSMOS
PG-13,2006,English,,13.99,171,0.99,3,990,A Unbelieveable Tale of a Pioneer And a Astronaut who must Overcome a Robot in An Abandoned Amusement Park,WORLD LEATHERNECKS
PG,2006,English,,26.99,185,2.99,4,991,A Thrilling Drama of a Madman And a Dentist who must Conquer a Boy in The Outback,WORST BANGER
NC-17,2006,English,,17.99,176,0.99,5,992,A Intrepid Reflection of a Technical Writer And a Hunter who must Defeat a Sumo Wrestler in A Monastery,WRATH MILE
PG-13,2006,English,,10.99,178,2.99,6,993,A Emotional Saga of a Crocodile And a Sumo Wrestler who must Discover a Mad Cow in New Orleans,WRONG BEHAVIOR
PG-13,2006,English,,29.99,100,4.99,6,994,A Awe-Inspiring Panorama of a Robot And a Boat who must Overcome a Feminist in A U-Boat,WYOMING STORM
R,2006,English,,11.99,86,4.99,5,995,A Amazing Display of a Robot And a Astronaut who must Fight a Womanizer in Berlin,YENTL IDAHO
G,2006,English,,9.99,183,0.99,6,996,A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station,YOUNG LANGUAGE
NC-17,2006,English,,14.99,179,0.99,4,997,A Touching Drama of a Teacher And a Cat who must Challenge a Technical Writer in A U-Boat,YOUTH KICK
NC-17,2006,English,,10.99,105,0.99,6,998,A Fateful Yarn of a Composer And a Man who must Face a Boy in The Canadian Rockies,ZHIVAGO CORE
R,2006,English,,28.99,101,2.99,5,999,A Fateful Reflection of a Waitress And a Boat who must Discover a Sumo Wrestler in Ancient China,ZOOLANDER FICTION
NC-17,2006,English,,18.99,50,4.99,3,1000,A Intrepid Panorama of a Mad Scientist And a Boy who must Redeem a Boy in A Monastery,ZORRO ARK
