assay_id,curated_by,assay_subcellular_fraction,assay_tissue,tissue_id,description,tid,assay_organism,doc_id,bao_format,assay_strain,assay_type,assay_test_type,assay_category,assay_tax_id,assay_cell_type,relationship_type
881,Autocuration,,,,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",51,,6563,BAO_0000019,,F,,,,,H
882,Autocuration,,,,Ability to displace [3H]-8-OH-DPAT from CHO cells stably transfected with human 5-hydroxytryptamine 1A receptor at a concentration of 1 uM,51,,4751,BAO_0000219,,B,,,,CHO,H
883,Autocuration,,,,Compound at 1 uM was tested for the inhibition of radioligand [3H]8-OH-DPAT binding to recombinant human 5-hydroxytryptamine 1A receptor,51,,15463,BAO_0000357,,B,,,,,H
884,Autocuration,,,,In vitro binding affinity against human 5-hydroxytryptamine 1A receptor at a concentration of 100 (nM),51,,3805,BAO_0000357,,B,,,,,H
885,Autocuration,,,,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,51,,5640,BAO_0000357,,B,,,,,H
886,Autocuration,,,,Inhibition of [3H]8-OH-DPAT binding to human 5-hydroxytryptamine 1A receptor at 1000 nM compound concentration,51,,6563,BAO_0000357,,B,,,,,H
887,Autocuration,,,,Inhibitory activity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand at 100 nM concentration,51,,5548,BAO_0000357,,B,,,,,H
888,Autocuration,,,,Percent binding affinity against 5-hydroxytryptamine 1A receptor,51,,6347,BAO_0000357,,B,,,,,H
889,Autocuration,,,,Intrinsic activity for human 5-hydroxytryptamine 1A receptors HEK 293 cell membranes using [35S]GTP gamma-S,51,,17296,BAO_0000219,,F,,,,HEK293,H
890,Autocuration,,,,Binding affinity against 5-hydroxytryptamine 1 receptor using rabbit jugular vein assay in the absence of endothelium,51,,13047,BAO_0000019,,B,,,,,H
891,Autocuration,,,,Dissociation constant against human 5-hydroxytryptamine 1A receptor receptor,51,,15740,BAO_0000357,,B,,,,,H
892,Expert,,,,"Inhibition of 5-HT induced [35S]GTP-gamma-S, binding at human cloned 5-HT 1A receptors.",51,,5640,BAO_0000019,,F,,,,,H
893,Autocuration,,,,"5-hydroxytryptamine 1A receptor antagonism was evaluated by the ability to inhibit [35S]GTP-gamma-S, binding that was induced by 5-HT; Ki (nM): not determined",51,,5640,BAO_0000019,,F,,,,,H
894,Expert,,,,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor,51,,17211,BAO_0000219,,B,,,,HeLa,H
895,Autocuration,,,,Ability to displace [3H]8-OH-DPAT from CHO cells stably transfected with human 5-hydroxytryptamine 1A receptor,51,,4751,BAO_0000219,,B,,,,CHO,H
896,Expert,,,,Affinity towards human 5-hydroxytryptamine 1A serotonin receptor,51,Homo sapiens,6491,BAO_0000357,,B,,,9606.0,,D
897,Autocuration,,,,Binding affinity towards human 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT-as radioligand,51,,4707,BAO_0000357,,B,,,,,H
898,Expert,,,,Binding affinity against 5-hydroxytryptamine 1A receptor,51,Homo sapiens,13910,BAO_0000357,,B,,,9606.0,,D
899,Autocuration,,,,Binding affinity against 5-hydroxytryptamine 1A receptor in HeLa cells was determined using [3H]5-HT,51,,16190,BAO_0000219,,B,,,,HeLa,H
900,Autocuration,,,,Binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,51,,16633,BAO_0000357,,B,,,,,H
901,Autocuration,,,,Binding affinity against [3H]- -8-OH-DPAT -labeled 5-hydroxytryptamine 1A sites in cloned CHO cells,51,,11898,BAO_0000219,,B,,,,CHO,H
902,Autocuration,,,,Binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,51,,11898,BAO_0000219,,B,,,,CHO,H
903,Autocuration,,,,Binding affinity against human 5-hydroxytryptamine 1A receptor,51,,14331,BAO_0000357,,B,,,,,H
904,Expert,,,,Binding affinity against human 5-hydroxytryptamine 1A receptor in CHO cells labeled with [3H]8-OH-DPAT radioligand,51,,17624,BAO_0000219,,B,,,,CHO,H
905,Autocuration,,,,Binding affinity against human 5-hydroxytryptamine 1A receptor in CHO cells labeled with [3H]8-OH-DPAT radioligand; nd=not determined,51,,17624,BAO_0000219,,B,,,,CHO,H
906,Autocuration,,,,Binding affinity of compound to human 5-hydroxytryptamine 1A receptor,51,,3307,BAO_0000357,,B,,,,,H
907,Expert,,,,Displacement of [3H]8-OH-DPAT from human 5-hydroxytryptamine 1A receptor expressed in CHO cells,51,Homo sapiens,6563,BAO_0000219,,B,,,9606.0,CHO,D
908,Autocuration,,,,Binding affinity for 5-hydroxytryptamine 1A receptor in HeLa transfected cell type using [3H]8-OH-DPAT as radioligand,51,,14165,BAO_0000019,,B,,,,,H
909,Autocuration,,,,Binding affinity towards cloned human 5-hydroxytryptamine 1A receptor was determined,51,,5732,BAO_0000357,,B,,,,,H
910,Expert,,,,In vitro affinity at human cloned 5-hydroxytryptamine 1A receptor by [3H]8-OH-DPAT displacement.,51,,13366,BAO_0000357,,B,,,,,H
911,Autocuration,,,,Binding affinity towards human 5-hydroxytryptamine 1A receptor,51,,17626,BAO_0000357,,B,,,,,H
912,Expert,,,,Binding affinity towards human 5-hydroxytryptamine 1A receptor by the displacement of [3H]5-HT radioligand from the cloned receptor expressed in HeLa cells,51,,6588,BAO_0000219,,B,,,,HeLa,H
913,Autocuration,,,,Binding affinity towards human 5-hydroxytryptamine 1A receptor was determined using [3H]-5-HT as radioligand,51,,16209,BAO_0000357,,B,,,,,H
914,Autocuration,,,,Binding affinity towards recombinant human 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand,51,,15463,BAO_0000357,,B,,,,,H
915,Autocuration,,,,Binding affinity towards recombinant human Compound at 1 uM was tested for the inhibition of radioligand [3H]8-OH-DPAT binding to recombinant human 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand,51,,15463,BAO_0000357,,B,,,,,H
916,Autocuration,,,,Binding affinity for recombinant human 5-hydroxytryptamine 1A receptor using [3H]5-HT as radioligand.,51,,14770,BAO_0000357,,B,,,,,H
917,Autocuration,,,,Binding affinity on human cloned 5-hydroxytryptamine 1A receptor transfected in human cell lines (He La),51,,16245,BAO_0000219,,B,,,,Cell line,H
918,Autocuration,,,,Binding affinity on human cloned 5-hydroxytryptamine 1A receptor transfected in human cell lines(He La),51,,16245,BAO_0000019,,B,,,,,H
919,Autocuration,,,,Binding affinity towards 5-HT1A receptor using [3H]8-OH-DPAT as radioligand,51,,5548,BAO_0000357,,B,,,,,H
920,Expert,,,,Binding affinity was determined towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,51,,5548,BAO_0000357,,B,,,,,H
921,Autocuration,,,,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,51,,5548,BAO_0000357,,B,,,,,H
922,Expert,,,,Binding affinity was evaluated at 5-hydroxytryptamine 1A receptor labeled with [3H]-8-OH-DPAT,51,,6876,BAO_0000357,,B,,,,,H
923,Autocuration,,,,Binding affinity was evaluated at human recombinant 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,51,,2598,BAO_0000357,,B,,,,,H
924,Expert,,,,Binding affinity to human 5-hydroxytryptamine 1A receptor was measured using [3H]-8-hydroxy-2-(di-n-propylamine) tetraline [3H]8-OH-DPAT) as radioligand,51,,17785,BAO_0000357,,B,,,,,H
925,Autocuration,,,,Binding affinity towards 5-hydroxytryptamine 1A receptor,51,,6013,BAO_0000357,,B,,,,,H
926,Expert,,,,Binding affinity towards 5-hydroxytryptamine 1A receptor in human using [3H]8-OH-DPAT as radioligand,51,,5929,BAO_0000357,,B,,,,,H
927,Autocuration,,,,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,51,,16633,BAO_0000357,,B,,,,,H
928,Autocuration,,,,Binding affinity towards cloned human 5-hydroxytryptamine 1A receptor was determined,51,,1558,BAO_0000357,,B,,,,,H
929,Expert,,,,Binding affinity towards human cloned 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,51,,16026,BAO_0000357,,B,,,,,H
930,Autocuration,,,,Binding affinity was measured on 5-hydroxytryptamine 1A receptor in AK cells transfected with human 5-HT1A gene labeled with [3H]-8-OH-DPAT,51,,12469,BAO_0000219,,B,,,,,H
931,Expert,,,,Binding affinity was measured on cloned Human 5-hydroxytryptamine 1A receptor which is labeled by [3H]8-OH-DPAT,51,Homo sapiens,15874,BAO_0000357,,B,,,9606.0,,D
932,Autocuration,,,,Binding affinity was measured on cloned human 5-hydroxytryptamine 1A receptor which is labeled by [3H]8-OH-DPAT,51,,15874,BAO_0000357,,B,,,,,H
933,Autocuration,,,,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 1A receptor,51,,3935,BAO_0000357,,B,,,,,H
934,Autocuration,,,,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 1A receptor,51,,15818,BAO_0000357,,B,,,,,H
935,Autocuration,,,,Compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1A receptor expressed in CHO-K1 cells.,51,,13706,BAO_0000219,,B,,,,CHO-K1,H
936,Expert,,,,Ability to inhibit the forskolin-stimulated c-AMP formation mediated by human 5-hydroxytryptamine 1A receptor in CHO-K1 cells,51,,13729,BAO_0000219,,F,,,,CHO-K1,H
937,Autocuration,,,,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor,51,,15413,BAO_0000019,,B,,,,,H
938,Autocuration,,,,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor (Experiment 1),51,,15413,BAO_0000019,,B,,,,,H
939,Autocuration,,,,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor (Experiment 2),51,,15413,BAO_0000019,,B,,,,,H
940,Autocuration,,,,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor by Panlabs assay,51,,15413,BAO_0000019,,B,,,,,H
941,Expert,,,,Displacement of specific [3H]- 5-HT binding to cloned human 5-hydroxytryptamine 1A receptor stably expressed in HeLa cells,51,Homo sapiens,3445,BAO_0000219,,B,,,9606.0,HeLa,D
942,Autocuration,,,,Evaluated for the binding constant at [3H]8-OH-DPAT-labeled human 5-hydroxytryptamine 1A receptor,51,,15740,BAO_0000357,,B,,,,,H
943,Autocuration,,,,Evaluated for the binding constant at [3H]8-OH-DPAT-labeled human 5-hydroxytryptamine 1A receptor receptor,51,,15740,BAO_0000357,,B,,,,,H
944,Autocuration,,,,In vitro binding affinity tested on human 5-hydroxytryptamine 1A receptor,51,,17626,BAO_0000357,,B,,,,,H
945,Expert,,,,In vitro binding affinity to human 5-hydroxytryptamine 1A receptor,51,Homo sapiens,4234,BAO_0000357,,B,,,9606.0,,D
946,Expert,,,,In vitro binding affinity at 5-hydroxytryptamine 1A receptor by [3H]8-OH-DPAT displacement.,51,,5640,BAO_0000357,,B,,,,,H
947,Expert,,,,In vitro binding affinity towards Human 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT,51,Rattus norvegicus,5272,BAO_0000357,,B,,,10116.0,,H
948,Autocuration,,,,In vitro binding affinity towards cloned human 5-hydroxytryptamine 1A receptor expressed in Chinese hamster ovary (CHO) cells using [3H]8-OH-DPAT as radioligand,51,,4622,BAO_0000219,,B,,,,CHO,H
949,Expert,,,,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1A receptor,51,,17085,BAO_0000019,,B,,,,,H
950,Autocuration,,,,In vitro binding affinity was determined towards cloned human 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT radioligand,51,,3025,BAO_0000357,,B,,,,,H
951,Expert,,,,In vitro receptor binding affinity for cloned human 5-hydroxytryptamine 1A receptor,51,,15315,BAO_0000357,,B,,,,,H
952,Autocuration,,,,Inhibition of [3H]- OH-DPAT binding against 5-hydroxytryptamine 1A receptor from human recombinant,51,,15267,BAO_0000357,,B,,,,,H
953,Autocuration,,,,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor serotonergic receptor in human HeLa cells,51,,17158,BAO_0000219,,B,,,,HeLa,H
954,Expert,,,,Receptor binding affinity for cloned human 5-hydroxytryptamine 1A receptor in HeLa cells,51,Homo sapiens,14214,BAO_0000219,,B,,,9606.0,HeLa,D
955,Autocuration,,,,Tested in vitro for its ability to bind to 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,51,,17133,BAO_0000357,,B,,,,,H
956,Autocuration,,,,The binding affinity at the 5-hydroxytryptamine 1A receptor determined using [3H]5-CT,51,,16532,BAO_0000357,,B,,,,,H
957,Expert,,,,Affinity for 5-hydroxytryptamine 1A receptor subtype,51,Homo sapiens,2391,BAO_0000357,,B,,,9606.0,,D
958,Autocuration,,,,The compound was tested for CNS binding affinity towards 5-hydroxytryptamine 1A receptor from cloned Human membranes,51,,14447,BAO_0000019,,B,,,,,H
959,Autocuration,,,,The compound was tested for CNS binding affinity towards 5-hydroxytryptamine 1A receptor from cloned Human membranes.,51,,14447,BAO_0000019,,B,,,,,H
960,Autocuration,,,,The compound was tested for binding affinity against 5-hydroxytryptamine 1A receptor receptor,51,,15086,BAO_0000357,,B,,,,,H
961,Expert,,,,Binding affinity for cloned human 5-hydroxytryptamine 1A receptor,51,Homo sapiens,13051,BAO_0000357,,B,,,9606.0,,D
962,Autocuration,,,,"Ability to influence the binding of [35S]GTP-gamma-S, to HeLa cell membranes expressing the human 5-hydroxytryptamine 1A receptor; Not active",51,,16026,BAO_0000019,,F,,,,,H
963,Expert,,,,In vitro binding affinity was determined by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1A receptor; ND means not determined,51,,17085,BAO_0000019,,B,,,,,H
964,Autocuration,,,,Tested in vitro for its ability to bind to 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,51,,17133,BAO_0000357,,B,,,,,H
965,Autocuration,,,,Tested in vitro for its ability to bind to 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand; ND means Not determined,51,,17133,BAO_0000357,,B,,,,,H
966,Autocuration,,,,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor; NT denotes not tested,51,,17211,BAO_0000219,,B,,,,HeLa,H
967,Autocuration,,,,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor; NT=not tested,51,,17211,BAO_0000219,,B,,,,HeLa,H
968,Autocuration,,,,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor; NT denotes not tested,51,,17211,BAO_0000219,,B,,,,HeLa,H
969,Autocuration,,,,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor; NT denotes not tested,51,,17211,BAO_0000219,,B,,,,HeLa,H
970,Autocuration,,,,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared with 5-HT.; NT is not tested",51,,16394,BAO_0000019,,F,,,,,H
971,Autocuration,,,,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared with 5-HT.; NT is not tested",51,,16394,BAO_0000019,,F,,,,,H
972,Autocuration,,,,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared with 5-HT.; NT is not tested",51,,16394,BAO_0000019,,F,,,,,H
973,Autocuration,,,,Antagonist induction of hypothermia by 8-OH-DPAT in 5-hydroxytryptamine 1A receptor after subcutaneous administration; NT is not tested,51,,16394,BAO_0000218,,F,In vivo,,,,H
974,Autocuration,,,,Binding affinity at human 5-hydroxytryptamine 1A receptor by inhibition of [3H]-8-OH-DPAT binding in Chinese hamster ovary cell line; NT is not tested,51,,16394,BAO_0000019,,B,,,,,H
975,Autocuration,,,,EC50 for inhibition of 50 uM forskolin-stimulated cAMP accumulation against 5-hydroxytryptamine 1A receptor receptor; Not tested,51,,15740,BAO_0000019,,F,,,,,H
976,Autocuration,,,,EC50 for inhibition of 50 uM forskolin-stimulated cAMP accumulation against 5-hydroxytryptamine 1A receptor; Not tested,51,,15740,BAO_0000019,,F,,,,,H
977,Autocuration,,,,Evaluated for the binding constant at [3H]8-OH-DPAT-labeled human 5-hydroxytryptamine 1A receptor,51,,15740,BAO_0000357,,B,,,,,H
978,Autocuration,,,,Binding affinity against human 5-hydroxytryptamine 1A receptors HEK 293 cell membranes using [35S]GTP gamma-S,51,,17296,BAO_0000219,,F,,,,HEK293,H
979,Expert,,,,"Stimulation of binding of [35S]GTP-gamma-S, to G protein mediated by human cloned 5-hydroxytryptamine 1A receptor tested in vitro at 1 uM.",51,,5640,BAO_0000019,,F,,,,,H
980,Autocuration,,,,"Stimulation of binding of [35S]GTP-gamma-S, to G protein mediated by human cloned 5-hydroxytryptamine 1A receptor tested in vitro at a concentration of 1 uM; ND means Not determined",51,,5640,BAO_0000019,,F,,,,,H
981,Autocuration,,,,"Stimulation of binding of [35S]GTP-gamma-S, to G protein mediated by human cloned 5-hydroxytryptamine 1A receptor tested in vitro at a concentration of 1 uM; ND means not determined",51,,5640,BAO_0000019,,F,,,,,H
982,Autocuration,,,,"Stimulation of binding of [35S]GTP-gamma-S, to G protein mediated by human cloned 5-hydroxytryptamine 1A receptor tested in vitro at a concentration of 1 uM; Not determined",51,,5640,BAO_0000019,,F,,,,,H
983,Autocuration,,,,Antagonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor,51,,2759,BAO_0000219,,F,,,,CHO,H
984,Autocuration,,,,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared with 5-HT",51,,16394,BAO_0000019,,F,,,,,H
985,Expert,,,,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared to 5-HT",51,Homo sapiens,16394,BAO_0000019,,F,,,9606.0,,D
986,Expert,,,,Percent efficacy against human 5-hydroxytryptamine 1A receptor relative to maximal 5-HT response,51,Homo sapiens,3445,BAO_0000019,,F,,,9606.0,,D
987,Expert,,,,Binding affinity for 5-hydroxytryptamine 1A receptor was determined by incubating human 5-hydroxytryptamine 1A receptor transfected CHO cells with [3H]8-OH-DPAT,51,,4316,BAO_0000219,,B,,,,CHO,H
988,Expert,,,,In vitro inhibition of [3H]8-OH-DPAT binding to human cloned 5-hydroxytryptamine 1A receptor on CHO cell membranes.,51,,4316,BAO_0000019,,B,,,,,H
989,Expert,,,,Agonist efficacy on 5-hydroxytryptamine 1A receptor subtype,51,Homo sapiens,15180,BAO_0000019,,F,,,9606.0,,D
990,Expert,,,,Agonist efficacy on 5-hydroxytryptamine 1A receptor subtype,51,Homo sapiens,15180,BAO_0000019,,F,,,9606.0,,D
991,Autocuration,,,,Maximum binding affinity was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,51,,15042,BAO_0000019,,F,,,,,H
992,Autocuration,,,,Maximum binding affinity was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,51,,15042,BAO_0000019,,F,,,,,H
993,Autocuration,,,,Maximum binding affinity was evaluated as ([35S]GTP binding on cloned human 5-hydroxytryptamine 1A receptor,51,,15042,BAO_0000019,,F,,,,,H
994,Autocuration,,,,Agonist efficacy was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,51,,15042,BAO_0000019,,F,,,,,H
995,Autocuration,,,,Agonist efficacy was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,51,,15042,BAO_0000019,,F,,,,,H
