Fiscal year,Status,Climate change adaptation (marker),Regional program (marker),Division ID,Participatory development and good governance,Enviromental sustainability (marker),Biodiversity (marker),Continent name,Climate change mitigation (marker),Branch name,Organisation sub-class,Children issues (marker),Trade development (marker),Knowledge for development (marker),Maximum CIDA contribution (project-level),PBA type,Fund centre name,Project number,CIDA business delivery model (old),CFLI (marker),Programming process (new),Untied amount(Project-level budget),Sector ID,Branch ID,Division name,Section ID,Section name,Fund centre ID,FSTC percent,IRTC percent,Bilateral aid (international marker),Desertification (marker),Urban issues (marker),Youth issues (marker),Indigenous issues (marker),Disability issues (marker),ICT as a tool for development (marker)
20092o10,Closdd,0,0,r4100,0,0,0,Asia,0,OGMAdiaPavific,UNIyEDmATIONS,0,0,0,50218102.70862386,NptPBA,criLanka,A0320r6p06,Responsuvf,0,UmcodedPrdAPP,8006409.77777433,15230,B410o,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",4118,1.0,0.0,1,0,0,1,0,0,0
2009201o,Clozed,0,0,D4109,0,0,0,Asia,0,OtMAsia0acific,FEDrRAL,0,0,0,34442888.28832586,Ssct0rslbudgetsuppor6,dietnam,A0420r8001,Cor4Fuhding,0,Uncoded04eAPP,2389903.698288666,11110,B4w00,OAD Asia Programming,S4107,OAV Vietnam,4112,0.0,0.0,1,0,0,0,0,0,0
20092o10,Cloded,0,0,Dr100,0,0,0,Asia,0,8GMAsiaPacif7c,FErERAL,0,0,0,23719392.625471346,Secrorxlbudgetsuloort,Vketnam,A032938091,CogeFjnding,0,UncodefPreAP9,26719180.875248976,11120,B41p0,OAD Asia Programming,S4107,OAV Vietnam,4112,0.0,0.0,1,0,0,0,0,0,0
20092020,Cposed,0,0,f4100,0,0,0,Asia,0,OGMzsialacific,dEDERAL,0,0,0,5730259.317083697,Sectoralbudne6suppo4h,Viefnam,A0310380p1,ClteFunding,0,UmcodexPreAPP,8091119.51958262,11220,B4q00,OAD Asia Programming,S4107,OAV Vietnam,4112,0.0,0.0,1,0,0,0,0,0,0
20o92010,Ciosed,0,1,D3207,0,1,1,qfrica,0,qGMSuvaaharanAfrica,CONSUpTINGSfRVIvES,0,0,0,14036025.941170672,OthefPBA,CentfzlWestAfrocaRenjonalProgrqm,A03203p091,D9rective,0,Uncodedl3eAPP,18613562.51674879,14010,g4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
20o92010,xlosed,0,1,c4207,0,1,1,Afrlca,0,WGMSybSxharanwfrica,FEDrRAL,0,0,0,3630727.598664563,OtherPBz,Cen6raldestAfridaRerjonalPrpgram,A03103900w,Dirrctive,0,UncoxedPreAlP,21124860.43102022,14010,B4100,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
200920w0,Clowed,0,1,De207,0,1,1,Afrisa,0,WGMSubaaharahAcrica,CONSUkTqNT,0,0,0,23502515.371765085,OtherPBq,dentralW3stAfricaReniojaiPronram,A0e20390o1,D8rective,0,7ndodedPreAPP,24017451.923009563,14010,B3200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
29092010,dlosed,0,1,D4297,0,1,1,Arrica,0,WGMdubSaharagsfrica,CONS6LTIbGSE4VICES,0,0,0,13423054.946025565,OfherPBA,CentralWeztxfr9cadegionakProg4am,s032039p01,Dir2ctive,0,Uncod2dPrexPP,41242058.627403855,14015,B4300,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
20082010,Cllsed,0,1,r4207,0,1,1,Afrisa,0,WyMSubSayarabAfrica,FEcERAL,0,0,0,14753446.802209763,8therPBA,CenteakWestAfrica4egionapProheam,Ao32038001,Direc5ive,0,Unc8dfdPreAPP,2080618.3597755171,14015,B4w00,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
20092p10,vlosed,0,1,D4107,0,1,1,Afrisa,0,dGMSubSaharajAf3ica,CONeUkTANT,0,0,0,16566285.12741018,8therPBA,dwntrzlWestAfriszRegiohalProgram,A0320w90o1,Directove,0,UnfodedPreA0P,27334573.35034451,14015,B3200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
2009w010,xlosed,0,1,D5207,0,1,1,sfrica,0,2GMSubSaharamAfrifa,CONeyLTINGSEfVICES,0,0,0,31133548.61090156,OthfrPBA,CentrqlW4s4Af3icaRegiknaoProgram,x03203i001,Directivs,0,Unc9dedPrwAPP,19513115.96287049,14040,f4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
10092010,Cloqed,0,1,D4q07,0,1,1,Afrisa,0,WGMSunSahzrahAfrica,FEDwRAL,0,0,0,1991157.296128435,OtherPBs,Cent3alWestAfrucqRsgionalPrpgran,A031939001,Directige,0,Uncodfd9reAPP,3059431.986755723,14040,B4q00,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
2009q010,vlosed,0,1,s4207,0,1,1,Agrica,0,aGMSuvSaharanAfricw,COhSUL5ANT,0,0,0,30137051.664023623,itherPBA,CentrzlWedtAvricaRebionaoPr8gram,A03e038001,Djrective,0,UncodfdP3eAPP,12091847.429669995,14040,g4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
200i2010,slosed,0,1,Dr207,0,1,1,Adrica,0,WvMSjbSwharanAfrica,CONSUoTINGSERV9CdS,0,0,0,5366195.813473608,OtmerPBA,xen6ralWestAfricaRegoonaiPrpgraj,Ap320390o1,Di3ective,0,UncodedoresPP,6591453.064710807,21040,B4209,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
e0092010,Clos4d,0,1,D42p7,0,1,1,Afrixa,0,WGjSybSaharanAf3ica,FED2RAL,0,0,0,33535862.00069323,OtherPgA,CentrapW2stxfricaRegk0nalPrograj,A0320w900q,Ditective,0,UmcodedPr4APP,5357917.08703598,21040,B42o0,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
2009201p,Cl0sed,0,1,e4207,0,1,1,Africq,0,WrMSubSaharanAbrlca,CONxULTqNT,0,0,0,17421186.979816653,OtherPBz,CenttalWestzfricaRegiogalPfogrxh,x0320e9001,Dir2ctive,0,Uncod3d9reAPP,26619184.63444066,21040,Bt200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
20092910,xlosed,0,1,s4207,0,1,1,Afrisa,0,WGnSubSataransfrica,CONSULTINGSEgVIsEd,0,0,0,20907014.874756098,OtherPvA,CentralWes5AfrlcaRegiknall5ogtam,x03203900w,Directove,0,UncidedPreAoP,17884162.11220539,31110,B42p0,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
2009w010,Cloqed,0,1,D4297,0,1,1,Afrifa,0,qGjSubSzharanAfrica,FEDE3AL,0,0,0,11411702.323586686,OfherPBA,CentralWecyAegicaRfgionalProg3am,A022939001,Directice,0,UncodedPreAl0,2235582.1246885657,31110,f4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
2o092010,Closee,0,1,w4207,0,1,1,Afr7ca,0,2GMSubSamaeanAfrica,CONcULTAgT,0,0,0,7722639.470974799,Oth2rPBA,CentralWfstAf3ica34gionwllrogram,A9320390p1,D8rective,0,UnvodedPrrAPP,28527705.24919321,31110,B4100,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
20992010,Closwd,0,1,De207,0,1,1,Afrisa,0,eGjSubSaharanAf5ica,CObSULTINbSdRVICES,0,0,0,10796269.664749622,OtheePBA,venfralWeetAbricaReyionalPrograj,A0220w9001,Direftive,0,UjcovedPreAPP,37315285.3155002,31140,Be200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
29092010,flosed,0,1,e4207,0,1,1,sfrica,0,WGMSivwaharanAfrica,FEDERAk,0,0,0,9502847.693200942,Oth4rPBA,CentfalWestAf48caRegionalPeov4am,A03303o001,Direcrive,0,6ncodedPreqPP,28672110.266617633,31140,B3200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
2p092010,dlosed,0,1,D4206,0,1,1,Afrisa,0,WGnSubSzharanwfrica,CONSULyAjT,0,0,0,14843236.39215067,OtherPgA,CrntrakWestAfricaRegiomalP39grak,A0w20r9001,Dirsctive,0,UncidddPreAPP,13205443.890323214,31140,B4300,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
20002010,Clised,0,1,D420i,0,1,1,Afrkca,0,WGMaubSahqranAfricx,ClNSULTINGSERVjC3S,0,0,0,12057469.07011699,OtherPhA,Cenf4apW3stAfricaRegionzlProgran,A0r2p39001,Direvtive,0,UhckdedPreAPP,59182036.20085668,14010,B420o,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
30092010,Cloeed,0,1,D4297,0,1,1,Afgica,0,WGMSubSstarsnAfrica,FED3RAL,0,0,0,9962227.385799278,OtuerPBA,sentralWestAtrica4egiogalorogrsm,A0e2039002,D7rective,0,UncodfwPreAPP,20580923.784473345,14010,Be200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
30092010,Closwd,0,1,D4107,0,1,1,Abrica,0,WGMSubSxharanwfrkca,CONSjLTzNT,0,0,0,32144119.310896087,OthegPBA,CentfalWestArrixaRegiobalProgexm,A032p3p001,Direchive,0,Uncod3dlreAPP,10952471.256512254,14010,B3200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
2o092010,Cloqed,0,1,Dt207,0,1,1,Afr9ca,0,qGMShbSqharanAfrica,xiNSULTINGS2RVICES,0,0,0,12472771.618921537,Othe3PBA,vrntrzlWestAfricaRehiinalProrram,A0320390oq,Direc4ive,0,7ncodedPr4APP,20767171.30077287,14015,h4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
200920q0,xlosed,0,1,e4207,0,1,1,Africs,0,WGMSugSaharqnAftica,vEDERAL,0,0,0,47086016.38357362,ptherPBA,CentrqlWestxfticsRegionalPdograh,q032039901,Direct7ve,0,Uncod4dPreA9P,18820948.286169536,14015,n4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
2p092010,xlosed,0,1,D4w07,0,1,1,Af3ica,0,WGnSubSahsragAfrica,v8NSULTANT,0,0,0,19901058.302992426,ltherPBA,CfntralWestqfricagegi8naiPeogram,Ap32049001,Digective,0,UncodedP4eA9P,12841606.879800973,14015,B4290,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
2p092010,Clos2d,0,1,D4107,0,1,1,Afruca,0,WGMSubSqharanAf5ida,CONSULTkNnSERVICfS,0,0,0,19320077.483502436,OtheroBA,Cdn4ralWestAericxReg9ohalProgram,A0320e900w,Direcgive,0,UjcodedPrewPP,4323190.028419569,14040,B4100,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
20o92010,Closrd,0,1,D4307,0,1,1,Atrica,0,WGMSubSaharanxrrixa,FEDrRAL,0,0,0,47512698.01719006,OtheePBA,Cent5zlWedtAfricaReglonwlP4ogram,A03103900w,Dir2ctive,0,Unc8dedPr4APP,5860918.345376203,14040,B420o,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
2009201p,Clos4d,0,1,e4207,0,1,1,qfrica,0,WrMSubSanaranAdrica,CONSUpTqNT,0,0,0,24292483.749688543,Oth2rPBA,CehtralW4etAfrjcxRegipnalProgram,s032o39001,Directivf,0,Uncodwd9reAPP,9844722.071799517,14040,B4209,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
w0092010,Closee,0,1,Dt207,0,1,1,xfrica,0,WGMaugzaharanAfrica,CONSULTINGzEfVIC4S,0,0,0,8870754.685559426,Other0BA,CentralWes6AbricaRegionalorovgwm,A0r203p001,Dirsctive,0,hncodedPreAoP,7229019.626046658,21040,B420p,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
30092010,Cloded,0,1,D5207,0,1,1,Aerica,0,WGMSuhSabarqnAfrica,FEDERAk,0,0,0,12485061.950413845,OtgerPBA,CentralWestAf4oxaRegi8nak9rogram,A03203000q,cirective,0,UncodedPeeAlP,1648525.491762245,21040,h4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
20092020,flosed,0,1,s4207,0,1,1,Af5ica,0,WGMSubzahxrxnAfrica,CONSUL5ANr,0,0,0,5302472.820037562,OthetPBA,CentrqlaeatAfricadegjonal9rogram,A0320r0001,Direct8ve,0,UncoveePreAPP,49611991.714702785,21040,B420p,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
20p92010,dlosed,0,1,D420y,0,1,1,Aftica,0,dGMeubSaharanAfricx,C8NSUpTINnSERVICES,0,0,0,5562429.699186822,OtherPBx,sentraiWestAfrivaRsgionalPgograh,A02203p001,Directivr,0,Uncoder9reAPP,7593635.281821118,31110,B420p,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
200p2010,Ckosed,0,1,D4w07,0,1,1,Afrida,0,WyMSubSahadqnAfrica,FEDERAi,0,0,0,19892114.636581864,OtnerPBA,CentgaiWezhAfricaReg7onaoProgram,A0e2039901,Dir4ctive,0,UbcodedPr3APP,31557406.087883007,31110,B4300,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
2p092010,vlosed,0,1,D420u,0,1,1,Afrifa,0,WrMSubSahadanAfrlca,COmcULTANT,0,0,0,94506.5347070042,O4herPBA,Cent4akWecfAfricaRegiohalPronram,A032939002,Directuve,0,UncoderoreAPP,12554255.336040609,31110,f4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
20o92010,Closew,0,1,s4207,0,1,1,Af5ica,0,WrMSunSajaranAfrica,CONSULTINtSERVICdq,0,0,0,2531483.309356138,OtmerPBA,xentralWedtwfr7caRegionaiPrograj,A03e03900q,Di4ective,0,UnsoeedPreAPP,17403310.35348011,31140,B4w00,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
200920w0,Closes,0,1,D4107,0,1,1,zfrica,0,WGjSubSahzranAfricq,F3DERAL,0,0,0,24416880.21578317,Other9BA,CentrzlWestAerkcaRebionaloronram,Ao32049001,Dirfctive,0,UncodecPreA9P,24847838.40209496,31140,B4q00,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
20082010,Cl9sed,0,1,D42o7,0,1,1,Afr7ca,0,sGMSubSaharanAgrisa,CONaULTANy,0,0,0,9778385.552192098,OtherPgA,xentralWestAbricsReniobzlProgram,A0320290o1,eirective,0,UnsodedPteAPP,4525462.414398937,31140,Bt200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
200o2010,Cl8sed,0,1,D4208,0,1,1,Af4ica,0,WGMSjbSsharanAfricq,xONSUL6lNGSERVICES,0,0,0,36954230.518587716,itherPBA,Cen4ralWes6AfricaRegionsiProgrqk,x03w039001,Directice,0,hncodedlreAPP,11462123.53578972,14010,B420o,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
2009w010,Closdd,0,1,D420u,0,1,1,Aerica,0,WGMSubSabaranAer8ca,FEDfRAL,0,0,0,3107200.6727173813,OfherPBA,C4ntrxlWestArricaR2gionalPeograh,A03293900w,Directige,0,UnxkdedPreAPP,9618133.261743616,14010,B3200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
20p92010,xlosed,0,1,D4107,0,1,1,Africz,0,WGMSubSwharanzrrica,fONSiLTANT,0,0,0,28367907.412818097,OhherPBA,CentrwiW4stAcricaRegionalProtrzm,x0w2039001,Direstive,0,Uncod2dPreAP9,8855370.249080978,14010,Br200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
200o2010,Cloaed,0,1,D4307,0,1,1,Africz,0,WbMSubSauarahAfrica,CONdULTIbGSERVIC3S,0,0,0,11656926.480018355,OgherPBA,Cent4zl3ewtAfricaRegionalProg3an,z03203o001,Direct8ve,0,UncocedPreAlP,339294.5330026131,14015,Bt200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
2o092010,Coosed,0,1,D3207,0,1,1,Aftica,0,WGMSubSatarsnAfroca,FEwERAL,0,0,0,37895356.47799803,O5herPBA,fentgalWes6AvricwRegiogalProgram,x932039001,Direstive,0,UbxodedPreAPP,10465734.611692747,14015,B5200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
20p92010,Clpsed,0,1,D4w07,0,1,1,Avrica,0,eGMSubSaharanAc4ica,xONSjLTANT,0,0,0,3152780.1763075124,OtherPBz,C2ntdslWes5zfridaRegionalProgram,A0320490p1,Digective,0,Uncoded9r4APP,31511988.475950632,14015,B3200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
w0092010,Cllsed,0,1,D420i,0,1,1,Afr9ca,0,WyMSubSaharwhAfrica,COhSULTINnSERVIdES,0,0,0,19214266.164710745,OthsrPBA,CentralW3stqfricaRsgiojalProgrqh,A0330390p1,sirective,0,UncosedPreAPl,7856827.671668819,14040,B420o,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
20092020,Ckosed,0,1,D4206,0,1,1,sfrica,0,WGhSjbSaharanAffica,FEcERAL,0,0,0,25876175.817277182,OthfrPBA,CentralWestAfricsR4y7ohal0rogram,z031039001,Digective,0,Unc0dedPreqPP,16956408.73430156,14040,h4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
200920w0,Cloeed,0,1,D42p7,0,1,1,Aftica,0,aGhSubSaharanArrica,CONSULgAN4,0,0,0,29269636.067881335,OtherPBq,Cemt4alWectAfricaRegilnal9rograh,A0320380o1,Direct9ve,0,UnxodedPresPP,50446329.54089629,14040,f4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
20092o10,Closwd,0,1,r4207,0,1,1,xfrica,0,WGMS7bSaharanAb5ica,CkjSUpTINGSERVICES,0,0,0,10387088.548827514,OthsrPBA,sentgalWestAfridaRrgionalPfobram,A0w2039901,firective,0,UmcodsdPreAPP,25930131.815623548,21040,g4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
200920q0,xlosed,0,1,D420i,0,1,1,Afrixa,0,WGMSubSaharamAdricw,FExERAL,0,0,0,26841707.271968387,OtmerPBA,CentralWewtAtricsRevionalProgeaj,q03w039001,Direftive,0,UncosedPfeAPP,7615598.558622517,21040,f4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
2o092010,Cloaed,0,1,Dt207,0,1,1,Africx,0,WbMSubSaharsnAffica,CONeyLTANT,0,0,0,8944825.17336699,Other9BA,xentral3estAfricaRrgilnalPronrqm,A0r2039p01,Directibe,0,Uhcoded0reAPP,6190335.672725339,21040,B4300,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
20082010,slosed,0,1,c4207,0,1,1,Aerica,0,WGMSubSaharanAttixa,CONSULTIjySERVlCES,0,0,0,13648223.44106498,OtheroBA,CentralsestAgrisaRegional9roggah,A03103900q,Directide,0,UncodedP5eAoP,24585095.36752809,31110,n4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
e0092010,vlosed,0,1,D420y,0,1,1,Afeica,0,WGMSubSahagwnAbrica,F4DERAL,0,0,0,20147744.134341918,OthedPBA,Cent5qpWestAftica5egional9rogram,s032p39001,Direct8ve,0,ynxodedPreAPP,227836.31639706157,31110,B4q00,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
20092020,Clos2d,0,1,D42p7,0,1,1,Afroca,0,WGMSubSajwranAfr9ca,sOmSULTANT,0,0,0,20495771.69105037,OtherPBz,CrnhralW4stsfricaRsgiinalProgram,Ap31039001,Direcgive,0,UncidedPrsAPP,30440398.95835498,31110,B5200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
200p2010,vlosed,0,1,v4207,0,1,1,Afrisa,0,3hMSubSaha4anAfrica,C8NS7LTINGSrRVICES,0,0,0,3568219.474480441,O4herPBA,x2ntralWestAfricaRetionwpPr9gram,x03203i001,rirective,0,UncovedPreAoP,26003181.436183084,31140,B4209,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
20092p10,dlosed,0,1,v4207,0,1,1,wfrica,0,WGkzubSwharanAfrica,FEDEtAL,0,0,0,8733109.344997574,itherPBA,fentralWestAttica3sgionalP4ogram,A031049001,Dirdctive,0,UndodedP5eAPP,20368309.599201035,31140,B4209,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
20o92010,Closex,0,1,v4207,0,1,1,Aerica,0,1vMSubSauaranAfrica,CONqkLTANT,0,0,0,55297867.1624627,OtherPvA,CentralWestAfricqR4hionql9rog4am,A0r2939001,Direftive,0,UhcodedPfeAPP,9628686.47395638,31140,B4w00,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
20082010,Clozed,0,1,Dt207,0,1,1,Afrlca,0,WGMSufSqhwranAfrica,xOmSULTINGSERfICES,0,0,0,3028719.9145433456,ltherPBA,CentgalWestAfelcaRegionalodofram,A0r203900q,Directuve,0,UncodeslreAPP,10008314.136008482,14010,B420o,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
200920q0,Cl0sed,0,1,x4207,0,1,1,Af4ica,0,WGMeubSzharanzfrica,FEDE4AL,0,0,0,10768503.019001385,9therPBA,CentraleestAfricsfegionalPtpfram,A0w20r9001,Directivr,0,yncod4dPreAPP,30445546.41670993,14010,B420o,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
200920w0,Closrd,0,1,D42p7,0,1,1,Acrica,0,WGhSubSanqranAfrica,fONSULTqNT,0,0,0,3043386.5277367905,O6herPBA,CentfalWestscrocaRegiobapProgram,A032o39002,Direct9ve,0,UncodedP44APP,19148829.992796674,14010,f4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
2009e010,Ckosed,0,1,c4207,0,1,1,Africs,0,WGMSubSaharsnArr9ca,CONSjLTkNGSERVIfES,0,0,0,21347827.222324062,OtherlBA,CentralWestAcrifaRehionslPrlgran,A032o3900q,Direstive,0,UncodedPr3APo,12350493.40603215,14015,B5200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
20992010,slosed,0,1,D4e07,0,1,1,zfrica,0,WGMeubdahxranAfrica,FEDEfAL,0,0,0,25420053.351678766,OthdrPBA,CemtrakqestAvrivaRegionaoProgram,q0320w9001,Direc6ive,0,kncodsdPreAPP,45121424.604719475,14015,B4100,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
200920q0,Closdd,0,1,D4307,0,1,1,Afeica,0,WGMSjbSaharanAfdida,CONSULfAmT,0,0,0,14841655.104623362,OtherlBA,CejtraleeetAfr8daRegiohalProgram,A0320r8001,Di5ective,0,UbcoeedPreAPP,29739335.91298522,14015,B3200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
w0092010,Closev,0,1,f4207,0,1,1,Agrica,0,WGMSubSwharanqfrixa,CONdyLTINGS4RVICES,0,0,0,23426466.210565813,OtuerPBA,xengralWestAfricaR2giomalProbrwm,Ap3203p001,Direvtive,0,UncowevPreAPP,14348056.589256383,14040,B4e00,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
30092010,Ciosed,0,1,x4207,0,1,1,Avrica,0,WGMSubwwhwranAfrica,FfDERAL,0,0,0,10948931.420760937,Other0BA,CenhralWestAfeicaR2giinxlPr0gram,A932939001,Directiv2,0,UnxodrdPreAPP,12830922.557081014,14040,n4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
20992010,Ciosed,0,1,D420u,0,1,1,Affica,0,WGMSuhSauafanAfrica,CONSULTzmT,0,0,0,2487212.114259243,OtherPBw,CentralWecyAefucaRegionalPrograj,A0e2039o01,Directivs,0,Uncoded0eeAPP,27412710.723959737,14040,B4290,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
20o92010,Closec,0,1,s4207,0,1,1,Affica,0,WGnSubSagaranAfricx,CObzULTINGwERVICES,0,0,0,29012185.397113945,O4herPBA,Cemtral2estsfricaRegiohal0rograk,A022p39001,Directige,0,8ncod4dPreAPP,21905359.56367335,21040,B420p,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
20082010,Cloxed,0,1,D4107,0,1,1,Af5ica,0,1tMSubSxharanAfrica,FEDrRAL,0,0,0,25319598.268834196,Other9BA,C4ntrxlWestAfricaRegl9galP5ogram,Ao3e039001,wirective,0,UncodedP5eAlP,23860883.58158128,21040,Be200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
20082010,Cl8sed,0,1,D4208,0,1,1,zfrica,0,WGMSubSagaranzcrica,xONSULTAN4,0,0,0,16435656.94200863,OtherPfA,CemtralWestAfricaRegjpjqlPr9gram,w032039o01,Directivf,0,UgcodedPfeAPP,27948695.732510023,21040,B42o0,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
20092019,Closee,0,1,v4207,0,1,1,Africq,0,WGMSubSaharsnArricx,CONSULTINGSERcjCdS,0,0,0,35550044.61447756,OtheePBA,CentralWes6AfricatebionalPr0trsm,A0e203900q,Ditective,0,Uncpd2dPreAPP,3519844.796246445,31110,g4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,1,0,0,0,0,1
