assay_id,tissue_id,curated_by,assay_tissue,tid,description,chembl_id,relationship_type,confidence_score,cell_id,assay_cell_type,doc_id,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id
4526,178.0,Intermediate,Blood,50594,Biodistribution of the injected compound in blood of female BALB/C mice for 2.5 hours,CHEMBL618191,N,1,,,3655,A,In vivo,,Mus musculus,10090.0
4527,178.0,Intermediate,Blood,50594,Biodistribution of the injected compound in blood of female BALB/C mice for 5 hours,CHEMBL618192,N,1,,,3655,A,In vivo,,Mus musculus,10090.0
4528,10000001.0,Intermediate,Bone,50594,Biodistribution of the injected compound in bone of female BALB/C mice for 0.5 hours,CHEMBL618193,N,1,,,3655,A,In vivo,,Mus musculus,10090.0
4529,10000001.0,Intermediate,Bone,50594,Biodistribution of the injected compound in bone of female BALB/C mice for 2.5 hours,CHEMBL618194,N,1,,,3655,A,In vivo,,Mus musculus,10090.0
4530,10000001.0,Intermediate,Bone,50594,Biodistribution of the injected compound in bone of female BALB/C mice for 5 hours,CHEMBL618195,N,1,,,3655,A,In vivo,,Mus musculus,10090.0
4531,955.0,Intermediate,Brain,50594,Biodistribution of the injected compound in brain of female BALB/C mice for 0.5 hours,CHEMBL618196,N,1,,,3655,A,In vivo,,Mus musculus,10090.0
4532,955.0,Intermediate,Brain,50594,Biodistribution of the injected compound in brain of female BALB/C mice for 2.5 hours,CHEMBL618197,N,1,,,3655,A,In vivo,,Mus musculus,10090.0
4533,955.0,Intermediate,Brain,50594,Biodistribution of the injected compound in brain of female BALB/C mice for 5 hours,CHEMBL618198,N,1,,,3655,A,In vivo,,Mus musculus,10090.0
4534,948.0,Intermediate,Heart,50594,Biodistribution of the injected compound in heart of female BALB/C mice for 0.5 hours,CHEMBL618199,N,1,,,3655,A,In vivo,,Mus musculus,10090.0
4535,948.0,Intermediate,Heart,50594,Biodistribution of the injected compound in heart of female BALB/C mice for 2.5 hours,CHEMBL618200,N,1,,,3655,A,In vivo,,Mus musculus,10090.0
4536,948.0,Intermediate,Heart,50594,Biodistribution of the injected compound in heart of female BALB/C mice for 5 hours,CHEMBL618201,N,1,,,3655,A,In vivo,,Mus musculus,10090.0
4537,160.0,Intermediate,Intestine,50594,Biodistribution of the injected compound in intestines of female BALB/C mice for 0.5 hours,CHEMBL618202,N,1,,,3655,A,In vivo,,Mus musculus,10090.0
4538,160.0,Intermediate,Intestine,50594,Biodistribution of the injected compound in intestines of female BALB/C mice for 2.5 hours,CHEMBL618203,N,1,,,3655,A,In vivo,,Mus musculus,10090.0
4539,160.0,Intermediate,Intestine,50594,Biodistribution of the injected compound in intestines of female BALB/C mice for 5 hours,CHEMBL618204,N,1,,,3655,A,In vivo,,Mus musculus,10090.0
4540,2113.0,Intermediate,Kidney,50594,Biodistribution of the injected compound in kidneys of female BALB/C mice for 0.5 hours,CHEMBL618205,N,1,,,3655,A,In vivo,,Mus musculus,10090.0
4541,2113.0,Intermediate,Kidney,50594,Biodistribution of the injected compound in kidneys of female BALB/C mice for 2.5 hours,CHEMBL618206,N,1,,,3655,A,In vivo,,Mus musculus,10090.0
4542,2113.0,Intermediate,Kidney,50594,Biodistribution of the injected compound in kidneys of female BALB/C mice for 5 hours,CHEMBL618207,N,1,,,3655,A,In vivo,,Mus musculus,10090.0
4543,2107.0,Intermediate,Liver,50594,Biodistribution of the injected compound in liver of female BALB/C mice for 0.5 hours,CHEMBL618208,N,1,,,3655,A,In vivo,,Mus musculus,10090.0
4544,2107.0,Intermediate,Liver,50594,Biodistribution of the injected compound in liver of female BALB/C mice for 2.5 hours,CHEMBL618932,N,1,,,3655,A,In vivo,,Mus musculus,10090.0
4545,2107.0,Intermediate,Liver,50594,Biodistribution of the injected compound in liver of female BALB/C mice for 5 hours,CHEMBL618933,N,1,,,3655,A,In vivo,,Mus musculus,10090.0
4546,2048.0,Intermediate,Lung,50594,Biodistribution of the injected compound in lung of female BALB/C mice for 0.5 hours,CHEMBL618934,N,1,,,3655,A,In vivo,,Mus musculus,10090.0
4547,2048.0,Intermediate,Lung,50594,Biodistribution of the injected compound in lung of female BALB/C mice for 2.5 hours,CHEMBL618935,N,1,,,3655,A,In vivo,,Mus musculus,10090.0
4548,2048.0,Intermediate,Lung,50594,Biodistribution of the injected compound in lung of female BALB/C mice for 5 hours,CHEMBL618936,N,1,,,3655,A,In vivo,,Mus musculus,10090.0
4549,2385.0,Intermediate,Muscle tissue,50594,Biodistribution of the injected compound in muscle of female BALB/C mice for 0.5 hours,CHEMBL618937,N,1,,,3655,A,In vivo,,Mus musculus,10090.0
4550,2385.0,Intermediate,Muscle tissue,50594,Biodistribution of the injected compound in muscle of female BALB/C mice for 2.5 hours,CHEMBL618938,N,1,,,3655,A,In vivo,,Mus musculus,10090.0
4551,2385.0,Intermediate,Muscle tissue,50594,Biodistribution of the injected compound in muscle of female BALB/C mice for 5 hours,CHEMBL619104,N,1,,,3655,A,In vivo,,Mus musculus,10090.0
4552,2106.0,Intermediate,Spleen,50594,Biodistribution of the injected compound in spleen of female BALB/C mice for 0.5 hours,CHEMBL619105,N,1,,,3655,A,In vivo,,Mus musculus,10090.0
4553,2106.0,Intermediate,Spleen,50594,Biodistribution of the injected compound in spleen of female BALB/C mice for 2.5 hours,CHEMBL619106,N,1,,,3655,A,In vivo,,Mus musculus,10090.0
4554,2106.0,Intermediate,Spleen,50594,Biodistribution of the injected compound in spleen of female BALB/C mice for 5 hours,CHEMBL619107,N,1,,,3655,A,In vivo,,Mus musculus,10090.0
4555,945.0,Intermediate,Stomach,50594,Biodistribution of the injected compound in stomach of female BALB/C mice for 0.5 hours,CHEMBL875410,N,1,,,3655,A,In vivo,,Mus musculus,10090.0
4556,945.0,Intermediate,Stomach,50594,Biodistribution of the injected compound in stomach of female BALB/C mice for 2.5 hours,CHEMBL619108,N,1,,,3655,A,In vivo,,Mus musculus,10090.0
4557,945.0,Intermediate,Stomach,50594,Biodistribution of the injected compound in stomach of female BALB/C mice for 5 hours,CHEMBL619109,N,1,,,3655,A,In vivo,,Mus musculus,10090.0
4558,,Intermediate,,50594,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for MRT,CHEMBL619110,N,1,,,16597,A,In vivo,,Mus musculus,10090.0
4559,,Intermediate,,50594,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for MRT,CHEMBL619111,N,1,,,16597,F,In vivo,,Mus musculus,10090.0
4560,,Intermediate,,50594,MRT value at a dose of 10 mg/kg intravenous administration in mice.,CHEMBL619112,N,1,,,16597,A,In vivo,,Mus musculus,10090.0
4561,,Intermediate,,50594,MRT value at a dose of 10 mg/kg peroral administration in mice.,CHEMBL619113,N,1,,,16597,A,In vivo,,Mus musculus,10090.0
4562,,Intermediate,,50594,Mean-residence time of compound after intravenous administration in mice at 24 uM/kg,CHEMBL619114,N,1,,,17764,A,In vivo,,Mus musculus,10090.0
4563,,Intermediate,,50594,Mean-residence time was determined for compound after intraperitoneal administration in mice at 18 uM/kg,CHEMBL619115,N,1,,,17764,F,In vivo,,Mus musculus,10090.0
4564,,Intermediate,,81034,In vitro cytotoxicity of compound was determined against A2780 cell lines (cisplatin resistant) at 37 degree C after 96 hr,CHEMBL619116,N,1,478.0,A2780,3830,F,,,Homo sapiens,9606.0
4565,,Intermediate,,81034,In vitro cytotoxicity of compound was determined against A2780 cell lines (cisplatin resistant) at 37 degree C for 96 hr,CHEMBL619117,N,1,478.0,A2780,3829,F,,,Homo sapiens,9606.0
4566,,Intermediate,,81034,Compound was evaluated for cytotoxicity against A2780 cell lines.,CHEMBL619118,N,1,478.0,A2780,2040,F,,,Homo sapiens,9606.0
4567,,Intermediate,,81034,Potentiation of growth inhibition of A2780 by compound alone in experiment 1,CHEMBL619119,N,1,478.0,A2780,15684,F,,,Homo sapiens,9606.0
4568,,Intermediate,,81034,Potentiation of growth inhibition of A2780 cells by compound alone in experiment 2,CHEMBL619120,N,1,478.0,A2780,15684,F,,,Homo sapiens,9606.0
4569,,Intermediate,,81034,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 1,CHEMBL619121,N,1,478.0,A2780,15684,F,,,Homo sapiens,9606.0
4570,,Intermediate,,81034,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 2,CHEMBL619122,N,1,478.0,A2780,15684,F,,,Homo sapiens,9606.0
4571,,Intermediate,,81034,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 1,CHEMBL619123,N,1,478.0,A2780,15684,F,,,Homo sapiens,9606.0
4572,,Intermediate,,81034,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 2,CHEMBL619124,N,1,478.0,A2780,15684,F,,,Homo sapiens,9606.0
4573,,Intermediate,,81034,Compound was evaluated for cytotoxicity against A2780 cell line,CHEMBL619125,N,1,478.0,A2780,2859,F,,,Homo sapiens,9606.0
4574,,Intermediate,,81034,In vitro inhibitory activity against human tumor cell line A2780,CHEMBL875411,N,1,478.0,A2780,5618,F,,,Homo sapiens,9606.0
4575,,Intermediate,,81034,Potentiation of growth inhibition of A2780 cells by compound alone in experiment 1,CHEMBL619126,N,1,478.0,A2780,15684,F,,,Homo sapiens,9606.0
4576,,Intermediate,,81034,Potentiation of growth inhibition of A2780 cells by compound alone in experiment 2,CHEMBL619127,N,1,478.0,A2780,15684,F,,,Homo sapiens,9606.0
4577,,Intermediate,,81034,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 1,CHEMBL619128,N,1,478.0,A2780,15684,F,,,Homo sapiens,9606.0
4578,,Intermediate,,81034,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 2,CHEMBL619129,N,1,478.0,A2780,15684,F,,,Homo sapiens,9606.0
4579,,Intermediate,,81034,The compound was tested for cytotoxic potency against A2780 human tumor cell lines,CHEMBL619130,N,1,478.0,A2780,2113,F,,,Homo sapiens,9606.0
4580,,Intermediate,,81034,The compound was tested for cytotoxic potency against A2780 human tumor cell lines.,CHEMBL619131,N,1,478.0,A2780,2113,F,,,Homo sapiens,9606.0
4581,,Intermediate,,81034,cytotoxicity against A2780 cells incubated for 24 hr in MTT assay.,CHEMBL619132,N,1,478.0,A2780,16745,F,,,Homo sapiens,9606.0
4582,,Expert,,81034,In vitro antitumor activity against A2780 human ovarian carcinoma at 7.5 mg/kg i.p. /qd x7,CHEMBL619133,N,1,478.0,A2780,16597,F,,,Homo sapiens,9606.0
4583,,Intermediate,,81034,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 1,CHEMBL619134,N,1,478.0,A2780,15684,F,,,Homo sapiens,9606.0
4584,,Intermediate,,81034,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 2,CHEMBL619135,N,1,478.0,A2780,15684,F,,,Homo sapiens,9606.0
4585,,Intermediate,,81034,Compound was evaluated for cytotoxicity against A2780 cis cell lines.,CHEMBL619136,N,1,478.0,A2780,2040,F,,,Homo sapiens,9606.0
4586,,Intermediate,,81034,Relative resistance factor in A2780 cisplatin-resistant line,CHEMBL619137,N,1,478.0,A2780,2040,F,,,Homo sapiens,9606.0
4587,,Intermediate,,81034,Concentration required to inhibit 50% growth of A2780 human ovarian cancer cells,CHEMBL883713,N,1,478.0,A2780,16165,F,,,Homo sapiens,9606.0
4588,,Intermediate,,81034,Concentration required to inhibit 50% growth of A2780 human ovarian cancer cells.,CHEMBL875412,N,1,478.0,A2780,16165,F,,,Homo sapiens,9606.0
4589,,Expert,,81034,In vitro antitumor activity against A2780 human ovarian carcinoma at 7.5 mg/kg i.p. /qd x7,CHEMBL619138,N,1,478.0,A2780,16597,F,,,Homo sapiens,9606.0
4590,,Expert,,81034,In vitro antitumor activity against A2780 human ovarian carcinoma at 7.5 mg/kg i.p. /qd x7,CHEMBL619262,N,1,478.0,A2780,16597,F,,,Homo sapiens,9606.0
4591,,Intermediate,,81034,Cytotoxicity against A2780 ovarian carcinoma cells was evaluated using standard sulforhodamine 96h assay test,CHEMBL619139,N,1,478.0,A2780,3992,F,,,Homo sapiens,9606.0
4592,,Intermediate,,81034,In vitro cytotoxicity was determined against A2780 human ovarian cell line using NCI screen,CHEMBL619140,N,1,478.0,A2780,10553,F,,,Homo sapiens,9606.0
4593,,Intermediate,,81034,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin,CHEMBL619141,N,1,478.0,A2780,15608,F,,,Homo sapiens,9606.0
4594,,Intermediate,,81034,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 1,CHEMBL619142,N,1,478.0,A2780,15608,F,,,Homo sapiens,9606.0
4595,,Intermediate,,81034,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 2,CHEMBL619143,N,1,478.0,A2780,15608,F,,,Homo sapiens,9606.0
4596,,Intermediate,,81034,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 3,CHEMBL619144,N,1,478.0,A2780,15608,F,,,Homo sapiens,9606.0
4597,,Intermediate,,81034,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 5,CHEMBL619145,N,1,478.0,A2780,15608,F,,,Homo sapiens,9606.0
4598,,Intermediate,,81034,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 8,CHEMBL619146,N,1,478.0,A2780,15608,F,,,Homo sapiens,9606.0
4599,,Intermediate,,81034,Cytotoxic activity in a panel of Human ovarian tumor A2780/CDDP cell line after 96h of drug exposure,CHEMBL619147,N,1,478.0,A2780,15569,F,,,Homo sapiens,9606.0
4600,,Intermediate,,81034,Antiproliferative effect of compound on A2780/DX cell line,CHEMBL619148,N,1,478.0,A2780,17420,F,,,Homo sapiens,9606.0
4601,,Intermediate,,81034,Antiproliferative effect of compound on A2780/DX cell line; n.d. indicates not determined,CHEMBL619149,N,1,478.0,A2780,17420,F,,,Homo sapiens,9606.0
4602,,Intermediate,,81034,In vitro Cytotoxic activity of compound in comparison with reference compounds in human cell line A2780/DX(RI),CHEMBL619150,N,1,478.0,A2780,15099,F,,,Homo sapiens,9606.0
4603,,Intermediate,,81034,In vitro Cytotoxic activity of compound in comparison with reference compounds in human cell line A2780/Dx(RI),CHEMBL619151,N,1,478.0,A2780,15099,F,,,Homo sapiens,9606.0
4604,,Intermediate,,81034,Cytotoxicity against ovarian carcinoma A2780/cis tumor cell lines,CHEMBL883794,N,1,478.0,A2780,17672,F,,,Homo sapiens,9606.0
4605,,Intermediate,,81034,Cytotoxicity against ovarian carcinoma A2780/cis90 tumor cell lines,CHEMBL619152,N,1,478.0,A2780,17672,F,,,Homo sapiens,9606.0
4606,,Intermediate,,81034,In vitro cytotoxicity against A2780ADR cell line,CHEMBL619153,N,1,478.0,A2780,17270,F,,,Homo sapiens,9606.0
4607,,Intermediate,,81034,In vitro cytotoxicity against A2780CIS cell line,CHEMBL619154,N,1,478.0,A2780,17270,F,,,Homo sapiens,9606.0
4608,,Intermediate,,81034,In vitro cytotoxic activity against human tumor cell line A2780CisR after incubation for 96 hours,CHEMBL619155,N,1,478.0,A2780,5574,F,,,Homo sapiens,9606.0
4609,,Intermediate,,81034,The compound was tested for cytotoxic potency against A2780R human tumor cell lines.,CHEMBL619156,N,1,478.0,A2780,2113,F,,,Homo sapiens,9606.0
4610,,Intermediate,,81034,"Inhibitory effect of Gold(III) complex, 2,2' bipy on growth of cisplatin-resistant A2780/R human tumor cell lines",CHEMBL619157,N,1,478.0,A2780,16913,F,,,Homo sapiens,9606.0
4611,,Intermediate,,81034,"Inhibitory effect of Gold(III) complex, CDDP on growth of cisplatin-resistant A2780/R human tumor cell lines",CHEMBL619797,N,1,478.0,A2780,16913,F,,,Homo sapiens,9606.0
4612,,Autocuration,,22224,Oral bioavailability of compound in rhesus macaques,CHEMBL619798,U,0,,,17839,A,In vivo,,Macaca mulatta,9544.0
4613,,Autocuration,,22224,Oral bioavailability in monkey,CHEMBL619799,U,0,,,6821,A,In vivo,,monkey,9443.0
4614,,Autocuration,,22224,Oral bioavailability evaluated in monkey,CHEMBL619800,U,0,,,6078,A,In vivo,,monkey,9443.0
4615,,Autocuration,,22224,Oral bioavailability in monkey (dose 1 mg/kg p.o.),CHEMBL619801,U,0,,,6535,A,In vivo,,monkey,9443.0
4616,,Autocuration,,22224,Oral bioavailability in Rhesus monkey,CHEMBL619802,U,0,,,4449,A,In vivo,,Macaca mulatta,9544.0
4617,,Autocuration,,22224,Oral bioavailability was calculated in rhesus monkey,CHEMBL619803,U,0,,,6057,A,In vivo,,Macaca mulatta,9544.0
4618,,Autocuration,,22224,Oral bioavailability in cynomolgus monkey,CHEMBL619965,U,0,,,5922,A,In vivo,,Macaca fascicularis,9541.0
4619,,Autocuration,,22224,Oral bioavailability in monkey,CHEMBL619966,U,0,,,5940,A,In vivo,,monkey,9443.0
4620,,Autocuration,,22224,Oral bioavailability in monkey,CHEMBL619967,U,0,,,6265,A,In vivo,,monkey,9443.0
4621,,Autocuration,,22224,Oral bioavailability in monkey (dose 1 mg/kg),CHEMBL620073,U,0,,,6265,A,In vivo,,monkey,9443.0
4622,,Autocuration,,22224,Oral bioavailability in monkey (dose 5 mg/kg),CHEMBL620074,U,0,,,6265,A,In vivo,,monkey,9443.0
4623,,Autocuration,,22224,Oral bioavailability in monkey,CHEMBL620075,U,0,,,5940,A,In vivo,,monkey,9443.0
4624,,Autocuration,,22224,Oral bioavailability in monkey,CHEMBL620076,U,0,,,5940,A,In vivo,,monkey,9443.0
4625,,Autocuration,,22224,Oral bioavailability in rhesus monkey,CHEMBL620077,U,0,,,4514,A,In vivo,,Macaca mulatta,9544.0
4626,,Autocuration,,22224,Oral bioavailability in rhesus monkey at a dose of 2 mg/kg by po administration,CHEMBL620078,U,0,,,5546,A,In vivo,,Macaca mulatta,9544.0
4627,,Autocuration,,22224,Oral bioavailability in squirrel monkey at a dose of 10 mg/kg,CHEMBL620079,U,0,,,5553,A,In vivo,,Saimiri sciureus,9521.0
4628,,Autocuration,,22224,Oral bioavailability in monkey (dosed at 0.5 mpk iv and 2.0 mpk orally),CHEMBL620080,U,0,,,6641,A,In vivo,,monkey,9443.0
4629,,Autocuration,,22224,Oral bioavailability in Rhesus monkey,CHEMBL620081,U,0,,,5472,A,In vivo,,Macaca mulatta,9544.0
4630,,Autocuration,,22224,Oral bioavailability in Rhesus monkey (dose 10 mg/kg p.o.),CHEMBL620082,U,0,,,5668,A,In vivo,,Macaca mulatta,9544.0
4631,,Autocuration,,22224,Oral bioavailability in monkey at 10 mg/kg of the compound,CHEMBL620083,U,0,,,5711,A,In vivo,,monkey,9443.0
4632,,Autocuration,,22224,Bioavailability in Rhesus monkey,CHEMBL620084,U,0,,,5145,A,In vivo,,Macaca mulatta,9544.0
4633,,Autocuration,,22224,Glomerular Filtration Rate(GFR) evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,CHEMBL620085,U,0,,,3443,A,,,Cercopithecidae,9527.0
4634,,Autocuration,,22224,Glomerular Filtration Rate(GFR)of the compound compared to Cilastatin evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,CHEMBL874595,U,0,,,3443,A,,,Cercopithecidae,9527.0
4635,,Autocuration,,22224,Half life by ''Cr'' assay in rhesus monkey at a dose of 5 mg/kg,CHEMBL873352,U,0,,,3249,A,In vivo,,Cercopithecidae,9527.0
4636,,Autocuration,,22224,Half life the of compound was determined by ''Cr'' assay in squirrel monkey at a dose of 5 mg/kg,CHEMBL620086,U,0,,,3249,A,In vivo,,Cercopithecidae,9527.0
4637,,Autocuration,,22224,Mean residence time was determined after intravenous administration in cynomolgus monkeys,CHEMBL620087,U,0,,,5355,A,In vivo,,Cercopithecidae,9527.0
