assay_type,doc_id,assay_test_type,assay_category,src_id,src_assay_id,assay_tissue,relationship_type,bao_format,description,assay_cell_type,cell_id,curated_by,assay_subcellular_fraction,chembl_id,assay_tax_id,tissue_id,assay_organism,assay_id,variant_id,confidence_score,assay_strain,tid
F,17624.0,,,1.0,,,H,BAO_0000219,Agonistic effect against 5-hydroxytryptamine 1A receptor using [35S]GTP-gamma-S as radioligand in CHO cells relative to 5-HT,CHO,449.0,Expert,,CHEMBL615994,,,,646.0,,8.0,,51.0
F,17624.0,,,1.0,,,H,BAO_0000219,Agonistic effect against 5-hydroxytryptamine 1A receptor using [35S]GTP-gamma-S as radioligand in CHO cells relative to 5-HT; nd=not determined,CHO,449.0,Autocuration,,CHEMBL615995,,,,647.0,,8.0,,51.0
F,17624.0,,,1.0,,,H,BAO_0000219,Agonistic effect against 5-hydroxytryptamine 1A receptor using [35S]GTP-gamma-S as radioligand in CHO cells relative to 5-HT,CHO,449.0,Autocuration,,CHEMBL615996,,,,648.0,,8.0,,51.0
F,17624.0,,,1.0,,,H,BAO_0000219,Agonistic effect against 5-hydroxytryptamine 1A receptor using [35]GTPgammaS as radioligand in CHO cells relative to 5-HT; nd=Not determined,CHO,449.0,Autocuration,,CHEMBL615997,,,,649.0,,8.0,,51.0
F,6563.0,,,1.0,,,H,BAO_0000019,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",,,Autocuration,,CHEMBL615998,,,,650.0,,8.0,,51.0
F,6563.0,,,1.0,,,H,BAO_0000019,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",,,Autocuration,,CHEMBL615999,,,,651.0,,8.0,,51.0
F,6563.0,,,1.0,,,H,BAO_0000019,Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by forskolin stimulated cAMP assay,,,Autocuration,,CHEMBL616000,,,,652.0,,8.0,,51.0
F,17296.0,,,1.0,,,H,BAO_0000219,Binding affinity against human 5-hydroxytryptamine 1A receptors HEK 293 cell membranes using [35S]GTP gamma-S,HEK293,722.0,Autocuration,,CHEMBL616001,,,,653.0,,8.0,,51.0
F,6876.0,,,1.0,,,D,BAO_0000019,"Evaluated for stimulation at 1 uM concentration expressed as percent of the maximal [35S]GTP-gamma-S, binding induced by 5-hydroxytryptamine",,,Expert,,CHEMBL616002,9606.0,,Homo sapiens,654.0,,9.0,,51.0
F,6876.0,,,1.0,,,H,BAO_0000019,"Stimulation of percent maximal [35S]GTP-gamma-S, binding induced by 5-hydroxytryptamine at 1 uM; nd = not determined",,,Expert,,CHEMBL616003,,,,655.0,,8.0,,51.0
F,5272.0,,,1.0,,,D,BAO_0000019,In vitro agonist activity at the 5-hydroxytryptamine 1A receptor,,,Expert,,CHEMBL616004,9606.0,,Homo sapiens,656.0,,9.0,,51.0
F,5272.0,,,1.0,,,D,BAO_0000019,In vitro agonist activity at the 5-hydroxytryptamine 1A receptor; No data,,,Expert,,CHEMBL616005,9606.0,,Homo sapiens,657.0,,9.0,,51.0
F,5548.0,,,1.0,,,H,BAO_0000019,"Maximal response as a result of 5-HT1A receptor-mediated stimulation of [35S]GTP-gamma-S, binding; Not determined",,,Autocuration,,CHEMBL616006,,,,658.0,,8.0,,51.0
F,5548.0,,,1.0,,,H,BAO_0000019,"Maximal response as a result of 5-hydroxytryptamine 1A receptor-mediated stimulation of [35S]GTP-gamma-S, binding",,,Expert,,CHEMBL616007,,,,659.0,,8.0,,51.0
F,5548.0,,,1.0,,,H,BAO_0000019,"Maximal response as a result of 5-hydroxytryptamine 1A receptor-mediated stimulation of [35S]GTP-gamma-S, binding; Not determined",,,Autocuration,,CHEMBL616008,,,,660.0,,8.0,,51.0
F,5548.0,,,1.0,,,H,BAO_0000019,"Maximal response as a result of 5-hydroxytryptamine 1A receptor-mediated stimulation of [35S]GTP-gamma-S, binding; Not determined",,,Autocuration,,CHEMBL616009,,,,661.0,,8.0,,51.0
F,5929.0,,,1.0,,,H,BAO_0000019,"Maximal stimulation of expressed human 5-hydroxytryptamine 1A receptor assayed by [35S]GTP-gamma-S, binding",,,Expert,,CHEMBL616010,,,,662.0,,8.0,,51.0
F,5929.0,,,1.0,,,D,BAO_0000019,"Maximal response towards 5-hydroxytryptamine 1A receptor in human using [35S]GTP-gamma-S, as radioligand; ND means not determined",,,Expert,,CHEMBL616011,9606.0,,Homo sapiens,663.0,,9.0,,51.0
F,5929.0,,,1.0,,,D,BAO_0000019,"Maximal response towards 5-hydroxytryptamine 1A receptor in human using [35S]GTP-gamma-S, as radioligand; ND=Not determined",,,Expert,,CHEMBL615740,9606.0,,Homo sapiens,664.0,,9.0,,51.0
F,16245.0,,,1.0,,,H,BAO_0000019,"Maximal stimulation was expressed as percentage of the maximal 5-HT response in the [35S]GTP-gamma-S, binding assay on 5-hydroxytryptamine 1A receptor",,,Autocuration,,CHEMBL615741,,,,665.0,,8.0,,51.0
F,5640.0,,,1.0,,,H,BAO_0000019,"Inhibition of 5-HT induced [35S]GTP-gamma-S, binding at human cloned 5-HT 1A receptors.",,,Expert,,CHEMBL615742,,,,666.0,,8.0,,51.0
F,5640.0,,,1.0,,,H,BAO_0000019,"5-hydroxytryptamine 1A receptor antagonism was evaluated by the ability to inhibit [35S]GTP-gamma-S, binding that was induced by 5-HT; Emin (%): not determined",,,Autocuration,,CHEMBL615743,,,,667.0,,8.0,,51.0
F,14509.0,,,1.0,,,H,BAO_0000219,Antagonist activity was measured against CHO cells expressing the human 5-hydroxytryptamine 1A receptor in a forskolin stimulated adenylate cyclase (FSC) assay,CHO,449.0,Autocuration,,CHEMBL615744,,,,668.0,,8.0,,51.0
F,14509.0,,,1.0,,,H,BAO_0000219,Antagonist activity against CHO cells expressing the human 5-hydroxytryptamine 1A receptor in a forskolin stimulated adenylate cyclase (FSC) assay.,CHO,449.0,Expert,,CHEMBL615745,,,,669.0,,8.0,,51.0
B,15331.0,,,1.0,,,H,BAO_0000357,Affinity of compound towards 5-hydroxytryptamine 1A receptor was evaluated using radioligand binding technique,,,Autocuration,,CHEMBL615746,,,,670.0,,8.0,,51.0
B,15331.0,,,1.0,,,H,BAO_0000357,Affinity of compound towards 5-hydroxytryptamine 1A receptor was evaluated using radioligand binding technique,,,Autocuration,,CHEMBL615747,,,,671.0,,8.0,,51.0
F,6563.0,,,1.0,,,H,BAO_0000019,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",,,Autocuration,,CHEMBL615748,,,,672.0,,8.0,,51.0
F,6563.0,,,1.0,,,H,BAO_0000019,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay; NA indicates not available",,,Autocuration,,CHEMBL615749,,,,673.0,,8.0,,51.0
F,6563.0,,,1.0,,,H,BAO_0000019,Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by forskolin stimulated cAMP assay,,,Autocuration,,CHEMBL615750,,,,674.0,,8.0,,51.0
F,6563.0,,,1.0,,,D,BAO_0000019,Forskolin stimulated cAMP assessment of agonist activity for 5-hydroxytryptamine 1A receptor,,,Expert,,CHEMBL616259,9606.0,,Homo sapiens,675.0,,9.0,,51.0
F,6563.0,,,1.0,,,H,BAO_0000019,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",,,Autocuration,,CHEMBL616260,,,,676.0,,8.0,,51.0
F,5272.0,,,1.0,,,D,BAO_0000019,Antagonism of 5-hydroxytryptamine 1A receptor determined in vitro,,,Expert,,CHEMBL616261,9606.0,,Homo sapiens,677.0,,9.0,,51.0
F,5272.0,,,1.0,,,D,BAO_0000019,"Antagonism of 5-hydroxytryptamine 1A receptor was determined in vitro using a [35S]GTP-gamma-S,",,,Expert,,CHEMBL616262,9606.0,,Homo sapiens,678.0,,9.0,,51.0
F,5272.0,,,1.0,,,D,BAO_0000019,"Antagonism at the 5-hydroxytryptamine 1A receptor determined in vitro using a [35S]GTP-gamma-S, No data",,,Expert,,CHEMBL616263,9606.0,,Homo sapiens,679.0,,9.0,,51.0
F,5272.0,,,1.0,,,D,BAO_0000019,Antagonism at the 5-hydroxytryptamine 1A receptor was determined in vitro; No data,,,Expert,,CHEMBL616264,9606.0,,Homo sapiens,680.0,,9.0,,51.0
F,5272.0,,,1.0,,,D,BAO_0000019,Antagonism at the 5-hydroxytryptamine 1A receptor in vitro,,,Expert,,CHEMBL616265,9606.0,,Homo sapiens,681.0,,9.0,,51.0
F,5272.0,,,1.0,,,D,BAO_0000019,"Antagonism at the 5-hydroxytryptamine 1A receptor was determined in vitro using a [35S]GTP-gamma-S,",,,Expert,,CHEMBL616266,9606.0,,Homo sapiens,682.0,,9.0,,51.0
F,5272.0,,,1.0,,,D,BAO_0000019,"Antagonism at the 5-hydroxytryptamine 1A receptor determined in vitro using a [35S]GTP-gamma-S, No data",,,Expert,,CHEMBL616267,9606.0,,Homo sapiens,683.0,,9.0,,51.0
F,5272.0,,,1.0,,,D,BAO_0000019,Antagonism at the 5-hydroxytryptamine 1A receptor determined in vitro; No data,,,Expert,,CHEMBL616268,9606.0,,Homo sapiens,684.0,,9.0,,51.0
B,16146.0,,,1.0,,,D,BAO_0000357,Inhibition of human 5-hydroxytryptamine 1A receptor,,,Expert,,CHEMBL616269,9606.0,,Homo sapiens,685.0,,9.0,,51.0
B,17624.0,,,1.0,,,H,BAO_0000219,Binding affinity against 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,CHO,449.0,Autocuration,,CHEMBL884528,,,,686.0,,8.0,,51.0
B,13706.0,,,1.0,,,D,BAO_0000219,Displacement of [3H]-5-HT from human 5-hydroxytryptamine 1D receptor alpha expressed in HEK 293 cells,HEK293,722.0,Expert,,CHEMBL616270,,,,687.0,,9.0,,105.0
B,15250.0,,,1.0,,,H,BAO_0000219,Compound was tested for the displacement of [3H]5-HT binding to cloned 5-hydroxytryptamine 1A receptor stably expressed in CHO cells,CHO,449.0,Autocuration,,CHEMBL616271,,,,688.0,,8.0,,51.0
F,17624.0,,,1.0,,,H,BAO_0000219,Effective concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing 5-hydroxytryptamine 1A receptor,CHO,449.0,Autocuration,,CHEMBL616272,,,,689.0,,8.0,,51.0
B,6861.0,,,1.0,,,H,BAO_0000357,In vitro binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in human CYP3A4 assay,,,Expert,,CHEMBL616273,,,,690.0,,8.0,,51.0
B,17200.0,,,1.0,,,D,BAO_0000357,In vitro inhibitory concentration required against [3H]8-OH-DPAT binding to cloned human 5-hydroxytryptamine 1A receptor,,,Expert,,CHEMBL616274,9606.0,,Homo sapiens,691.0,,9.0,,51.0
B,17624.0,,,1.0,,,H,BAO_0000219,Inhibition concentration against 5-HT 1A receptor using cAMP as radioligand in CHO cells,CHO,449.0,Autocuration,,CHEMBL616275,,,,692.0,,8.0,,51.0
B,17624.0,,,1.0,,,H,BAO_0000219,Inhibition concentration against 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,CHO,449.0,Autocuration,,CHEMBL616276,,,,693.0,,8.0,,51.0
F,12058.0,In vivo,,1.0,,,U,BAO_0000218,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by po administration,,,Autocuration,,CHEMBL616277,10116.0,,Rattus norvegicus,694.0,,0.0,,22226.0
F,12058.0,In vivo,,1.0,,,U,BAO_0000218,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by po administration; Inactive,,,Autocuration,,CHEMBL616278,10116.0,,Rattus norvegicus,695.0,,0.0,,22226.0
F,12058.0,In vivo,,1.0,,,U,BAO_0000218,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by sc administration,,,Autocuration,,CHEMBL616279,10116.0,,Rattus norvegicus,696.0,,0.0,,22226.0
F,12058.0,In vivo,,1.0,,,U,BAO_0000218,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by sc administration; Inactive,,,Autocuration,,CHEMBL616280,10116.0,,Rattus norvegicus,697.0,,0.0,,22226.0
F,12058.0,In vivo,,1.0,,,U,BAO_0000218,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by sc administration; Partial response at the highest dose tested,,,Autocuration,,CHEMBL616281,10116.0,,Rattus norvegicus,698.0,,0.0,,22226.0
F,12058.0,In vivo,,1.0,,,U,BAO_0000218,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by sc administration; Inactive,,,Autocuration,,CHEMBL616282,10116.0,,Rattus norvegicus,699.0,,0.0,,22226.0
F,12058.0,In vivo,,1.0,,,U,BAO_0000218,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain limbic area by po administration,,,Autocuration,,CHEMBL616283,10116.0,,Rattus norvegicus,700.0,,0.0,,22226.0
F,12058.0,In vivo,,1.0,,,U,BAO_0000218,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain limbic area by po administration; Inactive,,,Autocuration,,CHEMBL616284,10116.0,,Rattus norvegicus,701.0,,0.0,,22226.0
F,12058.0,In vivo,,1.0,,,U,BAO_0000218,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain limbic area by sc administration,,,Autocuration,,CHEMBL616285,10116.0,,Rattus norvegicus,702.0,,0.0,,22226.0
F,12058.0,In vivo,,1.0,,,U,BAO_0000218,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain limbic area by sc administration; Inactive,,,Autocuration,,CHEMBL616286,10116.0,,Rattus norvegicus,703.0,,0.0,,22226.0
F,12058.0,In vivo,,1.0,,,U,BAO_0000218,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain limbic area by sc administration; partial response at the highest dose tested,,,Autocuration,,CHEMBL616287,10116.0,,Rattus norvegicus,704.0,,0.0,,22226.0
F,12058.0,In vivo,,1.0,,,U,BAO_0000218,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by po administration,,,Autocuration,,CHEMBL616288,10116.0,,Rattus norvegicus,705.0,,0.0,,22226.0
F,12058.0,In vivo,,1.0,,,U,BAO_0000218,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by po administration; Inactive,,,Autocuration,,CHEMBL616289,10116.0,,Rattus norvegicus,706.0,,0.0,,22226.0
F,12058.0,In vivo,,1.0,,,U,BAO_0000218,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by po administration; Partial response at the highest dose tested,,,Autocuration,,CHEMBL615610,10116.0,,Rattus norvegicus,707.0,,0.0,,22226.0
F,12058.0,In vivo,,1.0,,,U,BAO_0000218,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by sc administration,,,Autocuration,,CHEMBL615611,10116.0,,Rattus norvegicus,708.0,,0.0,,22226.0
F,12058.0,In vivo,,1.0,,,U,BAO_0000218,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by sc administration; Inactive,,,Autocuration,,CHEMBL615612,10116.0,,Rattus norvegicus,709.0,,0.0,,22226.0
F,12058.0,In vivo,,1.0,,,U,BAO_0000218,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by sc administration; Partial response at the highest dose tested,,,Autocuration,,CHEMBL615613,10116.0,,Rattus norvegicus,710.0,,0.0,,22226.0
F,12058.0,In vivo,,1.0,,,U,BAO_0000218,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by sc administration; partial response at the highest dose tested,,,Autocuration,,CHEMBL615614,10116.0,,Rattus norvegicus,711.0,,0.0,,22226.0
F,12058.0,In vivo,,1.0,,,U,BAO_0000218,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by po administration,,,Autocuration,,CHEMBL615615,10116.0,,Rattus norvegicus,712.0,,0.0,,22226.0
B,11440.0,,,1.0,,,H,BAO_0000019,Affinity in displacing [125I](R)-DOI from rat cortical homogenate 5-HT2 receptor.,,,Autocuration,,CHEMBL615616,,,,713.0,,4.0,,105093.0
B,6238.0,,,1.0,,Hypothalamus,H,BAO_0000249,Binding affinity towards 5-HT 7 receptor in rat hypothalamus membranes using [3H]5-CT as radioligand,,,Autocuration,,CHEMBL615617,,1898.0,,714.0,,8.0,,11923.0
B,10046.0,,,1.0,,,H,BAO_0000019,Inhibitory activity against 5-HT1B receptor of rat striatal membrane homogenate using [3H]5-HT as the radioligand; nd is No Data,,,Autocuration,,CHEMBL615618,,,,715.0,,8.0,,10577.0
B,10046.0,,,1.0,,,H,BAO_0000019,Inhibitory activity against 5-hydroxytryptamine 1B receptor of rat striatal membrane homogenate using [3H]5-HT as the radioligand; nd is No Data.,,,Autocuration,,CHEMBL615619,,,,716.0,,8.0,,10577.0
B,10046.0,,,1.0,,,H,BAO_0000019,Inhibitory activity against 5-hydroxytryptamine 1B receptor of rat striatal membrane homogenate using [3H]5-HT as the radioligand.,,,Expert,,CHEMBL615620,,,,717.0,,8.0,,10577.0
B,167.0,,,1.0,,,H,BAO_0000357,"Inhibitory activity against human whole blood, LTB4 5-lipoxygenase was evaluated",,,Autocuration,,CHEMBL615621,,,,718.0,,8.0,,55.0
B,167.0,,,1.0,,,H,BAO_0000357,"Inhibitory activity against intact human PMNL, LTB4 5-lipoxygenase was evaluated",,,Autocuration,,CHEMBL615622,,,,719.0,,8.0,,55.0
F,11520.0,,,1.0,,,H,BAO_0000019,Compound was evaluated for the inhibition of 5-LO (lipoxygenase),,,Autocuration,,CHEMBL615623,,,,720.0,,8.0,,12166.0
F,11520.0,,,1.0,,,H,BAO_0000019,Compound was evaluated for the inhibition of 5-LO (5-lipoxygenase).,,,Autocuration,,CHEMBL615624,,,,721.0,,8.0,,12166.0
F,11520.0,,,1.0,,,H,BAO_0000019,Compound was evaluated for the inhibition of 5-LO (5-lipoxygenase).,,,Autocuration,,CHEMBL615625,,,,722.0,,8.0,,12166.0
F,11520.0,,,1.0,,,H,BAO_0000019,Compound was evaluated for the inhibition of 5-LO (5-lipoxygenase).,,,Autocuration,,CHEMBL767045,,,,723.0,,8.0,,12166.0
F,135.0,,,1.0,,,H,BAO_0000019,Inhibition of [14C]arachidonic acid conversion to 5-HETE by broken cell 5-LO isolated from guinea pig PMN,,,Autocuration,,CHEMBL615626,10141.0,,Cavia porcellus,724.0,,8.0,,55.0
F,135.0,,,1.0,,,H,BAO_0000019,Inhibition of [14C]arachidonic acid conversion to 5-HETE by broken cell 5-LO isolated from guinea pig PMN; not active at the highest concentration (3 ug/mL) tested; No activity,,,Autocuration,,CHEMBL615627,10141.0,,Cavia porcellus,725.0,,8.0,,55.0
B,11311.0,,,1.0,,,H,BAO_0000019,The compound was tested for inhibitory activity against 5-Lipoxygenase in guinea pig polymorphonuclear leukocytes,,,Autocuration,,CHEMBL615628,10141.0,,Cavia porcellus,726.0,,8.0,,55.0
B,10193.0,,,1.0,,,H,BAO_0000357,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase using guinea pig supernatant at 10 uM,,,Autocuration,,CHEMBL615629,10141.0,,Cavia porcellus,727.0,,8.0,,55.0
B,12281.0,,,1.0,,,D,BAO_0000357,Inhibitory concentration against 5-lipoxygenase from human whole blood,,,Expert,,CHEMBL615630,9606.0,,Homo sapiens,728.0,,9.0,,55.0
B,11311.0,,,1.0,,,H,BAO_0000219,The compound was tested for inhibitory activity against 5-Lipoxygenase in human polymorphonuclear leukocytes[PMNS],,,Autocuration,,CHEMBL615631,,,,729.0,,8.0,,55.0
F,12576.0,,,1.0,,,H,BAO_0000218,In vivo inhibition of 5-lipoxygenase (LTC4) in the mouse zymosan peritonitis assay at an oral dose of 30 mg/Kg,,,Autocuration,,CHEMBL615632,,,,730.0,,8.0,,17087.0
B,12281.0,,,1.0,,,H,BAO_0000357,Inhibitory concentration against 5-lipoxygenase from mouse macrophage,,,Autocuration,,CHEMBL615633,,,,731.0,,8.0,,17087.0
F,12576.0,,,1.0,,,H,BAO_0000218,In vivo inhibition of 5-lipoxygenase (LTC4) in the mouse zymosan peritonitis assay at an oral dose of 30 mg/Kg,,,Autocuration,,CHEMBL615634,,,,732.0,,8.0,,17087.0
B,11089.0,,,1.0,,,H,BAO_0000019,Inhibition of arachidonate 5-lipoxygenase purified from porcine leukocytes.,,,Expert,,CHEMBL615635,9823.0,,Sus scrofa,733.0,,8.0,,55.0
B,11006.0,,,1.0,,,H,BAO_0000357,In vitro inhibition of rat 5-Lipoxygenase,,,Expert,,CHEMBL615636,,,,734.0,,8.0,,12166.0
B,11481.0,,,1.0,,,D,BAO_0000357,Inhibitory activity against 5-Lipoxygenase,,,Expert,,CHEMBL615637,10116.0,,Rattus norvegicus,735.0,,9.0,,12166.0
B,10864.0,,,1.0,,,H,BAO_0000219,Inhibitory activity against 5-lipoxygenase in rat basophilic leukemia cells,RBL-1,702.0,Expert,,CHEMBL615638,,,,736.0,,8.0,,12166.0
B,3595.0,,,1.0,,,H,BAO_0000219,Inhibitory activity against 5-lipoxygenase (5-LO) in intact rat barophilic leukemia cells (RBL-1),RBL-1,702.0,Autocuration,,CHEMBL615639,,,,737.0,,8.0,,12166.0
B,11311.0,,,1.0,,,H,BAO_0000219,The compound was tested for inhibitory activity against 5-Lipoxygenase in rat RBL-1,RBL-1,702.0,Autocuration,,CHEMBL615640,,,,738.0,,8.0,,12166.0
B,11311.0,,,1.0,,,H,BAO_0000019,The compound was tested for inhibitory activity against 5-Lipoxygenase in rat blood,,,Autocuration,,CHEMBL615796,,,,739.0,,8.0,,12166.0
B,11311.0,,,1.0,,,H,BAO_0000219,The compound was tested for inhibitory activity against 5-Lipoxygenase receptor in rat polymorphonuclear leukocytes[PMNS],,,Autocuration,,CHEMBL615845,,,,740.0,,8.0,,12166.0
B,11006.0,,,1.0,,,H,BAO_0000357,Compound was evaluated for the inhibition of 5-Lipoxygenase (5-LO) in vitro at 1 uM,,,Autocuration,,CHEMBL615846,,,,741.0,,8.0,,12166.0
B,3595.0,,,1.0,,,H,BAO_0000219,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1)at 10 uM,RBL-1,702.0,Autocuration,,CHEMBL615847,,,,742.0,,8.0,,12166.0
B,11311.0,,,1.0,,,H,BAO_0000357,The compound was tested for inhibition of isolated 5-Lipoxygenase,,,Autocuration,,CHEMBL615848,,,,743.0,,8.0,,12166.0
B,11481.0,,,1.0,,,U,BAO_0000019,Ratio of IC50 against 5-LO and COX,,,Autocuration,,CHEMBL615849,10116.0,,Rattus norvegicus,744.0,,0.0,,22226.0
B,11006.0,,,1.0,,,H,BAO_0000357,Compound was evaluated for the inhibition of 5-Lipoxygenase (5-LO) in vitro at 1 uM,,,Autocuration,,CHEMBL615850,,,,745.0,,8.0,,12166.0
B,11006.0,,,1.0,,,H,BAO_0000357,Compound was evaluated for the inhibition of 5-Lipoxygenase (5-LO) in vitro at 1 uM; range is 20-35%,,,Autocuration,,CHEMBL615851,,,,746.0,,8.0,,12166.0
