assays_ss_d,assays_dscrptn,assays_src_d,assays_rltnshp_tp,assays_src_ss_d,assays_ss_rgnsm,assays_vrnt_d,assays_ss_sbclllr_frctn,assays_ss_ctgr,assays_ss_tss,assays_ss_cll_tp,assays_tss_d,assays_b_frmt,assays_chmbl_d,assays_cnfdnc_scr,assays_crtd_b,assays_ss_tx_d,assays_ss_strn,assays_td,assays_cll_d
1455,The compound was evaluated for binding affinity against 5-hydroxytryptamine 1A receptor in rat hippocampal membranes using [3H]8-OH-DPAT as radioligand in the presence of 3*10e-5 M GTP gamma S,1,H,,,,,,,,,BAO_0000249,CHEMBL616578,8,Autocuration,,,10576,
1456,Binding affinity at 5-hydroxytryptamine 1A receptor from striata of wistar rats by [3H]- 8-OH -DPAT displacement.,1,H,,,,,,,,,BAO_0000357,CHEMBL616579,8,Expert,,,10576,
1457,Binding affinity towards 5-hydroxytryptamine 1A receptor of rat brain synaptosomal preparations,1,D,,Rattus norvegicus,,,,,,,BAO_0000019,CHEMBL616580,9,Expert,10116.0,,10576,
1458,The compound was tested binding affinity against 5-hydroxytryptamine 1A receptor from rat brain using [3H]8-OH-DPAT as radioligand at 10e-6 M.,1,H,,,,,,,,,BAO_0000019,CHEMBL616581,8,Autocuration,,,10576,
1459,The compound was tested for binding affinity on [3H]8-OH-DPAT as specific ligand on 5-hydroxytryptamine 1A receptor in rat hippocampus,1,H,,,,,,Hippocampus,,10000000.0,BAO_0000221,CHEMBL616582,8,Autocuration,,,10576,
1460,The compound was tested for binding affinity on [3H]8-OH-DPAT as specific ligand on 5-hydroxytryptamine 1A receptor in rat hippocampus,1,H,,,,,,Hippocampus,,10000000.0,BAO_0000221,CHEMBL616583,8,Expert,,,10576,
1461,Binding affinity against 5-hydroxytryptamine 1A receptor of rat hippocampus using [3H]8-OH-DPAT,1,D,,Rattus norvegicus,,,,Hippocampus,,10000000.0,BAO_0000221,CHEMBL616584,9,Expert,10116.0,,10576,
1462,Binding affinity towards 5-hydroxytryptamine 1A receptor,1,H,,,,,,,,,BAO_0000357,CHEMBL616585,8,Expert,,,10576,
1463,Binding affinity towards 5-hydroxytryptamine 1A receptor by displacing [3H]WB-4101 from rat hippocampus,1,D,,Rattus norvegicus,,,,Hippocampus,,10000000.0,BAO_0000221,CHEMBL616586,9,Expert,10116.0,,10576,
1464,The compound was tested for its binding affinity towards 5-hydroxytryptamine 1A receptor by displacing [3H]WB-4101 radioligand in rat hippocampus,1,H,,,,,,Hippocampus,,10000000.0,BAO_0000221,CHEMBL616587,8,Autocuration,,,10576,
1465,The compound was tested for their binding affinity towards 5-hydroxytryptamine 1A receptor from rat hippocampus using [3H]-8-OH-DPAT as radioligand,1,H,,,,,,Hippocampus,,10000000.0,BAO_0000221,CHEMBL616588,8,Autocuration,,,10576,
1466,The compound was tested for their binding affinity towards 5-hydroxytryptamine 1A receptor from rat hippocampus using [3H]8-OH-DPAT as radioligand.,1,H,,,,,,Hippocampus,,10000000.0,BAO_0000221,CHEMBL616589,8,Autocuration,,,10576,
1467,Binding affinity for 5-hydroxytryptamine 1A receptor from rat hippocampus using [3H]8-OH-DPAT as radioligand,1,H,,,,,,Hippocampus,,10000000.0,BAO_0000221,CHEMBL616590,8,Expert,,,10576,
1468,"In vitro binding affinity against cloned mammalian 5-hydroxytryptamine 1A receptor expressed in CHO cells, by using [3H]8-OH-DPAT as radioligand.",1,H,,,,,,,CHO,,BAO_0000219,CHEMBL616591,8,Expert,,,10576,449.0
1469,Displacement of the radioligand [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor,1,H,,,,,,,,,BAO_0000357,CHEMBL616592,8,Expert,,,10576,
1470,The inhibition activity of 5-HT1A at 1 uM,1,H,,,,,,,,,BAO_0000357,CHEMBL616593,8,Autocuration,,,10576,
1471,"Binding affinity against 5-hydroxytryptamine 1A receptor from CHO-K1 cells, using [3H]8-OH-DPAT as the radioligand.",1,H,,,,,,,CHO-K1,,BAO_0000219,CHEMBL616594,8,Expert,,,10576,485.0
1472,Binding affinities against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in rat cerebral cortex membrane,1,H,,,,,,,,,BAO_0000249,CHEMBL616595,8,Expert,,,10576,
1473,Compound was evaluated for its ability to displace the protonated form of [3H]8-hydroxy-2-(di-n-propylamino)tetralin binding from labeled 5-HT 1A receptor site.,1,H,,,,,,,,,BAO_0000357,CHEMBL616596,8,Autocuration,,,10576,
1474,Compound was evaluated for its ability to displace the protonated form of [3H]8-hydroxy-2-(di-n-propylamino)tetralin binding from labeled 5-hydroxytryptamine 1A receptor site in rat brain hippocampus,1,H,,,,,,Hippocampus,,10000000.0,BAO_0000221,CHEMBL616597,8,Autocuration,,,10576,
1475,Ability to displace the protonated form of [3H]8-hydroxy-2-(di-n-propylamino)tetralin binding from labeled 5-hydroxytryptamine 1A receptor site in rat brain hippocampus,1,H,,,,,,Hippocampus,,10000000.0,BAO_0000221,CHEMBL616598,8,Expert,,,10576,
1476,Antagonist activity to stimulate binding of [35S]-GTP-gamma S binding to 5-hydroxytryptamine 1A receptor in isolated rat hippocampal membranes,1,D,,Rattus norvegicus,,Membranes,,,,,BAO_0000249,CHEMBL616599,9,Expert,10116.0,,10576,
1477,"Inhibition of (+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding in rat hippocampal membranes",1,D,,Rattus norvegicus,,Membranes,,Hippocampus,,10000000.0,BAO_0000249,CHEMBL616600,9,Expert,10116.0,,10576,
1478,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND is defined as not -determined.,1,H,,,,,,,,,BAO_0000019,CHEMBL616601,8,Autocuration,,,10576,
1479,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND is defined as not defined.,1,H,,,,,,,,,BAO_0000019,CHEMBL616602,8,Autocuration,,,10576,
1480,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND is defined as not determined.,1,H,,,,,,,,,BAO_0000019,CHEMBL616603,8,Autocuration,,,10576,
1481,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND means not determined.,1,H,,,,,,,,,BAO_0000019,CHEMBL616604,8,Autocuration,,,10576,
1482,Binding affinity towards 5-hydroxytryptamine 1A receptor was determined in rat cortex membranes using [3H]8-OH-DPAT as radioligand; No data,1,H,,,,,,,,,BAO_0000249,CHEMBL616316,8,Autocuration,,,10576,
1483,Binding affinity towards 5-hydroxytryptamine 1A receptor was determined in rat cortex membranes using [3H]8-OH-DPAT as radioligand; Not determined,1,H,,,,,,,,,BAO_0000249,CHEMBL616317,8,Autocuration,,,10576,
1484,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat frontal cortex homogenates; ND means No data,1,D,,Rattus norvegicus,,,,,,,BAO_0000019,CHEMBL616318,9,Expert,10116.0,,10576,
1485,Binding affinity against 5-hydroxytryptamine 1A receptor by displacement of [3H]8-OH-DPAT from rat hippocampus mambranes,1,H,,,,,,Hippocampus,,10000000.0,BAO_0000221,CHEMBL616319,8,Autocuration,,,10576,
1486,Binding affinity against 5-hydroxytryptamine 1A receptor by displacement of [3H]8-OH-DPAT from rat hippocampus mambranes; Not tested,1,H,,,,,,Hippocampus,,10000000.0,BAO_0000221,CHEMBL616320,8,Autocuration,,,10576,
1487,Binding affinity for rat hippocampus 5-hydroxytryptamine 1A receptor by inhibition of [3H]8-OH-DPAT binding; Not tested,1,D,,Rattus norvegicus,,,,Hippocampus,,10000000.0,BAO_0000221,CHEMBL616321,9,Expert,10116.0,,10576,
1488,Evaluated for the 5-hydroxytryptamine 1A receptor agonist activity in LY-293284 trained rats; Not tested,1,H,,,,,,,,,BAO_0000019,CHEMBL616322,8,Autocuration,,,10576,
1489,Evaluated for the 5-hydroxytryptamine 1A receptor agonist activity in LY-293284 trained rats; not tested,1,H,,,,,,,,,BAO_0000019,CHEMBL616323,8,Autocuration,,,10576,
1490,Ratio of binding affinity to 5-HT 1A and D2 receptor,1,H,,,,,,,,,BAO_0000357,CHEMBL616324,8,Autocuration,,,10576,
1491,In vitro ability to inhibit [3H]-8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus at 1 uM,1,H,,,,,,Hippocampus,,10000000.0,BAO_0000221,CHEMBL616325,8,Autocuration,,,10576,
1492,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus at 1 uM,1,H,,,,,,Hippocampus,,10000000.0,BAO_0000221,CHEMBL616326,8,Autocuration,,,10576,
1493,In vitro ability to inhibit [3H]-8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus.,1,H,,,,,,Hippocampus,,10000000.0,BAO_0000221,CHEMBL616327,8,Autocuration,,,10576,
1494,Percentage inhibition against 5-hydroxytryptamine 1A receptor,1,H,,,,,,,,,BAO_0000357,CHEMBL616328,8,Autocuration,,,10576,
1495,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes (experiment 1),1,H,,,,,,,,,BAO_0000249,CHEMBL858110,8,Autocuration,,,10576,
1496,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes (experiment 1),1,H,,,,,,,,,BAO_0000249,CHEMBL616329,8,Autocuration,,,10576,
1497,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes (experiment 2),1,H,,,,,,,,,BAO_0000249,CHEMBL616330,8,Autocuration,,,10576,
1498,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes (experiment 2),1,H,,,,,,,,,BAO_0000249,CHEMBL616331,8,Autocuration,,,10576,
1499,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes.,1,H,,,,,,,,,BAO_0000249,CHEMBL616332,8,Autocuration,,,10576,
1500,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat brain membrane using [3H]8-OH-DPAT as a selective ligand.,1,H,,,,,,Brain,,955.0,BAO_0000249,CHEMBL857063,8,Autocuration,,,10576,
1501,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat frontal cortex using [3H]8-OH-DPAT as a radioligand,1,H,,,,,,,,,BAO_0000019,CHEMBL616333,8,Autocuration,,,10576,
1502,Antagonistic activity against 5-hydroxytryptamine 1A receptor in rat cerebral cortex using [3H]-8-OH-DPAT as radioligand.,1,H,,,,,,,,,BAO_0000019,CHEMBL616334,8,Expert,,,10576,
1503,Binding affinity of 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in rat hippocampus,1,H,,,,,,Hippocampus,,10000000.0,BAO_0000221,CHEMBL616335,8,Autocuration,,,10576,
1504,Affinity pKi for 5-hydroxytryptamine 1A receptor was measured in rat cortex homogenates.,1,H,,,,,,,,,BAO_0000019,CHEMBL616336,8,Autocuration,,,10576,
1505,Binding affinity against 5-hydroxytryptamine 1A receptor in rat cerebral cortical membrane using [3H]-8-OH-DPAT as radioligand.,1,H,,,,,,,,,BAO_0000249,CHEMBL616337,8,Expert,,,10576,
1506,Binding affinity against 5-hydroxytryptamine 1A receptor in rat cortex homogenates.,1,H,,,,,,,,,BAO_0000019,CHEMBL616338,8,Autocuration,,,10576,
1507,Binding affinity against native 5-HT1A-receptors from rat hippocampus using radioligand ([3H]- 8-hydri\oxy-2-(di-n-propylamino)tetraline) binding assay,1,H,,,,,,Hippocampus,,10000000.0,BAO_0000221,CHEMBL616339,8,Autocuration,,,10576,
1508,Binding affinity against native 5-HT1A-receptors from rat hippocampus using radioligand ([3H]8-hydroxy-2-(di-n-propylamino)-tetraline) binding assay,1,H,,,,,,Hippocampus,,10000000.0,BAO_0000221,CHEMBL616340,8,Autocuration,,,10576,
1509,Binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined,1,H,,,,,,,,,BAO_0000357,CHEMBL616341,8,Autocuration,,,10576,
1510,Binding affinity against rat 5-hydroxytryptamine 1A receptor,1,D,,Rattus norvegicus,,,,,,,BAO_0000357,CHEMBL616342,9,Expert,10116.0,,10576,
1511,Inhibition of [3H]2-(di-N-propylamino)-8-hydroxytetralin binding to 5-HT1A receptor of rat frontal cortex homogenates,1,D,,Rattus norvegicus,,,,,,,BAO_0000019,CHEMBL616343,9,Expert,10116.0,,10576,
1512,Binding affinity of a compound to rat brain 5-hydroxytryptamine 1A (serotonin) receptor assayed by radiolabeled [3H]-8-OH-DPAT ligand displacement,1,H,,,,,,,,,BAO_0000019,CHEMBL616344,8,Expert,,,10576,
1513,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand.,1,H,,,,,,,,,BAO_0000357,CHEMBL616345,8,Expert,,,10576,
1514,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat cortex using [3H]8-OH-DPAT as a radioligand,1,H,,,,,,,,,BAO_0000019,CHEMBL616346,8,Expert,,,10576,
1515,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in rat hippocampus,1,H,,,,,,Hippocampus,,10000000.0,BAO_0000221,CHEMBL616347,8,Autocuration,,,10576,
1516,In vitro by displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor on rat cortical membrane,1,H,,,,,,,,,BAO_0000019,CHEMBL616348,8,Expert,,,10576,
1517,Binding affinity at 5-hydroxytryptamine 1A receptor,1,H,,,,,,,,,BAO_0000357,CHEMBL616349,8,Expert,,,10576,
1518,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat frontal cortex membranes,1,D,,Rattus norvegicus,,Membranes,,,,,BAO_0000249,CHEMBL616152,9,Expert,10116.0,,10576,
1519,Compound was tested for inhibition constant against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes.,1,H,,,,,,,,,BAO_0000249,CHEMBL616153,8,Autocuration,,,10576,
1520,"Binding affinity for rat cortex 5-hydroxytryptamine 1A receptor, by displacement of 0.2 nM [3H]8-OH-DPAT radioligand",1,H,,,,,,,,,BAO_0000019,CHEMBL616154,8,Expert,,,10576,
1521,In vitro ability to inhibit binding of radioligand [3H]8-OH-DPAT to 5-hydroxytryptamine 1A receptor in rat cerebral cortex,1,H,,,,,,,,,BAO_0000019,CHEMBL616155,8,Autocuration,,,10576,
1522,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat hippocampus using [3H]8-OH-DPAT,1,D,,Rattus norvegicus,,,,Hippocampus,,10000000.0,BAO_0000221,CHEMBL616156,9,Expert,10116.0,,10576,
1523,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat hippocampus with [3H]8-OH-DPAT,1,D,,Rattus norvegicus,,,,Hippocampus,,10000000.0,BAO_0000221,CHEMBL616157,9,Expert,10116.0,,10576,
1524,The binding affinity (pKi) was measured against 5-hydroxytryptamine 4 receptor of piglet hippocampus using [125I]-SB 207710 as radioligand,1,H,,,,,,Hippocampus,,10000000.0,BAO_0000221,CHEMBL616158,8,Autocuration,,,10576,
1525,The compound was tested for the binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand.,1,H,,,,,,,,,BAO_0000357,CHEMBL616159,8,Autocuration,,,10576,
1526,pKi value against rat 5-hydroxytryptamine 1A receptor.,1,H,,,,,,,,,BAO_0000357,CHEMBL616160,8,Expert,,,10576,
1527,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND is define as non-determined.,1,H,,,,,,,,,BAO_0000019,CHEMBL616161,8,Autocuration,,,10576,
1528,Evaluated for the 5-hydroxytryptamine 1A receptor agonist activity in LY-293284 trained rats; Not tested,1,H,,,,,,,,,BAO_0000019,CHEMBL616162,8,Autocuration,,,10576,
1529,Binding affinity was measured against 5-hydroxytryptamine 2A receptor by displacement of [3H]- ketanserin by lysergic acid amides,1,D,,Rattus norvegicus,,,,,,,BAO_0000357,CHEMBL616163,9,Expert,10116.0,,12687,
1530,Inhibition of specific [3H]OH-DPAT binding at 5-hydroxytryptamine 1A receptor in rat hippocampal membranes,1,H,,,,Membranes,,,,,BAO_0000249,CHEMBL616164,8,Expert,,,10626,
1531,Concentration of compound required to inhibit cortical 5-hydroxytryptamine 1A receptor binding sites in rat brain was evaluated,1,H,,,,,,Brain,,955.0,BAO_0000221,CHEMBL616165,8,Autocuration,,,10576,
1532,Inhibitory activity against 5-hydroxytryptamine 1A receptor isolated from rat hippocampus membranes membrane using [3H]5-HT as radioligand in the presence of 10e-6 M ketanserin as 5-HT2 blocker,1,H,,Rattus norvegicus,,,,,,,BAO_0000019,CHEMBL616355,8,Autocuration,10116.0,,51,
1533,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 50 uM 5-HT.,1,H,,,,,,,,,BAO_0000019,CHEMBL616356,8,Autocuration,,,10576,
1534,Binding affinity at 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in rat brain.,1,H,,,,,,Brain,,955.0,BAO_0000221,CHEMBL616357,8,Autocuration,,,10576,
1535,"Binding affinity against 5-hydroxytryptamine 1A receptor in homogenated rat brain tissue, using by [3H]8-OH-DPAT as radioligand",1,H,,,,,,,,,BAO_0000019,CHEMBL616358,8,Autocuration,,,10576,
1536,Compound was tested for binding affinity against 5-hydroxytryptamine 1A receptor,1,H,,,,,,,,,BAO_0000357,CHEMBL616359,8,Autocuration,,,51,
1537,Percent decrease in 5-hydroxytryptamine 1A receptor binding using 8-OH-DPAT,1,H,,,,,,,,,BAO_0000357,CHEMBL616360,8,Expert,,,51,
1538,Binding affinity towards 5-hydroxytryptamine 1A receptor,1,H,,,,,,,,,BAO_0000357,CHEMBL616361,8,Expert,,,51,
1539,Tested for binding affinity for 5-hydroxytryptamine 1A receptor,1,H,,,,,,,,,BAO_0000357,CHEMBL616362,8,Autocuration,,,51,
1540,The compound was evaluated for its ability to displace [3H]-8-OH-DPAT from 5-hydroxytryptamine 1A receptor in cellular brain membranes,1,H,,,,Brain membranes,,,,,BAO_0000249,CHEMBL616363,8,Autocuration,,,51,
1541,Inhibition of binding towards 5-hydroxytryptamine 1A receptor at 100 nM concentration,1,H,,,,,,,,,BAO_0000357,CHEMBL616364,8,Autocuration,,,51,
1542,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 1A receptor,1,H,,,,,,,,,BAO_0000357,CHEMBL616365,8,Autocuration,,,51,
1543,Binding affinity for 5-hydroxytryptamine 1A receptor determined using [3H]8-OH-DPAT as radioligand,1,H,,,,,,,,,BAO_0000357,CHEMBL616366,8,Expert,,,51,
1544,Binding affinity towards 5-hydroxytryptamine 1A receptor,1,H,,,,,,,,,BAO_0000357,CHEMBL872906,8,Expert,,,51,
1545,Binding affinity of compound towards serotonin 5-hydroxytryptamine 1A receptor; inactive at 10 uM,1,H,,,,,,,,,BAO_0000357,CHEMBL616367,8,Autocuration,,,51,
1546,Binding affinity against 5-hydroxytryptamine 1A receptor,1,H,,,,,,,,,BAO_0000357,CHEMBL616368,8,Autocuration,,,51,
1547,Binding affinity to 5-hydroxytryptamine 1A receptor was determined,1,H,,,,,,,,,BAO_0000357,CHEMBL616369,8,Autocuration,,,51,
1548,Binding affinity towards Serotonin 5-hydroxytryptamine 1A receptor by displacement of [3H]-(+)-8-OH-DPAT.,1,D,,Homo sapiens,,,,,,,BAO_0000357,CHEMBL616370,9,Expert,9606.0,,51,
1549,Binding affinity towards Serotonin 5-hydroxytryptamine 1A receptor by displacement of [3H](+)-8-OH-DPAT; inactive,1,D,,Homo sapiens,,,,,,,BAO_0000357,CHEMBL616371,9,Expert,9606.0,,51,
1550,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,1,H,,,,,,,CHO,,BAO_0000219,CHEMBL616372,8,Autocuration,,,51,449.0
1551,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor expressed in CHO cell membranes,1,H,,,,,,,,,BAO_0000219,CHEMBL616373,8,Expert,,,51,
1552,Compound was measured in vivo for its binding affinity at 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,1,H,,,,,,,,,BAO_0000218,CHEMBL616374,8,Autocuration,,,51,
1553,Tested for activity against 5-hydroxytryptamine 1A receptor from bovine hippocampus,1,H,,,,,,Hippocampus,,10000000.0,BAO_0000221,CHEMBL616375,8,Autocuration,,,51,
1554,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 1A receptor was determined,1,H,,,,,,,,,BAO_0000357,CHEMBL616376,8,Autocuration,,,51,
1555,Binding affinity towards 5-hydroxytryptamine 1A receptor by displacement of [3H]8-OH-DPAT.,1,H,,,,,,,,,BAO_0000357,CHEMBL857064,8,Expert,,,51,
1556,Binding affinity for 5-hydroxytryptamine 1A receptor was determined,1,H,,,,,,,,,BAO_0000357,CHEMBL616377,8,Autocuration,,,51,
1557,Binding affinity for 5-hydroxytryptamine 1A receptor was determined,1,H,,,,,,,,,BAO_0000357,CHEMBL616378,8,Autocuration,,,51,
1558,Evaluated for the binding affinity to 5-hydroxytryptamine 1A receptor,1,H,,,,,,,,,BAO_0000357,CHEMBL616379,8,Autocuration,,,51,
1559,Ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor,1,H,,,,,,,,,BAO_0000357,CHEMBL616380,8,Autocuration,,,11863,
1560,Binding affinity against 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT radioligand,1,H,,,,,,,,,BAO_0000357,CHEMBL616381,8,Autocuration,,,11863,
1561,Compound was evaluated for the affinity at 5-hydroxytryptamine 1A receptor,1,H,,,,,,,,,BAO_0000357,CHEMBL616382,8,Autocuration,,,11863,
1562,Compound was tested for the binding affinity against 5-hydroxytryptamine 1A receptor by using [3H]DPAT as radioligand,1,H,,,,,,,,,BAO_0000357,CHEMBL616383,8,Autocuration,,,11863,
