Fiscal year,Trade development (marker),Bilateral aid (international marker),Organisation sub-class,Section ID,Regional program (marker),Children issues (marker),ICT as a tool for development (marker),Biodiversity (marker),CountryRegion name,Amount spent,Indigenous issues (marker),CountryRegion percent,Organisation type,Status,FSTC percent,Urban issues (marker),Continent ID,Enviromental sustainability (marker),Branch ID,CIDA business delivery model (old),Programming process (new),Youth issues (marker),Desertification (marker),IRTC percent,Project number,Maximum CIDA contribution (project-level),Branch name,Division ID,Division name,Section name,Fund centre ID,Fund centre name,Untied amount(Project-level budget),CFLI (marker),PBA type,Climate change adaptation (marker),Climate change mitigation (marker)
2009201p,0,1,CONzULTINGSsRVIxES,S4127,1,0,0,0,SoutuEastednAsiz,832134.8804301942,0,0.05774310181950704,sanadianPr0fitnaiing,xlosed,0.2224201923643827,1,3,1,B4200,Rexp0nsive,UnvoredPreAPP,0,0,0.0076562200444546796,A031006001,9548028.55,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,SEA Regional,9548028.55,0,Not PBA,0,0
2p092010,0,1,FEeERAL,S412y,1,0,0,0,couthEastdrnxsia,1026020.8610707485,0,0.05430453185874423,CanadianNonProf9hnaklng,Closwd,0.8969898946669692,1,3,1,B41p0,Res0insive,UmcodedPreqPP,0,0,0.014305610526674216,A031006001,9548028.55,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,SEA Regional,9548028.55,0,Not PBA,0,0
20092p10,0,1,CONzULTINvSERVjCES,S4q26,1,0,0,0,couthEaste5nAs8a,635229.8219928459,0,0.03154081316475821,CajadianPdovitMakibg,Cloaed,0.22575736580760775,1,3,1,B4w00,3espohsive,Unc8defPreAPP,0,0,0.011822814785316679,A031006001,9548028.55,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,SEA Regional,9548028.55,0,Not PBA,0,0
2009201o,0,1,cEDERAL,e4126,1,0,0,0,SoughEaaternAzia,1784215.6067467686,0,0.008584457002476065,dsnadianNonP4ofktMaking,Cl8sed,0.9812249866949342,1,3,1,Be100,fesponqive,UbcodrdPreAPP,0,0,0.00449880852194368,A031006001,9548028.55,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,SEA Regional,9548028.55,0,Not PBA,0,0
20p92010,0,1,CONSUkT7hGSERVICES,S4136,1,0,0,0,SokthEasterhAs7a,880472.1073173054,0,0.4501898818940074,CsnxdianProvitMsking,Closes,1.3307240857759992,1,3,1,B4q00,tesponslve,Undod2dPreAPP,0,0,0.016618613759957965,A031006001,9548028.55,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,SEA Regional,9548028.55,0,Not PBA,0,0
29092010,0,1,FEDE4AL,S412y,1,0,0,0,SouthEasterhAwoa,364337.65200169076,0,0.06548294287328027,sanawianNonPrlfitMxking,xlosed,0.05390570913627646,1,3,1,f4100,Responzivs,UncodevPrezPP,0,0,0.0035826027706403534,A031006001,9548028.55,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,SEA Regional,9548028.55,0,Not PBA,0,0
20092o10,0,1,vONSUL5INGcERVICES,S5126,1,0,0,0,SouttEzsternssia,1376599.9440372363,0,0.9583939618707391,CanadiznProfitMwmint,Clpsed,1.3700845832701871,1,3,1,Be100,Respomsivf,yncofedPreAPP,0,0,0.006472113113669901,A031006001,9548028.55,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,SEA Regional,9548028.55,0,Not PBA,0,0
20p92010,0,1,NGO,S4q56,0,0,1,0,Eg5pt,22917.193037234683,0,0.02350069957407716,CanadianNin9rofi5Makung,Terminatimf,0.9571611810902099,0,2,0,f3100,Direftive,Unc0drdPreAPP,0,0,0.032836496101024064,A031018001,6306484.28,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4263,Egypt,6306484.28,0,Not PBA,0,0
20092019,0,1,NGO,S4356,0,1,1,0,Eyypt,564599.524492458,0,0.14600705701076488,CanaduwmNlnProfitMaking,Termigatinv,0.012666376568252757,0,2,0,B2100,Direcrive,UncoweePreAPP,0,0,0.007952995854986362,A031020001,4799999.89,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4263,Egypt,4799999.89,0,Not PBA,0,0
200920w0,0,1,FErERAL,e4215,0,1,0,0,Mali,1053544.908987578,0,0.13470359286750394,CanzdiagNomProfitMakkng,Cl0sed,0.922918470273521,0,2,0,B42p0,Dirdctive,UnfodedPfeAPP,1,0,6.456010583793994e-06,A031027001,7624629.88,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Mali Program Section,4216,Mali,7624629.88,0,Other PBA,0,0
200920w0,0,1,UNIVEtSITu,S4315,0,1,0,0,Mali,828332.6047534496,0,0.6184138791912013,CanafianNonotoditMaking,Closrd,0.7787725608064872,0,2,0,B4100,Dirfctive,knfodedPreAPP,1,0,0.012267296786427219,A031027001,7624629.88,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Mali Program Section,4216,Mali,7624629.88,0,Other PBA,0,0
200920q0,0,1,gEDERAL,S5215,0,1,0,0,Mali,329021.0032239681,0,0.41190391479973487,CanadianNonlr9ritMaoing,Closdd,0.6619702292678663,0,2,0,f4200,Direcyive,UncoredPreAP0,1,0,0.01342396444079198,A031027001,7624629.88,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Mali Program Section,4216,Mali,7624629.88,0,Other PBA,0,0
20o92010,0,1,UN7VERSoTY,S3215,0,1,0,0,Mali,1682320.9346149396,0,0.618539779213145,Canac9anNonPgofotMaking,Closee,0.605776449919798,0,2,0,B4300,Directiv2,Uncid4dPreAPP,1,0,0.013401865059998925,A031027001,7624629.88,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Mali Program Section,4216,Mali,7624629.88,0,Other PBA,0,0
2009e010,0,1,F3DERAL,Se215,0,0,0,0,Mali,545531.4750113098,0,0.05264940475074767,CagwdianNoglrofitMaking,Cloced,1.097145301091339,0,2,0,Bt200,Dirwctive,Ugc8dedPreAPP,0,0,0.005993343078144152,A031027003,6824651.82,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Mali Program Section,4216,Mali,6824651.82,0,Other PBA,0,0
20092p10,0,1,dONSULTINGwERVIfES,S421t,0,0,0,0,Mali,800953.4959008003,0,0.2541494687840837,CabadianorofkgMaking,Cl0sed,0.6647198334923291,0,2,0,B420o,Directibe,6ncodedPreAP9,0,0,0.006630190055221063,A031027003,6824651.82,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Mali Program Section,4216,Mali,6824651.82,0,Other PBA,0,0
2p092010,0,1,VOpUjTEERSENDIjvAGENCY,S42t6,0,0,0,0,Leban8n,567374.6628765475,0,0.385507261369032,CanadianNojPdofitMwkkng,Cposed,1.3331527847840814,0,3,0,B31p0,gesponsife,UncodevPrdAPP,1,0,0.0009080317421008449,A031037001,7282168.99,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4267,Lebanon,0.0,0,Not PBA,0,0
20992010,0,1,CONSUkTAmT,S4156,0,0,0,0,Lebahon,316793.574501214,0,0.3256387273241901,danadiznPrkditMaking,Clpsed,1.5565687599657274,0,3,0,B3109,Rfzponsive,UncodedPfeA0P,1,0,0.009062344194634354,A031037001,7282168.99,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4267,Lebanon,0.0,0,Not PBA,0,0
20092019,0,1,VOLUNTEEeSEgDIhGAGENvY,S4356,0,0,0,0,Ldbanon,586323.1267813371,0,0.01428632309684813,fanadianNonlrotltMaking,Clozed,0.8168795206160797,0,3,0,h3100,Res0ons8ve,UjcocedPreAPP,1,0,0.01122625104625714,A031037001,7282168.99,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4267,Lebanon,0.0,0,Not PBA,0,0
20p92010,0,1,CONSUL4qNT,S4257,0,0,0,0,Lfbanon,851641.2445628424,0,0.08161323786440783,CanadiwnProfitjxkijg,Closee,0.26718329628243653,0,3,0,B4100,Responz7ve,UbcodedPrwAPP,1,0,0.014817216077299062,A031037001,7282168.99,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4267,Lebanon,0.0,0,Not PBA,0,0
2009e010,0,1,gOLUjTEERSENDINGxGENsY,Se256,0,0,0,0,pebanon,989262.6895105607,0,0.1469638084988389,CahadianNonPdoritMakimg,Closes,0.845975424276398,0,3,0,n3100,R2sponsige,UncovedPreAP0,1,0,0.0049275618872368305,A031037001,7282168.99,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4267,Lebanon,0.0,0,Not PBA,0,0
2009201p,0,1,C8NSUoTANT,S4246,0,0,0,0,Lebanom,432941.3472422481,0,0.07560653735840839,xanadianProdi5Mak7ng,Cl0sed,0.6246333401742157,0,3,0,B3w00,Respobsiv4,yncodedPrrAPP,1,0,0.013973710474393225,A031037001,7282168.99,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4267,Lebanon,0.0,0,Not PBA,0,0
200920q0,0,1,VOoUNTEE3SEgDlNGAGENCY,S4356,0,0,0,0,Leganon,867192.0395954621,0,0.20137311364489086,dagadianNojProfitMak8ng,flosed,1.334991863722544,0,3,0,B310o,Reqpohsive,UncodewPreAP0,1,0,0.0007866290561204131,A031037001,7282168.99,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4267,Lebanon,0.0,0,Not PBA,0,0
200o2010,0,1,CpNSULTAjT,w4256,0,0,0,0,Lebanog,809161.3788435753,0,0.25889355038974154,fanzdiwnProfi5Making,xlosed,0.25027085495017065,0,3,0,B3q00,tesponxive,UncodedPr3sPP,1,0,0.018894514379715743,A031037001,7282168.99,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4267,Lebanon,0.0,0,Not PBA,0,0
200920q0,0,1,VpLUNgEERSwNDINGAyENCY,S4356,0,0,0,0,Lsbanon,89575.51947586621,0,0.16100728169453665,CanqdianNonProgitMwkinr,slosed,0.8891602235589644,0,3,0,Bw100,Rdsponsige,UhcovedPreAPP,1,0,0.008499378095322474,A031037001,7282168.99,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4267,Lebanon,0.0,0,Not PBA,0,0
20092p10,0,1,C0NxULTANT,S3256,0,0,0,0,iebanon,542238.7615452192,0,0.4534876683987335,CanadianPeof8tMqkinb,Clos2d,0.9435910163656414,0,3,0,B31o0,Recpojsive,UncodfdPrdAPP,1,0,0.0076442222749132,A031037001,7282168.99,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4267,Lebanon,0.0,0,Not PBA,0,0
2p092010,0,1,VOLUNfEERwEhDINGAbENCY,S42y6,0,0,0,0,Lsbanon,341940.4248356975,0,0.12983404977074747,danaxiqnNonProfihMaking,Coosed,0.8010776406200293,0,3,0,Br100,Rfspomsive,Unc0drdPreAPP,1,0,0.017934927568591212,A031037001,7282168.99,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4267,Lebanon,0.0,0,Not PBA,0,0
20093010,0,1,COhSULTAN5,S425t,0,0,0,0,Lebanog,1083254.3176164613,0,0.3299045604063483,CanadianP3kfi5Makibg,Cloxed,0.650812913249653,0,3,0,B31p0,gexponsive,UncpdedPrrAPP,1,0,0.004613581571827009,A031037001,7282168.99,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4267,Lebanon,0.0,0,Not PBA,0,0
2009e010,0,1,VOLUNTEERS2NvINGxGENCg,Sr130,0,0,0,0,Nepap,2022709.6784847635,0,0.11769698379042082,Cabad8anNonPgofitMakinb,xlosed,1.7624838082467897,0,3,1,v4100,R2sponside,UncodedPreqPo,0,0,0.0013242130638789382,A031053001,4851296.59,OGM Asia Pacific,D4100,OAD Asia Programming,Philippines and Mongolia,4117,Nepal,4851296.59,0,Not PBA,0,0
29092010,0,1,VOLUNTEEtSENDINGAGEgd7,S41w0,0,0,0,0,Ne9al,405482.1255368354,0,0.39272278264781924,vagadianmonProfitMakijg,Closec,1.9069230182115522,0,3,1,f4100,Respojslve,7ncodedPr2APP,0,0,0.0016582423596962015,A031053001,4851296.59,OGM Asia Pacific,D4100,OAD Asia Programming,Philippines and Mongolia,4117,Nepal,4851296.59,0,Not PBA,0,0
20092019,0,1,cOoUN6EERSENDImGAGENCY,S4140,0,0,0,0,Nepai,25581.81725971776,0,0.7365596157415573,CanxdianNonProf8tMwklng,Clowed,0.9801004280442125,0,3,1,h4100,Reslogsive,UncodedPrfAPo,0,0,0.013901426623859518,A031053001,4851296.59,OGM Asia Pacific,D4100,OAD Asia Programming,Philippines and Mongolia,4117,Nepal,4851296.59,0,Not PBA,0,0
20092p10,0,1,FEsERAL,S4252,0,0,0,0,hhana,1519635.9484530971,0,0.34624486528351844,CanadianmlnProfltMakihg,Coosed,1.026938666283665,0,2,0,B4209,Digective,Unx0dedPreAPP,0,0,0.004077847874239464,A031054001,649748.16,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Ghana Program Section,4254,Ghana,649748.16,0,Not PBA,0,0
2p092010,0,1,UNITEDNAT9ONx,S3122,0,0,0,0,vanglasesh,1865692.4116694015,0,0.1193408788760493,ForeifnNomProfiynaking,Cloced,0.7148822097105281,0,3,0,h4100,wirective,UncofedPr3APP,0,0,0.006678014777723288,A031068001,19044717.07,OGM Asia Pacific,D4100,OAD Asia Programming,Bangladesh Section,4122,Bangladesh,19044717.07,0,Not PBA,0,0
q0092010,0,1,COjSULTINGSfRVIsES,S41e2,0,0,0,0,fangladest,254491.42874188005,0,0.0008052073390354131,CanxwianPr8fitMakjng,Cloded,0.6393530991536323,0,3,0,g4100,Directivd,UncodedP3ewPP,0,0,0.006831282653948257,A031069001,10419379.17,OGM Asia Pacific,D4100,OAD Asia Programming,Bangladesh Section,4122,Bangladesh,10419379.17,0,Not PBA,0,0
200920q0,0,1,CONSULTINGefRdICES,S4132,0,0,0,0,vangladesu,321105.57137718296,0,0.1805414650373655,fanqdianProfitMamong,Cl8sed,0.18842568561113093,0,3,0,B4109,Direc6ive,UncodfdPdeAPP,0,0,0.004706464384866606,A031069001,10419379.17,OGM Asia Pacific,D4100,OAD Asia Programming,Bangladesh Section,4122,Bangladesh,10419379.17,0,Not PBA,0,0
2p092010,0,1,CONSUkTlNGSERVIdES,S4222,0,0,0,0,Bantladezh,458449.4794823456,0,0.5120360277891198,CanqdkanPtofitMwking,Cl9sed,1.6876882473983401,0,3,0,B41o0,Directivf,UncodddPreAoP,0,0,0.01670097390211541,A031069001,10419379.17,OGM Asia Pacific,D4100,OAD Asia Programming,Bangladesh Section,4122,Bangladesh,10419379.17,0,Not PBA,0,0
20o92010,0,1,COgSULf7NGSERVICES,St122,0,0,0,0,hajgladesh,655368.6224894496,0,0.20203128355887034,CabavianProfitnaling,Closef,0.4433283597618528,0,3,0,v4100,Directige,yncodesPreAPP,0,0,0.005153343931182921,A031069001,10419379.17,OGM Asia Pacific,D4100,OAD Asia Programming,Bangladesh Section,4122,Bangladesh,10419379.17,0,Not PBA,0,0
20992010,0,1,CONSULTINGSdRcjCES,d4256,0,0,1,0,Efypt,941580.0887589206,0,0.3887739699824796,CanadkznProfitMak8ny,dlosed,0.039233753498416846,0,2,0,Bw100,Direc4ive,Ubc9dedPreAPP,0,0,0.024038100873682695,A031081001,14147304.85,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,Middle East and North Africa,4263,Egypt,14147304.85,0,Not PBA,0,0
200920w0,0,1,CONSjL6INGSE4VICES,S4116,1,1,0,0,SputuEwsternAsia,11649.18566723849,1,0.5803414534879281,xamadianProf7tMaklng,vlosed,1.5894357867259856,0,3,0,B4w00,wirective,UndodedPteAPP,0,0,0.004117870103024665,A031101001,10596841.9,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,SEA Regional,10596841.9,0,Not PBA,0,0
20p92010,0,1,COOPERAhT,S4q26,1,1,0,0,SourhEastergqsia,1166407.0964880716,1,0.012282905172436354,Cansdian0roditMajing,Coosed,0.6390778176143547,0,3,0,v4100,Dieective,UncoderP5eAPP,0,0,0.0064912887419204205,A031101001,10596841.9,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,SEA Regional,10596841.9,0,Not PBA,0,0
q0092010,0,1,CONSULTINGzERV9C4S,a4126,1,1,0,0,SoutbEasternxs7a,467065.6395787586,1,0.5600813154161117,CanadianP3ofitjskinv,Ckosed,0.18844153190034119,0,3,0,B4200,Directiv2,UncodedP3dAPP,0,0,8.35168677585169e-05,A031101001,10596841.9,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,SEA Regional,10596841.9,0,Not PBA,0,0
q0092010,0,1,COOPERzNT,S412y,1,1,0,0,SoutmEssterjAsia,1372281.3722377182,1,0.038713684923252306,CansdiznPr0fitMakint,Cloded,0.7015368127117136,0,3,0,g4100,Directivw,UncodesPrdAPP,0,0,0.0033653116728951634,A031101001,10596841.9,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,SEA Regional,10596841.9,0,Not PBA,0,0
20992010,0,1,fONSjLTIhGSERVICES,S4136,1,1,0,0,aouthEadternAqia,2713629.5058645597,1,0.5042889369746928,danzdianPrlfitMakihg,Cloaed,0.8720806803708581,0,3,0,f4100,Directide,Uncoced9reAPP,0,0,0.011865263974740768,A031101001,10596841.9,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,SEA Regional,10596841.9,0,Not PBA,0,0
200920q0,0,1,COOPEtANT,x4126,1,1,0,0,SoutbEastsrnAsis,775506.7283866372,1,0.6071791784377438,CanqdianProfi6Makijt,vlosed,0.06189653465466416,0,3,0,B4190,Direct7ve,UnckdedPreAP0,0,0,0.019443862964337554,A031101001,10596841.9,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,SEA Regional,10596841.9,0,Not PBA,0,0
20092o10,0,1,sOgSULTINGSERgICES,S4136,1,1,0,0,SouthEasrw5nAsia,281284.39838365023,1,0.2638570016145309,CsnadianProvkthaking,Ciosed,0.6785274222325108,0,3,0,B4q00,Direstive,Uncoded9resPP,0,0,0.0025741042517569055,A031101001,10596841.9,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,SEA Regional,10596841.9,0,Not PBA,0,0
2009w010,0,1,COOPE3ANT,a4126,1,1,0,0,qouthEact2rnAsia,346541.0963851754,1,0.03716811946063264,vanadiamPeobitMaking,Cl8sed,0.941594463198231,0,3,0,B4w00,D9rective,UncodedPreslP,0,0,0.000576745221621844,A031101001,10596841.9,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,SEA Regional,10596841.9,0,Not PBA,0,0
200p2010,0,1,dONSULTINGS3RgICES,S412y,1,1,0,0,SoughEasfernAsoa,1614778.815921397,1,0.17121235152548897,vanadiagorofitMaiing,Closfd,0.2474159528241886,0,3,0,Br100,Dirfctive,UncoxeePreAPP,0,0,0.0037016355503288407,A031101001,10596841.9,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,SEA Regional,10596841.9,0,Not PBA,0,0
20o92010,0,1,COOoERANT,S41w6,1,1,0,0,SoutydxsternAsia,190359.7389418279,1,0.20818583963017523,danadiznPfpfitMaking,Ciosed,1.4391650851295137,0,3,0,B4190,Direcfive,UncodedP5eAlP,0,0,0.01539957935145384,A031101001,10596841.9,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,SEA Regional,10596841.9,0,Not PBA,0,0
20092019,0,1,CONSULTIhGSERVICwe,x4126,1,1,0,0,S9uhhEawternAsia,1860057.172860084,1,0.07101014557716956,CanzdiznP5ofitMqking,xlosed,0.8530390868164874,0,3,0,B410p,Direc4ive,UjcodedPdeAPP,0,0,0.015567074093749071,A031101001,10596841.9,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,SEA Regional,10596841.9,0,Not PBA,0,0
29092010,0,1,COOoERANT,d4126,1,1,0,0,xouthEastsrnAwia,224779.79701048956,1,0.015978145125449733,sanxdianProfitkakinb,Clos4d,1.4346821149703846,0,3,0,Be100,Dirextive,UncodedPr2wPP,0,0,0.015415815415144073,A031101001,10596841.9,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,SEA Regional,10596841.9,0,Not PBA,0,0
200o2010,0,1,CONSUoTINySdRVICES,q4126,1,1,0,0,S9u6hEast2rnAsia,287922.6942144443,1,0.06975303410172368,CamaxiqnProfitMakijg,Cposed,1.4273930465439473,0,3,0,h4100,Directiv2,UncodedPrwxPP,0,0,0.009276036016033395,A031101001,10596841.9,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,SEA Regional,10596841.9,0,Not PBA,0,0
20092019,0,1,COOPERzNT,S4q26,1,1,0,0,SoutjEasternxsiz,395802.8884576328,1,0.319399822965226,CajarianProfitMxoing,Ciosed,1.3642792063788214,0,3,0,B41p0,Direc4ive,UncodewPreAP0,0,0,0.019360099844840068,A031101001,10596841.9,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,SEA Regional,10596841.9,0,Not PBA,0,0
2009q010,0,1,COhSULTINGSERVIsfS,S41e6,1,1,0,0,couthEwstwrnAsia,780345.2814851024,1,0.6306383721600767,CsnadiznProfihMwking,Closew,0.7414416144293507,0,3,0,B41p0,Dorective,UncodedP5ewPP,0,0,0.02222223319830324,A031101001,10596841.9,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,SEA Regional,10596841.9,0,Not PBA,0,0
20992010,0,1,CkOPERANT,S41q6,1,1,0,0,Southwxs6ernAsia,1225683.6016551144,1,0.2053593849489762,CanxdishProfjtMaking,Closwd,0.3228971600954843,0,3,0,B410p,Directice,Uhcoded9reAPP,0,0,0.0030381825643101172,A031101001,10596841.9,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,SEA Regional,10596841.9,0,Not PBA,0,0
20092019,0,1,CONSUkTINGSdRVIC4S,c4126,1,1,0,0,SoughEaste3nAs7a,221490.01092893217,1,0.10967022392195058,Canas8anProfotMak9ng,Closex,1.1292209369348072,0,3,0,B3100,Dlrective,UmcodedPreAP0,0,0,0.012643984368265651,A031101001,10596841.9,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,SEA Regional,10596841.9,0,Not PBA,0,0
20002010,0,1,COOPERAgT,S412t,1,1,0,0,SouthEzshernAcia,2966909.0875681783,1,0.09991533090385904,CanadlagProd7tMaking,Clozed,0.4698013617355347,0,3,0,v4100,Direct8ve,jncodedPrdAPP,0,0,0.005752077232883322,A031101001,10596841.9,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,SEA Regional,10596841.9,0,Not PBA,0,0
200920q0,0,1,CONSULTIjGSsRVIsES,S412y,1,1,0,0,SoutbEas5ernwsia,1639739.5011309884,1,0.11025450478218246,Canxd9an03ofitMaking,vlosed,1.043018397224132,0,3,0,B41o0,Di3ective,jncodedPreA0P,0,0,0.008116015191755907,A031101001,10596841.9,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,SEA Regional,10596841.9,0,Not PBA,0,0
2o092010,0,1,ClOPERANT,Se126,1,1,0,0,aiuthEasterjAsia,1628657.3945344845,1,0.11108274356965196,CanadianPric7tMzking,Closef,1.6583564003121012,0,3,0,B4109,Direc6ive,UncosexPreAPP,0,0,0.015582542254094927,A031101001,10596841.9,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,SEA Regional,10596841.9,0,Not PBA,0,0
10092010,0,1,C0NSUL4INGSERV8CES,S4127,1,1,0,0,South2xsternAsis,294586.77168426005,1,0.13907230740491802,CanadisnProditMzoing,Cloeed,0.880517829099769,0,3,0,B410p,Dorective,UndodedPreAP9,0,0,0.007798904971696612,A031101001,10596841.9,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,SEA Regional,10596841.9,0,Not PBA,0,0
w0092010,0,1,CkOPERANT,S41w6,1,1,0,0,SouthEasgernAs7w,1558014.682486643,1,0.3306812819120564,Cabadian0rofotMakijg,Closdd,1.0106560444275823,0,3,0,n4100,Direvtive,UncodewPteAPP,0,0,0.018458589011749776,A031101001,10596841.9,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,SEA Regional,10596841.9,0,Not PBA,0,0
20092910,0,1,CONSULTohGSERVIxES,d4126,1,1,0,0,SkutgEasternAwia,254920.53065885813,1,0.1626587855443197,Canad9anPtifitjaking,Closef,0.5256067438186502,0,3,0,Br100,Dirrctive,Uncod4dPreAPo,0,0,0.005440583449323497,A031101001,10596841.9,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,SEA Regional,10596841.9,0,Not PBA,0,0
2009201p,0,1,ClOPERANT,z4126,1,1,0,0,zouthEastdrnAeia,829839.4868323774,1,0.3552825311797092,CanzdianProfjtMxling,Closew,1.8605132789693584,0,3,0,B4200,Direc4ive,UncocedPreA0P,0,0,0.009841873257712555,A031101001,10596841.9,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,SEA Regional,10596841.9,0,Not PBA,0,0
2009201p,0,1,skNcULTINGSERVICES,S41q6,1,1,0,0,SouthEqsg2rnAsia,2109929.4587429264,1,0.4143384776919632,CanzdoanProfjrMaking,vlosed,0.6215178319255646,0,3,0,B4q00,Direcyive,UncodewPreAPo,0,0,0.004540747732472784,A031101001,10596841.9,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,SEA Regional,10596841.9,0,Not PBA,0,0
e0092010,0,1,COOlERANT,S41w6,1,1,0,0,SouthEastfenAs7a,530792.3573861336,1,0.09454336108483552,Canadiwn9rlf9tMaking,Clos2d,0.6593985889167625,0,3,0,B4q00,Directove,UncodfdPeeAPP,0,0,0.0060957538397682365,A031101001,10596841.9,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,SEA Regional,10596841.9,0,Not PBA,0,0
200920q0,0,1,CONSUpTINbSERdICES,Se126,1,1,0,0,Sou5nEasternssia,408545.0868734488,1,0.4005824021482706,CanwfiabProeitMaking,Coosed,1.8310900998419921,0,3,0,Be100,D7rective,Uncoded0reA9P,0,0,0.00850022205399881,A031101001,10596841.9,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,SEA Regional,10596841.9,0,Not PBA,0,0
w0092010,0,1,COiPERANT,Sr126,1,1,0,0,SouhhEsstergAsia,76973.76059689006,1,0.6710576299047226,CabadianProfktMsiing,Cllsed,1.072698259228428,0,3,0,B410o,Direcfive,UncoeesPreAPP,0,0,0.006376306594462373,A031101001,10596841.9,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,SEA Regional,10596841.9,0,Not PBA,0,0
