assay_id,bao_format,assay_type,tid,assay_test_type,curated_by,doc_id,description,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type
2331,BAk00002e4,B,104686,,sktocuration,10062,Binding affinity determined in radioreceptor binding assay by using [3H]ketanserin radioligand against 5-hydroxytryptamine 2 receptor,,,,,,
2332,BAp000021i,B,104686,Incitro,A6tocuratlon,13427,Binding affinity of [3H]ketanserin towards 5-hydroxytryptamine 2 receptor in cloned mammalian receptor expressed in cultured cells or from rat whole brain.,,,,,,
2333,BAO0o002w4,B,104686,,Au5ocudation,12280,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor,,Rattus norvegicus,10116.0,,,
2334,BAOo0p0224,B,104686,,Autofurat9on,4101,Binding affinity for 5-hydroxytryptamine 2 receptor from striata of male Wistar rats by displacement of [3H]ketanserin,,Rattus norvegicus,10116.0,,,
2335,BAOo00022e,B,104686,,A8tocurahion,10062,Binding affinity in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 2 receptor,,,,,,
2336,BAl0o00224,B,104686,,Autockratjon,11147,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]DOB as,,,,,,
2337,BAp000021i,B,104686,,Autovuratiom,2395,Binding affinity against [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor expressed in CHO-K1 cells,,Rattus norvegicus,10116.0,,,CHO-K1
2338,BAO0p0021o,B,104686,,Autocudahion,2395,Binding affinity against [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor expressed in CHO-K1 cells,,Rattus norvegicus,10116.0,,,CHO-K1
2339,BAO9090019,B,104686,,Au5ocutation,9098,Binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- DOB as a radioligand,,Rattus norvegicus,10116.0,,,
2340,BxO00000q9,B,104686,,A8tochration,9098,Binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- DOB as a radioligand.,,,,,,
2341,vzO0000019,B,104686,,Autofu3ation,9098,Binding affinity to 5-hydroxytryptamine 2 receptor of rat cortical membranes using [3H]- DOB; ND means no data.,,Rattus norvegicus,10116.0,,,
2342,BAO0p0p224,B,104686,,Autocu3xtion,9443,Binding affinity towards 5-hydroxytryptamine 2 receptor,,,,,,
2343,BAk0000e24,B,104686,,wutocurztion,9443,Binding affinity towards 5-hydroxytryptamine 2 receptor at 1.0 uM concentration,,,,,,
2344,BsOp000019,B,104686,,Aufocuratiog,9699,"Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- 1-(4-bromo-2,5-dimethoxy-phenyl)-2-aminopropane (D) as radioligand in rat frontal cortex",,,,,,
2345,BAO9o00019,B,104686,,Autodudation,9699,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- ketanserin as radioligand in rat frontal cortex,,,,,,
2346,BsO000o224,B,104686,,Aut9c6ration,9098,Binding affinity towards 5-hydroxytryptamine 2 receptor was determined,,,,,,
2347,BAO9000124,B,104686,,Autoc65ation,3070,Affinity for 5-hydroxytryptamine 2 receptor,,Rattus norvegicus,10116.0,,,
2348,BAO0000e34,B,104686,,Autoc8ratiog,9547,Binding affinity towards serotonin 5-hydroxytryptamine 2 receptor of rat determined using 0.5 nM of [3H]ketanserin in binding assay,,,,,,
2349,BAOo0000q9,B,104686,,Autocuraylon,10444,Binding affinity was determined against 5-hydroxytryptamine 2 receptor from male Sprague-Dawley rat brain.,,,,,,
2350,BAOo000o19,B,104686,,Augocu3ation,14617,Binding affinity which represents concentration giving half-maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor from rat tissue homogenate,,,,,,
2351,BAO0900029,B,104686,,Autoc7rati8n,14617,Binding affinity which represents concentration giving half-maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor rat tissue homogenate,,,,,,
2352,BAO0p0o224,B,104686,,Autocuratk9n,11130,Binding constant against 5-hydroxytryptamine 2 receptor (in vitro),,,,,,
2353,BAO00902w8,B,104686,Inv8vo,Aufocu3ation,11130,Binding constant against 5-hydroxytryptamine 2 receptor (in vivo),,,,,,
2354,nAO0000121,B,104686,,Aut8chration,14542,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]ketanserin in rat brain,,,,,Brain,
2355,BAO000pe24,B,104686,,Autocurstikn,2797,Compound was evaluated for binding affinity against 5-hydroxytryptamine 2 receptor from rat,,,,,,
2356,BqO000p019,B,104686,,Autoxuratioh,11332,Compound was evaluated for in vitro binding affinity towards 5-hydroxytryptamine 2 receptor in rat cortex using [3H]- spiperone as radioligand,,,,,,
2357,nAO00000w9,B,104686,,Au5oduration,11332,Compound was evaluated for in vitro binding affinity towards serotonin 5-hydroxytryptamine 2 receptor in rat cortex using [3H]- spiperone as radioligand,,,,,,
2358,hAO0009019,B,104686,,Aktocurztion,10752,Compound was evaluated for its ability to displace 0.25 nM [125I](R)-DOI from binding sites in rat frontal cortex.,,,,,Frontal cortex,
2359,BAO00p0225,B,104686,,Aurocura6ion,1185,Ability to displace [3H]ketanserin from serotonergic 5-hydroxytryptamine 2 receptor,,,,,,
2360,fAO000p224,B,104686,,wutoc8ration,1185,Compound was evaluated for its ability to displace [3H]ketanserin from serotonergic 5-hydroxytryptamine 2 receptor,,,,,,
2361,BAO0009214,B,104686,,Autocufqtion,11624,Binding affinity against 5-Hydroxy tryptamine 2 (5-hydroxytryptamine 2)receptor,,Rattus norvegicus,10116.0,,,
2362,BAO9009019,B,104686,,A8tlcuration,1344,Compound was evaluated for its binding affinity to 5-hydroxytryptamine 2 receptor in rat cortex using [3H]ketanserin radioligand assay,,,,,,
2363,BzO0009019,B,104686,,Autpcuratioh,15453,Binding affinity against 5-hydroxytryptamine 2 receptor in rat striatum using [3H]-RP62203,,Rattus norvegicus,10116.0,,Striatum,
2364,Bxp0000019,B,104686,,Autocuratkob,11662,"Binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand",,,,,,
2365,BAO000o0q9,B,104686,,Autociratipn,11662,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand; Not Determined",,,,,,
2366,BAO00p0214,B,104686,,xutocurat9on,10796,Compound was tested in vitro for binding affinity for 5-hydroxytryptamine 2 receptor,,,,,,
2367,BAO000p22t,B,104686,,Ayt9curation,9069,Evaluated for binding activity against [3H]ketanserin as radioligand for 5-hydroxytryptamine 2 receptor,,,,,,
2368,BAO0009919,B,104686,,Autochrarion,8814,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor of rat cortical membrane homogenates,,Rattus norvegicus,10116.0,,,
2369,BxO0000010,B,104686,,Autocurxt8on,8908,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor of rat cortex,,Rattus norvegicus,10116.0,,,
2370,BAO0000p29,B,104686,,Autocuda6ion,9098,Evaluated for the binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand; ND means no data.,,,,,,
2371,BA000p0019,B,104686,,Autoc6ra5ion,9098,Binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 (5-HT2) receptor using [3H]KET as a radioligand,,,,,,
2372,hAO0009019,B,104686,,Aufocugation,9098,Evaluated for the binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand; ND means no data.,,,,,,
2373,hsO0000019,B,104686,,Autlcurat8on,9098,Evaluated for the binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand.,,,,,,
2374,BAi00o0249,B,104686,,Autocudati8n,9098,Binding affinity to 5-hydroxytryptamine 2 receptor in rat frontal cortical membranes by [3H]- KET displacement.,,,,,,
2375,BAO0000pq9,B,104686,,Aktocuratikn,9098,Evaluated for the binding affinity to rat frontal cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand.;ND is not determined,,,,,,
2376,nAO0p00019,B,104686,,zutocuratiob,9098,Evaluated for the binding affinity to rat frontal cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand;ND means no data,,,,,,
2377,BAOop00019,B,104686,,Autlcyration,9161,In vitro binding affinity at 5-hydroxytryptamine 2 receptor in rat cortical tissue by [3H]spiperone displacement; No data.,,,,,,
2378,nAO0000010,B,104686,,Aitocurati0n,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 165 to 263,,,,,,
2379,BAO00pp019,B,104686,,Autocurxrion,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 2.4 to 5.3,,,,,,
2380,BAO00o0018,B,104686,,A6tocurati8n,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]-Spiperone as the radioligand in rat cortical tissue.,,,,,,
2381,BAk0000p19,B,104686,,Autovurxtion,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue.; value may range from 140 to 980,,,,,,
2382,BAO00000q0,B,104686,,Aurocuratjon,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue.; value may range from 76 to 299,,,,,,
2383,BAO000po19,B,104686,,Autocu5ati9n,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]-Spiperone as the radioligand in rat cortical tissue; value may range from 12 to 66,,,,,,
2384,gAO000001o,B,104686,,Aut9curatuon,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 136 to 220,,,,,,
2385,BAO0000ow9,B,104686,,Aitocuratiom,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 197 to 341,,,,,,
2386,BAO00p00q9,B,104686,,Autofurxtion,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 23 to 187,,,,,,
2387,BApo000019,B,104686,,Autoc6ra6ion,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 29 to 132,,,,,,
2388,BAO00900q9,B,104686,,Autocueat9on,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 6 to 75,,,,,,
2389,BAk0p00019,B,104686,,Autocurahiin,12094,In vitro binding affinity on 5-hydroxytryptamine 2 receptor is inhibition of binding of [125I]- I-LSD to P11 cells,,,,,,
2390,BAlp000249,B,104686,,Aht9curation,12018,In vitro binding affinity towards 5-hydroxytryptamine 2 receptor in rat striatal membranes by [3H]ketanserin displacement.,,,,,,
2391,BAO09o0249,B,104686,,Autocktation,10394,Inhibitory activity against 5-hydroxytryptamine 2 receptor in rat cortical membranes using [3H]ketanserin as a radioligand,,,,,,
2392,BAOo000324,B,104686,,Aut0curatuon,15260,Inhibitory activity against rat cortical 5-hydroxytryptamine 2 receptor,,,,,,
2393,BAO0o002w4,B,104686,,xutocurayion,11624,Inhibitory constant against 5-hydroxytryptamine 2 receptor,,Rattus norvegicus,10116.0,,,
2394,BA800p0224,B,104686,,Augocuratioh,13654,Percentage specific displacement of radioligand [3H]-ketanserin from 5-hydroxytryptamine 2 receptor,,,,,,
2395,BAO0o000w9,B,104686,,Ah5ocuration,9541,Potency to displace [3H]- Spiperone from 5-hydroxytryptamine 2 receptor in rat striatum,,,,,,
2396,BAl0000w24,B,104686,,sutocu4ation,11933,Tested for binding affinity against 5-hydroxytryptamine 2 receptor from rat frontal cortical regions using [3H]ketanserin as radioligand,,,,,,
2397,gsO0000019,B,104686,,Aut0xuration,15538,Tested for binding affinity by measuring displacement of [3H]ketanserin from rat serotonin 5-hydroxytryptamine 2 receptor in rat cortex,,,,,,
2398,nAO0000o19,B,104686,,Autocurqtiln,15538,Tested for binding affinity by measuring displacement of [3H]ketanserin from rat serotonin 5-hydroxytryptamine 2 receptor in rat cortex; NA means Not Active,,,,,,
2399,hAOo000019,B,104686,,Autocura5kon,15538,Tested for binding affinity by measuring displacement of [3H]ketanserin from rat serotonin 5-hydroxytryptamine 2 receptor in rat cortex; not determined,,,,,,
2400,vAi0000019,B,104686,,Autocurahiog,8841,Displacement of [3H]ketanserin from rat prefrontal cortex 5-hydroxytryptamine 2 receptor,,,,,,
2401,vAO000p224,B,104686,,Ai5ocuration,1455,Binding affinity to 5-hydroxytryptamine 2 receptor using [3H]ketanserin radioligand assay.,,,,,,
2402,vAi0000224,B,104686,,Autocura6ikn,1455,Tested for its binding affinity to Tested for its binding affinity to 5-hydroxytryptamine 2 receptor using [3H]-ketanserin radioligand assay using [3H]-ketanserin radioligand assay,,,,,,
2403,Bxp0000019,B,104686,,sutocuratkon,11752,The ability to inhibit [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in rat whole brain,,,,,,
2404,BAO9000222,B,104686,,Autoviration,11642,The binding affinity was measured on 5-hydroxytryptamine 2 receptor in rat brain tissue,,,,,Brain,
2405,nAOp000224,B,104686,,Au5oc6ration,12092,The binding affinity was measured on 5-hydroxytryptamine 2 receptor using [3H]- spiperone as radioligand.,,,,,,
2406,gzO0000224,B,104686,,zutocurati0n,3967,Binding affinity at 5-hydroxytryptamine 2 receptor from striata wistar rats by [3H]ketanserin displacement.,,,,,,
2407,BzOp000224,B,104686,,Autocuratuoj,12771,Binding affinity towards 5-hydroxytryptamine 2 receptor,,Rattus norvegicus,10116.0,,,
2408,nAO0900019,B,104686,,wutochration,11642,The compound was tested for its binding affinity towards 5-hydroxytryptamine 2 receptor by displacing [3H]ketanserin radioligand in rat cerebral cortex,,,,,,
2409,fAO000o224,B,104686,,Autoxudation,11628,The compound was tested in vitro for binding affinity towards 5-hydroxytryptamine 2 receptor by displacing [125]I-LSD radioligand,,,,,,
2410,BsO0000225,B,104686,,Augocutation,13654,Percentage specific displacement of radioligand [3H]ketanserin from 5-hydroxytryptamine 2 receptor,,,,,,
2411,BAO000op19,F,104686,,Aufoc8ration,11200,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,,,,,,
2412,vAO00o0019,F,104686,,Autosufation,11200,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,,,,,,
2413,fAOo000218,F,104686,Inviv9,Autocu4ztion,11200,"In vivo inhibitory activity of 10 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-hydroxytryptamine 2 receptor 1 hr after oral administration",,,,,,
2414,BAO00002wo,F,104686,Indivo,Autovuratiom,11200,"In vivo inhibitory activity of 10 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-hydroxytryptamine 2 receptor 3h after oral administration",,,,,,
2415,BAO009p218,F,104686,Igvivo,Autociratioh,11200,"In vivo inhibitory activity of 3 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-hydroxytryptamine 2 receptor 1 hr after oral administration",,,,,,
2416,BAO0909218,F,104686,7nvivo,Ahhocuration,11200,"In vivo inhibitory activity of 3 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-hydroxytryptamine 2 receptor 3h after oral administration",,,,,,
2417,nAO0p00221,B,12687,,Expett,15436,Affinity for 5-hydroxytryptamine 2A receptor in rat brain cortex by ability to displace [3H]ketanserin,,,,,Brain,
2418,BAO09o0019,B,12687,,Expedt,15436,Affinity at 5-hydroxytryptamine 2A receptor of the rat brain cortex was assessed on the basis of their ability to displace [3H]ketanserin,,Rattus norvegicus,10116.0,,,
2419,BAO9090019,B,12687,,Aut0curqtion,14025,Affinity pKi for 5-hydroxytryptamine 2A receptor was measured in rat cortex homogenates,,,,,,
2420,BAO00o0347,B,12687,,wutpcuration,4342,Binding affinity of compound towards serotonin 5-hydroxytryptamine 2A receptor was determined,,,,,,
2421,hAO0000010,B,12687,,sxpert,13735,Displacement of [3H]ketanserin from 5-HT2A receptor of rat frontal cortex,,Rattus norvegicus,10116.0,,,
2422,BAO900p357,B,12687,,Exp2rt,5816,Binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]ketanserin,,Rattus norvegicus,10116.0,,,
2423,Bq90000019,B,12687,,Ezpert,14287,Binding affinity was evaluated in vitro by displacement of [3H]ketanserin from 5-hydroxytryptamine 2A receptor on rat cortical membrane,,,,,,
2424,BAO0900457,B,12687,,sutocuratiom,15738,In vitro affinity against serotonin ( 5-hydroxytryptamine 2A receptor ) receptor,,,,,,
2425,nAO000p357,B,12687,,Ecpert,15738,In vitro affinity against serotonin 5-hydroxytryptamine 2A receptor,,Rattus norvegicus,10116.0,,,
2426,BAO0000pw9,B,12687,,Autoxurwtion,15026,Compound was tested in vitro for its binding affinity towards 5-hydroxytryptamine 2A receptor from rat frontal cortex using [3H]-ketanserin as radioligand,,,,,,
2427,BAO9000010,B,12687,,Exper5,16647,Half-maximal inhibition of [3H]- Ketanserin binding to 5-hydroxytryptamine 2A receptor in rat cerebral cortex homogenate,,,,,,
2428,Bz00000019,B,12687,,zuyocuration,16647,Half-maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor in rat tissue homogenate,,,,,,
2429,BAO9000p19,B,12687,,Ezpert,13345,Displacement of [3H]-ketanserin from rat brain 5-hydroxytryptamine 2A receptor,,Rattus norvegicus,10116.0,,,
2430,Bx90000249,B,12687,,Autocuratuoj,1543,Inhibition constant for in vitro inhibition of [3H]ketanserin binding to rat frontal cortex membranes 5-hydroxytryptamine 2A receptor,,,,,,
2431,BAO00000wp,B,12687,,qutoxuration,12444,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor rat frontal cortex membrane,,,,,,
2432,BsO0000919,B,12687,,Exp3rt,16404,Inhibitory constant on 5-hydroxytryptamine 2A receptor of Rat frontal cortex,,,,,,
2433,fAO000o219,B,12687,,Autocu3ati0n,16404,Inhibitory constant on human 5-hydroxytryptamine 2A receptor transfected in to CHO cells,,,,,,CHO
2434,BAO0090w57,B,12687,,Edpert,15577,Kinetic inhibition constant evaluated by measuring serotonergic activity,,,,,,
