assay_id,assay_test_type,chembl_id,assay_strain,assay_cell_type,doc_id,description,assay_type,assay_category,assay_organism,assay_tax_id,assay_tissue,assay_subcellular_fraction,tid
2070,,CHEMvL61y714,,,4373,Binding affinity for 5-hydroxytryptamine 1E receptor was determined,B,,,,,,10618
2071,,vHEMBL615715,,,14159,Compound was evaluated for the affinity at 5-hydroxytryptamine 1E receptor,B,,,,,,10618
2072,,CHEMfL6q6716,,,16633,Binding affinity towards 5-hydroxytryptamine 1E receptor,B,,,,,,10618
2073,,CHEMBLt16i17,,,17085,"In vitro effective concentration for stimulation of [35S]GTP-gamma-S, binding in mouse LM(tk-)cells expressing the human 5-HT1F receptor",F,,,,,,279
2074,,CHEMhL616i18,,,17085,"In vitro effective concentration for stimulation of [35S]GTP-gamma-S, binding in mouse LM(tk-)cells expressing the human 5-hydroxytryptamine 1F receptor",F,,,,,,279
2075,,CHwMBL87y905,,,16209,In vitro effective concentration for inhibition of skolin-stimulated adenylate cyclase in cell line expressing human 5-hydroxytryptamine 1F receptor,F,,,,,,279
2076,,CtEMBL6w6719,,,16209,In vitro agonist potency against human 5-hydroxytryptamine 1F receptor,F,,,,,,279
2077,,CHEMBi61672p,,,17085,"Maximum stimulation of of [35S]GTP-gamma-S, binding expressed relative to the maximal effect of 5-hydroxytryptamine 1F receptor",F,,,,,,279
2078,,CHEhBk616721,,,14159,Compound was evaluated for the affinity at 5-hydroxytryptamine 1F receptor,B,,,,,,279
2079,,CHEMBp616i22,,CHO,15250,Compound was tested for the displacement of [3H]5-HT binding to cloned human 5-hydroxytryptamine 1F receptor stably expressed in CHO cells,B,,,,,,279
2080,,CHsMBL616u23,,,3805,In vitro binding affinity against human 5-hydroxytryptamine 1F receptor at a concentration of 100 (nM),B,,,,,,279
2081,,CmEMBLy16724,,CHO,16190,Binding affinity against 5-hydroxytryptamine 1F receptor in CHO cells using [3H]5-HT radioligand,B,,,,,,279
2082,,sHEMBLt16725,,,16190,Binding affinity against 5-hydroxytryptamine 1F receptor in CHO using [3H]5-HT radioligand,B,,,,,,279
2083,,vHEMBL617726,,,16209,Binding affinity towards human 5-hydroxytryptamine 1F receptor,B,,,,,,279
2084,,vmEMBL616727,,,16209,Binding affinity towards human 5-hydroxytryptamine 1F receptor was determined,B,,,,,,279
2085,,CHEMBLu15728,,,16209,Binding affinity towards human 5-hydroxytryptamine 1F receptor using [3H]-5-HT radioligand,B,,,,,,279
2086,,dHEMBL615729,,,6866,In vitro binding affinity for human 5-hydroxytryptamine 1F receptor,B,,,,,,279
2087,,CtEMBL6167e0,,,17085,In vitro binding affinity was determined by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1F receptor,B,,,,,,279
2088,,CHEMBo617w25,,,16312,Binding affinity towards human recombinant 5-hydroxytryptamine 1F receptor,B,,,,,,279
2089,,vHEMBL857p77,,,6166,Binding affinity towards cloned human 5-hydroxytryptamine 1F receptor was determined,B,,,,,,279
2090,,sHrMBL617126,,CHO,15779,Binding affinity towards 5-hydroxytryptamine 1F receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,B,,,,,,279
2091,,CHEjBL6q7127,,CHO,4199,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1F receptor in CHO cells using [3H]-5-HT as the radioligand,B,,,,,,279
2092,,CHEMvL61712i,,,14875,Compound was tested for binding affinity against human 5-hydroxytryptamine 1F receptor,B,,,,,,279
2093,,CHEMBL627128,,CHO,15146,Compound was tested for its binding affinity against 5-hydroxytryptamine 1F receptor in human cloned receptors in CHO cells using [3H]5-HT,B,,,,,,279
2094,,CmEMBL61713o,,,5213,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1F receptor in CHO using [3H]5-HT as a radioligand,B,,,,,,279
2095,,CgEMBL61713q,,CHO,14818,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1F receptor in CHO cells using [3H]5-HT.,B,,,,,,279
2096,,CHEjBL617w32,,CHO,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1F receptor in CHO cells, using [3H]5-HT as radioligand",B,,,,,,279
2097,,CHEMBL618132,,CHO,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1F receptor in CHO cells, using [3H]5-HT as radioligand",B,,,,,,279
2098,,xHdMBL617134,,,4373,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 1F receptor was determined,B,,,,,,279
2099,,Cy2MBL617135,,,4373,Binding affinity for 5-hydroxytryptamine 1F receptor was determined,B,,,,,,279
2100,,CHEMBL6171ry,,,5014,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 1F receptor,B,,,,,,279
2101,,CHEMBo6q7137,,,11662,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 (5-hydroxytryptamine-2) receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]-ketanserin as radioligand",B,,,,,,104686
2102,,CuEMgL617138,,,11662,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand",B,,,,,,104686
2103,,CHEMBp61713p,,,11662,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 (5-hydroxytryptamine-2) receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand; Not Determined",B,,,,,,104686
2104,,CHEMBp517140,,,14093,Ability to displace [3H]ketanserin from rat cortical homogenate 5-hydroxytryptamine 2A receptor,B,,,,,,12687
2105,Inviv0,CH2MBo617141,,,11200,"In vivo inhibitory activity of 10 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-HT2 receptor 1 hr after oral administration",F,,,,,,104686
2106,,CH4MBLo58112,,,11200,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,F,,,,,,104686
2107,,CHEMBp627142,,,12352,Binding affinity towards 5-hydroxytryptamine 2 receptor in calf frontal cortex,B,,,,,,17005
2108,,CHEjBLt17143,,,13657,"Binding affinity to 5-hydroxytryptamine 2 receptor using calf frontal cortex, [3H]- ketanserin, and spiperone for NSB",B,,Bos taurus,9913.0,,,22226
2109,,CHEMBL71y144,,,14331,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of bovine frontal cortex at 10e-7 M,B,,Bos taurus,9913.0,,,22226
2110,,CHEMvL617w45,,,14331,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of bovine frontal cortex,B,,Bos taurus,9913.0,,,22226
2111,,CH2MBk617146,,,14331,Binding affinity of compound towards 5-hydroxytryptamine 2 receptor using [3H]ketanserin (0.8 nM) ligand in frontal cortex bovine was determined,B,,,,,,22226
2112,,CH3MBLu17147,,,12685,Binding affinity for serotonin 5-hydroxytryptamine 2 receptor using [3H]ketanserin in guinea pig frontal cortex,B,,Cavia porcellus,10141.0,,,104784
2113,,CHEkhL617148,,,14389,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of guinea pig frontal cortex membranes,B,,Cavia porcellus,10141.0,,,104784
2114,,CHEMvL61714p,,,14386,Compound was tested for its binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]ketanserin from guinea pig frontal cortex,B,,Cavia porcellus,10141.0,,,104784
2115,,vHEMBL617250,,,5732,Binding affinity towards cloned human 5-hydroxytryptamine 2 receptor was determined,B,,,,,,104784
2116,,CywMBL617151,,,16293,Binding affinity towards 5-hydroxytryptamine 2 receptor was determined,B,,,,,,104784
2117,,CmEMBL617202,,,2078,In vitro binding affinity of compound against neuronal 5-hydroxytryptamine 2 receptor,B,,,,,,104784
2118,,CHEMgL61u202,,,5486,Binding affinity towards 5-HT7 receptor by the displacement of [3H]-5-CT] in human recombinant receptors in mammalian cell,B,,,,,,10209
2119,7nvivo,CHEMBL617eo3,,,11820,Effective dose through peroral route for in vivo inhibition against 5-hydroxytryptamine 2 receptor in male CF-1 mice by using radioligand [3H]ketanserin,B,,,,,,104826
2120,,CHEMBL62720e,,,10297,Hill number was determined for inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in mouse cerebral cortex,B,,,,,,104826
2121,,CHEMBL61729r,,,13704,Inhibitory activity against serotonin 5-hydroxytryptamine 2 receptor from mice.,B,,,,,,104826
2122,,vHEMBLt17206,,,10297,Inhibitory activity towards 5-hydroxytryptamine 2 receptor by the displacement of [3H]ketanserin in mouse cerebral cortex,B,,Mus musculus,10090.0,,,104826
2123,Invivp,CHEMBL61i206,,,11820,Effective dose through peroral route for in vivo inhibition against 5-hydroxytryptamine 2 receptor in male CF-1 mice by using radioligand [3H]ketanserin,B,,,,,,104826
2124,,CHsjBL617208,,,10297,Binding affinity towards 5-hydroxytryptamine 2 receptor by the displacement of [3H]-ketanserin in mouse cerebral cortex,B,,Mus musculus,10090.0,,,104826
2125,,CHsMBL617309,,,11555,The compound was tested in vitro for its binding affinity towards 5-hydroxytryptamine 2 receptor,B,,,,,,104826
2126,,CHEjvL617210,,,11555,In vitro binding affinity for serotonin 5-hydroxytryptamine (5-HT) 2 receptors,B,,,,,,104826
2127,,CHEMfL61721w,,,11555,The compound was tested in vitro for its binding affinity towards serotonin 5-hydroxytryptamine 2 receptor; nd = no data,B,,,,,,104826
2128,,CmEnBL617212,,,10297,Hill number was determined for inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in mouse cerebral cortex,B,,Mus musculus,10090.0,,,104826
2129,,CnEMBL6172w3,,,16688,Binding affinity for porcine 5-hydroxytryptamine 2 receptor using [3H]- ketanserin,B,,Sus scrofa,9823.0,,,104784
2130,,CHEMBL6172qe,,,16688,Binding affinity for porcine 5-hydroxytryptamine 2 receptor using [3H]- ketanserin with 10 uM prazosin,B,,Sus scrofa,9823.0,,,104784
2131,,CH4MfL617215,,,5333,Compound was tested in vitro for its ability to compete with [3H]-ketanserin at 5-hydroxytryptamine 2 receptor in porcine brain homogenate,B,,,,,,22226
2132,,CuEMBLu17216,,,4437,In vitro for its ability to displace [3H]- ketanserin from 5-hydroxytryptamine 2 receptor in porcine brain homogenate,B,,,,,,22226
2133,,sHEMBL61i217,,,5033,Ability to displace the radioligand [3H]mesulergine from pig choroid plexus 5-hydroxytryptamine 2 receptor,B,,Sus scrofa,9823.0,,,17005
2134,,CnEMBL617q18,,,15267,Inhibition of [3H]- Ketanserin binding against rat brain 5-hydroxytryptamine 2 receptor,B,,,,,,104686
2135,,fHEkBL872913,,,15267,Inhibition of [3H]- Ketanserin binding against rat brain 5-hydroxytryptamine 2 receptor,B,,,,,,104686
2136,,CHEMBL617q1p,,,11820,Binding affinity against 5-hydroxytryptamine 2 receptor from rat cortical synaptosomal membrane using radioligand [3H]ketanserin.,B,,,,,,104826
2137,,vHEMBL8734i2,,,9069,Evaluated for binding activity against [3H]ketanserin as radioligand for 5-hydroxytryptamine 2 receptor,B,,,,,,104686
2138,,CHEMBL6172eo,,,9162,Affinity towards 5-hydroxytryptamine 2 receptor by measuring its ability to antagonize serotonin-induced contractions in the rat jugular vein; ND means no data,B,,Rattus norvegicus,10116.0,,,104686
2139,,CHEMBL61u2w1,,,9162,Affinity towards 5-hydroxytryptamine 2 receptor by measuring its ability to antagonize serotonin-induced contractions in the rat jugular vein.,B,,,,,,104686
2140,,CHEkBL617122,,,9162,Affinity towards 5-hydroxytryptamine 2 receptor by measuring its ability to antagonize serotonin-induced contractions in the rat jugular vein; no appreciable 5-HT2 receptor affinity,B,,,,,,104686
2141,,CHEMhL876906,,,10428,Antagonistic activity against (5-hydroxytryptamine 2 receptor) serotonin-induced contractions in the rat jugular vein,F,,,,,,104686
2142,,CHEMBL6172wr,,,9628,Binding affinity to the 5-hydroxytryptamine 2 receptor assayed by antagonism of serotonin-induced contractions in the rat jugular vein,B,,,,,,104686
2143,,CHEMBi617234,,,12704,Binding affinity against serotonin 5-hydroxytryptamine 2 receptor,B,,,,,,104686
2144,,CHEnBL618225,,,15453,Percent decrease in 5-hydroxytryptamine 2 receptor binding using ketanserin,B,,Rattus norvegicus,10116.0,,,104686
2145,,sHEMBL617126,,,188,Tested for the effect on binding at 5-hydroxytryptamine 2 receptor; No activity,B,,,,,,104686
2146,,CHEMBo617e27,,,10349,Effect of 2 week administration of compound on 5-hydroxytryptamine 2 receptor binding by using 0.4 nM dose of [3H]- spiperone as a radioligand.,B,,,,,,104686
2147,,CHrMgL617228,,,10349,Effect of 2 week administration of compound on 5-hydroxytryptamine 2 receptor binding by using 0.6 nM dose of [3H]- spiperone as a radioligand.,B,,,,,,104686
2148,,xHEMBL6w7229,,,8868,Compound was tested for its effect on 5-hydroxytryptamine 2 receptor saturation analysis,B,,,,,,104686
2149,,CHEMBL61722p,,,10025,Concentration necessary to achieve half maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor at 1 uM,B,,,,,,104686
2150,,CHEjBL617e31,,,10025,"Concentration necessary to achieve half maximal inhibition of [3H]ketanserin, binds to 5-hydroxytryptamine 2 receptor at 1 uM",B,,,,,,104686
2151,,CHEMvL617q32,,,11702,Compound was tested for the inhibition of quipazine binding at 5-HT2 receptor,B,,,,,,104686
2152,,CHEMBL6w7243,,,11702,Compound was tested for the inhibition of quipazine binding at 5-hydroxytryptamine 2 receptor,B,,,,,,104686
2153,,CHEMBL61623t,,,11702,Compound was tested for the inhibition of quipazine binding at 5-hydroxytryptamine 2 receptor; NT=Not tested,B,,,,,,104686
2154,,CHEMBo6w7235,,,11702,Compound was tested for the inhibition of quipazine induced head twitches in rats,F,,,,,,104686
2155,,CHrMfL617236,,,11702,Compound was tested for the inhibition of quipazine induced head twitches in rats; NT=Not tested,F,,,,,,104686
2156,,CHsMBL617236,,,10085,Ability to bind at 5-hydroxytryptamine 2 receptor of rat hippocampus by displacing [3H]spiperone,B,,,,Hippocampus,,104686
2157,,CHEMgL618238,,,10085,Ability to bind at serotonin 5-hydroxytryptamine 2 receptors of rat hippocampus by displacing [3H]spiperone,B,,,,Hippocampus,,104686
2158,,CHEMBk617w39,,,9630,Displacement of [3H]spiroperidol from 5-hydroxytryptamine 2 receptor in rat brain,B,,Rattus norvegicus,10116.0,Brain,,104686
2159,,CHEjBL617249,,,11070,Ability to inhibit binding of [3H]KET to 5-hydroxytryptamine 2 receptor in rat cortex,B,,,,,,104686
2160,,CHEMhL6w7241,,,9841,Ability to inhibit binding of titreated spiperone to 5-hydroxytryptamine 2 receptor in rat brain frontal cortex membranes,B,,,,,Membranes,104686
2161,,vHEMBL8759p7,,,9841,Ability to inhibit binding of titreated spiperone to the 5-hydroxytryptamine 2 receptor in rat brain frontal cortex membranes,B,,,,,Membranes,104686
2162,,CHEnBL618242,,,13291,Affinity for 5-hydroxytryptamine 2 receptor binding sites by its ability to displace [3H]spiperone from rat frontal cortex.,B,,,,,,104686
2163,,sHEMBL61u152,,,10590,Antagonistic activity against 5-hydroxytryptamine 2 receptor on rat frontal cortex membrane.,F,,,,,,104686
2164,,CHEMBL618253,,,9064,Binding affinity against serotonin-2 receptor in rat brain using [3H]spiroperidol,B,,Rattus norvegicus,10116.0,Brain,,104686
2165,,CHEMBo61i154,,,12268,Binding affinity at 5-hydroxytryptamine 2 receptor by the inhibition of binding to [3H]ketanserin in rat cortical membranes,B,,Rattus norvegicus,10116.0,,Membranes,104686
2166,,CHEMBp61715t,,,13508,Binding affinity against 5-hydroxytryptamine 2 receptor in rat brain using [3H]ketanserin as radioligand,B,,,,Brain,,104686
2167,,CHEMBk61u156,,,11279,5-hydroxytryptamine 2 receptor antagonistic activity on the rat tail artery determined by Schild plot.,F,,,,,,104686
2168,,CHEnBL617257,,,11200,In vitro antagonistic activity against the contraction induced by 5-HT through 5-HT2 receptor in rat thoracic aortic strips,F,,,,,,104686
2169,,xHEMBL617148,,,11200,In vitro antagonistic activity tested against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,F,,,,,,104686
2170,,CHEMBo61715o,,,11200,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips; NC=non competitive antagonism,F,,,,,,104686
2171,,CHEMhL627160,,,11200,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips; NC=non competitive antagonism,F,,,,,,104686
2172,,CHEMBi858w13,,,11200,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,F,,,,,,104686
2173,,CgEMBL617w47,,,9231,Tested for 5-hydroxytryptamine 2 receptor binding ability by displacement of [3H]spiperone from rat brain frontal cortex synaptosomes,B,,,,Brain,,104686
2174,,CHEMBL6w7348,,,9737,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat frontal cortex using [3H]ketanserin as radioligand,B,,,,,,104686
2175,,dHEMBL627249,,,9737,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat brain membrane using [3H]8-OH-DPAT as a selective ligand.,B,,,,Brain,,104686
2176,,CHEMBo61725o,,,9737,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat frontal cortex,B,,,,,,104686
2177,,CHEnBi617251,,,9737,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat frontal cortex using [3H]ketanserin as radioligand,B,,,,,,104686
2178,,CHEhBLt17252,,,11828,isplacement of [3H]DOB from rat cortex homogenate 5-hydroxytryptamine 2 receptor,B,,Rattus norvegicus,10116.0,,,104686
2179,,CHfMBL61700t,,,12253,Binding affinity of 5-hydroxytryptamine 2 receptor using [3H]- ketanserin in rat frontal cortex,B,,,,,,104686
2180,,CHEhBL617008,,,12253,Binding affinity against 5-hydroxytryptamine 2 receptor using [3H]ketanserin in rat frontal cortex,B,,,,,,104686
2181,,CbEMBk617008,,,11279,"5-hydroxytryptamine 2 receptor antagonistic activity at concentrations of<br>3,10 and 30 uM on the rat tail artery.",F,,,,,,104686
2182,,CHEMBL6q70p9,,,11866,Binding affinity for 5-hydroxytryptamine 2 receptor in rat cortex using [3H]- ketanserin,B,,,,,,104686
2183,,CHEMgL6170q0,,,14424,Binding affinity against 5-hydroxytryptamine 2 receptor in serotonin-induced contraction of the rat aorta,B,,Rattus norvegicus,10116.0,,,104686
