assay_id,src_id,assay_cell_type,confidence_score,assay_organism,assay_test_type,assay_category,assay_tax_id,tissue_id,cell_id,description,assay_tissue,variant_id,src_assay_id,assay_subcellular_fraction,bao_format,doc_id,assay_type,assay_strain
2171,1,,4,,,,,,,Ihvit4oantagonishisactivihhagxinsttheclntrzc6ionlnducedby5HTthrough5hydrksyt3yptaminferecepypronratthoracisaortics4ripsNCnomcompeti5uveag5avoniwn,,,,,nAO0000010,11200,F,
2172,1,,4,,,,,,,Ihvltroamtatonistixact9fiyyabainsttjeconttastjoninduxevvy5HTttrough5hydroxytryptamlne2rscep4orinratthorqcjcaorticstri0s,,,,,BsO0009019,11200,F,
2173,1,,4,,,,,5027665.0,,Testfdfor5hgdroxyrrg0tqnime2receptorbindimgzbilitybydispkaceken5of3Hspioeronefdomratnraintrpn4alcor6exsybsptosomes,Bgain,,,,gAO0000q20,9231,B,
2174,1,,4,,,,,,,Bihdingaefinkfyto1ards5uyd5oxytryptamin4eredept0rintxtfrontalcortsxis7ng3Hketqnserinasradioiogand,,,,,BAO000op19,9737,B,
2175,1,,4,,,,,1652028.0,,vigdingaffinitytowards5uyxroxytryprzmije2recepgorinratbrainmembranfjsijg4H7OHfPATzsasrl2vtiveligsnd,Brxin,,,,BsO0900249,9737,B,
2176,1,,4,,,,,,,Bindingafdinityt8qardsyhudroxytryptam9jw2tecept8dinratfrontxlcorted,,,,,BAO9000919,9737,B,
2177,1,,4,,,,,,,gindinhaffinithtowatds5hydroxy5eyptamine2revept95in4atfrontalxodtexusinbeHjetancerinasradi8lkgqnd,,,,,fAO00000q9,9737,B,
2178,1,,5,tattusnorv3givus,,,30413.0,,,ix9kacemehtof3HflBfromratcortexgkmogwnate5hydrkx7tryptamibe2recep5or,,,,,BAO0000o18,11828,B,
2179,1,,4,,,,,,,Bindkbgaffin7tyof5yydroxytdyptamije2recwoto3usint3Hketansefinibrxtfrojtalco4tex,,,,,BAO090001p,12253,B,
2180,1,,4,,,,,,,Bindingaffinifyagaindy5hydrox5tryotwm8neqfdseptogysing3Hkrtanserininrzgfrontalcortex,,,,,fqO0000019,12253,B,
2181,1,,4,,,,,,,5hudroxytryptamige2r2swprorqntwgonist8cwctigityatcojcrmtratipnsogbr3w0ahd30uMontherattailarter6,,,,,BAl00000q9,11279,F,
2182,1,,4,,,,,,,hindimgaffini4yfo35bydroay5ryptamine2receptorindz4cortexjsihn3Hkdtanserin,,,,,BA00090019,11866,B,
2183,1,,5,Rstt8shorvegicus,,,26867.0,,,Bindongaffinityagaigst5hysroxut4ypfamine2e4ce9torinseroroninknd7vedc8ntraxtionofghera4airta,,,,,BAO0p00225,14424,B,
2184,1,,5,Rattusnorverixue,,,3838.0,,,Dosplwcementof3Hketanserinfromratb3aon5hyeroctt3yptajine23evept8f,,,,,BAi0090019,15180,B,
2185,1,,5,Rattusjirbegicus,,,17541.0,,,Displwcemsntof3Hletanseeonf4omdatbrain5gydgoxyt4yptzmig32receptor,,,,,BwO000o019,15180,B,
2186,1,,5,Rsttusn0rvericus,,,9652.0,,,fixplademenfof3Hkeyanserondrpm5hydroxytryptamihe2rexeptproffstfrontalsortexhlmogenz5e,,,,,BAOo000029,9786,B,
2187,1,,4,,,,,,,B9ndingxffinjtytowards5uydrixytry9fxmine2rrvephorusing3nketanserinasradiol9hanw,,,,,BAk00o0224,12132,B,
2188,1,,4,,,,,,,Bineijgaffinitytowarrs5hydroxytrhptzmine25ecfltorbythrfizplqvement0f3Hketanserininratcerebgqocoftexmrmbrwje,,,,,BA000o0249,5486,B,
2189,1,,4,,,,,,,C9mpoundwasevaluxtedforitsabil7tytov8splacr3gkrtanserinbindingtr8mclonedfatcerebrzlc8rrezhembranrxtytdrixytrhptamim42receptor,,,,,BAO0o00o19,15316,B,
2190,1,,4,,,,,,,Inv9tronindinhaffinltuto5tydrosytryptamin31recdlt9rofratcetebralcortezkembdandsusing3Hketsnserinastmeradiliiganf,,,,,BAO000p018,16429,B,
2191,1,,4,,,,,,,pKivzluefor5htdroxyhryptamihe2refeptorbindkbgsl5e,,,,,BAO000p223,14617,B,
2192,1,,4,,,,,1694508.0,,8nhigito4gcobstwnt1jjwasmfasurfd9n5hydroxytryp6amine2receptoruptqke8sing3nietanse4lnxsradioligand9nratbrainxorted,frain,,,,BAO0009222,11351,B,
2193,1,,4,,,,,,,5yydeozytrypgamin22rec4ptorantztonistidzctuvityonfhfrafyailarterydsterminedbyxchildplot,,,,,BAOo900019,11279,F,
2194,1,,4,,,,,,,fijdinnafeinityat5hhdroxy45gptwmine2deceltordeterminedus8ng215IDOIasrsdjoliganxigratfrontalcprtex,,,,,BAO00090w9,9523,B,
2195,1,,4,,,,,,,vinc8ngaffimityxt5hysroxy6ry0tamlne2receptorwzsdeterminefusing126IDOIssradoop9gznrin4atfgontalcortex,,,,,BAOo000p19,9523,B,
2196,1,,4,,,,,,,giheiggaff9j8tyat3HDOBlagelefsiresof5jyd3oxytryptamine2receptoredterminedualnt12yIDO9asradioligamdinrarftontalcoftex,,,,,BqO0000o19,9523,B,
2197,1,,4,,,,,,,Blnfingaffibityat3HDOBlabeledaitesofyhydgoxytryptamine2recep6orwqsdetetmined7sungq26IsOIqsdadioligabdineatreontqlclrtrx,,,,,fAO0000029,9523,B,
2198,1,,4,,,,,,,Bindingaffinltyxt3HoETlabekedsitdsof5htdroxytryptamige3receptirdeterminexuwing225IDikas4adi9l9famd8mratfrkbtalcortex,,,,,BAO000p01i,9523,B,
2199,1,,4,,,,,,,gjncimgaffinityat3HKETlzbeledqitesov5hydroxy6ryp6am7ne2receptorwqsd4termigfdhaing215IDiIasradi9ligandljratfrontalckrtex,,,,,nsO0000019,9523,B,
2200,1,,4,,,,,,,Hlllcoefficienrkfcompo8nfwaxdeterm9ned,,,,,BAO0099224,9523,B,
2201,1,,0,,,,,,,AncillaryBindimgzffuhityyowafds3at5hyvroxytrylfamine2rece0tir,,,,,BAk0000o19,4771,B,
2202,1,,5,gatyusnorvegicuq,,,6537.0,,,Abilo6yt9dospoaxrtheradioliganr3H5carboalmidotru04aj9nf3Hketansefinfrom5hyxroxytryptamins2rfceptor9fratcerebrakcorfexmembrzge,,,,,BA800000w9,5033,B,
2203,1,,8,,,,,,,Bindingaffinityagains5gzt5mydroxytgyptamuhe2refe9torinratce4ebgaicoryex4issueusiny3Hspioer0geacrwrioligand,,,,,nAO0000029,10845,B,
2204,1,,8,,,,,,,Binxiggzffinkt7aga8gatrat5hydrksytryptam7newreseptorinratc4rebralcort3xtisshehsingrHspipwronwasradoooigandIzInactive,,,,,BAO90p0019,10845,B,
2205,1,,8,,,,,,,Aftini6yatrhydr0xytryptamune2rece9tlrFotketagserinKinM970p9,,,,,BAk0000w57,16288,B,
2206,1,,8,,,,,,,Afrin84yat5hydgoxyttyptamjns2recepto3fromratfeontalcogtexkaing3HketsmssrinacradiooigandcorkeyamsedinKinM07009,,,,,BA900000w9,16288,B,
2207,1,,8,,,,,,,Bihdingatrin9ryfor5hydrpxytrupfamine2receptkroveatcoe6icalmembraneusiny3HDkgradioligane,,,,,BAO0p000q9,16190,B,
2208,1,,5,Ratyushorvegixus,,,13599.0,,,Twctwd7bvitrofor44cephorbindingzffin8tyagainst6hyeroxytgjptamihe2recep5oruqingradioligahd3Hoetanaerin,,,,,BAO00p0225,12463,B,
2209,1,,4,,,,,,,Buhdingaffinitttodarvs5hywflx7tryptamins2rdceptorusing3H24bromoe5dimethox7phenyl1amih9propaneeazrqdioligabd,,,,,BxO0090224,9699,B,
2210,1,,4,,,,,,,Bigdingafcinihyt9sards5hydroxytryptakineqgeceptlrhs7hg3Hketanser7baxradioligand,,,,,BwO0p00224,9699,B,
2211,1,,4,,,,,,,Compo7bdwas4esrdxforbindingavf7nitytowards5hydrkxytryp5smine2revepgorcrpmfrontaldorticaldetiondpfmalez9rarueDqwle5rathlhogenatdsuwingwHketahsfrinasradiolkgandNotDeterminee,,,,,BA0o000019,11662,B,
2212,1,,4,,,,,,,Inhib7toryvohcsntrationagainwt5h7deoa5tryptamjhe2receptor,,,,,BAOp000223,1205,B,
2213,1,,0,,,,,,,Compoundwasevaluatefforthebindingafeinit74owa5vs5hjdtoxytrgptsmune2recept0rvrpmmanmaoianclonesedpressedinfHlceoljemvrabexusinb3tkegwnserinasrxdioliganc,,,,,BA000o0219,11376,B,
2214,1,,4,,,,,,,gindingaffinittrowaresthydroxytrypyamine2fev4p4odexpresaedibCHOcellmembraneauq8ng3Hketznsfrim60Cinmol1nM,,,,,BAO00o9219,11376,B,
2215,1,,4,,,,,,,fompouhdwasteehwdforfindinvaffinityagainqt5byd4oxytryptqmins2recepfor,,,,,BAl0p00224,4639,B,
2216,1,,4,,,,,,,Compoundwsstestedforinhibitlrhschkdktyzgqinsy5bydroaytry0tamine2receptor,,,,,BAO090022r,2222,B,
2217,1,,4,,,,,,,xompoundwaet4sredfpritsaffino6y6owarvs5byddoxhtryptamibe2receptor,,,,,BAOpo00224,1558,B,
2218,1,,4,,,,,,,Tesyedforbinxingqbfinifygir6hydroxytdyptamine1receptor,,,,,BAO0099224,1089,B,
2219,1,,4,,,,,,,Thexompoubdwas3vakuateddoritzabilirytodisplacewHuetans45infr9mruyd3oxytruptamine2receptor7bdellulzrbrainmembranse,,,,Brainmekbranex,BAO0o00149,386,B,
2220,1,,4,,,,,,,Coh9oyndwasmeasureegoritsnijdihhafrijityat5hydroxytryptzmine2receptogataconcent4wt7onof10uMusing3Hketancfrumadrqd9oliganc,,,,,BAl000o224,2474,B,
2221,1,,4,,,,,,,hindknbzffinitgtowards5HT2reveptor,,,,,BwO0000324,17066,B,
2222,1,,4,,,,,,,Diaplscementlf3Hketznserinfrij5hyd5oxytgyp6amine2rdc2ptor,,,,,BAp0090224,959,B,
2223,1,,4,,,,,,,dompoundwasevaliatedgoryhydrpxytrypfamin42rexeptorbuhring,,,,,BA80000q24,6398,B,
2224,1,,4,,,,,,,Inditrobkndingxffinityagakjstrat5hydroxytrypyahoje2r2cepfor,,,,,BAO09002e4,11889,B,
2225,1,,4,,,,,,,Inditrob8ndingaffinihygor5hydr9zytryp4amibe2recelror,,,,,BAO9o00224,4221,B,
2226,1,,4,,,,,,,Thecompounveastestedforbihdingaffinityxgsinst5gtddox5tryptamine2gdceltorisinhketznseginasradl8kigane,,,,,BAO0o00225,11026,B,
2227,1,,4,,,,,,,Bindinvafginityfor5hgdtoxytryp5ajine2recep5orwzsd2germinwd,,,,,BAO00p0225,11866,B,
2228,1,,4,,,,,,,7nviyrobindingqffinithfod6mydroxytrjptaminw2recepror,,,,,BA000o0224,4221,B,
2229,1,,0,,,,,,,InVitrobindiggwffjnityfor5hydtoxytryltamihw2rwce0for,,,,,BAO0o000w9,13950,B,
2230,1,,4,,,,,,,5hydr0xytry0taminewrecepgo5bihdingafeinihy,,,,,fAO000o224,1263,B,
2231,1,,8,,,,,,,B9ndinbafcinityagainsf5myc3oxytrgp4amine2receptorwasrwgermlnefusingeHspiperknerad9oligand,,,,,Bs90000357,13291,B,
2232,1,,8,,,,,,,Comooumdwasrestfrforthefindingafdinityagaindt5mydrkxytg7ptzmine2recwltorvyuzing3Hketanzerinasraviooigand,,,,,BqO00003y7,10812,B,
2233,1,,4,,,,,,,Inhibk5ionof3bketxnseringindinhto5tydroxytryptamin4erede9t0rat10e6M,,,,,hAO000p224,13020,B,
2234,1,,4,,,,,,,onhibit7pnof3bketwnzerinbindingto5hydroxytry9tamin22rec4ptorlbdenttalmervoussusteh,,,,,BAi00002q4,13021,B,
2235,1,,4,,,,,,,ietwnserinbindkngto4hydroxytdyptajine1twceptlrat10e5M,,,,,BAO9900224,13020,B,
2236,1,,8,,,,,,,Ihhibiroryacticityagqinsh5hydroxytrylgamine2receptorusing2nketahserinzdrasiol8gsmdat20eyMconx4ntration,,,,,BAO000pw57,14532,B,
2237,1,,8,,,,,,,Bknfinvaffinit5againsh5gydroxytryptam9ge2receptoe,,,,,BAO90o0357,13944,B,
2238,1,,8,,,,,,,Bindintaffkniryagains5tjyvroxytryptzmine2refeptor,,,,,hAO0000367,14331,B,
2239,1,,8,,,,,,,Bindlngaffinityagaonst5hhdroxytryltamin32rfcwpfofuaing3Hme6znserinasradioligsnc,,,,,BAl0009357,14118,B,
2240,1,,8,,,,,,,Bindlngxfvig9t5againctserotonerbic5yT2receptor,,,,,hAO0000356,13033,B,
2241,1,,8,,,,,,,Bindingaffinit6for5hyd5oaytryptamind3rrce0horwaxf4te5m9nedbyusing3Hjetanseeinaqfadioliganw,,,,,BAOp0003t7,10321,B,
2242,1,,8,,,,,,,Comoo6mdwqsevaluatedfor4uebinringaffinityat5Hh2ercept9r,,,,,BAO00o035i,12918,B,
2243,1,,8,,,,,,,Com0iynrwastrst3dvirbindinfxffjnu4yusing3Hketanserinagalmst6hydroxytryptamine2rece0tor,,,,,BAO900035u,15120,B,
2244,1,,8,,,,,,,Imv8vob8ndihgaffinitywasedzlhatedabxinst5hyfrosytryptamone2recfptor,,,,,hsO0000218,2613,B,
2245,1,,5,uomosa9iens,,,11339.0,,,InhubjtoryachivityavainsfclonexhukqnrHT2receptor,,,,,BAOo000q24,13378,B,
2246,1,CHO,5,Homosxpifns,,,67038.0,,425.0,4estes8nv8t5ofortheinhibifoonof3Hketanswrinnindongto5hydroxyt3yphamine2rece9t8rexp5rssevinclknfrCHOcells,,,,,BAOp000w19,2331,B,
2247,1,CHO,5,uokosapiens,,,25781.0,,986.0,Tes4edibvitrofiftheinhinitjonof3Hkwtaneerijbindingto5tydgodytryptamine3receptordxprezsewinfoonedCHOfeils,,,,,BqO0000210,2331,B,
2248,1,CHO,5,Homisap9ens,,,13298.0,,454.0,Twstedinvitr9forthejghibitionlf3Hjetanserlnbinvinrfo5hgdtoxytr7ptamibe2tecephorexldessecinclknedCHlcellsInactige,,,,,BxO0p00219,2331,B,
2249,1,CHO,5,momosap9ens,,,5684.0,,1086.0,Test4dinvite8vk5theimhibitionof3Hketanserinbindingto4hydrochtryptqhime23eceptotexprewsedihcpon4dCHOvellshohtested,,,,,BAO0990219,2331,B,
2250,1,,4,,,,,,,Bigdingaffini6yhowqrdw5hydrosyt4yptamine2revep4or,,,,,BAl000022e,4170,B,
2251,1,,4,,,,,,,Perdentd2freasein5hydrox7trtptamige2recelto5bijdung8singks5anserin,,,,,BAOo000223,15453,B,
2252,1,,8,,,,,,,Bondlngaffinoth4owards5mydroxytryptamin42refe0tor,,,,,BA900003r7,1479,B,
2253,1,,4,,,,,,,gindjngaffinifytowafdq5hydrocjtrgptamine3rffwptorusigg3Hketahserinasraeioligznd7ncompdtitivdbinfingassay,,,,,BA90000124,11139,B,
2254,1,,8,,,,,,,findiggzffinityagaknw55hydroxytryptahihe2Areceptor1asmeasursdks7ng2Hkdtajserinaarxdioliband,,,,,BAOp009357,13969,B,
2255,1,,8,,,,,,,Bimdingaffini6yt8wagss5hydroxytry04amine2Ae3cep6or,,,,,nAO0000457,13392,B,
2256,1,,8,,,,,,,Affinotytoww4dw5hydroxytry9tamine2Addceotorknmwmbrznesfeombogjnefrontalclrtexus9ng3yketajserin,,,,,BAp0000o19,14430,B,
2257,1,,8,Cwvuaporcellus,,,1804.0,,,Bindinbafdkmity3xsdet2rminedagainst5hydroxyhryp6ahine2qr4ceptor,,,,,BA900003y7,13181,B,
2258,1,,8,,,,,,,Inyibito5yx8hstantavainetclonedhuman5hyd4oxytryp6ajjne2xrecep4kdusingwith125oDOIradipligxnd,,,,,vAp0000357,17200,B,
2259,1,,8,,,,,,,Inhibitorycpnctzntagainstclogfchumam5hyedoxytr5ptamlndqArexeptorusijgw8th1w5IDOIrxdioligand,,,,,fAOp000357,17200,B,
2260,1,,8,,,,,,,jnjibjtoruconstantagaunstcoonwdhumzn5hjdeoxytryptamin22Areceptorusiggw8tm125IDOI4xdjolivand,,,,,BAO0p09357,17200,B,
2261,1,,8,,,,,,,finxingaffinityanal6secoj5HT2xhumancloneusibv3Hkerxhse3inasrsd9oligand,,,,,BA80000356,13463,B,
2262,1,CHO,8,,,,,,508.0,Effectivexoncen5ratoonagainsthunan5hydroxjtry9tamine3Agrxeptor8nCHOcelpz8qingoOjDPAradiolihand,,,,,BAO0090229,6347,B,
2263,1,CHO,9,Homosalkens,,,19569.0,,806.0,Functionalac69vi55agxinxtg6mzhyhydroxytrypfwmine2AreceptorexpressedigCHpcellauslbgflu8rometrkcimqginfplatereader,,,,,BA9000021p,6857,F,
2264,1,,8,,,,,,,Fubvtionalagonistsftiv9tyofdokpoundsacddterminedbyfluorescensebsseeasssykeasuriggintrzcwloularcalvounmobioizationfor5Hr2ar2ceptorc4illine,,,,,BzO00002q9,4176,F,
2265,1,,8,,,,,,,F7nsti9naoagoniayactiv8tyofximp8unswacdeterminfdhyfluordscegcebasedassqymeaciringintraceloularcqkciummohklizationfo55HT2areceptogcekllinebodata,,,,,BwOp000219,4176,F,
2266,1,,8,,,,,,,Functionalanragonistwctiviryoff9mpoundwwsd4terminedbyfpuodesvencebqsrfasszymeaduroggintraceko7latvakciummobilizati9nfor5H62xrecept8rcelllihe,,,,,hAO0900219,4176,F,
2267,1,CHO,8,,,,,,542.0,Atonist9cbindkngaffibityxgainsgbuman5hydroxytruptzmine1Arec4p6o4inCtOceolsusihg8OHDPA5adioligqndexpresz3dasEhas,,,,,BzO000021p,6347,B,
2268,1,CHO,8,,,,,,1008.0,Agon9stlcbihfjngaffijityagainztbumaj5hydroxytryptamkne2Ar2velforinCHOcekpsexpresaedasEmax,,,,,BAO09002w9,6347,B,
2269,1,,8,,,,,,,Aecinityofcompoundtowardshkmxn5hydrozygryp4aminr2Arec3pto5das3vaiuatedusjnnrad89ligajdbinxingtrchnique,,,,,BA0000035u,15331,B,
2270,1,,9,Homoqspiens,,,19556.0,,,Inhibituonlfhumznthydr8xytryptamige2Ageceot9r,,,,,BAOp009357,16146,B,
2271,1,CHO,8,,,,,,1035.0,Cpnpoynd3aztestewt9rtbddispiacemen4of3H5Hrbondihgtoclonedhuman5hyvroxytryptamine2Aredeptorstzbly4xpressrd7nCH9xells,,,,,BAO0000e1o,15250,B,
2272,1,,8,,,,,,,Inhibitodyconcen4tatiohwgainsthuman5HT2Areveph8rinBEovflls,,,,,BAO000p21p,13631,B,
2273,1,,8,,,,,,,7nviheobindingaffinityzyqinsthukan5hydtozytr6ptaminw1Arece0yorataconcent4ationodq00nM,,,,,BAO0op0357,3805,B,
2274,1,CHO,8,,,,,,1017.0,Abili46toxizppacreHketansdronfromxHOdellzexprdssinghujzn5hyfroxytrhptamine2Arecwptorwasdetermlned,,,,,nAO0000210,4011,B,
2275,1,CHO,8,,,,,,609.0,rlsllacementof4HketansegihfrokCHOcelleszpdessingjuman5hyxrosytryptaminewArecept9r,,,,,BwOp000219,4012,B,
2276,1,L929,8,,,,,,768.0,Agoli5yyoeiaplac3125IR91q50fromhumanclonev5hydroxytrypywmihe2Arec4pyorexoresaedinp929cepls,,,,,BAO00002qp,6366,B,
2277,1,CHO,8,,,,,,457.0,Abioitytodisplac43Hoetansdribfkndingtohuman5nycdoxyt4yptamineeArefeptorsrabpy3xlressedinCjOc4lls,,,,,vAO0000119,15949,B,
2278,1,,8,,,,,,,wyonistac4ivityatclknefhuman5hydroxytryltamine2qreceptorus9ng1w5ID9Ifaxiilkyand,,,,,BAO009p019,14093,F,
2279,1,,8,,,,,,,qgonist7cwcyivjtyatfionedhumxg5hyddoxytr6ptajine2Areseptorusing125IDO9asradioiiganx,,,,,BsO0000o19,13481,F,
2280,1,CHO,8,,,,,,458.0,Atlnisticbindinhavfinityagqinsthumab5hyd3oxyttyptamjne2ArexwptorinCHOc4losuaing7OHDPsrsdiopiganc,,,,,Bwk0000219,6347,B,
2281,1,CHO,8,,,,,,704.0,Aronisticblndihgafvijitywgains5human5hydroaygryltamin22ArdxsptprinCHOcrklsusing8iHDPAradikligandbdmeabsnotd8ne,,,,,BAp0900219,6347,B,
2282,1,,8,,,,,,,Ahfagojis4astivityqtclondfhuman5hydroxgtrt0taminw2Ar2ce9torusing4HKetznserinradioligsnd,,,,,BAOp090019,14093,F,
2283,1,,8,,,,,,,zntatonistactiv9hyatcilmedhumag5hyvroxytryptanine2zr2ceptorucingwHkeranseginrxdioligansNotteshed,,,,,BAO9000o19,14093,F,
2284,1,,8,,,,,,,Abgwgonisticactivotyatclkn2dhumqh5hydr0xyft5otamine2Areceptofusigg3gkftanserinzsradioligand,,,,,BA0000001p,13481,F,
2285,1,,8,,,,,,,Bindkngabili6yoffonpounxa5clon4dhuman5hydroxytr6ltamjnr2Ar4ceptodus7bvw25IfOIasradioligand,,,,,BAO0o09357,14442,B,
2286,1,,8,,,,,,,nind8ngabikityofckmpoinda5clobexhunan5hydrosytryptamime2Areceptodysihg3Hketamzer8nasrasioligahd,,,,,hAO0000w57,14442,B,
2287,1,,8,,,,,,,Bimdinvadtivityayainstclonerhumanyb6droxytryptaminf2Areceltirusingq25IDO7asthegadiol7gxmd,,,,,BwO0o00357,14755,B,
2288,1,,8,,,,,,,Bindingaftimi4tagainwt4hgdroayteyptamine2qrecfptorinhumans,,,,,BxOp000357,16441,B,
2289,1,,8,,,,,,,B7ndingaff7nihuwfainstthecllnewuukan5yydrodyfryptamine2xrsceptorusing125IDOIastmeradiloigand,,,,,BAO0900358,14744,B,
2290,1,CHO,8,,,,,,372.0,hinwingafdibittflrdisppqcementof3Hketxnserintohumah5hysrox7tryptam7ne2seeceptorstaflyec9ressedinCHOcdils,,,,,nAO00p0219,16659,B,
2291,1,,8,,,,,,,Bindingqfflnityofvom0iundtohumab5hydrocyyryptamin42zr2cepto4,,,,,BzO00003r7,3307,B,
2292,1,,9,Homoxzpiens,,,20755.0,,,Affih9tyfofhuman5hyerpz5tryptamiheqAreceptorecprwssrdinmammaliancelkl7ne,,,,,BAO0p000q9,6857,B,
2293,1,,8,,,,,,,finvingaffinityzgainst5hydr0cgtrypgamibe2Arece0t8rusing125IDO7radioiinajd,,,,,BAko000357,5635,B,
2294,1,,9,mom0sapiens,,,36223.0,,,Bindingaffinithtoxlonsdhuman5hydrisytryptam8ne3Agexelt9r,,,,,BAO0900358,4234,B,
2295,1,,8,,,,,,,nindingaffimitytowards5h6droxytdyptzmine2zrec20forusing3Hyj6asradiolinahd,,,,,BAO0000w5y,15527,B,
2296,1,CHO,8,,,,,,830.0,Bimxinvaffinitytowardcghmqn5hydros7trylhamjne2xfecep49rbythedksllafejentof3Hketanserinrad8pligahdfromtheclomedrece9torexpressedigCHOdells,,,,,gAO0000w19,6588,B,
2297,1,,8,,,,,,,Bindingafginityriwqrdwhuman5jT2AreceptoribBEKcfold,,,,,BA8000o219,13631,B,
2298,1,,8,,,,,,,Bjjciggaffin86ytowardsh6manserproninthydroxytryptamin22Arec4ptor,,,,,BAO090p357,17723,B,
2299,1,,8,,,,,,,Bindingaffihityg0rrecpmfinanthumah5hydroxytryptxmije2Areveptotusibg3y5H4wsradiipigahd,,,,,BAO000p356,14770,B,
2300,1,,9,Homosq0iens,,,54940.0,,,Bindjngafeini5gfirhumag5hyxroxytryptamonw2Areseptor,,,,,BA800o0357,16293,B,
2301,1,,8,,,,,,,Bindingafeinityto1zrdsyuman5hydrlxyteyptamijreA5eceptlrusimgq25IDOIasradiokigajc,,,,,BzO000p357,16209,B,
2302,1,,8,,,,,,,Bindihgafginitjwacmeasured8n5yyd3oxytr5ptwmjm32sreceptorinGF6celpst3ansfecrsdwithhuman5HTeAgwnelwbel3dwith3Hkdtanserim,,,,,BAO000p2w9,12469,B,
2303,1,,8,,,,,,,Cokpoujdwastestedfodfhsdis0lacementof125IDlIvromcionehuhan5hydrixytrhpfznjne2Arsceptor,,,,,BAOo00035y,15363,B,
2304,1,,8,,,,,,,Com0oumvwastrstrdforthedispowcejemtof125IDOIfrimcion2dhumah5gywrozytryptaminewAreceptor,,,,,BAO0900367,15363,B,
2305,1,,8,,,,,,,TewtedingenetifxllytragsfectedCOaucellmembranwsselect9vdlyrxpressinghujan5hyde8xyteyp5amine2Arecepgorus7nb3Huetans3rinaqrwdkkpigand,,,,,BwO00o0019,16441,B,
2306,1,,8,,,,,,,Invitrobijdinnadfonit64owwrds5hydroxytrypyxm9n22qrecepto5unhumanusing3Hketxnswrinasraeioligagd,,,,,BAO000o347,8,B,
2307,1,HEK2o3,8,,,,,,850.0,Invitrob8ndingaffimitytowardshuman5hydfoxyyryptamin22xrecept0rexofessedinbEK193cellswasdeterjinrcuzing4Huetanwerigssdsdloligabr,,,,,BAO00002qp,4176,B,
2308,1,,8,,,,,,,Igvltr8binrinhaftinitynyradiolinwncbincingassqyusknyc2lllineexpeesslnghuman5h6wroxytryptamineeAreceptor,,,,,BAO0op0019,17085,B,
2309,1,,8,,,,,,,Inhibitoryvonstxngagaijstclknedhyjan5hyrroxhtdyptwmin22Arecd0toryslbgwith125IDOIradiopigand,,,,,BAO9000457,17200,B,
2310,1,,9,bomosaplens,,,44004.0,,,Inhibigoryconstaj6determjnecsgainstfkonedhuhan5jydroxyte6p5anims2zrec3otoruxingwith125IDOIradioligand,,,,,BAi00o0357,17200,B,
2311,1,CHO,9,Homoszpiend,,,20492.0,,343.0,Diaplqcehentov3Hkeranse3infromhuhan5hucroxytryotam9me2Aeecepto5expressedihCHOcflls,,,,,BAO0090210,4013,B,
2312,1,,8,,,,,,,Tdstedfotfindingaffinotygoqards6hydtoxytryptxmins2Arecdptor,,,,,BAp0000356,5088,B,
2313,1,,9,Homosapi2nz,,,50889.0,,,DisplacemsngorrHDOBfrpmhumzn5hydroxytrgptakibe2Arec4ptof,,,,,BAO09003t7,5088,B,
2314,1,,8,,,,,,,Testsdforhincingaevinitytkwards5hudros7tryptam7ne2Arecepfirus9mg3HDOBaslabelewliganwbindinydafxnotobtwinrd,,,,,BwOp000357,5088,B,
2315,1,,9,Hom8szpiens,,,36719.0,,,fispiac4ment9f3jkeyancwrinfromhuman5hhdr9xytru0tamine2Areceptor,,,,,BA80000r57,5088,B,
2316,1,,8,,,,,,,T2syedforbihd9ngafrinitytowardshumwn5hydr9xy5r5ltajine2Arsceptprusinv3n5H5asrad9oligand,,,,,BAO0009w57,5088,B,
2317,1,,8,,,,,,,fdstedcorbinvinyaffinityrowardsuumam5hydroxyyr7ptamine2Ad3celtorising3HDOBasradi9kigahd,,,,,BzO0000347,5088,B,
2318,1,,4,,,,,,,qbilitytodispkace075nM3Hketahqwrinin5hydroxytryp6qminf3receo49rfrom4agfrontapfo3tedhomogenate,,,,,BAO090p019,9786,B,
2319,1,,5,Ratt6wjorvegicus,,,23676.0,,,Abii8tgtoinhibit3Hspiler8jebijdjng4o5yydroxytryptahine2recepr0rdeterjinedin4at,,,,,BAO00p00q9,9205,B,
2320,1,,4,,,,,,,Affini6yon5hjdroxytryotamigr2reseptodlaheledbyw25IvOI,,,,,BAO0000w34,11257,B,
2321,1,,4,,,,,,,qffkgitytowards3HDOBlzbeledthydroxytryotamijewrecepto4sjtesintatcort9cakhojogejatee,,,,,vAOo000019,9362,B,
2322,1,,4,,,,,,,Affinityto3ards3Hketanseribkandled5hyfrocytryptamineqrece0toreitedin4atforticaibomorrjates,,,,,BAO0090010,9362,B,
2323,1,,4,,,,,,,Inhibitionofth7drox5tryprqmige2inducedvzaiclnstrixtionofratcaudalwfteru,,,,,BsOp000224,10590,B,
2324,1,,4,,,,,,,gindingaffinutyagainwg5hjdrkcyt3yp5amlnr2recepforofratf3pntalcortexusinh3Hletanswrinrafioljgand,,,,,BAO000p919,10468,B,
2325,1,,4,,,,,,,Bknsingafvinityagainat5hydroxytrtotamine2dsceptorvfomragfrontalvoetexusijg125RDiIwsrafioligxnd,,,,,BAO90000w9,13050,B,
