ABV,Brew_Factory_Name,Style,Beer_Name,id
6.00 %,Wigram Brewing Co,American Amber / Red Ale,Harvard Honey Ale,1342
-,Lupine Brewing Company,American Amber / Red Ale,Convocation Tea Ale,1343
5.00 %,Microbrasserie Jukebox,American Amber / Red Ale,Jukebox Jazz,1344
-,Ahnapee Brewery,American Amber / Red Ale,Little Soldier,1345
5.00 %,Tun Tavern,American Amber / Red Ale,Crimson Ale,1346
6.40 %,KAIJU ! Beer,American Amber / Red Ale,Hopped Out Red Ale,1347
6.50 %,Prohibition Brewing Company,American Amber / Red Ale,Sweet Biscuit Amber Ale,1348
4.40 %,Electric Nurse ( Brewtrade Sweden AB ),American Amber / Red Ale,Christmas Ale,1349
4.40 %,Thirsty Pagan Brewing,American Amber / Red Ale,North Coast Amber,1350
-,El Toro Brewing Co. .,American Amber / Red Ale,El Toro Peach Flavored Ale,1351
4.00 %,Shades Of Pale Brewing Company,American Amber / Red Ale,Ready To Fly,1352
5.10 %,Mill House Brewing Company,American Amber / Red Ale,Alpha W / Chamomile,1353
6.50 %,Seventh Son Brewing Co. .,American Amber / Red Ale,Mongrel,1354
6.30 %,Barley Mow Brewing Company,American Amber / Red Ale,Lamp Lighter Amber,1355
5.75 %,Flagstaff Brewing Company,American Amber / Red Ale,Flagstaff Agassiz Amber,1356
8.90 %,North Country Brewing,American Amber / Red Ale,Imperial Glacial Amber,1357
5.50 %,Sweet Mullets Brewing Co. .,American Amber / Red Ale,501 Red Ale,1358
5.20 %,Fiddlehead Brewing Company,American Amber / Red Ale,Mellow Mike,1359
8.00 %,Krugher & Brent,American Amber / Red Ale,Krugher & Brent Red Beer,1360
5.80 %,Demented Brewing Company,American Amber / Red Ale,Scarlet Night,1361
6.50 %,Sixpoint Brewery,American Amber / Red Ale,Atlantic Antic Amber,1362
5.50 %,Maui Brewing Co. .,American Amber / Red Ale,Amber Reign,1363
-,Naked Brewing Company,American Amber / Red Ale,Nakeds Red,1364
7.00 %,Kruhnen,American Amber / Red Ale,Der Drachenorden ( L _ ™ ordre Du Dragon ),1365
-,Northbound Brewpub,American Amber / Red Ale,Wild Rice Amber,1366
6.00 %,Green Man Brewery,American Amber / Red Ale,Oakey Lafarge,1367
5.90 %,Two Brothers Brewing Company,American Amber / Red Ale,Bottlenectar,1368
8.00 %,Columbia Kettle Works,American Amber / Red Ale,Kettleface,1369
6.10 %,Thorn Street Brewery,American Amber / Red Ale,Smugglers Cove Agave Amber,1370
7.20 %,Ethereal Brewing,American Amber / Red Ale,The Reckoner,1371
6.30 %,Columbia Kettle Works,American Amber / Red Ale,Bald Guy,1372
5.00 %,Something Brewing,American Amber / Red Ale,Drummond Gluten Free,1373
-,Dostal Alley Brewpub,American Amber / Red Ale,Pub Ale,1374
6.80 %,Books & Brews,American Amber / Red Ale,Clifford The Big Red Ale,1375
-,Cross Plains Beer Company,American Amber / Red Ale,Esser 's Anniversary Ale,1376
4.50 %,World Brews,American Amber / Red Ale,Wild Range Amber Ale,1377
9.50 %,Westfield River Brewing Company,American Amber / Red Ale,Westfield River Big Red Barn,1378
6.00 %,Palmetto Brewing Company,American Amber / Red Ale,Ginger Slap,1379
4.30 %,Buxton Brewery,American Amber / Red Ale,American Rye,1380
6.10 %,Lazy Boy Brewing,American Amber / Red Ale,Dumb Luck Amber,1381
7.80 %,Amarcord Birra Artigianale Italiana,American Amber / Red Ale,Artigianale Italian Red Ale,1382
7.00 %,Castle Danger Brewery,American Amber / Red Ale,Nestor Grade,1383
5.25 %,NW Peaks Brewery,American Amber / Red Ale,Redoubt Red,1384
5.60 %,Barrio Brewing Company,American Amber / Red Ale,Barrio Red Cat Amber,1385
7.20 %,Cigar City Brewing,American Amber / Red Ale,Cold Brew Red Ale,1386
5.50 %,Custom Tap Brews,American Amber / Red Ale,Revolution Harbor Amber Ale,1387
11.00 %,Imperial Oak Brewing,American Amber / Red Ale,Barrel Aged Odin 's Beard,1388
5.00 %,Naparbier Sdad . Coop .,American Amber / Red Ale,Naparbier Amber Ale,1389
5.00 %,Pacific Western Brewing Company,American Amber / Red Ale,Scandal Ale,1390
6.90 %,New English Brewing Co. .,American Amber / Red Ale,Dragoon,1391
-,Old Market Pub And Brewery,American Amber / Red Ale,Mr. Toad 's Wild Red Ale,1392
7.80 %,Al 's of Hampden / Pizza Boy Brewing,American Amber / Red Ale,Hop Test # 1 ( Ginger Red Ale ),1393
6.00 %,Bentley Brewing Company / Dark Horse Tavern,American Amber / Red Ale,Hooligan Amber Ale,1394
-,Martha 's Exchange,American Amber / Red Ale,Revolution Red,1395
4.00 %,Wormtown Brewery,American Amber / Red Ale,Masswhole : Hop Session,1396
-,Tipping Point Brewery & Tavern,American Amber / Red Ale,Chunky Gal,1397
6.10 %,Captured By Porches Brewing Company,American Amber / Red Ale,Red Emma Amber Ale,1398
5.70 %,Willimantic Brewing Co. .,American Amber / Red Ale,Willimantic Fire Engine Red,1399
4.80 %,St. Peter 's Brewery Co Ltd,American Amber / Red Ale,St. Peter 's Amarillo Ale,1400
5.50 %,Breaker Brewing Company,American Amber / Red Ale,Lunch Pail Ale,1401
-,Ellicottville Brewing Co. .,American Amber / Red Ale,Amber EVL Ale,1402
-,Triple Rock Brewery & Alehouse,American Amber / Red Ale,Reindeer Ale,1403
-,St. Francis Brewery & Restaurant,American Amber / Red Ale,Archbishop Amber,1404
-,Turner Alley Brewing,American Amber / Red Ale,Roosevelt Imperial Red,1405
-,Oaken Barrel Brewing Company,American Amber / Red Ale,Victory Amber,1406
-,River Horse Brewing Co. .,American Amber / Red Ale,Burnt Sugar Ale,1407
6.60 %,TrÃ ¶ egs Brewing Company,American Amber / Red Ale,Scratch Beer 199 - 2015 ( Amber Ale ),1408
6.50 %,Golden Road Brewing,American Amber / Red Ale,Trouble Ahead Red,1409
5.00 %,L'Inox,American Amber / Red Ale,Trois De Pique,1410
-,Hops Grillhouse & Brewery,American Amber / Red Ale,Winter Amber Ale,1411
4.80 %,Uncle Buck 's Brewery & Steakhouse,American Amber / Red Ale,Sportsman 's Ale,1412
5.00 %,Big Rock Brewery,American Amber / Red Ale,Original Joe 's Red Ale,1413
4.70 %,Fordham Brewing Company,American Amber / Red Ale,Pamlico Amber,1414
5.70 %,Old Market Pub And Brewery,American Amber / Red Ale,Hop On !,1415
8.60 %,Bottle Logic Brewing,American Amber / Red Ale,Imperial Red-Ioactive,1416
4.50 %,Ranga Brewing Co. .,American Amber / Red Ale,Ranga Premium Red Ale,1417
4.90 %,Appalachian Mountain Brewery,American Amber / Red Ale,Kilt Lifter,1418
5.60 %,Monkish Brewing Co. .,American Amber / Red Ale,False Prophet,1419
6.80 %,Dust Bowl Brewing Company,American Amber / Red Ale,Red IPA,1420
4.70 %,Sasquatch Brewing Company,American Amber / Red Ale,Red Electric IRA,1421
6.50 %,Sycamore Brewing,American Amber / Red Ale,Salty Coconut Red Ale,1422
-,Big Ridge Brewing Co. .,American Amber / Red Ale,Red Truck Ale,1423
5.00 %,John Harvard 's Brewery & Ale House,American Amber / Red Ale,Oatmeal Amber,1424
-,Boylan Bridge Brewpub,American Amber / Red Ale,Autumn Amber Ale,1425
9.60 %,Pinglehead Brewing Co. / Brewer 's Pizza,American Amber / Red Ale,Jones,1426
5.00 %,Picaroons Brewing Co. .,American Amber / Red Ale,Afterglow Aphrodisiac Ale,1427
5.00 %,Mount Dora Brewing,American Amber / Red Ale,Dora Drawdy Drool,1428
7.10 %,Broken Goblet Brewing Company,American Amber / Red Ale,Angry Troll Amber,1429
5.00 %,Sleeman Breweries Ltd. .,American Amber / Red Ale,Big Life Amber,1430
4.40 %,Electric Nurse ( Brewtrade Sweden AB ),American Amber / Red Ale,Easter Ale,1431
-,Okanagan Spring Brewery,American Amber / Red Ale,Antler Ale,1432
5.00 %,New Helvetia Brewing Company,American Amber / Red Ale,Molly American Red Ale,1433
-,Rogue 's Harbor Brewing,American Amber / Red Ale,Route 34 Red Ale,1434
7.50 %,Growlers,American Amber / Red Ale,Alley Way Amber,1435
6.60 %,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,Mountian Goat Rare Breed India Red Ale,1436
6.80 %,Ice Harbor Brewing Company,American Amber / Red Ale,Double Red,1437
8.70 %,Free Will Brewing Co. .,American Amber / Red Ale,Kim Jong Ale,1438
4.60 %,Arvada Beer Company,American Amber / Red Ale,Arvada Red,1439
4.50 %,Flyers Restaurant And Brewery,American Amber / Red Ale,First Flight Amber Ale,1440
6.00 %,Rivertowne Pourhouse,American Amber / Red Ale,Arctic Amber,1441
4.30 %,Riverport Brewing Company,American Amber / Red Ale,River Rat Red,1442
5.20 %,Device Brewing Co. .,American Amber / Red Ale,Derby Gurl,1443
5.60 %,Barrier Brewing Company,American Amber / Red Ale,Nunu Bru,1444
9.00 %,Fegley 's Bethlehem Brew Works,American Amber / Red Ale,Richter 's Revenge,1445
5.30 %,The Bobcat CafÃ © & Brewery,American Amber / Red Ale,Ripton Red,1446
7.00 %,Sun King Brewing Company,American Amber / Red Ale,Bring The Hops,1447
6.80 %,Erie Brewing Co. .,American Amber / Red Ale,Defenders Of Freedom Choice Ale,1448
7.80 %,Uncommon Brewers,American Amber / Red Ale,Rubidus Red Ale,1449
5.00 %,Cigar City Brewing,American Amber / Red Ale,White Oak Sunspear With Coffee,1450
5.20 %,Mammoth Brewing Company,American Amber / Red Ale,Lake Tahoe Crystal Bay Red Ale,1451
8.00 %,Panhead Custom Ales,American Amber / Red Ale,Johnny Octane,1452
5.60 %,Pecan Street Brewing,American Amber / Red Ale,Ten Penny Nail,1453
5.00 %,Frampton Brasse,American Amber / Red Ale,St - _ douard,1454
-,McMenamins,American Amber / Red Ale,Bagdad Ale,1455
6.50 %,CervecerÃa Barbarian,American Amber / Red Ale,Barbarian Red Ale,1456
5.50 %,Rockingham Brewing Company,American Amber / Red Ale,Rockingham Ale,1457
8.60 %,Laurelwood Public House & Brewery,American Amber / Red Ale,Deranger Imperial Red Ale,1458
5.00 %,Diamondback Beer,American Amber / Red Ale,3:30 Amber Ale,1459
5.00 %,Haines Brewing Company,American Amber / Red Ale,Eldred Rock Amber,1460
7.02 %,Eight Bridges Brewing Co. .,American Amber / Red Ale,Twisted Red,1461
-,House of Brews,American Amber / Red Ale,A-Frame Amber,1462
6.74 %,Rockaway Brewing Company,American Amber / Red Ale,Curiosity,1463
4.90 %,COAST Brewing Company,American Amber / Red Ale,Smoked Red,1464
5.30 %,Genesee Brew House,American Amber / Red Ale,Genesee Brew House American Red,1465
4.50 %,Big Texan Brewery,American Amber / Red Ale,Texas Red Amber Ale,1466
6.90 %,Liberty Brewing,American Amber / Red Ale,Yakima Scarlet,1467
-,Boston Beer Company ( Samuel Adams ),American Amber / Red Ale,Beantown Ale,1468
6.90 %,Toxic Brewing Co. .,American Amber / Red Ale,Gem City Ruby,1469
-,Great Dane Pub & Brewing Company ( Downtown ),American Amber / Red Ale,Big 10 Red,1470
-,Peak Organic Brewing Company,American Amber / Red Ale,Mount Washington Organic Amber Ale,1471
5.40 %,C.J. 's Brewing Company,American Amber / Red Ale,CJ 's Rich-Hagg Red Ale,1472
5.00 %,Lord Nelson Pub ( Brasserie Du Molard ),American Amber / Red Ale,L'Ambree,1473
5.20 %,Catawba Brewing Co. .,American Amber / Red Ale,Revenuers Red Ale,1474
-,Rocky Mountain Brewing,American Amber / Red Ale,Rocky Mountain Redhead,1475
5.10 %,7th Settlement Brewery,American Amber / Red Ale,Common Ale,1476
5.00 %,Microbrasserie de l'ile d'OrlÃ © ans,American Amber / Red Ale,_ lÃ © onore De Grandmaison,1477
5.10 %,Bicycle Craft Brewery,American Amber / Red Ale,Crimson Cascade,1478
-,Portneuf Valley Brewing,American Amber / Red Ale,Twisted Stick Amber Ale,1479
5.00 %,Three Notch 'd Brewing Company,American Amber / Red Ale,Jazzfest Sugarcane And Pecan Ale,1480
4.30 %,Cambridge Brewing Company,American Amber / Red Ale,Valley Girl !,1481
4.50 %,Heist Brewery,American Amber / Red Ale,American Style Red Ale,1482
-,Oskar Blues Grill & Brew,American Amber / Red Ale,Sherry Barrel Aged G'Knight,1483
7.10 %,Broken Goblet Brewing Company,American Amber / Red Ale,Amber Management,1484
4.80 %,Black Donkey Brewing Ltd,American Amber / Red Ale,Buck It,1485
5.70 %,Calfkiller Brewing Company,American Amber / Red Ale,Scorned Hooker,1486
5.20 %,Ipswich Ale Brewery,American Amber / Red Ale,Ipswich Red Ale,1487
4.70 %,Kelly 's Brewpub,American Amber / Red Ale,Kellys Amber Ale,1488
6.40 %,Rising Tide Brewing Company,American Amber / Red Ale,Autohelm,1489
5.00 %,Seabright Brewery,American Amber / Red Ale,Seabright Amber,1490
-,Big Al Brewing,American Amber / Red Ale,Fresh Hopped Harvest Ale,1491
5.90 %,Bagby Beer Company,American Amber / Red Ale,Hop Crop Red Ale,1492
6.30 %,Great Basin Brewing Co. .,American Amber / Red Ale,Truckee River Organic Red,1493
6.60 %,Triple Crossing Brewing,American Amber / Red Ale,Demon Days,1494
5.00 %,Perth Brewing Co. .,American Amber / Red Ale,Easy Amber,1495
5.90 %,Coors Brewing Company,American Amber / Red Ale,Keystone V9,1496
5.70 %,Red Brick Station,American Amber / Red Ale,Charlotte,1497
9.30 %,Pinglehead Brewing Co. / Brewer 's Pizza,American Amber / Red Ale,Head East,1498
5.30 %,Woodland Empire Ale Craft,American Amber / Red Ale,Moon Dog Amber,1499
-,First Magnitude Brewing Company,American Amber / Red Ale,450 Amber,1500
5.60 %,Stewart 's Brewing Co. .,American Amber / Red Ale,Big Bear Amber Ale,1501
4.20 %,Marston 's PLC,American Amber / Red Ale,Revisionist Red Ale,1502
4.90 %,The Run of the Mill Public House & Brewery,American Amber / Red Ale,State Budget Red Ale,1503
5.50 %,BNS Brewing & Distilling Co. .,American Amber / Red Ale,Ole Prospector,1504
5.20 %,Timeless Pints Brewing Company,American Amber / Red Ale,A Precarious Proposal,1505
4.00 %,Desert Edge Brewery,American Amber / Red Ale,Augustus Amber Ale,1506
5.20 %,3 Cordilleras,American Amber / Red Ale,3 Cordilleras Mulata,1507
-,Gritty McDuff 's Brewing Company,American Amber / Red Ale,Mt Abram Ale,1508
-,Callahan 's Pub & Brewery,American Amber / Red Ale,Callahan Red,1509
5.90 %,Vancouver Island Brewery,American Amber / Red Ale,Mile High Mountain Ale,1510
5.80 %,Big Rock Urban Brewery and Eatery,American Amber / Red Ale,Hollow Tree,1511
6.50 %,Titletown Brewing Company,American Amber / Red Ale,Addlepated Ale,1512
5.60 %,Willimantic Brewing Co. .,American Amber / Red Ale,Willimantic AmBeerLicious American Ale,1513
6.00 %,Szot MicrocervecerÃa,American Amber / Red Ale,Szot Amber Ale,1514
6.00 %,Frog Island Brewing Company,American Amber / Red Ale,Frog Island Amber Ale,1515
5.50 %,MashCraft Brewing,American Amber / Red Ale,MashCraft Red,1516
7.50 %,Yukon Brewing Company,American Amber / Red Ale,You Only Live Once,1517
5.00 %,Freedom 's Edge Brewing Co. .,American Amber / Red Ale,Wrangler Red Ale,1518
6.80 %,Northbound Brewpub,American Amber / Red Ale,Pride Red,1519
4.60 %,THAT Brewery,American Amber / Red Ale,THAT Amber,1520
5.50 %,Micro-Brasserie L'Alchimiste,American Amber / Red Ale,Pale Ale Rousse,1521
5.50 %,Cooper 's Cave Ale Company,American Amber / Red Ale,Radeau Red Ale,1522
7.00 %,The Beer Company,American Amber / Red Ale,Blood Shot Red,1523
6.70 %,BearWaters Brewing Co. .,American Amber / Red Ale,Barrel Aged Red Ale,1524
8.50 %,Bluejacket / Arsenal Restaurant,American Amber / Red Ale,Velour - Imperial Brett Red,1525
5.00 %,Boxing Rock Brewing Co. .,American Amber / Red Ale,Unobtanium Intrepid Amber Ale,1526
6.20 %,The Lab Brewing Co. .,American Amber / Red Ale,Big Ass Red,1527
5.50 %,Brasseurs du Petit-Sault,American Amber / Red Ale,Louis XVII,1528
9.00 %,Block 15 Brewery & Restaurant,American Amber / Red Ale,King Caspian,1529
7.00 %,Puyallup River Brewing,American Amber / Red Ale,Fryingpan,1530
5.30 %,Fitger 's Brewhouse,American Amber / Red Ale,Duluth Red Ale,1531
6.10 %,Astoria Brewing Company / Wet Dog Cafe,American Amber / Red Ale,Red Tide Amber,1532
6.00 %,Cerveza Jerome,American Amber / Red Ale,Cerveza Jerome Andean Red Ale,1533
-,Northampton Brewery,American Amber / Red Ale,Northampton Clifford,1534
5.00 %,Quidi Vidi Brewing Company,American Amber / Red Ale,Mummer 's Brew,1535
-,Palouse Falls Brewing Company,American Amber / Red Ale,Crimson Pride,1536
10.00 %,Imperial Oak Brewing,American Amber / Red Ale,Odin 's Beard,1537
6.90 %,Congregation Ale House,American Amber / Red Ale,Communion Red,1538
5.00 %,BrewHouse at Whistler / High Mountain Brewing Company,American Amber / Red Ale,Alta Lake Ale,1539
4.50 %,Lassen Ale Works,American Amber / Red Ale,Almanor Amber Ale,1540
6.60 %,Maui Brewing Co. .,American Amber / Red Ale,Island Hopper Red,1541
4.90 %,By The Horns,American Amber / Red Ale,Diamond Geezer,1542
5.25 %,Bare Bones Grill & Brewery,American Amber / Red Ale,Tiber River Red,1543
7.40 %,Candia Road Brewing Company,American Amber / Red Ale,Nepenthe Ales New Hampshire Harvest,1544
5.00 %,Nail Brewing Australia Pty Ltd,American Amber / Red Ale,Beazle Brew,1545
7.50 %,TrÃ ¶ egs Brewing Company,American Amber / Red Ale,Nugget Nectar W/columbus,1546
9.00 %,Tow Yard Brewing,American Amber / Red Ale,Oatis Redding Imperial Red,1547
5.00 %,Brasserie BVM Inc. .,American Amber / Red Ale,Vieux MontrÃ © al Rousse,1548
9.00 %,Beerbliotek,American Amber / Red Ale,Imperial Amber Ale,1549
7.20 %,Point Ybel Brewing Company,American Amber / Red Ale,Red Mangrove,1550
6.20 %,Wolf Creek Brewing,American Amber / Red Ale,Little Red Ryeding Hood,1551
-,The Scalehouse Brewpub,American Amber / Red Ale,Scalehouse Red Ale,1552
4.60 %,Rapscallion,American Amber / Red Ale,Rapscallion Acton Ale,1553
-,Central Coast Brewing,American Amber / Red Ale,Old Mission Amber Ale,1554
5.00 %,Pub Dog Brewing,American Amber / Red Ale,Amber Dog,1555
5.80 %,Horsefly Brewery,American Amber / Red Ale,Tabano Red,1556
7.70 %,Black Raven Brewing Co. .,American Amber / Red Ale,NW Imperial Red,1557
5.50 %,Town in City Brewing Co. .,American Amber / Red Ale,City Amber,1558
6.20 %,Green Room Brewing,American Amber / Red Ale,South Swell,1559
5.70 %,Allentown Brew Works,American Amber / Red Ale,West End Red,1560
-,Quigley 's Pint & Plate,American Amber / Red Ale,Neck Red Ale,1561
5.25 %,Heavy Seas Beer,American Amber / Red Ale,Obrycki 's Amber Ale,1562
-,Boston Beer Company ( Samuel Adams ),American Amber / Red Ale,Grendel 's Ale,1563
5.00 %,Gella 's Diner & Lb . Brewing Co. .,American Amber / Red Ale,No. 45 Red Rider,1564
6.50 %,Left Hand Brewing Company,American Amber / Red Ale,Safety Round # 2,1565
6.00 %,Bissell Brothers Brewing Co. .,American Amber / Red Ale,Strawberry Swing,1566
5.50 %,Storz Trophy Room Grill & Brewery,American Amber / Red Ale,Gold Crest Amber Ale,1567
-,Atomic Ale Brewpub And Eatery,American Amber / Red Ale,Atomic Amber,1568
6.00 %,Elevation 66 Brewing,American Amber / Red Ale,Ramble Tamble Red Ale,1569
-,Stewart 's Brewing Co. .,American Amber / Red Ale,Winterfest,1570
5.10 %,King Street Brewing Company,American Amber / Red Ale,King Street Amber,1571
9.00 %,Amarcord Birra Artigianale Italiana,American Amber / Red Ale,Premium Amber Ale,1572
4.80 %,Border Brewing Company,American Amber / Red Ale,Rooftop Red,1573
-,Woodward Avenue Brewers,American Amber / Red Ale,WAB Blonde,1574
6.00 %,Urban Growler,American Amber / Red Ale,Amber Skyline,1575
5.50 %,Fountain Square Brewing Co. .,American Amber / Red Ale,Coffee Hour,1576
5.70 %,Minneapolis Town Hall Brewery,American Amber / Red Ale,Rift Red Rye,1577
6.50 %,Argus Brewery,American Amber / Red Ale,Wild Rice,1578
-,The Phoenix Ale Brewery,American Amber / Red Ale,Uptown Amber,1579
5.00 %,Kona Brewing Co. .,American Amber / Red Ale,Big Island Ginger Beer,1580
5.00 %,Alpha Brewing Company,American Amber / Red Ale,Game Day Red Ale,1581
5.30 %,Powerhouse Restaurant And Brewery,American Amber / Red Ale,Amperage Amber,1582
5.00 %,Loowit Brewing Company,American Amber / Red Ale,Two-Sixteen Red Ale,1583
4.50 %,Naples Beach Brewery,American Amber / Red Ale,Rojo Especial,1584
5.20 %,Ohana Brewing Company,American Amber / Red Ale,Hollenbeck Amber Ale,1585
5.50 %,Green Room Brewing,American Amber / Red Ale,Holla Ray,1586
6.90 %,Otto 's Pub and Brewery,American Amber / Red Ale,Arthur 's Imperial Red Ale,1587
5.10 %,Flying Goose Brew Pub & Grille,American Amber / Red Ale,Wildflower Honey Ale,1588
-,Les Brasseurs,American Amber / Red Ale,Ambre,1589
6.00 %,Firehouse Brewing Co. .,American Amber / Red Ale,Semper Fi,1590
6.00 %,Spiteful Brewing,American Amber / Red Ale,Angry Adam,1591
5.40 %,Geaux Brewing,American Amber / Red Ale,BTR,1592
8.00 %,Magic Rock Brewing,American Amber / Red Ale,Big Top,1593
6.60 %,Conshohocken Brewing Company,American Amber / Red Ale,Hale Fire,1594
7.50 %,BS Brewing,American Amber / Red Ale,College Chronic,1595
