ASSI,CUB,ASSUBCELFRAC,ASTI,TISI,Desc,Ti,ASORG,DI,BAFO,ASSST,CONFISC,SI,SASI,CHEI,CI,VARI
8042,Intermediate,,,,Area under the curve was determined after peroral administration of 5.1 mg/kg in mal Dawley rats,50597,Rattus norvegicus,14346,BAO_0000218,,1,1,,CHEMBL618464,,
8043,Intermediate,,,,Area under the curve was determined after peroral administration of 5.1 mg/kg in male Dawley rats,50597,Rattus norvegicus,14346,BAO_0000218,,1,1,,CHEMBL618465,,
8044,Intermediate,,,,Area under the curve was determined after peroral administration of 5.2 mg/kg in mal Dawley rats,50597,Rattus norvegicus,14346,BAO_0000218,,1,1,,CHEMBL618466,,
8045,Intermediate,,,,Area under the curve was determined after peroral administration of 5.2 mg/kg in male Dawley rats,50597,Rattus norvegicus,14346,BAO_0000218,,1,1,,CHEMBL618467,,
8046,Intermediate,,,,Area under the curve was determined for the compound after iv dose of 4.97 mg/kg in rats,50597,Rattus norvegicus,15372,BAO_0000218,,1,1,,CHEMBL618468,,
8047,Intermediate,,Plasma,1969.0,Area under the plasma concentration was determined in fasted Beagle dogs after peroral administration of 100 mg/kg,50588,Canis lupus familiaris,12935,BAO_0000218,,1,1,,CHEMBL618469,,
8048,Intermediate,,Plasma,1969.0,Area under the plasma concentration was determined in fasted Beagle dogs after peroral administration of 20 mg/kg,50588,Canis lupus familiaris,12935,BAO_0000218,,1,1,,CHEMBL618470,,
8049,Autocuration,,,,Plasma drug AUC in rat (PO dose),22224,,14813,BAO_0000218,,0,1,,CHEMBL618471,,
8050,Intermediate,,,,Area under the tumor growth curve (AUC) in the B-6 Melanoma Model in C57/b1 mice at the dose of 1 mg/kg.,50594,Mus musculus,15792,BAO_0000218,,1,1,,CHEMBL618472,,
8051,Autocuration,,,,Area under was determined at a dose of 30 mg/kg,22224,,3579,BAO_0000218,,0,1,,CHEMBL618473,,
8052,Intermediate,,,,Average area under curve for compound at 1 mg/kg dose intravenous administration to Ferret,50506,Mustela putorius furo,12487,BAO_0000218,,1,1,,CHEMBL621699,,
8053,Intermediate,,,,Average area under curve for the compound at 10 mg/kg dose after intraduodenal administration to rat,50597,Rattus norvegicus,12487,BAO_0000218,,1,1,,CHEMBL621700,,
8054,Intermediate,,,,Average area under curve for the compound at 1 mg/kg dose after intravenous administration to rat,50597,Rattus norvegicus,12487,BAO_0000218,,1,1,,CHEMBL621701,,
8055,Intermediate,,,,Average area under curve at 10 mg/kg dose after intraduodenal administration to Ferret,50506,Mustela putorius furo,12487,BAO_0000218,,1,1,,CHEMBL621702,,
8056,Intermediate,,,,Average area under curve at 10 mg/kg intraduodenal administration to salt depleted dog,50588,Canis lupus familiaris,12487,BAO_0000218,,1,1,,CHEMBL621703,,
8057,Intermediate,,,,Average area under curve at 1 mg/kg intravenous administration to salt depleted dog,50588,Canis lupus familiaris,12487,BAO_0000218,,1,1,,CHEMBL621704,,
8058,Intermediate,,,,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 1.0(pmol/g/h)",50597,Rattus norvegicus,12902,BAO_0000218,,1,1,,CHEMBL624259,,
8059,Intermediate,,,,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 2.0(pmol/g/h)",50597,Rattus norvegicus,12902,BAO_0000218,,1,1,,CHEMBL624260,,
8060,Intermediate,,,,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 4.0(pmol/g/h)",50597,Rattus norvegicus,12902,BAO_0000218,,1,1,,CHEMBL624430,,
8061,Intermediate,,,,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 5.0(pmol/g/h)",50597,Rattus norvegicus,12902,BAO_0000218,,1,1,,CHEMBL624431,,
8062,Intermediate,,,,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 54.0(pmol/g/h)",50597,Rattus norvegicus,12902,BAO_0000218,,1,1,,CHEMBL624432,,
8063,Intermediate,,,,"Bioavailability in male Sprague-Dawley rats, after the po administration at a dose of 10.0(pmol/g/h)",50597,Rattus norvegicus,12902,BAO_0000218,,1,1,,CHEMBL624433,,
8064,Intermediate,,,,"Bioavailability in male Sprague-Dawley rats, after the po administration at a dose of 20.0(pmol/g/h)",50597,Rattus norvegicus,12902,BAO_0000218,,1,1,,CHEMBL624434,,
8065,Intermediate,,,,"Bioavailability in male Sprague-Dawley rats, after the po administration at a dose of 40.0(pmol/g/h)",50597,Rattus norvegicus,12902,BAO_0000218,,1,1,,CHEMBL624435,,
8066,Intermediate,,,,Bioavailability in mouse brain after intravenous administration of 105.1 mg/kg of dose,50594,Mus musculus,12745,BAO_0000218,,1,1,,CHEMBL618570,,
8067,Intermediate,,,,Bioavailability in mouse brain after intravenous administration of equimolar doses of ( 2'F-ara-ddI + 2'F-ara-ddP),50594,Mus musculus,12745,BAO_0000218,,1,1,,CHEMBL618571,,
8068,Intermediate,,,,Bioavailability in mouse brain after oral administration of 100 mg/kg of dose,50594,Mus musculus,12745,BAO_0000218,,1,1,,CHEMBL618572,,
8069,Intermediate,,,,Bioavailability in mouse brain after oral administration of equimolar doses of ( 2'F-ara-ddI + 2'F-ara-ddP),50594,Mus musculus,12745,BAO_0000218,,1,1,,CHEMBL618573,,
8070,Intermediate,,,,Bioavailability in mouse serum after intravenous administration of 105.1 mg/kg of dose,50594,Mus musculus,12745,BAO_0000218,,1,1,,CHEMBL619267,,
8071,Intermediate,,,,Bioavailability in mouse serum after intravenous administration of equimolar doses of ( 2'F-ara-ddI + 2'F-ara-ddP),50594,Mus musculus,12745,BAO_0000218,,1,1,,CHEMBL619431,,
8072,Intermediate,,,,Bioavailability in mouse serum after oral administration of 100 mg/kg of dose,50594,Mus musculus,12745,BAO_0000218,,1,1,,CHEMBL619432,,
8073,Intermediate,,,,Bioavailability in mouse serum after oral administration of equimolar doses of ( 2'F-ara-ddI + 2'F-ara-ddP),50594,Mus musculus,12745,BAO_0000218,,1,1,,CHEMBL619433,,
8074,Autocuration,,Plasma,1969.0,AUC in mice after oral dose (50 mg/kg),22224,,13298,BAO_0000218,,0,1,,CHEMBL619434,,
8075,Intermediate,,Serum,1977.0,Blood level after oral administration in mice (50 mg/kg) was determined by bioassay procedure and represent total activity present in the serum,50594,Mus musculus,12226,BAO_0000218,,1,1,,CHEMBL619435,,
8076,Autocuration,,Plasma,1969.0,AUC (0-4 hr) ug/ml/h,22224,,12634,BAO_0000019,,0,1,,CHEMBL619436,,
8077,Intermediate,,,,Compound at a dose of 10 mg/kg was orally administered to rats and Area under curve was reported,50597,Rattus norvegicus,14810,BAO_0000218,,1,1,,CHEMBL619437,,
8078,Autocuration,,,,Compound evaluated for AUC = Area under the nucleoside serum or brain concentration versus time curve after iv administration,22224,,13889,BAO_0000218,,0,1,,CHEMBL619438,,
8079,Intermediate,,,,Compound was evaluated for Area under curve in mice,50594,Mus musculus,10018,BAO_0000218,,1,1,,CHEMBL619439,,
8080,Intermediate,,,,Compound was evaluated for area under curve doses in rat at 100 mg/kg po,50597,Rattus norvegicus,8758,BAO_0000218,,1,1,,CHEMBL619440,,
8081,Autocuration,,,,Compound was evaluated for area under curve doses in rat at 100 mg/kg po,22224,,8758,BAO_0000218,,0,1,,CHEMBL619441,,
8082,Intermediate,,,,Compound was evaluated for area under curve doses in rat at 50 mg/kg po,50597,Rattus norvegicus,8758,BAO_0000218,,1,1,,CHEMBL619442,,
8083,Autocuration,,,,Compound was evaluated for area under curve of growth hormone release after chronic oral dosing at 0.5 mpk on day 1,22224,,2249,BAO_0000019,,0,1,,CHEMBL875156,,
8084,Autocuration,,,,Compound was evaluated for area under curve of growth hormone release after chronic oral dosing at 0.5 mpk on day 4,22224,,2249,BAO_0000019,,0,1,,CHEMBL619443,,
8085,Autocuration,,,,Compound was evaluated for area under curve of growth hormone release after chronic oral dosing at 1.0 mpk on day 1,22224,,2249,BAO_0000019,,0,1,,CHEMBL619444,,
8086,Autocuration,,,,Compound was evaluated for area under curve of growth hormone release after chronic oral dosing at 1.0 mpk on day 4,22224,,2249,BAO_0000019,,0,1,,CHEMBL623464,,
8087,Intermediate,,,,Compound was evaluated for area under curve when administered through oral route in mouse,50594,Mus musculus,15115,BAO_0000218,,1,1,,CHEMBL623465,,
8088,Intermediate,,,,Plasma clearance after oral administration at a dose of 2 mg/kg in rat; no data,50597,Rattus norvegicus,6518,BAO_0000218,,1,1,,CHEMBL623466,,
8089,Intermediate,,,,Plasma clearance after oral administration at a dose of 4 mg/kg in rat; no data,50597,Rattus norvegicus,6518,BAO_0000218,,1,1,,CHEMBL623467,,
8090,Intermediate,,,,Plasma clearance in rat,50597,Rattus norvegicus,6249,BAO_0000218,,1,1,,CHEMBL623468,,
8091,Intermediate,,,,Plasma clearance was evaluated in vivo in rat at a dose of 5 mg/kg by intra venous administration,50597,Rattus norvegicus,2463,BAO_0000218,,1,1,,CHEMBL622660,,
8092,Intermediate,,,,Plasma clearance rate in Sprague-Dawley rats,50597,Rattus norvegicus,4969,BAO_0000218,,1,1,,CHEMBL622661,,
8093,Intermediate,,,,CLtot at a dose of 4 mg/kg in Rat Plasma after iv administration,50597,Rattus norvegicus,17720,BAO_0000218,,1,1,,CHEMBL622662,,
8094,Intermediate,,,,Pharmacokinetic property (total body clearance) in rat,50597,Rattus norvegicus,3457,BAO_0000218,,1,1,,CHEMBL622663,,
8095,Intermediate,,,,Pharmacokinetic property (CLtot)of the compound was measured in rat at the dose of 0.32 mg/kg i.v.,50597,Rattus norvegicus,5983,BAO_0000218,,1,1,,CHEMBL622664,,
8096,Intermediate,,,,In vivo concentration in rat liver exposure 0-8 hour after oral administration 50 mg/kg,50597,Rattus norvegicus,6295,BAO_0000218,,1,1,,CHEMBL622665,,
8097,Intermediate,,,,In vivo concentration in rat liver exposure 0-8 hour after oral administration 50 mg/kg,50597,Rattus norvegicus,6296,BAO_0000218,,1,1,,CHEMBL622666,,
8098,Intermediate,,,,Cl in rat i.v. at 2 mg/kg concentration,50597,Rattus norvegicus,17686,BAO_0000218,,1,1,,CHEMBL621615,,
8099,Intermediate,,,,Clearance of compound after intravenous administration in rats at 24 uM/kg,50597,Rattus norvegicus,17764,BAO_0000218,,1,1,,CHEMBL621616,,
8100,Intermediate,,,,Clearance was determined,50597,Rattus norvegicus,5503,BAO_0000218,,1,1,,CHEMBL621617,,
8101,Intermediate,,,,Clearance by intravenous administration of 3.4 mg/kg in rat,50597,Rattus norvegicus,4368,BAO_0000218,,1,1,,CHEMBL621618,,
8102,Intermediate,,,,Clearance was evaluated after i.v. administration in rat at a dose of 1 mg/kg,50597,Rattus norvegicus,6005,BAO_0000218,,1,1,,CHEMBL621619,,
8103,Intermediate,,,,Clearance rate after i.v. administration in rats,50597,Rattus norvegicus,5031,BAO_0000218,,1,1,,CHEMBL621620,,
8104,Intermediate,,,,Clearance was determined after intravenous administration at a dose 5 mg/kg to male Sprague-Dawley rats,50597,Rattus norvegicus,4890,BAO_0000218,,1,1,,CHEMBL621786,,
8105,Intermediate,,,,Clearance was determined by administering the compound intravenously at a dose of 1 mg/kg in male wistar rat,50597,Rattus norvegicus,5182,BAO_0000218,,1,1,,CHEMBL621787,,
8106,Intermediate,,,,Clearance (Cl) of compound after 2 h iv infusion of 8.4 mg/kg in three rat,50597,Rattus norvegicus,5979,BAO_0000218,,1,1,,CHEMBL621788,,
8107,Intermediate,,,,Clearance (Cl) after oral administration in rat,50597,Rattus norvegicus,5656,BAO_0000218,,1,1,,CHEMBL621789,,
8108,Intermediate,,,,Compound clearance in rats was measured after intravenous administration at 3 mg/kg,50597,Rattus norvegicus,17804,BAO_0000218,,1,1,,CHEMBL621790,,
8109,Intermediate,,Plasma,1969.0,Compound was tested for plasma clearance in rat,50597,Rattus norvegicus,4839,BAO_0000218,,1,1,,CHEMBL621791,,
8110,Intermediate,Microsomes,,,In vitro microsome metabolism clearance in rat was determined,50597,Rattus norvegicus,5041,BAO_0000218,,1,1,,CHEMBL621792,,
8111,Intermediate,Microsomes,,,In vitro microsome metabolism clearance in rat was determined; ND denotes no data,50597,Rattus norvegicus,5041,BAO_0000218,,1,1,,CHEMBL621793,,
8112,Intermediate,,,,In vivo Clearance (Cl) was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,50597,Rattus norvegicus,5974,BAO_0000218,,1,1,,CHEMBL621794,,
8113,Intermediate,,Plasma,1969.0,In vivo plasma clearance was determined,50597,Rattus norvegicus,5496,BAO_0000218,,1,1,,CHEMBL621795,,
8114,Intermediate,,,,Pharmacokinetic property (Clearance) for the compound (5 mg/kg iv) was determined in rats,50597,Rattus norvegicus,5739,BAO_0000218,,1,1,,CHEMBL621796,,
8115,Intermediate,,Liver,2107.0,Pharmacokinetic property (Clearance) in rat hepatocyte i.v.,50597,Rattus norvegicus,5676,BAO_0000218,,1,1,,CHEMBL621797,401.0,
8116,Intermediate,,,,Pharmacokinetic property (Plasma clearance) was measured in rat,50597,Rattus norvegicus,4239,BAO_0000218,,1,1,,CHEMBL621798,,
8117,Intermediate,,,,Pharmacokinetic property (clearance) in rat i.v.,50597,Rattus norvegicus,5676,BAO_0000218,,1,1,,CHEMBL621799,,
8118,Intermediate,,,,"Plasma Clearance was evaluated in rats, iv",50597,Rattus norvegicus,1918,BAO_0000218,,1,1,,CHEMBL621800,,
8119,Intermediate,,,,Plasma clearance (in vivo) in rats was determined,50597,Rattus norvegicus,17800,BAO_0000218,,1,1,,CHEMBL621801,,
8120,Intermediate,,,,Plasma clearance for the compound was calculated at a single intravenous administration of 20 mg/kg in rat,50597,Rattus norvegicus,6056,BAO_0000218,,1,1,,CHEMBL621802,,
8121,Intermediate,,,,Plasma clearance was determined,50597,Rattus norvegicus,5496,BAO_0000218,,1,1,,CHEMBL618596,,
8122,Intermediate,,,,Plasma clearance in rat after peroral administration at 10 mg/kg concentration,50597,Rattus norvegicus,5939,BAO_0000218,,1,1,,CHEMBL618597,,
8123,Intermediate,,,,Plasma clearance in rat after peroral administration at 5 mg/kg concentration,50597,Rattus norvegicus,5939,BAO_0000218,,1,1,,CHEMBL618598,,
8124,Intermediate,,,,Plasma clearance in rats,50597,Rattus norvegicus,17752,BAO_0000218,,1,1,,CHEMBL618599,,
8125,Intermediate,,,,Plasma clearance rate determined in rat,50597,Rattus norvegicus,4576,BAO_0000218,,1,1,,CHEMBL618600,,
8126,Intermediate,,,,Plasma clearance was determined in rat,50597,Rattus norvegicus,6011,BAO_0000218,,1,1,,CHEMBL618601,,
8127,Intermediate,,,,Plasma clearance was determined,50597,Rattus norvegicus,5510,BAO_0000218,,1,1,,CHEMBL618602,,
8128,Intermediate,,,,Plasma clearance value in rat,50597,Rattus norvegicus,5948,BAO_0000218,,1,1,,CHEMBL618603,,
8129,Intermediate,,Liver,2107.0,Clearance rate constant using isolated perfused rat liver (IPRL) assay,50597,Rattus norvegicus,6125,BAO_0000218,,1,1,,CHEMBL618604,,
8130,Intermediate,,,,Clearance in rat,50597,Rattus norvegicus,4839,BAO_0000218,,1,1,,CHEMBL618605,,
8131,Intermediate,,,,Total body clearance in rat i.v. at 2 mg/kg concentration,50597,Rattus norvegicus,17686,BAO_0000218,,1,1,,CHEMBL618606,,
8132,Intermediate,,,,Clearance of compound in rats after intravenous administration,50597,Rattus norvegicus,6571,BAO_0000218,,1,1,,CHEMBL618607,,
8133,Intermediate,,,,Clearance after iv administration to rats,50597,Rattus norvegicus,3364,BAO_0000218,,1,1,,CHEMBL618608,,
8134,Intermediate,,,,Clearance at an iv dose of 12 mg/Kg and po dose of 23 mg/Kg,50597,Rattus norvegicus,13569,BAO_0000218,,1,1,,CHEMBL618609,,
8135,Intermediate,,,,Clearance at an iv dose of 14 mg/Kg and po dose of 15 mg/Kg,50597,Rattus norvegicus,13569,BAO_0000218,,1,1,,CHEMBL618610,,
8136,Intermediate,,,,Clearance at an iv dose of 15 mg/Kg and po dose of 30 mg/Kg,50597,Rattus norvegicus,13569,BAO_0000218,,1,1,,CHEMBL618611,,
8137,Intermediate,,,,Clearance at an iv dose of 15 mg/Kg and po dose of 30.2 mg/Kg,50597,Rattus norvegicus,13569,BAO_0000218,,1,1,,CHEMBL618612,,
8138,Intermediate,,,,Clearance at an iv dose of 15.6 mg/Kg and po dose of 31.2 mg/Kg,50597,Rattus norvegicus,13569,BAO_0000218,,1,1,,CHEMBL618613,,
8139,Intermediate,,,,Clearance at an iv dose of 15.7 mg/Kg and po dose of 31.4 mg/Kg,50597,Rattus norvegicus,13569,BAO_0000218,,1,1,,CHEMBL621076,,
8140,Intermediate,,,,Clearance at an iv dose of 16 mg/Kg and po dose of 35 mg/Kg,50597,Rattus norvegicus,13569,BAO_0000218,,1,1,,CHEMBL621077,,
8141,Intermediate,,,,"Clearance in fischer rats at 5 mg/kg dose, administered intravenously",50597,Rattus norvegicus,17670,BAO_0000218,,1,1,,CHEMBL621078,,
8142,Intermediate,,,,Clearance in rat,50597,Rattus norvegicus,5970,BAO_0000218,,1,1,,CHEMBL621251,,
8143,Intermediate,,,,Clearance in rat after oral administration at 10 mg/kg,50597,Rattus norvegicus,6495,BAO_0000218,,1,1,,CHEMBL621252,,
8144,Intermediate,,,,Clearance in rat.,50597,Rattus norvegicus,4590,BAO_0000218,,1,1,,CHEMBL621253,,
8145,Intermediate,,,,Clearance rate following an oral dose of 20 mg/kg in rats,50597,Rattus norvegicus,6193,BAO_0000218,,1,1,,CHEMBL621254,,
8146,Intermediate,,,,Compound was evaluated for the rate of clearance in rat upon intravenous administration.,50597,Rattus norvegicus,2832,BAO_0000218,,1,1,,CHEMBL621255,,
8147,Intermediate,,Plasma,1969.0,Compound was tested for plasma clearance in rats after 5 mg/kg of intravenous dosing,50597,Rattus norvegicus,1052,BAO_0000218,,1,1,,CHEMBL621256,,
8148,Intermediate,,Liver,2107.0,Biodistribution in rat liver in the presence of GdDTPA-BDP at 1 hr,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621257,,
8149,Intermediate,,Liver,2107.0,Biodistribution in rat liver in the presence of GdDTPA-BDP at 30 min,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621258,,
8150,Intermediate,,Liver,2107.0,Biodistribution in rat liver in the presence of GdDTPA-BDP at 4 hr,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621259,,
8151,Intermediate,,Liver,2107.0,Biodistribution in rat liver in the presence of GdDTPA-HPDP at 15 min,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621260,,
8152,Intermediate,,Liver,2107.0,Biodistribution in rat liver in the presence of GdDTPA-HPDP at 1 hr,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL876494,,
8153,Intermediate,,Liver,2107.0,Biodistribution in rat liver in the presence of GdDTPA-HPDP at 30 min,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621261,,
8154,Intermediate,,Liver,2107.0,Biodistribution in rat liver in the presence of GdDTPA-HPDP at 4 hr,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621262,,
8155,Intermediate,,Liver,2107.0,Biodistribution in rat liver in the presence of NAC Gd/0.01 M GdDTPA-HPDP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621263,,
8156,Intermediate,,Liver,2107.0,Biodistribution in rat liver in the presence of NCA Gd/0.01 M lip,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621264,,
8157,Intermediate,,Muscle tissue,2385.0,Biodistribution in rat muscle in the presence of 0.01 M GdDTPA-BDP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621265,,
8158,Intermediate,,Muscle tissue,2385.0,Biodistribution in rat muscle in the presence of 0.05 M Gd/0.15 M lig,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621266,,
8159,Intermediate,,Muscle tissue,2385.0,Biodistribution in rat muscle in the presence of 0.05 M GdDTPA-BDP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621267,,
8160,Intermediate,,Muscle tissue,2385.0,Biodistribution in rat muscle in the presence of 0.10 M GdDTPA-BDP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621268,,
8161,Intermediate,,Muscle tissue,2385.0,Biodistribution in rat muscle in the presence of GdDTPA-BDP at 1 hr,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621269,,
8162,Intermediate,,Muscle tissue,2385.0,Biodistribution in rat muscle in the presence of GdDTPA-BDP at 4 hr,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621270,,
8163,Intermediate,,Muscle tissue,2385.0,Biodistribution in rat muscle in the presence of GdDTPA-BDPat 15 min,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621271,,
8164,Intermediate,,Muscle tissue,2385.0,Biodistribution in rat muscle in the presence of GdDTPA-BDPat 30 min,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621272,,
