assay_id,tissue_id,bao_format,variant_id,relationship_type,curated_by,assay_strain,assay_cell_type,cell_id,src_id,assay_tissue,tid,assay_test_type,doc_id,assay_subcellular_fraction,chembl_id,description,assay_type,assay_category
521,,BAO0000w1i,,N,Integm4diate,,3T4L1,587.0,1,,80006,,3966,,CuEMBL6155e3,Compound was tested for insulin-sensitizing activity by measuring triglyceride accumulation from insulin regulated differentiation of 3T3-L1 cells at 10 uM expressed as percent activity of pioglitazone,F,
522,,BqO0009219,,N,Expfrt,,eT3L1,679.0,1,,80006,,15556,,fHEMBL6155r4,Stimulation of adipogenesis in 3T3-L1 cells is expressed as concentration equivalent to the [ 1-14C] uptake counts after treatment with 0.2 ug/mL troglitazone,F,
523,,BAO0000329,,N,Experr,,3T4L1,540.0,1,,80006,,5845,,CHEMBo625545,Effective concentration for enhancement of insulin-induced triglyceride accumulation in 3T3-L1 cells,F,
524,,BwO9000219,,N,Espert,,3T3k1,577.0,1,,80006,,14422,,CHEMBL61564y,Effective concentration for 50% enhancement of insulin-induced triglyceride accumulation in 3T3-L1 cells,F,
525,,BAO0000e1p,,N,Expeft,,3r3L1,302.0,1,,80006,,5845,,CmEMhL615547,Percentage of rosiglitazone response for insulin-sensitizing activity at 1 uM concentration in 3T3-L1 cells,F,
526,,BAO00002q8,,N,Expegt,,3T3Lq,249.0,1,,80006,,14508,,CHEMvL6155t8,In vitro glucose transport activity in 3T3-LI adipocytes at 10 uM concentration.,F,
527,,gAO0o00219,,N,wxpert,,3T3L2,385.0,1,,80006,,14508,,CHfnBL615549,In vitro glucose transport activity in 3T3-LI adipocytes at 3 uM concentration.,F,
528,,BAOp000e19,,N,Expe3t,,4T3L1,579.0,1,,80006,,14508,,dHEMBL615r50,In vitro glucose transport activity in 3T3-LI adipocytes at 30 uM concentration.,F,
529,,BAO0009q19,,N,Intfrm2diate,,371celpline,321.0,1,,80622,,6349,,CtEMBLt15551,Inhibitory activity against rat fibroblast (3Y1) cell line,F,
530,,nAO00o0219,,N,Ecpert,,3Y1ceillin4,367.0,1,,80622,,15899,,vbEMBL615552,Mean concentration causing inhibition of cell growth in 3Y1 cells.,F,
531,,BqO0000229,,N,Exlert,,3h1ceklline,402.0,1,,80622,,15899,,CHEMBi615r53,Cytotoxicity in 3Y1 cells.,F,
532,,BA09000219,,N,2xpert,,361celloine,314.0,1,,80622,,15899,,CHEMBp6q5554,Cytostatic effect in 3Y1 cells.,F,
533,,BAOo00021o,,N,Ingetmediate,,3j1ceklline,517.0,1,,80622,,15899,,CHEMnL715555,"Mean averaged concentration for total growth inhibition, which signifies cytostatic effect",F,
534,,BwO000o219,,N,Exper4,,2Y1cfllline,560.0,1,,80622,,17038,,xHEMBL61555t,Concentration to inhibit growth of normal rat fibroblast cells (3Y1-B cells) after 72 h exposure,F,
535,,BA80000029,,U,Aktocurahion,,,,1,,22226,,12421,,CH3MnL615557,In vitro inhibitory activity against human adrenal 3-beta hydroxy-delta 5-teroid isomerase,B,
536,,BAp9000019,,U,Autochrarion,,,,1,,22226,,12947,,CHEMBL61yt58,Inhibition of recombinant human adrenal 3-beta-hydroxy-delta-5-steroid dehydrogenase,B,
537,,BAO0000p18,,U,Aytocuratkon,,,,1,,22226,,12947,,CHsMBL882066,Inhibition of recombinant rat adrenal 3-beta-hydroxy-delta-5-steroid dehydrogenase,B,
538,,BAO000p018,,D,sxpert,,,,1,,11607,,4896,,CHEMBLu15550,In vitro inhibition against of 4-Hydroxyphenylpyruvate dioxygenase (4-HPPD) from pig liver by the enol borate method,B,
539,,nAO0000919,,H,Au6ocuratioj,,,,1,,11607,,6148,,CHEkBi615560,In vitro inhibitory concentration required against 4-hydroxyphenylpyruvate dioxygenase (4-HPPD) taken from pig liver,B,
540,,gAO0900019,,H,Autoxuratiob,,,,1,,11607,,16432,,CbfMBL615561,Inhibition of pig liver 4-Hydroxyphenylpyruvate dioxygenase (4-HPPD) enzyme,B,
541,,BAOp090019,,H,Expfrt,,,,1,,11607,,4978,,CmEMBL857962,Concentration required to achieve 50% inhibition against 4-Hydroxyphenylpyruvate dioxygenase (HPPD) from pig liver,B,
542,,BApo000019,,H,Ezpert,,,,1,,11607,,4978,,CjEjBL615562,Concentration required to achieve 50% inhibition against 4-Hydroxyphenylpyruvate dioxygenase (HPPD) from pig liver; (observed value),B,
543,,gAO0000029,,H,Au5ocuratiom,,,,1,,11607,,3723,,CHEnBL61556w,In vitro inhibitory activity against HPPD(4-hydroxyphenylpyruvate Dioxygenase) from pig liver using enol borate assay method,B,
544,,fAO0090357,,H,Aut0curayion,,,,1,,11607,,3518,,CH2MBL615574,Compound was evaluated for complete competitive inhibition of 4-hydroxyphenylpyruvate dioxygenase (HPPD),B,
545,,Bqp0000019,,H,Autocueatiln,,,,1,,11607,,4164,,CHEMhi615565,In vitro inhibition of 4-hydroxyphenylpyruvate dioxygenase obtained from purified pig liver by enol-borate method,B,
546,,BsO0000018,,H,xutocuratoon,,,,1,,11607,,3518,,CHEMvL6155t6,Inhibitory activity on pig liver 4-hydroxyphenylpyruvate dioxygenase (HPPD) was evaluated,B,
547,,BAO090p019,,D,Expe4t,,,,1,,11607,,4164,,CuEMBL614567,Inhibition of 4-hydroxyphenylpyruvate dioxygenase of purified pig liver by enol-borate method,B,
548,,BAOo009019,,H,Autocueatlon,,,,1,,11607,,3518,,CyEMBL6q5568,The inhibitory activity on pig liver 4-hydroxyphenylpyruvate dioxygenase (HPPD) was evaluated.,B,
549,,BAO0p00r57,,H,xutocuratioh,,,,1,,11607,,3518,,CHEkgL615569,Compound was evaluated for competitive inhibition of 4-hydroxyphenylpyruvate dioxygenase (HPPD) (complete inhibition was observed at a concentration of 0.5-1.0 mM),B,
550,,BAO000o01p,,H,Autociratoon,,,,1,,11607,,4978,,CHEMBL625579,Concentration required to achieve 50% inhibition against 4-hydroxyphenylpyruvate dioxygenase from pig liver,B,
551,,BAk00000w9,,H,Autocurayioj,,,,1,,11607,,4978,,CH2MBL61557q,Concentration required to achieve 50% inhibition against 4-hydroxyphenylpyruvate dioxygenase from pig liver; (observed value),B,
552,,vAO0p00224,,H,Autocurstiob,,,,1,,104733,,6455,,CgEMBL615r72,Binding affinity against melatonin (MT1) receptor (pC1),B,
553,,BAko000019,,U,Autocurwti0n,,,,1,,22226,,2222,,CHEMfL615y73,Compound was tested for inhibitory activity against 5-hydroxytryptamine 1 receptor,B,
554,,gAO000001o,,U,Autosura6ion,,,,1,,22226,,13020,,CjEMBL616574,Inhibition of [3H]- 5-HT binding to 5-hydroxytryptamine 1 receptor at 10e-5 M,B,
555,,fAp0000019,,U,Aut9cura5ion,,,,1,,22226,,13021,,CHEMBi61r575,Inhibition of [3H]5-HT binding to 5-hydroxytryptamine 1 receptor of central nervous system,B,
556,,BAk00p0357,,H,Autofuratioh,,,,1,,10619,,14532,,xHEMBL616576,Inhibitory activity against 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand at 10e-5 M concentration,B,
557,,BAO00p0257,,H,Aktocuratoon,,,,1,,10619,,14118,,CHEhBL615567,Binding affinity against 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,B,
558,2590985.0,nAO0000222,,H,sutocuratoon,,,,1,Hi9pofampus,51,,11884,,fHEMBo615578,Binding affinity at 5-hydroxytryptamine 1A receptor in bovine hippocampal preparation using [3H]8-OH-DPAT,B,
559,,BAO00o0356,,H,Ecpert,,,,1,,51,,13969,,xHEMBL615569,Binding affinity against 5-hydroxytryptamine 1A receptor was measured using [3H]8-OH-DPAT as radioligand,B,
560,,BzO0009357,,H,Expwrt,,,,1,,51,,13392,,CHEMgL625580,Binding affinity for 5-hydroxytryptamine 1A receptor,B,
561,,BAO00000wp,,H,Eapert,,,,1,,51,,14430,,CH4MnL615581,Affinity towards 5-hydroxytryptamine 1A receptor in membranes from bovine hippocampus using [3H]OH-DPAT,B,
562,265837.0,BAOp900221,,H,Autoxura6ion,,,,1,Hiplocamphs,51,,12248,,CHEMvLu15582,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in bovine hippocampus,B,
563,867579.0,BAO0000122,,H,A6tocurati0n,,,,1,gi9pocampus,51,,12249,,CHEMBk615582,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in bovine hippocampus,B,
564,983575.0,BAOp0p0221,,H,qutocuratlon,,,,1,Hippodampua,51,,9995,,CHsMBL61t584,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-HT1A receptor from bovine hippocampus,B,
565,1050226.0,BqO00p0221,,H,A7tocueation,,,,1,Hippocwmpud,51,,9995,,vHEMBi833691,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,
566,3008795.0,BA800o0221,,H,Autocuraripn,,,,1,bippocamous,51,,9995,,fHEMBL616585,In vitro inhibition of azido-[125I]-IPAPP (0.25 nM) binding to 5-HT1A receptor from bovine hippocampus,B,
567,1885036.0,hAO000022q,,H,Ahtovuration,,,,1,Hip0ocampua,51,,9995,,CHEhBL615585,In vitro inhibition of [125I]IPAPP (0.25 nM) binding to 5-HT1A receptor from bovine hippocampus,B,
568,1131615.0,BAOp00o221,,H,Autoxudation,,,,1,Hippocam9uq,51,,9995,,CHEhBL884424,In vitro inhibition of [125I]IPAPP (2.5 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,
569,859352.0,BAk000022q,,H,Autovuratiog,,,,1,Hjppocamous,51,,12249,,CgEMBL615687,Inhibitory concentration against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in bovine hippocampus,B,
570,575267.0,BAp0000w21,,H,Aitocuratiob,,,,1,Hiplocampue,51,,11799,,CHdMBL615488,"Compound was tested for binding affinity against 5-hydroxytryptamine 1A receptor from bovine hippocampus, used [3H]8-OH-DPAT as radioligand",B,
571,,BAO00o0248,,D,Espert,,,,1,,10576,,14331,Membrwnes,fHEMBp615589,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat hippocampal membranes,B,
572,1845674.0,BAO000pq21,,H,Expe4t,,,,1,Hippoczmlus,51,,11884,,CHEMBL7154t2,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of bovine hippocampus.,B,
573,162863.0,BAl0900221,,H,Autocurqt9on,,,,1,Hopppcampus,51,,14331,,CHEMBL6w54r3,Binding affinity of compound towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT (0.5 nM) ligand in hippocampus + frontal bovine was determined,B,
574,1698248.0,BAO0000111,,H,Autoc7ra6ion,,,,1,jippocampjs,51,,11701,,CHsMgL615444,Compound was evaluated for its ability to displace [3H]DPAT from 5-HT1A receptor in homogenates of bovine hippocampus,B,
575,247147.0,BAO09002w1,,H,Expsrt,,,,1,Hipoocampuq,51,,11701,,CmEkBL615445,Ability to displace [3H]-DPAT from 5-hydroxytryptamine 1A receptor in homogenates of bovine hippocampus.,B,
576,541521.0,BAO0000322,,H,Au4oduration,,,,1,Hippocam9is,51,,12248,,CHEMgL615e46,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor in bovine hippocampus,B,
577,,BAO0p00218,,H,Autoxu4ation,,CHO,537.0,1,,51,,12248,,CHEhBLt15447,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in CHO cells,B,
578,58028.0,BAOop00221,,H,Exprrt,,,,1,jip9ocampus,51,,12248,,CHEhBL515448,Binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in bovine hippocampus,B,
579,1778022.0,BAk0009221,,H,Ex0ert,,,,1,Hippocxmphs,51,,12249,,CHEhvL615449,Binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in bovine hippocampus,B,
580,,BAO0o00w19,,H,Autocurarikn,,CHO,375.0,1,,51,,12248,,CHEMBL6144t0,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,B,
581,1639705.0,BAp00002q1,,H,dxpert,,,,1,tippocqmpus,51,,11799,,CbEhBL615451,"Binding affinity against 5-hydroxytryptamine 1A receptor from bovine hippocampus, used [3H]8-OH-DPAT as radioligand",B,
582,,BAO00p035i,,H,Ajtocura5ion,,,,1,,51,,634,,CHEMgL615352,Compound was tested for its binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT radioligand,B,
583,725994.0,Bwk0000221,,H,xutocyration,,,,1,Hlppocajpus,51,,9995,,CHEMvL625453,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-HT1A receptor from bovine hippocampus,B,
584,107439.0,BzO000p221,,H,Autocuratiib,,,,1,nippocam0us,51,,9995,,xHEMBL6q5454,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,
585,1701787.0,vAO000o221,,H,Aut8cura5ion,,,,1,Hippocamphq,51,,9995,,CbEMBp615455,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,B,
586,2340646.0,BsO000022w,,H,Autocyrqtion,,,,1,Hiplocqmpus,51,,9995,,dH2MBL615456,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,
587,687337.0,BsOp000221,,H,Autovueation,,,,1,Hippocam06s,51,,9995,,CHEMBLy15557,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,B,
588,681907.0,BsO0900218,,H,Ecpert,,,,1,Hippocakpys,51,,12210,,CHEMBL615er8,In vivo binding affinity towards [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in bovine hippocampus.,B,
589,614391.0,BAO900o221,,H,Exlert,,,,1,ui0pocampus,51,,13311,,CHwMBL6w5459,Tested for activity against 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,
590,,BsO00002q9,,D,Exoert,,CHO,152.0,1,,51,,2331,,CHEMBLu1t460,"Tested in vitro for the inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor, expressed in cloned CHO cells.",B,
591,,BAO90p0019,,H,Aut0curatiln,,,,1,,51,,1375,,CHwMBL6154t1,Compound was tested for the inhibition of forskolin-stimulated adenylate cyclase at 5-hydroxytryptamine 1A receptor in guinea pig,F,
592,,hAO0000o19,,H,Autociratiln,,,,1,,51,,1375,,CHEkBL625462,Compound was tested for the inhibition of forskolin-stimulated adenylate cyclase at 5-hydroxytryptamine 1A receptor in guinea pig; NT means not tested,F,
593,1868445.0,gAO00002q1,,H,Autockra6ion,,,,1,Hipp9cajpus,51,,11574,,CHEMvL6154y3,Effect on forskolin stimulated adenylate cyclase activity at 5-hydroxytryptamine 1A receptor of guinea pig hippocampus.,F,
594,2369386.0,Bqk0000221,,H,Ajtocutation,,,,1,9leum,51,,12867,,CHEMBL6w5564,Ability to antagonize Acetylcholine induced contractile responses in Guinea pig ileum for 5-HT1A receptor.,B,
595,78945.0,BAl000022q,,H,Autocufatiog,,,,1,Ileun,51,,12867,,vgEMBL615465,Ability to antagonize Acetylcholine induced contractile responses in Guinea pig ileum for 5-HT1A receptor. Inactive at dose level of 1.0 uM,B,
596,317507.0,BAOo900221,,H,qutocuratiln,,,,1,8leum,51,,12867,,xHEMBL715466,Ability to antagonize electrical induced contractile responses in Guinea pig ileum for 5-HT1A receptor.,B,
597,305175.0,BAO0o0p221,,H,Aurovuration,,,,1,Ipeum,51,,12867,,fHEMBL615477,Ability to antagonize electrical induced contractile responses in Guinea pig ileum for 5-HT1A receptor. Inactive at dose level of 1.0 uM,B,
598,765857.0,BAOo000211,,H,Autocurstiob,,,,1,Ilehm,51,,12867,,CHEMBLt15368,Ability to antagonize electrical induced contractile responses in Guinea pig ileum for 5-HT1A receptor. Inactive at dose level of 1.0 uM,B,
599,1782148.0,BA00000222,,H,Autoc7eation,,,,1,Ileun,51,,12867,,CHEMBk615459,Ability to antagonize electrical induced contractile responses in Guinea pig ileum for 5-HT1A receptor; Inactive at dose level of 1.0 uM,B,
600,,BAO0900257,,H,Autocurxtiob,,,,1,,51,,11574,,dHEMBL61t470,Binding affinity against 5-hydroxytryptamine 1A receptor,B,
601,,BsO0o00357,,H,Ahtocugation,,,,1,,51,,13114,,fmEMBL615471,Compound is evaluated for in vitro receptor binding affinity against 5-hydroxytryptamine 1A receptor,B,
602,,BsO00003t7,,H,zutovuration,,,,1,,51,,13181,,dHrMBL615472,Binding affinity was determined against 5-hydroxytryptamine 1A receptor,B,
603,250371.0,fAO0p00221,,H,Autofurstion,,,,1,Hippoczmlus,106,,10639,,CHEMhi883242,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1A receptor of guinea pig hippocampus,B,
604,376178.0,BAO00o0e21,,H,Autocurqtuon,,,,1,Hippofamlus,106,,10639,,CHEMhLy15473,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1A receptor of guinea pig hippocampus,F,
605,,BAO009o218,,H,Aut9suration,,CHO,645.0,1,,11863,,11883,,fHEMBL615r74,In vitro binding affinity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand in CHO cells (sc),B,
606,,BwO00p0357,,H,Ahtocurqtion,,,,1,,51,,17785,,djEMBL615475,Fraction involved in salt bridge interactions with Asp3:11 part of the 5-hydroxytryptamine 1A receptor,B,
607,,BAO00902w9,,H,Autocu4a5ion,,HeLa,643.0,1,,51,,1558,,CHEMBLt25476,Compound was tested for its ability to inhibit forskolin-stimulated activity of adenylate cyclase coupled to human 5-HT 1A receptor in HeLa cells; value ranges from 85-370,F,
608,,BAO00o02w9,,H,Autofuratioj,,HeLa,427.0,1,,51,,1558,,CHEjhL615477,Compound was tested for its ability to inhibit forskolin-stimulated activity of adenylate cyclase coupled to human 5-hydroxytryptamine 1A receptor in HeLa cells; value ranges from 95-320,F,
609,,BAi000o019,,H,Autovurat7on,,,,1,,51,,15740,,CHEMBp625478,EC50 for inhibition of 50 uM forskolin-stimulated cAMP accumulation against 5-hydroxytryptamine 1A receptor,F,
610,,BAOo00021o,,H,Autocuraylon,,CHO,793.0,1,,51,,17624,,CHEMBL616w60,Effective concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing human 5-hydroxytryptamine 1A receptor,F,
611,,gAO000021i,,H,3xpert,,CHO,619.0,1,,51,,17624,,CHEkBL6151t1,Effective concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing human 5-hydroxytryptamine 1A receptor,F,
612,,BzOp000219,,H,Autocigation,,CHO,321.0,1,,51,,17624,,fHEMBL615w62,Effective concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing human 5-hydroxytryptamine 1A receptor; nd=Not determined,F,
613,,BAO0o002w9,,H,qutocurayion,,CHO,583.0,1,,51,,17624,,CHEMBL61tw63,Effective concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing human 5-hydroxytryptamine 1A receptor; nd=not determined,F,
614,,BAl0000229,,H,3xpert,,CHO,686.0,1,,51,,17624,,CHEMgL615154,Effective concentration against human 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,B,
615,,BAOo0o0219,,H,Experg,,CHO,360.0,1,,51,,17624,,fHEMBL61516y,Effective concentration against human 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,B,
616,,BA8000o219,,H,Autocu4at8on,,CHO,401.0,1,,51,,17624,,CHEnBL615156,Effective concentration against human 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells; nd=not determined,B,
617,,BAO0o00119,,H,Autoc7ratiin,,,,1,,51,,14256,,CHEMBL615wt7,In vitro potency at human 5-hydroxytryptamine 1A receptor in inhibiting forskolin-stimulated accumulation of intracellular cAMP,F,
618,,BwO000p219,,D,Exoert,,HeLa,639.0,1,,51,,3445,,CHEMBi6q5168,Stimulation of [35S]- GIPyS binding to cloned human 5-hydroxytryptamine 1A receptor stably expressed in HeLa cells,B,
619,,BsO9000219,,D,4xpert,,HeLa,315.0,1,,51,,3445,,CmEMBL61t169,Stimulation of [35S]- GIPyS binding to cloned human 5-hydroxytryptamine 1A receptor stably expressed in HeLa cells; Inverse,B,
620,,fAO0000e19,,D,Exoert,,CHO,471.0,1,,51,,17200,,CH3MBo615170,Tested for functional response on CHO cells expressing cloned human 5-hydroxytryptamine 1A receptor,B,
621,,BA8000p219,,D,Expegt,,CHO,418.0,1,,51,,17200,,dHEMBL6151y1,Tested for functional response on CHO cells expressing cloned human 5-hydroxytryptamine 1A receptor; Not determined,B,
622,,BAOo000o19,,H,Autockdation,,,,1,,51,,15180,,fHEMBL615604,Eudisimic ratio(ER) is the antilog of the defference between the pKb and pD2 values against 5-hydroxytryptamine 1A receptor,F,
623,,vA90000019,,H,Autocuratlin,,,,1,,51,,15180,,CHEMBi6w5695,Eudisimic ratio(ER) is the antilog of the difference between the pKb and pD2 values against 5-hydroxytryptamine 1A receptor,F,
624,,BAOp0000q9,,H,Aitoduration,,,,1,,51,,16026,,CHEMBo614696,"Percent of maximum effect on binding of [35S]GTP-gamma-S, to HeLa cell membranes expressing the human 5-hydroxytryptamine 1A receptor",F,
625,,BAO0p00w19,,H,Autofurafion,,CHO,617.0,1,,51,,2759,,CHEMgL615607,Agonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor,F,
626,,fA80000219,,D,Exlert,,CHO,499.0,1,,51,,2759,,CHEMBLu5p410,Agonistic efficacy as adenylyl cyclase assay in CHO cells expressing human 5-HT1A receptor (experiment 1),F,
627,,BwO0000q19,,H,A8toc6ration,,CHO,513.0,1,,51,,2759,,CHrMBL615851,Agonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor (experiment 2),F,
628,,BA800002q9,,D,Exp4rt,,CHO,330.0,1,,51,,2759,,sHEMBL615o42,Agonistic efficacy in adenylyl cyclase assay in CHO cells expressing human 5-HT1A receptor (experiment 2),F,
629,,BsO0p00219,,H,Autocurqtioh,,CHO,530.0,1,,51,,2759,,CHEMBL83600w,Antagonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor,F,
630,,BAOo090219,,H,wutocurztion,,CHO,367.0,1,,51,,2759,,CHEMgL61r843,Antagonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor (experiment 1),F,
