assay_id,confidence_score,src_assay_id,bao_format,curated_by,tissue_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain
3689,9,,BAO_0000357,Expert,,3555,Binding affinity against 5-hydroxytryptamine 7 receptor,B,,,Homo sapiens,9606.0,
3690,8,,BAO_0000219,Expert,,6588,Binding affinity towards human 5-hydroxytryptamine 7 receptor by the displacement of [3H]-5-HT radioligand from the cloned receptor expressed in CHO cells,B,,,,,
3691,8,,BAO_0000357,Autocuration,,15463,Binding affinity towards recombinant human 5-hydroxytryptamine 7 receptor was determined using [3H]LSD as radioligand,B,,,,,
3692,8,,BAO_0000357,Autocuration,,6013,Binding affinity towards 5-hydroxytryptamine 7 receptor,B,,,,,
3693,8,,BAO_0000357,Autocuration,,16209,Binding affinity towards human 5-hydroxytryptamine 7 receptor using [3H]5-HT as radioligand,B,,,,,
3694,8,,BAO_0000357,Autocuration,,3935,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 7 receptor,B,,,,,
3695,8,,BAO_0000357,Autocuration,,15818,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 7 receptor,B,,,,,
3696,8,,BAO_0000219,Expert,,5014,Binding affinity towards human 5-hydroxytryptamine 7 receptor on HEK293 cells using radioligand [3H]LSD,B,,,,,
3697,8,,BAO_0000019,Expert,,16441,Tested on cell membranes from transfected cells selectively expressing human 5-hydroxytryptamine 7 receptor incubated with 1 nM [3H]LSD,B,,,,,
3698,8,,BAO_0000019,Expert,,16441,Tested on cell membranes from transfected cells selectively expressing human 5-hydroxytryptamine 7 receptor incubated with 1 nM [3H]LSD; ND is No Data.,B,,,,,
3699,9,,BAO_0000357,Expert,,4234,In vitro binding affinity to human 5-hydroxytryptamine 7 receptor,B,,,Homo sapiens,9606.0,
3700,8,,BAO_0000019,Autocuration,,17085,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 7 receptor,B,,,,,
3701,8,,BAO_0000357,Autocuration,,17200,Inhibitory constant against human 5-hydroxytryptamine 7 receptor using [3H]LSD radioligand,B,,,,,
3702,8,,BAO_0000219,Autocuration,,17451,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 7 receptor expressed in CHO cells using [3H]-LSD as radioligand; Not determined,B,,,,,
3703,8,,BAO_0000019,Autocuration,,17085,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 7 receptor; ND means not determined,B,,,,,
3704,8,,BAO_0000357,Autocuration,,5104,Binding affinity for human cloned 5-hydroxytryptamine 7 receptor,B,,,,,
3705,8,,BAO_0000357,Autocuration,,5104,Binding affinity for human cloned 5-hydroxytryptamine 7 receptor; Not tested,B,,,,,
3706,9,,BAO_0000219,Expert,,5033,Ability to displace the radioligand [3H]5-carboxyamidotryptamine ([3H]5-CT) from human 5-hydroxytryptamine 7 receptor expressed in COS-7 cells,B,,,Homo sapiens,9606.0,
3707,8,,BAO_0000219,Autocuration,,5486,Ability to displace the radioligand [3H]5-carboximidotryptamine ([3H]-5-CT) from cloned human 5-hydroxytryptamine 7 receptor expressed in COS-7 cells,B,,,,,
3708,9,,BAO_0000219,Expert,,4540,Binding affinity to human cloned 5-hydroxytryptamine 7 receptor in HEK 293 cells using [3H]-5-CT as radioligand,B,,,Homo sapiens,9606.0,
3709,8,,BAO_0000357,Expert,,6166,Binding affinity at human cloned 5-hydroxytryptamine 7 receptor.,B,,,,,
3710,8,,BAO_0000219,Expert,,17342,Binding affinity towards cloned human 5-hydroxytryptamine 7 receptor was determined in HEK293 cells using [3H]5-CT as radioligand,B,,,,,
3711,8,,BAO_0000357,Expert,,17342,Binding affinity towards human recombinant 5-hydroxytryptamine 7 receptor was determined using [3H]5-CT as radioligand,B,,,,,
3712,8,,BAO_0000357,Autocuration,,17296,Binding affinity against 5-hydroxytryptamine 7 human receptors,B,,,,,
3713,8,,BAO_0000219,Expert,,16429,Binding affinity to human recombinant 5-hydroxytryptamine 7 receptor in mammalian cells using [3H]5-CT as radioligand,B,,,,,
3714,8,,BAO_0000219,Autocuration,,15779,Binding affinity toward 5-hydroxytryptamine 7 receptor (human cloned receptor) in HEK 293 cells using [3H]-5-CT as radioligand.,B,,,,,
3715,8,,BAO_0000219,Autocuration,,15779,Binding affinity towards 5-hydroxytryptamine 7 receptor (a) (human cloned receptor) in HEK 293 cells using [3H]5-CT as radioligand.,B,,,,,
3716,8,,BAO_0000219,Autocuration,,15779,Binding affinity towards 5-hydroxytryptamine 7 receptor (human cloned receptor) in HEK 293 cells using [3H]5-CT as radioligand.,B,,,,,
3717,8,,BAO_0000219,Autocuration,,15779,Binding affinity towards 5-hydroxytryptamine 7 receptor (human cloned receptor) in HEK 293 cells using [3H]5-CT as radioligand.,B,,,,,
3718,8,,BAO_0000219,Autocuration,,15779,Binding affinity towards 5-hydroxytryptamine 7 receptor 7(a) (human cloned receptor in HEK 293 cells using [3H]5-CT as radioligand.,B,,,,,
3719,8,,BAO_0000219,Autocuration,,17451,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 7 receptor expressed in CHO cells using [3H]LSD as radioligand,B,,,,,
3720,8,,BAO_0000219,Autocuration,,4199,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 7 receptor in HEK 293 cells using [3H]5-CT as the radioligand (n=3),B,,,,,
3721,9,,BAO_0000219,Expert,,4199,Displacement of [3H]-5-CT from human 5-hydroxytryptamine 7 receptor expressed in HEK-293 cells,B,,,,,
3722,8,,BAO_0000219,Autocuration,,4199,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 7 receptor in HEK 293 cells using [3H]5-CT as the radioligand(n=6),B,,,,,
3723,9,,BAO_0000219,Intermediate,,3680,Binding affinity towards cloned human 5-hydroxytryptamine 7 receptor in HEK 293 cells,B,,,,,
3724,9,,BAO_0000357,Intermediate,,3680,Binding affinity towards human recombinant 5-hydroxytryptamine 7 receptor using [3H]5-CT as radioligand,B,,,,,
3725,8,,BAO_0000219,Autocuration,,15316,Compound was evaluated for its ability to displace [3H]5-CT binding from cloned human 5-hydroxytryptamine 7 receptor expressed in COS-7 cells.,B,,,,,
3726,8,,BAO_0000219,Autocuration,,15146,Compound was tested for its binding affinity against human cloned 5-hydroxytryptamine 7 receptor in HEK 293 cells using [3H]5-CT,B,,,,,
3727,8,,BAO_0000219,Expert,,5213,Binding affinity for human cloned 5-hydroxytryptamine 7 receptor in HEK 293 using [3H]5-CT as a radioligand,B,,,,,
3728,8,,BAO_0000219,Autocuration,,5213,Compound was tested for its binding affinity in 5-hydroxytryptamine 7 receptor (using human cloned receptors in HEK 293 and [3H]5-CT as a radioligand ),B,,,,,
3729,9,,BAO_0000219,Expert,,14818,Binding affinity towards cloned human 5-hydroxytryptamine 7 receptor expressed in HEK 293 cells using [3H]5-CT,B,,,Homo sapiens,9606.0,
3730,8,,BAO_0000219,Autocuration,,14818,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 7 receptor expressed in HEK 293 cells using [3H]5-CT. ,B,,,,,
3731,8,,BAO_0000219,Autocuration,,14818,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 7 receptor in HEK 293 cells using [3H]5-CT.,B,,,,,
3732,8,,BAO_0000219,Autocuration,,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 7 receptor in HEK293 cells, using [3H]5-CT as radioligand",B,,,,,
3733,9,,BAO_0000357,Autocuration,,17200,Inhibitory constant against human 5-hydroxytryptamine 7 receptor using [3H]-LSD radioligand; Not determined,B,,,Homo sapiens,9606.0,
3734,9,,BAO_0000357,Expert,,17066,Binding affinity towards mouse 5-hydroxytryptamine 7 receptor was evaluated using [3H]5-HT as radioligand,B,,,Mus musculus,10090.0,
3735,8,,BAO_0000019,Autocuration,,14025,The dissociation equilibrium constant (pKB=-log KB) of compound was determined against the vascular 5-hydroxytryptamine 7 receptor in the endothelium denuded rabbit jugular vein.,B,,,Oryctolagus cuniculus,9986.0,
3736,8,,BAO_0000219,Autocuration,,15250,Compound was tested for the displacement of [3H]5-HT binding to cloned rat 5-hydroxytryptamine 7 receptor stably expressed in CHO cells,B,,,,,
3737,8,,BAO_0000219,Autocuration,,16372,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors at a concentration of 10000 nM,B,,,,,
3738,8,,BAO_0000219,Autocuration,,16372,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors at a concentration of 100 nM,B,,,,,
3739,8,,BAO_0000219,Autocuration,,16372,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors at a concentration of 1 nM,B,,,,,
3740,8,,BAO_0000219,Autocuration,,16372,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors by 10000 nM 5-HT.,B,,,,,
3741,8,,BAO_0000219,Autocuration,,16372,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors by 100 nM 5-HT.,B,,,,,
3742,8,,BAO_0000219,Autocuration,,16372,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors by 1 nM 5-HT,B,,,,,
3743,8,,BAO_0000219,Autocuration,,16372,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors at a concentration of 10000 nM,B,,,,,
3744,8,,BAO_0000219,Autocuration,,16372,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors at a concentration of 100 nM,B,,,,,
3745,8,,BAO_0000219,Autocuration,,16372,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors at a concentration of 1 nM,B,,,,,
3746,8,,BAO_0000219,Autocuration,,16372,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors by 10000 nM 5-HT.,B,,,,,
3747,8,,BAO_0000219,Autocuration,,16372,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors by 100 nM 5-HT.,B,,,,,
3748,8,,BAO_0000219,Autocuration,,16372,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors by 1 nM 5-HT.,B,,,,,
3749,8,,BAO_0000357,Expert,,17066,Binding affinity towards rat 5-hydroxytryptamine 7 receptor,B,,,,,
3750,9,,BAO_0000357,Expert,,17066,Binding affinity towards rat 5-hydroxytryptamine 7 receptor was evaluated using [3H]5-HT as radioligand,B,,,Rattus norvegicus,10116.0,
3751,8,,BAO_0000357,Expert,,17386,Binding affinity to the rat 5-hydroxytryptamine 7 receptor,B,,,,,
3752,8,,BAO_0000019,Autocuration,,14423,Binding affinity against 5-hydroxytryptamine 7 receptor using from CHO cell membranes [3H]5-HT as the radioligand.,B,,,,,
3753,9,,BAO_0000357,Expert,,15874,Binding affinity against Rat 5-hydroxytryptamine 7 receptor using [3H]5-HT,B,,,Rattus norvegicus,10116.0,
3754,9,,BAO_0000357,Expert,,15874,Displacement of [3H]5-HT from over-expressed rat 5-hydroxytryptamine 7 receptor,B,,,Rattus norvegicus,10116.0,
3755,9,,BAO_0000219,Expert,,16372,Displacement of [3H]5-HT from rat 5-hydroxytryptamine 7 receptor expressed in CHO cells,B,,,Rattus norvegicus,10116.0,
3756,8,,BAO_0000357,Autocuration,,4622,In vitro binding affinity towards cloned rat 5-hydroxytryptamine 7 receptor using [3H]5-HT as radioligand,B,,,,,
3757,8,,BAO_0000357,Autocuration,,15086,The compound was tested for binding affinity against 5-hydroxytryptamine 7 receptor,B,,,,,
3758,8,,BAO_0000219,Autocuration,,16372,"Effect of compound on stimulation of cAMP production in CHO cells expressing rat 5-HT7 receptors at 1, 10, 100 1000 and 10000 nM conc; Not tested",B,,,,,
3759,8,,BAO_0000219,Autocuration,,16372,"Effect of compound on stimulation of cAMP production in CHO cells expressing rat 5-HT7 receptors at 1, 10, 100 1000 and 10000 nM conc; not tested",B,,,,,
3760,8,,BAO_0000219,Autocuration,,16372,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors at a concentration of 1 nM; not tested,B,,,,,
3761,8,,BAO_0000219,Autocuration,,16372,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors by 1 nM 5-HT; Not tested,B,,,,,
3762,8,,BAO_0000221,Autocuration,2116.0,17386,Maximal relaxation effect induced by 3 uM compound on substance P stimulated guinea pig ileum with 5-hydroxytryptamine 7 receptor desensitization,F,,,,,
3763,8,,BAO_0000221,Autocuration,2116.0,17386,Maximal relaxation effect induced by 3 uM compound on substance P stimulated guinea pig ileum with 5-hydroxytryptamine 7 receptor nondesensitization,F,,,,,
3764,8,,BAO_0000221,Autocuration,2116.0,17386,Maximal relaxation effect induced by 3 uM compound on substance P stimulated guinea pig ileum with 5-hydroxytryptamine receptor desensitization,F,,,,,
3765,9,,BAO_0000249,Expert,,5831,Inhibition of [3H]-5-CT binding to 5-hydroxytryptamine 7 receptor of rat cortical membranes,B,,,Rattus norvegicus,10116.0,
3766,8,,BAO_0000357,Autocuration,,4342,Binding affinity of compound towards serotonin 5-hydroxytryptamine 7 receptor was determined,B,,,,,
3767,8,,BAO_0000357,Expert,,17319,Binding affinity at rat 5-hydroxytryptamine 7 receptor.,B,,,,,
3768,8,,BAO_0000019,Expert,1898.0,17342,Binding affinity towards 5-hydroxytryptamine receptor 7 on rat hypothalamus membranes using [3H]5-CT as radioligand.,B,,,,,
3769,8,,BAO_0000357,Autocuration,,17342,Binding affinity towards cloned rat 5-hydroxytryptamine 7 receptor was determined using [3H]5-HT as radioligand,B,,,,,
3770,8,,BAO_0000249,Expert,1898.0,3680,Binding affinity against 5-hydroxytryptamine 7 receptor using [3H]-5-CT in rat hypothalamus membranes,B,,,,,
3771,8,,BAO_0000357,Expert,,3680,Binding affinity towards 5-hydroxytryptamine 7 receptor,B,,,,,
3772,9,,BAO_0000219,Expert,,17319,Agonistic activity against rat 5-HT7 adenyl cyclase expressed by HEK293 cells,F,,,Rattus norvegicus,10116.0,
3773,9,,BAO_0000219,Expert,,17319,Agonistic activity against rat 5-HT7 adenyl cyclase expressed in HEK293 cells; Active,F,,,Rattus norvegicus,10116.0,
3774,9,,BAO_0000219,Autocuration,,17319,Agonistic activity against rat 5-HT7-adenyl cyclase expressed by HEK293 cells; Active,F,,,Rattus norvegicus,10116.0,
3775,8,,BAO_0000357,Expert,,4820,Binding affinity towards 5-hydroxytryptamine 7 receptor,B,,,,,
3776,8,,BAO_0000357,Autocuration,,4639,Percentage of displacement at 5-hydroxytryptamine 7 receptor at 10e-8 M,B,,,,,
3777,8,,BAO_0000357,Autocuration,,6011,Inhibition of binding towards 5-hydroxytryptamine 7 receptor at 100 nM concentration,B,,,,,
3778,9,,BAO_0000357,Expert,,17066,Binding affinity towards human 5-hydroxytryptamine 7 receptor,B,,,Homo sapiens,9606.0,
3779,8,,BAO_0000357,Expert,,17066,Binding affinity of compound towards rodent 5-hydroxytryptamine 7 receptor,B,,,,,
3780,8,,BAO_0000357,Autocuration,,17515,Binding affinity of compound towards serotonin 5-hydroxytryptamine 7 receptor; inactive at 10 uM,B,,,,,
3781,8,,BAO_0000357,Autocuration,,4373,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 7 receptor was determined,B,,,,,
3782,8,,BAO_0000019,Expert,,17066,Antagonistic activity towards 5-hydroxytryptamine 7 receptor was evaluated by cAMP assay,F,,,,,
3783,8,,BAO_0000357,Autocuration,,4373,Binding affinity for 5-hydroxytryptamine 7 receptor was determined,B,,,,,
3784,8,,BAO_0000357,Autocuration,,4373,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 7 receptor was determined,B,,,,,
3785,8,,BAO_0000357,Autocuration,,4687,Evaluated for the binding affinity to 5-hydroxytryptamine 7 receptor,B,,,,,
3786,8,,BAO_0000357,Expert,,17342,Non-selective inhibitory activity was determined against 5-hydroxytryptamine 7 receptor,B,,,,,
3787,8,,BAO_0000357,Autocuration,,16946,Ability to displace [125I]LSD 113808 from 5-hydroxytryptamine 7 receptor at concentration of 10e-6 M,B,,,,,
3788,8,,BAO_0000357,Autocuration,,16946,Ability to displace [125I]LSD 113808 from 5-hydroxytryptamine 7 receptor at concentration of 10e-8 M,B,,,,,
3789,8,,BAO_0000357,Autocuration,,16633,Binding affinities against 5-hydroxytryptamine 7 receptor,B,,,,,
3790,8,,BAO_0000357,Autocuration,,16633,Binding affinities towards 5-hydroxytryptamine 7 receptor,B,,,,,
3791,8,,BAO_0000357,Expert,,17066,Binding affinity towards rodent 5-hydroxytryptamine 7 receptor,B,,,,,
3792,8,,BAO_0000357,Autocuration,,16700,The binding affinity towards 5-hydroxytryptamine 7 receptor; No affinity,B,,,,,
3793,8,,BAO_0000221,Autocuration,2116.0,17386,Maximal relaxation effect induced by 3 uM compound on substance P stimulated guinea pig ileum with 5-hydroxytryptamine 7 receptor desensitization,B,,,,,
3794,8,,BAO_0000019,Autocuration,,14080,Compound was evaluated for the potency to inhibit oxidation of arachidonic acid by human recombinant 5-Lipoxygenase using a spectrophotometric assay,F,,,,,
3795,9,,BAO_0000019,Expert,,14080,Inhibition of oxidation of arachidonic acid by human 5-Lipoxygenase using spectrophotometric assay,F,,,Homo sapiens,9606.0,
3796,8,,BAO_0000357,Autocuration,,409,In vitro inhibition of human recombinant 5-lipoxygenase enzyme,B,,,,,
3797,8,,BAO_0000357,Autocuration,,409,In vitro inhibition of human recombinant lipoxygenase enzyme,B,,,,,
3798,8,,BAO_0000357,Autocuration,,409,In vitro inhibition of human recombinant lipoxygenase enzyme; No inhibition,B,,,,,
3799,8,,BAO_0000357,Expert,178.0,11090,Inhibition of 5-lipoxygenase in human whole blood.,B,,,,,
3800,8,,BAO_0000357,Expert,178.0,11090,Inhibition of 5-lipoxygenase in human whole blood.,B,,,,,
3801,8,,BAO_0000357,Autocuration,,948,Compound was tested for the inhibition of 5-lipoxygenase of human PMN stimulated by calcium ionophore A-23187 for the formation of 5-HETE,B,,,,,
3802,8,,BAO_0000357,Autocuration,,948,Compound was tested for the inhibition of 5-lipoxygenase of human PMN stimulated by calcium ionophore A-23187 for the formation of leukotriene B4 (LTB4),B,,,,,
3803,8,,BAO_0000219,Expert,,13622,In vitro 5-lipoxygenase inhibitory activity against calcium ionophore (A23187) induced LTB4 formation in human polymorphonuclear leukocytes.,F,,,,,
3804,8,,BAO_0000019,Autocuration,178.0,13622,In vitro 5-lipoxygenase inhibitory activity against calcium ionophore (A23187) induced LTB4 formation in human whole blood,F,,,,,
