assay_id,assay_type,assay_test_type,assay_tax_id,assay_strain,tid,curated_by,description,src_assay_id,chembl_id,assay_category,doc_id,assay_organism,assay_tissue,assay_cell_type,assay_subcellular_fraction,relationship_type
1757,B,,,,105,Autocuration,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT as the radioligand,,CHEMBL616543,,4199,,,CHO,,H
1758,B,,9606.0,,105,Expert,Binding affinity for human 5-hydroxytryptamine 1D receptor,,CHEMBL616544,,14875,Homo sapiens,,,,D
1759,B,,,,105,Autocuration,Compound was tested for its binding affinity against human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT,,CHEMBL616545,,15146,,,CHO,,H
1760,B,,,,105,Autocuration,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1D receptor in CHO using [3H]5-HT as a radioligand,,CHEMBL616546,,5213,,,,,H
1761,B,,,,105,Autocuration,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT.,,CHEMBL616547,,14818,,,CHO,,H
1762,B,,,,105,Autocuration,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1D receptor in CHO cells, using [3H]5-HT as radioligand",,CHEMBL616548,,4829,,,CHO,,H
1763,F,,,,105,Expert,Adenyl cyclase activity was expressed as percent forskolin response against 5-hydroxytryptamine 1D receptor at concentration 1 uM,,CHEMBL616549,,14454,,,,,H
1764,F,,,,105,Expert,Adenyl cyclase activity was expressed as percent forskolin response against 5-hydroxytryptamine 1D receptor at concentration 10 uM,,CHEMBL616550,,14454,,,,,H
1765,B,,,,108,Autocuration,Binding affinity against 5-HT2C receptor,,CHEMBL857066,,5254,,,,,H
1766,B,,,,108,Autocuration,Binding affinity against 5-hydroxytryptamine 1D receptor,,CHEMBL616551,,5254,,,,,H
1767,B,,,,10577,Autocuration,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1B receptor of rat substantia nigra,,CHEMBL616552,,10639,,,,,H
1768,F,,,,10577,Autocuration,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1B receptor of rat substantia nigra,,CHEMBL832876,,10639,,,,,H
1769,B,,,,10577,Expert,"Binding affinity for 5-hydroxytryptamine 1B receptor in rat cortex, striatum and globus pallidus",,CHEMBL616553,,12352,,,,,H
1770,B,,,,10577,Autocuration,Binding affinity towards 5-HT1B was determined,,CHEMBL616554,,9098,,,,,H
1771,B,,,,10577,Expert,Affinity towards 5-hydroxytryptamine 1B receptor in membranes from rat frontal cortex using [3H]5-HT,,CHEMBL616555,,14430,,,,,H
1772,B,,,,10577,Expert,"Binding affinity to 5-HT1B receptors using rat cortex+striatum + globus pallidus,[3H]-5-OH-tryptamine, and serotonin for NSB",,CHEMBL616556,,13657,,,,,H
1773,B,,,,10577,Autocuration,"Compound was evaluated for binding affinity on 5-HT1B receptors using rat cortex+striatum+ globus pallidus,[ 3H]-5-OH-tryptamine, and serotonin for NSB.",,CHEMBL616557,,13657,,,,,H
1774,B,,,,10577,Expert,Binding affinity towards 5-hydroxytryptamine 1B receptor in rat frontal cortex using [125I]iodocyanopindolol as radio-ligand.,,CHEMBL616558,,15854,,,,,H
1775,B,,10116.0,,10577,Expert,Inhibitory activity against 5-hydroxytryptamine 1B receptor of rat cortex using [3H]5-HT,,CHEMBL616749,,10639,Rattus norvegicus,,,,D
1776,B,,,,10577,Autocuration,Concentration necessary to achieve half maximal inhibition of [125I]- Iodocyanopindolol binding to 5-hydroxytryptamine 1B receptor at 1 uM,,CHEMBL616750,,10025,,,,,H
1777,B,,,,10577,Autocuration,"Concentration necessary to achieve half maximal inhibition of [125I]- Iodocyanopindolol, binds to 5-hydroxytryptamine 1B receptor at 1 uM",,CHEMBL616751,,10025,,,,,H
1778,B,,,,10577,Autocuration,In vitro inhibitory concentration against radioligand [3H]5-HT binding to 5-hydroxytryptamine 1B receptor in rat striatal membrane,,CHEMBL616752,,14286,,,,,H
1779,B,,,,10577,Autocuration,Inhibition of [3H]-5-HT binding to 5-hydroxytryptamine 1B receptor in rat striatum; Residual radioligand binding higher than 50%,,CHEMBL616753,,3651,,Striatum,,,H
1780,B,,10116.0,,10577,Expert,Inhibition of radiolabeled [3H]-5-HT ligand binding to 5-hydroxytryptamine 1B receptor,,CHEMBL616754,,14178,Rattus norvegicus,,,,D
1781,B,,,,10577,Autocuration,Inhibitory activity against 5-hydroxytryptamine 1B receptor of rat cortex using [3H]5-HT as the radioligand.,,CHEMBL616755,,10639,,,,,H
1782,B,,,,10577,Autocuration,Inhibitory activity against [3H]5-HT binding to 5-HT1B receptor in rat striatum,,CHEMBL616756,,13605,,Striatum,,,H
1783,B,,,,10577,Autocuration,Inhibitory concentration required against 5-hydroxytryptamine 1B receptor in rat striatum using [3H]5-HT,,CHEMBL616757,,5834,,Striatum,,,H
1784,B,,,,10577,Autocuration,compound was measured for affinity against 5-hydroxytryptamine 1B receptor labelled with [3H]5-HT radioligand in striatum tissue,,CHEMBL616758,,10922,,Striatum,,,H
1785,B,,,,10577,Autocuration,Compound at 10E-5 M was tested in vitro for the inhibition of radioligand [3H]5-HT binding to 5-hydroxytryptamine 1B receptor in rat striatal membrane,,CHEMBL616759,,14286,,,,,H
1786,B,,,,10577,Autocuration,In vitro binding affinity towards the 5-hydroxytryptamine 1B receptor at 10 e-6 M,,CHEMBL616760,,11825,,,,,H
1787,B,,,,10577,Autocuration,Ability to displace [3H]5-HT bound to 5-hydroxytryptamine 1B receptor in rat striatum,,CHEMBL616761,,14826,,Striatum,,,H
1788,B,,,,10577,Autocuration,Binding affinity against 5-HT1B serotonin receptor in rat striatum,,CHEMBL616762,,9699,,Striatum,,,H
1789,B,,,,10577,Autocuration,Binding affinity against 5-hydroxytryptamine 1B receptor in membranes of Rat cerebral cortex,,CHEMBL616763,,14423,,,,,H
1790,B,,,,10577,Expert,Binding affinity at rat 5-hydroxytryptamine 1B receptor by [3H]5-HT displacement.,,CHEMBL872909,,10062,,,,,H
1791,B,,,,10577,Autocuration,Binding affinity determined in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 1B receptor,,CHEMBL616764,,10062,,,,,H
1792,B,,10116.0,,10577,Expert,Inhibition of [3H]5-HT binding to 5-hydroxytryptamine 1B receptor,,CHEMBL616765,,12280,Rattus norvegicus,,,,D
1793,B,,,,10577,Autocuration,Binding affinity against 5-hydroxytryptamine 1B receptor of rat striatum,,CHEMBL616766,,15412,,Striatum,,,H
1794,B,,,,10577,Autocuration,Binding affinity against 5-hydroxytryptamine 1B receptor of rat striatum.,,CHEMBL616767,,15412,,Striatum,,,H
1795,B,,,,10577,Autocuration,Binding affinity in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 1B receptor,,CHEMBL616768,,10062,,,,,H
1796,B,,,,10577,Autocuration,Binding affinity towards 5-hydroxytryptamine 1B receptor using [3H]5-HT as radioligand,,CHEMBL616769,,11147,,,,,H
1797,B,,,,10577,Autocuration,Binding affinity towards 5-hydroxytryptamine 1B receptor in rat was determined using 50 uL of [125I]ICYP in binding assay,,CHEMBL616770,,9547,,,,,H
1798,B,,,,10577,Autocuration,Binding affinity was determined against 5-hydroxytryptamine 1B receptor was determined in male Sprague-Dawley rat brain.,,CHEMBL616771,,10444,,,,,H
1799,B,,,,10577,Autocuration,Binding affinity was measured on 5-hydroxytryptamine 1B receptor in rat striatum labeled with [3H]5-HT,,CHEMBL616772,,12469,,Striatum,,,H
1800,B,,,,10577,Expert,Binding affinity (Ki) to rat cortical membranes at 5-HT1B binding site by using [125 I] ICYP as a radioligand.,,CHEMBL616773,,9098,,,,,H
1801,B,,,,10577,Autocuration,Compound was evaluated for the binding affinity (Ki) to rat cortical membranes at 5-HT1B binding site by using [125 I] ICYP as a radioligand; ND is no data.,,CHEMBL616774,,9098,,,,,H
1802,B,,,,10577,Autocuration,Evaluated for binding affinity towards 5-hydroxytryptamine 1B receptor,,CHEMBL616775,,9699,,,,,H
1803,B,,,,10577,Autocuration,Inhibitory activity against 5-hydroxytryptamine 1B receptor in rat cortical membranes using [3H]5-HT as a radioligand,,CHEMBL616776,,10394,,,,,H
1804,B,,,,10577,Autocuration,The binding affinity was measured on 5-hydroxytryptamine 1B receptor using [3H]- serotonin as radioligand.,,CHEMBL616777,,12092,,,,,H
1805,B,,,,10577,Autocuration,The binding affinity towards the receptor rat 5-hydroxytryptamine 1B receptor; No affinity,,CHEMBL616778,,16700,,,,,H
1806,B,,10116.0,,10577,Expert,Binding affinity against 5-hydroxytryptamine 1B receptor in rat striatal membranes using [3H]5-HT as radioligand,,CHEMBL616779,,403,Rattus norvegicus,,,,D
1807,B,,10116.0,,10577,Expert,Binding affinity towards 5-hydroxytryptamine 1B receptor,,CHEMBL616780,,12771,Rattus norvegicus,,,,D
1808,B,,,,10577,Autocuration,The compound was tested for its binding affinity towards 5-hydroxytryptamine 1B receptor by displacing [3H]serotonin radioligand in rat cerebral cortex,,CHEMBL616781,,11642,,,,,H
1809,B,,,,10577,Autocuration,The compound was tested for their binding affinity towards 5-hydroxytryptamine 1B receptor from rat striatum using [3H]5-HT as radioligand,,CHEMBL616782,,12953,,,,,H
1810,B,,,,10577,Autocuration,The compound was tested for their binding affinity towards 5-hydroxytryptamine 1B receptor from rat striatum using [3H]5-HT as radioligand.,,CHEMBL616783,,12953,,,,,H
1811,B,,,,10577,Expert,Binding affinity for 5-hydroxytryptamine 1B receptor in rat striatum using [3H]5-HT as radioligand,,CHEMBL616784,,12953,,Striatum,,,H
1812,B,,,,10577,Autocuration,The compound was tested for their binding affinity towards 5-hydroxytryptamine 1B receptor from rat striatum using [3H]5-HT as radioligand; Nonactive at 10 uM,,CHEMBL616785,,12953,,,,,H
1813,B,,,,10577,Autocuration,Binding affinity against 5-HT1B receptor in rat brain membrane using [3H]8-OH-DPAT as a selective ligand.,,CHEMBL857067,,9737,,Brain,,,H
1814,B,,,,10577,Autocuration,Binding affinity against 5-HT1B receptor in rat frontal cortex using [3H]-5-HT in presence of 0.1 uM [3H]-8-OH-DPAT as a radioligand,,CHEMBL616786,,9737,,,,,H
1815,B,,,,10577,Autocuration,Binding affinity towards 5-HT1B receptor in rat brain membrane using [3H]8-OH-DPAT as a selective ligand.,,CHEMBL616787,,9737,,Brain,,,H
1816,B,,,,10577,Autocuration,Binding affinity towards 5-hydroxytryptamine 2C receptor of porcine choroid plexus using [3H]mesulergine,,CHEMBL616788,,12827,,,,,H
1817,B,,,,10577,Autocuration,Ability to displace the radioligand [125I](-)-iodocyanopindolol from rat striatal 5-hydroxytryptamine 1B receptor,,CHEMBL616789,,5033,,,,,H
1818,B,,10116.0,,10577,Expert,Displacement of [3H]5-HT from 5-HT1B receptor of rat frontal cortex homogenate,,CHEMBL616790,,9786,Rattus norvegicus,,,,D
1819,B,,,,10577,Expert,Binding affinity at 5-hydroxytryptamine 1B receptor,,CHEMBL616791,,13116,,,,,H
1820,B,,,,10577,Autocuration,In vitro binding affinity at 5-hydroxytryptamine 1B receptor in rat striatal muscles using [125I](-)-iodocyanopindolol as the radioligand,,CHEMBL616792,,16429,,,,,H
1821,B,,10116.0,,10577,Expert,In vitro binding affinity towards 5-hydroxytryptamine 1B receptor in rat striatal membrane with [125I]- iodocyanopindolol,,CHEMBL616793,,12409,Rattus norvegicus,,,,D
1822,B,,,,10577,Autocuration,The compound was tested for the binding affinity against 5-hydroxytryptamine 1B receptor using [3H]5-HT as radioligand,,CHEMBL616794,,15194,,,,,H
1823,B,,,,10577,Autocuration,The compound was tested for the binding affinity against 5-hydroxytryptamine 1B receptor using [3H]5-HT as radioligand.,,CHEMBL616795,,15194,,,,,H
1824,B,,,,104686,Autocuration,Binding affinity towards 5-HT2 receptor by the displacement of [3H]-ketanserin] in rat cerebral cortex,,CHEMBL616796,,5486,,,,,H
1825,B,,,,106,Autocuration,Compound was tested for binding affinity against 5-hydroxytryptamine 1B receptor,,CHEMBL616797,,4639,,,,,H
1826,B,,,,106,Autocuration,The compound was evaluated for its ability to displace [3H]5-HT from 5-hydroxytryptamine 1B receptor in cellular brain membranes,,CHEMBL616798,,386,,,,Brain membranes,H
1827,B,,,,106,Autocuration,Compound was measured for its binding affinity at 5-hydroxytryptamine 1B receptor at a concentration of 100 nM using [125I]CYP as radioligand,,CHEMBL616799,,2474,,,,,H
1828,B,,,,106,Autocuration,Inhibition of binding towards 5-hydroxytryptamine 1B receptor at 100 nM concentration,,CHEMBL616800,,6011,,,,,H
1829,B,,,,106,Autocuration,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 1B receptor,,CHEMBL616801,,5014,,,,,H
1830,B,,,,106,Autocuration,Binding affinity of compound towards serotonin 5-hydroxytryptamine 1B receptor; inactive at 10 uM,,CHEMBL616802,,17515,,,,,H
1831,B,,,,106,Autocuration,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 1B receptor was determined,,CHEMBL616803,,4373,,,,,H
1832,B,,,,106,Expert,Binding affinity towards 5-hydroxytryptamine 1B receptor by displacement of [3H]5-HT.,,CHEMBL857068,,1633,,,,,H
1833,B,,,,106,Autocuration,Compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1B receptor by displacement of [3H]ketanserin.,,CHEMBL616804,,1633,,,,,H
1834,B,,,,106,Autocuration,Binding affinity for 5-hydroxytryptamine 1B receptor was determined,,CHEMBL616805,,4373,,,,,H
1835,B,,,,106,Autocuration,Evaluated for the binding affinity to 5-hydroxytryptamine 1B receptor,,CHEMBL616806,,4687,,,,,H
1836,B,,,,106,Autocuration,Binding affinity against 5-hydroxytryptamine 1B receptor,,CHEMBL616807,,11574,,,,,H
1837,B,,,,106,Autocuration,Binding affinity for 5-hydroxytryptamine 1B receptor was determined by using [3H]5-HT as radioligand,,CHEMBL616808,,10321,,,,,H
1838,B,,,,106,Autocuration,Binding affinity towards 5-hydroxytryptamine 1B receptor using [3H]5-HT as radioligand.,,CHEMBL616809,,15527,,,,,H
1839,B,,,,106,Autocuration,Inhibitory constant against 5-hydroxytryptamine 1B receptor using with [125I]- cyanopindolol radioligand,,CHEMBL616810,,17200,,,,,H
1840,B,,,,104802,Autocuration,Binding affinity against 5-hydroxytryptamine 1B receptor - 5-hydroxytryptamine 1D receptor using [3H]5-HT as the radioligand.,,CHEMBL616811,,14423,,,,,H
1841,B,,9913.0,,108,Autocuration,Inhibitory concentration required against 5-hydroxytryptamine 1C receptor in bovine choroid plexus using [3H]mesulergine,,CHEMBL616812,,5834,Bos taurus,,,,H
1842,B,,9823.0,,108,Autocuration,Binding affinity towards 5-hydroxytryptamine 1C receptor using [3H]mesulergine as radioligand,,CHEMBL616813,,11473,Sus scrofa,,,,H
1843,B,,9823.0,,108,Autocuration,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 1C receptor in pig choroid plexus using [3H]mesulergine as radioligand,,CHEMBL616814,,11473,Sus scrofa,,,,H
1844,B,,9823.0,,108,Autocuration,Compound was evaluated for its inhibitory activity against 5-hydroxytryptamine 1C receptor of pig choroid plexus using [3H]mesulergine as the radioligand,,CHEMBL616815,,10639,Sus scrofa,,,,H
1845,B,,9823.0,,108,Autocuration,inhibitory activity against 5-hydroxytryptamine 1C receptor of pig choroid plexus using [3H]mesulergine as the radioligand,,CHEMBL616816,,10639,Sus scrofa,,,,H
1846,B,,9823.0,,108,Autocuration,Binding affinity of compound towards 5-hydroxytryptamine 1C receptor using [3H]mesulergine (1.2 nM) ligand in choroid Plexus pig was determined,,CHEMBL616817,,14331,Sus scrofa,,,,H
1847,B,,9823.0,,108,Autocuration,Compound was tested in vitro for binding affinity for 5-hydroxytryptamine 1C receptor,,CHEMBL616818,,10796,Sus scrofa,,,,H
1848,B,,9823.0,,108,Expert,Evaluated for the binding affinity to porcine choroid plexus at 5-hydroxytryptamine 2C receptor binding site by using [3H]-MES as a radioligand.,,CHEMBL616819,,9098,Sus scrofa,,,,H
1849,B,,9823.0,,108,Expert,Inhibition of [3H]mesulergine binding to 5-hydroxytryptamine 1C receptor of pig choroid Plexus,,CHEMBL616820,,14331,Sus scrofa,,,,H
1850,B,,9823.0,,108,Expert,Displacement of [3H]mesulergine from pig cortex 5-hydroxytryptamine 1C receptor,,CHEMBL616821,,11828,Sus scrofa,,,,H
1851,B,,9823.0,,108,Autocuration,Binding affinity for 5-hydroxytryptamine 1C receptor in piglet choroid plexus using [3H]5-HT,,CHEMBL616822,,11866,Sus scrofa,,,,H
1852,B,,9986.0,,108,Autocuration,Binding affinity against 5-hydroxytryptamine 1D receptor alpha using rabbit saphenous vein assay.,,CHEMBL616823,,13047,Oryctolagus cuniculus,,,,H
1853,B,,10116.0,,12689,Autocuration,Tested for the effect on binding at 5-hydroxytryptamine 1C receptor; No activity,,CHEMBL616824,,188,Rattus norvegicus,,,,D
1854,B,,10116.0,,12689,Autocuration,In vitro binding affinity towards the 5-hydroxytryptamine 1C receptor at 10 e-6 M,,CHEMBL616825,,11825,Rattus norvegicus,,,,D
1855,B,,10116.0,,12689,Autocuration,In vitro binding affinity towards the 5-hydroxytryptamine 1C receptor at 10 e-6 M,,CHEMBL616826,,11825,Rattus norvegicus,,,,D
1856,B,,10116.0,,12689,Expert,Binding affinity against 5-hydroxytryptamine 1C receptor in rat using [3H]mesulergine as radioligand,,CHEMBL616827,,11624,Rattus norvegicus,,,,D
1857,B,,10116.0,,12689,Autocuration,Binding affinity towards 5-hydroxytryptamine 1C receptor using [125 I]-SCH23982 as radioligand in competitive binding assay,,CHEMBL616828,,11139,Rattus norvegicus,,,,D
1858,B,,10116.0,,12689,Autocuration,Binding affinity towards 5-hydroxytryptamine 1C receptor using [3H]mesulergine as radioligand,,CHEMBL616829,,11147,Rattus norvegicus,,,,D
1859,B,,10116.0,,12689,Autocuration,Binding affinity was determined against 5-hydroxytryptamine 1C receptor was determined in male Sprague-Dawley rat brain.,,CHEMBL616830,,10444,Rattus norvegicus,,,,D
1860,B,,10116.0,,12689,Expert,Binding affinity against 5-hydroxytryptamine 1C receptor,,CHEMBL616831,,11624,Rattus norvegicus,,,,D
1861,B,,10116.0,,12689,Autocuration,"Compound was tested for binding affinity towards 5-HT1C (5-HT1C) receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]mesulergine as radioligand",,CHEMBL616832,,11662,Rattus norvegicus,,,,D
1862,B,,10116.0,,12689,Autocuration,"Compound was tested for binding affinity towards 5-hydroxytryptamine 1C receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]mesulergine as radioligand",,CHEMBL616833,,11662,Rattus norvegicus,,,,D
1863,B,,10116.0,,12689,Expert,"Binding affinity towards 5-hydroxytryptamine 1C receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]mesulergine as radioligand",,CHEMBL616834,,11662,Rattus norvegicus,,,,D
1864,B,,10116.0,,12689,Autocuration,"Compound was tested for binding affinity towards 5-hydroxytryptamine 1C receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]mesulergine as radioligand",,CHEMBL829595,,11662,Rattus norvegicus,,,,D
1865,B,,10116.0,,12689,Autocuration,Evaluated for the binding affinity to porcine choroid plexus at 5-hydroxytryptamine 1C receptor binding site by using [3H]- MES as a radioligand.,,CHEMBL616835,,9098,Rattus norvegicus,,,,D
