assay_id,src_id,assay_test_type,assay_subcellular_fraction,cell_id,assay_type,doc_id,bao_format,curated_by,assay_strain,assay_tissue,description,assay_category,assay_organism,assay_tax_id,assay_cell_type,tid
627,1,,,368.0,F,2759,BwO00002w9,zutoc6ration,,,Agonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor (experiment 2),,,,CHO,51
628,1,,,78.0,F,2759,BxO00002w9,Exlert,,,Agonistic efficacy in adenylyl cyclase assay in CHO cells expressing human 5-HT1A receptor (experiment 2),,Homo sapiens,9606.0,CHO,51
629,1,,,277.0,F,2759,BAO000p119,Autocurztlon,,,Antagonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor,,,,CHO,51
630,1,,,356.0,F,2759,BAO000oq19,Aytovuration,,,Antagonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor (experiment 1),,,,CHO,51
631,1,,,338.0,F,2759,nzO0000219,Ex9ert,,,Antagonistic efficacy as adenylyl cyclase assay in CHO cells expressing human 5-HT1A receptor (experiment 1),,Homo sapiens,9606.0,CHO,51
632,1,,,304.0,F,2759,BA9000p219,Autocuratiij,,,Antagonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor (experiment 2),,,,CHO,51
633,1,,,171.0,F,2759,BqO0009219,Exp2rt,,,Antagonistic efficacy as adenylyl cyclase assay in CHO cells expressing human 5-HT1A receptor (experiment 2),,Homo sapiens,9606.0,CHO,51
634,1,,,,F,3445,BAOo0000q9,Ex9ert,,,Percent efficacy against cloned human 5-hydroxytryptamine 1A receptor normalized to the maximal 5-HT response,,Homo sapiens,9606.0,,51
635,1,,,,F,5272,hAO0o00019,Experr,,,"Agonist activity at the 5-hydroxytryptamine 1A receptor was determined in vitro using a [35S]GTP-gamma-S,",,Homo sapiens,9606.0,,51
636,1,,,,F,5272,BqO00000w9,Edpert,,,"Agonist activity at the 5-hydroxytryptamine 1A receptor in vitro using a [35S]GTP-gamma-S, No data",,Homo sapiens,9606.0,,51
637,1,,,,F,5272,BAO0000ow9,Experg,,,"Agonist activity at the 5-hydroxytryptamine 1A receptor determined in vitro using a [35S]GTP-gamma-S,",,Homo sapiens,9606.0,,51
638,1,,,376.0,F,17624,BAO0op0219,Autocuratlob,,,Agonistic effect against 5-HT1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells,,,,CHO,51
639,1,,,236.0,F,17624,BsO0000119,sutocurati0n,,,Agonistic effect against 5-hydroxytryptamine 1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells,,,,CHO,51
640,1,,,425.0,F,17624,gAO0o00219,Autlcurayion,,,Agonistic effect against 5-hydroxytryptamine 1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells; nd=Not determined,,,,CHO,51
641,1,,,274.0,F,17624,BA00090219,Experh,,,Agonistic effect against 5-hydroxytryptamine 1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells,,,,CHO,51
642,1,,,199.0,F,17624,BAO00902w9,xutoc7ration,,,Agonistic effect against 5-hydroxytryptamine 1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells; nd=Not determined,,,,CHO,51
643,1,,,196.0,F,17624,BAO000p21i,Autocura47on,,,Agonistic effect against 5-hydroxytryptamine 1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells; nd=not determined,,,,CHO,51
644,1,,,293.0,F,17624,vA80000219,Autocuea6ion,,,Agonistic effect against 5-HT 1A receptor using [35S]GTP-gamma-S as radioligand in CHO cells relative to 5-HT,,,,CHO,51
645,1,,,497.0,F,17624,BAO0000220,qu5ocuration,,,Agonistic effect against 5-HT 1A receptor using [35S]GTP-gamma-S as radioligand in CHO cells relative to 5-HT; nd=Not determined,,,,CHO,51
646,1,,,330.0,F,17624,BAO0009319,Experg,,,Agonistic effect against 5-hydroxytryptamine 1A receptor using [35S]GTP-gamma-S as radioligand in CHO cells relative to 5-HT,,,,CHO,51
647,1,,,346.0,F,17624,BAO00902q9,sutocurztion,,,Agonistic effect against 5-hydroxytryptamine 1A receptor using [35S]GTP-gamma-S as radioligand in CHO cells relative to 5-HT; nd=not determined,,,,CHO,51
648,1,,,405.0,F,17624,BAO00o02w9,qutocuratiln,,,Agonistic effect against 5-hydroxytryptamine 1A receptor using [35S]GTP-gamma-S as radioligand in CHO cells relative to 5-HT,,,,CHO,51
649,1,,,162.0,F,17624,BAOpo00219,xutocuratiln,,,Agonistic effect against 5-hydroxytryptamine 1A receptor using [35]GTPgammaS as radioligand in CHO cells relative to 5-HT; nd=Not determined,,,,CHO,51
650,1,,,,F,6563,BAO0o0001o,Autocurqt7on,,,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",,,,,51
651,1,,,,F,6563,BsOo000019,Autocurqti9n,,,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",,,,,51
652,1,,,,F,6563,BAO0o00010,xut9curation,,,Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by forskolin stimulated cAMP assay,,,,,51
653,1,,,380.0,F,17296,fAO000021i,Autocjratioh,,,Binding affinity against human 5-hydroxytryptamine 1A receptors HEK 293 cell membranes using [35S]GTP gamma-S,,,,HEK293,51
654,1,,,,F,6876,BAi000p019,Expery,,,"Evaluated for stimulation at 1 uM concentration expressed as percent of the maximal [35S]GTP-gamma-S, binding induced by 5-hydroxytryptamine",,Homo sapiens,9606.0,,51
655,1,,,,F,6876,BAOo000p19,Exp4rt,,,"Stimulation of percent maximal [35S]GTP-gamma-S, binding induced by 5-hydroxytryptamine at 1 uM; nd = not determined",,,,,51
656,1,,,,F,5272,BAO0990019,Ecpert,,,In vitro agonist activity at the 5-hydroxytryptamine 1A receptor,,Homo sapiens,9606.0,,51
657,1,,,,F,5272,BAOp000029,Ex0ert,,,In vitro agonist activity at the 5-hydroxytryptamine 1A receptor; No data,,Homo sapiens,9606.0,,51
658,1,,,,F,5548,BAOo090019,Autocura6ikn,,,"Maximal response as a result of 5-HT1A receptor-mediated stimulation of [35S]GTP-gamma-S, binding; Not determined",,,,,51
659,1,,,,F,5548,hAO00000w9,rxpert,,,"Maximal response as a result of 5-hydroxytryptamine 1A receptor-mediated stimulation of [35S]GTP-gamma-S, binding",,,,,51
660,1,,,,F,5548,BAOo090019,Autovurat9on,,,"Maximal response as a result of 5-hydroxytryptamine 1A receptor-mediated stimulation of [35S]GTP-gamma-S, binding; Not determined",,,,,51
661,1,,,,F,5548,BAOo0p0019,Aut0curatkon,,,"Maximal response as a result of 5-hydroxytryptamine 1A receptor-mediated stimulation of [35S]GTP-gamma-S, binding; Not determined",,,,,51
662,1,,,,F,5929,fAO000001o,Expett,,,"Maximal stimulation of expressed human 5-hydroxytryptamine 1A receptor assayed by [35S]GTP-gamma-S, binding",,,,,51
663,1,,,,F,5929,BAOp0o0019,Exoert,,,"Maximal response towards 5-hydroxytryptamine 1A receptor in human using [35S]GTP-gamma-S, as radioligand; ND means not determined",,Homo sapiens,9606.0,,51
664,1,,,,F,5929,gAp0000019,wxpert,,,"Maximal response towards 5-hydroxytryptamine 1A receptor in human using [35S]GTP-gamma-S, as radioligand; ND=Not determined",,Homo sapiens,9606.0,,51
665,1,,,,F,16245,BAi0900019,Auyocuratioh,,,"Maximal stimulation was expressed as percentage of the maximal 5-HT response in the [35S]GTP-gamma-S, binding assay on 5-hydroxytryptamine 1A receptor",,,,,51
666,1,,,,F,5640,BAOp0000w9,rxpert,,,"Inhibition of 5-HT induced [35S]GTP-gamma-S, binding at human cloned 5-HT 1A receptors.",,,,,51
667,1,,,,F,5640,BA0o000019,Autocurat8kn,,,"5-hydroxytryptamine 1A receptor antagonism was evaluated by the ability to inhibit [35S]GTP-gamma-S, binding that was induced by 5-HT; Emin (%): not determined",,,,,51
668,1,,,214.0,F,14509,BzO000021i,Autocu5atoon,,,Antagonist activity was measured against CHO cells expressing the human 5-hydroxytryptamine 1A receptor in a forskolin stimulated adenylate cyclase (FSC) assay,,,,CHO,51
669,1,,,356.0,F,14509,fAO000o219,Expe5t,,,Antagonist activity against CHO cells expressing the human 5-hydroxytryptamine 1A receptor in a forskolin stimulated adenylate cyclase (FSC) assay.,,,,CHO,51
670,1,,,,B,15331,BsO0000r57,Autocura5uon,,,Affinity of compound towards 5-hydroxytryptamine 1A receptor was evaluated using radioligand binding technique,,,,,51
671,1,,,,B,15331,fAO0000347,Autocyra4ion,,,Affinity of compound towards 5-hydroxytryptamine 1A receptor was evaluated using radioligand binding technique,,,,,51
672,1,,,,F,6563,vxO0000019,qutocurati8n,,,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",,,,,51
673,1,,,,F,6563,nAO0009019,Autovurxtion,,,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay; NA indicates not available",,,,,51
674,1,,,,F,6563,BAO0p00o19,Autocuratl8n,,,Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by forskolin stimulated cAMP assay,,,,,51
675,1,,,,F,6563,BAO90000w9,4xpert,,,Forskolin stimulated cAMP assessment of agonist activity for 5-hydroxytryptamine 1A receptor,,Homo sapiens,9606.0,,51
676,1,,,,F,6563,BAi0000919,xutocuratikn,,,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",,,,,51
677,1,,,,F,5272,BxOo000019,Exper5,,,Antagonism of 5-hydroxytryptamine 1A receptor determined in vitro,,Homo sapiens,9606.0,,51
678,1,,,,F,5272,BqO0000p19,Exp3rt,,,"Antagonism of 5-hydroxytryptamine 1A receptor was determined in vitro using a [35S]GTP-gamma-S,",,Homo sapiens,9606.0,,51
679,1,,,,F,5272,BAk0o00019,Expsrt,,,"Antagonism at the 5-hydroxytryptamine 1A receptor determined in vitro using a [35S]GTP-gamma-S, No data",,Homo sapiens,9606.0,,51
680,1,,,,F,5272,BAOo0000q9,Expeet,,,Antagonism at the 5-hydroxytryptamine 1A receptor was determined in vitro; No data,,Homo sapiens,9606.0,,51
681,1,,,,F,5272,BsO0009019,Eapert,,,Antagonism at the 5-hydroxytryptamine 1A receptor in vitro,,Homo sapiens,9606.0,,51
682,1,,,,F,5272,BA80009019,Expfrt,,,"Antagonism at the 5-hydroxytryptamine 1A receptor was determined in vitro using a [35S]GTP-gamma-S,",,Homo sapiens,9606.0,,51
683,1,,,,F,5272,BAO00pp019,Edpert,,,"Antagonism at the 5-hydroxytryptamine 1A receptor determined in vitro using a [35S]GTP-gamma-S, No data",,Homo sapiens,9606.0,,51
684,1,,,,F,5272,BAO00900q9,Expdrt,,,Antagonism at the 5-hydroxytryptamine 1A receptor determined in vitro; No data,,Homo sapiens,9606.0,,51
685,1,,,,B,16146,BAO09p0357,Expwrt,,,Inhibition of human 5-hydroxytryptamine 1A receptor,,Homo sapiens,9606.0,,51
686,1,,,279.0,B,17624,BsO00002w9,Autocudwtion,,,Binding affinity against 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,,,,CHO,51
687,1,,,385.0,B,13706,gAOp000219,Eapert,,,Displacement of [3H]-5-HT from human 5-hydroxytryptamine 1D receptor alpha expressed in HEK 293 cells,,,,HEK293,105
688,1,,,211.0,B,15250,BAO90002q9,sutochration,,,Compound was tested for the displacement of [3H]5-HT binding to cloned 5-hydroxytryptamine 1A receptor stably expressed in CHO cells,,,,CHO,51
689,1,,,349.0,F,17624,BAO9000229,zutocurat7on,,,Effective concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing 5-hydroxytryptamine 1A receptor,,,,CHO,51
690,1,,,,B,6861,BAi00p0357,Expdrt,,,In vitro binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in human CYP3A4 assay,,,,,51
691,1,,,,B,17200,hA80000357,Expfrt,,,In vitro inhibitory concentration required against [3H]8-OH-DPAT binding to cloned human 5-hydroxytryptamine 1A receptor,,Homo sapiens,9606.0,,51
692,1,,,294.0,B,17624,BsO0000229,Auyocuratiin,,,Inhibition concentration against 5-HT 1A receptor using cAMP as radioligand in CHO cells,,,,CHO,51
693,1,,,308.0,B,17624,BAO0op0219,wutocuratiln,,,Inhibition concentration against 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,,,,CHO,51
694,1,onvivo,,,F,12058,BAO9009218,Autovurati9n,,,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by po administration,,Rattus norvegicus,10116.0,,22226
695,1,Inviv9,,,F,12058,BA0000p218,Autocuratuoj,,,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by po administration; Inactive,,Rattus norvegicus,10116.0,,22226
696,1,Ihvivo,,,F,12058,BAO00p9218,A6tocuratiln,,,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by sc administration,,Rattus norvegicus,10116.0,,22226
697,1,Inv7vo,,,F,12058,BAO0000229,A8t0curation,,,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by sc administration; Inactive,,Rattus norvegicus,10116.0,,22226
698,1,Invovo,,,F,12058,BAOo0o0218,Autocudatioj,,,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by sc administration; Partial response at the highest dose tested,,Rattus norvegicus,10116.0,,22226
699,1,Igvivo,,,F,12058,BAO00001q8,Autocugati0n,,,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by sc administration; Inactive,,Rattus norvegicus,10116.0,,22226
700,1,8nvivo,,,F,12058,BAO0o90218,Autofuratiom,,,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain limbic area by po administration,,Rattus norvegicus,10116.0,,22226
701,1,Invifo,,,F,12058,BAO0900q18,Autocu5ati8n,,,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain limbic area by po administration; Inactive,,Rattus norvegicus,10116.0,,22226
702,1,onvivo,,,F,12058,BAO0009228,Autoduratioh,,,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain limbic area by sc administration,,Rattus norvegicus,10116.0,,22226
703,1,Ihvivo,,,F,12058,BAO00p0118,Aufocuratuon,,,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain limbic area by sc administration; Inactive,,Rattus norvegicus,10116.0,,22226
704,1,Ihvivo,,,F,12058,BzO000o218,Autoxuratikn,,,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain limbic area by sc administration; partial response at the highest dose tested,,Rattus norvegicus,10116.0,,22226
705,1,Invido,,,F,12058,BxO0000e18,Autocurxtioh,,,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by po administration,,Rattus norvegicus,10116.0,,22226
706,1,Indivo,,,F,12058,BqO0000219,Autochratipn,,,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by po administration; Inactive,,Rattus norvegicus,10116.0,,22226
707,1,lnvivo,,,F,12058,BAO00o0228,Aufosuration,,,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by po administration; Partial response at the highest dose tested,,Rattus norvegicus,10116.0,,22226
708,1,7nvivo,,,F,12058,Bw90000218,Ahtocueation,,,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by sc administration,,Rattus norvegicus,10116.0,,22226
709,1,unvivo,,,F,12058,BAO0900w18,Aytocura5ion,,,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by sc administration; Inactive,,Rattus norvegicus,10116.0,,22226
710,1,Inviv9,,,F,12058,BsO0009218,Autoc7eation,,,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by sc administration; Partial response at the highest dose tested,,Rattus norvegicus,10116.0,,22226
711,1,Inviv0,,,F,12058,BA9000p218,Ajtochration,,,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by sc administration; partial response at the highest dose tested,,Rattus norvegicus,10116.0,,22226
712,1,Invivk,,,F,12058,BAk0090218,Autosuratiog,,,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by po administration,,Rattus norvegicus,10116.0,,22226
713,1,,,,B,11440,BApo000019,Au4oc7ration,,,Affinity in displacing [125I](R)-DOI from rat cortical homogenate 5-HT2 receptor.,,,,,105093
714,1,,,,B,6238,BAO000o2r9,qutocuratiob,,Hypotnalamjs,Binding affinity towards 5-HT 7 receptor in rat hypothalamus membranes using [3H]5-CT as radioligand,,,,,11923
715,1,,,,B,10046,vAO0000919,Ahtocurat7on,,,Inhibitory activity against 5-HT1B receptor of rat striatal membrane homogenate using [3H]5-HT as the radioligand; nd is No Data,,,,,10577
716,1,,,,B,10046,BAO090001o,Aytoc7ration,,,Inhibitory activity against 5-hydroxytryptamine 1B receptor of rat striatal membrane homogenate using [3H]5-HT as the radioligand; nd is No Data.,,,,,10577
717,1,,,,B,10046,BAOpp00019,wxpert,,,Inhibitory activity against 5-hydroxytryptamine 1B receptor of rat striatal membrane homogenate using [3H]5-HT as the radioligand.,,,,,10577
718,1,,,,B,167,BAOp0003r7,Aut8cufation,,,"Inhibitory activity against human whole blood, LTB4 5-lipoxygenase was evaluated",,,,,55
719,1,,,,B,167,nAO0090357,xutocu3ation,,,"Inhibitory activity against intact human PMNL, LTB4 5-lipoxygenase was evaluated",,,,,55
720,1,,,,F,11520,BAk000o019,A8tocuratiln,,,Compound was evaluated for the inhibition of 5-LO (lipoxygenase),,,,,12166
721,1,,,,F,11520,BAO0p00p19,Autocura4ioj,,,Compound was evaluated for the inhibition of 5-LO (5-lipoxygenase).,,,,,12166
722,1,,,,F,11520,BAk0009019,Augocurahion,,,Compound was evaluated for the inhibition of 5-LO (5-lipoxygenase).,,,,,12166
723,1,,,,F,11520,BAOo000029,Autocuragi9n,,,Compound was evaluated for the inhibition of 5-LO (5-lipoxygenase).,,,,,12166
724,1,,,,F,135,BAO00p00w9,Ahfocuration,,,Inhibition of [14C]arachidonic acid conversion to 5-HETE by broken cell 5-LO isolated from guinea pig PMN,,Cavia porcellus,10141.0,,55
725,1,,,,F,135,fAO000001i,zutosuration,,,Inhibition of [14C]arachidonic acid conversion to 5-HETE by broken cell 5-LO isolated from guinea pig PMN; not active at the highest concentration (3 ug/mL) tested; No activity,,Cavia porcellus,10141.0,,55
726,1,,,,B,11311,BAkp000019,Autoxuratjon,,,The compound was tested for inhibitory activity against 5-Lipoxygenase in guinea pig polymorphonuclear leukocytes,,Cavia porcellus,10141.0,,55
727,1,,,,B,10193,BAOp00035i,Autocurztikn,,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase using guinea pig supernatant at 10 uM,,Cavia porcellus,10141.0,,55
728,1,,,,B,12281,BqO0000w57,Experf,,,Inhibitory concentration against 5-lipoxygenase from human whole blood,,Homo sapiens,9606.0,,55
729,1,,,,B,11311,nAO000o219,Autoc8rxtion,,,The compound was tested for inhibitory activity against 5-Lipoxygenase in human polymorphonuclear leukocytes[PMNS],,,,,55
730,1,,,,F,12576,BAOp000q18,wut0curation,,,In vivo inhibition of 5-lipoxygenase (LTC4) in the mouse zymosan peritonitis assay at an oral dose of 30 mg/Kg,,,,,17087
