release_year,film_id,rental_duration,replacement_cost,rating,rental_rate,description,original_language_id,length,title,language
2006,917,3,24.99,R,2.99,A Boring Drama of a Man And a Forensic Psychologist who must Face a Frisbee in Ancient India,,152,TUXEDO MILE,English
2006,918,4,23.99,PG,4.99,A Touching Display of a Frisbee And a Boat who must Kill a Girl in A MySQL Convention,,152,TWISTED PIRATES,English
2006,919,3,17.99,G,4.99,A Emotional Display of a Husband And a A Shark who must Succumb a Madman in A Manhattan Penthouse,,82,TYCOON GATHERING,English
2006,920,3,16.99,G,0.99,A Amazing Character Study of a Robot And a Student who must Chase a Robot in Australia,,62,UNBREAKABLE KARATE,English
2006,921,7,29.99,PG-13,2.99,A Intrepid Yarn of a Explorer And a Pastry Chef who must Pursue a Mad Cow in A U-Boat,,172,UNCUT SUICIDES,English
2006,922,7,22.99,PG-13,4.99,A Unbelieveable Display of a Crocodile And a Feminist who must Overcome a Moose in An Abandoned Amusement Park,,107,UNDEFEATED DALMATIONS,English
2006,923,7,12.99,R,2.99,A Taut Documentary of a Waitress And a Mad Scientist who must Battle a Technical Writer in New Orleans,,78,UNFAITHFUL KILL,English
2006,924,7,15.99,PG,0.99,A Taut Epistle of a Monkey And a Sumo Wrestler who must Vanquish a A Shark in A Baloon Factory,,129,UNFORGIVEN ZOOLANDER,English
2006,925,3,27.99,R,0.99,A Fast-Paced Reflection of a Cat And a Mad Cow who must Fight a Car in The Sahara Desert,,164,UNITED PILOT,English
2006,926,5,11.99,NC-17,2.99,A Amazing Documentary of a Woman And a Astronaut who must Outrace a Teacher in An Abandoned Fun House,,120,UNTOUCHABLES SUNRISE,English
2006,927,6,16.99,NC-17,2.99,A Fanciful Reflection of a Boy And a Butler who must Pursue a Woman in Berlin,,174,UPRISING UPTOWN,English
2006,928,5,16.99,PG,2.99,A Fateful Documentary of a Dog And a Hunter who must Pursue a Teacher in An Abandoned Amusement Park,,84,UPTOWN YOUNG,English
2006,929,5,21.99,PG-13,4.99,A Touching Display of a Explorer And a Lumberjack who must Fight a Forensic Psychologist in A Shark Tank,,128,USUAL UNTOUCHABLES,English
2006,930,4,23.99,R,2.99,A Fanciful Character Study of a Secret Agent And a Mad Scientist who must Reach a Teacher in Australia,,145,VACATION BOONDOCK,English
2006,931,7,9.99,PG-13,0.99,A Thrilling Display of a Husband And a Butler who must Reach a Pastry Chef in California,,48,VALENTINE VANISHING,English
2006,932,3,21.99,G,0.99,A Astounding Documentary of a Astronaut And a Boy who must Outrace a Sumo Wrestler in Berlin,,73,VALLEY PACKER,English
2006,933,4,11.99,NC-17,4.99,A Epic Story of a Lumberjack And a Monkey who must Confront a Pioneer in A MySQL Convention,,126,VAMPIRE WHALE,English
2006,934,7,20.99,NC-17,4.99,A Fast-Paced Saga of a Girl And a Forensic Psychologist who must Redeem a Girl in Nigeria,,122,VANILLA DAY,English
2006,935,5,17.99,R,0.99,A Intrepid Character Study of a Squirrel And a A Shark who must Kill a Lumberjack in California,,142,VANISHED GARDEN,English
2006,936,3,21.99,NC-17,2.99,A Brilliant Reflection of a Man And a Woman who must Conquer a Pioneer in A MySQL Convention,,123,VANISHING ROCKY,English
2006,937,7,14.99,NC-17,2.99,A Action-Packed Character Study of a Astronaut And a Explorer who must Reach a Monkey in A MySQL Convention,,85,VARSITY TRIP,English
2006,938,3,14.99,R,4.99,A Lacklusture Tale of a Pastry Chef And a Technical Writer who must Confront a Crocodile in An Abandoned Amusement Park,,173,VELVET TERMINATOR,English
2006,939,4,17.99,R,2.99,A Unbelieveable Display of a Mad Scientist And a Mad Scientist who must Outgun a Mad Cow in Ancient Japan,,90,VERTIGO NORTHWEST,English
2006,940,6,19.99,PG-13,0.99,A Insightful Epistle of a Mad Scientist And a Explorer who must Challenge a Cat in The Sahara Desert,,64,VICTORY ACADEMY,English
2006,941,4,10.99,NC-17,4.99,A Lacklusture Display of a Girl And a Astronaut who must Succumb a Student in Australia,,145,VIDEOTAPE ARSENIC,English
2006,942,7,27.99,PG-13,0.99,A Lacklusture Display of a Butler And a Man who must Sink a Explorer in Soviet Georgia,,174,VIETNAM SMOOCHY,English
2006,943,4,27.99,PG-13,4.99,A Boring Yarn of a Pioneer And a Feminist who must Redeem a Cat in An Abandoned Amusement Park,,76,VILLAIN DESPERATE,English
2006,944,6,29.99,PG-13,4.99,A Awe-Inspiring Documentary of a Robot And a Mad Scientist who must Reach a Database Administrator in A Shark Tank,,179,VIRGIN DAISY,English
2006,945,5,22.99,R,0.99,A Emotional Panorama of a Dentist And a Crocodile who must Meet a Boy in Berlin,,164,VIRGINIAN PLUTO,English
2006,946,3,14.99,NC-17,4.99,A Fateful Tale of a Database Administrator And a Squirrel who must Discover a Student in Soviet Georgia,,144,VIRTUAL SPOILERS,English
2006,947,5,16.99,PG-13,0.99,A Thoughtful Documentary of a Dog And a Man who must Sink a Man in A Shark Tank,,59,VISION TORQUE,English
2006,948,6,22.99,PG-13,0.99,A Amazing Panorama of a Pioneer And a Student who must Overcome a Mad Scientist in A Manhattan Penthouse,,139,VOICE PEACH,English
2006,949,6,27.99,NC-17,0.99,A Awe-Inspiring Yarn of a Hunter And a Feminist who must Challenge a Dentist in The Outback,,157,VOLCANO TEXAS,English
2006,950,7,12.99,PG,4.99,A Boring Tale of a Dog And a Woman who must Meet a Dentist in California,,132,VOLUME HOUSE,English
2006,951,6,28.99,PG-13,0.99,A Epic Tale of a Squirrel And a Hunter who must Conquer a Boy in An Abandoned Mine Shaft,,78,VOYAGE LEGALLY,English
2006,952,7,17.99,PG,2.99,A Intrepid Drama of a Moose And a Boat who must Kill a Explorer in A Manhattan Penthouse,,152,WAGON JAWS,English
2006,953,3,9.99,PG-13,0.99,A Intrepid Epistle of a Woman And a Forensic Psychologist who must Succumb a Astronaut in A Manhattan Penthouse,,112,WAIT CIDER,English
2006,954,7,18.99,G,4.99,A Beautiful Saga of a Feminist And a Composer who must Challenge a Moose in Berlin,,73,WAKE JAWS,English
2006,955,7,19.99,PG,4.99,A Insightful Panorama of a Teacher And a Teacher who must Overcome a Mad Cow in An Abandoned Fun House,,135,WALLS ARTIST,English
2006,956,7,23.99,PG-13,4.99,A Insightful Drama of a A Shark And a Pioneer who must Find a Womanizer in The Outback,,107,WANDA CHAMBER,English
2006,957,7,26.99,G,4.99,A Boring Drama of a Teacher And a Sumo Wrestler who must Challenge a Secret Agent in The Canadian Rockies,,80,WAR NOTTING,English
2006,958,6,19.99,G,2.99,A Action-Packed Display of a Mad Cow And a Astronaut who must Kill a Car in Ancient India,,178,WARDROBE PHANTOM,English
2006,959,6,10.99,G,2.99,A Astounding Yarn of a Pioneer And a Crocodile who must Defeat a A Shark in The Outback,,83,WARLOCK WEREWOLF,English
2006,960,5,15.99,G,2.99,A Taut Reflection of a Teacher And a Database Administrator who must Chase a Madman in The Sahara Desert,,128,WARS PLUTO,English
2006,961,7,22.99,R,4.99,A Awe-Inspiring Reflection of a Cat And a Pioneer who must Escape a Hunter in Ancient China,,161,WASH HEAVENLY,English
2006,962,7,18.99,PG,2.99,A Fanciful Story of a Database Administrator And a Womanizer who must Fight a Database Administrator in Ancient China,,85,WASTELAND DIVINE,English
2006,963,5,12.99,PG,0.99,A Fast-Paced Yarn of a Dog And a Frisbee who must Conquer a Hunter in Nigeria,,78,WATCH TRACY,English
2006,964,4,17.99,G,4.99,A Unbelieveable Documentary of a Dentist And a Technical Writer who must Build a Womanizer in Nigeria,,61,WATERFRONT DELIVERANCE,English
2006,965,6,28.99,G,0.99,A Emotional Yarn of a Boat And a Crocodile who must Meet a Moose in Soviet Georgia,,112,WATERSHIP FRONTIER,English
2006,966,3,14.99,PG,0.99,A Action-Packed Tale of a Student And a Waitress who must Conquer a Lumberjack in An Abandoned Mine Shaft,,70,WEDDING APOLLO,English
2006,967,5,26.99,R,2.99,A Fast-Paced Documentary of a Car And a Butler who must Find a Frisbee in A Jet Boat,,134,WEEKEND PERSONAL,English
2006,968,6,19.99,G,4.99,A Fanciful Story of a Man And a Sumo Wrestler who must Outrace a Student in A Monastery,,79,WEREWOLF LOLA,English
2006,969,4,29.99,G,4.99,A Intrepid Drama of a Butler And a Lumberjack who must Challenge a Database Administrator in A Manhattan Penthouse,,159,WEST LION,English
2006,970,7,11.99,NC-17,0.99,A Lacklusture Tale of a Butler And a Husband who must Face a Boy in Ancient China,,52,WESTWARD SEABISCUIT,English
2006,971,4,11.99,PG-13,4.99,A Intrepid Story of a Pastry Chef And a Database Administrator who must Kill a Feminist in A MySQL Convention,,109,WHALE BIKINI,English
2006,972,4,24.99,PG-13,4.99,A Intrepid Story of a Dentist And a Hunter who must Confront a Monkey in Ancient Japan,,59,WHISPERER GIANT,English
2006,973,3,27.99,NC-17,4.99,A Awe-Inspiring Epistle of a Teacher And a Feminist who must Confront a Pioneer in Ancient Japan,,183,WIFE TURN,English
2006,974,4,24.99,R,0.99,A Beautiful Story of a Monkey And a Sumo Wrestler who must Conquer a A Shark in A MySQL Convention,,181,WILD APOLLO,English
2006,975,6,22.99,R,2.99,A Brilliant Panorama of a Boat And a Astronaut who must Challenge a Teacher in A Manhattan Penthouse,,137,WILLOW TRACY,English
2006,976,6,12.99,R,0.99,A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft,,111,WIND PHANTOM,English
2006,977,3,25.99,R,2.99,A Astounding Character Study of a Womanizer And a Hunter who must Escape a Robot in A Monastery,,85,WINDOW SIDE,English
2006,978,3,12.99,R,0.99,A Unbelieveable Saga of a Forensic Psychologist And a Student who must Face a Squirrel in The First Manned Space Station,,98,WISDOM WORKER,English
2006,979,6,10.99,NC-17,4.99,A Awe-Inspiring Drama of a Secret Agent And a Hunter who must Fight a Moose in Nigeria,,100,WITCHES PANIC,English
2006,980,4,12.99,PG,4.99,A Lacklusture Display of a Robot And a Girl who must Defeat a Sumo Wrestler in A MySQL Convention,,75,WIZARD COLDBLOODED,English
2006,981,7,13.99,NC-17,0.99,A Fast-Paced Drama of a Squirrel And a Robot who must Succumb a Technical Writer in A Manhattan Penthouse,,55,WOLVES DESIRE,English
2006,982,4,23.99,R,0.99,A Insightful Documentary of a Waitress And a Butler who must Vanquish a Composer in Australia,,126,WOMEN DORADO,English
2006,983,7,18.99,PG,2.99,A Unbelieveable Documentary of a Teacher And a Monkey who must Defeat a Explorer in A U-Boat,,105,WON DARES,English
2006,984,3,20.99,NC-17,2.99,A Boring Panorama of a Woman And a Madman who must Overcome a Butler in A U-Boat,,126,WONDERFUL DROP,English
2006,985,4,19.99,PG,4.99,A Awe-Inspiring Character Study of a Waitress And a Car who must Pursue a Mad Scientist in The First Manned Space Station,,111,WONDERLAND CHRISTMAS,English
2006,986,6,24.99,NC-17,2.99,A Brilliant Saga of a Boat And a Mad Scientist who must Meet a Moose in Ancient India,,85,WONKA SEA,English
2006,987,3,13.99,PG,2.99,A Action-Packed Reflection of a Composer And a Mad Scientist who must Face a Pioneer in A MySQL Convention,,116,WORDS HUNTER,English
2006,988,7,26.99,R,2.99,A Action-Packed Yarn of a Secret Agent And a Technical Writer who must Battle a Sumo Wrestler in The First Manned Space Station,,139,WORKER TARZAN,English
2006,989,4,22.99,R,4.99,A Stunning Epistle of a Dentist And a Dog who must Kill a Madman in Ancient China,,74,WORKING MICROCOSMOS,English
2006,990,3,13.99,PG-13,0.99,A Unbelieveable Tale of a Pioneer And a Astronaut who must Overcome a Robot in An Abandoned Amusement Park,,171,WORLD LEATHERNECKS,English
2006,991,4,26.99,PG,2.99,A Thrilling Drama of a Madman And a Dentist who must Conquer a Boy in The Outback,,185,WORST BANGER,English
2006,992,5,17.99,NC-17,0.99,A Intrepid Reflection of a Technical Writer And a Hunter who must Defeat a Sumo Wrestler in A Monastery,,176,WRATH MILE,English
2006,993,6,10.99,PG-13,2.99,A Emotional Saga of a Crocodile And a Sumo Wrestler who must Discover a Mad Cow in New Orleans,,178,WRONG BEHAVIOR,English
2006,994,6,29.99,PG-13,4.99,A Awe-Inspiring Panorama of a Robot And a Boat who must Overcome a Feminist in A U-Boat,,100,WYOMING STORM,English
2006,995,5,11.99,R,4.99,A Amazing Display of a Robot And a Astronaut who must Fight a Womanizer in Berlin,,86,YENTL IDAHO,English
2006,996,6,9.99,G,0.99,A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station,,183,YOUNG LANGUAGE,English
2006,998,6,10.99,NC-17,0.99,A Fateful Yarn of a Composer And a Man who must Face a Boy in The Canadian Rockies,,105,ZHIVAGO CORE,English
2006,999,5,28.99,R,2.99,A Fateful Reflection of a Waitress And a Boat who must Discover a Sumo Wrestler in Ancient China,,101,ZOOLANDER FICTION,English
2006,1000,3,18.99,NC-17,4.99,A Intrepid Panorama of a Mad Scientist And a Boy who must Redeem a Boy in A Monastery,,50,ZORRO ARK,English
