Fiscal year,Desertification (marker),Project number,Untied amount(Project-level budget),Indigenous issues (marker),Sector ID,ICT as a tool for development (marker),Fund centre ID,Children issues (marker),Programming process (new),Knowledge for development (marker),Division name,Maximum CIDA contribution (project-level),CountryRegion percent,Status,Branch ID,Trade development (marker),Continent name,Organisation class,CountryRegion ID,PBA type,Regional program (marker),Biodiversity (marker),Continent ID,CountryRegion name,Branch name,Division ID,Section ID,Section name,Fund centre name,FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Bilateral aid (international marker),Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker)
2009/2010,0,A031053001,4851296.59,0,12110,0,4117,0,Uncoded: Pre-APP,0,OAD Asia Programming,4851296.59,1.0,Closed,B4100,0,Asia,Civil Society,NP,Not PBA,0,0,3,Nepal,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,Nepal,1.0,0.0,0,Responsive,1,1,0,0
2009/2010,0,A031053001,4851296.59,0,15150,0,4117,0,Uncoded: Pre-APP,0,OAD Asia Programming,4851296.59,1.0,Closed,B4100,0,Asia,Civil Society,NP,Not PBA,0,0,3,Nepal,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,Nepal,1.0,0.0,0,Responsive,1,1,0,0
2009/2010,0,A031053001,4851296.59,0,31110,0,4117,0,Uncoded: Pre-APP,0,OAD Asia Programming,4851296.59,1.0,Closed,B4100,0,Asia,Civil Society,NP,Not PBA,0,0,3,Nepal,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,Nepal,1.0,0.0,0,Responsive,1,1,0,0
2009/2010,0,A031054001,649748.16,0,31110,0,4254,0,Uncoded: Pre-APP,0,WWD West & Central Africa,649748.16,1.0,Closed,B4200,0,Africa,Governmental,GH,Not PBA,0,0,2,Ghana,WGM Sub-Saharan Africa,D4207,S4253,Ghana Program Section,Ghana,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031068001,19044717.07,0,13020,0,4122,0,Uncoded: Pre-APP,0,OAD Asia Programming,19044717.07,1.0,Closed,B4100,0,Asia,Multilateral,BD,Not PBA,0,0,3,Bangladesh,OGM Asia Pacific,D4100,S4122,Bangladesh Section,Bangladesh,0.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031069001,10419379.17,0,15110,0,4122,0,Uncoded: Pre-APP,0,OAD Asia Programming,10419379.17,1.0,Closed,B4100,0,Asia,Civil Society,BD,Not PBA,0,0,3,Bangladesh,OGM Asia Pacific,D4100,S4122,Bangladesh Section,Bangladesh,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031069001,10419379.17,0,15150,0,4122,0,Uncoded: Pre-APP,0,OAD Asia Programming,10419379.17,1.0,Closed,B4100,0,Asia,Civil Society,BD,Not PBA,0,0,3,Bangladesh,OGM Asia Pacific,D4100,S4122,Bangladesh Section,Bangladesh,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031069001,10419379.17,0,15153,0,4122,0,Uncoded: Pre-APP,0,OAD Asia Programming,10419379.17,1.0,Closed,B4100,0,Asia,Civil Society,BD,Not PBA,0,0,3,Bangladesh,OGM Asia Pacific,D4100,S4122,Bangladesh Section,Bangladesh,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031069001,10419379.17,0,15160,0,4122,0,Uncoded: Pre-APP,0,OAD Asia Programming,10419379.17,1.0,Closed,B4100,0,Asia,Civil Society,BD,Not PBA,0,0,3,Bangladesh,OGM Asia Pacific,D4100,S4122,Bangladesh Section,Bangladesh,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031081001,14147304.85,0,11220,1,4263,0,Uncoded: Pre-APP,0,EDD Europe-Middle East Programming,14147304.85,1.0,Closed,B3100,0,Africa,Civil Society,EG,Not PBA,0,0,2,Egypt,"EGM Europe, Middle East and Maghreb",D3100,S4256,Middle East and North Africa,Egypt,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15130,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.05,Closed,B4100,0,Asia,Civil Society,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15130,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.05,Closed,B4100,0,Asia,Individual,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15150,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.05,Closed,B4100,0,Asia,Civil Society,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15150,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.05,Closed,B4100,0,Asia,Individual,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15160,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.05,Closed,B4100,0,Asia,Civil Society,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15160,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.05,Closed,B4100,0,Asia,Individual,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15130,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.1,Closed,B4100,0,Asia,Civil Society,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15130,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.1,Closed,B4100,0,Asia,Individual,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15150,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.1,Closed,B4100,0,Asia,Civil Society,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15150,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.1,Closed,B4100,0,Asia,Individual,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15160,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.1,Closed,B4100,0,Asia,Civil Society,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15160,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.1,Closed,B4100,0,Asia,Individual,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15130,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.15,Closed,B4100,0,Asia,Civil Society,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15130,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.15,Closed,B4100,0,Asia,Individual,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15150,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.15,Closed,B4100,0,Asia,Civil Society,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15150,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.15,Closed,B4100,0,Asia,Individual,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15160,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.15,Closed,B4100,0,Asia,Civil Society,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15160,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.15,Closed,B4100,0,Asia,Individual,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15130,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.15,Closed,B4100,0,Asia,Civil Society,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15130,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.15,Closed,B4100,0,Asia,Individual,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15150,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.15,Closed,B4100,0,Asia,Civil Society,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15150,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.15,Closed,B4100,0,Asia,Individual,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15160,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.15,Closed,B4100,0,Asia,Civil Society,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15160,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.15,Closed,B4100,0,Asia,Individual,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15130,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.15,Closed,B4100,0,Asia,Civil Society,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15130,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.15,Closed,B4100,0,Asia,Individual,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15150,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.15,Closed,B4100,0,Asia,Civil Society,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15150,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.15,Closed,B4100,0,Asia,Individual,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15160,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.15,Closed,B4100,0,Asia,Civil Society,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15160,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.15,Closed,B4100,0,Asia,Individual,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15130,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.2,Closed,B4100,0,Asia,Civil Society,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15130,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.2,Closed,B4100,0,Asia,Individual,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15150,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.2,Closed,B4100,0,Asia,Civil Society,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15150,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.2,Closed,B4100,0,Asia,Individual,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15160,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.2,Closed,B4100,0,Asia,Civil Society,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15160,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.2,Closed,B4100,0,Asia,Individual,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15130,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.2,Closed,B4100,0,Asia,Civil Society,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15130,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.2,Closed,B4100,0,Asia,Individual,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15150,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.2,Closed,B4100,0,Asia,Civil Society,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15150,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.2,Closed,B4100,0,Asia,Individual,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15160,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.2,Closed,B4100,0,Asia,Civil Society,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031101001,10596841.9,1,15160,0,4105,1,Uncoded: Pre-APP,0,OAD Asia Programming,10596841.9,0.2,Closed,B4100,0,Asia,Individual,170,Not PBA,1,0,3,South-Eastern Asia,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,SEA Regional,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031102001,6638554.49,0,15130,0,4128,0,Uncoded: Pre-APP,0,OAD Asia Programming,6638554.49,1.0,Closed,B4100,0,Asia,Governmental,PH,Not PBA,0,0,3,Philippines,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,Philippines,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031111001,0.0,0,24010,0,4302,0,Uncoded: Pre-APP,0,WWD West & Central Africa,4565415.22,1.0,Closed,B4200,0,Africa,Civil Society,RW,Not PBA,0,0,2,Rwanda,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,Rwanda,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A031111001,0.0,0,24030,0,4302,0,Uncoded: Pre-APP,0,WWD West & Central Africa,4565415.22,1.0,Closed,B4200,0,Africa,Civil Society,RW,Not PBA,0,0,2,Rwanda,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,Rwanda,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A031116001,5000000.0,0,15110,1,4438,0,Uncoded: Pre-APP,0,NDD Americas Programming,5000000.0,1.0,Operational,B4400,0,America,Governmental,GY,Not PBA,0,0,1,Guyana,NGM Americas,D4400,S4429,Caricom - Adm,Caribbean Regional - Guyana,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031116001,5000000.0,0,15110,1,4438,0,Uncoded: Pre-APP,0,NDD Americas Programming,5000000.0,1.0,Operational,B4400,0,America,Civil Society,GY,Not PBA,0,0,1,Guyana,NGM Americas,D4400,S4429,Caricom - Adm,Caribbean Regional - Guyana,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031116001,5000000.0,0,15110,1,4438,0,Uncoded: Pre-APP,0,NDD Americas Programming,5000000.0,1.0,Operational,B4400,0,America,Unknown,GY,Not PBA,0,0,1,Guyana,NGM Americas,D4400,S4429,Caricom - Adm,Caribbean Regional - Guyana,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031124001,4825980.75,0,15110,1,4263,1,Uncoded: Pre-APP,0,EDD Europe-Middle East Programming,4825980.75,1.0,Terminating,B3100,0,Africa,Civil Society,EG,Not PBA,0,0,2,Egypt,"EGM Europe, Middle East and Maghreb",D3100,S4256,Middle East and North Africa,Egypt,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031124001,4825980.75,0,15150,1,4263,1,Uncoded: Pre-APP,0,EDD Europe-Middle East Programming,4825980.75,1.0,Terminating,B3100,0,Africa,Civil Society,EG,Not PBA,0,0,2,Egypt,"EGM Europe, Middle East and Maghreb",D3100,S4256,Middle East and North Africa,Egypt,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A031129001,37750230.09,0,11220,0,4434,0,Uncoded: Pre-APP,0,NDD Americas Programming,37750230.09,0.131,Operational,B4400,0,America,Multilateral,30,Pooled funding,1,0,1,Central America,NGM Americas,D4400,S4429,Caricom - Adm,Caribbean Region,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A031129001,37750230.09,0,11320,0,4434,0,Uncoded: Pre-APP,0,NDD Americas Programming,37750230.09,0.131,Operational,B4400,0,America,Multilateral,30,Pooled funding,1,0,1,Central America,NGM Americas,D4400,S4429,Caricom - Adm,Caribbean Region,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A031129001,37750230.09,0,12230,0,4434,0,Uncoded: Pre-APP,0,NDD Americas Programming,37750230.09,0.131,Operational,B4400,0,America,Multilateral,30,Pooled funding,1,0,1,Central America,NGM Americas,D4400,S4429,Caricom - Adm,Caribbean Region,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A031129001,37750230.09,0,14031,0,4434,0,Uncoded: Pre-APP,0,NDD Americas Programming,37750230.09,0.131,Operational,B4400,0,America,Multilateral,30,Pooled funding,1,0,1,Central America,NGM Americas,D4400,S4429,Caricom - Adm,Caribbean Region,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A031129001,37750230.09,0,14032,0,4434,0,Uncoded: Pre-APP,0,NDD Americas Programming,37750230.09,0.131,Operational,B4400,0,America,Multilateral,30,Pooled funding,1,0,1,Central America,NGM Americas,D4400,S4429,Caricom - Adm,Caribbean Region,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A031129001,37750230.09,0,21020,0,4434,0,Uncoded: Pre-APP,0,NDD Americas Programming,37750230.09,0.131,Operational,B4400,0,America,Multilateral,30,Pooled funding,1,0,1,Central America,NGM Americas,D4400,S4429,Caricom - Adm,Caribbean Region,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A031129001,37750230.09,0,11220,0,4434,0,Uncoded: Pre-APP,0,NDD Americas Programming,37750230.09,0.044000000000000004,Operational,B4400,0,America,Multilateral,40,Pooled funding,1,0,1,Caribbean,NGM Americas,D4400,S4429,Caricom - Adm,Caribbean Region,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A031129001,37750230.09,0,11320,0,4434,0,Uncoded: Pre-APP,0,NDD Americas Programming,37750230.09,0.044000000000000004,Operational,B4400,0,America,Multilateral,40,Pooled funding,1,0,1,Caribbean,NGM Americas,D4400,S4429,Caricom - Adm,Caribbean Region,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A031129001,37750230.09,0,12230,0,4434,0,Uncoded: Pre-APP,0,NDD Americas Programming,37750230.09,0.044000000000000004,Operational,B4400,0,America,Multilateral,40,Pooled funding,1,0,1,Caribbean,NGM Americas,D4400,S4429,Caricom - Adm,Caribbean Region,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A031129001,37750230.09,0,14031,0,4434,0,Uncoded: Pre-APP,0,NDD Americas Programming,37750230.09,0.044000000000000004,Operational,B4400,0,America,Multilateral,40,Pooled funding,1,0,1,Caribbean,NGM Americas,D4400,S4429,Caricom - Adm,Caribbean Region,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A031129001,37750230.09,0,14032,0,4434,0,Uncoded: Pre-APP,0,NDD Americas Programming,37750230.09,0.044000000000000004,Operational,B4400,0,America,Multilateral,40,Pooled funding,1,0,1,Caribbean,NGM Americas,D4400,S4429,Caricom - Adm,Caribbean Region,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A031129001,37750230.09,0,21020,0,4434,0,Uncoded: Pre-APP,0,NDD Americas Programming,37750230.09,0.044000000000000004,Operational,B4400,0,America,Multilateral,40,Pooled funding,1,0,1,Caribbean,NGM Americas,D4400,S4429,Caricom - Adm,Caribbean Region,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A031129001,37750230.09,0,11220,0,4434,0,Uncoded: Pre-APP,0,NDD Americas Programming,37750230.09,0.052000000000000005,Operational,B4400,0,America,Multilateral,40,Pooled funding,1,0,1,Caribbean,NGM Americas,D4400,S4429,Caricom - Adm,Caribbean Region,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A031129001,37750230.09,0,11320,0,4434,0,Uncoded: Pre-APP,0,NDD Americas Programming,37750230.09,0.052000000000000005,Operational,B4400,0,America,Multilateral,40,Pooled funding,1,0,1,Caribbean,NGM Americas,D4400,S4429,Caricom - Adm,Caribbean Region,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A031129001,37750230.09,0,12230,0,4434,0,Uncoded: Pre-APP,0,NDD Americas Programming,37750230.09,0.052000000000000005,Operational,B4400,0,America,Multilateral,40,Pooled funding,1,0,1,Caribbean,NGM Americas,D4400,S4429,Caricom - Adm,Caribbean Region,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A031129001,37750230.09,0,14031,0,4434,0,Uncoded: Pre-APP,0,NDD Americas Programming,37750230.09,0.052000000000000005,Operational,B4400,0,America,Multilateral,40,Pooled funding,1,0,1,Caribbean,NGM Americas,D4400,S4429,Caricom - Adm,Caribbean Region,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A031129001,37750230.09,0,14032,0,4434,0,Uncoded: Pre-APP,0,NDD Americas Programming,37750230.09,0.052000000000000005,Operational,B4400,0,America,Multilateral,40,Pooled funding,1,0,1,Caribbean,NGM Americas,D4400,S4429,Caricom - Adm,Caribbean Region,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A031129001,37750230.09,0,21020,0,4434,0,Uncoded: Pre-APP,0,NDD Americas Programming,37750230.09,0.052000000000000005,Operational,B4400,0,America,Multilateral,40,Pooled funding,1,0,1,Caribbean,NGM Americas,D4400,S4429,Caricom - Adm,Caribbean Region,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A031129001,37750230.09,0,11220,0,4434,0,Uncoded: Pre-APP,0,NDD Americas Programming,37750230.09,0.078,Operational,B4400,0,America,Multilateral,40,Pooled funding,1,0,1,Caribbean,NGM Americas,D4400,S4429,Caricom - Adm,Caribbean Region,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A031129001,37750230.09,0,11320,0,4434,0,Uncoded: Pre-APP,0,NDD Americas Programming,37750230.09,0.078,Operational,B4400,0,America,Multilateral,40,Pooled funding,1,0,1,Caribbean,NGM Americas,D4400,S4429,Caricom - Adm,Caribbean Region,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A031129001,37750230.09,0,12230,0,4434,0,Uncoded: Pre-APP,0,NDD Americas Programming,37750230.09,0.078,Operational,B4400,0,America,Multilateral,40,Pooled funding,1,0,1,Caribbean,NGM Americas,D4400,S4429,Caricom - Adm,Caribbean Region,1.0,0.0,0,Responsive,1,0,0,0
