assays_ss_d,assays_ss_ctgr,assays_ss_cll_tp,assays_vrnt_d,assays_ss_tp,assays_tss_d,assays_ss_tss,assays_b_frmt,assays_rltnshp_tp,assays_dc_d,assays_chmbl_d,assays_ss_strn,assays_ss_tst_tp,assays_src_ss_d,assays_ss_sbclllr_frctn,assays_crtd_b,assays_td,assays_cnfdnc_scr,assays_src_d,assays_cll_d
10764,,,,A,,,BAO_0000218,N,17717,CHEMBL875842,,In vivo,,,Intermediate,50597,1,1,
10765,,,,A,,,BAO_0000218,N,17717,CHEMBL618774,,In vivo,,,Intermediate,50597,1,1,
10766,,,,A,,,BAO_0000218,N,17717,CHEMBL618775,,In vivo,,,Intermediate,50597,1,1,
10767,,,,A,,,BAO_0000218,N,17717,CHEMBL618776,,In vivo,,,Intermediate,50597,1,1,
10768,,,,A,,,BAO_0000218,N,4722,CHEMBL618777,,In vivo,,,Intermediate,50597,1,1,
10769,,,,A,,,BAO_0000218,N,4722,CHEMBL618778,,In vivo,,,Intermediate,50597,1,1,
10770,,,,A,,,BAO_0000218,N,4353,CHEMBL618779,,In vivo,,,Intermediate,50597,1,1,
10771,,,,A,,,BAO_0000218,N,15662,CHEMBL618780,,In vivo,,,Intermediate,50597,1,1,
10772,,,,A,,,BAO_0000218,N,4756,CHEMBL618781,,In vivo,,,Intermediate,50597,1,1,
10773,,,,A,,,BAO_0000218,N,4756,CHEMBL618782,,In vivo,,,Intermediate,50597,1,1,
10774,,,,A,,,BAO_0000218,N,3436,CHEMBL618783,,In vivo,,,Intermediate,50597,1,1,
10775,,,,A,,,BAO_0000218,N,17800,CHEMBL618784,,In vivo,,,Intermediate,50597,1,1,
10776,,,,A,,,BAO_0000218,N,15762,CHEMBL618785,,In vivo,,,Intermediate,50597,1,1,
10777,,,,A,,,BAO_0000218,N,5089,CHEMBL618786,,In vivo,,,Intermediate,50597,1,1,
10778,,,,A,,,BAO_0000218,N,5089,CHEMBL618787,,In vivo,,,Intermediate,50597,1,1,
10779,,,,A,,,BAO_0000218,N,3185,CHEMBL618788,,In vivo,,,Intermediate,50597,1,1,
10780,,,,A,,,BAO_0000218,N,5145,CHEMBL618789,,In vivo,,,Intermediate,50597,1,1,
10781,,,,A,,,BAO_0000218,N,3457,CHEMBL618790,,In vivo,,,Intermediate,50597,1,1,
10782,,,,A,,,BAO_0000218,N,3457,CHEMBL618791,,In vivo,,,Intermediate,50597,1,1,
10783,,,,A,,,BAO_0000218,N,5983,CHEMBL875843,,In vivo,,,Intermediate,50597,1,1,
10784,,,,A,,,BAO_0000218,N,5739,CHEMBL618792,,In vivo,,,Intermediate,50597,1,1,
10785,,,,A,,,BAO_0000218,N,3579,CHEMBL623395,,In vivo,,,Intermediate,50597,1,1,
10786,,,,A,,,BAO_0000218,U,17788,CHEMBL623396,,In vivo,,,Autocuration,22224,0,1,
10787,,,,A,,,BAO_0000218,N,14956,CHEMBL623397,,In vivo,,,Intermediate,50597,1,1,
10788,,,,A,,,BAO_0000218,N,17788,CHEMBL623398,,In vivo,,,Intermediate,50597,1,1,
10789,,,,A,,,BAO_0000218,N,9750,CHEMBL623399,,In vivo,,,Intermediate,50594,1,1,
10790,,,,A,,,BAO_0000218,U,12767,CHEMBL623400,,In vivo,,,Autocuration,22224,0,1,
10791,,,,A,,,BAO_0000218,U,12767,CHEMBL623401,,In vivo,,,Autocuration,22224,0,1,
10792,,,,A,,,BAO_0000218,U,12767,CHEMBL623402,,In vivo,,,Autocuration,22224,0,1,
10793,,,,A,,,BAO_0000218,U,12703,CHEMBL623403,,In vivo,,,Autocuration,22224,0,1,
10794,,,,A,,,BAO_0000218,U,15778,CHEMBL623404,,In vivo,,,Autocuration,22224,0,1,
10795,,,,A,,,BAO_0000218,N,12818,CHEMBL625997,,In vivo,,,Intermediate,50597,1,1,
10796,,,,A,,,BAO_0000218,N,14964,CHEMBL625998,,In vivo,,,Intermediate,50597,1,1,
10797,,,,A,,,BAO_0000218,U,15808,CHEMBL625999,,In vivo,,,Autocuration,22224,0,1,
10798,,,,A,,,BAO_0000218,U,15808,CHEMBL626000,,In vivo,,,Autocuration,22224,0,1,
10799,,,,A,,,BAO_0000218,U,15778,CHEMBL626001,,In vivo,,,Autocuration,22224,0,1,
10800,,,,A,,,BAO_0000218,U,3715,CHEMBL626002,,In vivo,,,Autocuration,22224,0,1,
10801,,,,A,,,BAO_0000218,U,3715,CHEMBL626003,,In vivo,,,Autocuration,22224,0,1,
10802,,,,A,,,BAO_0000218,N,1446,CHEMBL626004,,In vivo,,,Intermediate,50597,1,1,
10803,,,,A,,,BAO_0000218,N,15240,CHEMBL626005,,In vivo,,,Intermediate,50512,1,1,
10804,,,,A,,,BAO_0000218,N,15240,CHEMBL626006,,In vivo,,,Intermediate,50597,1,1,
10805,,,,A,1969.0,Plasma,BAO_0000218,N,14810,CHEMBL626007,,In vivo,,,Intermediate,50597,1,1,
10806,,,,A,1969.0,Plasma,BAO_0000218,N,14239,CHEMBL626008,,In vivo,,,Intermediate,50594,1,1,
10807,,,,A,2107.0,Liver,BAO_0000218,N,12555,CHEMBL626009,,In vivo,,,Intermediate,50588,1,1,
10808,,,,A,,,BAO_0000218,N,10754,CHEMBL626010,,In vivo,,,Intermediate,50588,1,1,
10809,,,,A,178.0,Blood,BAO_0000218,N,10754,CHEMBL626011,,In vivo,,,Intermediate,50594,1,1,
10810,,,,A,178.0,Blood,BAO_0000218,N,10754,CHEMBL626012,,In vivo,,,Intermediate,50594,1,1,
10811,,,,A,178.0,Blood,BAO_0000218,N,10754,CHEMBL626013,,In vivo,,,Intermediate,50594,1,1,
10812,,,,A,178.0,Blood,BAO_0000218,N,10754,CHEMBL626014,,In vivo,,,Intermediate,50594,1,1,
10813,,,,A,178.0,Blood,BAO_0000218,N,10754,CHEMBL877496,,In vivo,,,Intermediate,50594,1,1,
10814,,,,F,,,BAO_0000218,N,14600,CHEMBL626015,,In vivo,,,Intermediate,50588,1,1,
10815,,,,F,,,BAO_0000218,N,14600,CHEMBL626016,,In vivo,,,Intermediate,50588,1,1,
10816,,,,F,,,BAO_0000218,N,14600,CHEMBL626017,,In vivo,,,Intermediate,50588,1,1,
10817,,,,A,1969.0,Plasma,BAO_0000218,N,13543,CHEMBL626018,,In vivo,,,Intermediate,50588,1,1,
10818,,,,A,1969.0,Plasma,BAO_0000218,N,13543,CHEMBL626692,,In vivo,,,Intermediate,50588,1,1,
10819,,,,A,1969.0,Plasma,BAO_0000218,N,13543,CHEMBL626693,,In vivo,,,Intermediate,50597,1,1,
10820,,,,A,1969.0,Plasma,BAO_0000218,U,13543,CHEMBL626694,,In vivo,,,Autocuration,22224,0,1,
10821,,,,A,178.0,Blood,BAO_0000218,N,14600,CHEMBL626695,,In vivo,,,Intermediate,50588,1,1,
10822,,,,A,178.0,Blood,BAO_0000218,N,14600,CHEMBL626696,,In vivo,,,Intermediate,50588,1,1,
10823,,,,A,178.0,Blood,BAO_0000218,N,14600,CHEMBL626697,,In vivo,,,Intermediate,50588,1,1,
10824,,,,A,178.0,Blood,BAO_0000218,N,14600,CHEMBL626859,,In vivo,,,Intermediate,50588,1,1,
10825,,,,A,178.0,Blood,BAO_0000218,N,14600,CHEMBL626860,,In vivo,,,Intermediate,50588,1,1,
10826,,,,A,178.0,Blood,BAO_0000218,N,14600,CHEMBL626861,,In vivo,,,Intermediate,50588,1,1,
10827,,,,A,,,BAO_0000218,N,14681,CHEMBL626296,,In vivo,,,Intermediate,50597,1,1,
10828,,,,A,,,BAO_0000218,U,15905,CHEMBL626297,,In vivo,,,Autocuration,22224,0,1,
10829,,,,A,1969.0,Plasma,BAO_0000218,U,15905,CHEMBL626298,,In vivo,,,Autocuration,22224,0,1,
10830,,,,A,1969.0,Plasma,BAO_0000218,N,13304,CHEMBL626299,,In vivo,,,Intermediate,50597,1,1,
10831,,,,A,1969.0,Plasma,BAO_0000218,N,15137,CHEMBL626300,,In vivo,,,Intermediate,50597,1,1,
10832,,,,A,1969.0,Plasma,BAO_0000218,N,15137,CHEMBL626301,,In vivo,,,Intermediate,50597,1,1,
10833,,,,A,1969.0,Plasma,BAO_0000218,N,15137,CHEMBL626962,,In vivo,,,Intermediate,50597,1,1,
10834,,,,A,1969.0,Plasma,BAO_0000218,N,15137,CHEMBL626963,,In vivo,,,Intermediate,50597,1,1,
10835,,,,A,1969.0,Plasma,BAO_0000218,N,15137,CHEMBL626964,,In vivo,,,Intermediate,50597,1,1,
10836,,,,A,1969.0,Plasma,BAO_0000218,N,14839,CHEMBL626965,,In vivo,,,Intermediate,100710,1,1,
10837,,,,A,1969.0,Plasma,BAO_0000218,N,14839,CHEMBL626966,,In vivo,,,Intermediate,50594,1,1,
10838,,,,A,1969.0,Plasma,BAO_0000218,N,14839,CHEMBL626967,,In vivo,,,Intermediate,50594,1,1,
10839,,,,A,1969.0,Plasma,BAO_0000218,N,14839,CHEMBL626968,,In vivo,,,Intermediate,100710,1,1,
10840,,,,A,948.0,Heart,BAO_0000218,N,8418,CHEMBL626969,,,,,Intermediate,50597,1,1,
10841,,,,A,948.0,Heart,BAO_0000218,N,8418,CHEMBL627126,,,,,Intermediate,50597,1,1,
10842,,,,A,948.0,Heart,BAO_0000218,N,8418,CHEMBL631276,,,,,Intermediate,50597,1,1,
10843,,,,A,948.0,Heart,BAO_0000218,N,8418,CHEMBL631277,,,,,Intermediate,50597,1,1,
10844,,,,A,948.0,Heart,BAO_0000218,N,8418,CHEMBL631278,,,,,Intermediate,50597,1,1,
10845,,,,A,948.0,Heart,BAO_0000218,N,8418,CHEMBL874457,,,,,Intermediate,50597,1,1,
10846,,,,A,948.0,Heart,BAO_0000218,N,8418,CHEMBL631279,,,,,Intermediate,50597,1,1,
10847,,,,A,948.0,Heart,BAO_0000218,N,8418,CHEMBL631280,,,,,Intermediate,50597,1,1,
10848,,,,A,948.0,Heart,BAO_0000218,N,8418,CHEMBL631281,,,,,Intermediate,50597,1,1,
10849,,,,A,948.0,Heart,BAO_0000218,N,8418,CHEMBL631968,,,,,Intermediate,50597,1,1,
10850,,,,A,948.0,Heart,BAO_0000218,N,8418,CHEMBL631969,,,,,Intermediate,50597,1,1,
10851,,,,A,948.0,Heart,BAO_0000218,N,8418,CHEMBL631970,,,,,Intermediate,50597,1,1,
10852,,,,A,948.0,Heart,BAO_0000218,N,8418,CHEMBL631971,,,,,Intermediate,50597,1,1,
10853,,,,A,948.0,Heart,BAO_0000218,N,8418,CHEMBL631972,,,,,Intermediate,50597,1,1,
10854,,,,A,948.0,Heart,BAO_0000218,N,8418,CHEMBL630435,,,,,Intermediate,50597,1,1,
10855,,,,A,948.0,Heart,BAO_0000218,N,8418,CHEMBL630436,,,,,Intermediate,50597,1,1,
10856,,,,A,948.0,Heart,BAO_0000218,N,8418,CHEMBL630437,,,,,Intermediate,50597,1,1,
10857,,,,A,948.0,Heart,BAO_0000218,N,8418,CHEMBL630438,,,,,Intermediate,50597,1,1,
10858,,,,A,948.0,Heart,BAO_0000218,N,8418,CHEMBL630439,,,,,Intermediate,50597,1,1,
10859,,,,A,2113.0,Kidney,BAO_0000218,N,8418,CHEMBL630440,,,,,Intermediate,50597,1,1,
10860,,,,A,2113.0,Kidney,BAO_0000218,N,8418,CHEMBL630441,,,,,Intermediate,50597,1,1,
10861,,,,A,2113.0,Kidney,BAO_0000218,N,8418,CHEMBL630442,,,,,Intermediate,50597,1,1,
10862,,,,A,2113.0,Kidney,BAO_0000218,N,8418,CHEMBL625234,,,,,Intermediate,50597,1,1,
10863,,,,A,2113.0,Kidney,BAO_0000218,N,8418,CHEMBL625235,,,,,Intermediate,50597,1,1,
10864,,,,A,2113.0,Kidney,BAO_0000218,N,8418,CHEMBL625236,,,,,Intermediate,50597,1,1,
10865,,,,A,2113.0,Kidney,BAO_0000218,N,8418,CHEMBL625237,,,,,Intermediate,50597,1,1,
10866,,,,A,2113.0,Kidney,BAO_0000218,N,8418,CHEMBL626125,,,,,Intermediate,50597,1,1,
10867,,,,A,2113.0,Kidney,BAO_0000218,N,8418,CHEMBL626126,,,,,Intermediate,50597,1,1,
10868,,,,A,2113.0,Kidney,BAO_0000218,N,8418,CHEMBL626127,,,,,Intermediate,50597,1,1,
10869,,,,A,2113.0,Kidney,BAO_0000218,N,8418,CHEMBL626128,,,,,Intermediate,50597,1,1,
10870,,,,A,2113.0,Kidney,BAO_0000218,N,8418,CHEMBL626129,,,,,Intermediate,50597,1,1,
10871,,,,A,2113.0,Kidney,BAO_0000218,N,8418,CHEMBL626130,,,,,Intermediate,50597,1,1,
10872,,,,A,2113.0,Kidney,BAO_0000218,N,8418,CHEMBL626131,,,,,Intermediate,50597,1,1,
10873,,,,A,2113.0,Kidney,BAO_0000218,N,8418,CHEMBL626132,,,,,Intermediate,50597,1,1,
10874,,,,A,2113.0,Kidney,BAO_0000218,N,8418,CHEMBL626752,,,,,Intermediate,50597,1,1,
10875,,,,A,2113.0,Kidney,BAO_0000218,N,8418,CHEMBL626753,,,,,Intermediate,50597,1,1,
10876,,,,A,2113.0,Kidney,BAO_0000218,N,8418,CHEMBL626754,,,,,Intermediate,50597,1,1,
10877,,,,A,2113.0,Kidney,BAO_0000218,N,8418,CHEMBL626755,,,,,Intermediate,50597,1,1,
10878,,,,A,2107.0,Liver,BAO_0000218,N,8418,CHEMBL626756,,,,,Intermediate,50597,1,1,
10879,,,,A,2107.0,Liver,BAO_0000218,N,8418,CHEMBL626757,,,,,Intermediate,50597,1,1,
10880,,,,A,2107.0,Liver,BAO_0000218,N,8418,CHEMBL626758,,,,,Intermediate,50597,1,1,
10881,,,,A,2107.0,Liver,BAO_0000218,N,8418,CHEMBL626759,,,,,Intermediate,50597,1,1,
10882,,,,A,2107.0,Liver,BAO_0000218,N,8418,CHEMBL626760,,,,,Intermediate,50597,1,1,
10883,,,,A,,,BAO_0000218,N,6996,CHEMBL626394,,,,,Intermediate,50588,1,1,
10884,,,,A,,,BAO_0000218,N,6996,CHEMBL626395,,,,,Intermediate,50588,1,1,
10885,,,,A,,,BAO_0000218,N,6996,CHEMBL626396,,,,,Intermediate,50588,1,1,
10886,,,,A,,,BAO_0000218,N,6996,CHEMBL626397,,,,,Intermediate,50588,1,1,
10887,,,,A,,,BAO_0000218,N,6996,CHEMBL626398,,,,,Intermediate,50588,1,1,
10888,,,,A,,,BAO_0000218,N,6996,CHEMBL626399,,,,,Intermediate,50588,1,1,
10889,,,,A,,,BAO_0000218,N,6996,CHEMBL874653,,,,,Intermediate,50597,1,1,
10890,,,,A,,,BAO_0000218,N,6996,CHEMBL626400,,,,,Intermediate,50597,1,1,
10891,,,,A,,,BAO_0000218,N,6996,CHEMBL626401,,,,,Intermediate,50597,1,1,
10892,,,,A,,,BAO_0000218,N,6996,CHEMBL626402,,,,,Intermediate,50597,1,1,
10893,,,,A,,,BAO_0000218,N,6996,CHEMBL626403,,,,,Intermediate,50597,1,1,
10894,,,,A,,,BAO_0000218,N,6996,CHEMBL626404,,,,,Intermediate,50597,1,1,
10895,,,,A,,,BAO_0000218,N,6996,CHEMBL626405,,,,,Intermediate,50597,1,1,
10896,,,,A,,,BAO_0000218,N,6996,CHEMBL625529,,,,,Intermediate,50597,1,1,
10897,,,,A,,,BAO_0000218,N,6996,CHEMBL625530,,,,,Intermediate,50597,1,1,
10898,,,,A,,,BAO_0000218,N,6996,CHEMBL625531,,,,,Intermediate,50597,1,1,
10899,,,,A,,,BAO_0000218,N,6996,CHEMBL625532,,,,,Intermediate,50597,1,1,
10900,,,,A,,,BAO_0000218,N,6996,CHEMBL625533,,,,,Intermediate,50597,1,1,
10901,,,,A,,,BAO_0000218,N,6996,CHEMBL875474,,,,,Intermediate,50597,1,1,
10902,,,,A,,,BAO_0000218,N,6996,CHEMBL625534,,,,,Intermediate,50597,1,1,
10903,,,,A,,,BAO_0000218,N,6996,CHEMBL625535,,,,,Intermediate,50597,1,1,
10904,,,,A,,,BAO_0000218,N,6996,CHEMBL625536,,,,,Intermediate,50597,1,1,
10905,,,,A,,,BAO_0000218,N,6996,CHEMBL625537,,,,,Intermediate,50597,1,1,
10906,,,,A,,,BAO_0000218,N,6996,CHEMBL625538,,,,,Intermediate,50597,1,1,
10907,,,,A,,,BAO_0000218,N,6996,CHEMBL625539,,,,,Intermediate,50597,1,1,
10908,,,,A,,,BAO_0000218,N,6996,CHEMBL625540,,,,,Intermediate,50597,1,1,
10909,,,,A,,,BAO_0000218,N,6996,CHEMBL625541,,,,,Intermediate,50597,1,1,
10910,,,,A,,,BAO_0000218,N,6996,CHEMBL625542,,,,,Intermediate,50597,1,1,
10911,,,,A,,,BAO_0000218,N,6996,CHEMBL625543,,,,,Intermediate,50597,1,1,
10912,,,,A,,,BAO_0000218,N,6996,CHEMBL625544,,,,,Intermediate,50597,1,1,
10913,,,,A,,,BAO_0000218,N,6996,CHEMBL625545,,,,,Intermediate,50588,1,1,
10914,,,,A,,,BAO_0000218,N,6996,CHEMBL625546,,,,,Intermediate,50588,1,1,
10915,,,,A,,,BAO_0000218,N,6996,CHEMBL625547,,,,,Intermediate,50588,1,1,
10916,,,,A,,,BAO_0000218,N,6996,CHEMBL625548,,,,,Intermediate,50588,1,1,
10917,,,,A,,,BAO_0000218,N,6996,CHEMBL625549,,,,,Intermediate,50588,1,1,
10918,,,,A,,,BAO_0000218,N,6996,CHEMBL625550,,,,,Intermediate,50588,1,1,
10919,,,,A,,,BAO_0000218,N,6996,CHEMBL625551,,,,,Intermediate,50588,1,1,
10920,,,,A,,,BAO_0000218,N,6996,CHEMBL875475,,,,,Intermediate,50588,1,1,
10921,,,,A,,,BAO_0000218,N,6996,CHEMBL625552,,,,,Intermediate,50588,1,1,
10922,,,,A,,,BAO_0000218,N,6996,CHEMBL625553,,,,,Intermediate,50588,1,1,
10923,,,,A,,,BAO_0000218,N,6996,CHEMBL625554,,,,,Intermediate,50588,1,1,
10924,,,,A,,,BAO_0000218,N,6996,CHEMBL625555,,,,,Intermediate,50588,1,1,
10925,,,,A,,,BAO_0000218,N,6996,CHEMBL625556,,,,,Intermediate,50588,1,1,
10926,,,,A,,,BAO_0000218,N,6996,CHEMBL624986,,,,,Intermediate,50588,1,1,
10927,,,,A,,,BAO_0000218,N,6996,CHEMBL624987,,,,,Intermediate,50588,1,1,
10928,,,,A,,,BAO_0000218,N,6996,CHEMBL624988,,,,,Intermediate,50588,1,1,
10929,,,,A,1637.0,Artery,BAO_0000218,N,9025,CHEMBL624989,,In vivo,,,Intermediate,50588,1,1,
10930,,,,A,1637.0,Artery,BAO_0000218,N,9025,CHEMBL624990,,In vivo,,,Intermediate,50588,1,1,
10931,,,,A,1637.0,Artery,BAO_0000218,N,9025,CHEMBL874391,,In vivo,,,Intermediate,50588,1,1,
10932,,,,A,1637.0,Artery,BAO_0000218,N,9025,CHEMBL624991,,In vivo,,,Intermediate,50588,1,1,
10933,,,,A,1637.0,Artery,BAO_0000218,N,9025,CHEMBL624992,,In vivo,,,Intermediate,50588,1,1,
10934,,,,A,1637.0,Artery,BAO_0000218,N,9025,CHEMBL624993,,In vivo,,,Intermediate,50588,1,1,
10935,,,,A,1637.0,Artery,BAO_0000218,N,9025,CHEMBL624994,,In vivo,,,Intermediate,50588,1,1,
10936,,,,A,1637.0,Artery,BAO_0000218,N,9025,CHEMBL624995,,In vivo,,,Intermediate,50588,1,1,
10937,,,,A,1637.0,Artery,BAO_0000218,N,9025,CHEMBL624996,,In vivo,,,Intermediate,50588,1,1,
10938,,,,A,1637.0,Artery,BAO_0000218,N,9025,CHEMBL624997,,In vivo,,,Intermediate,50588,1,1,
10939,,,,A,1637.0,Artery,BAO_0000218,N,9025,CHEMBL624998,,In vivo,,,Intermediate,50588,1,1,
10940,,,,A,1637.0,Artery,BAO_0000218,N,9025,CHEMBL624999,,In vivo,,,Intermediate,50588,1,1,
10941,,,,A,1637.0,Artery,BAO_0000218,N,9025,CHEMBL882955,,In vivo,,,Intermediate,50588,1,1,
10942,,,,A,1637.0,Artery,BAO_0000218,N,9025,CHEMBL625000,,In vivo,,,Intermediate,50588,1,1,
10943,,,,A,1637.0,Artery,BAO_0000218,N,9025,CHEMBL625001,,In vivo,,,Intermediate,50588,1,1,
10944,,,,A,1637.0,Artery,BAO_0000218,N,9025,CHEMBL625089,,In vivo,,,Intermediate,50588,1,1,
10945,,,,A,1637.0,Artery,BAO_0000218,N,9025,CHEMBL625090,,In vivo,,,Intermediate,50588,1,1,
10946,,,,A,1637.0,Artery,BAO_0000218,N,9025,CHEMBL625091,,In vivo,,,Intermediate,50588,1,1,
10947,,,,A,1637.0,Artery,BAO_0000218,N,9025,CHEMBL625092,,In vivo,,,Intermediate,50588,1,1,
10948,,,,A,1637.0,Artery,BAO_0000218,N,9025,CHEMBL625093,,In vivo,,,Intermediate,50588,1,1,
10949,,,,A,1637.0,Artery,BAO_0000218,N,9025,CHEMBL625094,,In vivo,,,Intermediate,50588,1,1,
10950,,,,A,1637.0,Artery,BAO_0000218,N,9025,CHEMBL625095,,In vivo,,,Intermediate,50588,1,1,
10951,,,,A,,,BAO_0000218,N,2249,CHEMBL625096,,In vivo,,,Intermediate,50588,1,1,
10952,,,,A,,,BAO_0000218,N,2249,CHEMBL625097,,In vivo,,,Intermediate,50597,1,1,
10953,,,,A,,,BAO_0000218,U,17515,CHEMBL882956,,In vivo,,,Autocuration,22224,0,1,
10954,,,,A,,,BAO_0000218,N,14541,CHEMBL625098,,In vivo,,,Intermediate,50597,1,1,
10955,,,,A,,,BAO_0000218,U,12797,CHEMBL625099,,In vivo,,,Autocuration,22224,0,1,
10956,,,,A,,,BAO_0000218,N,12797,CHEMBL625100,,In vivo,,,Intermediate,50597,1,1,
10957,,,,A,,,BAO_0000218,N,12797,CHEMBL625101,,In vivo,,,Intermediate,50588,1,1,
10958,,,,A,,,BAO_0000218,N,12797,CHEMBL874396,,In vivo,,,Intermediate,50597,1,1,
10959,,,,F,,,BAO_0000218,U,11727,CHEMBL625102,,In vivo,,,Autocuration,22224,0,1,
10960,,,,A,,,BAO_0000218,N,13249,CHEMBL625103,,In vivo,,,Intermediate,50588,1,1,
10961,,,,A,,,BAO_0000218,N,13249,CHEMBL625104,,In vivo,,,Intermediate,100712,1,1,
10962,,,,A,,,BAO_0000218,U,13249,CHEMBL625105,,In vivo,,,Autocuration,22224,0,1,
10963,,,,A,,,BAO_0000218,N,13249,CHEMBL625106,,In vivo,,,Intermediate,50597,1,1,
10964,,,,A,,,BAO_0000218,U,9552,CHEMBL625107,,In vivo,,,Autocuration,22224,0,1,
10965,,,,A,,,BAO_0000218,N,9552,CHEMBL625108,,In vivo,,,Intermediate,50594,1,1,
10966,,,,A,,,BAO_0000218,U,14839,CHEMBL625109,,In vivo,,,Autocuration,22224,0,1,
10967,,,,A,,,BAO_0000218,U,14839,CHEMBL625110,,In vivo,,,Autocuration,22224,0,1,
10968,,,,A,,,BAO_0000218,U,14839,CHEMBL625111,,In vivo,,,Autocuration,22224,0,1,
10969,,,,A,,,BAO_0000218,N,14839,CHEMBL625112,,In vivo,,,Intermediate,50594,1,1,
10970,,,,A,,,BAO_0000218,N,14839,CHEMBL875334,,In vivo,,,Intermediate,50594,1,1,
10971,,,,A,,,BAO_0000218,U,11219,CHEMBL628617,,In vivo,,,Autocuration,22224,0,1,
10972,,,,A,,,BAO_0000218,U,9552,CHEMBL628618,,In vivo,,,Autocuration,22224,0,1,
10973,,,,A,,,BAO_0000218,U,11732,CHEMBL628619,,In vivo,,,Autocuration,22224,0,1,
10974,,,,A,,,BAO_0000218,U,11732,CHEMBL628620,,In vivo,,,Autocuration,22224,0,1,
10975,,,,A,,,BAO_0000218,N,14839,CHEMBL628621,,In vivo,,,Intermediate,100710,1,1,
10976,,,,A,,,BAO_0000218,N,14839,CHEMBL628622,,In vivo,,,Intermediate,100710,1,1,
10977,,,,A,,,BAO_0000218,N,14839,CHEMBL628623,,In vivo,,,Intermediate,100710,1,1,
10978,,,,A,1969.0,Plasma,BAO_0000218,N,14839,CHEMBL628624,,In vivo,,,Intermediate,100710,1,1,
10979,,,,A,1969.0,Plasma,BAO_0000218,N,14839,CHEMBL628625,,In vivo,,,Intermediate,50594,1,1,
10980,,,,A,1969.0,Plasma,BAO_0000218,N,14839,CHEMBL628626,,In vivo,,,Intermediate,100710,1,1,
10981,,,,A,1969.0,Plasma,BAO_0000218,N,14839,CHEMBL627041,,In vivo,,,Intermediate,50594,1,1,
10982,,,,A,1969.0,Plasma,BAO_0000218,N,14839,CHEMBL627042,,In vivo,,,Intermediate,50594,1,1,
10983,,,,A,1969.0,Plasma,BAO_0000218,N,14839,CHEMBL627043,,In vivo,,,Intermediate,50594,1,1,
10984,,,,A,1969.0,Plasma,BAO_0000218,U,13932,CHEMBL627044,,In vivo,,,Autocuration,22224,0,1,
10985,,,,A,1969.0,Plasma,BAO_0000218,N,11637,CHEMBL627045,,In vivo,,,Intermediate,50594,1,1,
10986,,,,A,1969.0,Plasma,BAO_0000218,U,11637,CHEMBL627046,,In vivo,,,Autocuration,22224,0,1,
10987,,,,A,1969.0,Plasma,BAO_0000218,N,13960,CHEMBL627047,,In vivo,,,Intermediate,50597,1,1,
10988,,,,A,1969.0,Plasma,BAO_0000218,N,15905,CHEMBL627048,,In vivo,,,Intermediate,50597,1,1,
10989,,,,A,,,BAO_0000218,N,14062,CHEMBL627049,,In vivo,,,Intermediate,50597,1,1,
10990,,,,A,,,BAO_0000218,N,14062,CHEMBL627050,,In vivo,,,Intermediate,50597,1,1,
10991,,,,A,,,BAO_0000218,N,14062,CHEMBL627051,,In vivo,,,Intermediate,50597,1,1,
10992,,,,A,,,BAO_0000218,N,14062,CHEMBL627052,,In vivo,,,Intermediate,50597,1,1,
10993,,,,A,,,BAO_0000218,N,14062,CHEMBL627053,,In vivo,,,Intermediate,50597,1,1,
10994,,,,A,,,BAO_0000218,N,14062,CHEMBL627054,,In vivo,,,Intermediate,50597,1,1,
10995,,,,A,,,BAO_0000218,N,15011,CHEMBL627055,,In vivo,,,Intermediate,50594,1,1,
10996,,,,A,,,BAO_0000218,N,15011,CHEMBL627056,,In vivo,,,Intermediate,50594,1,1,
10997,,,,A,,,BAO_0000218,N,15011,CHEMBL627057,,In vivo,,,Intermediate,50594,1,1,
10998,,,,A,,,BAO_0000218,N,15011,CHEMBL627058,,In vivo,,,Intermediate,50594,1,1,
10999,,,,A,,,BAO_0000218,N,15011,CHEMBL626211,,In vivo,,,Intermediate,50594,1,1,
11000,,,,A,,,BAO_0000218,U,10291,CHEMBL626212,,In vivo,,,Autocuration,22224,0,1,
11001,,,,A,,,BAO_0000218,N,14599,CHEMBL626213,,In vivo,,,Intermediate,50588,1,1,
11002,,,,A,,,BAO_0000218,N,14599,CHEMBL626214,,In vivo,,,Intermediate,50588,1,1,
11003,,,,A,,,BAO_0000218,N,14599,CHEMBL626215,,In vivo,,,Intermediate,50588,1,1,
11004,,,,A,,,BAO_0000218,N,14599,CHEMBL626216,,In vivo,,,Intermediate,50588,1,1,
11005,,,,A,178.0,Blood,BAO_0000218,U,12767,CHEMBL626217,,In vivo,,,Autocuration,22224,0,1,
11006,,,,A,178.0,Blood,BAO_0000218,U,12767,CHEMBL626218,,In vivo,,,Autocuration,22224,0,1,
11007,,,,A,178.0,Blood,BAO_0000218,U,12767,CHEMBL626219,,In vivo,,,Autocuration,22224,0,1,
11008,,,,A,178.0,Blood,BAO_0000218,U,12767,CHEMBL626220,,In vivo,,,Autocuration,22224,0,1,
11009,,,,A,178.0,Blood,BAO_0000218,U,12767,CHEMBL626221,,In vivo,,,Autocuration,22224,0,1,
11010,,,,A,178.0,Blood,BAO_0000218,U,12767,CHEMBL626222,,In vivo,,,Autocuration,22224,0,1,
