assay_id,assay_subcellular_fraction,assay_organism,description,relationship_type,assay_type,doc_id,assay_test_type,assay_category,assay_tax_id,assay_strain,assay_tissue,assay_cell_type,tid
1399,,,Binding affinity towards 5-hydroxytryptamine 1B receptor was measured using [3H]5-HT as radioligand,H,B,13969,,,,,,,10577
1400,,,Binding affinity for 5-hydroxytryptamine 1B receptor,D,B,13392,,,,,,,10577
1401,,Rattus norvegicus,Inhibition of [3H]5-HT binding to 5-hydroxytryptamine 1B receptor in rat striatum; Less active,D,B,3651,,,10116.0,,Striatum,,10577
1402,,,Concentration necessary to achieve half maximal inhibition of [125I]- Iodocyanopindolol binding to 5-hydroxytryptamine 1B receptor at 1 uM,H,B,10025,,,,,,,10577
1403,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT as radioligand; range=48-77,H,B,13863,,,,,,,10576
1404,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=63-95,H,B,13863,,,,,,,10576
1405,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=710-980,H,B,13863,,,,,,,10576
1406,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=78-140,H,B,13863,,,,,,,10576
1407,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=85-130,H,B,13863,,,,,,,10576
1408,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=89-280,H,B,13863,,,,,,,10576
1409,,,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in rat hippocampus membrane.,H,B,4622,,,,,Hippocampus,,10576
1410,,,Binding affinity at 5-hydroxytryptamine 1A (5-HT1A) receptor in rat cerebral cortex using [3H]8-OH-DPAT as radioligand,H,B,14911,,,,,,,10576
1411,,,In vitro binding affinity to 5-hydroxytryptamine 1A receptor using [125I](R)-(+)-trans-8-OH-PIPAT as radioligand in rat hippocampal homogenate,H,B,12678,,,,,Hippocampus,,10576
1412,,,In vitro binding affinity to 5-hydroxytryptamine 1A receptor in rat hippocampal homogenate by [125I](R)-(+)-trans-8-OH-PIPAT displacement.,H,B,12678,,,,,Hippocampus,,10576
1413,,,In vitro binding affinity to rat hippocampal 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand,H,B,14235,,,,,Hippocampus,,10576
1414,,,In vitro binding affinity towards 5-hydroxytryptamine 1A r receptor by the displacement of [3H]8-OH-DPAT radioligand in rat hippocampal homogenates,H,B,14949,,,,,Hippocampus,,10576
1415,,,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT radioligand in rat hippocampal homogenates,H,B,14949,,,,,Hippocampus,,10576
1416,,,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT radioligand in rat hippocampal homogenates; ND=not determined,H,B,14949,,,,,Hippocampus,,10576
1417,,,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT radioligand in rat hippocampal homogenates; Not determined,H,B,14949,,,,,Hippocampus,,10576
1418,,,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT radioligand in rat hippocampal homogenates; not determined,H,B,14949,,,,,Hippocampus,,10576
1419,,,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor in rat cerebral cortex membranes,H,B,16118,,,,,,,10576
1420,,,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand in rat cerebral cortex membranes,H,B,3268,,,,,,,10576
1421,,,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand in rat cerebral cortex membranes; Inactive,H,B,3268,,,,,,,10576
1422,,,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor was determined using radioligand [3H]-8-OH-DPAT,H,B,16117,,,,,,,10576
1423,,,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue.,H,B,9783,,,,,Hippocampus,,10576
1424,,,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue; NT=Not tested,H,B,9783,,,,,Hippocampus,,10576
1425,,Rattus norvegicus,Displacement of [3H]8-OH-DPAT from rat hippocampal 5-hydroxytryptamine 1A receptor,D,B,14356,,,10116.0,,Hippocampus,,10576
1426,,,Inhibition constant of 50 uM forskolin-stimulated cAMP accumulation against 5-hydroxytryptamine 1A receptor,H,F,15740,,,,,,,10576
1427,,,Inhibition of binding of [125I]8-OH-PIPAT ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,H,B,12306,,,,,Hippocampus,,10576
1428,,Rattus norvegicus,Displacement of [3H]5-HT from rat hippocampal 5-hydroxytryptamine 1A receptor with 10e-6 M ketanserin,D,B,13348,,,10116.0,,Hippocampus,,10576
1429,,,Inhibitory activity against 5-hydroxytryptamine 1A receptor in rat cortical membranes using [3H]8-OH-DPAT as a radioligand,H,B,10394,,,,,,,10576
1430,,,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue,H,B,15260,,,,,Hippocampus,,10576
1431,,,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue using [3H]OH-DPAT as radioligand.,H,B,10046,,,,,Hippocampus,,10576
1432,,,Antagonist activity against rat hippocampal tissue 5-hydroxytryptamine 1A receptor,H,F,15260,,,,,Hippocampus,,10576
1433,,,Inhibitory affinity constant against 5-hydroxytryptamine 1A receptor,H,B,12851,,,,,,,10576
1434,,Rattus norvegicus,Displacement of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat brain hippocampus,D,B,2148,,,10116.0,,Hippocampus,,10576
1435,,,Affinity against the 5-hydroxytryptamine receptor 1A using [3H]WB-4101.,H,B,13134,,,,,,,10576
1436,,,Tested for affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in homogenized rat brain,H,B,12462,,,,,,,10576
1437,,,Tested for affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in homogenized rat brain tissue,H,B,12462,,,,,,,10576
1438,,,Tested for affinity against 5-hydroxytryptamine 1A receptors using [3H]8-OH-DPAT in homogenized rat cloned CHO cells,H,B,12462,,,,,,CHO,10576
1439,,,Tested for binding affinity against 5-hydroxytryptamine 1A receptor from rat frontal cortical regions using [3H]8-OH-DPAT as radioligand,H,B,11933,,,,,,,10576
1440,,,Tested for binding affinity against 5-hydroxytryptamine 1A receptor from rat frontal cortical regions using [3H]8-OH-DPAT as radioligand; ND is Not Determined,H,B,11933,,,,,,,10576
1441,,Rattus norvegicus,Displacement of [3H]8-OH-DPAT from rat hippocampal 5-hydroxytryptamine 1A receptor,D,B,403,,,10116.0,,Hippocampus,,10576
1442,,,Tested for binding affinity by measuring displacement of [3H]8-OH-DPAT from rat serotonin 5-hydroxytryptamine 1A receptor in rat hippocampus,H,B,15538,,,,,Hippocampus,,10576
1443,,,Tested for binding affinity by measuring displacement of [3H]8-OH-DPAT from rat serotonin 5-hydroxytryptamine 1A receptor in rat hippocampus; NA means Not Active,H,B,15538,,,,,Hippocampus,,10576
1444,,,Tested for binding affinity by measuring displacement of [3H]-8-OH-DPAT from rat serotonin 5-hydroxytryptamine 1A receptor in rat hippocampus; ND means Not Determined,H,B,15538,,,,,Hippocampus,,10576
1445,,,Binding affinity to displace [3H]2-(di-N-propylamino)-8-hydroxy-tetralin from 5-hydroxytryptamine 1A (5-HT1A) receptor in rat frontal cortex homogenates,H,B,12464,,,,,,,10576
1446,,,Binding affinity to 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT radioligand assay.,H,B,1455,,,,,,,10576
1447,,,Tested for the binding affinity against the site labelled by the 5-hydroxytryptamine 1A receptor agonist [3H]- 8-OH-DPAT,H,B,12652,,,,,,,10576
1448,,,Tested for the inhibitory activity against 5-hydroxytryptamine 1A receptor in rat hippocampal,H,B,12639,,,,,Hippocampus,,10576
1449,,,Tested in vitro for binding affinity by measuring its ability to inhibit [3H]8-OH-DPAT binding at 5-hydroxytryptamine 1A receptor in rat cerebral cortex membranes.,H,B,13949,,,,,,,10576
1450,,Rattus norvegicus,Tested in vitro for receptor binding affinity against 5-hydroxytryptamine 1A receptor using radioligand [3H]8-OH-DPAT,D,B,12463,,,10116.0,,,,10576
1451,,,The binding affinity by measuring its ability to displace [3H]8-OH-DPAT radioligand in 5-hydroxytryptamine 1A receptor on rat hippocampal preparation,H,B,14829,,,,,Hippocampus,,10576
1452,,,The binding affinity by measuring its ability to displace [3H]8-OH-DPAT radioligand in 5-hydroxytryptamine 1A receptor on rat hippocampal preparation; ND=not determined,H,B,14829,,,,,Hippocampus,,10576
1453,,,The binding affinity was measured on 5-hydroxytryptamine 1A receptor using [3H]- 8-OH-DPAT as radioligand.,H,B,12092,,,,,,,10576
1454,,,The compound was evaluated for binding affinity against 5-hydroxytryptamine 1A receptor in rat hippocampal membranes using [3H]8-OH-DPAT as radioligand in the presence of 1 mM of MnCl2,H,B,403,,,,,,,10576
1455,,,The compound was evaluated for binding affinity against 5-hydroxytryptamine 1A receptor in rat hippocampal membranes using [3H]8-OH-DPAT as radioligand in the presence of 3*10e-5 M GTP gamma S,H,B,403,,,,,,,10576
1456,,,Binding affinity at 5-hydroxytryptamine 1A receptor from striata of wistar rats by [3H]- 8-OH -DPAT displacement.,H,B,3967,,,,,,,10576
1457,,Rattus norvegicus,Binding affinity towards 5-hydroxytryptamine 1A receptor of rat brain synaptosomal preparations,D,B,12771,,,10116.0,,,,10576
1458,,,The compound was tested binding affinity against 5-hydroxytryptamine 1A receptor from rat brain using [3H]8-OH-DPAT as radioligand at 10e-6 M.,H,B,15086,,,,,,,10576
1459,,,The compound was tested for binding affinity on [3H]8-OH-DPAT as specific ligand on 5-hydroxytryptamine 1A receptor in rat hippocampus,H,B,14909,,,,,Hippocampus,,10576
1460,,,The compound was tested for binding affinity on [3H]8-OH-DPAT as specific ligand on 5-hydroxytryptamine 1A receptor in rat hippocampus,H,B,14949,,,,,Hippocampus,,10576
1461,,Rattus norvegicus,Binding affinity against 5-hydroxytryptamine 1A receptor of rat hippocampus using [3H]8-OH-DPAT,D,B,2309,,,10116.0,,Hippocampus,,10576
1462,,,Binding affinity towards 5-hydroxytryptamine 1A receptor,H,B,4170,,,,,,,10576
1463,,Rattus norvegicus,Binding affinity towards 5-hydroxytryptamine 1A receptor by displacing [3H]WB-4101 from rat hippocampus,D,B,11642,,,10116.0,,Hippocampus,,10576
1464,,,The compound was tested for its binding affinity towards 5-hydroxytryptamine 1A receptor by displacing [3H]WB-4101 radioligand in rat hippocampus,H,B,11642,,,,,Hippocampus,,10576
1465,,,The compound was tested for their binding affinity towards 5-hydroxytryptamine 1A receptor from rat hippocampus using [3H]-8-OH-DPAT as radioligand,H,B,12953,,,,,Hippocampus,,10576
1466,,,The compound was tested for their binding affinity towards 5-hydroxytryptamine 1A receptor from rat hippocampus using [3H]8-OH-DPAT as radioligand.,H,B,12953,,,,,Hippocampus,,10576
1467,,,Binding affinity for 5-hydroxytryptamine 1A receptor from rat hippocampus using [3H]8-OH-DPAT as radioligand,H,B,12953,,,,,Hippocampus,,10576
1468,,,"In vitro binding affinity against cloned mammalian 5-hydroxytryptamine 1A receptor expressed in CHO cells, by using [3H]8-OH-DPAT as radioligand.",H,B,12903,,,,,,CHO,10576
1469,,,Displacement of the radioligand [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor,H,B,12536,,,,,,,10576
1470,,,The inhibition activity of 5-HT1A at 1 uM,H,B,10058,,,,,,,10576
1471,,,"Binding affinity against 5-hydroxytryptamine 1A receptor from CHO-K1 cells, using [3H]8-OH-DPAT as the radioligand.",H,B,12902,,,,,,CHO-K1,10576
1472,,,Binding affinities against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in rat cerebral cortex membrane,H,B,14057,,,,,,,10576
1473,,,Compound was evaluated for its ability to displace the protonated form of [3H]8-hydroxy-2-(di-n-propylamino)tetralin binding from labeled 5-HT 1A receptor site.,H,B,11296,,,,,,,10576
1474,,,Compound was evaluated for its ability to displace the protonated form of [3H]8-hydroxy-2-(di-n-propylamino)tetralin binding from labeled 5-hydroxytryptamine 1A receptor site in rat brain hippocampus,H,B,11296,,,,,Hippocampus,,10576
1475,,,Ability to displace the protonated form of [3H]8-hydroxy-2-(di-n-propylamino)tetralin binding from labeled 5-hydroxytryptamine 1A receptor site in rat brain hippocampus,H,B,11296,,,,,Hippocampus,,10576
1476,Membranes,Rattus norvegicus,Antagonist activity to stimulate binding of [35S]-GTP-gamma S binding to 5-hydroxytryptamine 1A receptor in isolated rat hippocampal membranes,D,F,16616,,,10116.0,,,,10576
1477,Membranes,Rattus norvegicus,"Inhibition of (+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding in rat hippocampal membranes",D,F,16616,,,10116.0,,Hippocampus,,10576
1478,,,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND is defined as not -determined.,H,B,16567,,,,,,,10576
1479,,,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND is defined as not defined.,H,B,16567,,,,,,,10576
1480,,,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND is defined as not determined.,H,B,16567,,,,,,,10576
1481,,,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND means not determined.,H,B,16567,,,,,,,10576
1482,,,Binding affinity towards 5-hydroxytryptamine 1A receptor was determined in rat cortex membranes using [3H]8-OH-DPAT as radioligand; No data,H,B,17136,,,,,,,10576
1483,,,Binding affinity towards 5-hydroxytryptamine 1A receptor was determined in rat cortex membranes using [3H]8-OH-DPAT as radioligand; Not determined,H,B,17136,,,,,,,10576
1484,,Rattus norvegicus,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat frontal cortex homogenates; ND means No data,D,B,16616,,,10116.0,,,,10576
1485,,,Binding affinity against 5-hydroxytryptamine 1A receptor by displacement of [3H]8-OH-DPAT from rat hippocampus mambranes,H,B,17331,,,,,Hippocampus,,10576
1486,,,Binding affinity against 5-hydroxytryptamine 1A receptor by displacement of [3H]8-OH-DPAT from rat hippocampus mambranes; Not tested,H,B,17331,,,,,Hippocampus,,10576
1487,,Rattus norvegicus,Binding affinity for rat hippocampus 5-hydroxytryptamine 1A receptor by inhibition of [3H]8-OH-DPAT binding; Not tested,D,B,17167,,,10116.0,,Hippocampus,,10576
1488,,,Evaluated for the 5-hydroxytryptamine 1A receptor agonist activity in LY-293284 trained rats; Not tested,H,F,15740,,,,,,,10576
1489,,,Evaluated for the 5-hydroxytryptamine 1A receptor agonist activity in LY-293284 trained rats; not tested,H,F,15740,,,,,,,10576
1490,,,Ratio of binding affinity to 5-HT 1A and D2 receptor,H,B,4671,,,,,,,10576
1491,,,In vitro ability to inhibit [3H]-8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus at 1 uM,H,B,10058,,,,,Hippocampus,,10576
1492,,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus at 1 uM,H,B,10058,,,,,Hippocampus,,10576
1493,,,In vitro ability to inhibit [3H]-8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus.,H,B,10058,,,,,Hippocampus,,10576
1494,,,Percentage inhibition against 5-hydroxytryptamine 1A receptor,H,B,12073,,,,,,,10576
1495,,,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes (experiment 1),H,B,2759,,,,,,,10576
1496,,,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes (experiment 1),H,F,2759,,,,,,,10576
1497,,,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes (experiment 2),H,B,2759,,,,,,,10576
1498,,,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes (experiment 2),H,F,2759,,,,,,,10576
1499,,,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes.,H,F,2759,,,,,,,10576
1500,,,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat brain membrane using [3H]8-OH-DPAT as a selective ligand.,H,B,9737,,,,,Brain,,10576
1501,,,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat frontal cortex using [3H]8-OH-DPAT as a radioligand,H,B,9737,,,,,,,10576
1502,,,Antagonistic activity against 5-hydroxytryptamine 1A receptor in rat cerebral cortex using [3H]-8-OH-DPAT as radioligand.,H,F,5717,,,,,,,10576
1503,,,Binding affinity of 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in rat hippocampus,H,B,12253,,,,,Hippocampus,,10576
1504,,,Affinity pKi for 5-hydroxytryptamine 1A receptor was measured in rat cortex homogenates.,H,B,14025,,,,,,,10576
1505,,,Binding affinity against 5-hydroxytryptamine 1A receptor in rat cerebral cortical membrane using [3H]-8-OH-DPAT as radioligand.,H,B,10425,,,,,,,10576
1506,,,Binding affinity against 5-hydroxytryptamine 1A receptor in rat cortex homogenates.,H,B,14998,,,,,,,10576
1507,,,Binding affinity against native 5-HT1A-receptors from rat hippocampus using radioligand ([3H]- 8-hydri\oxy-2-(di-n-propylamino)tetraline) binding assay,H,B,13694,,,,,Hippocampus,,10576
1508,,,Binding affinity against native 5-HT1A-receptors from rat hippocampus using radioligand ([3H]8-hydroxy-2-(di-n-propylamino)-tetraline) binding assay,H,B,13694,,,,,Hippocampus,,10576
1509,,,Binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined,H,B,4342,,,,,,,10576
1510,,Rattus norvegicus,Binding affinity against rat 5-hydroxytryptamine 1A receptor,D,B,12936,,,10116.0,,,,10576
1511,,Rattus norvegicus,Inhibition of [3H]2-(di-N-propylamino)-8-hydroxytetralin binding to 5-HT1A receptor of rat frontal cortex homogenates,D,B,13144,,,10116.0,,,,10576
1512,,,Binding affinity of a compound to rat brain 5-hydroxytryptamine 1A (serotonin) receptor assayed by radiolabeled [3H]-8-OH-DPAT ligand displacement,H,B,13343,,,,,,,10576
