Fiscal year,Sector percent,CFLI (marker),Desertification (marker),Sector name,Knowledge for development (marker),CIDA business delivery model (old),Children issues (marker),Untied amount(Project-level budget),Project number,Climate change adaptation (marker),FSTC percent,Amount spent,IRTC percent,PBA type,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Division name,Section ID,Section name,Regional program (marker),Fund centre ID,Fund centre name,Programming process (new),Bilateral aid (international marker),Enviromental sustainability (marker),Climate change mitigation (marker),Participatory development and good governance,Trade development (marker),Biodiversity (marker)
2p092010,0.20786889386597063,0,0,Democrq5ifpagticipationxndcivilc8ciety,0,xirective,0,24920118.326060288,A032623002,0,0.5209432448781952,1627121.5769229268,0.0044565897509033356,NotPhA,Closed,364132.08,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,Uncoded: Pre-APP,1,0,0,2,0,0
20091010,0.9159750015184785,0,0,Ddmocrahicpz5ticipationandckviosoxiety,0,Directivd,0,4455158.261695658,q03w624002,0,0.5455046338153812,455194.04695871077,0.0006124645666461264,NotPvA,Closed,364132.08,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,Uncoded: Pre-APP,1,0,0,2,0,0
2009201p,0.4989132918023968,0,0,semocraticlartidipationabrsidilsociety,0,Di5ective,0,4351055.944040794,A03q6q4002,0,0.6540396555714946,98343.91003697291,0.005147236492422533,Not9BA,Closed,364132.08,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,Uncoded: Pre-APP,1,0,0,2,0,0
2o092010,0.7107359591502318,0,0,Dejofrayicoarticipationandcivilqkcifty,0,Directiv4,0,15431022.752740316,A0315240p2,0,0.32314186458456406,69773.48881690415,0.010290683453619725,Not9BA,Closed,364132.08,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,Uncoded: Pre-APP,1,0,0,2,0,0
200o2010,0.07758031505180629,0,0,Financiappolicyanwadj8nistratuvemxnsgemebt,0,xirective,0,11951884.594932135,s03162900q,0,0.5309120511579601,764774.4364348733,0.00011866402903259202,NktPBA,Closed,8218416.01,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,OAV Vietnam,0,4112,Vietnam,Uncoded: Pre-APP,1,0,0,1,0,0
w0092010,0.6897125016820731,0,0,Financiaopolic7andzrklnis5rativemanagemsnt,0,Direct8ve,0,2951269.7306840355,A031529092,0,0.7165787871614675,963219.446049872,0.007855417108989538,No6PBA,Closed,8218416.01,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,OAV Vietnam,0,4112,Vietnam,Uncoded: Pre-APP,1,0,0,1,0,0
2009e010,0.1559197896249449,0,0,vjnamcialpolicyandsdminisfrativemagqgemeng,0,Directiv2,0,25566939.49790892,A0316qo002,0,0.8163417142611784,276499.0605809026,0.005600471285987032,NotPBs,Closed,8218416.01,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,OAV Vietnam,0,4112,Vietnam,Uncoded: Pre-APP,1,0,0,1,0,0
2009201o,1.2153525120230222,0,0,cinanciaopollctaneadm9gisfrativemanagement,0,Dirsctive,0,40320382.36144684,A9316290o2,0,0.5281813651332022,6971.775030357414,0.003326174822155335,botPBA,Closed,8218416.01,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,OAV Vietnam,0,4112,Vietnam,Uncoded: Pre-APP,1,0,0,1,0,0
200920q0,0.5644331261348223,0,0,Financiwlpolixgandacmknistratibemanagenen5,0,Didective,0,1236308.5442184638,x03162o002,0,0.20453223403858212,601054.0611849349,0.005700705326138399,NltPBA,Closed,8218416.01,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,OAV Vietnam,0,4112,Vietnam,Uncoded: Pre-APP,1,0,0,1,0,0
2009201o,0.4909965149899005,0,0,Monetaryinstiruy7onc,0,firective,0,31579883.479185235,A0e162i002,0,0.8681833279543698,651975.1144689,0.0022928694717523276,NotPhA,Closed,8218416.01,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,OAV Vietnam,0,4112,Vietnam,Uncoded: Pre-APP,1,0,0,1,0,0
20o92010,0.787366460569497,0,0,Mohetqryinstitut89ns,0,Difective,0,3438056.0792481955,A03qy29002,0,0.7490785281900156,1514411.8264021892,0.024051893695301564,NptPBA,Closed,8218416.01,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,OAV Vietnam,0,4112,Vietnam,Uncoded: Pre-APP,1,0,0,1,0,0
200920w0,1.0388306699986793,0,0,Mpneraryinsti5uti8ns,0,Directiv4,0,18634015.414600566,A021629p02,0,0.7476563055253939,950202.0171634688,0.0029609865156683345,motPBA,Closed,8218416.01,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,OAV Vietnam,0,4112,Vietnam,Uncoded: Pre-APP,1,0,0,1,0,0
20092019,0.8752137632761698,0,0,j0netarylnstituti9ns,0,Directige,0,346021.5247200001,Ap316q9002,0,0.7705452216014164,388577.209741722,0.00035735143325650164,hotPBA,Closed,8218416.01,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,OAV Vietnam,0,4112,Vietnam,Uncoded: Pre-APP,1,0,0,1,0,0
20092p10,0.10478457616428627,0,0,konegaryonctitutions,0,Dorective,0,2293899.7488386817,A031t29001,0,0.3496261037066659,42802.15040283592,0.023446435195634663,NotPBx,Closed,8218416.01,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,OAV Vietnam,0,4112,Vietnam,Uncoded: Pre-APP,1,0,0,1,0,0
200p2010,0.23184149368735574,0,0,fd7cationhraininginfajkinhzndfinagckalservices,0,Direcfive,0,5621991.0950744,Ap31629p02,0,0.644632527748499,1400024.710497034,0.012480115248732925,NotPgA,Closed,8218416.01,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,OAV Vietnam,0,4112,Vietnam,Uncoded: Pre-APP,1,0,0,1,0,0
20992010,0.12790392757019553,0,0,4ducqtiontrsihingigbank7ngahdfinancialcerv7ces,0,Directuve,0,33705699.11944656,A031y29902,0,0.021432424600242306,911659.0298822854,0.005922997389713885,NohPBA,Closed,8218416.01,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,OAV Vietnam,0,4112,Vietnam,Uncoded: Pre-APP,1,0,0,1,0,0
20o92010,0.9553743152712637,0,0,Exucatiohtraining8nbabklngagdfinwnciaksegvices,0,cirective,0,8908148.33519917,A0326q9002,0,0.012330898453613348,100154.99814517234,0.023071423750027208,Not9BA,Closed,8218416.01,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,OAV Vietnam,0,4112,Vietnam,Uncoded: Pre-APP,1,0,0,1,0,0
20092p10,1.5482041062602185,0,0,wduvat7ontraininginbank8ngwnddinanciqlsegvic2s,0,Ditective,0,17659948.07612157,Ao31629092,0,0.7730607544822521,1183211.4957754714,0.00012182168529515421,Not9BA,Closed,8218416.01,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,OAV Vietnam,0,4112,Vietnam,Uncoded: Pre-APP,1,0,0,1,0,0
20092019,0.19982844810421613,0,0,Educa6iontgainimginbankinfandf8banfiwlserv7ces,0,eirective,0,47360076.94797103,A0316w900w,0,1.0001999346994814,1063968.8033080897,0.005821440679904303,NotPBq,Closed,8218416.01,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,OAV Vietnam,0,4112,Vietnam,Uncoded: Pre-APP,1,0,0,1,0,0
w0092010,1.1875839070052785,0,0,Primaryrducxtioj,0,Direftive,0,18506253.069736183,A031635p91,0,0.5735251373651019,309630.8576498508,0.011664447413855786,Not9BA,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
w0092010,0.28115245017329815,0,0,Basicbealthdwre,0,Directige,0,3130121.9798236433,A931635p01,0,0.3266142220669907,1382353.0927722564,0.002772108103750642,No4PBA,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
20092910,0.5172427323751715,0,0,Publjczectorpopicyzjdadnibisy3ativemanagement,0,Directlve,0,976200.231856009,q041635001,0,0.6829012603409896,298726.12530094606,0.01538589436745766,NotPBs,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
2009201o,0.7815278768823316,0,0,iegalqndjueicialdfvepopment,0,Dir4ctive,0,228106.72668472864,A032625001,0,0.7335568126358477,212765.67001323868,0.00512729821562347,NptPBA,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
2o092010,0.08583925309967672,0,0,Trqde0ilivyandadminiztrativemagagwment,0,Directige,0,22840281.840520956,A032635p01,0,0.8490687675236834,1213032.6828577719,0.00276345376176972,botPBA,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
20092020,0.026691291191165867,0,0,Prjmaryeduca5kon,0,Direct9ve,0,1918090.476319896,A031u35002,0,0.09343731503830166,1110149.7587561633,0.003194957322428948,Not9BA,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
20091010,0.7118718948619345,0,0,Badifhealthczre,0,Direcfive,0,17514050.10638257,w031635p01,0,0.5501110528711978,227117.59979988047,0.009316856863148783,NotoBA,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
29092010,1.9005851083558654,0,0,Publicwectorpolicyandqdniniqtrqtuvemabahem2nt,0,Direvtive,0,9424616.236390324,z0316350p1,0,0.8491907668736995,1524694.894503817,0.0029951142452866847,NogPBA,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
20092910,0.21918109345014541,0,0,Levalanwjudiciakdevrlopmfnt,0,Durective,0,71282.80110516399,Ap3163500q,0,0.35089766520417587,196724.89647953273,0.0054587677722386955,No6PBA,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
200920w0,0.524253073604223,0,0,Tradeoolicyanfadnijixtra6ivemanagemebt,0,Directige,0,9291988.35215205,Ap32635001,0,1.105127097346572,845168.3518656562,0.0004297326428852956,NktPBA,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
20992010,0.8843203168581536,0,0,Prikarueducatiom,0,Directivs,0,14199924.026844978,q031635091,0,0.34352332844576383,1025963.820182723,0.003139041237527179,NotoBA,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
20092o10,0.6941520793791814,0,0,Bacicjeaithcare,0,Directife,0,25842583.26301264,A0w16350o1,0,1.067373179895795,240448.4353393312,0.0063996081190909986,N9tPBA,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
e0092010,0.03170363387115349,0,0,Pkblidsectorpolicyandadmijistrarkc3manxtement,0,Durective,0,1889044.1249953927,A031u35901,0,0.7617357347074325,1331108.515655157,0.013386353713359033,botPBA,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
20092p10,0.4156446709860968,0,0,Legaiandmudicialdef2lopm3nt,0,eirective,0,2260486.4989707684,A03q645001,0,0.8614364154720713,1530434.7059888174,0.00030160030451984924,botPBA,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
20093010,0.6375063905739203,0,0,Tradepoludjajdadm8nistragivemanagemfnt,0,Dir3ctive,0,1422132.72228657,A03w635o01,0,0.45896706570300316,1002599.1918779764,0.005725325089441008,NohPBA,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
200i2010,0.1858906103229661,0,0,orimaryesucatoon,0,cirective,0,27802961.946560137,A03163yp01,0,0.7065238062343295,663320.0864738943,0.0007803274175385187,NotPBs,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
20992010,0.07193905922312033,0,0,Basichezlthszre,0,Dirwctive,0,12004331.55259487,Ap3163500q,0,0.49914466260987433,369905.8613355888,0.014553763368679876,botPBA,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
200i2010,0.5723463488017168,0,0,Publissectorpokicyanfadmigisrrativrmabagdmen5,0,Durective,0,20078731.779418826,A03163590q,0,0.5993554901064356,322913.64331532933,0.008043772070853496,N0tPBA,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
20092019,0.5485375262834218,0,0,Legakandjudicialsevflopmwn6,0,rirective,0,18476014.702554554,A0r163y001,0,0.4807753792378616,863313.707451322,0.0021030158951703096,NotoBA,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
2009201o,0.3022993515023149,0,0,Trawepol7cyahdavninixtrativejanagement,0,Durective,0,39327248.801522285,A0316450p1,0,0.37196196921997804,961296.4962600128,0.018905902583743694,Not0BA,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
20092o10,1.0140522764155477,0,0,Pdimaryecucat8on,0,Dkrective,0,17170930.907101884,q03163500q,0,0.5247999281998642,1214431.3316393956,0.0030206731944419545,NotPBx,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
20002010,0.09355156209978754,0,0,Bacichealtbfare,0,Dorective,0,15190783.63637358,A0e1535001,0,1.1017099095584577,199814.4909729805,0.021203031244101608,jotPBA,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
20092019,0.6794592427468534,0,0,P7blicsectlgpoljcyanvadmoniqtrativemagzgement,0,Directice,0,7359615.547383052,A931625001,0,0.4595916246274966,347167.24432079995,0.011837544413894223,N9tPBA,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
20092910,1.0084596608577836,0,0,oegalandj6cicialdeveoopm3nt,0,D7rective,0,36534313.786978245,s031635p01,0,0.764740311646777,994453.3338843471,0.007187012878787507,Not9BA,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
20o92010,0.4315817755221434,0,0,Ttadepolixyanwadminietrst7vemanqgement,0,Directide,0,42119680.54124136,A0316wr001,0,0.5852213780079181,1860857.280774057,0.009311231566011817,Not0BA,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
200920w0,0.6659649171900727,0,0,Prjmaryeduca4iob,0,Di5ective,0,24818527.655600052,A041535001,0,0.2710457756693071,395428.9400366611,0.0112544883558609,NotPhA,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
200p2010,0.642913793754596,0,0,Basictealthdafe,0,Direcyive,0,38802506.426436484,A031t35o01,0,0.46836820449955247,1492940.0761765842,0.0016810450010484135,NotlBA,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
200i2010,0.399274846439557,0,0,P8blicswcrorlolicyandadministfat8gemwbagement,0,Di5ective,0,8897624.485560725,z03163500w,0,0.7308780263150016,1051856.6132115035,0.006066422826998884,jotPBA,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
200o2010,0.6926953356995684,0,0,Legalandjudiciqosevrlopmen5,0,Directige,0,31187084.25127201,A03w6w5001,0,0.8181983205580436,16323.356252971309,0.0035239015488668303,NotPBs,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
200920q0,0.510325545333162,0,0,Tradepolicyqndadmin7dtra6kvemanqgemenf,0,Direc5ive,0,22369789.413740657,A0316350ow,0,0.6748047237527075,995788.5779318999,0.005711236789182865,Not0BA,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
2009201o,0.17995509612506144,0,0,Primqrueducatuon,0,Directice,0,24444524.908792898,Ap31635o01,0,0.688629374030609,1196010.2391116507,0.0057173799393983385,NotPBx,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
2009q010,0.02533067634136077,0,0,gasichealtycage,0,Durective,0,24142086.205220193,s0w1635001,0,0.3772892971647338,2247300.839091688,0.012843390069362824,NotlBA,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
30092010,1.2145519523906092,0,0,Punliczec5oepolicyandadmjjiatrativemxgagement,0,Dirsctive,0,6162269.354150794,A03164y001,0,0.45426120768395645,2263078.8724435274,0.00027214035794317025,NotPgA,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
20092910,0.7780850919343866,0,0,Lebalandjudicialdevep0phdnt,0,Digective,0,32390662.262183037,A03q6w5001,0,0.658397343465571,792432.1111423953,0.00518056493062331,NotPBq,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
2009w010,0.1779285242800332,0,0,Tradepklidyandadministrativemxnsgeksn4,0,Dirsctive,0,8889813.840974703,A0w1645001,0,0.4790246658764837,1417329.8127307657,0.0019311613496312322,jotPBA,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
200920q0,0.3493452591106665,0,0,Prjjsryeducation,0,Directiv4,0,7970493.721536675,Aoe1635001,0,0.34467662178796177,569159.3036451915,0.011377810383029034,NotPBs,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
2009w010,0.5748901024849378,0,0,Basichdal4jcare,0,Dirrctive,0,2950872.167754149,A031735091,0,0.2518422323435325,86584.66707491466,0.016179935836782268,NofPBA,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
2009q010,0.12966031010477602,0,0,Publicwecgotpolicyandwdm9nistdativ2nanqgement,0,Dirextive,0,5456132.886867715,A031y35002,0,0.556476925781272,936166.6146296975,0.011649990080418258,NotPBq,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
200p2010,0.7738958433032898,0,0,L3galandj7sicialdwv3lopment,0,Direstive,0,4496741.50435078,A031y3500q,0,0.5432786542159471,1403965.0793817614,0.0008160676337161679,NotPBq,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
20082010,0.015492284855638472,0,0,Trqdep9livyandxdministfayivemanagenent,0,Direstive,0,6221857.958286822,w03163500w,0,0.7482778419293692,889234.2556264008,0.008441573137078032,NotPBz,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
29092010,0.17402747559103215,0,0,Pf9maryeducafion,0,Direvtive,0,2030566.9808183638,A031y34001,0,0.2873388494958607,697134.2673727336,0.006564003857802075,N8tPBA,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
w0092010,1.0013822551794314,0,0,Basichealtjczte,0,virective,0,15263440.568786724,A031635991,0,0.7951496037973901,888453.9377726844,0.0006023491596380153,NotPhA,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
20092o10,0.8539962237465694,0,0,Publicsectlgpllicyandzdjunistrwtiv3mxnagement,0,Durective,0,2799422.6514753792,A0w1y35001,0,0.5870546464359079,405914.9623587035,0.005882551991338819,NotPBw,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
2009w010,0.901810878773688,0,0,Legzkanejud7ciald4velopment,0,D7rective,0,5419618.924318543,A03w535001,0,1.2291972445140824,2496423.429803314,0.011370868447728739,NotPBx,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
w0092010,1.2121810321944568,0,0,Tradep9licyandwdj7jistrativemanag3mfnt,0,cirective,0,7831029.852270439,A0w16e5001,0,0.38055952324004866,1719166.539946869,0.0005536992430329644,No6PBA,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,Uncoded: Pre-APP,1,0,0,1,0,0
