Fiscal year,Branch name,CIDA business delivery model (old),Project number,Sector ID,Section name,FSTC percent,Youth issues (marker),CountryRegion name,Bilateral aid (international marker),Trade development (marker),Untied amount(Project-level budget),Status,Urban issues (marker),Climate change adaptation (marker),Branch ID,Desertification (marker),PBA type,Organisation class,Organisation type,Indigenous issues (marker),ICT as a tool for development (marker),CFLI (marker),CountryRegion percent,Regional program (marker),Participatory development and good governance,Children issues (marker),Fund centre name,Organisation sub-class,Division name,Enviromental sustainability (marker),IRTC percent,Disability issues (marker),Project Browser country ID,Organisation name,Maximum CIDA contribution (project-level),Division ID,Section ID,Fund centre ID,Programming process (new),Climate change mitigation (marker),Biodiversity (marker),Knowledge for development (marker)
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Cuba,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Civil Society,Canadian Profit Making,0,0,0,0.135,0,1,0,Haiti,CONSULTING SERVICES,NDD Americas Programming,0,0.0,0,CU,SOCOFEP INC,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Cuba,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Civil Society,Canadian Profit Making,0,0,0,0.135,0,1,0,Haiti,CONSULTING SERVICES,NDD Americas Programming,0,0.0,0,CU,Les Productions du Quetzal Inc.,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Cuba,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,0.135,0,1,0,Haiti,CONSULTANT,NDD Americas Programming,0,0.0,0,CU,Information not available,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Cuba,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,0.135,0,1,0,Haiti,CONSULTANT,NDD Americas Programming,0,0.0,0,CU,Information not available,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Cuba,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,0.135,0,1,0,Haiti,CONSULTANT,NDD Americas Programming,0,0.0,0,CU,Information not available,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Cuba,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,0.135,0,1,0,Haiti,CONSULTANT,NDD Americas Programming,0,0.0,0,CU,Information not available,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Cuba,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,0.135,0,1,0,Haiti,CONSULTANT,NDD Americas Programming,0,0.0,0,CU,Information not available,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Cuba,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,0.135,0,1,0,Haiti,CONSULTANT,NDD Americas Programming,0,0.0,0,CU,Information not available,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Cuba,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,0.135,0,1,0,Haiti,CONSULTANT,NDD Americas Programming,0,0.0,0,CU,Information not available,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Cuba,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,0.135,0,1,0,Haiti,CONSULTANT,NDD Americas Programming,0,0.0,0,CU,Information not available,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Cuba,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,0.135,0,1,0,Haiti,CONSULTANT,NDD Americas Programming,0,0.0,0,CU,Information not available,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Cuba,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,0.135,0,1,0,Haiti,CONSULTANT,NDD Americas Programming,0,0.0,0,CU,Information not available,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Cuba,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,0.135,0,1,0,Haiti,CONSULTANT,NDD Americas Programming,0,0.0,0,CU,Information not available,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Cuba,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,0.135,0,1,0,Haiti,CONSULTANT,NDD Americas Programming,0,0.0,0,CU,Information not available,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Cuba,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,0.135,0,1,0,Haiti,CONSULTANT,NDD Americas Programming,0,0.0,0,CU,Information not available,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Dominican Rep.,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Governmental,Canadian Non-Profit Making,0,0,0,0.115,0,1,0,Haiti,FEDERAL,NDD Americas Programming,0,0.0,0,DO,Department of Foreign Affairs and International Trade,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Dominican Rep.,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Civil Society,Canadian Profit Making,0,0,0,0.115,0,1,0,Haiti,CONSULTING SERVICES,NDD Americas Programming,0,0.0,0,DO,CRC Sogema Inc.,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Dominican Rep.,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Civil Society,Canadian Profit Making,0,0,0,0.115,0,1,0,Haiti,CONSULTING SERVICES,NDD Americas Programming,0,0.0,0,DO,Geotactic Inc.,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Dominican Rep.,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Civil Society,Canadian Profit Making,0,0,0,0.115,0,1,0,Haiti,CONSULTING SERVICES,NDD Americas Programming,0,0.0,0,DO,EDS INTER,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Dominican Rep.,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Civil Society,Canadian Profit Making,0,0,0,0.115,0,1,0,Haiti,CONSULTING SERVICES,NDD Americas Programming,0,0.0,0,DO,Consultation Claude G. Rochon Inc.,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Dominican Rep.,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Civil Society,Canadian Profit Making,0,0,0,0.115,0,1,0,Haiti,CONSULTING SERVICES,NDD Americas Programming,0,0.0,0,DO,SOCOFEP INC,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Dominican Rep.,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Civil Society,Canadian Profit Making,0,0,0,0.115,0,1,0,Haiti,CONSULTING SERVICES,NDD Americas Programming,0,0.0,0,DO,Les Productions du Quetzal Inc.,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Dominican Rep.,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,0.115,0,1,0,Haiti,CONSULTANT,NDD Americas Programming,0,0.0,0,DO,Information not available,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Dominican Rep.,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,0.115,0,1,0,Haiti,CONSULTANT,NDD Americas Programming,0,0.0,0,DO,Information not available,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Dominican Rep.,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,0.115,0,1,0,Haiti,CONSULTANT,NDD Americas Programming,0,0.0,0,DO,Information not available,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Dominican Rep.,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,0.115,0,1,0,Haiti,CONSULTANT,NDD Americas Programming,0,0.0,0,DO,Information not available,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Dominican Rep.,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,0.115,0,1,0,Haiti,CONSULTANT,NDD Americas Programming,0,0.0,0,DO,Information not available,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Dominican Rep.,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,0.115,0,1,0,Haiti,CONSULTANT,NDD Americas Programming,0,0.0,0,DO,Information not available,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Dominican Rep.,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,0.115,0,1,0,Haiti,CONSULTANT,NDD Americas Programming,0,0.0,0,DO,Information not available,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Dominican Rep.,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,0.115,0,1,0,Haiti,CONSULTANT,NDD Americas Programming,0,0.0,0,DO,Information not available,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Dominican Rep.,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,0.115,0,1,0,Haiti,CONSULTANT,NDD Americas Programming,0,0.0,0,DO,Information not available,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Dominican Rep.,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,0.115,0,1,0,Haiti,CONSULTANT,NDD Americas Programming,0,0.0,0,DO,Information not available,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Dominican Rep.,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,0.115,0,1,0,Haiti,CONSULTANT,NDD Americas Programming,0,0.0,0,DO,Information not available,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Dominican Rep.,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,0.115,0,1,0,Haiti,CONSULTANT,NDD Americas Programming,0,0.0,0,DO,Information not available,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Dominican Rep.,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,0.115,0,1,0,Haiti,CONSULTANT,NDD Americas Programming,0,0.0,0,DO,Information not available,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Haiti,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Governmental,Canadian Non-Profit Making,0,0,0,0.75,0,1,0,Haiti,FEDERAL,NDD Americas Programming,0,0.0,0,HT,Department of Foreign Affairs and International Trade,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Haiti,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Civil Society,Canadian Profit Making,0,0,0,0.75,0,1,0,Haiti,CONSULTING SERVICES,NDD Americas Programming,0,0.0,0,HT,CRC Sogema Inc.,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Haiti,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Civil Society,Canadian Profit Making,0,0,0,0.75,0,1,0,Haiti,CONSULTING SERVICES,NDD Americas Programming,0,0.0,0,HT,Geotactic Inc.,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Haiti,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Civil Society,Canadian Profit Making,0,0,0,0.75,0,1,0,Haiti,CONSULTING SERVICES,NDD Americas Programming,0,0.0,0,HT,EDS INTER,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Haiti,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Civil Society,Canadian Profit Making,0,0,0,0.75,0,1,0,Haiti,CONSULTING SERVICES,NDD Americas Programming,0,0.0,0,HT,Consultation Claude G. Rochon Inc.,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Haiti,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Civil Society,Canadian Profit Making,0,0,0,0.75,0,1,0,Haiti,CONSULTING SERVICES,NDD Americas Programming,0,0.0,0,HT,SOCOFEP INC,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Haiti,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Civil Society,Canadian Profit Making,0,0,0,0.75,0,1,0,Haiti,CONSULTING SERVICES,NDD Americas Programming,0,0.0,0,HT,Les Productions du Quetzal Inc.,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Haiti,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,0.75,0,1,0,Haiti,CONSULTANT,NDD Americas Programming,0,0.0,0,HT,Information not available,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Haiti,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,0.75,0,1,0,Haiti,CONSULTANT,NDD Americas Programming,0,0.0,0,HT,Information not available,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Haiti,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,0.75,0,1,0,Haiti,CONSULTANT,NDD Americas Programming,0,0.0,0,HT,Information not available,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Haiti,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,0.75,0,1,0,Haiti,CONSULTANT,NDD Americas Programming,0,0.0,0,HT,Information not available,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Haiti,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,0.75,0,1,0,Haiti,CONSULTANT,NDD Americas Programming,0,0.0,0,HT,Information not available,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Haiti,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,0.75,0,1,0,Haiti,CONSULTANT,NDD Americas Programming,0,0.0,0,HT,Information not available,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Haiti,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,0.75,0,1,0,Haiti,CONSULTANT,NDD Americas Programming,0,0.0,0,HT,Information not available,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Haiti,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,0.75,0,1,0,Haiti,CONSULTANT,NDD Americas Programming,0,0.0,0,HT,Information not available,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Haiti,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,0.75,0,1,0,Haiti,CONSULTANT,NDD Americas Programming,0,0.0,0,HT,Information not available,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Haiti,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,0.75,0,1,0,Haiti,CONSULTANT,NDD Americas Programming,0,0.0,0,HT,Information not available,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Haiti,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,0.75,0,1,0,Haiti,CONSULTANT,NDD Americas Programming,0,0.0,0,HT,Information not available,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Haiti,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,0.75,0,1,0,Haiti,CONSULTANT,NDD Americas Programming,0,0.0,0,HT,Information not available,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785002,43010,Ha�ti & Dominican Republic Section,1.0,0,Haiti,1,0,0.0,Terminating,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,0.75,0,1,0,Haiti,CONSULTANT,NDD Americas Programming,0,0.0,0,HT,Information not available,3757126.03,D4400,S4449,4452,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785003,43010,Cuba,1.0,0,Cuba,1,0,0.0,Operational,0,0,B4400,0,Not PBA,Governmental,Canadian Non-Profit Making,0,0,0,1.0,0,1,0,Cuba,FEDERAL,NDD Americas Programming,0,0.0,0,CU,Department of Foreign Affairs and International Trade,842873.97,D4400,S4450,4450,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785003,43010,Cuba,1.0,0,Cuba,1,0,0.0,Operational,0,0,B4400,0,Not PBA,Civil Society,Canadian Profit Making,0,0,0,1.0,0,1,0,Cuba,CONSULTING SERVICES,NDD Americas Programming,0,0.0,0,CU,�TUDE �CONOMIQUE CONSEIL INC.,842873.97,D4400,S4450,4450,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785003,43010,Cuba,1.0,0,Cuba,1,0,0.0,Operational,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,1.0,0,1,0,Cuba,CONSULTANT,NDD Americas Programming,0,0.0,0,CU,Information not available,842873.97,D4400,S4450,4450,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031785003,43010,Cuba,1.0,0,Cuba,1,0,0.0,Operational,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,0,0,0,1.0,0,1,0,Cuba,CONSULTANT,NDD Americas Programming,0,0.0,0,CU,Information not available,842873.97,D4400,S4450,4450,Uncoded: Pre-APP,0,0,0
2009/2010,OGM Asia Pacific,Directive,A031786001,15150,Philippines and Mongolia,1.0,0,Nepal,1,0,0.0,Closed,0,0,B4100,0,Not PBA,Governmental,Canadian Non-Profit Making,0,0,0,1.0,0,1,0,Nepal,FEDERAL,OAD Asia Programming,0,0.0,0,NP,Department of Foreign Affairs and International Trade,4237913.18,D4100,S4130,4117,Uncoded: Pre-APP,0,0,0
2009/2010,OGM Asia Pacific,Directive,A031786001,15160,Philippines and Mongolia,1.0,0,Nepal,1,0,0.0,Closed,0,0,B4100,0,Not PBA,Governmental,Canadian Non-Profit Making,0,0,0,1.0,0,1,0,Nepal,FEDERAL,OAD Asia Programming,0,0.0,0,NP,Department of Foreign Affairs and International Trade,4237913.18,D4100,S4130,4117,Uncoded: Pre-APP,0,0,0
2009/2010,OGM Asia Pacific,Directive,A031786001,41030,Philippines and Mongolia,1.0,0,Nepal,1,0,0.0,Closed,0,0,B4100,0,Not PBA,Governmental,Canadian Non-Profit Making,0,0,0,1.0,0,1,0,Nepal,FEDERAL,OAD Asia Programming,0,0.0,0,NP,Department of Foreign Affairs and International Trade,4237913.18,D4100,S4130,4117,Uncoded: Pre-APP,0,0,0
2009/2010,OGM Asia Pacific,Directive,A031786001,43040,Philippines and Mongolia,1.0,0,Nepal,1,0,0.0,Closed,0,0,B4100,0,Not PBA,Governmental,Canadian Non-Profit Making,0,0,0,1.0,0,1,0,Nepal,FEDERAL,OAD Asia Programming,0,0.0,0,NP,Department of Foreign Affairs and International Trade,4237913.18,D4100,S4130,4117,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031825001,11110,Americas Section,1.0,1,Americas MC,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Civil Society,Canadian Profit Making,1,1,0,1.0,1,1,0,Inter American,SUPPLIER OF GOODS/SERVICES,NDD Americas Programming,1,0.0,0,X2,Altis Human Resources,258402.94,D4400,S4400,4404,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031825001,11110,Americas Section,1.0,1,Americas MC,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,1,1,0,1.0,1,1,0,Inter American,CONSULTANT,NDD Americas Programming,1,0.0,0,X2,Information not available,258402.94,D4400,S4400,4404,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031825001,15150,Americas Section,1.0,1,Americas MC,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Civil Society,Canadian Profit Making,1,1,0,1.0,1,1,0,Inter American,SUPPLIER OF GOODS/SERVICES,NDD Americas Programming,1,0.0,0,X2,Altis Human Resources,258402.94,D4400,S4400,4404,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031825001,15150,Americas Section,1.0,1,Americas MC,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Individual,Canadian Profit Making,1,1,0,1.0,1,1,0,Inter American,CONSULTANT,NDD Americas Programming,1,0.0,0,X2,Information not available,258402.94,D4400,S4400,4404,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A031825001,15160,Americas Section,1.0,1,Americas MC,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Civil Society,Canadian Profit Making,1,1,0,1.0,1,1,0,Inter American,SUPPLIER OF GOODS/SERVICES,NDD Americas Programming,1,0.0,0,X2,Altis Human Resources,258402.94,D4400,S4400,4404,Uncoded: Pre-APP,0,0,0
