assay_id,assay_tissue,doc_id,tissue_id,assay_organism,assay_category,cell_id,assay_tax_id,assay_subcellular_fraction,curated_by,assay_strain,description,assay_type,assay_test_type,assay_cell_type,tid,relationship_type
1364,,17211,,,,308.0,,,Autocuration,,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor; NT denotes not tested,B,,HeLa,106,H
1365,,17211,,,,308.0,,,Autocuration,,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor; NT=not tested,B,,HeLa,106,H
1366,,17211,,,,308.0,,,Autocuration,,Ability to displace [3H]-5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor; NT denotes not tested,B,,HeLa,106,H
1367,,15926,,Homo sapiens,,,9606.0,,Expert,,Binding activity against human 5-hydroxytryptamine 1B receptor; NT means not tested,B,,,106,D
1368,,16312,,,,485.0,,,Autocuration,,Binding affinity in CHO-K1 cells transfected with human recombinant 5-hydroxytryptamine 1B receptor; not tested,B,,CHO-K1,106,H
1369,,5843,,,,,,,Expert,,Selectivity ratio against cloned human 5-HT1B receptor to that of h5-HT1D receptor,B,,,106,H
1370,,5843,,,,,,,Autocuration,,Selectivity ratio against cloned human 5-hydroxytryptamine 1B receptor to that of human 5-hydroxytryptamine 1D receptor,B,,,106,H
1371,,16312,,,,485.0,,,Expert,,Binding affinity in CHO-K1 cells transfected with human recombinant 5-hydroxytryptamine 1B receptor,B,,CHO-K1,106,H
1372,,15926,,Homo sapiens,,,9606.0,,Expert,,Binding activity against human 5-hydroxytryptamine 1B receptor,B,,,106,D
1373,,15926,,Homo sapiens,,,9606.0,,Expert,,Binding activity against human 5-hydroxytryptamine 1B receptor,B,,,106,D
1374,,4540,,Homo sapiens,,449.0,9606.0,,Expert,,Binding affinity to human cloned 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT as radioligand,B,,CHO,106,D
1375,,6166,,,,,,,Autocuration,,Binding affinity towards cloned human 5-hydroxytryptamine 1B receptor was determined,B,,,106,H
1376,,17296,,,,449.0,,,Autocuration,,Binding affinity against cloned human 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-CT as radioligand,B,,CHO,106,H
1377,,17296,,,,449.0,,,Autocuration,,Binding affinity against human 5-hydroxytryptamine 1B receptor cloned receptors in CHO cells,B,,CHO,106,H
1378,,17296,,,,449.0,,,Autocuration,,Binding affinity against human 5-hydroxytryptamine 1B receptor cloned receptors in CHO cells using [3H]5-CT as radioligand,B,,CHO,106,H
1379,,15779,,,,449.0,,,Autocuration,,Binding affinity towards 5-hydroxytryptamine 1B (human cloned receptor) in CHO cells using [3H]5-HT as radioligand,B,,CHO,106,H
1380,,15779,,,,449.0,,,Autocuration,,Binding affinity towards 5-hydroxytryptamine 1B receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand,B,,CHO,106,H
1381,,15779,,,,449.0,,,Autocuration,,Binding affinity towards 5-hydroxytryptamine 1B receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand;ND means no data.,B,,CHO,106,H
1382,,4199,,,,449.0,,,Autocuration,,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT as the radioligand,B,,CHO,106,H
1383,,14875,,Homo sapiens,,,9606.0,,Expert,,Binding affinity for human 5-hydroxytryptamine 1B receptor,B,,,106,D
1384,,15146,,,,449.0,,,Autocuration,,Compound was tested for its binding affinity against human cloned 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT,B,,CHO,106,H
1385,,5213,,,,,,,Autocuration,,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1B receptor in CHO using [3H]5-HT as a radioligand,B,,,106,H
1386,,14818,,,,449.0,,,Autocuration,,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT,B,,CHO,106,H
1387,,4829,,,,449.0,,,Autocuration,,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1B receptor in CHO cells, using [3H]5-HT as radioligand",B,,CHO,106,H
1388,,14454,,,,,,,Expert,,Adenyl cyclase activity was expressed as percent forskolin response against 5-hydroxytryptamine 1B receptor at concentration 1 uM,F,,,106,H
1389,,14454,,,,,,,Expert,,Adenyl cyclase activity was expressed as percent forskolin response against 5-hydroxytryptamine 1B receptor at concentration 10 uM,F,,,106,H
1390,,14875,,,,449.0,,,Autocuration,,"Effect of compound on [35S]GTP-gamma-S, radioligand binding CHO cells expressing human 5-hydroxytryptamine 1B receptor",F,,CHO,106,H
1391,,14875,,,,449.0,,,Autocuration,,"Effect of compound on [35S]GTP-gamma-S, radioligand binding in CHO cells expressing human 5-hydroxytryptamine 1B receptor",F,,CHO,106,H
1392,,15250,,,,,,,Autocuration,,"Compound was tested for maximum stimulation of [35S]GTP-gamma-S, binding expressed relative to the maximal effect produced by 5-HT.",F,,,105,H
1393,,15250,,,,449.0,,,Autocuration,,Compound was tested for the displacement of [3H]5-HT binding to cloned 5-hydroxytryptamine 1D receptor stably expressed in CHO cells.,B,,CHO,105,H
1394,,15086,,,,,,,Autocuration,,The compound was tested for binding affinity against 5-hydroxytryptamine 1B receptor,B,,,17105,H
1395,,3025,,Oryctolagus cuniculus,,,9986.0,,Autocuration,,5-hydroxytryptamine 1B receptor agonist potency determined in rabbit saphenous vein contraction model,F,,,106,H
1396,,14998,,Oryctolagus cuniculus,,,9986.0,,Autocuration,,The vascular 5-hydroxytryptamine 1B receptor affinity was assessed using ring preparations of rabbit saphenous vein (RbSV).,B,,,106,H
1397,,14998,,Oryctolagus cuniculus,,,9986.0,,Intermediate,,"Binding affinity against vascular 5-hydroxytryptamine 1B receptor, measured using ring preparations of rabbit saphenous vein (RbSV)",B,,,106,H
1398,,14998,,Oryctolagus cuniculus,,,9986.0,,Autocuration,,The vascular 5-hydroxytryptamine 1B receptor affinity was assessed using ring preparations of rabbit saphenous vein(RbSV).,B,,,106,H
1399,,13969,,,,,,,Expert,,Binding affinity towards 5-hydroxytryptamine 1B receptor was measured using [3H]5-HT as radioligand,B,,,10577,H
1400,,13392,,,,,,,Intermediate,,Binding affinity for 5-hydroxytryptamine 1B receptor,B,,,10577,D
1401,Striatum,3651,2435.0,Rattus norvegicus,,,10116.0,,Expert,,Inhibition of [3H]5-HT binding to 5-hydroxytryptamine 1B receptor in rat striatum; Less active,B,,,10577,D
1402,,10025,,,,,,,Expert,,Concentration necessary to achieve half maximal inhibition of [125I]- Iodocyanopindolol binding to 5-hydroxytryptamine 1B receptor at 1 uM,B,,,10577,H
1403,,13863,,,,,,,Autocuration,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT as radioligand; range=48-77,B,,,10576,H
1404,,13863,,,,,,,Autocuration,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=63-95,B,,,10576,H
1405,,13863,,,,,,,Autocuration,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=710-980,B,,,10576,H
1406,,13863,,,,,,,Autocuration,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=78-140,B,,,10576,H
1407,,13863,,,,,,,Autocuration,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=85-130,B,,,10576,H
1408,,13863,,,,,,,Autocuration,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=89-280,B,,,10576,H
1409,Hippocampus,4622,10000000.0,,,,,,Autocuration,,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in rat hippocampus membrane.,B,,,10576,H
1410,,14911,,,,,,,Intermediate,,Binding affinity at 5-hydroxytryptamine 1A (5-HT1A) receptor in rat cerebral cortex using [3H]8-OH-DPAT as radioligand,B,,,10576,H
1411,Hippocampus,12678,10000000.0,,,,,,Autocuration,,In vitro binding affinity to 5-hydroxytryptamine 1A receptor using [125I](R)-(+)-trans-8-OH-PIPAT as radioligand in rat hippocampal homogenate,B,,,10576,H
1412,Hippocampus,12678,10000000.0,,,,,,Expert,,In vitro binding affinity to 5-hydroxytryptamine 1A receptor in rat hippocampal homogenate by [125I](R)-(+)-trans-8-OH-PIPAT displacement.,B,,,10576,H
1413,Hippocampus,14235,10000000.0,,,,,,Expert,,In vitro binding affinity to rat hippocampal 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand,B,,,10576,H
1414,Hippocampus,14949,10000000.0,,,,,,Expert,,In vitro binding affinity towards 5-hydroxytryptamine 1A r receptor by the displacement of [3H]8-OH-DPAT radioligand in rat hippocampal homogenates,B,,,10576,H
1415,Hippocampus,14949,10000000.0,,,,,,Expert,,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT radioligand in rat hippocampal homogenates,B,,,10576,H
1416,Hippocampus,14949,10000000.0,,,,,,Expert,,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT radioligand in rat hippocampal homogenates; ND=not determined,B,,,10576,H
1417,Hippocampus,14949,10000000.0,,,,,,Expert,,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT radioligand in rat hippocampal homogenates; Not determined,B,,,10576,H
1418,Hippocampus,14949,10000000.0,,,,,,Expert,,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT radioligand in rat hippocampal homogenates; not determined,B,,,10576,H
1419,,16118,,,,,,,Expert,,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor in rat cerebral cortex membranes,B,,,10576,H
1420,,3268,,,,,,,Autocuration,,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand in rat cerebral cortex membranes,B,,,10576,H
1421,,3268,,,,,,,Autocuration,,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand in rat cerebral cortex membranes; Inactive,B,,,10576,H
1422,,16117,,,,,,,Expert,,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor was determined using radioligand [3H]-8-OH-DPAT,B,,,10576,H
1423,Hippocampus,9783,10000000.0,,,,,,Expert,,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue.,B,,,10576,H
1424,Hippocampus,9783,10000000.0,,,,,,Autocuration,,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue; NT=Not tested,B,,,10576,H
1425,Hippocampus,14356,10000000.0,Rattus norvegicus,,,10116.0,,Expert,,Displacement of [3H]8-OH-DPAT from rat hippocampal 5-hydroxytryptamine 1A receptor,B,,,10576,D
1426,,15740,,,,,,,Autocuration,,Inhibition constant of 50 uM forskolin-stimulated cAMP accumulation against 5-hydroxytryptamine 1A receptor,F,,,10576,H
1427,Hippocampus,12306,10000000.0,,,,,,Autocuration,,Inhibition of binding of [125I]8-OH-PIPAT ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,B,,,10576,H
1428,Hippocampus,13348,10000000.0,Rattus norvegicus,,,10116.0,,Expert,,Displacement of [3H]5-HT from rat hippocampal 5-hydroxytryptamine 1A receptor with 10e-6 M ketanserin,B,,,10576,D
1429,,10394,,,,,,,Autocuration,,Inhibitory activity against 5-hydroxytryptamine 1A receptor in rat cortical membranes using [3H]8-OH-DPAT as a radioligand,B,,,10576,H
1430,Hippocampus,15260,10000000.0,,,,,,Autocuration,,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue,B,,,10576,H
1431,Hippocampus,10046,10000000.0,,,,,,Expert,,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue using [3H]OH-DPAT as radioligand.,B,,,10576,H
1432,Hippocampus,15260,10000000.0,,,,,,Intermediate,,Antagonist activity against rat hippocampal tissue 5-hydroxytryptamine 1A receptor,F,,,10576,H
1433,,12851,,,,,,,Autocuration,,Inhibitory affinity constant against 5-hydroxytryptamine 1A receptor,B,,,10576,H
1434,Hippocampus,2148,10000000.0,Rattus norvegicus,,,10116.0,,Expert,,Displacement of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat brain hippocampus,B,,,10576,D
1435,,13134,,,,,,,Expert,,Affinity against the 5-hydroxytryptamine receptor 1A using [3H]WB-4101.,B,,,10576,H
1436,,12462,,,,,,,Autocuration,,Tested for affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in homogenized rat brain,B,,,10576,H
1437,,12462,,,,,,,Expert,,Tested for affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in homogenized rat brain tissue,B,,,10576,H
1438,,12462,,,,449.0,,,Autocuration,,Tested for affinity against 5-hydroxytryptamine 1A receptors using [3H]8-OH-DPAT in homogenized rat cloned CHO cells,B,,CHO,10576,H
1439,,11933,,,,,,,Expert,,Tested for binding affinity against 5-hydroxytryptamine 1A receptor from rat frontal cortical regions using [3H]8-OH-DPAT as radioligand,B,,,10576,H
1440,,11933,,,,,,,Autocuration,,Tested for binding affinity against 5-hydroxytryptamine 1A receptor from rat frontal cortical regions using [3H]8-OH-DPAT as radioligand; ND is Not Determined,B,,,10576,H
1441,Hippocampus,403,10000000.0,Rattus norvegicus,,,10116.0,,Expert,,Displacement of [3H]8-OH-DPAT from rat hippocampal 5-hydroxytryptamine 1A receptor,B,,,10576,D
1442,Hippocampus,15538,10000000.0,,,,,,Autocuration,,Tested for binding affinity by measuring displacement of [3H]8-OH-DPAT from rat serotonin 5-hydroxytryptamine 1A receptor in rat hippocampus,B,,,10576,H
1443,Hippocampus,15538,10000000.0,,,,,,Autocuration,,Tested for binding affinity by measuring displacement of [3H]8-OH-DPAT from rat serotonin 5-hydroxytryptamine 1A receptor in rat hippocampus; NA means Not Active,B,,,10576,H
1444,Hippocampus,15538,10000000.0,,,,,,Autocuration,,Tested for binding affinity by measuring displacement of [3H]-8-OH-DPAT from rat serotonin 5-hydroxytryptamine 1A receptor in rat hippocampus; ND means Not Determined,B,,,10576,H
1445,,12464,,,,,,,Intermediate,,Binding affinity to displace [3H]2-(di-N-propylamino)-8-hydroxy-tetralin from 5-hydroxytryptamine 1A (5-HT1A) receptor in rat frontal cortex homogenates,B,,,10576,H
1446,,1455,,,,,,,Expert,,Binding affinity to 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT radioligand assay.,B,,,10576,H
1447,,12652,,,,,,,Autocuration,,Tested for the binding affinity against the site labelled by the 5-hydroxytryptamine 1A receptor agonist [3H]- 8-OH-DPAT,B,,,10576,H
1448,Hippocampus,12639,10000000.0,,,,,,Autocuration,,Tested for the inhibitory activity against 5-hydroxytryptamine 1A receptor in rat hippocampal,B,,,10576,H
1449,,13949,,,,,,,Expert,,Tested in vitro for binding affinity by measuring its ability to inhibit [3H]8-OH-DPAT binding at 5-hydroxytryptamine 1A receptor in rat cerebral cortex membranes.,B,,,10576,H
1450,,12463,,Rattus norvegicus,,,10116.0,,Expert,,Tested in vitro for receptor binding affinity against 5-hydroxytryptamine 1A receptor using radioligand [3H]8-OH-DPAT,B,,,10576,D
1451,Hippocampus,14829,10000000.0,,,,,,Expert,,The binding affinity by measuring its ability to displace [3H]8-OH-DPAT radioligand in 5-hydroxytryptamine 1A receptor on rat hippocampal preparation,B,,,10576,H
1452,Hippocampus,14829,10000000.0,,,,,,Autocuration,,The binding affinity by measuring its ability to displace [3H]8-OH-DPAT radioligand in 5-hydroxytryptamine 1A receptor on rat hippocampal preparation; ND=not determined,B,,,10576,H
1453,,12092,,,,,,,Autocuration,,The binding affinity was measured on 5-hydroxytryptamine 1A receptor using [3H]- 8-OH-DPAT as radioligand.,B,,,10576,H
1454,,403,,,,,,,Autocuration,,The compound was evaluated for binding affinity against 5-hydroxytryptamine 1A receptor in rat hippocampal membranes using [3H]8-OH-DPAT as radioligand in the presence of 1 mM of MnCl2,B,,,10576,H
1455,,403,,,,,,,Autocuration,,The compound was evaluated for binding affinity against 5-hydroxytryptamine 1A receptor in rat hippocampal membranes using [3H]8-OH-DPAT as radioligand in the presence of 3*10e-5 M GTP gamma S,B,,,10576,H
1456,,3967,,,,,,,Expert,,Binding affinity at 5-hydroxytryptamine 1A receptor from striata of wistar rats by [3H]- 8-OH -DPAT displacement.,B,,,10576,H
1457,,12771,,Rattus norvegicus,,,10116.0,,Expert,,Binding affinity towards 5-hydroxytryptamine 1A receptor of rat brain synaptosomal preparations,B,,,10576,D
1458,,15086,,,,,,,Autocuration,,The compound was tested binding affinity against 5-hydroxytryptamine 1A receptor from rat brain using [3H]8-OH-DPAT as radioligand at 10e-6 M.,B,,,10576,H
1459,Hippocampus,14909,10000000.0,,,,,,Autocuration,,The compound was tested for binding affinity on [3H]8-OH-DPAT as specific ligand on 5-hydroxytryptamine 1A receptor in rat hippocampus,B,,,10576,H
1460,Hippocampus,14949,10000000.0,,,,,,Expert,,The compound was tested for binding affinity on [3H]8-OH-DPAT as specific ligand on 5-hydroxytryptamine 1A receptor in rat hippocampus,B,,,10576,H
1461,Hippocampus,2309,10000000.0,Rattus norvegicus,,,10116.0,,Expert,,Binding affinity against 5-hydroxytryptamine 1A receptor of rat hippocampus using [3H]8-OH-DPAT,B,,,10576,D
1462,,4170,,,,,,,Expert,,Binding affinity towards 5-hydroxytryptamine 1A receptor,B,,,10576,H
1463,Hippocampus,11642,10000000.0,Rattus norvegicus,,,10116.0,,Expert,,Binding affinity towards 5-hydroxytryptamine 1A receptor by displacing [3H]WB-4101 from rat hippocampus,B,,,10576,D
1464,Hippocampus,11642,10000000.0,,,,,,Autocuration,,The compound was tested for its binding affinity towards 5-hydroxytryptamine 1A receptor by displacing [3H]WB-4101 radioligand in rat hippocampus,B,,,10576,H
1465,Hippocampus,12953,10000000.0,,,,,,Autocuration,,The compound was tested for their binding affinity towards 5-hydroxytryptamine 1A receptor from rat hippocampus using [3H]-8-OH-DPAT as radioligand,B,,,10576,H
1466,Hippocampus,12953,10000000.0,,,,,,Autocuration,,The compound was tested for their binding affinity towards 5-hydroxytryptamine 1A receptor from rat hippocampus using [3H]8-OH-DPAT as radioligand.,B,,,10576,H
1467,Hippocampus,12953,10000000.0,,,,,,Expert,,Binding affinity for 5-hydroxytryptamine 1A receptor from rat hippocampus using [3H]8-OH-DPAT as radioligand,B,,,10576,H
1468,,12903,,,,449.0,,,Expert,,"In vitro binding affinity against cloned mammalian 5-hydroxytryptamine 1A receptor expressed in CHO cells, by using [3H]8-OH-DPAT as radioligand.",B,,CHO,10576,H
1469,,12536,,,,,,,Expert,,Displacement of the radioligand [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor,B,,,10576,H
