Fiscal year,Gender equality (marker),Sector ID,Regional program (marker),Project Browser country ID,Project number,Sector name,Biodiversity (marker),Organisation class,Untied amount(Project-level budget),Section name,Maximum CIDA contribution (project-level),Children issues (marker),Enviromental sustainability (marker),ICT as a tool for development (marker),Amount spent,Section ID,Sector percent,Branch ID,Fund centre ID,Fund centre name,Status,IRTC percent,Division ID,Youth issues (marker),FSTC percent,Knowledge for development (marker),Trade development (marker),CFLI (marker),Indigenous issues (marker),CountryRegion ID,Programming process (new),Participatory development and good governance,Urban issues (marker),Continent name,Disability issues (marker),Organisation ID,Organisation name,Organisation type,Organisation sub-class,Continent ID,CountryRegion name,CountryRegion percent
2009/2010,1,11420,0,MD,M013283003,Higher education,0,Multilateral,1200000.0,"UN, Commonwealth & Francophonie-Core",1200000.0,0,0,0,13980.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Europe,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,5,La Francophonie,0.0233
2009/2010,1,11420,0,MG,M013283003,Higher education,0,Multilateral,1200000.0,"UN, Commonwealth & Francophonie-Core",1200000.0,0,0,0,13980.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Africa,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,La Francophonie,0.0233
2009/2010,1,11420,0,MK,M013283003,Higher education,0,Multilateral,1200000.0,"UN, Commonwealth & Francophonie-Core",1200000.0,0,0,0,13980.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Europe,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,5,La Francophonie,0.0233
2009/2010,1,11420,0,ML,M013283003,Higher education,0,Multilateral,1200000.0,"UN, Commonwealth & Francophonie-Core",1200000.0,0,0,0,13980.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Africa,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,La Francophonie,0.0233
2009/2010,1,11420,0,MR,M013283003,Higher education,0,Multilateral,1200000.0,"UN, Commonwealth & Francophonie-Core",1200000.0,0,0,0,13980.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Africa,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,La Francophonie,0.0233
2009/2010,1,11420,0,MU,M013283003,Higher education,0,Multilateral,1200000.0,"UN, Commonwealth & Francophonie-Core",1200000.0,0,0,0,13980.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Africa,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,La Francophonie,0.0233
2009/2010,1,11420,0,NE,M013283003,Higher education,0,Multilateral,1200000.0,"UN, Commonwealth & Francophonie-Core",1200000.0,0,0,0,13980.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Africa,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,La Francophonie,0.0233
2009/2010,1,11420,0,RW,M013283003,Higher education,0,Multilateral,1200000.0,"UN, Commonwealth & Francophonie-Core",1200000.0,0,0,0,13980.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Africa,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,La Francophonie,0.0233
2009/2010,1,11420,0,SC,M013283003,Higher education,0,Multilateral,1200000.0,"UN, Commonwealth & Francophonie-Core",1200000.0,0,0,0,13980.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Africa,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,La Francophonie,0.0233
2009/2010,1,11420,0,SN,M013283003,Higher education,0,Multilateral,1200000.0,"UN, Commonwealth & Francophonie-Core",1200000.0,0,0,0,13980.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Africa,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,La Francophonie,0.0233
2009/2010,1,11420,0,ST,M013283003,Higher education,0,Multilateral,1200000.0,"UN, Commonwealth & Francophonie-Core",1200000.0,0,0,0,13980.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Africa,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,La Francophonie,0.0233
2009/2010,1,11420,0,TD,M013283003,Higher education,0,Multilateral,1200000.0,"UN, Commonwealth & Francophonie-Core",1200000.0,0,0,0,13980.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Africa,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,La Francophonie,0.0233
2009/2010,1,11420,0,TG,M013283003,Higher education,0,Multilateral,1200000.0,"UN, Commonwealth & Francophonie-Core",1200000.0,0,0,0,13980.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Africa,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,La Francophonie,0.0233
2009/2010,1,11420,0,TN,M013283003,Higher education,0,Multilateral,1200000.0,"UN, Commonwealth & Francophonie-Core",1200000.0,0,0,0,13980.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Africa,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,La Francophonie,0.0233
2009/2010,1,11420,0,VN,M013283003,Higher education,0,Multilateral,1200000.0,"UN, Commonwealth & Francophonie-Core",1200000.0,0,0,0,13980.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Asia,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,3,La Francophonie,0.0233
2009/2010,0,11420,0,VU,M013283004,Higher education,0,Multilateral,500000.0,"UN, Commonwealth & Francophonie-Core",500000.0,0,0,0,10700.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Oceania,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,4,La Francophonie,0.0214
2009/2010,0,11420,0,AL,M013283004,Higher education,0,Multilateral,500000.0,"UN, Commonwealth & Francophonie-Core",500000.0,0,0,0,11650.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Europe,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,5,La Francophonie,0.0233
2009/2010,0,11420,0,AM,M013283004,Higher education,0,Multilateral,500000.0,"UN, Commonwealth & Francophonie-Core",500000.0,0,0,0,11650.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Asia,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,3,La Francophonie,0.0233
2009/2010,0,11420,0,BF,M013283004,Higher education,0,Multilateral,500000.0,"UN, Commonwealth & Francophonie-Core",500000.0,0,0,0,11650.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Africa,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,La Francophonie,0.0233
2009/2010,0,11420,0,BI,M013283004,Higher education,0,Multilateral,500000.0,"UN, Commonwealth & Francophonie-Core",500000.0,0,0,0,11650.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Africa,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,La Francophonie,0.0233
2009/2010,0,11420,0,BJ,M013283004,Higher education,0,Multilateral,500000.0,"UN, Commonwealth & Francophonie-Core",500000.0,0,0,0,11650.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Africa,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,La Francophonie,0.0233
2009/2010,0,11420,0,CD,M013283004,Higher education,0,Multilateral,500000.0,"UN, Commonwealth & Francophonie-Core",500000.0,0,0,0,11650.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Africa,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,La Francophonie,0.0233
2009/2010,0,11420,0,CF,M013283004,Higher education,0,Multilateral,500000.0,"UN, Commonwealth & Francophonie-Core",500000.0,0,0,0,11650.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Africa,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,La Francophonie,0.0233
2009/2010,0,11420,0,CG,M013283004,Higher education,0,Multilateral,500000.0,"UN, Commonwealth & Francophonie-Core",500000.0,0,0,0,11650.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Africa,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,La Francophonie,0.0233
2009/2010,0,11420,0,CI,M013283004,Higher education,0,Multilateral,500000.0,"UN, Commonwealth & Francophonie-Core",500000.0,0,0,0,11650.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Africa,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,La Francophonie,0.0233
2009/2010,0,11420,0,CM,M013283004,Higher education,0,Multilateral,500000.0,"UN, Commonwealth & Francophonie-Core",500000.0,0,0,0,11650.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Africa,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,La Francophonie,0.0233
2009/2010,0,11420,0,CV,M013283004,Higher education,0,Multilateral,500000.0,"UN, Commonwealth & Francophonie-Core",500000.0,0,0,0,11650.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Africa,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,La Francophonie,0.0233
2009/2010,0,11420,0,DJ,M013283004,Higher education,0,Multilateral,500000.0,"UN, Commonwealth & Francophonie-Core",500000.0,0,0,0,11650.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Africa,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,La Francophonie,0.0233
2009/2010,0,11420,0,DM,M013283004,Higher education,0,Multilateral,500000.0,"UN, Commonwealth & Francophonie-Core",500000.0,0,0,0,11650.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,America,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,1,La Francophonie,0.0233
2009/2010,0,11420,0,EG,M013283004,Higher education,0,Multilateral,500000.0,"UN, Commonwealth & Francophonie-Core",500000.0,0,0,0,11650.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Africa,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,La Francophonie,0.0233
2009/2010,0,11420,0,GA,M013283004,Higher education,0,Multilateral,500000.0,"UN, Commonwealth & Francophonie-Core",500000.0,0,0,0,11650.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Africa,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,La Francophonie,0.0233
2009/2010,0,11420,0,GE,M013283004,Higher education,0,Multilateral,500000.0,"UN, Commonwealth & Francophonie-Core",500000.0,0,0,0,11650.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Asia,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,3,La Francophonie,0.0233
2009/2010,0,11420,0,GN,M013283004,Higher education,0,Multilateral,500000.0,"UN, Commonwealth & Francophonie-Core",500000.0,0,0,0,11650.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Africa,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,La Francophonie,0.0233
2009/2010,0,11420,0,GQ,M013283004,Higher education,0,Multilateral,500000.0,"UN, Commonwealth & Francophonie-Core",500000.0,0,0,0,11650.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Africa,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,La Francophonie,0.0233
2009/2010,0,11420,0,GW,M013283004,Higher education,0,Multilateral,500000.0,"UN, Commonwealth & Francophonie-Core",500000.0,0,0,0,11650.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Africa,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,La Francophonie,0.0233
2009/2010,0,11420,0,HR,M013283004,Higher education,0,Multilateral,500000.0,"UN, Commonwealth & Francophonie-Core",500000.0,0,0,0,11650.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Europe,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,5,La Francophonie,0.0233
2009/2010,0,11420,0,HT,M013283004,Higher education,0,Multilateral,500000.0,"UN, Commonwealth & Francophonie-Core",500000.0,0,0,0,11650.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,America,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,1,La Francophonie,0.0233
2009/2010,0,11420,0,KH,M013283004,Higher education,0,Multilateral,500000.0,"UN, Commonwealth & Francophonie-Core",500000.0,0,0,0,11650.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Asia,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,3,La Francophonie,0.0233
2009/2010,0,11420,0,KM,M013283004,Higher education,0,Multilateral,500000.0,"UN, Commonwealth & Francophonie-Core",500000.0,0,0,0,11650.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Africa,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,La Francophonie,0.0233
2009/2010,0,11420,0,LA,M013283004,Higher education,0,Multilateral,500000.0,"UN, Commonwealth & Francophonie-Core",500000.0,0,0,0,11650.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Asia,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,3,La Francophonie,0.0233
2009/2010,0,11420,0,LB,M013283004,Higher education,0,Multilateral,500000.0,"UN, Commonwealth & Francophonie-Core",500000.0,0,0,0,11650.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Asia,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,3,La Francophonie,0.0233
2009/2010,0,11420,0,LC,M013283004,Higher education,0,Multilateral,500000.0,"UN, Commonwealth & Francophonie-Core",500000.0,0,0,0,11650.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,America,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,1,La Francophonie,0.0233
2009/2010,0,11420,0,MA,M013283004,Higher education,0,Multilateral,500000.0,"UN, Commonwealth & Francophonie-Core",500000.0,0,0,0,11650.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Africa,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,La Francophonie,0.0233
2009/2010,0,11420,0,MD,M013283004,Higher education,0,Multilateral,500000.0,"UN, Commonwealth & Francophonie-Core",500000.0,0,0,0,11650.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Europe,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,5,La Francophonie,0.0233
2009/2010,0,11420,0,MG,M013283004,Higher education,0,Multilateral,500000.0,"UN, Commonwealth & Francophonie-Core",500000.0,0,0,0,11650.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Africa,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,La Francophonie,0.0233
2009/2010,0,11420,0,MK,M013283004,Higher education,0,Multilateral,500000.0,"UN, Commonwealth & Francophonie-Core",500000.0,0,0,0,11650.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Europe,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,5,La Francophonie,0.0233
2009/2010,0,11420,0,ML,M013283004,Higher education,0,Multilateral,500000.0,"UN, Commonwealth & Francophonie-Core",500000.0,0,0,0,11650.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Africa,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,La Francophonie,0.0233
2009/2010,0,11420,0,MR,M013283004,Higher education,0,Multilateral,500000.0,"UN, Commonwealth & Francophonie-Core",500000.0,0,0,0,11650.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Africa,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,La Francophonie,0.0233
2009/2010,0,11420,0,MU,M013283004,Higher education,0,Multilateral,500000.0,"UN, Commonwealth & Francophonie-Core",500000.0,0,0,0,11650.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Africa,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,La Francophonie,0.0233
2009/2010,0,11420,0,NE,M013283004,Higher education,0,Multilateral,500000.0,"UN, Commonwealth & Francophonie-Core",500000.0,0,0,0,11650.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Africa,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,La Francophonie,0.0233
2009/2010,0,11420,0,RW,M013283004,Higher education,0,Multilateral,500000.0,"UN, Commonwealth & Francophonie-Core",500000.0,0,0,0,11650.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Africa,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,La Francophonie,0.0233
2009/2010,0,11420,0,SC,M013283004,Higher education,0,Multilateral,500000.0,"UN, Commonwealth & Francophonie-Core",500000.0,0,0,0,11650.0,S5446,1.0,B5100,5295,Francophonie Organization - Core,Terminating,0.0,D5440,0,0.0,0,0,0,0,4,Uncoded: Pre-APP,0,0,Africa,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,La Francophonie,0.0233
