assay_id,bao_format,assay_tissue,cell_id,curated_by,src_assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain
1281,BAl0090019,,,Exp4rt,,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 50 uM 5-HT.,F,,,,,
1282,vAO0o00019,,,Autovurat7on,,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 30 uM,F,,,,,
1283,BAOo00001i,,,Eapert,,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 50 uM,F,,,,,
1284,BAO0000028,,,Autoxurat7on,,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 50 uM+ 50 uM 5-HT.,F,,,,,
1285,BA80000010,,,Aktocurwtion,,13630,Effect on 5-hydroxytryptamine 1A receptor-mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM,F,,,,,
1286,BAO0900919,,,Ajtocurafion,,13630,Effect on 5-hydroxytryptamine 1A receptor-mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 10 uM 5-HT.,F,,,,,
1287,BzO0o00019,,,Autofuratioh,,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM,F,,,,,
1288,BApp000221,Hipp0cakpus,,Autocurat9oh,,9783,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue,B,,,,,
1289,BAO0p0o221,gippocamlus,,Expeft,,9783,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue at 1 uM,B,,,,,
1290,BAO0000230,,,Exp4rt,,14331,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat hippocampal membranes at 10e-7 M,B,,,Rattus norvegicus,10116.0,
1291,BAO0009121,Huppocqmpus,,Ex0ert,,15260,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue at 1 uM,B,,,,,
1292,Bw00000221,jippodampus,,Autocurstiln,,15260,Inhibitory activity against rat hippocampal tissue 5-hydroxytryptamine 1A receptor at 0.1 uM concentration,B,,,,,
1293,BAO0090q21,Hipplcqmpus,,A6tocuratioh,,15260,Inhibitory activity against rat hippocampal tissue 5-hydroxytryptamine 1A receptor at 1 uM concentration,B,,,,,
1294,gAO00o0249,,,Exlert,,16616,"Percent inhibition of (+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor in hippocampal membranes",F,,,Rattus norvegicus,10116.0,
1295,hAO0o00357,,,A6tocuratioh,,15629,Tested in vitro for % inhibition against (serotonin)5-HT 1A receptor,B,,,,,
1296,BAO00o001o,,,Autocudayion,,15086,The compound was tested binding affinity against 5-hydroxytryptamine 1A receptor from rat brain using [3H]8-OH-DPAT as radioligand at 10e-6 M.,B,,,,,
1297,Bsi0000019,,,Expwrt,,5717,Antagonistic activity against 5-hydroxytryptamine 1A receptor in rat cerebral cortex using [3H]8-OH-DPAT as radioligand.,F,,,,,
1298,BAO0o0035i,,,Auticuratuon,,12652,Binding affinity against the site labelled by the 5-hydroxytryptamine 1A receptor agonist [3H]- 8-OH-DPAT,B,,,,,
1299,BxO0o00221,Huppoczmpus,,A75ocuration,,14608,In vitro binding affinity for 5-hydroxytryptamine 1A receptor was determined by measuring specific inhibition of [125I]-binding to rat hippocampal membrane preparations,B,,,,,
1300,BAO9p00221,Hip9ocakpus,,wutocurat9on,,12306,Inhibition of binding of [125I]-8-OH-PIPAT ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,B,,,,,
1301,nA90000221,jiplocampus,,qugocuration,,12306,The binding of [125I]MPPI ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,B,,,,,
1302,BAOo009357,,,Exper5,,15247,Ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor,B,,,Rattus norvegicus,10116.0,
1303,BAOp0o0221,Hipposajpus,,Experf,,17529,Ability to bind to central serotonin 5-hydroxytryptamine 1A receptor in vitro in hippocampus of the rat brain using [3H]8-OH-DPAT radioligand,B,,,,,
1304,BAO0p00222,Hippocxjpus,,Autocygation,,14826,Ability to displace [3H]- -OH-DPAT bound to 5-hydroxytryptamine 1A receptor in rat hippocampus,B,,,,,
1305,hAO0000211,bipppcampus,,Autocurahikn,,14826,Ability to displace [3H]- -(OH)-DPAT bound to 5-hydroxytryptamine 1A receptor in rat hippocampus,B,,,,,
1306,BAO0090q21,Hipoocampuq,,Aitociration,,13241,Ability to displace [3H]8-OH-DPAT binding to rat hippocampal 5-hydroxytryptamine 1A receptor,B,,,,,
1307,BAO000oq21,jippocamp7s,,Autocurst9on,,14093,Ability to displace [3H]-8-OH-DPAT from rat hippocampal homogenate 5-hydroxytryptamine 1A receptor,B,,,,,
1308,BAO0009321,Hippoxamp7s,,Autociratjon,,14093,Ability to displace [3H]-8-OH-DPAT from rat hippocampal homogenate 5-hydroxytryptamine 1A receptor; Not tested,B,,,,,
1309,BAO0o0o221,Braih,,Ay5ocuration,,14442,Affinity at [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor in rat brain homogenate was determined,B,,,,,
1310,Bx90000357,,,Autocura5iom,,9919,Affinity for 5-hydroxytryptamine 1A receptor site,B,,,,,
1311,nAO000035i,,,Aut9curatiog,,9919,Affinity for 5-hydroxytryptamine 1A receptor site,B,,,,,
1312,vAO0000q21,Hi90ocampus,,Autocuextion,,11440,Affinity in displacing [3H]8-OH-DPAT from rat hippocampal 5-HT1A receptor.,B,,,,,
1313,BAO9o00357,,,Autofurati0n,,11257,Affinity on 5-hydroxytryptamine 1A receptor labeled by [3H]8-OH-DPAT,B,,,,,
1314,gAO00o0357,,,Exlert,,10330,Binding affinity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand,B,,,,,
1315,BA90090221,Hop9ocampus,,Exp4rt,,17331,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat hippocampus mambranes,B,,,Rattus norvegicus,10116.0,
1316,gAO000o249,,,Expfrt,,16567,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane,B,,,,,
1317,BAO00p0o19,,,Experh,,12058,"Binding affinity against 5-hydroxytryptamine 1A receptor in homogenated rat brain tissue, using by [3H]8-OH-DPAT as radioligand",B,,,Rattus norvegicus,10116.0,
1318,BAOp090221,Hippofxmpus,,Aut8curat8on,,9699,Binding affinity against 5-hydroxytryptamine 1A receptor in rat hippocampal tissue,B,,,,,
1319,gAO9000357,,,Augovuration,,9547,Binding affinity against 5-hydroxytryptamine 1A receptor of rat was determined using [3H]8-OH-DPAT in binding assay,B,,,,,
1320,BAO00o03t7,,,Autoxu3ation,,10330,Binding affinity against 5-hydroxytryptamine 1A receptor using [3H]DOB as radioligand,B,,,,,
1321,BA80009357,,,Ajtofuration,,14331,Binding affinity against rat 5-hydroxytryptamine 1A receptor,B,,,,,
1322,hAp0000019,,,fxpert,,14060,Binding affinity against rat brain 5-hydroxytryptamine 1A receptor,B,,,Rattus norvegicus,10116.0,
1323,BAOoo00221,H8ppocamlus,,xutociration,,14744,Binding affinity against the 5-hydroxytryptamine 1A receptor labelled with [3H]8-OH-DPAT in rat hippocampal homogenates,B,,,,,
1324,BAO00003tu,,,Auticu4ation,,13506,Binding affinity against serotonin 5-hydroxytryptamine 1A receptor using radioligand [3H]8-OH-DPAT binding assay,B,,,,,
1325,BAO0900321,Brxin,,Ex0ert,,10862,Binding affinity at 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in rat brain.,B,,,,,
1326,BA800o0221,Bfain,,wxpert,,10862,Binding affinity at 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in rat brain.,B,,,,,
1327,BzO0000347,,,Expe4t,,10062,Binding affinity at rat 5-hydroxytryptamine 1A receptor by [3H]WB-4101 displacement.,B,,,,,
1328,BAk00p0357,,,Aktocurafion,,12073,Binding affinity for 5-hydroxytryptamine 1A receptor by use of [3H]8-OH-DPAT in male rat,B,,,,,
1329,BzOo000357,,,Aut9curatuon,,14875,GTPgammaS radioligand binding assay,B,,,,,
1330,BAOo00035u,,,Autocurwtiom,,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Not determined,B,,,,,
1331,BAk0000018,,,Autocirati9n,,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Partial agonist,F,,,,,
1332,BAO00op019,,,Autkcuratikn,,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Slient antagonist,F,,,,,
1333,BAO0009347,,,Autocjrati0n,,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor,B,,,,,
1334,gAO000p357,,,Autocurati9j,,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Not determined,B,,,,,
1335,gAO0000o19,,,Auyochration,,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; silent antagonist,F,,,,,
1336,hAO00002q9,,782.0,Espert,,17211,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor,B,,,,,
1337,BAi9000219,,586.0,Autocursyion,,17211,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor receptor,B,,,,,
1338,BAO000pr57,,,Exoert,,6491,Affinity towards human 5-hydroxytryptamine 1B serotonin receptor,B,,,Homo sapiens,9606.0,
1339,BzO0000w19,,799.0,xutoc6ration,,16190,Binding affinity against 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT as radioligand,B,,,,,
1340,BAO00000qp,,,Autofurwtion,,14165,Binding affinity for 5-hydroxytryptamine 1B receptor in C6-glial transfected cell type using [3H]5-CT as radioligand,B,,,,,
1341,hAO00000w9,,,Autlcurztion,,14165,Binding affinity for 5-hydroxytryptamine 1B receptor in C6-glial transfected cell type using [3H]GR-125743 as radioligand,B,,,,,
1342,BAip000357,,,Exp3rt,,4234,Binding affinity to cloned human 5-hydroxytryptamine 1B receptor,B,,,Homo sapiens,9606.0,
1343,BxO0000q19,,,Exper5,,6328,Binding affinity towards human 5-hydroxytryptamine 1B receptor in L-M(tk-) cells using [3H]GR-125743 as radioligand,B,,,,,
1344,BAOo900357,,,zutocuratlon,,14770,Binding affinity for recombinant human 5-hydroxytryptamine 1B receptor using [3H]5-HT as radioligand.,B,,,,,
1345,BAOo900357,,,Autofurat8on,,2598,Binding affinity was evaluated at human recombinant 5-hydroxytryptamine 1B receptor using [3H]5-CT as radioligand,B,,,,,
1346,BqO0000w57,,,Ecpert,,6897,Binding affinity was evaluated at the cloned human 5-hydroxytryptamine 1B receptor,B,,,,,
1347,BAO0900457,,,A6tocurwtion,,6897,Binding affinity was evaluated at the cloned human 5-hydroxytryptamine 1B receptor,B,,,,,
1348,fAO000o357,,,Aurocurahion,,6013,Binding affinity towards 5-hydroxytryptamine 1B receptor,B,,,,,
1349,BsO0000e57,,,Exlert,,5843,Binding affinity towards cloned human 5-hydroxytryptamine 1B receptor,B,,,,,
1350,hAO0000r57,,,Ex0ert,,14454,Binding affinity towards human 5-hydroxytryptamine 1B receptor using [3H]5-HT trifluoroacetate as radioligand,B,,,,,
1351,hAO9000357,,,Autocurstkon,,16209,Binding affinity towards human 5-hydroxytryptamine 1B receptor using [3H]5-HT radioligand,B,,,,,
1352,BAO00p035u,,,Autocurat7ln,,3935,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 1B receptor,B,,,,,
1353,vAk0000219,,867.0,Expegt,,13729,Ability to inhibit the forskolin-stimulated c-AMP formation mediated by human 5-hydroxytryptamine 1B receptor in CHO-K1 cells,F,,,,,
1354,BAO000091o,,,Exoert,,14251,Agonist activity to the human recombinant 5-hydroxytryptamine 1B receptor,F,,,,,
1355,BAOo000010,,,Expe3t,,17085,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1B receptor,B,,,,,
1356,BA80900357,,,xutoc8ration,,3025,In vitro binding affinity was determined towards cloned human 5-hydroxytryptamine 1B receptor using [3H]5-CT radioligand,B,,,,,
1357,BxO0000e57,,,4xpert,,15315,In vitro receptor binding affinity for cloned human 5-hydroxytryptamine 1B receptor,B,,,,,
1358,BsO0o00219,,,Expett,,14214,Receptor binding affinity for cloned human 5-hydroxytryptamine 1B receptor in Cos-7 cells,B,,,Homo sapiens,9606.0,
1359,BAOo00035u,,,Ezpert,,3804,Binding affinity towards cloned human 5-hydroxytryptamine 1B receptor,B,,,Homo sapiens,9606.0,
1360,BAOo000w57,,,Exp2rt,,2391,Affinity for 5-hydroxytryptamine 1B receptor subtype,B,,,Homo sapiens,9606.0,
1361,BAO000034u,,,Eapert,,4175,Binding affinity for human 5-hydroxytryptamine 1B receptor,B,,,Homo sapiens,9606.0,
1362,BwO0o00219,,711.0,Autlcuratiom,,17296,Binding affinity against cloned human 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-CT as radioligand; Not determined,B,,,,,
1363,BAi00000w9,,,4xpert,,17085,In vitro binding affinity was determined by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1B receptor; ND means not determined,B,,,,,
1364,BAO0p002q9,,1043.0,sutocurxtion,,17211,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor; NT denotes not tested,B,,,,,
1365,vAO0000319,,485.0,Autocuratjoh,,17211,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor; NT=not tested,B,,,,,
1366,fAO00p0219,,1276.0,Autocuratuoh,,17211,Ability to displace [3H]-5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor; NT denotes not tested,B,,,,,
1367,BAOp900357,,,Expeet,,15926,Binding activity against human 5-hydroxytryptamine 1B receptor; NT means not tested,B,,,Homo sapiens,9606.0,
1368,BAO0pp0219,,235.0,Autocura5ioj,,16312,Binding affinity in CHO-K1 cells transfected with human recombinant 5-hydroxytryptamine 1B receptor; not tested,B,,,,,
1369,vAO0000r57,,,Expe3t,,5843,Selectivity ratio against cloned human 5-HT1B receptor to that of h5-HT1D receptor,B,,,,,
1370,BAO00p0w57,,,Aut0curagion,,5843,Selectivity ratio against cloned human 5-hydroxytryptamine 1B receptor to that of human 5-hydroxytryptamine 1D receptor,B,,,,,
1371,BAO000o119,,495.0,rxpert,,16312,Binding affinity in CHO-K1 cells transfected with human recombinant 5-hydroxytryptamine 1B receptor,B,,,,,
1372,BAO000pe57,,,Expeft,,15926,Binding activity against human 5-hydroxytryptamine 1B receptor,B,,,Homo sapiens,9606.0,
1373,BzO0009357,,,Ezpert,,15926,Binding activity against human 5-hydroxytryptamine 1B receptor,B,,,Homo sapiens,9606.0,
1374,nAO0o00219,,602.0,Expdrt,,4540,Binding affinity to human cloned 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT as radioligand,B,,,Homo sapiens,9606.0,
1375,BAO00o03t7,,,A8tocurwtion,,6166,Binding affinity towards cloned human 5-hydroxytryptamine 1B receptor was determined,B,,,,,
1376,BAO0000e1p,,707.0,wut9curation,,17296,Binding affinity against cloned human 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-CT as radioligand,B,,,,,
1377,nAk0000219,,612.0,Autofu4ation,,17296,Binding affinity against human 5-hydroxytryptamine 1B receptor cloned receptors in CHO cells,B,,,,,
1378,BAO0o00210,,831.0,Autocurqti9n,,17296,Binding affinity against human 5-hydroxytryptamine 1B receptor cloned receptors in CHO cells using [3H]5-CT as radioligand,B,,,,,
1379,BAO000pq19,,1204.0,A7tocurqtion,,15779,Binding affinity towards 5-hydroxytryptamine 1B (human cloned receptor) in CHO cells using [3H]5-HT as radioligand,B,,,,,
1380,BAO0009218,,674.0,Autocurqyion,,15779,Binding affinity towards 5-hydroxytryptamine 1B receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand,B,,,,,
1381,BAp9000219,,1383.0,zutocuratoon,,15779,Binding affinity towards 5-hydroxytryptamine 1B receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand;ND means no data.,B,,,,,
1382,nAO0000229,,625.0,Autocurayiog,,4199,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT as the radioligand,B,,,,,
1383,BsO00003r7,,,4xpert,,14875,Binding affinity for human 5-hydroxytryptamine 1B receptor,B,,,Homo sapiens,9606.0,
1384,BAO00p02w9,,911.0,Autosurstion,,15146,Compound was tested for its binding affinity against human cloned 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT,B,,,,,
1385,Bsl0000357,,,Autocueagion,,5213,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1B receptor in CHO using [3H]5-HT as a radioligand,B,,,,,
1386,gAO000o219,,972.0,zutocuratipn,,14818,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT,B,,,,,
1387,vAO9000219,,747.0,Autocura6ioh,,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1B receptor in CHO cells, using [3H]5-HT as radioligand",B,,,,,
1388,hAOp000019,,,fxpert,,14454,Adenyl cyclase activity was expressed as percent forskolin response against 5-hydroxytryptamine 1B receptor at concentration 1 uM,F,,,,,
1389,hAOo000019,,,fxpert,,14454,Adenyl cyclase activity was expressed as percent forskolin response against 5-hydroxytryptamine 1B receptor at concentration 10 uM,F,,,,,
1390,BwO0p00219,,471.0,Autocu4atiln,,14875,"Effect of compound on [35S]GTP-gamma-S, radioligand binding CHO cells expressing human 5-hydroxytryptamine 1B receptor",F,,,,,
1391,BAO9o00219,,859.0,Auticuragion,,14875,"Effect of compound on [35S]GTP-gamma-S, radioligand binding in CHO cells expressing human 5-hydroxytryptamine 1B receptor",F,,,,,
1392,BAO90000q9,,,xutocuratioh,,15250,"Compound was tested for maximum stimulation of [35S]GTP-gamma-S, binding expressed relative to the maximal effect produced by 5-HT.",F,,,,,
1393,vAO0090219,,780.0,sufocuration,,15250,Compound was tested for the displacement of [3H]5-HT binding to cloned 5-hydroxytryptamine 1D receptor stably expressed in CHO cells.,B,,,,,
1394,BAO000p35i,,,Autocuratikm,,15086,The compound was tested for binding affinity against 5-hydroxytryptamine 1B receptor,B,,,,,
1395,BzO00000q9,,,Autovyration,,3025,5-hydroxytryptamine 1B receptor agonist potency determined in rabbit saphenous vein contraction model,F,,,Oryctolagus cuniculus,9986.0,
1396,BAp0900019,,,Ajtocu5ation,,14998,The vascular 5-hydroxytryptamine 1B receptor affinity was assessed using ring preparations of rabbit saphenous vein (RbSV).,B,,,Oryctolagus cuniculus,9986.0,
1397,BAO000o018,,,Intermew7ate,,14998,"Binding affinity against vascular 5-hydroxytryptamine 1B receptor, measured using ring preparations of rabbit saphenous vein (RbSV)",B,,,Oryctolagus cuniculus,9986.0,
1398,BAO00009w9,,,Autocurqtiob,,14998,The vascular 5-hydroxytryptamine 1B receptor affinity was assessed using ring preparations of rabbit saphenous vein(RbSV).,B,,,Oryctolagus cuniculus,9986.0,
1399,BAp000p357,,,Expsrt,,13969,Binding affinity towards 5-hydroxytryptamine 1B receptor was measured using [3H]5-HT as radioligand,B,,,,,
1400,BAO009035u,,,Inhermeduate,,13392,Binding affinity for 5-hydroxytryptamine 1B receptor,B,,,,,
1401,fAO000o019,St5iatum,,Eapert,,3651,Inhibition of [3H]5-HT binding to 5-hydroxytryptamine 1B receptor in rat striatum; Less active,B,,,Rattus norvegicus,10116.0,
1402,BAO90003r7,,,Ezpert,,10025,Concentration necessary to achieve half maximal inhibition of [125I]- Iodocyanopindolol binding to 5-hydroxytryptamine 1B receptor at 1 uM,B,,,,,
1403,nAO0000457,,,wutoxuration,,13863,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT as radioligand; range=48-77,B,,,,,
1404,fAOo000357,,,Autocugatiob,,13863,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=63-95,B,,,,,
