Fiscal year,Sector ID,Climate change adaptation (marker),Organisation class,Project Browser country ID,CIDA business delivery model (old),Division name,Knowledge for development (marker),Untied amount(Project-level budget),Status,Gender equality (marker),Youth issues (marker),Project number,Programming process (new),Fund centre ID,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Section ID,Section name,Regional program (marker),Fund centre name,FSTC percent,IRTC percent,CFLI (marker),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change mitigation (marker),Desertification (marker),Participatory development and good governance,Trade development (marker)
2009/2010,43010,0,Civil Society,HT,Directive,NDD Americas Programming,0,0.0,Terminating,0,0,A031785002,Uncoded: Pre-APP,4452,3757126.03,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,0,Haiti,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,43010,0,Civil Society,HT,Directive,NDD Americas Programming,0,0.0,Terminating,0,0,A031785002,Uncoded: Pre-APP,4452,3757126.03,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,0,Haiti,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,43010,0,Civil Society,HT,Directive,NDD Americas Programming,0,0.0,Terminating,0,0,A031785002,Uncoded: Pre-APP,4452,3757126.03,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,0,Haiti,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,43010,0,Individual,HT,Directive,NDD Americas Programming,0,0.0,Terminating,0,0,A031785002,Uncoded: Pre-APP,4452,3757126.03,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,0,Haiti,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,43010,0,Individual,HT,Directive,NDD Americas Programming,0,0.0,Terminating,0,0,A031785002,Uncoded: Pre-APP,4452,3757126.03,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,0,Haiti,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,43010,0,Individual,HT,Directive,NDD Americas Programming,0,0.0,Terminating,0,0,A031785002,Uncoded: Pre-APP,4452,3757126.03,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,0,Haiti,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,43010,0,Individual,HT,Directive,NDD Americas Programming,0,0.0,Terminating,0,0,A031785002,Uncoded: Pre-APP,4452,3757126.03,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,0,Haiti,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,43010,0,Individual,HT,Directive,NDD Americas Programming,0,0.0,Terminating,0,0,A031785002,Uncoded: Pre-APP,4452,3757126.03,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,0,Haiti,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,43010,0,Individual,HT,Directive,NDD Americas Programming,0,0.0,Terminating,0,0,A031785002,Uncoded: Pre-APP,4452,3757126.03,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,0,Haiti,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,43010,0,Individual,HT,Directive,NDD Americas Programming,0,0.0,Terminating,0,0,A031785002,Uncoded: Pre-APP,4452,3757126.03,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,0,Haiti,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,43010,0,Individual,HT,Directive,NDD Americas Programming,0,0.0,Terminating,0,0,A031785002,Uncoded: Pre-APP,4452,3757126.03,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,0,Haiti,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,43010,0,Individual,HT,Directive,NDD Americas Programming,0,0.0,Terminating,0,0,A031785002,Uncoded: Pre-APP,4452,3757126.03,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,0,Haiti,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,43010,0,Individual,HT,Directive,NDD Americas Programming,0,0.0,Terminating,0,0,A031785002,Uncoded: Pre-APP,4452,3757126.03,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,0,Haiti,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,43010,0,Individual,HT,Directive,NDD Americas Programming,0,0.0,Terminating,0,0,A031785002,Uncoded: Pre-APP,4452,3757126.03,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,0,Haiti,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,43010,0,Individual,HT,Directive,NDD Americas Programming,0,0.0,Terminating,0,0,A031785002,Uncoded: Pre-APP,4452,3757126.03,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,0,Haiti,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,43010,0,Individual,HT,Directive,NDD Americas Programming,0,0.0,Terminating,0,0,A031785002,Uncoded: Pre-APP,4452,3757126.03,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,0,Haiti,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,43010,0,Governmental,CU,Directive,NDD Americas Programming,0,0.0,Operational,0,0,A031785003,Uncoded: Pre-APP,4450,842873.97,B4400,NGM Americas,D4400,S4450,Cuba,0,Cuba,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,43010,0,Civil Society,CU,Directive,NDD Americas Programming,0,0.0,Operational,0,0,A031785003,Uncoded: Pre-APP,4450,842873.97,B4400,NGM Americas,D4400,S4450,Cuba,0,Cuba,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,43010,0,Individual,CU,Directive,NDD Americas Programming,0,0.0,Operational,0,0,A031785003,Uncoded: Pre-APP,4450,842873.97,B4400,NGM Americas,D4400,S4450,Cuba,0,Cuba,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,43010,0,Individual,CU,Directive,NDD Americas Programming,0,0.0,Operational,0,0,A031785003,Uncoded: Pre-APP,4450,842873.97,B4400,NGM Americas,D4400,S4450,Cuba,0,Cuba,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15150,0,Governmental,NP,Directive,OAD Asia Programming,0,0.0,Closed,0,0,A031786001,Uncoded: Pre-APP,4117,4237913.18,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,0,Nepal,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15160,0,Governmental,NP,Directive,OAD Asia Programming,0,0.0,Closed,0,0,A031786001,Uncoded: Pre-APP,4117,4237913.18,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,0,Nepal,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,41030,0,Governmental,NP,Directive,OAD Asia Programming,0,0.0,Closed,0,0,A031786001,Uncoded: Pre-APP,4117,4237913.18,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,0,Nepal,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,43040,0,Governmental,NP,Directive,OAD Asia Programming,0,0.0,Closed,0,0,A031786001,Uncoded: Pre-APP,4117,4237913.18,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,0,Nepal,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,11110,0,Civil Society,X2,Directive,NDD Americas Programming,0,0.0,Closed,2,1,A031825001,Uncoded: Pre-APP,4404,258402.94,B4400,NGM Americas,D4400,S4400,Americas Section,1,Inter American,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,11110,0,Individual,X2,Directive,NDD Americas Programming,0,0.0,Closed,2,1,A031825001,Uncoded: Pre-APP,4404,258402.94,B4400,NGM Americas,D4400,S4400,Americas Section,1,Inter American,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,15150,0,Civil Society,X2,Directive,NDD Americas Programming,0,0.0,Closed,2,1,A031825001,Uncoded: Pre-APP,4404,258402.94,B4400,NGM Americas,D4400,S4400,Americas Section,1,Inter American,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,15150,0,Individual,X2,Directive,NDD Americas Programming,0,0.0,Closed,2,1,A031825001,Uncoded: Pre-APP,4404,258402.94,B4400,NGM Americas,D4400,S4400,Americas Section,1,Inter American,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,15160,0,Civil Society,X2,Directive,NDD Americas Programming,0,0.0,Closed,2,1,A031825001,Uncoded: Pre-APP,4404,258402.94,B4400,NGM Americas,D4400,S4400,Americas Section,1,Inter American,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,15160,0,Individual,X2,Directive,NDD Americas Programming,0,0.0,Closed,2,1,A031825001,Uncoded: Pre-APP,4404,258402.94,B4400,NGM Americas,D4400,S4400,Americas Section,1,Inter American,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,31210,0,Civil Society,X2,Directive,NDD Americas Programming,0,0.0,Closed,2,1,A031825001,Uncoded: Pre-APP,4404,258402.94,B4400,NGM Americas,D4400,S4400,Americas Section,1,Inter American,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,31210,0,Individual,X2,Directive,NDD Americas Programming,0,0.0,Closed,2,1,A031825001,Uncoded: Pre-APP,4404,258402.94,B4400,NGM Americas,D4400,S4400,Americas Section,1,Inter American,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,32210,0,Civil Society,X2,Directive,NDD Americas Programming,0,0.0,Closed,2,1,A031825001,Uncoded: Pre-APP,4404,258402.94,B4400,NGM Americas,D4400,S4400,Americas Section,1,Inter American,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,32210,0,Individual,X2,Directive,NDD Americas Programming,0,0.0,Closed,2,1,A031825001,Uncoded: Pre-APP,4404,258402.94,B4400,NGM Americas,D4400,S4400,Americas Section,1,Inter American,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,41081,0,Civil Society,X2,Directive,NDD Americas Programming,0,0.0,Closed,2,1,A031825001,Uncoded: Pre-APP,4404,258402.94,B4400,NGM Americas,D4400,S4400,Americas Section,1,Inter American,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,41081,0,Individual,X2,Directive,NDD Americas Programming,0,0.0,Closed,2,1,A031825001,Uncoded: Pre-APP,4404,258402.94,B4400,NGM Americas,D4400,S4400,Americas Section,1,Inter American,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,11120,0,Civil Society,CL,Responsive,NDD Americas Programming,0,0.0,Closed,0,1,A031825034,Uncoded: Pre-APP,4404,25273.0,B4400,NGM Americas,D4400,S4400,Americas Section,1,Inter American,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,15150,0,Civil Society,GT,Responsive,NDD Americas Programming,0,0.0,Closed,2,0,A031825043,Uncoded: Pre-APP,4404,15000.0,B4400,NGM Americas,D4400,S4400,Americas Section,1,Inter American,0.7,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,41010,0,Civil Society,GT,Responsive,NDD Americas Programming,0,0.0,Closed,2,0,A031825043,Uncoded: Pre-APP,4404,15000.0,B4400,NGM Americas,D4400,S4400,Americas Section,1,Inter American,0.7,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,43010,0,Civil Society,GT,Responsive,NDD Americas Programming,0,0.0,Closed,2,0,A031825043,Uncoded: Pre-APP,4404,15000.0,B4400,NGM Americas,D4400,S4400,Americas Section,1,Inter American,0.7,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,15150,0,Civil Society,GY,Responsive,NDD Americas Programming,0,0.0,Closed,2,0,A031825046,Uncoded: Pre-APP,4404,14200.0,B4400,NGM Americas,D4400,S4400,Americas Section,1,Inter American,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,22040,0,Civil Society,GY,Responsive,NDD Americas Programming,0,0.0,Closed,2,0,A031825046,Uncoded: Pre-APP,4404,14200.0,B4400,NGM Americas,D4400,S4400,Americas Section,1,Inter American,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,14015,0,Civil Society,BO,Responsive,NDD Americas Programming,0,0.0,Closed,2,0,A031825054,Uncoded: Pre-APP,4404,14080.92,B4400,NGM Americas,D4400,S4400,Americas Section,1,Inter American,1.0,0.0,0,1,Not PBA,1,1,0,0,0
2009/2010,41030,0,Civil Society,BO,Responsive,NDD Americas Programming,0,0.0,Closed,2,0,A031825054,Uncoded: Pre-APP,4404,14080.92,B4400,NGM Americas,D4400,S4400,Americas Section,1,Inter American,1.0,0.0,0,1,Not PBA,1,1,0,0,0
2009/2010,15150,0,Civil Society,GT,Responsive,NDD Americas Programming,0,0.0,Closed,2,1,A031825059,Uncoded: Pre-APP,4404,100000.0,B4400,NGM Americas,D4400,S4400,Americas Section,1,Inter American,0.7,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,16061,0,Civil Society,GT,Responsive,NDD Americas Programming,0,0.0,Closed,2,1,A031825059,Uncoded: Pre-APP,4404,100000.0,B4400,NGM Americas,D4400,S4400,Americas Section,1,Inter American,0.7,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,43010,0,Civil Society,GT,Responsive,NDD Americas Programming,0,0.0,Closed,2,1,A031825059,Uncoded: Pre-APP,4404,100000.0,B4400,NGM Americas,D4400,S4400,Americas Section,1,Inter American,0.7,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,15150,0,Civil Society,X2,Responsive,NDD Americas Programming,0,75613.98,Closed,3,0,A031825060,Uncoded: Pre-APP,4404,75613.98,B4400,NGM Americas,D4400,S4400,Americas Section,1,Inter American,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,43081,0,Civil Society,X2,Responsive,NDD Americas Programming,0,75613.98,Closed,3,0,A031825060,Uncoded: Pre-APP,4404,75613.98,B4400,NGM Americas,D4400,S4400,Americas Section,1,Inter American,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11330,0,Civil Society,HN,Responsive,NDD Americas Programming,0,96042.79,Closed,1,0,A031825065,Uncoded: Pre-APP,4404,96042.79,B4400,NGM Americas,D4400,S4400,Americas Section,1,Inter American,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,15130,0,Civil Society,GT,Responsive,NDD Americas Programming,0,0.0,Closed,0,0,A031825069,Uncoded: Pre-APP,4404,100000.0,B4400,NGM Americas,D4400,S4400,Americas Section,1,Inter American,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,32140,0,Civil Society,GY,Responsive,NDD Americas Programming,0,0.0,Closed,0,0,A031825071,Uncoded: Pre-APP,4404,100000.0,B4400,NGM Americas,D4400,S4400,Americas Section,1,Inter American,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12230,0,Civil Society,EC,Responsive,NDD Americas Programming,0,15000.0,Closed,0,0,A031825072,Uncoded: Pre-APP,4404,15000.0,B4400,NGM Americas,D4400,S4400,Americas Section,1,Inter American,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,16010,0,Civil Society,EC,Responsive,NDD Americas Programming,0,15000.0,Closed,0,0,A031825072,Uncoded: Pre-APP,4404,15000.0,B4400,NGM Americas,D4400,S4400,Americas Section,1,Inter American,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11230,0,Civil Society,PE,Responsive,NDD Americas Programming,0,99869.72,Closed,0,1,A031825073,Uncoded: Pre-APP,4404,99869.72,B4400,NGM Americas,D4400,S4400,Americas Section,1,Inter American,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,22040,0,Civil Society,X2,Responsive,NDD Americas Programming,0,99500.0,Closed,0,0,A031825074,Uncoded: Pre-APP,4404,99500.0,B4400,NGM Americas,D4400,S4400,Americas Section,1,Inter American,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,32262,0,Civil Society,BO,Responsive,NDD Americas Programming,0,0.0,Closed,0,0,A031825075,Uncoded: Pre-APP,4404,98563.86,B4400,NGM Americas,D4400,S4400,Americas Section,1,Inter American,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,15150,0,Governmental,CD,Responsive,WWD West & Central Africa,0,6114499.24,Closed,2,0,A031842001,Uncoded: Pre-APP,4298,6114499.24,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15151,0,Governmental,CD,Responsive,WWD West & Central Africa,0,6114499.24,Closed,2,0,A031842001,Uncoded: Pre-APP,4298,6114499.24,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15160,0,Governmental,CD,Responsive,WWD West & Central Africa,0,6114499.24,Closed,2,0,A031842001,Uncoded: Pre-APP,4298,6114499.24,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,11220,0,Governmental,BD,Responsive,OAD Asia Programming,0,20000000.0,Closed,2,1,A031865001,Uncoded: Pre-APP,4122,24258443.75,B4100,OGM Asia Pacific,D4100,S4122,Bangladesh Section,0,Bangladesh,1.0,0.0,0,1,Pooled funding,0,0,0,0,0
2009/2010,11230,0,Governmental,BD,Responsive,OAD Asia Programming,0,20000000.0,Closed,2,1,A031865001,Uncoded: Pre-APP,4122,24258443.75,B4100,OGM Asia Pacific,D4100,S4122,Bangladesh Section,0,Bangladesh,1.0,0.0,0,1,Pooled funding,0,0,0,0,0
2009/2010,15150,0,Civil Society,ID,Directive,OAD Asia Programming,0,19667680.0,Operational,0,0,A031866001,Uncoded: Pre-APP,4127,19667680.0,B4100,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,0,Indonesia,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,31164,0,Civil Society,ID,Directive,OAD Asia Programming,0,19667680.0,Operational,0,0,A031866001,Uncoded: Pre-APP,4127,19667680.0,B4100,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,0,Indonesia,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,41010,0,Civil Society,ID,Directive,OAD Asia Programming,0,19667680.0,Operational,0,0,A031866001,Uncoded: Pre-APP,4127,19667680.0,B4100,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,0,Indonesia,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,41081,0,Civil Society,ID,Directive,OAD Asia Programming,0,19667680.0,Operational,0,0,A031866001,Uncoded: Pre-APP,4127,19667680.0,B4100,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,0,Indonesia,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,11330,0,Civil Society,MA,Directive,EDD Europe-Middle East Programming,0,10516838.78,Closed,0,0,A031873001,Uncoded: Pre-APP,4260,10516838.78,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4256,Middle East and North Africa,0,Morocco,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11330,0,Individual,MA,Directive,EDD Europe-Middle East Programming,0,10516838.78,Closed,0,0,A031873001,Uncoded: Pre-APP,4260,10516838.78,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4256,Middle East and North Africa,0,Morocco,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,16062,0,Governmental,CN,Directive,OAD Asia Programming,0,13087032.38,Closed,2,0,A031879001,Uncoded: Pre-APP,4130,13087032.38,B4100,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,0,China,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,16062,0,Civil Society,CN,Directive,OAD Asia Programming,0,13087032.38,Closed,2,0,A031879001,Uncoded: Pre-APP,4130,13087032.38,B4100,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,0,China,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,41010,0,Governmental,CN,Directive,OAD Asia Programming,0,13087032.38,Closed,2,0,A031879001,Uncoded: Pre-APP,4130,13087032.38,B4100,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,0,China,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,41010,0,Civil Society,CN,Directive,OAD Asia Programming,0,13087032.38,Closed,2,0,A031879001,Uncoded: Pre-APP,4130,13087032.38,B4100,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,0,China,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,15110,0,Civil Society,CN,Directive,OAD Asia Programming,0,16888643.16,Terminating,0,0,A031882001,Uncoded: Pre-APP,4130,16888643.16,B4100,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,0,China,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,15130,0,Civil Society,CN,Responsive,OAD Asia Programming,0,0.0,Closed,0,0,A031883001,Uncoded: Pre-APP,4130,4500000.0,B4100,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,0,China,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15130,0,Civil Society,CN,Directive,OAD Asia Programming,0,0.0,Closed,0,0,A031883002,Uncoded: Pre-APP,4130,158919.43,B4100,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,0,China,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,25010,0,Civil Society,GH,Responsive,WWD West & Central Africa,0,2188660.48,Closed,2,0,A031887001,Uncoded: Pre-APP,4254,2188660.48,B4200,WGM Sub-Saharan Africa,D4207,S4253,Ghana Program Section,0,Ghana,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,25010,0,Individual,GH,Responsive,WWD West & Central Africa,0,2188660.48,Closed,2,0,A031887001,Uncoded: Pre-APP,4254,2188660.48,B4200,WGM Sub-Saharan Africa,D4207,S4253,Ghana Program Section,0,Ghana,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,32161,0,Civil Society,GH,Responsive,WWD West & Central Africa,0,2188660.48,Closed,2,0,A031887001,Uncoded: Pre-APP,4254,2188660.48,B4200,WGM Sub-Saharan Africa,D4207,S4253,Ghana Program Section,0,Ghana,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,32161,0,Individual,GH,Responsive,WWD West & Central Africa,0,2188660.48,Closed,2,0,A031887001,Uncoded: Pre-APP,4254,2188660.48,B4200,WGM Sub-Saharan Africa,D4207,S4253,Ghana Program Section,0,Ghana,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,43040,0,Civil Society,GH,Responsive,WWD West & Central Africa,0,2188660.48,Closed,2,0,A031887001,Uncoded: Pre-APP,4254,2188660.48,B4200,WGM Sub-Saharan Africa,D4207,S4253,Ghana Program Section,0,Ghana,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,43040,0,Individual,GH,Responsive,WWD West & Central Africa,0,2188660.48,Closed,2,0,A031887001,Uncoded: Pre-APP,4254,2188660.48,B4200,WGM Sub-Saharan Africa,D4207,S4253,Ghana Program Section,0,Ghana,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,31191,0,Civil Society,ML,Responsive,WWD West & Central Africa,0,2500000.0,Closed,2,0,A031895001,Uncoded: Pre-APP,4216,8042053.03,B4200,WGM Sub-Saharan Africa,D4207,S4215,Mali Program Section,0,Mali,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,31191,0,Individual,ML,Responsive,WWD West & Central Africa,0,2500000.0,Closed,2,0,A031895001,Uncoded: Pre-APP,4216,8042053.03,B4200,WGM Sub-Saharan Africa,D4207,S4215,Mali Program Section,0,Mali,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,14031,0,Civil Society,GH,Directive,WWD West & Central Africa,0,5456094.24,Closed,0,0,A031901001,Uncoded: Pre-APP,4254,5456094.24,B4200,WGM Sub-Saharan Africa,D4207,S4253,Ghana Program Section,0,Ghana,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,14032,0,Civil Society,GH,Directive,WWD West & Central Africa,0,5456094.24,Closed,0,0,A031901001,Uncoded: Pre-APP,4254,5456094.24,B4200,WGM Sub-Saharan Africa,D4207,S4253,Ghana Program Section,0,Ghana,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,14081,0,Civil Society,GH,Directive,WWD West & Central Africa,0,5456094.24,Closed,0,0,A031901001,Uncoded: Pre-APP,4254,5456094.24,B4200,WGM Sub-Saharan Africa,D4207,S4253,Ghana Program Section,0,Ghana,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,11240,0,Civil Society,EG,Directive,EDD Europe-Middle East Programming,0,14565608.06,Terminating,2,0,A031906001,Uncoded: Pre-APP,3127,14565608.06,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4256,Middle East and North Africa,1,Broader M-E & North Africa (BMENA),1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,43010,0,Governmental,IN,Directive,OAD Asia Programming,0,409994.48,Closed,1,1,A031909008,Uncoded: Pre-APP,4116,409994.48,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,0,*India,0.0,0.0,1,1,Not PBA,1,0,0,2,0
2009/2010,43010,0,Governmental,IN,Directive,OAD Asia Programming,0,409994.48,Closed,1,1,A031909008,Uncoded: Pre-APP,4116,409994.48,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,0,*India,0.0,0.0,1,1,Not PBA,1,0,0,2,0
2009/2010,15150,0,Civil Society,SD,Responsive,WED Southern & Eastern Africa,0,1678280.19,Closed,0,0,A031917001,Uncoded: Pre-APP,4232,1678280.19,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,0,South Sudan,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15160,0,Civil Society,SD,Responsive,WED Southern & Eastern Africa,0,1678280.19,Closed,0,0,A031917001,Uncoded: Pre-APP,4232,1678280.19,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,0,South Sudan,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15230,0,Civil Society,SD,Responsive,WED Southern & Eastern Africa,0,1678280.19,Closed,0,0,A031917001,Uncoded: Pre-APP,4232,1678280.19,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,0,South Sudan,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15240,0,Civil Society,SD,Responsive,WED Southern & Eastern Africa,0,1678280.19,Closed,0,0,A031917001,Uncoded: Pre-APP,4232,1678280.19,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,0,South Sudan,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15110,0,Governmental,PH,Directive,OAD Asia Programming,0,15507684.49,Closed,1,0,A031927001,Uncoded: Pre-APP,4128,15507684.49,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,0,Philippines,1.0,0.0,0,1,Not PBA,1,0,0,1,0
