assay_id,doc_id,confidence_score,assay_strain,cell_id,assay_category,curated_by,tissue_id,assay_cell_type,assay_tissue,assay_tax_id,description,assay_type,assay_test_type,assay_organism,assay_subcellular_fraction,tid
929,16026,8,,,,Expert,,,,,Binding affinity towards human cloned 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,B,,,,51
930,12469,8,,,,Autocuration,,,,,Binding affinity was measured on 5-hydroxytryptamine 1A receptor in AK cells transfected with human 5-HT1A gene labeled with [3H]-8-OH-DPAT,B,,,,51
931,15874,9,,,,Expert,,,,9606.0,Binding affinity was measured on cloned Human 5-hydroxytryptamine 1A receptor which is labeled by [3H]8-OH-DPAT,B,,Homo sapiens,,51
932,15874,8,,,,Autocuration,,,,,Binding affinity was measured on cloned human 5-hydroxytryptamine 1A receptor which is labeled by [3H]8-OH-DPAT,B,,,,51
933,3935,8,,,,Autocuration,,,,,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 1A receptor,B,,,,51
934,15818,8,,,,Autocuration,,,,,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 1A receptor,B,,,,51
935,13706,8,,485.0,,Autocuration,,CHO-K1,,,Compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1A receptor expressed in CHO-K1 cells.,B,,,,51
936,13729,8,,485.0,,Expert,,CHO-K1,,,Ability to inhibit the forskolin-stimulated c-AMP formation mediated by human 5-hydroxytryptamine 1A receptor in CHO-K1 cells,F,,,,51
937,15413,8,,,,Autocuration,,,,,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor,B,,,,51
938,15413,8,,,,Autocuration,,,,,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor (Experiment 1),B,,,,51
939,15413,8,,,,Autocuration,,,,,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor (Experiment 2),B,,,,51
940,15413,8,,,,Autocuration,,,,,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor by Panlabs assay,B,,,,51
941,3445,9,,308.0,,Expert,,HeLa,,9606.0,Displacement of specific [3H]- 5-HT binding to cloned human 5-hydroxytryptamine 1A receptor stably expressed in HeLa cells,B,,Homo sapiens,,51
942,15740,8,,,,Autocuration,,,,,Evaluated for the binding constant at [3H]8-OH-DPAT-labeled human 5-hydroxytryptamine 1A receptor,B,,,,51
943,15740,8,,,,Autocuration,,,,,Evaluated for the binding constant at [3H]8-OH-DPAT-labeled human 5-hydroxytryptamine 1A receptor receptor,B,,,,51
944,17626,8,,,,Autocuration,,,,,In vitro binding affinity tested on human 5-hydroxytryptamine 1A receptor,B,,,,51
945,4234,9,,,,Expert,,,,9606.0,In vitro binding affinity to human 5-hydroxytryptamine 1A receptor,B,,Homo sapiens,,51
946,5640,8,,,,Expert,,,,,In vitro binding affinity at 5-hydroxytryptamine 1A receptor by [3H]8-OH-DPAT displacement.,B,,,,51
947,5272,8,,,,Expert,,,,10116.0,In vitro binding affinity towards Human 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT,B,,Rattus norvegicus,,51
948,4622,8,,449.0,,Autocuration,,CHO,,,In vitro binding affinity towards cloned human 5-hydroxytryptamine 1A receptor expressed in Chinese hamster ovary (CHO) cells using [3H]8-OH-DPAT as radioligand,B,,,,51
949,17085,8,,,,Expert,,,,,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1A receptor,B,,,,51
950,3025,8,,,,Autocuration,,,,,In vitro binding affinity was determined towards cloned human 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT radioligand,B,,,,51
951,15315,8,,,,Expert,,,,,In vitro receptor binding affinity for cloned human 5-hydroxytryptamine 1A receptor,B,,,,51
952,15267,8,,,,Autocuration,,,,,Inhibition of [3H]- OH-DPAT binding against 5-hydroxytryptamine 1A receptor from human recombinant,B,,,,51
953,17158,8,,308.0,,Autocuration,,HeLa,,,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor serotonergic receptor in human HeLa cells,B,,,,51
954,14214,9,,308.0,,Expert,,HeLa,,9606.0,Receptor binding affinity for cloned human 5-hydroxytryptamine 1A receptor in HeLa cells,B,,Homo sapiens,,51
955,17133,8,,,,Autocuration,,,,,Tested in vitro for its ability to bind to 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,B,,,,51
956,16532,8,,,,Autocuration,,,,,The binding affinity at the 5-hydroxytryptamine 1A receptor determined using [3H]5-CT,B,,,,51
957,2391,9,,,,Expert,,,,9606.0,Affinity for 5-hydroxytryptamine 1A receptor subtype,B,,Homo sapiens,,51
958,14447,8,,,,Autocuration,,,,,The compound was tested for CNS binding affinity towards 5-hydroxytryptamine 1A receptor from cloned Human membranes,B,,,,51
959,14447,8,,,,Autocuration,,,,,The compound was tested for CNS binding affinity towards 5-hydroxytryptamine 1A receptor from cloned Human membranes.,B,,,,51
960,15086,8,,,,Autocuration,,,,,The compound was tested for binding affinity against 5-hydroxytryptamine 1A receptor receptor,B,,,,51
961,13051,9,,,,Expert,,,,9606.0,Binding affinity for cloned human 5-hydroxytryptamine 1A receptor,B,,Homo sapiens,,51
962,16026,8,,,,Autocuration,,,,,"Ability to influence the binding of [35S]GTP-gamma-S, to HeLa cell membranes expressing the human 5-hydroxytryptamine 1A receptor; Not active",F,,,,51
963,17085,8,,,,Expert,,,,,In vitro binding affinity was determined by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1A receptor; ND means not determined,B,,,,51
964,17133,8,,,,Autocuration,,,,,Tested in vitro for its ability to bind to 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,B,,,,51
965,17133,8,,,,Autocuration,,,,,Tested in vitro for its ability to bind to 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand; ND means Not determined,B,,,,51
966,17211,8,,308.0,,Autocuration,,HeLa,,,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor; NT denotes not tested,B,,,,51
967,17211,8,,308.0,,Autocuration,,HeLa,,,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor; NT=not tested,B,,,,51
968,17211,8,,308.0,,Autocuration,,HeLa,,,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor; NT denotes not tested,B,,,,51
969,17211,8,,308.0,,Autocuration,,HeLa,,,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor; NT denotes not tested,B,,,,51
970,16394,8,,,,Autocuration,,,,,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared with 5-HT.; NT is not tested",F,,,,51
971,16394,8,,,,Autocuration,,,,,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared with 5-HT.; NT is not tested",F,,,,51
972,16394,8,,,,Autocuration,,,,,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared with 5-HT.; NT is not tested",F,,,,51
973,16394,8,,,,Autocuration,,,,,Antagonist induction of hypothermia by 8-OH-DPAT in 5-hydroxytryptamine 1A receptor after subcutaneous administration; NT is not tested,F,In vivo,,,51
974,16394,8,,,,Autocuration,,,,,Binding affinity at human 5-hydroxytryptamine 1A receptor by inhibition of [3H]-8-OH-DPAT binding in Chinese hamster ovary cell line; NT is not tested,B,,,,51
975,15740,8,,,,Autocuration,,,,,EC50 for inhibition of 50 uM forskolin-stimulated cAMP accumulation against 5-hydroxytryptamine 1A receptor receptor; Not tested,F,,,,51
976,15740,8,,,,Autocuration,,,,,EC50 for inhibition of 50 uM forskolin-stimulated cAMP accumulation against 5-hydroxytryptamine 1A receptor; Not tested,F,,,,51
977,15740,8,,,,Autocuration,,,,,Evaluated for the binding constant at [3H]8-OH-DPAT-labeled human 5-hydroxytryptamine 1A receptor,B,,,,51
978,17296,8,,722.0,,Autocuration,,HEK293,,,Binding affinity against human 5-hydroxytryptamine 1A receptors HEK 293 cell membranes using [35S]GTP gamma-S,F,,,,51
979,5640,8,,,,Expert,,,,,"Stimulation of binding of [35S]GTP-gamma-S, to G protein mediated by human cloned 5-hydroxytryptamine 1A receptor tested in vitro at 1 uM.",F,,,,51
980,5640,8,,,,Autocuration,,,,,"Stimulation of binding of [35S]GTP-gamma-S, to G protein mediated by human cloned 5-hydroxytryptamine 1A receptor tested in vitro at a concentration of 1 uM; ND means Not determined",F,,,,51
981,5640,8,,,,Autocuration,,,,,"Stimulation of binding of [35S]GTP-gamma-S, to G protein mediated by human cloned 5-hydroxytryptamine 1A receptor tested in vitro at a concentration of 1 uM; ND means not determined",F,,,,51
982,5640,8,,,,Autocuration,,,,,"Stimulation of binding of [35S]GTP-gamma-S, to G protein mediated by human cloned 5-hydroxytryptamine 1A receptor tested in vitro at a concentration of 1 uM; Not determined",F,,,,51
983,2759,8,,449.0,,Autocuration,,CHO,,,Antagonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor,F,,,,51
984,16394,8,,,,Autocuration,,,,,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared with 5-HT",F,,,,51
985,16394,9,,,,Expert,,,,9606.0,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared to 5-HT",F,,Homo sapiens,,51
986,3445,9,,,,Expert,,,,9606.0,Percent efficacy against human 5-hydroxytryptamine 1A receptor relative to maximal 5-HT response,F,,Homo sapiens,,51
987,4316,8,,449.0,,Expert,,CHO,,,Binding affinity for 5-hydroxytryptamine 1A receptor was determined by incubating human 5-hydroxytryptamine 1A receptor transfected CHO cells with [3H]8-OH-DPAT,B,,,,51
988,4316,8,,,,Expert,,,,,In vitro inhibition of [3H]8-OH-DPAT binding to human cloned 5-hydroxytryptamine 1A receptor on CHO cell membranes.,B,,,,51
989,15180,9,,,,Expert,,,,9606.0,Agonist efficacy on 5-hydroxytryptamine 1A receptor subtype,F,,Homo sapiens,,51
990,15180,9,,,,Expert,,,,9606.0,Agonist efficacy on 5-hydroxytryptamine 1A receptor subtype,F,,Homo sapiens,,51
991,15042,8,,,,Autocuration,,,,,Maximum binding affinity was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,F,,,,51
992,15042,8,,,,Autocuration,,,,,Maximum binding affinity was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,F,,,,51
993,15042,8,,,,Autocuration,,,,,Maximum binding affinity was evaluated as ([35S]GTP binding on cloned human 5-hydroxytryptamine 1A receptor,F,,,,51
994,15042,8,,,,Autocuration,,,,,Agonist efficacy was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,F,,,,51
995,15042,8,,,,Autocuration,,,,,Agonist efficacy was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,F,,,,51
996,15042,8,,,,Autocuration,,,,,Agonist efficacy was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,F,,,,51
997,15042,8,,,,Autocuration,,,,,Agonist efficacy was evaluated as [35S]GTP binding on cloned human 5-hydroxytryptamine 1A receptor,F,,,,51
998,15180,9,,308.0,,Expert,,HeLa,,9606.0,Concentration required to obtain 50% maximal stimulation of [35S]GTP gamma-S binding to human cloned 5-HT1A receptors of cell membranes from HeLa cells,F,,Homo sapiens,,51
999,15180,9,,308.0,,Expert,,HeLa,,9606.0,Negative logarithm of concentration required to obtain 50% maximal stimulation of [35S]GTP gamma-S binding to human cloned 5-HT1A receptors of cell membranes from HeLa cells,F,,Homo sapiens,,51
1000,15180,9,,308.0,,Expert,,HeLa,,9606.0,Negative logarithm of concentration required to obtain 50% maximal stimulation of [35S]GTP gamma-S binding to human cloned 5-HT1A receptors of cell membranes from HeLa cells,F,,Homo sapiens,,51
1001,16245,8,,,,Autocuration,,,,,"Potency (pD2) for the stimulation of [35S]GTP-gamma-S, binding on 5-hydroxytryptamine 1A receptor",F,,,,51
1002,16026,8,,,,Autocuration,,,,,"Ability to influence the binding of [35S]GTP-gamma-S, to HeLa cell membranes expressing the human 5-hydroxytryptamine 1A receptor",F,,,,51
1003,17296,8,,722.0,,Autocuration,,HEK293,,,Binding affinity against human 5-hydroxytryptamine 1A receptors HEK 293 cell membranes using [35S]GTP gamma-S,F,,,,51
1004,2759,8,,449.0,,Autocuration,,CHO,,,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor expressed in CHO cells (experiment 2),F,,,,51
1005,2759,8,,449.0,,Autocuration,,CHO,,,Compound was tested for its potency against human 5-hydroxytryptamine 1A receptor expressed in CHO cells,F,,,,51
1006,2759,9,,449.0,,Expert,,CHO,,9606.0,Potency against human 5-hydroxytryptamine 1A receptor expressed in CHO cells (experiment 1),F,,Homo sapiens,,51
1007,2759,8,,449.0,,Autocuration,,CHO,,,Compound was tested for its potency against human 5-hydroxytryptamine 1A receptor expressed in CHO cells (experiment 2),F,,,,51
1008,15419,8,,,,Expert,,,,,In vitro effective concentration required to inhibit forskolin-stimulated cAMP levels in HA7 cells expressing human 5-HT1A receptor,F,,,,51
1009,15419,8,,,,Autocuration,,,,,In vitro effective concentration required to inhibit forskolin-stimulated cAMP levels in HA7 cells expressing human 5-HT1A receptor; Not tested,F,,,,51
1010,16026,8,,,,Autocuration,,,,,"ability to influence the binding of [35S]GTP-gamma-S, to HeLa cell membranes expressing the human 5-hydroxytryptamine 1A receptor",F,,,,51
1011,1414,8,,,,Expert,,,,,Ability to bind to 5-hydroxytryptamine 1A receptor from cloned human expressed in Ha7 cells,B,In vitro,,,51
1012,1414,8,,,,Expert,,,,,Ability to bind to 5-hydroxytryptamine 1A receptor subtype from cloned human expressed in Ha7 cells,B,In vitro,,,51
1013,12861,8,,,,Autocuration,,,,,Binding activity radioligand.,B,,,,51
1014,12861,8,,,,Autocuration,,,,,Binding activity against 5-hydroxytryptamine 3 receptor from rat cortex homogenate using [3H]-Q-ICS 205-930 as radioligand.,B,,,,51
1015,5104,8,,,,Autocuration,,,,,Binding affinity for human cloned 5-hydroxytryptamine 1A receptor,B,,,,51
1016,5105,8,,,,Autocuration,,,,,Binding affinity for human cloned 5-hydroxytryptamine 1A receptor,B,,,,51
1017,16312,8,,,,Autocuration,,,,,binding affinity towards human recombinant 5-hydroxytryptamine 1A receptor,B,,,,51
1018,15180,9,,,,Expert,,,,9606.0,Displacement of [3H]8-hydroxy-2-(di-n-propylamino)tetralin from human 5-hydroxytryptamine 1A receptor,B,,Homo sapiens,,51
1019,5033,8,,,,Autocuration,,,,,Ability to displace the radioligand [3H]-8-OH-DPAT from human 5-hydroxytryptamine 1A receptor,B,,,,51
1020,16909,9,,449.0,,Expert,,CHO,,9606.0,Affinity constant on CHO cells expressing Human recombinant 5-hydroxytryptamine receptor 1A,B,,Homo sapiens,,51
1021,2590,8,,,,Autocuration,,,,,Antagonistic affinity against cloned human 5-hydroxytryptamine 1A receptor,F,,,,51
1022,2590,8,,,,Autocuration,,,,,Antagonistic affinity against cloned human 5-hydroxytryptamine 1A receptor; Not determined,F,,,,51
1023,16394,8,,,,Expert,,,,,Binding affinity at human 5-hydroxytryptamine 1A receptor by inhibition of [3H]8-OH-DPAT binding in Chinese hamster ovary cell line,B,,,,51
1024,4540,9,,722.0,,Expert,,HEK293,,9606.0,Binding affinity to human cloned 5-hydroxytryptamine 1A receptor in HEK 293 cells using [3H]-8-OH- DPAT as radioligand,B,,Homo sapiens,,51
1025,17296,8,,722.0,,Autocuration,,HEK293,,,Binding affinity against 5-hydroxytryptamine 1A human cloned receptors in HEK293 cells,B,,,,51
1026,17296,8,,722.0,,Autocuration,,HEK293,,,Binding affinity against 5-hydroxytryptamine 1A human cloned receptors in HEK293 cells using [3H]8-OH-DPAT as radioligand,B,,,,51
1027,15779,8,,722.0,,Autocuration,,HEK293,,,Binding affinity towards 5-hydroxytryptamine 1A receptor (human cloned receptor) in HEK293 cells using [3H]8-OH-DPAT as radioligand;,B,,,,51
1028,15779,8,,722.0,,Autocuration,,HEK293,,,Binding affinity towards 5-hydroxytryptamine 1A receptor (human cloned receptor) in HEK293 cells using [3H]8-OH-DPAT as radioligand; ND means no data,B,,,,51
1029,15779,8,,722.0,,Autocuration,,HEK293,,,Binding affinity towards 5-hydroxytryptamine 1A receptor (human cloned receptor) in HEK293 cells using [3H]8-OH-DPAT as radioligand;ND means no data.,B,,,,51
1030,6166,8,,,,Autocuration,,,,,Binding affinity towards 5-hydroxytryptamine 1A receptor in human using [3H]8-OH-DPAT as radioligand,B,,,,51
1031,15779,8,,722.0,,Autocuration,,HEK293,,,Binding affinity towards 5-hydroxytryptamine 1A receptor (human cloned receptor) in HEK293 cells using [3H]8-OH-DPAT as radioligand;,B,,,,51
1032,4199,8,,722.0,,Autocuration,,HEK293,,,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1A receptor in HEK 293 cells using [3H]8-OH-DPAT as the radioligand,B,,,,51
1033,15316,8,,,,Autocuration,,,,,Compound was evaluated for its ability to displace [3H]8-OH-DPAT binding from human 5-hydroxytryptamine 1A receptor in mammalian cells,B,,,,51
1034,14875,8,,,,Autocuration,,,,,Compound was tested for binding affinity against human 5-hydroxytryptamine 1A receptor,B,,,,51
1035,14727,8,,308.0,,Expert,,HeLa,,,Binding affinity at human cloned 5-hydroxytryptamine 1A receptor expressed in HeLa cells by [3H]8-hydroxy-2-(di-n-propylamino)tetraline displacement.,B,,,,51
1036,14727,8,,,,Expert,,,,,Binding affinity at native 5-hydroxytryptamine 1A receptor in rat by [3H]8-hydroxy-2-(di-n-propylamino)tetraline displacement.,B,,,,51
1037,15146,8,,722.0,,Autocuration,,HEK293,,,Compound was tested for its binding affinity against 5-hydroxytryptamine 1A receptor in human cloned receptors in HEK 293 cells using [3H]8-OH-DPAT,B,,,,51
1038,5213,8,,722.0,,Autocuration,,HEK293,,,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1A receptor in HEK 293 using [3H]5-CT as a radioligand,B,,,,51
1039,16429,8,,,,Autocuration,,,,,In vitro binding affinity at human recombinant 5-hydroxytryptamine 1A receptor in mammalian cells using 3[H]8-OH-DPAT as the radioligand,B,,,,51
1040,15042,9,,308.0,,Expert,,HeLa,,9606.0,The binding affinity was evaluated on cloned human 5-hydroxytryptamine 1A receptor expressed in HeLa cells by using DPAT as radioligand.,B,,Homo sapiens,,51
1041,14818,8,,722.0,,Autocuration,,HEK293,,,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1A receptor in HEK 293 cells using [3H]8-OH-DPAT.,B,,,,51
1042,4829,8,,722.0,,Autocuration,,HEK293,,,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1A receptor in HEK293 cells, using [3H]8-OH-DPAT as radioligand",B,,,,51
1043,17200,9,,,,Expert,,,,,In vitro inhibitory concentration required against [3H]8-OH-DPAT binding to cloned human 5-hydroxytryptamine 1A receptor,B,,,,51
