assay_id,assay_subcellular_fraction,assay_test_type,bao_format,tissue_id,cell_id,doc_id,description,assay_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue
1471,,,BAO_0000219,,485.0,12902,"Binding affinity against 5-hydroxytryptamine 1A receptor from CHO-K1 cells, using [3H]8-OH-DPAT as the radioligand.",B,,,,,
1472,,,BAO_0000249,,,14057,Binding affinities against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in rat cerebral cortex membrane,B,,,,,
1473,,,BAO_0000357,,,11296,Compound was evaluated for its ability to displace the protonated form of [3H]8-hydroxy-2-(di-n-propylamino)tetralin binding from labeled 5-HT 1A receptor site.,B,,,,,
1474,,,BAO_0000221,10000000.0,,11296,Compound was evaluated for its ability to displace the protonated form of [3H]8-hydroxy-2-(di-n-propylamino)tetralin binding from labeled 5-hydroxytryptamine 1A receptor site in rat brain hippocampus,B,,,,,Hippocampus
1475,,,BAO_0000221,10000000.0,,11296,Ability to displace the protonated form of [3H]8-hydroxy-2-(di-n-propylamino)tetralin binding from labeled 5-hydroxytryptamine 1A receptor site in rat brain hippocampus,B,,,,,Hippocampus
1476,Membranes,,BAO_0000249,,,16616,Antagonist activity to stimulate binding of [35S]-GTP-gamma S binding to 5-hydroxytryptamine 1A receptor in isolated rat hippocampal membranes,F,,Rattus norvegicus,10116.0,,
1477,Membranes,,BAO_0000249,10000000.0,,16616,"Inhibition of (+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding in rat hippocampal membranes",F,,Rattus norvegicus,10116.0,,Hippocampus
1478,,,BAO_0000019,,,16567,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND is defined as not -determined.,B,,,,,
1479,,,BAO_0000019,,,16567,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND is defined as not defined.,B,,,,,
1480,,,BAO_0000019,,,16567,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND is defined as not determined.,B,,,,,
1481,,,BAO_0000019,,,16567,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND means not determined.,B,,,,,
1482,,,BAO_0000249,,,17136,Binding affinity towards 5-hydroxytryptamine 1A receptor was determined in rat cortex membranes using [3H]8-OH-DPAT as radioligand; No data,B,,,,,
1483,,,BAO_0000249,,,17136,Binding affinity towards 5-hydroxytryptamine 1A receptor was determined in rat cortex membranes using [3H]8-OH-DPAT as radioligand; Not determined,B,,,,,
1484,,,BAO_0000019,,,16616,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat frontal cortex homogenates; ND means No data,B,,Rattus norvegicus,10116.0,,
1485,,,BAO_0000221,10000000.0,,17331,Binding affinity against 5-hydroxytryptamine 1A receptor by displacement of [3H]8-OH-DPAT from rat hippocampus mambranes,B,,,,,Hippocampus
1486,,,BAO_0000221,10000000.0,,17331,Binding affinity against 5-hydroxytryptamine 1A receptor by displacement of [3H]8-OH-DPAT from rat hippocampus mambranes; Not tested,B,,,,,Hippocampus
1487,,,BAO_0000221,10000000.0,,17167,Binding affinity for rat hippocampus 5-hydroxytryptamine 1A receptor by inhibition of [3H]8-OH-DPAT binding; Not tested,B,,Rattus norvegicus,10116.0,,Hippocampus
1488,,,BAO_0000019,,,15740,Evaluated for the 5-hydroxytryptamine 1A receptor agonist activity in LY-293284 trained rats; Not tested,F,,,,,
1489,,,BAO_0000019,,,15740,Evaluated for the 5-hydroxytryptamine 1A receptor agonist activity in LY-293284 trained rats; not tested,F,,,,,
1490,,,BAO_0000357,,,4671,Ratio of binding affinity to 5-HT 1A and D2 receptor,B,,,,,
1491,,,BAO_0000221,10000000.0,,10058,In vitro ability to inhibit [3H]-8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus at 1 uM,B,,,,,Hippocampus
1492,,,BAO_0000221,10000000.0,,10058,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus at 1 uM,B,,,,,Hippocampus
1493,,,BAO_0000221,10000000.0,,10058,In vitro ability to inhibit [3H]-8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus.,B,,,,,Hippocampus
1494,,,BAO_0000357,,,12073,Percentage inhibition against 5-hydroxytryptamine 1A receptor,B,,,,,
1495,,,BAO_0000249,,,2759,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes (experiment 1),B,,,,,
1496,,,BAO_0000249,,,2759,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes (experiment 1),F,,,,,
1497,,,BAO_0000249,,,2759,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes (experiment 2),B,,,,,
1498,,,BAO_0000249,,,2759,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes (experiment 2),F,,,,,
1499,,,BAO_0000249,,,2759,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes.,F,,,,,
1500,,,BAO_0000249,955.0,,9737,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat brain membrane using [3H]8-OH-DPAT as a selective ligand.,B,,,,,Brain
1501,,,BAO_0000019,,,9737,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat frontal cortex using [3H]8-OH-DPAT as a radioligand,B,,,,,
1502,,,BAO_0000019,,,5717,Antagonistic activity against 5-hydroxytryptamine 1A receptor in rat cerebral cortex using [3H]-8-OH-DPAT as radioligand.,F,,,,,
1503,,,BAO_0000221,10000000.0,,12253,Binding affinity of 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in rat hippocampus,B,,,,,Hippocampus
1504,,,BAO_0000019,,,14025,Affinity pKi for 5-hydroxytryptamine 1A receptor was measured in rat cortex homogenates.,B,,,,,
1505,,,BAO_0000249,,,10425,Binding affinity against 5-hydroxytryptamine 1A receptor in rat cerebral cortical membrane using [3H]-8-OH-DPAT as radioligand.,B,,,,,
1506,,,BAO_0000019,,,14998,Binding affinity against 5-hydroxytryptamine 1A receptor in rat cortex homogenates.,B,,,,,
1507,,,BAO_0000221,10000000.0,,13694,Binding affinity against native 5-HT1A-receptors from rat hippocampus using radioligand ([3H]- 8-hydri\oxy-2-(di-n-propylamino)tetraline) binding assay,B,,,,,Hippocampus
1508,,,BAO_0000221,10000000.0,,13694,Binding affinity against native 5-HT1A-receptors from rat hippocampus using radioligand ([3H]8-hydroxy-2-(di-n-propylamino)-tetraline) binding assay,B,,,,,Hippocampus
1509,,,BAO_0000357,,,4342,Binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined,B,,,,,
1510,,,BAO_0000357,,,12936,Binding affinity against rat 5-hydroxytryptamine 1A receptor,B,,Rattus norvegicus,10116.0,,
1511,,,BAO_0000019,,,13144,Inhibition of [3H]2-(di-N-propylamino)-8-hydroxytetralin binding to 5-HT1A receptor of rat frontal cortex homogenates,B,,Rattus norvegicus,10116.0,,
1512,,,BAO_0000019,,,13343,Binding affinity of a compound to rat brain 5-hydroxytryptamine 1A (serotonin) receptor assayed by radiolabeled [3H]-8-OH-DPAT ligand displacement,B,,,,,
1513,,,BAO_0000357,,,12132,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand.,B,,,,,
1514,,,BAO_0000019,,,15419,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat cortex using [3H]8-OH-DPAT as a radioligand,B,,,,,
1515,,,BAO_0000221,10000000.0,,1479,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in rat hippocampus,B,,,,,Hippocampus
1516,,,BAO_0000019,,,14287,In vitro by displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor on rat cortical membrane,B,,,,,
1517,,,BAO_0000357,,,13116,Binding affinity at 5-hydroxytryptamine 1A receptor,B,,,,,
1518,Membranes,,BAO_0000249,,,2759,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat frontal cortex membranes,B,,Rattus norvegicus,10116.0,,
1519,,,BAO_0000249,,,2759,Compound was tested for inhibition constant against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes.,B,,,,,
1520,,,BAO_0000019,,,14748,"Binding affinity for rat cortex 5-hydroxytryptamine 1A receptor, by displacement of 0.2 nM [3H]8-OH-DPAT radioligand",B,,,,,
1521,,,BAO_0000019,,,12304,In vitro ability to inhibit binding of radioligand [3H]8-OH-DPAT to 5-hydroxytryptamine 1A receptor in rat cerebral cortex,B,,,,,
1522,,,BAO_0000221,10000000.0,,12409,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat hippocampus using [3H]8-OH-DPAT,B,,Rattus norvegicus,10116.0,,Hippocampus
1523,,,BAO_0000221,10000000.0,,12409,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat hippocampus with [3H]8-OH-DPAT,B,,Rattus norvegicus,10116.0,,Hippocampus
1524,,,BAO_0000221,10000000.0,,13267,The binding affinity (pKi) was measured against 5-hydroxytryptamine 4 receptor of piglet hippocampus using [125I]-SB 207710 as radioligand,B,,,,,Hippocampus
1525,,,BAO_0000357,,,15194,The compound was tested for the binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand.,B,,,,,
1526,,,BAO_0000357,,,14256,pKi value against rat 5-hydroxytryptamine 1A receptor.,B,,,,,
1527,,,BAO_0000019,,,16567,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND is define as non-determined.,B,,,,,
1528,,,BAO_0000019,,,15740,Evaluated for the 5-hydroxytryptamine 1A receptor agonist activity in LY-293284 trained rats; Not tested,F,,,,,
1529,,,BAO_0000357,,,13278,Binding affinity was measured against 5-hydroxytryptamine 2A receptor by displacement of [3H]- ketanserin by lysergic acid amides,B,,Rattus norvegicus,10116.0,,
1530,Membranes,,BAO_0000249,,,1970,Inhibition of specific [3H]OH-DPAT binding at 5-hydroxytryptamine 1A receptor in rat hippocampal membranes,B,,,,,
1531,,,BAO_0000221,955.0,,10034,Concentration of compound required to inhibit cortical 5-hydroxytryptamine 1A receptor binding sites in rat brain was evaluated,B,,,,,Brain
1532,,,BAO_0000019,,,13348,Inhibitory activity against 5-hydroxytryptamine 1A receptor isolated from rat hippocampus membranes membrane using [3H]5-HT as radioligand in the presence of 10e-6 M ketanserin as 5-HT2 blocker,B,,Rattus norvegicus,10116.0,,
1533,,,BAO_0000019,,,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 50 uM 5-HT.,F,,,,,
1534,,,BAO_0000221,955.0,,10862,Binding affinity at 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in rat brain.,B,,,,,Brain
1535,,,BAO_0000019,,,12058,"Binding affinity against 5-hydroxytryptamine 1A receptor in homogenated rat brain tissue, using by [3H]8-OH-DPAT as radioligand",B,,,,,
1536,,,BAO_0000357,,,4639,Compound was tested for binding affinity against 5-hydroxytryptamine 1A receptor,B,,,,,
1537,,,BAO_0000357,,,15453,Percent decrease in 5-hydroxytryptamine 1A receptor binding using 8-OH-DPAT,B,,,,,
1538,,,BAO_0000357,,,4820,Binding affinity towards 5-hydroxytryptamine 1A receptor,B,,,,,
1539,,,BAO_0000357,,,1089,Tested for binding affinity for 5-hydroxytryptamine 1A receptor,B,,,,,
1540,Brain membranes,,BAO_0000249,,,386,The compound was evaluated for its ability to displace [3H]-8-OH-DPAT from 5-hydroxytryptamine 1A receptor in cellular brain membranes,B,,,,,
1541,,,BAO_0000357,,,6011,Inhibition of binding towards 5-hydroxytryptamine 1A receptor at 100 nM concentration,B,,,,,
1542,,,BAO_0000357,,,5014,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 1A receptor,B,,,,,
1543,,,BAO_0000357,,,4402,Binding affinity for 5-hydroxytryptamine 1A receptor determined using [3H]8-OH-DPAT as radioligand,B,,,,,
1544,,,BAO_0000357,,,17066,Binding affinity towards 5-hydroxytryptamine 1A receptor,B,,,,,
1545,,,BAO_0000357,,,17515,Binding affinity of compound towards serotonin 5-hydroxytryptamine 1A receptor; inactive at 10 uM,B,,,,,
1546,,,BAO_0000357,,,2474,Binding affinity against 5-hydroxytryptamine 1A receptor,B,,,,,
1547,,,BAO_0000357,,,4775,Binding affinity to 5-hydroxytryptamine 1A receptor was determined,B,,,,,
1548,,,BAO_0000357,,,14294,Binding affinity towards Serotonin 5-hydroxytryptamine 1A receptor by displacement of [3H]-(+)-8-OH-DPAT.,B,,Homo sapiens,9606.0,,
1549,,,BAO_0000357,,,14294,Binding affinity towards Serotonin 5-hydroxytryptamine 1A receptor by displacement of [3H](+)-8-OH-DPAT; inactive,B,,Homo sapiens,9606.0,,
1550,,,BAO_0000219,,449.0,12249,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,B,,,,,
1551,,,BAO_0000219,,,11376,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor expressed in CHO cell membranes,B,,,,,
1552,,In vivo,BAO_0000218,,,2474,Compound was measured in vivo for its binding affinity at 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,B,,,,,
1553,,,BAO_0000221,10000000.0,,13311,Tested for activity against 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,,,,Hippocampus
1554,,,BAO_0000357,,,4373,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 1A receptor was determined,B,,,,,
1555,,,BAO_0000357,,,1633,Binding affinity towards 5-hydroxytryptamine 1A receptor by displacement of [3H]8-OH-DPAT.,B,,,,,
1556,,,BAO_0000357,,,11866,Binding affinity for 5-hydroxytryptamine 1A receptor was determined,B,,,,,
1557,,,BAO_0000357,,,4373,Binding affinity for 5-hydroxytryptamine 1A receptor was determined,B,,,,,
1558,,,BAO_0000357,,,4687,Evaluated for the binding affinity to 5-hydroxytryptamine 1A receptor,B,,,,,
1559,,,BAO_0000357,,,16946,Ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor,B,,,,,
1560,,,BAO_0000357,,,13291,Binding affinity against 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT radioligand,B,,,,,
1561,,,BAO_0000357,,,14159,Compound was evaluated for the affinity at 5-hydroxytryptamine 1A receptor,B,,,,,
1562,,,BAO_0000357,,,10812,Compound was tested for the binding affinity against 5-hydroxytryptamine 1A receptor by using [3H]DPAT as radioligand,B,,,,,
1563,,,BAO_0000219,,449.0,3032,In vitro binding affinity against 5-hydroxytryptamine 1A receptor in CHO cells,B,,Mus musculus,10090.0,,
1564,,,BAO_0000357,,,16655,Inhibition of 5-OH-DPAT binding to 5-hydroxytryptamine 1A receptor,B,,,,,
1565,,,BAO_0000357,,,14532,Inhibitory activity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand at 10e-5 M concentration,B,,,,,
1566,,,BAO_0000357,,,13944,Binding affinity against 5-hydroxytryptamine 1A receptor,B,,,,,
1567,,,BAO_0000357,,,13033,Binding affinity against serotonergic 5-HT1a receptor,B,,,,,
1568,,,BAO_0000357,,,10321,Binding affinity for 5-hydroxytryptamine 1A receptor was determined by using [3H]8-OH-DPAT as radioligand,B,,,,,
1569,,,BAO_0000357,,,2968,Binding affinity for 5-hydroxytryptamine 1A receptor,B,,Mus musculus,10090.0,,
1570,,,BAO_0000357,,,13964,Binding affinity at 5-hydroxytryptamine 1A receptor,B,,,,,
1571,,,BAO_0000357,,,15527,"Binding affinity towards 5-hydroxytryptamine 1A receptor receptor, using [3H]5-HT as radioligand.",B,,,,,
1572,,,BAO_0000219,,449.0,12248,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,B,,,,,
1573,,,BAO_0000219,,449.0,12249,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,B,,,,,
1574,,,BAO_0000357,,,15120,Compound was tested for binding affinity using [3H]8-OH-DPAT against 5-hydroxytryptamine 1A receptor,B,,,,,
1575,,,BAO_0000357,,,13313,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor by using [3H]-8-OH-DPAT as radioligand,B,,,,,
1576,,,BAO_0000218,,,2613,In vivo binding affinity was evaluated against 5-hydroxytryptamine 1A receptor,B,,,,,
1577,,,BAO_0000357,,,16700,The binding affinity towards 5-hydroxytryptamine 1A receptor; No affinity,B,,,,,
1578,,,BAO_0000357,,,2201,Ability to displace [125I]iodosulpiride from 5-hydroxytryptamine 1A receptor,B,,,,,
1579,,,BAO_0000357,,,1274,Binding affinity against 5-hydroxytryptamine 1A receptor,B,,Mus musculus,10090.0,,
1580,,,BAO_0000357,,,1317,Compound was evaluated for binding affinity against 5-hydroxytryptamine 1A receptor using radioligand binding assay,B,,,,,
1581,,,BAO_0000357,,,12146,Tested against 5-hydroxytryptamine 1A receptor,B,,,,,
1582,,,BAO_0000357,,,14059,The compound's binding affinity against 5-hydroxytryptamine 1A receptor,B,,,,,
1583,,,BAO_0000019,,,14025,Dissociation equilibrium constant against the vascular 5-hydroxytryptamine 1B like receptor in the rabbit saphenous vein,B,,Oryctolagus cuniculus,9986.0,,
1584,,,BAO_0000019,,,14025,The dissociation equilibrium constant (pKB=-log KB) of compound was determined against the vascular 5-hydroxytryptamine 1B like receptor in the rabbit saphenous vein(RbSV); NS=non surmountable,B,,Oryctolagus cuniculus,9986.0,,
1585,,,BAO_0000219,,722.0,14447,The compound was tested for CNS binding affinity towards 5-hydroxytryptamine 1B receptor from cloned gorilla membranes expressed in cultured HEK 293 cells,B,,Gorilla gorilla,9593.0,,
1586,,In vivo,BAO_0000218,,,3025,5-HT1B agonist potency was evaluated as effective dose that induced hypothermia in the guinea-pig upon intraperitoneal administration,F,,Cavia porcellus,10141.0,,
1587,,In vivo,BAO_0000218,,,3025,5-hydroxytryptamine 1B receptor agonist potency was evaluated as effective dose that induced hypothermia in the guinea-pig upon intraperitoneal administration,F,,Cavia porcellus,10141.0,,
1588,,,BAO_0000019,,,15329,Affinity of compound towards 5-hydroxytryptamine 1B receptor in isolated guinea-pig iliac artery,F,,Cavia porcellus,10141.0,,
1589,,,BAO_0000019,,,15329,Affinity of compound towards 5-hydroxytryptamine 1B receptor in isolated guinea-pig iliac artery; n.d. indicates Not determined,F,,Cavia porcellus,10141.0,,
1590,,,BAO_0000019,,,15847,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 1B receptor of guinea pig,F,,Cavia porcellus,10141.0,,
1591,,,BAO_0000019,,,15847,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 1B receptor of guinea pig; ND means not done,F,,Cavia porcellus,10141.0,,
1592,,,BAO_0000019,,,14165,Intrinsic activity for Antagonism of 5-hydroxytryptamine 1B receptor-mediated stimulation of [35S]GTP gamma S binding,F,,,,,
1593,,,BAO_0000019,,,14214,Antagonism tested at 1 uM against the agonist-induced inhibitory effect of 10 nM 5-carbamoyltryptamine (5-CT),F,,,,,
1594,,,BAO_0000019,,,14214,Antagonism tested at 1 uM against the agonist-induced inhibitory effect of 10 nM 5-carbamoyltryptamine(5-CT),F,,,,,
