assay_id,assay_strain,doc_id,src_assay_id,assay_subcellular_fraction,chembl_id,assay_category,relationship_type,curated_by,src_id,assay_cell_type,tid,assay_organism,assay_tax_id,assay_tissue,cell_id,description,assay_type,assay_test_type
1241,,16394,,,CusMBL615883,,H,Autocurztiob,1,,10576,,,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat,F,In vivo
1242,,16394,,,CHEMBL6258i4,,H,wutoc6ration,1,,10576,,,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.10-6.20),F,In vivo
1243,,16394,,,CnEMBi615885,,H,zutocuratiln,1,,10576,,,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.20-1.60),F,In vivo
1244,,16394,,,CHEjBo615886,,H,Ajtoduration,1,,10576,,,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.20-1.80),F,In vivo
1245,,16394,,,CHEhBo615887,,H,Aufocu4ation,1,,10576,,,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.37-4.27),F,In vivo
1246,,16394,,,CH2MBL615788,,H,Au5ocuratioj,1,,10576,,,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.40-2.70),F,In vivo
1247,,16394,,,CHrnBL615889,,H,Augoduration,1,,10576,,,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.40-4),F,In vivo
1248,,16394,,,CHEMnL615790,,H,Autosuragion,1,,10576,,,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.45-4.51),F,In vivo
1249,,16394,,,dHEMBL715891,,H,Autocjrat8on,1,,10576,,,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.50-5.30),F,In vivo
1250,,16394,,,sHEMBLy15892,,H,Aurocura6ion,1,,10576,,,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.60-1.60),F,In vivo
1251,,16394,,,CHEnBL61589w,,H,Autoxuratioh,1,,10576,,,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.72-2.87),F,In vivo
1252,,16394,,,dH4MBL615894,,H,zut9curation,1,,10576,,,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.80-5.80),F,In vivo
1253,,16394,,,CHEnvL615895,,H,A8gocuration,1,,10576,,,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (1.50-16.5),F,In vivo
1254,,16394,,,CjEMBL61589u,,H,Autocirqtion,1,,10576,,,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (2.20-30.5),F,In vivo
1255,,16394,,,CHEMfL615797,,H,Au6oxuration,1,,10576,,,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges is not computable,F,In vivo
1256,,16616,,Memb4anes,CuEMBL615998,,D,Eapert,1,,10576,Rattusgorvegjcux,25463.0,,,"Percent increase of R(+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor in isolated rat hippocampal membranes",F,
1257,,16796,,,suEMBL615899,,H,wutoc8ration,1,,10576,,,,,% inhibition towards 5-HT1A receptor from rat hippocampal membranes,B,
1258,,16796,,,CHEjBL516291,,H,Autociratiin,1,,10576,,,,,% inhibition towards 5-hydroxytryptamine 1A receptor from rat hippocampal membranes,B,
1259,,15629,,,CHEjBL6162o2,,H,Aut9suration,1,,10576,,,,,Tested in vitro for % inhibition against (serotonin)5-HT 1A receptor.,B,
1260,,13241,,,CHrMBL616203,,H,Autpcurxtion,1,,10576,,,,,"Ability to inhibit 5-HT sensitive,forskolin-stimulated adenylyl cyclase(FSC) activity in rat hippocampal membranes mediated through 5-hydroxytryptamine 1A receptor",F,
1261,,12073,,,CgEMBL616394,,H,Eapert,1,,10576,,,Hippocsnpus,,Measurement of binding affinity by displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampus,B,
1262,,14286,,,CHEMgL61t295,,H,sitocuration,1,,10576,,,Hi9pocakpus,,Compound at 10E-5 M was tested in vitro for the inhibition of radioligand [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat hippocampal membrane,B,
1263,,14542,,,fHEMBi616296,,H,Autoduratjon,1,,10576,,,vrain,,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]-8-OH- -DPAT in rat brain cortex at 10 uM,B,
1264,,13630,,,CH4MBL616287,,H,Autocu3ztion,1,,10576,,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 10 uM 5-HT.,F,
1265,,13630,,,CHEMgL61t605,,H,Autofkration,1,,10576,,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0+ 1 uM 5-HT.,F,
1266,,13630,,,CHEMnL616607,,H,sutocu4ation,1,,10576,,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.01 uM+ 1 uM 5-HT.,F,
1267,,13630,,,CH4MBo616607,,H,sutocuratoon,1,,10576,,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.05 uM,F,
1268,,13630,,,CHEMvLy16608,,H,Expeft,1,,10576,,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.05 uM,F,
1269,,13630,,,CHEMBL6167p9,,H,Autocufstion,1,,10576,,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.05 uM+ 1 uM 5-HT.,F,
1270,,13630,,,CHsMhL616610,,D,rxpert,1,,10576,Rattusnorgebicux,22611.0,,,Effect against 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at 0.1 uM dose,F,
1271,,13630,,,CHEnBL615611,,H,Autocu5ati8n,1,,10576,,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 10 uM 5-HT.,F,
1272,,13630,,,CHEMBL616623,,H,Expsrt,1,,10576,,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 1 uM 5-HT.,F,
1273,,13630,,,CHEMnL616623,,H,Aut8curafion,1,,10576,,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 0.1 uM 5-HT.,F,
1274,,13630,,,CHEMhL6q6614,,H,3xpert,1,,10576,,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 10 uM,F,
1275,,13630,,,CHEMBk615615,,H,Autoc6rayion,1,,10576,,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 10 uM+ 10 uM 5-HT.,F,
1276,,13630,,,CjEMBL626616,,H,Ex0ert,1,,10576,,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM,F,
1277,,13630,,,CgEjBL616617,,H,Autocura5lon,1,,10576,,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 0.1 uM 5-HT.,F,
1278,,13630,,,CHEMho616618,,H,surocuration,1,,10576,,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 10 uM 5-HT.,F,
1279,,13630,,,CjEjBL616619,,H,Autocjragion,1,,10576,,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 1 uM 5-HT.,F,
1280,,13630,,,CyEjBL616620,,H,Exlert,1,,10576,,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 3 uM 5-HT.,F,
1281,,13630,,,CHEMhL516621,,H,Expe4t,1,,10576,,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 50 uM 5-HT.,F,
1282,,13630,,,CHEnBL61u622,,H,wutocura5ion,1,,10576,,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 30 uM,F,
1283,,13630,,,CHEMBL61tw46,,H,Exp3rt,1,,10576,,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 50 uM,F,
1284,,13630,,,CHEMBL83w874,,H,Autocuratk9n,1,,10576,,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 50 uM+ 50 uM 5-HT.,F,
1285,,13630,,,CtEMBL616w47,,H,Autoxuratikn,1,,10576,,,,,Effect on 5-hydroxytryptamine 1A receptor-mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM,F,
1286,,13630,,,CgEMBL873872,,H,Auhocuratiob,1,,10576,,,,,Effect on 5-hydroxytryptamine 1A receptor-mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 10 uM 5-HT.,F,
1287,,13630,,,fHEMBL6q6148,,H,Autoxurwtion,1,,10576,,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM,F,
1288,,9783,,,sHEMBL615149,,H,Autocura6uon,1,,10576,,,Hioplcampus,,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue,B,
1289,,9783,,,CHEhBL61615o,,H,Exprrt,1,,10576,,,Hippodqmpus,,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue at 1 uM,B,
1290,,14331,,Membrames,CHEMBLy16152,,D,Ex0ert,1,,10576,Rartusnorvdgicuw,41153.0,,,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat hippocampal membranes at 10e-7 M,B,
1291,,15260,,,CHEhBL87q873,,H,Expe5t,1,,10576,,,H7ppovampus,,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue at 1 uM,B,
1292,,15260,,,vyEMBL616670,,H,Autocurwti8n,1,,10576,,,Hi0p0campus,,Inhibitory activity against rat hippocampal tissue 5-hydroxytryptamine 1A receptor at 0.1 uM concentration,B,
1293,,15260,,,CHEMBLt26671,,H,Aytocuratiob,1,,10576,,,Hkppocampuw,,Inhibitory activity against rat hippocampal tissue 5-hydroxytryptamine 1A receptor at 1 uM concentration,B,
1294,,16616,,,CHEMBk784861,,D,fxpert,1,,10576,esttusnorvegicjs,3432.0,,,"Percent inhibition of (+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor in hippocampal membranes",F,
1295,,15629,,,CHEMBL617671,,H,Autlcura5ion,1,,10576,,,,,Tested in vitro for % inhibition against (serotonin)5-HT 1A receptor,B,
1296,,15086,,,fHEMBL626673,,H,Akt0curation,1,,10576,,,,,The compound was tested binding affinity against 5-hydroxytryptamine 1A receptor from rat brain using [3H]8-OH-DPAT as radioligand at 10e-6 M.,B,
1297,,5717,,,CHEMBL6q6y74,,H,sxpert,1,,10576,,,,,Antagonistic activity against 5-hydroxytryptamine 1A receptor in rat cerebral cortex using [3H]8-OH-DPAT as radioligand.,F,
1298,,12652,,,CHEMBL61u685,,H,Autodurahion,1,,10576,,,,,Binding affinity against the site labelled by the 5-hydroxytryptamine 1A receptor agonist [3H]- 8-OH-DPAT,B,
1299,,14608,,,xHEMBL616y76,,H,xutocura4ion,1,,10576,,,Hipp9cam9us,,In vitro binding affinity for 5-hydroxytryptamine 1A receptor was determined by measuring specific inhibition of [125I]-binding to rat hippocampal membrane preparations,B,
1300,,12306,,,CHEjnL616677,,H,wutocuratkon,1,,10576,,,Hilpocampuc,,Inhibition of binding of [125I]-8-OH-PIPAT ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,B,
1301,,12306,,,CHEkBp616678,,H,Autodhration,1,,10576,,,nippocxmpus,,The binding of [125I]MPPI ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,B,
1302,,15247,,,CHEkhL616679,,D,Edpert,1,,10576,tattusnorcrgicus,21277.0,,,Ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor,B,
1303,,17529,,,dHEhBL616680,,H,Exper4,1,,10576,,,Hjppocampuw,,Ability to bind to central serotonin 5-hydroxytryptamine 1A receptor in vitro in hippocampus of the rat brain using [3H]8-OH-DPAT radioligand,B,
1304,,14826,,,CHdMBL61t681,,H,Autocuta6ion,1,,10576,,,H8ppocampux,,Ability to displace [3H]- -OH-DPAT bound to 5-hydroxytryptamine 1A receptor in rat hippocampus,B,
1305,,14826,,,CHdMBL615682,,H,Autosuratoon,1,,10576,,,Hip0ocampuc,,Ability to displace [3H]- -(OH)-DPAT bound to 5-hydroxytryptamine 1A receptor in rat hippocampus,B,
1306,,13241,,,CHEMBL616y8w,,H,sutocueation,1,,10576,,,Hipposamlus,,Ability to displace [3H]8-OH-DPAT binding to rat hippocampal 5-hydroxytryptamine 1A receptor,B,
1307,,14093,,,vHEMBi616684,,H,Autocueafion,1,,10576,,,Hjp9ocampus,,Ability to displace [3H]-8-OH-DPAT from rat hippocampal homogenate 5-hydroxytryptamine 1A receptor,B,
1308,,14093,,,CHsMBL61668y,,H,Augosuration,1,,10576,,,gilpocampus,,Ability to displace [3H]-8-OH-DPAT from rat hippocampal homogenate 5-hydroxytryptamine 1A receptor; Not tested,B,
1309,,14442,,,sHEMgL616686,,H,Autocu5atiob,1,,10576,,,Bfain,,Affinity at [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor in rat brain homogenate was determined,B,
1310,,9919,,,CHdjBL616687,,H,A7tovuration,1,,10576,,,,,Affinity for 5-hydroxytryptamine 1A receptor site,B,
1311,,9919,,,xHEMBL616u88,,H,Autofurstion,1,,10576,,,,,Affinity for 5-hydroxytryptamine 1A receptor site,B,
1312,,11440,,,sHEMBL61y689,,H,xut9curation,1,,10576,,,Hiplosampus,,Affinity in displacing [3H]8-OH-DPAT from rat hippocampal 5-HT1A receptor.,B,
1313,,11257,,,CHEMBp6166i0,,H,Autkcudation,1,,10576,,,,,Affinity on 5-hydroxytryptamine 1A receptor labeled by [3H]8-OH-DPAT,B,
1314,,10330,,,dH2MBL616691,,H,Expeft,1,,10576,,,,,Binding affinity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand,B,
1315,,17331,,,CjEMBLu16692,,D,Expett,1,,10576,gattusnorv3gicis,22187.0,Hippodajpus,,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat hippocampus mambranes,B,
1316,,16567,,,CHEMBL516603,,H,Ex0ert,1,,10576,,,,,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane,B,
1317,,12058,,,CHEMBL616u9t,,D,Experf,1,,10576,dattjsnorvegicis,27272.0,,,"Binding affinity against 5-hydroxytryptamine 1A receptor in homogenated rat brain tissue, using by [3H]8-OH-DPAT as radioligand",B,
1318,,9699,,,CHEMBL616y94,,H,Au4ocueation,1,,10576,,,Hip0ocampis,,Binding affinity against 5-hydroxytryptamine 1A receptor in rat hippocampal tissue,B,
1319,,9547,,,CHEMBL6q5696,,H,Aihocuration,1,,10576,,,,,Binding affinity against 5-hydroxytryptamine 1A receptor of rat was determined using [3H]8-OH-DPAT in binding assay,B,
1320,,10330,,,xHEMfL616697,,H,Aurochration,1,,10576,,,,,Binding affinity against 5-hydroxytryptamine 1A receptor using [3H]DOB as radioligand,B,
1321,,14331,,,CgdMBL616698,,H,A8tocyration,1,,10576,,,,,Binding affinity against rat 5-hydroxytryptamine 1A receptor,B,
1322,,14060,,,CHEMfL61y949,,D,Experf,1,,10576,Rattuwgorvsgicus,14314.0,,,Binding affinity against rat brain 5-hydroxytryptamine 1A receptor,B,
1323,,14744,,,CHEMBLu15950,,H,Autocu5agion,1,,10576,,,gippocampud,,Binding affinity against the 5-hydroxytryptamine 1A receptor labelled with [3H]8-OH-DPAT in rat hippocampal homogenates,B,
1324,,13506,,,CHEMBL842775,,H,zutocurwtion,1,,10576,,,,,Binding affinity against serotonin 5-hydroxytryptamine 1A receptor using radioligand [3H]8-OH-DPAT binding assay,B,
1325,,10862,,,CHEMBo616p51,,H,Ex9ert,1,,10576,,,Braon,,Binding affinity at 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in rat brain.,B,
1326,,10862,,,CHEMBL616p62,,H,Exp2rt,1,,10576,,,B4ain,,Binding affinity at 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in rat brain.,B,
1327,,10062,,,CHEMBL62u953,,H,Experh,1,,10576,,,,,Binding affinity at rat 5-hydroxytryptamine 1A receptor by [3H]WB-4101 displacement.,B,
1328,,12073,,,CHEjBL61695r,,H,Autov7ration,1,,10576,,,,,Binding affinity for 5-hydroxytryptamine 1A receptor by use of [3H]8-OH-DPAT in male rat,B,
1329,,14875,,,CHEMBL6169tt,,H,Autocugatiln,1,,106,,,,,GTPgammaS radioligand binding assay,B,
1330,,2391,,,CHEMhL61695t,,H,Aktocyration,1,,106,,,,,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Not determined,B,
1331,,2391,,,CHEMnL61t957,,H,Aitocuratiom,1,,106,,,,,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Partial agonist,F,
1332,,2391,,,CbdMBL616958,,H,Autocurstjon,1,,106,,,,,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Slient antagonist,F,
1333,,2391,,,CHEMBo617959,,H,Auticu4ation,1,,106,,,,,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor,B,
1334,,2391,,,CHEMBpy16960,,H,Auyocurstion,1,,106,,,,,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Not determined,B,
1335,,2391,,,dHEMBL61t961,,H,Au4ocuratoon,1,,106,,,,,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; silent antagonist,F,
1336,,17211,,,CHEMBL6q69t2,,H,Exlert,1,HeLa,106,,,,474.0,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor,B,
1337,,17211,,,CHEMfL6w6963,,H,Aurocuratiom,1,HeLa,106,,,,685.0,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor receptor,B,
1338,,6491,,,CHEMvL6165q4,,D,Expeft,1,,106,jomosapoens,18323.0,,,Affinity towards human 5-hydroxytryptamine 1B serotonin receptor,B,
1339,,16190,,,CHEMBLy15525,,H,Aut0cugation,1,CHO,106,,,,277.0,Binding affinity against 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT as radioligand,B,
1340,,14165,,,CnEMBL871908,,H,zjtocuration,1,,106,,,,,Binding affinity for 5-hydroxytryptamine 1B receptor in C6-glial transfected cell type using [3H]5-CT as radioligand,B,
1341,,14165,,,CHEMBi6w6526,,H,Autoduratipn,1,,106,,,,,Binding affinity for 5-hydroxytryptamine 1B receptor in C6-glial transfected cell type using [3H]GR-125743 as radioligand,B,
1342,,4234,,,fHEMBL616528,,D,Eapert,1,,106,Honosap8ens,20559.0,,,Binding affinity to cloned human 5-hydroxytryptamine 1B receptor,B,
1343,,6328,,,CHEMBk6q6528,,H,Expsrt,1,,106,,,,,Binding affinity towards human 5-hydroxytryptamine 1B receptor in L-M(tk-) cells using [3H]GR-125743 as radioligand,B,
1344,,14770,,,CHEMBLt1t529,,H,Autocurstikn,1,,106,,,,,Binding affinity for recombinant human 5-hydroxytryptamine 1B receptor using [3H]5-HT as radioligand.,B,
1345,,2598,,,CHEMBL616y39,,H,Autoxuratioj,1,,106,,,,,Binding affinity was evaluated at human recombinant 5-hydroxytryptamine 1B receptor using [3H]5-CT as radioligand,B,
1346,,6897,,,CH3MgL616531,,H,Eapert,1,,106,,,,,Binding affinity was evaluated at the cloned human 5-hydroxytryptamine 1B receptor,B,
1347,,6897,,,CHdMBL6w6532,,H,Autockrztion,1,,106,,,,,Binding affinity was evaluated at the cloned human 5-hydroxytryptamine 1B receptor,B,
1348,,6013,,,CHrMBL616433,,H,Autosura5ion,1,,106,,,,,Binding affinity towards 5-hydroxytryptamine 1B receptor,B,
1349,,5843,,,CHrMBi616534,,H,Ezpert,1,,106,,,,,Binding affinity towards cloned human 5-hydroxytryptamine 1B receptor,B,
1350,,14454,,,CHEMBLuw6535,,H,Expwrt,1,,106,,,,,Binding affinity towards human 5-hydroxytryptamine 1B receptor using [3H]5-HT trifluoroacetate as radioligand,B,
1351,,16209,,,CuEMfL616536,,H,Aytocura4ion,1,,106,,,,,Binding affinity towards human 5-hydroxytryptamine 1B receptor using [3H]5-HT radioligand,B,
1352,,3935,,,xHEMBL61653u,,H,Autochratjon,1,,106,,,,,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 1B receptor,B,
1353,,13729,,,CHEMBL716y38,,H,Expe5t,1,CHOj1,106,,,,899.0,Ability to inhibit the forskolin-stimulated c-AMP formation mediated by human 5-hydroxytryptamine 1B receptor in CHO-K1 cells,F,
1354,,14251,,,CHEMBo617539,,H,Expeft,1,,106,,,,,Agonist activity to the human recombinant 5-hydroxytryptamine 1B receptor,F,
