assay_id,assay_organism,confidence_score,assay_type,assay_cell_type,src_id,description,tid,assay_tax_id,assay_subcellular_fraction,variant_id,chembl_id,doc_id,tissue_id,cell_id,src_assay_id,assay_test_type,assay_category,assay_strain
3920,,8,F,,1,In vitro 5-lipoxygenase inhibitory activity against calcium ionophore (A23187) induced LTB4 formation in rat polymorphonuclear leukocytes,12166,,,,CHEMBL619923,13622,,,,,,
3921,,8,B,RBL-1,1,In vitro inhibition against 5-lipoxygenase in RBL-1 cells was determined,12166,,,,CHEMBL619924,12118,,702.0,,,,
3922,,8,B,,1,In vitro inhibition of 5-lipoxygenase (5-HETE) derived from the 9000xg supernatant of RBL broken cell assay,12166,,,,CHEMBL619925,12576,,,,,,
3923,,8,B,RBL-1,1,In vitro inhibition of 5-lipoxygenase from RBL-1 cells,12166,,,,CHEMBL619926,9546,,702.0,,,,
3924,,8,B,RBL-1,1,In vitro inhibition of 5-lipoxygenase in RBL-1 cells,12166,,,,CHEMBL619927,9521,,702.0,,,,
3925,,8,B,RBL-1,1,In vitro inhibition of 5-lipoxygenase pathway in rat basophilic leukemia (RBL-1) cells,12166,,,,CHEMBL619928,10626,,702.0,,,,
3926,,8,B,RBL-1,1,In vitro inhibition of RBL-1 5-lipoxygenase,12166,,,,CHEMBL619929,9225,,702.0,,,,
3927,,8,B,RBL-1,1,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 0.18-0.31,12166,,,,CHEMBL875089,9225,,702.0,,,,
3928,,8,B,RBL-1,1,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 0.3-1.6,12166,,,,CHEMBL619930,9225,,702.0,,,,
3929,,8,B,RBL-1,1,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 0.4-2.2,12166,,,,CHEMBL619931,9225,,702.0,,,,
3930,,8,B,RBL-1,1,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 0.72-1.07,12166,,,,CHEMBL619932,9225,,702.0,,,,
3931,,8,B,RBL-1,1,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 0.9-4.0,12166,,,,CHEMBL619933,9225,,702.0,,,,
3932,,8,B,RBL-1,1,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.0-1.5,12166,,,,CHEMBL619934,9225,,702.0,,,,
3933,,8,B,RBL-1,1,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.0-1.7,12166,,,,CHEMBL619935,9225,,702.0,,,,
3934,,8,B,RBL-1,1,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.0-2.4,12166,,,,CHEMBL619936,9225,,702.0,,,,
3935,,8,B,RBL-1,1,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.07-5.54,12166,,,,CHEMBL619937,9225,,702.0,,,,
3936,,8,B,RBL-1,1,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.1-1.6,12166,,,,CHEMBL619938,9225,,702.0,,,,
3937,,8,B,RBL-1,1,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.3-2.8,12166,,,,CHEMBL619939,9225,,702.0,,,,
3938,,8,B,RBL-1,1,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.4-3.2,12166,,,,CHEMBL619940,9225,,702.0,,,,
3939,,8,B,RBL-1,1,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.7-2.6,12166,,,,CHEMBL875090,9225,,702.0,,,,
3940,,8,B,RBL-1,1,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.8-2.8,12166,,,,CHEMBL619941,9225,,702.0,,,,
3941,,8,B,RBL-1,1,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.8-5.7,12166,,,,CHEMBL619942,9225,,702.0,,,,
3942,,8,B,RBL-1,1,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.9-2.4,12166,,,,CHEMBL883711,9225,,702.0,,,,
3943,,8,B,RBL-1,1,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 2.3-.8,12166,,,,CHEMBL619943,9225,,702.0,,,,
3944,,8,B,RBL-1,1,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 2.46-2.63,12166,,,,CHEMBL619944,9225,,702.0,,,,
3945,,8,B,RBL-1,1,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 3.3-3.5,12166,,,,CHEMBL619945,9225,,702.0,,,,
3946,,8,B,RBL-1,1,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 3.8-7.1,12166,,,,CHEMBL619946,9225,,702.0,,,,
3947,,8,B,RBL-1,1,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 4.0-6.4,12166,,,,CHEMBL619947,9225,,702.0,,,,
3948,,8,B,RBL-1,1,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 4.9-11.6,12166,,,,CHEMBL619948,9225,,702.0,,,,
3949,,8,B,RBL-1,1,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 7.5-11.8,12166,,,,CHEMBL619949,9225,,702.0,,,,
3950,,8,B,,1,In vitro inhibitory activity against 5-lipoxygenase from rat basophilic leukemia cells.,12166,,,,CHEMBL619950,9401,,,,,,
3951,,8,B,,1,In vitro inhibitory activity against 5-Lipoxygenase in rat by Peritoneal 5-lipoxygenase assay,12166,,,,CHEMBL618050,10325,,,,,,
3952,,8,F,RBL-2H3,1,In vitro inhibition of 5-lipoxygenase in RBL-2H3 (Rat basophilic leukemia) cells.,12166,,,,CHEMBL875091,1556,,663.0,,,,
3953,,8,F,RBL-2H3,1,In vitro inhibition of 5-lipoxygenase in RBL-2H3 (Rat basophilic leukemia) cells; Not tested,12166,,,,CHEMBL618051,1556,,663.0,,,,
3954,Rattus norvegicus,9,B,RBL-1,1,Inhibition of 5-lipoxygenase from rat basophilic leukemia(RBL-1) cells,12166,10116.0,,,CHEMBL618052,961,,702.0,,,,
3955,,8,B,,1,In vitro inhibitory activity against 5-lipoxygenase in an RBL-2H3 cell lysate,12166,,,,CHEMBL618053,6838,,,,,,
3956,,8,B,,1,In vitro inhibition of 5-lipoxygenase in rat (peritoneal assay),12166,,,,CHEMBL618054,10325,,,,,,
3957,Rattus norvegicus,9,B,RBL-1,1,In vitro inhibitory activity against 5-lipoxygenase in rat RBL-1 cells,12166,10116.0,,,CHEMBL618055,9209,,702.0,,,,
3958,,8,B,RBL-1,1,inhibitory activity against 5-lipoxygenase in rat basophilic leukemia cell line.,12166,,,,CHEMBL618056,11520,,702.0,,,,
3959,,8,B,,1,In vitro inhibitory activity against 5-lipoxygenase was determined,12166,,,,CHEMBL618057,137,,,,,,
3960,,8,B,RBL-1,1,In vitro inhibitory concentration against 5-lipoxygenase in RBL-1 cells,12166,,,,CHEMBL618058,4717,,702.0,,,,
3961,,8,B,RBL-1,1,Inhibition of 5-lipoxygenase in intact RBL-1 cell line,12166,,,,CHEMBL618059,10636,,702.0,,,,
3962,Rattus norvegicus,9,F,,1,Inhibitory activity against 5-lipoxygenase catalysis (5-LO) in sonicated rat basophilic leukemia cell lysate,12166,10116.0,,,CHEMBL618060,14312,,,,,,
3963,,8,B,RBL-1,1,Inhibition of 5-Lipoxygenase (5-LO) in rat basophilic leukemia cells,12166,,,,CHEMBL618061,1203,,702.0,,,,
3964,,8,B,,1,Inhibition of 5-Lipoxygenase (5-LO) in rat basophilic leukemic cells,12166,,,,CHEMBL618062,1203,,,,,,
3965,,8,B,RBL-1,1,Inhibition of 5-lipoxygenase catalysis in rat basophilic leukemia (RBL) cells by measuring 5-HETE product formation,12166,,,,CHEMBL618063,13622,,702.0,,,,
3966,,8,B,,1,Inhibition of 5-lipoxygenase from rat peritoneal neutrophils after oral administration,12166,,,,CHEMBL618064,9793,,,,,,
3967,Rattus norvegicus,9,B,RBL-1,1,Inhibition of 5-lipoxygenase of rat basophilic leukemia (RBL) cell cytosolic enzymes,12166,10116.0,,,CHEMBL618065,1143,,702.0,,,,
3968,Rattus norvegicus,9,B,RBL-1,1,Inhibition 5-lipoxygenase mediated LTB4 formation in rat basophilic leukemia (RBL-1) cells,12166,10116.0,,,CHEMBL618066,11854,,702.0,,,,
3969,,8,B,RBL-1,1,Inhibitory activity against 5-lipoxygenase (5-LO) in intact rat barophilic leukemia cells (RBL-1),12166,,,,CHEMBL618067,3595,,702.0,,,,
3970,,8,B,RBL-1,1,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1),12166,,,,CHEMBL618068,3595,,702.0,,,,
3971,Rattus norvegicus,9,B,RBL-1,1,Inhibition of 5-lipoxygenase in rat RBL-1 cells,12166,10116.0,,,CHEMBL618069,10501,,702.0,,,,
3972,,8,B,RBL-1,1,Inhibition of 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187,12166,,,,CHEMBL618070,12526,,702.0,,,,
3973,,8,F,,1,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 32 umol/kg,10825,,,,CHEMBL618071,10034,349.0,,,,,
3974,,8,F,,1,Compound was tested for its effects on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 0.10 umol/kg,10825,,,,CHEMBL619247,10034,349.0,,,,,
3975,,8,F,,1,Approximate dose levels for a half maximal reduction of 5-HTP levels,10825,,,,CHEMBL619248,10034,,,,,,
3976,,8,B,,1,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue using [3H]OH-DPAT as radioligand.,10576,,,,CHEMBL619249,10046,10000000.0,,,,,
3977,,8,B,,1,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue using [3H]OH-DPAT as radioligand.,10576,,,,CHEMBL619250,10046,10000000.0,,,,,
3978,,8,B,,1,Inhibitory activity against 5-hydroxytryptamine 1B receptor of rat striatal membrane homogenate using [3H]5-HT as the radioligand.,10577,,,,CHEMBL619251,10046,,,,,,
3979,Canis lupus familiaris,8,F,,1,Inhibitory concentration against human platelet 5-lipoxygenase in dog whole blood,55,9615.0,,,CHEMBL619252,12079,178.0,,,,,
3980,,8,F,,1,Inhibitory concentration against human platelet 5-lipoxygenase in human whole blood,55,,,,CHEMBL619253,12079,178.0,,,,,
3981,,8,B,,1,The compound was tested for inhibitory activity against 5-Lipoxygenase in rat polymorphonuclear leukocytes[PMNS],12166,,,,CHEMBL619254,11311,,,,,,
3982,,8,B,,1,Inhibition of 5-lipoxygenase in bovine polymorphonuclear leukocytes,17140,,,,CHEMBL619255,12338,,,,,,
3983,,8,B,,1,Inhibitory activity against 5-lipoxygenase (inhibition of 5-HETE and LTB4 biosynthesis) in bovine polymorphonuclear leukocytes (PMNL).,17140,,,,CHEMBL619256,12143,,,,,,
3984,,8,B,,1,Inhibitory activity against 5-lipoxygenase (inhibition of 5-HETE and LTB4 biosynthesis) in bovine polymorphonuclear leukocytes (PMNL),17140,,,,CHEMBL875418,12143,,,,,,
3985,,8,B,,1,Inhibitory activity against 5-lipoxygenase (inhibition of 5-HETE and LTB4 biosynthesis) in bovine polymorphonuclear leukocytes (PMNL) at 30 uM,17140,,,,CHEMBL619257,12143,,,,,,
3986,,8,B,,1,Inhibitory activity against 5-lipoxygenase (inhibition of 5-HETE and LTB4 biosynthesis) in bovine polymorphonuclear leukocytes (PMNL) at 30 uM,17140,,,,CHEMBL619258,12143,,,,,,
3987,,8,B,,1,Inhibition of 5-lipoxygenase in bovine PMNL cell assay.,17140,,,,CHEMBL619259,12365,,,,,,
3988,,8,B,,1,Tested for inhibition of 5-lipoxygenase as inhibition of 5-HETE and LTB4 biosynthesis in bovine PMNL,17140,,,,CHEMBL619260,13500,,,,,,
3989,Canis lupus familiaris,8,F,,1,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.08h, following intravenous administration at the dose of 1.0 mg/kg",55,9615.0,,,CHEMBL619261,12832,178.0,,,In vivo,,
3990,Canis lupus familiaris,8,F,,1,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following intravenous administration at the dose of 1.0 mg/kg",55,9615.0,,,CHEMBL619263,12832,178.0,,,In vivo,,
3991,Canis lupus familiaris,8,F,,1,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following intravenous administration at the dose of 1.0 mg/kg",55,9615.0,,,CHEMBL619264,12832,178.0,,,In vivo,,
3992,Canis lupus familiaris,8,F,,1,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following intravenous administration at the dose of 1.0 mg/kg",55,9615.0,,,CHEMBL619265,12832,178.0,,,In vivo,,
3993,Canis lupus familiaris,8,F,,1,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following intravenous administration at the dose of 1.0 mg/kg",55,9615.0,,,CHEMBL619266,12832,178.0,,,In vivo,,
3994,Canis lupus familiaris,8,F,,1,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following intravenous administration at the dose of 1.0 mg/kg",55,9615.0,,,CHEMBL619902,12832,178.0,,,In vivo,,
3995,Canis lupus familiaris,8,F,,1,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following intravenous administration at the dose of 1.0 mg/kg",55,9615.0,,,CHEMBL620058,12832,178.0,,,In vivo,,
3996,Canis lupus familiaris,8,F,,1,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following intravenous administration at the dose of 1.0 mg/kg",55,9615.0,,,CHEMBL620059,12832,178.0,,,In vivo,,
3997,Canis lupus familiaris,8,F,,1,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.08h, following intravenous administration at the dose of 1.0 mg/kg",55,9615.0,,,CHEMBL620060,12832,178.0,,,In vivo,,
3998,Canis lupus familiaris,8,F,,1,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following intravenous administration at the dose of 1.0 mg/kg",55,9615.0,,,CHEMBL620061,12832,178.0,,,In vivo,,
3999,Canis lupus familiaris,8,F,,1,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following peroral administration at the dose of 0.3 mg/kg",55,9615.0,,,CHEMBL620062,12832,178.0,,,In vivo,,
4000,Canis lupus familiaris,8,F,,1,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following peroral administration at the dose of 1.0 mg/kg",55,9615.0,,,CHEMBL620063,12832,178.0,,,In vivo,,
4001,Canis lupus familiaris,8,F,,1,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following peroral administration at the dose of 3.0 mg/kg",55,9615.0,,,CHEMBL620064,12832,178.0,,,In vivo,,
4002,Canis lupus familiaris,8,F,,1,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following intravenous administration at the dose of 1.0 mg/kg",55,9615.0,,,CHEMBL620065,12832,178.0,,,In vivo,,
4003,Canis lupus familiaris,8,F,,1,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following peroral administration at the dose of 0.3 mg/kg",55,9615.0,,,CHEMBL620066,12832,178.0,,,In vivo,,
4004,Canis lupus familiaris,8,F,,1,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following peroral administration at the dose of 1.0 mg/kg",55,9615.0,,,CHEMBL620067,12832,178.0,,,In vivo,,
4005,Canis lupus familiaris,8,F,,1,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following peroral administration at the dose of 3.0 mg/kg",55,9615.0,,,CHEMBL620068,12832,178.0,,,In vivo,,
4006,Canis lupus familiaris,8,F,,1,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following intravenous administration at the dose of 1.0 mg/kg",55,9615.0,,,CHEMBL620069,12832,178.0,,,In vivo,,
4007,Canis lupus familiaris,8,F,,1,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following peroral administration at the dose of 0.3 mg/kg",55,9615.0,,,CHEMBL620070,12832,178.0,,,In vivo,,
4008,Canis lupus familiaris,8,F,,1,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following peroral administration at the dose of 1.0 mg/kg",55,9615.0,,,CHEMBL620071,12832,178.0,,,In vivo,,
4009,Canis lupus familiaris,8,F,,1,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following peroral administration at the dose of 3.0 mg/kg",55,9615.0,,,CHEMBL620072,12832,178.0,,,In vivo,,
4010,Canis lupus familiaris,8,F,,1,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following intravenous administration at the dose of 1.0 mg/kg",55,9615.0,,,CHEMBL620036,12832,178.0,,,In vivo,,
4011,Canis lupus familiaris,8,F,,1,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following peroral administration at the dose of 0.3 mg/kg",55,9615.0,,,CHEMBL857702,12832,178.0,,,In vivo,,
4012,Canis lupus familiaris,8,F,,1,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following peroral administration at the dose of 1.0 mg/kg",55,9615.0,,,CHEMBL620037,12832,178.0,,,In vivo,,
4013,Canis lupus familiaris,8,F,,1,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following peroral administration at the dose of 3.0 mg/kg",55,9615.0,,,CHEMBL620038,12832,178.0,,,In vivo,,
4014,Canis lupus familiaris,8,F,,1,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following intravenous administration at the dose of 1.0 mg/kg",55,9615.0,,,CHEMBL620039,12832,178.0,,,In vivo,,
4015,Canis lupus familiaris,8,F,,1,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following peroral administration at the dose of 0.3 mg/kg",55,9615.0,,,CHEMBL620040,12832,178.0,,,In vivo,,
4016,Canis lupus familiaris,8,F,,1,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following peroral administration at the dose of 1.0 mg/kg",55,9615.0,,,CHEMBL620041,12832,178.0,,,In vivo,,
4017,Canis lupus familiaris,8,F,,1,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following peroral administration at the dose of 3.0 mg/kg",55,9615.0,,,CHEMBL620042,12832,178.0,,,In vivo,,
4018,Canis lupus familiaris,8,F,,1,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following intravenous administration at the dose of 1.0 mg/kg",55,9615.0,,,CHEMBL620043,12832,178.0,,,In vivo,,
4019,Canis lupus familiaris,8,F,,1,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following peroral administration at the dose of 0.3 mg/kg",55,9615.0,,,CHEMBL620044,12832,178.0,,,In vivo,,
4020,Canis lupus familiaris,8,F,,1,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following peroral administration at the dose of 1.0 mg/kg",55,9615.0,,,CHEMBL620045,12832,178.0,,,In vivo,,
4021,Canis lupus familiaris,8,F,,1,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following peroral administration at the dose of 3.0 mg/kg",55,9615.0,,,CHEMBL620046,12832,178.0,,,In vivo,,
4022,Canis lupus familiaris,8,F,,1,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following intravenous administration at the dose of 1.0 mg/kg",55,9615.0,,,CHEMBL620047,12832,178.0,,,In vivo,,
4023,Canis lupus familiaris,8,F,,1,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following peroral administration at the dose of 0.3 mg/kg",55,9615.0,,,CHEMBL620048,12832,178.0,,,In vivo,,
4024,Canis lupus familiaris,8,F,,1,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following peroral administration at the dose of 1.0 mg/kg",55,9615.0,,,CHEMBL857703,12832,178.0,,,In vivo,,
